ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,"[57.4, 47.0]",,,,,,,,,,,,1.089995,,,,,,,,,,,,,,,3015db34-5a0b-4be9-9151-71fabb138370,912,,"[52.2, 57.0]",3754220,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordan Brian Henderson,3532.0,Right Defensive Midfield,56,Liverpool,24,"['185544fc-3353-4d0f-9be8-d479ce1cee37', '424b18d5-33ce-43af-94d0-dce6e8db5c6a', '655672a5-3a4f-40b9-9c41-8099e256c965']",58,,,,,,,,,,,,,,,,,,Liverpool,24,00:20:58.922,Carry,True
,,"[55.5, 40.1]",,,,,,,,,,,,1.308591,,,,,,,,,,,,,,,76a305d5-f180-441f-a220-1bc119a60fcc,916,,"[53.9, 41.8]",3754220,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emre Can,3493.0,Left Center Midfield,56,Liverpool,24,"['6951809c-79fb-4485-a272-8dc4501c49b7', '9e1c6456-5945-467d-a8a4-9e38d8c617c9']",1,,,,,,,,,,,,,,,,,,Liverpool,24,00:21:01.202,Carry,
,,"[65.4, 30.8]",,,,,,,,,,,,2.201099,,,,,,,,,,,,,,,a47f05b4-65f1-4dd8-946c-b463851a5bae,919,,"[68.2, 34.7]",3754220,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adam David Lallana,4090.0,Left Midfield,56,Liverpool,24,"['369cd6d7-c82f-492b-85af-f25608fc3789', '755f8dfb-0839-4b19-81b4-8be4216b9569']",3,,,,,,,,,,,,,,,,,,Liverpool,24,00:21:03.328,Carry,
,,"[71.7, 6.3]",,,,,,,,,,,,1.95083,,,,,,,,,,,,,,,3c9ddce8-423b-4a8b-8770-05e785709c74,922,,"[65.4, 6.8]",3754220,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,56,Liverpool,24,"['65794651-c044-41ae-860c-6c4951e4c4fd', 'd3636078-95cb-42d4-836b-f3c42aee399b']",6,,,,,,,,,,,,,,,,,,Liverpool,24,00:21:06.915,Carry,
,,"[64.6, 26.9]",,,,,,,,,,,,1.790525,,,,,,,,,,,,,,,bf35fc1a-5723-421b-9b3b-ed2b710694b6,925,,"[65.2, 23.0]",3754220,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emre Can,3493.0,Left Center Midfield,56,Liverpool,24,"['5ad6cd1d-affd-4ed1-a46b-97dfad1304be', '7c4b39ae-24f5-4909-ad39-f79df0a89602']",10,,,,,,,,,,,,,,,,,,Liverpool,24,00:21:10.275,Carry,
,,"[57.6, 52.2]",,,,,,,,,,,,1.034943,,,,,,,,,,,,,,,63c26579-851f-4b05-8846-0f9cef99c06d,928,,"[57.4, 46.4]",3754220,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,56,Liverpool,24,"['769d914d-68e4-456e-832d-4824eb17c67e', '98edb726-f451-47a0-a794-ec5ed6621dd4']",13,,,,,,,,,,,,,,,,,,Liverpool,24,00:21:13.375,Carry,
,,"[63.9, 76.9]",,,,,,,,,,,,0.861108,,,,,,,,,,,,,,,cd3670a8-2f8a-443a-a335-283077d91c38,931,,"[64.1, 76.5]",3754220,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jon Flanagan,10007.0,Right Back,56,Liverpool,24,"['7a003761-3d96-43d5-a14e-ddf8cbb9fdb1', 'b6f09b45-a79d-47b1-9d32-bf0549773b28']",16,,,,,,,,,,,,,,,,,,Liverpool,24,00:21:16.030,Carry,
,,"[55.5, 62.6]",,,,,,,,,,,,0.705291,,,,,,,,,,,,,,,4630a279-a473-4b76-859f-1f3d1b8dbf5f,934,,"[56.3, 65.9]",3754220,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,56,Liverpool,24,"['188382a7-6c94-4724-becc-6c8018778173', '32c2e186-eb5d-42e3-94eb-c1b8028419a6', 'bfe52647-8d02-4b98-adcd-522adb1960c2']",18,,,,,,,,,,,,,,,,,,Liverpool,24,00:21:18.038,Carry,True
,,"[48.3, 42.9]",,,,,,,,,,,,0.051402,,,,,,,,,,,,,,,915b7f00-335f-4215-af20-a94b9848aa6e,938,,"[47.9, 43.6]",3754220,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mamadou Sakho,3483.0,Left Center Back,56,Liverpool,24,"['2a0f6dc3-891e-4337-9a3e-565bb9635fdd', '4314a91a-fc22-44d7-9615-e1520b92d2d5']",20,,,,,,,,,,,,,,,,,,Liverpool,24,00:21:20.277,Carry,
,,"[57.0, 42.3]",,,,,,,,,,,,2.313605,,,,,,,,,,,,,,,cd9e0789-200b-4384-9fb9-ed44546a0c01,941,,"[62.0, 43.8]",3754220,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emre Can,3493.0,Left Center Midfield,56,Liverpool,24,"['1b185d92-d424-4f50-929f-8b7f797b4819', 'c31fd809-6f85-44d6-8aeb-460b4fa8638f', 'f564fdc5-954f-4ac6-aa28-866e155f36d7']",21,,,,,,,,,,,,,,,,,,Liverpool,24,00:21:21.329,Carry,True
