50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.235502,,,,,,,,,,,,,,909be8c5-1c9a-4b50-92b5-e9520bb7d16c,1201,,"[82.5, 5.9]",3754020,33,,,,,1.956897,,Left Foot,,"[77.5, 18.2]",,Ground Pass,,13.277425,,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,75,AFC Bournemouth,28,['b0e2030f-4b94-449a-9ce9-ddf85959a67c'],6,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:33:06.103,Pass,
,,,,,,,,,,,,,,,,0.881391,,,,,,,,,,,,,,ed950e0e-6eeb-4de3-949a-c45699bc7d9e,1204,,"[72.2, 13.8]",3754020,33,,,,,-0.9798783,,Left Foot,,"[77.5, 5.9]",,Ground Pass,,9.513149,,,,Charlie Daniels,3345.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Left Defensive Midfield,75,AFC Bournemouth,28,['639ed7ad-8c2d-4512-90fd-968bccc352f7'],8,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:33:08.693,Pass,
,,,,,,,,,,,,,,,,0.134867,,,,,,,,,,,,,,d675a952-f7b7-414f-acda-4a33154fdd94,1207,,"[77.5, 5.9]",3754020,33,,,,,-0.09966865,,Left Foot,,"[79.5, 5.7]",,Ground Pass,,2.0099752,,Incomplete,,Callum Wilson,3616.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,75,AFC Bournemouth,28,"['96ac5d15-8f00-472e-9627-0816b5c2a998', '9c4f4c2c-9f7c-4d3a-9be3-0c99f09dd540']",10,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:33:10.263,Pass,
,,,,,,,,,,,,,,,,2.306047,,,,,,,,,,,,,,df21b09f-d17f-42be-ab54-8280c5eddeaa,1210,,"[77.3, 0.1]",3754020,33,,,,,1.1355098,,,,"[90.6, 28.7]",,Low Pass,,31.541243,,,,Joshua King,3346.0,,,,,Throw-in,1,From Throw In,Charlie Daniels,3345.0,Left Back,76,AFC Bournemouth,28,['b7ef19bf-9249-4afd-9f7c-a920b1887d1f'],30,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:33:30.963,Pass,
,,,,,,,,,,,,,,,,1.368246,,,,,,,,,,,,,,cf6dc00a-5afd-4d6b-8a14-88bb77e755d2,1219,,"[28.9, 46.7]",3754020,33,,,,,0.8853213,,Right Foot,,"[46.4, 68.1]",,Ground Pass,,27.644348,,,,Philippe Coutinho Correia,3501.0,,,,,Recovery,1,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,77,Liverpool,24,['f5d569fa-94ac-4636-8676-ab2f4ed8c073'],37,,,,,,,,,,,,,,,,,,,Liverpool,24,00:33:37.967,Pass,
,,,,,,,,,,,,,,,,0.454116,,,,,,,,,,,,,,f05e8fa3-5368-4c11-a37f-2a2c27f916c7,1225,,"[80.4, 54.7]",3754020,34,,,,,0.26211983,,Right Foot,,"[84.5, 55.8]",,Ground Pass,,4.244997,,,,Adam David Lallana,4090.0,,,,,Free Kick,1,From Free Kick,Jordan Brian Henderson,3532.0,Left Center Midfield,78,Liverpool,24,['1be7f1c3-7d68-4a8f-b1a7-40dff4c2051a'],45,,,,,,,,,,,,,,,,,,,Liverpool,24,00:34:45.198,Pass,
,,,,,,,,,,,,,,,,0.465516,,,,,,,,,,,,,,4bfbe529-f651-4037-b458-77c2d824e0d6,1227,,"[84.5, 55.8]",3754020,34,,,,,-2.6779451,,Right Foot,,"[83.9, 55.5]",,Ground Pass,,0.6708204,,,,Jordan Brian Henderson,3532.0,,,,,,1,From Free Kick,Adam David Lallana,4090.0,Center Attacking Midfield,78,Liverpool,24,['50860f8a-e963-4f72-b8e7-d5a478c44882'],45,,,,,,,,,,,,,,,,,,,Liverpool,24,00:34:45.652,Pass,
,,,,,,,,,,,,,,,,1.30631,,,,,,,,,,,,,,a95c69f8-3562-4064-b3c1-e0c03091db6c,1230,,"[83.9, 55.5]",3754020,34,,,,,-0.67128927,,Right Foot,,"[108.7, 35.8]",,High Pass,,31.672228,,Incomplete,,Christian Benteke Liolo,3380.0,,,,,,1,From Free Kick,Jordan Brian Henderson,3532.0,Left Center Midfield,78,Liverpool,24,"['3e748c46-a914-4f9d-9e84-27ccd1db2e12', '4a7e43f2-6588-44be-b463-ab99592a82f0']",46,,,,,,,,,,,,,,,,,,,Liverpool,24,00:34:46.336,Pass,
,,,,,,,,,,,,,,,,0.835136,,,,,,,,,,,,,,610e08d2-f802-432f-8118-a5eff8539cb7,1236,,"[68.6, 6.6]",3754020,34,,,,,0.46954146,,Right Foot,,"[88.9, 16.9]",,Ground Pass,,22.763567,,,,Christian Benteke Liolo,3380.0,,,,,,1,From Free Kick,Joe Gomez,3495.0,Left Back,78,Liverpool,24,['813d8f08-0254-4c3d-95a0-a9078ccaf08a'],56,,,,,,,,,,,,,,,,,,,Liverpool,24,00:34:56.974,Pass,
,,,,,,,,,,,,,,,,0.98142,,,,,,,,,,,,,,1623206d-7e4e-49d4-86d5-a24d07a9d988,1240,,"[88.6, 16.9]",3754020,34,,,,,1.3332617,,Right Foot,,"[90.9, 26.4]",,Low Pass,,9.774457,,,,James Philip Milner,3473.0,,,,,,1,From Free Kick,Christian Benteke Liolo,3380.0,Center Forward,78,Liverpool,24,"['08cbb4b9-92f2-4359-aa59-82d58bb32ece', 'df9d6c44-57b7-4933-984e-df72ef1a94bf']",57,,,,,,,,,,,,,,,,,,,Liverpool,24,00:34:57.849,Pass,True
,,,,,,,,,,,,,,,,0.729661,,,,,,,,,,,,,,4b5b6875-0057-4a66-8b16-49c9a8531aa4,1244,,"[93.1, 19.9]",3754020,35,,,,,2.772633,,Right Foot,,"[85.6, 22.8]",,Ground Pass,,8.041144,,,,Adam David Lallana,4090.0,,,,,,1,From Free Kick,James Philip Milner,3473.0,Right Center Midfield,78,Liverpool,24,"['003c5a5c-196c-4188-8b1d-95a86ef6b1b9', '7b7ddece-f643-409b-897b-30c658511b74']",0,,,,,,,,,,,,,,,,,,,Liverpool,24,00:35:00.261,Pass,True
,,,,,,,,,,,,,,,,1.290821,,,,,,,,,,,,,,dc10e536-07ae-4aff-9d9e-76a5d5f487c3,1247,,"[85.6, 22.8]",3754020,35,,,,,-2.1948195,,Right Foot,,"[78.4, 12.8]",,Ground Pass,,12.322337,,,,Joe Gomez,3495.0,,,,,,1,From Free Kick,Adam David Lallana,4090.0,Center Attacking Midfield,78,Liverpool,24,['d4b7fa50-f286-4e72-9322-6943881c81f6'],2,,,,,,,,,,,,,,,,,,,Liverpool,24,00:35:02.405,Pass,
,,,,,,,,,,,,,,,,1.038797,,,,,,,,,,,,,,4770feb7-61a8-4146-9ad5-cf393b37a799,1250,,"[77.9, 12.7]",3754020,35,,,,,1.9897453,,Right Foot,,"[72.2, 25.5]",,Ground Pass,,14.011781,,,,Jordan Brian Henderson,3532.0,,,,,,1,From Free Kick,Joe Gomez,3495.0,Left Back,78,Liverpool,24,['e25538d8-70e0-497f-a434-80d0ef9d9ea9'],4,,,,,,,,,,,,,,,,,,,Liverpool,24,00:35:04.212,Pass,
,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,,37921d23-8b63-4583-81c3-607b3d26b332,1254,,"[70.7, 26.4]",3754020,35,,,,,1.4234349,,Right Foot,,"[74.5, 52.0]",,Ground Pass,,25.880495,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Free Kick,Jordan Brian Henderson,3532.0,Left Center Midfield,78,Liverpool,24,"['8a71d85f-5584-4d9b-b5f5-7982ffcd22e3', 'f7d9e113-8c71-476e-ac23-52372ae3f9e3']",6,,,,,,,,,,,,,,,,,,,Liverpool,24,00:35:06.429,Pass,True
,,,,,,,,,,,,,,,,1.10106,,,,,,,,,,,,,,33747dfd-4a84-4c23-9029-38123dc28e90,1257,,"[77.5, 50.6]",3754020,35,,,,,-2.3432083,,Right Foot,,"[66.1, 38.9]",,Ground Pass,,16.335545,,,,Jordan Brian Henderson,3532.0,,,,,,1,From Free Kick,Philippe Coutinho Correia,3501.0,Right Wing,78,Liverpool,24,['2053f420-6333-4959-aefd-a3328a1c3251'],10,,,,,,,,,,,,,,,,,,,Liverpool,24,00:35:10.769,Pass,
,,,,,,,,,,,,,,,,1.518233,,,,,,,,,,,,,,81da8ec1-3f36-4569-8be6-9a251a6ad61b,1260,,"[67.3, 38.9]",3754020,35,,,,,-1.4184965,,Right Foot,,"[70.6, 17.4]",,Ground Pass,,21.751781,,,,Joe Gomez,3495.0,,,,,,1,From Free Kick,Jordan Brian Henderson,3532.0,Left Center Midfield,78,Liverpool,24,['5bb461bc-59b1-430b-9e7d-4ca02b84d1d3'],12,,,,,,,,,,,,,,,,,,,Liverpool,24,00:35:12.620,Pass,
,,,,,,,,,,,,,,,,1.089487,,,,,,,,,,,,,,7a08ab58-f670-4a11-8027-91290733c60a,1263,,"[72.6, 14.9]",3754020,35,,,,,-0.71783197,,Right Foot,,"[86.8, 2.5]",,Ground Pass,,18.852057,,,,Jordon Ibe,3635.0,,,,,,1,From Free Kick,Joe Gomez,3495.0,Left Back,78,Liverpool,24,['2757e1fb-96a2-4f80-a2be-993a36c83c02'],15,,,,,,,,,,,,,,,,,,,Liverpool,24,00:35:15.028,Pass,
,,,,,,,,,,,,,,,,1.822105,,,,,,,,,,,,,,cad9a38a-e85b-4eb7-8e5b-5334ba2827d1,1266,,"[85.1, 3.3]",3754020,35,,,,,2.967322,,Right Foot,,"[70.9, 5.8]",,Ground Pass,,14.418391,,,,Joe Gomez,3495.0,,,,,,1,From Free Kick,Jordon Ibe,3635.0,Left Wing,78,Liverpool,24,['2b0c2ee6-81d2-4bef-a4b4-1851e157ed14'],19,,,,,,,,,,,,,,,,,,,Liverpool,24,00:35:19.454,Pass,
,,,,,,,,,,,,,,,,2.608643,,,,,,,,,,,,,,bb4a899b-8979-471f-9b4c-3e9b2cd38e36,1270,,"[70.1, 11.7]",3754020,35,,,,,1.9030887,,Right Foot,,"[56.4, 51.4]",,Ground Pass,,41.99738,,,,Martin Škrtel,18872.0,,,,,,1,From Free Kick,Joe Gomez,3495.0,Left Back,78,Liverpool,24,"['c2417224-15ef-4c9e-be78-43383de03d5d', 'fe043eee-533e-4bb4-80de-f190cea79895']",24,,,,,,,,,,,,,,,,,,,Liverpool,24,00:35:24.394,Pass,True
,,,,,,,,,,,,,,,,0.736793,,,,,,,,,,,,,,354dd257-8d37-4a01-826e-892e2d1d08f1,1273,,"[56.4, 51.4]",3754020,35,,,,,0.293589,,Right Foot,,"[69.3, 55.3]",,Ground Pass,,13.476646,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Free Kick,Martin Škrtel,18872.0,Right Center Back,78,Liverpool,24,['a17dfb4b-48d4-454d-a6ce-3219b59426c2'],27,,,,,,,,,,,,,,,,,,,Liverpool,24,00:35:27.800,Pass,
,,,,,,,,,,,,,,,,1.398921,,,,,,,,,,,,,,3118a720-5477-4c80-8c9f-f356c3079f76,1276,,"[70.9, 55.3]",3754020,35,,,,,-0.751479,8318e0c6-6197-470d-8ba8-a29ee3baa373,Right Foot,,"[96.8, 31.1]",,High Pass,,35.446438,,,,Adam David Lallana,4090.0,True,,,,,1,From Free Kick,Philippe Coutinho Correia,3501.0,Right Wing,78,Liverpool,24,['c3b1f057-0f03-4c5a-9f14-49d3fd2b1c5b'],30,,,,,,,,,,,,,,,,,,,Liverpool,24,00:35:30.694,Pass,
,,,,,,,,,,,,,,,,1.432703,,,,,,,,,,,,,,60ba2648-6923-491a-9ecf-d04aeca72051,1280,,"[8.7, 37.1]",3754020,35,,,,,-1.1845561,,Keeper Arm,,"[14.8, 22.1]",,Ground Pass,,16.1929,,,,Steve Cook,3341.0,,,,,,1,From Keeper,Artur Boruc,20074.0,Goalkeeper,80,AFC Bournemouth,28,['03818c92-c7f7-4184-9a46-876cd06aa1e1'],41,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:35:41.321,Pass,
,,,,,,,,,,,,,,,,1.320685,,,,,,,,,,,,,,781c2135-db8f-4218-bd32-f2b366c71b05,1283,,"[15.0, 18.7]",3754020,35,,,,,-0.62604654,,Right Foot,,"[34.5, 4.6]",,Ground Pass,,24.063665,,,,Charlie Daniels,3345.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,81,AFC Bournemouth,28,['f4b119bb-c661-4096-bcc8-598bdb6d5d2f'],43,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:35:43.790,Pass,
,,,,,,,,,,,,,,,,0.735043,,,,,,,,,,,,,,3289b3c6-9f2d-4345-bd22-648e27ba2a37,1286,,"[29.8, 6.5]",3754020,35,,,,,1.7186457,,Left Foot,,"[28.4, 15.9]",,Ground Pass,,9.503683,,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,82,AFC Bournemouth,28,['89da47ee-0d4b-4f30-bac0-a5e4ad7f1ddc'],47,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:35:47.738,Pass,
,,,,,,,,,,,,,,,,0.732034,,,,,,,,,,,,,,22414340-8020-41c4-af4f-9de98e6232b9,1288,,"[28.4, 15.9]",3754020,35,,,,,-0.37677968,,Left Foot,,"[42.3, 10.4]",,Ground Pass,,14.948579,,,,Max-Alain Gradel,4416.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Left Defensive Midfield,83,AFC Bournemouth,28,['165b3627-8cb8-4d4a-8086-0ccc0ee8779f'],48,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:35:48.473,Pass,
,,,,,,,,,,,,,,,,1.932976,,,,,,,,,,,,,,4d3ef306-7c7e-4026-8e32-05f92c4fcc31,1292,,"[43.7, 10.2]",3754020,35,,,,,2.1198778,,Right Foot,,"[34.4, 25.4]",,Ground Pass,,17.819372,,Incomplete,,Andrew Surman,3344.0,,,,,,1,Regular Play,Max-Alain Gradel,4416.0,Left Midfield,84,AFC Bournemouth,28,"['1d28c627-f3ba-421e-9a19-8d9e25365515', '516f6707-abf4-412e-a277-dd379ad81ac6', '7468087d-816d-4ad9-a45d-2d82f8678881']",49,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:35:49.269,Pass,True
,,,,,,,,,,,,,,,,1.866675,,,,,,,,,,,,,,91404a33-9afc-46bd-bea3-54b95c81121a,1299,,"[86.2, 55.2]",3754020,36,,,,,0.08891225,,Right Foot,,"[112.0, 57.5]",,Ground Pass,,25.902317,,,,Jordan Brian Henderson,3532.0,,,,,Free Kick,1,From Free Kick,James Philip Milner,3473.0,Right Center Midfield,86,Liverpool,24,['180a042a-6721-4347-b781-4f1b04b70578'],47,,,,,,,,,,,,,,,,,,,Liverpool,24,00:36:47.604,Pass,
,,,,,,,,,,,,,,,,0.929648,,,,,,,,,,,,,,58ba5658-9662-47c3-96de-fcff9faa81e6,1303,,"[119.2, 54.1]",3754020,36,,,,,-2.105994,,Right Foot,True,"[112.5, 42.8]",,High Pass,,13.1369705,,Incomplete,,Christian Benteke Liolo,3380.0,,,,,,1,From Free Kick,Jordan Brian Henderson,3532.0,Left Center Midfield,86,Liverpool,24,"['03d7c4fa-d2c5-4029-aea4-d13551b8d1c5', '7a6e1781-0164-4c81-9b16-9c7b9d33834c']",51,,,,,,,,,,,,,,,,,,,Liverpool,24,00:36:51.449,Pass,
,,,,,,,,,,,,,,,,3.894948,,,,,,,,,,,,,,a8d3806b-d542-4dea-b0bb-ae2e8914fc0c,1308,,"[22.0, 17.7]",3754020,37,,True,,,0.34726706,,Right Foot,,"[86.1, 40.9]",,High Pass,,68.16927,,Incomplete,,Joshua King,3346.0,,,,,Free Kick,1,From Free Kick,Steve Cook,3341.0,Left Center Back,87,AFC Bournemouth,28,"['35a7c164-86a3-4380-b9ec-edb2344b9b88', '59de7208-d0a5-4204-88b2-89f513227774']",21,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:21.759,Pass,
,,,,,,,,,,,,,,,,1.198854,,,,,,,,,,,,,,1620f140-1f38-431b-9562-38e8d828aa14,1313,,"[57.0, 56.3]",3754020,37,,,,,0.28067777,,Right Foot,,"[79.2, 62.7]",,Low Pass,,23.104113,,,,Matt Ritchie,3049.0,,,,,Recovery,1,From Free Kick,Tommy Elphick,9626.0,Right Center Back,87,AFC Bournemouth,28,['dcd238a5-1010-499d-a9e3-02d0a89c0594'],29,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:29.509,Pass,
,,,,,,,,,,,,,,,,1.084757,,,,,,,,,,,,,,accc78e7-1756-4a0a-ab6e-065688d9cf0f,1316,,"[73.4, 72.4]",3754020,37,,,,,3.0711963,,Left Foot,,"[57.8, 73.5]",,Ground Pass,,15.638734,,,,Simon Francis,3608.0,,,,,,1,From Free Kick,Matt Ritchie,3049.0,Right Midfield,87,AFC Bournemouth,28,['97c0f667-ae60-4fd6-9ccf-9a627f988741'],32,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:32.368,Pass,
,,,,,,,,,,,,,,,,1.78433,,,,,,,,,,,,,,66aa4c12-bc3b-45c2-af23-f187946746e9,1319,,"[57.8, 73.5]",3754020,37,,,,,0.0,,Right Foot,,"[83.9, 73.5]",,High Pass,,26.1,,,,Joshua King,3346.0,,,,,,1,From Free Kick,Simon Francis,3608.0,Right Back,87,AFC Bournemouth,28,['47b60341-d2c0-4b47-8bda-8aac694cdae4'],34,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:34.000,Pass,
,,,,,,,,,,,,,,,,1.865727,,,,,,,,,,,,,,4be3e10c-b343-4da7-9c3f-7966d921488a,1321,,"[83.9, 73.5]",3754020,37,,,,,-0.36844555,,Head,,"[99.7, 67.4]",,High Pass,,16.936647,,Incomplete,,Callum Wilson,3616.0,,,,,,1,From Free Kick,Joshua King,3346.0,Left Center Forward,87,AFC Bournemouth,28,"['a4475b82-5cba-444d-86cb-974e4a958701', 'b9107488-799e-49bc-800d-1dd76b430976']",35,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:35.824,Pass,
,,,,,,,,,,,,,,,,2.25626,,,,,,,,,,,,,,51cb384a-d386-4316-a517-032481b6347d,1324,,"[110.6, 80.0]",3754020,38,,,,,-1.5048003,,,,"[112.9, 45.2]",,High Pass,,34.875923,,Unknown,,,,,,,,Throw-in,1,From Throw In,Simon Francis,3608.0,Right Back,88,AFC Bournemouth,28,,9,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:38:09.408,Pass,
,,,,,,,,,,,,,,,,2.665899,,,,,,,,,,,,,,34de1e2c-8ced-490f-9ef5-a0cb79de9690,1327,,"[6.5, 34.5]",3754020,38,,True,,,0.63344634,,Right Foot,,"[56.2, 71.0]",,High Pass,,61.663116,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Simon Mignolet,3539.0,Goalkeeper,89,Liverpool,24,['db88fd2a-981b-4a09-804d-74722673ba9c'],36,,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:36.519,Pass,
,,,,,,,,,,,,,,,,0.891941,,,,,,,,,,,,,,db88fd2a-981b-4a09-804d-74722673ba9c,1328,,"[63.9, 9.1]",3754020,38,,,,,0.036748156,,Head,,"[77.5, 9.6]",,High Pass,,13.609188,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Andrew Surman,3344.0,Left Defensive Midfield,89,Liverpool,24,"['34de1e2c-8ced-490f-9ef5-a0cb79de9690', 'df81e9d6-c06d-49d4-82f9-23502f2446e4']",39,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:38:39.185,Pass,
,,,,,,,,,,,,,,,,0.881743,,,,,,,,,,,,,,33640c46-9ca0-4b00-ab07-b1ed91f25188,1331,,"[49.7, 72.2]",3754020,38,,,,,0.15057571,,Right Foot,,"[64.2, 74.4]",,Ground Pass,,14.665947,,,,Nathaniel Edwin Clyne,4590.0,,,,,,1,From Free Kick,James Philip Milner,3473.0,Right Center Midfield,89,Liverpool,24,['3b044488-7e36-4bb3-8e77-be90dab4200e'],41,,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:41.388,Pass,
,,,,,,,,,,,,,,,,0.639662,,,,,,,,,,,,,,888478da-b9f2-4aa3-8280-696328dd4601,1335,,"[63.6, 74.1]",3754020,38,,,,,-1.5056711,,Right Foot,,"[64.2, 64.9]",,Ground Pass,,9.219544,,,,James Philip Milner,3473.0,,,,,,1,From Free Kick,Nathaniel Edwin Clyne,4590.0,Right Back,89,Liverpool,24,"['816eda16-8ea5-4635-87b0-90b9c66424b7', 'c79fb74d-782c-4266-a3da-aa7a6e690dc3']",44,,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:44.246,Pass,True
,,,,,,,,,,,,,,,,0.126953,,,,,,,,,,,,,,f70d8b10-f695-4762-a64e-3623ba5db50a,1338,,"[62.9, 65.2]",3754020,38,,,,,0.07677189,,Right Foot,,"[64.2, 65.3]",,Ground Pass,,1.3038405,,Incomplete,,Philippe Coutinho Correia,3501.0,,,,,,1,From Free Kick,James Philip Milner,3473.0,Right Center Midfield,89,Liverpool,24,"['20070905-4594-4ba6-a90b-516337c520c6', '2714d897-a2fe-44ef-a398-3218a2308ac6', 'a38b1601-65dc-4993-96a6-5fec2a6649ec']",44,,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:44.885,Pass,True
,,,,,,,,,,,,,,,,2.341245,,,,,,,,,,,,,,0919e3db-9f39-4095-995d-f0a78409029b,1341,,"[90.7, 80.0]",3754020,38,,,,,-0.37298772,,,,"[113.7, 71.0]",,Low Pass,,24.698177,,,,James Philip Milner,3473.0,,,,,Throw-in,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,90,Liverpool,24,['0fa1f344-0739-43ba-b1e7-6f8ebea7e4c0'],54,,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:54.893,Pass,
,,,,,,,,,,,,,,,,1.185572,,,,,,,,,,,,,,fec3ca7c-9078-4fb5-a1a7-92f002cb59ff,1345,,"[116.2, 73.8]",3754020,38,,,,,3.0263166,,Left Foot,,"[106.7, 74.9]",,Ground Pass,,9.563472,,,,Nathaniel Edwin Clyne,4590.0,,,,,,1,From Throw In,James Philip Milner,3473.0,Right Center Midfield,90,Liverpool,24,"['19273212-7270-4bc5-80f5-6213f9646826', '9504e6cd-727c-44cc-bcd0-83b74d0ddb8d']",59,,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:59.068,Pass,True
,,,,,,,,,,,,,,,,3.714243,,,,,,,,,,,,,,03762bc7-c733-4577-97f6-75b447e76c25,1351,,"[7.0, 36.1]",3754020,39,,,,,0.28649443,,Right Foot,,"[68.1, 54.1]",,High Pass,,63.69623,,,,Joshua King,3346.0,,,,,Goal Kick,1,From Goal Kick,Artur Boruc,20074.0,Goalkeeper,91,AFC Bournemouth,28,['f788e9b8-21e6-4c05-adc1-5e7d65a2452c'],24,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:24.378,Pass,
,,,,,,,,,,,,,,,,0.724606,,,,,,,,,,,,,,2f64da3a-973a-430b-a807-f23c2ffa83cc,1354,,"[68.1, 54.1]",3754020,39,,,,,0.021735707,,Other,,"[77.3, 54.3]",,Low Pass,,9.202173,,,,Matt Ritchie,3049.0,,,,,,1,From Goal Kick,Joshua King,3346.0,Left Center Forward,91,AFC Bournemouth,28,['07f9c5d0-0e96-4c5c-ad04-42f498440af7'],28,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:28.132,Pass,
,,,,,,,,,,,,,,,,1.478041,,,,,,,,,,,,,,1a1cb9ee-fec5-4e3c-9aaa-6e36e1eefce6,1358,,"[71.4, 46.3]",3754020,39,,,,,-1.5707964,,Left Foot,,"[71.4, 12.6]",,Ground Pass,,33.7,,,,Max-Alain Gradel,4416.0,,,,,,1,From Goal Kick,Matt Ritchie,3049.0,Right Midfield,91,AFC Bournemouth,28,['3f9a9a38-d293-458c-aa3f-d3e6c61644ca'],30,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:30.875,Pass,
,,,,,,,,,,,,,,,,1.649529,,,,,,,,,,,,,,978d4923-69a5-4dd9-b9d6-365a863e2d26,1363,,"[86.9, 19.5]",3754020,39,,,,,-2.0975468,,Right Foot,,"[78.7, 5.4]",,Ground Pass,,16.311039,,,,Charlie Daniels,3345.0,,,,,,1,From Goal Kick,Max-Alain Gradel,4416.0,Left Midfield,91,AFC Bournemouth,28,['3a6f587f-71f1-4a17-81e8-28233422158d'],37,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:37.168,Pass,
,,,,,,,,,,,,,,,,2.547903,,,,,,,,,,,,,,78ccf057-6891-4c7c-b7cc-fd85de9a723d,1366,,"[91.9, 6.5]",3754020,39,,,,,1.1435698,,Left Foot,True,"[114.8, 56.8]",,High Pass,,55.267532,,Incomplete,,Callum Wilson,3616.0,,,True,,,1,From Goal Kick,Charlie Daniels,3345.0,Left Back,91,AFC Bournemouth,28,"['63862b21-70bf-4416-ae24-1038e1d032a7', 'c94eb0a0-9ae9-40b9-8e46-a94c9786e25f']",40,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:40.837,Pass,
,,,,,,,,,,,,,,,,1.291717,,,,,,,,,,,,,,aa14d5b5-91d6-4177-b4a1-17924464475c,1373,,"[30.3, 1.9]",3754020,39,,,,,2.2991138,,Right Foot,,"[20.4, 13.0]",,Ground Pass,,14.8734665,,,,James Philip Milner,3473.0,,,,,,1,Regular Play,Jordon Ibe,3635.0,Left Wing,92,Liverpool,24,['0eb18a6d-e8d6-4f84-a8dd-fea30ac285e8'],48,,,,,,,,,,,,,,,,,,,Liverpool,24,00:39:48.561,Pass,
,,,,,,,,,,,,,,,,1.493672,,,,,,,,,,,,,,f3409710-9439-4294-a7bd-ded708c08ed4,1377,,"[20.4, 15.3]",3754020,39,,,,,0.8379812,,Right Foot,,"[34.8, 31.3]",,Ground Pass,,21.525799,,,,Adam David Lallana,4090.0,,,,,,1,Regular Play,James Philip Milner,3473.0,Right Center Midfield,92,Liverpool,24,"['4e4ae7ff-b765-4257-a553-6e07cade346c', 'd89d7bf6-f69e-4bd3-935d-4e3b7cf6e6fa']",50,,,,,,,,,,,,,,,,,,,Liverpool,24,00:39:50.653,Pass,True
