ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.390308,,,,,,,,,,,a2675990-4a3a-4469-b9e9-be9356ae5cee,2002,,"[50.1, 48.3]",3753991,44,,,,,-1.7950311,,Left Foot,,,"[47.5, 36.9]",,Ground Pass,11.692733,,,,Fernando Francisco Reges,16003.0,,,,,Recovery,1,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,105,Manchester City,36,"['b3848798-43d9-41a0-b009-99ef8e555835', 'bbf6f28f-cdc4-4464-a468-bc87a528c3c7']",41,,,,,,,,,,,,,,,Manchester City,36,00:44:41.199,Pass,True
,,,,,,,,,,,,,,4.095767,,,,,,,,,,,8392b522-b074-4eef-9ebe-10c5eed788ef,2005,,"[55.2, 34.2]",3753991,44,,,,,-0.2701834,,Right Foot,,,"[102.5, 21.1]",,Ground Pass,49.080547,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,1,Regular Play,Fernando Francisco Reges,16003.0,Right Defensive Midfield,105,Manchester City,36,['f7ff551a-217b-4327-8e9d-8d394ec88f6a'],42,,,,,,,,,,,,,,,Manchester City,36,00:44:42.901,Pass,
,,,,,,,,,,,,,,0.636205,,,,,,,,,,,7de85f80-80eb-4312-9d4e-fd897b089350,2010,,"[104.7, 22.2]",3753991,44,,,,,1.3838171,,Right Foot,,,"[106.8, 33.3]",,Ground Pass,11.296903,,Incomplete,,Raheem Sterling,3233.0,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,105,Manchester City,36,"['5eda23fb-e5ba-4572-a670-e4826486b15c', '6b02ed88-e9ab-4272-b4b4-82626cb230bd', '9741cb36-e932-4908-84e6-958ee3acecb2']",48,,,,,,,,,,,,,,,Manchester City,36,00:44:48.772,Pass,True
,,,,,,,,,,,,,,0.691003,,,,,,,,,,,01662a76-639d-476d-ae69-d1e74eee33ec,2015,,"[101.4, 0.1]",3753991,45,,,,,1.170892,,,,,"[105.5, 9.8]",,Low Pass,10.530907,,,,David Josué Jiménez Silva,3064.0,,,,,Throw-in,1,From Throw In,Gaël Clichy,20302.0,Left Back,106,Manchester City,36,['0f350c31-7a99-4fb3-9348-05329ac754b7'],3,,,,,,,,,,,,,,,Manchester City,36,00:45:03.041,Pass,
,,,,,,,,,,,,,,0.990234,,,,,,,,,,,830ca1ab-8287-4957-8ef4-1425ca9dc1ac,2021,,"[111.5, 10.2]",3753991,45,,,,,1.6752186,aa9573ee-39da-451f-b670-babe3560541d,Left Foot,True,,"[109.1, 33.1]",,High Pass,23.025421,,,,Sergio Leonel Agüero del Castillo,3237.0,True,,,,Free Kick,1,From Free Kick,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,107,Manchester City,36,['3d13f6b4-9339-4fa6-8976-5b0223bfbb30'],42,,,,,,,,,,,,,,,Manchester City,36,00:45:42.659,Pass,
,,,,,,,,,,,,,,2.301987,,,,,,,,,,,ced636bc-df01-49b2-b504-df165cb7c097,2032,,"[7.5, 71.6]",3753991,46,,,,,-0.14816003,,Right Foot,,,"[67.8, 62.6]",,High Pass,60.96794,,Unknown,,,,,,,,Free Kick,1,From Free Kick,Simon Mignolet,3539.0,Goalkeeper,108,Liverpool,24,,26,,,,,,,,,,,,,,,Liverpool,24,00:46:26.991,Pass,
,,,,,,,,,,,,,,0.266857,,,,,,,,,,,746aee92-05d2-43de-a220-b3571df89fcb,2038,,"[60.0, 40.0]",3753991,45,,,,,-1.5707964,,Right Foot,,,"[60.0, 39.1]",,Ground Pass,0.9,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,Kick Off,2,From Kick Off,Adam David Lallana,4090.0,Left Midfield,109,Liverpool,24,['e3661158-bb40-4817-b846-33edbeec0b76'],0,,,,,,,,,,,,,,,Liverpool,24,00:00:00.832,Pass,
,,,,,,,,,,,,,,1.2471,,,,,,,,,,,0926297d-9b42-4e34-98b1-2b2150f00c5c,2040,,"[59.7, 39.1]",3753991,45,,,,,-2.6311042,,Right Foot,,,"[49.7, 33.5]",,Ground Pass,11.461239,,,,Emre Can,3493.0,,,,,,2,From Kick Off,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,109,Liverpool,24,['24a5ad75-67c1-419f-9449-7898ef943f7d'],1,,,,,,,,,,,,,,,Liverpool,24,00:00:01.098,Pass,
,,,,,,,,,,,,,,1.151551,,,,,,,,,,,23b793e5-b455-4498-8914-35e33b6a44ca,2043,,"[42.4, 34.4]",3753991,45,,,,,2.0650947,,Right Foot,,,"[33.4, 51.1]",,Ground Pass,18.970766,,,,Kolo Habib Touré,38412.0,,,,,,2,From Kick Off,Emre Can,3493.0,Left Center Midfield,109,Liverpool,24,['457e96b5-174e-4b42-95bb-4df55a8523fe'],4,,,,,,,,,,,,,,,Liverpool,24,00:00:04.240,Pass,
,,,,,,,,,,,,,,2.564449,,,,,,,,,,,2d0c11d7-0206-4c4b-82d4-97c55be614d2,2046,,"[43.9, 59.2]",3753991,45,,,,,-0.06428897,,Right Foot,,,"[90.5, 56.2]",,High Pass,46.69647,,Incomplete,,Divock Okoth Origi,4747.0,,,,,,2,From Kick Off,Kolo Habib Touré,38412.0,Right Center Back,109,Liverpool,24,"['37eb936c-56c8-4b68-91ce-584c4991fee9', '9459edb6-9c7d-48ee-a0db-901d8551dc66']",10,,,,,,,,,,,,,,,Liverpool,24,00:00:10.371,Pass,
,,,,,,,,,,,,,,1.235858,,,,,,,,,,,37eb936c-56c8-4b68-91ce-584c4991fee9,2049,,"[29.6, 23.9]",3753991,45,,,,True,0.08975817,,,,,"[39.6, 24.8]",,Low Pass,10.040419,,,,Fernando Francisco Reges,16003.0,,,,,Recovery,2,From Kick Off,Nicolás Hernán Otamendi,3090.0,Left Center Back,109,Liverpool,24,"['2d0c11d7-0206-4c4b-82d4-97c55be614d2', '9347c97e-f73c-42b5-b155-158aee9cfa29', 'ed9af5a3-f8ab-4498-bff4-d76f0baefef7']",12,,,,,,,,,,,,,,,Manchester City,36,00:00:12.936,Pass,True
,,,,,,,,,,,,,,0.794069,,,,,,,,,,,f2c496e4-b771-4f12-8442-32f5a1c48a6b,2051,,"[40.0, 23.7]",3753991,45,,,,,0.112028964,,Head,,,"[48.0, 24.6]",,High Pass,8.050466,,Incomplete,,David Josué Jiménez Silva,3064.0,,,,,,2,From Kick Off,Fernando Francisco Reges,16003.0,Right Defensive Midfield,109,Liverpool,24,"['c10695cd-3c7a-4f89-887c-e8285cfe7d03', 'fb805dd0-cc47-431d-aa35-0859fbbc2199']",14,,,,,,,,,,,,,,,Manchester City,36,00:00:14.206,Pass,
,,,,,,,,,,,,,,2.839409,,,,,,,,,,,a94b83e4-7c27-49ff-8441-7f5d01d3f332,2055,,"[102.9, 60.0]",3753991,45,,,,,0.0,,Right Foot,,,"[102.9, 60.0]",,High Pass,0.0,,,,Divock Okoth Origi,4747.0,,,,,,2,From Kick Off,Jordan Brian Henderson,3532.0,Right Center Midfield,109,Liverpool,24,['041abc5e-bfec-4804-a6d0-428c6848bc2f'],15,,,,,,,,,,,,,,,Liverpool,24,00:00:15.665,Pass,
,,,,,,,,,,,,,,1.040296,,,,,,,,,,,9164e585-404a-40cd-8435-96308e64b80c,2059,,"[119.4, 56.0]",3753991,45,,,,,-1.8479216,,Right Foot,True,True,"[113.0, 33.5]",,Low Pass,23.39252,,Incomplete,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,2,From Kick Off,Divock Okoth Origi,4747.0,Center Forward,109,Liverpool,24,"['807da83a-537b-4d0b-9b89-1d46ff694af3', 'e2bc14f8-c031-459b-bfae-9275fa7589d3']",21,,,,,,,,,,,,,,,Liverpool,24,00:00:21.138,Pass,
,,,,,,,,,,,,,,0.9815,,,,,,,,,,,b05b06e5-384d-4a2e-9964-13467fcec322,2064,,"[9.2, 68.0]",3753991,45,,,,,0.0,,Right Foot,,,"[9.2, 68.0]",,Ground Pass,0.0,,,,Jesús Navas González,6821.0,,,,,,2,From Kick Off,Pablo Javier Zabaleta Girod,3052.0,Right Back,109,Liverpool,24,"['9f731afd-9d5b-4b53-bb21-07fc1ba02041', 'a9696df0-cca0-45ee-8a4d-41e045ac5844']",27,,,,,,,,,,,,,,,Manchester City,36,00:00:27.587,Pass,True
,,,,,,,,,,,,,,3.02588,,,,,,,,,,,d7ea9882-073c-421a-b92c-41f48e80d191,2068,,"[15.9, 78.2]",3753991,45,,,,,-0.22883174,,Right Foot,,,"[55.4, 69.0]",,High Pass,40.557243,,Incomplete,,,,,,,,,2,From Kick Off,Jesús Navas González,6821.0,Right Wing,109,Liverpool,24,"['9ad23010-e7ec-48fe-ad00-68410a49fe3a', 'ba9478b3-1555-449c-a51d-d6ef5ecf3c28']",29,,,,,,,,,,,,,,,Manchester City,36,00:00:29.337,Pass,True
,,,,,,,,,,,,,,1.183301,,,,,,,,,,,7ade88c8-284c-48fb-937d-8607aa00b3e3,2071,,"[55.0, 11.1]",3753991,45,,,,,-2.949197,,Right Foot,,,"[47.3, 9.6]",,Ground Pass,7.8447433,,,,Dejan Lovren,3471.0,,,,,,2,From Kick Off,Emre Can,3493.0,Left Center Midfield,109,Liverpool,24,['04074ed5-7b00-46e9-a458-6f030980ba42'],37,,,,,,,,,,,,,,,Liverpool,24,00:00:37.264,Pass,
,,,,,,,,,,,,,,0.822017,,,,,,,,,,,f4b9318f-c2fd-4a35-b626-0565ae1da1f8,2074,,"[45.2, 10.2]",3753991,45,,,,,-0.17176016,,Right Foot,,,"[55.0, 8.5]",,Ground Pass,9.946356,,,,Emre Can,3493.0,,,,,,2,From Kick Off,Dejan Lovren,3471.0,Left Center Back,109,Liverpool,24,['5f58dea2-d45b-40d4-b687-54ff91ce5da3'],39,,,,,,,,,,,,,,,Liverpool,24,00:00:39.805,Pass,
,,,,,,,,,,,,,,1.243727,,,,,,,,,,,77b780e9-e39f-4d0f-9a47-218237426608,2078,,"[50.5, 13.2]",3753991,45,,,,,1.8695624,,Right Foot,,,"[42.4, 39.5]",,Ground Pass,27.519085,,,,Kolo Habib Touré,38412.0,,,,,,2,From Kick Off,Emre Can,3493.0,Left Center Midfield,109,Liverpool,24,['afe3cf3a-7aab-4b15-bbcb-09f871828196'],43,,,,,,,,,,,,,,,Liverpool,24,00:00:43.534,Pass,
,,,,,,,,,,,,,,2.76982,,,,,,,,,,,48e427f7-b38b-4fe0-870b-f057d9376798,2080,,"[41.3, 36.9]",3753991,45,,,,,0.08228799,,Left Foot,,,"[80.1, 40.1]",,High Pass,38.931736,,Incomplete,,Divock Okoth Origi,4747.0,,,,,,2,From Kick Off,Kolo Habib Touré,38412.0,Right Center Back,109,Liverpool,24,"['04948567-5112-44af-9a55-1c8ae18a5671', 'c8f35431-43a5-4f3a-bca0-0c97ffec8efd']",44,,,,,,,,,,,,,,,Liverpool,24,00:00:44.778,Pass,
,,,,,,,,,,,,,,2.270153,,,,,,,,,,,f83a2531-b5f8-405f-ae14-10e2f3459462,2088,,"[84.3, 77.6]",3753991,45,,,,,-0.5880026,,Right Foot,,,"[102.3, 65.6]",,High Pass,21.633308,,Incomplete,,Divock Okoth Origi,4747.0,,,,,,2,From Kick Off,James Philip Milner,3473.0,Right Midfield,109,Liverpool,24,"['1d943d5f-84df-4f9c-bab3-b89675277125', '67300ec1-4f32-46f7-96db-16abb977ef8a', '6f82ef76-6a31-4e76-9954-60c807ac3229']",56,,,,,,,,,,,,,,,Liverpool,24,00:00:56.265,Pass,True
,,,,,,,,,,,,,,2.326751,,,,,,,,,,,1d943d5f-84df-4f9c-bab3-b89675277125,2090,,"[17.8, 14.5]",3753991,45,,,,,0.18255985,,Left Foot,,,"[50.3, 20.5]",,High Pass,33.049206,,,,Wilfried Guemiand Bony,3598.0,,,,,Recovery,2,Regular Play,Nicolás Hernán Otamendi,3090.0,Left Center Back,110,Manchester City,36,"['6454fd38-d7be-42a5-9890-1d1133febd62', 'f83a2531-b5f8-405f-ae14-10e2f3459462']",58,,,,,,,,,,,,,,,Manchester City,36,00:00:58.535,Pass,
,,,,,,,,,,,,,,0.950363,,,,,,,,,,,f8596246-4bae-40e7-9bca-e4eba9f5744c,2093,,"[45.4, 20.9]",3753991,46,,,,,-1.9936502,,Head,,,"[40.9, 10.9]",,Low Pass,10.965857,,,,David Josué Jiménez Silva,3064.0,,,,,,2,Regular Play,Wilfried Guemiand Bony,3598.0,Left Wing,110,Manchester City,36,"['1dedf5ce-bc5b-41fd-9b70-3c8c2a586e78', '270d7cd0-1a3b-4a3b-9dd3-7f7fc2d28a71']",0,,,,,,,,,,,,,,,Manchester City,36,00:01:00.862,Pass,True
,,,,,,,,,,,,,,0.670849,,,,,,,,,,,6f34817f-3bb3-4bc9-b81e-5a98332d071a,2096,,"[40.9, 10.9]",3753991,46,,,,,1.5422326,,Left Foot,,,"[41.1, 17.9]",,Low Pass,7.0028567,,,,Wilfried Guemiand Bony,3598.0,,,,,,2,Regular Play,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,110,Manchester City,36,['61d98757-abcd-4075-8386-2bee27e49933'],2,,,,,,,,,,,,,,,Manchester City,36,00:01:02.435,Pass,
,,,,,,,,,,,,,,1.012394,,,,,,,,,,,3da2c969-975a-449b-ae46-3cc040cf4ad5,2106,,"[48.2, 30.3]",3753991,46,,,,,1.6924154,,Right Foot,,,"[47.1, 39.3]",,Ground Pass,9.066973,,,,Fernando Luiz Rosa,3054.0,,,,,,2,Regular Play,Fernando Francisco Reges,16003.0,Right Defensive Midfield,110,Manchester City,36,"['166f776c-eb5c-4ba5-a01f-7fd08adbb996', 'b433c4f0-fdc9-4fc3-aad3-4df2b76873bb']",6,,,,,,,,,,,,,,,Manchester City,36,00:01:06.166,Pass,True
,,,,,,,,,,,,,,1.431047,,,,,,,,,,,85d80956-1179-4913-94bf-8e323cde42d0,2110,,"[57.4, 43.2]",3753991,46,,,,,-0.48064315,,Right Foot,,,"[85.4, 28.6]",,Ground Pass,31.57784,,Incomplete,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,2,Regular Play,Fernando Luiz Rosa,3054.0,Left Defensive Midfield,110,Manchester City,36,"['0df98257-f531-45c7-a82b-f8bdfeb030ad', '5abe91a5-4a16-41e5-ba9b-03c8e407c2a5', 'ee18e24f-0c5e-45be-b703-4e714caa4136']",8,,,,,,,,,,,,,,,Manchester City,36,00:01:08.325,Pass,True
,,,,,,,,,,,,,,3.426861,,,,,,,,,,,cdc5f298-e56e-47ad-9c63-4abd5d25d386,2115,,"[36.0, 47.6]",3753991,46,,,,,0.39621446,,Left Foot,,,"[70.9, 62.2]",,High Pass,37.830807,,Pass Offside,,Divock Okoth Origi,4747.0,,,,,,2,Regular Play,Kolo Habib Touré,38412.0,Right Center Back,110,Manchester City,36,"['adb2f98c-f286-4c40-a5eb-b1b5f54ae5ca', 'cbd9a3be-1c3b-436d-bdba-992571ff756b']",11,,,,,,,,,,,,,,,Liverpool,24,00:01:11.413,Pass,True
,,,,,,,,,,,,,,1.374107,,,,,,,,,,,eb5facce-342e-4299-808a-e50941648f5a,2117,,"[47.3, 14.7]",3753991,46,,,,,-1.0627335,,Right Foot,,,"[52.2, 5.9]",,Ground Pass,10.072239,,,,Gaël Clichy,20302.0,,,,,Free Kick,2,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,111,Manchester City,36,['beb25a04-2d2c-4958-ba0a-b6cf4cc3e8f3'],18,,,,,,,,,,,,,,,Manchester City,36,00:01:18.308,Pass,
,,,,,,,,,,,,,,1.814434,,,,,,,,,,,bd44cc55-7d3f-442f-a2b7-e25a5ce35812,2121,,"[55.2, 8.9]",3753991,46,,,,,1.9764446,,Left Foot,,,"[41.5, 40.8]",,Ground Pass,34.71743,,,,Vincent Kompany,3101.0,,,,,,2,From Free Kick,Gaël Clichy,20302.0,Left Back,111,Manchester City,36,"['1abb8620-33eb-4ca7-a611-b6f43e58622f', '3b81cc37-f49d-4f9e-8b97-c7ff749e4a7a']",21,,,,,,,,,,,,,,,Manchester City,36,00:01:21.708,Pass,True
,,,,,,,,,,,,,,1.554083,,,,,,,,,,,6456eb82-3721-49c7-8327-057cf3e7c760,2124,,"[41.1, 41.0]",3753991,46,,,,,1.2055144,,Right Foot,,,"[53.3, 72.9]",,Ground Pass,34.15333,,,,Pablo Javier Zabaleta Girod,3052.0,,,,,,2,From Free Kick,Vincent Kompany,3101.0,Right Center Back,111,Manchester City,36,['62d04fb8-0a30-4b7a-9f90-fcb6099f63a6'],24,,,,,,,,,,,,,,,Manchester City,36,00:01:24.721,Pass,
,,,,,,,,,,,,,,4.524473,,,,,,,,,,,f24d1245-ae04-4840-be34-3d80b66d2b02,2128,,"[54.2, 71.2]",3753991,46,,,,,1.5707964,,Right Foot,,,"[54.2, 75.7]",,High Pass,4.5,,Incomplete,,,,,,,,,2,From Free Kick,Pablo Javier Zabaleta Girod,3052.0,Right Back,111,Manchester City,36,"['35ce9283-c950-43fe-9cd0-cb799fec3fe4', 'fb60ef41-ca2a-4f95-aa08-6b5bd69cd094']",27,,,,,,,,,,,,,,,Manchester City,36,00:01:27.587,Pass,True
,,,,,,,,,,,,,,1.513177,,,,,,,,,,,f25183dc-a0a5-47db-9233-251c30b992f8,2132,,"[8.6, 37.4]",3753991,46,,,,,-0.28199878,,Keeper Arm,,,"[30.0, 31.2]",,Ground Pass,22.280035,,,,Emre Can,3493.0,,,,,,2,Regular Play,Simon Mignolet,3539.0,Goalkeeper,112,Liverpool,24,['73ce9c58-58cb-41e2-9a26-6847c3547e45'],39,,,,,,,,,,,,,,,Liverpool,24,00:01:39.271,Pass,
,,,,,,,,,,,,,,0.896762,,,,,,,,,,,e6bbad2b-7910-4129-bc09-0555d226cb4f,2135,,"[40.9, 25.6]",3753991,46,,,,,-0.32719514,,Right Foot,,,"[57.4, 20.0]",,Ground Pass,17.424408,,,,Adam David Lallana,4090.0,,,,,,2,Regular Play,Emre Can,3493.0,Left Center Midfield,112,Liverpool,24,['a7ab8682-f513-4353-b56f-61b9df99c5f3'],44,,,,,,,,,,,,,,,Liverpool,24,00:01:44.171,Pass,
,,,,,,,,,,,,,,2.089786,,,,,,,,,,,43427215-8ec2-4fca-a777-cd602afeb92b,2139,,"[55.9, 2.9]",3753991,46,,,,,1.558527,,Right Foot,,,"[56.1, 19.2]",,Ground Pass,16.301228,,,,Emre Can,3493.0,,,,,,2,Regular Play,Adam David Lallana,4090.0,Left Midfield,112,Liverpool,24,"['6ec54b33-3f7a-4b16-86d5-209234d89f00', '845c5366-1750-4285-81bf-b9c2afe1afab']",49,,,,,,,,,,,,,,,Liverpool,24,00:01:49.968,Pass,True
,,,,,,,,,,,,,,1.61826,,,,,,,,,,,a3349563-d5c0-43d0-8919-913545cc4873,2143,,"[51.4, 24.3]",3753991,46,,,,,1.820964,,Right Foot,,,"[43.3, 56.0]",,Ground Pass,32.718494,,,,Kolo Habib Touré,38412.0,,,,,,2,Regular Play,Emre Can,3493.0,Left Center Midfield,112,Liverpool,24,"['4c7ecbe5-4b9e-4f4e-9c27-bbddc200884f', '5a103f78-aab6-423b-9d0c-3ae48d9009c4']",53,,,,,,,,,,,,,,,Liverpool,24,00:01:53.011,Pass,True
,,,,,,,,,,,,,,1.566646,,,,,,,,,,,595547f0-b934-4ddc-a83e-2487f47ce0b8,2146,,"[56.7, 56.4]",3753991,46,,,,,1.0460006,,Left Foot,,,"[65.5, 71.6]",,Ground Pass,17.563599,,,,Jon Flanagan,10007.0,,,,,,2,Regular Play,Kolo Habib Touré,38412.0,Right Center Back,112,Liverpool,24,['fbefc4d3-d0e8-48da-afbd-9a8039f004eb'],57,,,,,,,,,,,,,,,Liverpool,24,00:01:57.605,Pass,
,,,,,,,,,,,,,,1.517697,,,,,,,,,,,acf21309-c744-49b0-9094-3e3f8d68a72a,2149,,"[71.3, 72.0]",3753991,47,,,,,-0.8176451,,Right Foot,,,"[92.3, 49.6]",,Ground Pass,30.704397,,,,James Philip Milner,3473.0,,,,,,2,Regular Play,Jon Flanagan,10007.0,Right Back,112,Liverpool,24,['64620dec-2b15-4e10-b4fd-6704601bb8dd'],0,,,,,,,,,,,,,,,Liverpool,24,00:02:00.518,Pass,
,,,,,,,,,,,,,,1.920744,,,,,,,,,,,8de81c1b-dce0-469f-8837-accc641f17ad,2152,,"[100.8, 50.8]",3753991,47,,,,,0.2220819,f24878b5-664f-4ad2-befe-b57561fce667,Right Foot,,,"[113.2, 53.6]",,Ground Pass,12.712199,,,,Divock Okoth Origi,4747.0,True,,,,,2,Regular Play,James Philip Milner,3473.0,Right Midfield,112,Liverpool,24,['cc8a4a04-8ecd-4073-bc31-6926619b4bc8'],3,,,,,,,,,,,,,,,Liverpool,24,00:02:03.609,Pass,
,,,,,,,,,,,,,,0.615919,,,,,,,,,,,5fc3975e-fbcf-435c-a170-3c98a938fc95,2157,,"[8.6, 40.4]",3753991,47,,,,,0.9632734,,Right Foot,,,"[15.9, 50.9]",,Ground Pass,12.788276,,,,Jesús Navas González,6821.0,,,,,Recovery,2,Regular Play,Pablo Javier Zabaleta Girod,3052.0,Right Back,112,Liverpool,24,"['11257fb0-b2e9-42ce-8456-b32c7c4cbd1b', '6d3a64b8-5b6a-4251-8fe6-37cade6a3e50']",7,,,,,,,,,,,,,,,Manchester City,36,00:02:07.615,Pass,True
,,,,,,,,,,,,,,1.40278,,,,,,,,,,,ab71d980-8c80-440b-897f-5a2655146193,2162,,"[4.3, 74.6]",3753991,47,,,,,0.80426383,,Right Foot,,,"[9.5, 80.0]",,Ground Pass,7.496666,,Out,,,,,,,,,2,Regular Play,Jesús Navas González,6821.0,Right Wing,112,Liverpool,24,,14,,,,,,,,,,,,,,,Manchester City,36,00:02:14.890,Pass,
,,,,,,,,,,,,,,1.24,,,,,,,,,,,7638091d-b986-4efd-a85e-0615cfa071d7,2163,,"[106.6, 0.1]",3753991,47,,True,,,2.8948185,,,,,"[93.5, 3.4]",,Low Pass,13.509256,,,,Emre Can,3493.0,,,,,Throw-in,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Left Back,113,Liverpool,24,['a22e7e00-588a-4524-93fa-0da7c0ce5a47'],26,,,,,,,,,,,,,,,Liverpool,24,00:02:26.196,Pass,
,,,,,,,,,,,,,,0.830369,,,,,,,,,,,2a3a78e7-b567-4f64-ac97-e552965fb6aa,2165,,"[82.8, 4.9]",3753991,47,,,,,2.093735,,Right Foot,,,"[77.9, 13.4]",,Ground Pass,9.811218,,,,Jordan Brian Henderson,3532.0,,,,,,2,From Throw In,Emre Can,3493.0,Left Center Midfield,113,Liverpool,24,['cba04d55-9b45-45ad-963a-3ca884b72a05'],29,,,,,,,,,,,,,,,Liverpool,24,00:02:29.373,Pass,
,,,,,,,,,,,,,,0.879735,,,,,,,,,,,4217782e-73ea-4283-900d-8cc8bb3012e5,2168,,"[79.0, 15.5]",3753991,47,,,,,0.034950797,,Right Foot,,,"[93.3, 16.0]",,Ground Pass,14.308739,,,,James Philip Milner,3473.0,,,,,,2,From Throw In,Jordan Brian Henderson,3532.0,Right Center Midfield,113,Liverpool,24,['9abc1bc5-3589-4536-87c2-7ccbc5f05bf8'],30,,,,,,,,,,,,,,,Liverpool,24,00:02:30.790,Pass,
,,,,,,,,,,,,,,1.413468,,,,,,,,,,,4a06ab5f-39e3-4fa4-af03-eeda8ff76471,2170,,"[91.2, 14.7]",3753991,47,,,,,-1.927016,,Left Foot,,,"[88.0, 6.1]",,Low Pass,9.176056,,Incomplete,,Nathaniel Edwin Clyne,4590.0,,,,,,2,From Throw In,James Philip Milner,3473.0,Right Midfield,113,Liverpool,24,"['5335548d-1f62-4f92-bf9a-4ae8883aeb7a', 'e3e86525-7931-47d4-9316-f81b77ab8bb8']",31,,,,,,,,,,,,,,,Liverpool,24,00:02:31.669,Pass,
,,,,,,,,,,,,,,0.336017,,,,,,,,,,,a0233052-3b56-40f0-a702-0c998a4788a6,2183,,"[42.0, 71.4]",3753991,47,,,,,0.0,,Right Foot,,,"[42.0, 71.4]",,Ground Pass,0.0,,,,David Josué Jiménez Silva,3064.0,,,,,,2,From Throw In,Jesús Navas González,6821.0,Right Wing,113,Liverpool,24,['b6c087c7-237d-416e-851f-e0a8580c71f2'],36,,,,,,,,,,,,,,,Manchester City,36,00:02:36.610,Pass,
,,,,,,,,,,,,,,3.701637,,,,,,,,,,,a6409373-e89f-4deb-98db-850ebd700461,2187,,"[45.4, 71.8]",3753991,47,,,,,0.25854373,,Left Foot,,,"[69.6, 78.2]",,Ground Pass,25.031979,,Incomplete,,,,,,,,,2,From Throw In,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,113,Liverpool,24,"['6952d621-746c-4c0b-a572-e941c9b934f4', 'a396e734-53d3-4945-b7ae-67414a4b3487']",37,,,,,,,,,,,,,,,Manchester City,36,00:02:37.021,Pass,True
,,,,,,,,,,,,,,1.45769,,,,,,,,,,,a396e734-53d3-4945-b7ae-67414a4b3487,2188,,"[50.5, 1.9]",3753991,47,,,,,2.077895,,Right Foot,,,"[46.0, 10.0]",,Ground Pass,9.2660675,,,,Dejan Lovren,3471.0,,,,,Recovery,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Left Back,113,Liverpool,24,"['0d8a0127-dc78-4631-9dd5-1edbac0ce6fe', 'a6409373-e89f-4deb-98db-850ebd700461']",40,,,,,,,,,,,,,,,Liverpool,24,00:02:40.723,Pass,
,,,,,,,,,,,,,,1.081174,,,,,,,,,,,ea56edf1-5fe9-42cb-a70d-177cbc2903b1,2190,,"[46.5, 9.6]",3753991,47,,,,,-0.035279475,,Right Foot,,,"[55.0, 9.3]",,Ground Pass,8.505293,,,,Emre Can,3493.0,,,,,,2,From Throw In,Dejan Lovren,3471.0,Left Center Back,113,Liverpool,24,['6d369b9a-2d0a-47bd-8de8-7012afd2af52'],42,,,,,,,,,,,,,,,Liverpool,24,00:02:42.181,Pass,
,,,,,,,,,,,,,,3.333796,,,,,,,,,,,539a8f3f-9c75-48aa-8778-e1f8bd76878c,2194,,"[66.6, 7.2]",3753991,47,,,,,0.53508717,,Right Foot,,,"[108.1, 31.8]",,Low Pass,48.243237,,Incomplete,,James Philip Milner,3473.0,,,,,,2,From Throw In,Emre Can,3493.0,Left Center Midfield,113,Liverpool,24,"['b31c5967-3b0d-472c-bc8f-b6407a22d5cd', 'f4a89b40-30ba-441a-ad11-752554992216']",47,,,,,,,,,,,,,,,Liverpool,24,00:02:47.659,Pass,
