50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,40581940-3b07-4d49-b7ee-f62a21df181b,1,,,3754216,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1f539f83-13b8-4066-95c7-6acb5543d193,2,,,3754216,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 9914, 'name': 'Danny Ward'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 52}, {'player': {'id': 22058, 'name': 'Connor Steven Randall'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 56}, {'player': {'id': 38412, 'name': 'Kolo Habib Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 13448, 'name': 'Bradley Shaun Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 44}, {'player': {'id': 13200, 'name': 'Oluwaseyi Babajide Ojo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 54}, {'player': {'id': 11992, 'name': 'Kevin Linford Stewart'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 35}, {'player': {'id': 10931, 'name': 'Joe Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3635, 'name': 'Jordon Ibe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 33}, {'player': {'id': 3535, 'name': 'Roberto Firmino Barbosa de Oliveira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 3529, 'name': 'Daniel Andre Sturridge'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Liverpool,24,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4861da04-92c9-47c6-93fd-8a8b0b6e0efe,3,,,3754216,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['d6340581-2fd0-40a1-9c55-460a413e361e'],0,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d6340581-2fd0-40a1-9c55-460a413e361e,4,,,3754216,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['4861da04-92c9-47c6-93fd-8a8b0b6e0efe'],0,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c7fe4689-9880-461e-9462-5ca6273bc897,1951,,,3754216,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,117,AFC Bournemouth,28,['f3c3579d-0093-4c00-a0db-aa22a7962b6d'],0,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f3c3579d-0093-4c00-a0db-aa22a7962b6d,1952,,,3754216,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,117,AFC Bournemouth,28,['c7fe4689-9880-461e-9462-5ca6273bc897'],0,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.363511,,,,,,,,,,,,,6490d275-f8c1-4758-bacb-21cd49870a34,5,,"[60.0, 40.0]",3754216,0,,True,,,1.9789454,,Right Foot,,,"[58.4, 43.7]",,Ground Pass,,4.031129,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,Kick Off,1,From Kick Off,Daniel Andre Sturridge,3529.0,Center Forward,2,Liverpool,24,['5bd553db-bff9-429b-b150-57b5adf69a0e'],0,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.282,Pass,
,,,,,,,,,,,,,,,,,,1.190013,,,,,,,,,,,,,88112ee4-cef9-4076-90d8-1c82ac7339a9,7,,"[59.8, 43.7]",3754216,0,,,,,3.0080636,,Left Foot,,,"[46.4, 45.5]",,Ground Pass,,13.520355,,,,Kevin Linford Stewart,11992.0,,,,,,1,From Kick Off,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,2,Liverpool,24,['a22c9927-8b36-4d63-b994-72b1eba2b955'],0,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.746,Pass,
,,,,,,,,,,,,,,,,,,1.62317,,,,,,,,,,,,,54184226-9dea-4961-bd0f-8fbea1737317,10,,"[46.4, 45.5]",3754216,0,,,,,1.5467046,,Right Foot,,,"[47.0, 70.4]",,Ground Pass,,24.907228,,,,Connor Steven Randall,22058.0,,,,,,1,From Kick Off,Kevin Linford Stewart,11992.0,Right Center Midfield,2,Liverpool,24,['b25d55a4-776f-4379-9b32-7a729574923c'],2,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:02.866,Pass,
,,,,,,,,,,,,,,,,,,2.315163,,,,,,,,,,,,,9ea2d9cf-7559-409b-882f-f47126009451,13,,"[53.2, 71.4]",3754216,0,,,,,-0.21866895,,Right Foot,,,"[96.4, 61.8]",,High Pass,,44.253815,,Incomplete,,Oluwaseyi Babajide Ojo,13200.0,,,,,,1,From Kick Off,Connor Steven Randall,22058.0,Right Back,2,Liverpool,24,"['d3a9a980-41a5-4b44-b71e-fec9412a30c5', 'e5a9c5f3-6082-40f4-8f06-367ac2cbf477']",5,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:05.819,Pass,
,,,,,,,,,,,,,,,,,,1.459546,,,,,,,,,,,,,ac62455b-4135-4cc6-a39d-61075d9a62f7,17,,"[16.9, 18.1]",3754216,0,,,,,-0.121352,,Left Foot,,,"[33.3, 16.1]",,Ground Pass,,16.521502,,,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,3,AFC Bournemouth,28,['7884d1fe-6087-4f3b-aa69-202c47b23920'],8,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:08.607,Pass,
,,,,,,,,,,,,,,,,,,0.95416,,,,,,,,,,,,,60477fd7-7bae-4cb7-b602-a9f2074a5f7c,21,,"[32.1, 16.7]",3754216,0,,,,,-1.7098923,,Right Foot,,,"[30.7, 6.7]",,Ground Pass,,10.097525,,,,Charlie Daniels,3345.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Left Center Midfield,3,AFC Bournemouth,28,"['701afb46-e982-43d1-8894-1eedc9b1ba0e', 'f6252702-c72a-4b76-aa3b-a4bda66af742']",10,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:10.595,Pass,True
,,,,,,,,,,,,,,,,,,2.202038,,,,,,,,,,,,,1afaaa94-455f-4891-bb55-1a78f28be0fc,25,,"[34.7, 5.1]",3754216,0,,,,,0.11251711,,Left Foot,,,"[52.4, 7.1]",,Ground Pass,,17.812635,,Incomplete,,Max-Alain Gradel,4416.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,3,AFC Bournemouth,28,"['20317d60-04a0-4855-ba44-8a8758d177df', '52b20205-79c7-43ff-8e37-1829d9f6b655']",12,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:12.499,Pass,
,,,,,,,,,,,,,,,,,,0.841768,,,,,,,,,,,,,d34aaa24-7220-416e-a1be-c985a42e27af,36,,"[32.7, 7.1]",3754216,0,,,,,-0.33745608,,Left Foot,,,"[38.4, 5.1]",,Ground Pass,,6.040695,,,,Max-Alain Gradel,4416.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,3,AFC Bournemouth,28,"['77385bdc-0b39-42c8-b0e3-5f670bdb6b69', 'bd7fa4e1-efc4-4bb3-a178-ac94ac317c94']",18,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:18.806,Pass,True
,,,,,,,,,,,,,,,,,,0.813885,,,,,,,,,,,,,8f9afae1-b095-4c58-8515-995c21af34a9,42,,"[41.8, 12.9]",3754216,1,,,,,1.4959365,,Left Foot,,,"[42.4, 20.9]",,Ground Pass,,8.022469,,,,Andrew Surman,3344.0,,,,,Free Kick,1,From Free Kick,Charlie Daniels,3345.0,Left Back,4,AFC Bournemouth,28,['bd8e98ba-bcf9-4863-aa31-41b255f4059b'],2,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:02.606,Pass,
,,,,,,,,,,,,,,,,,,1.226227,,,,,,,,,,,,,12f6c896-e50c-411e-99ec-16f971bc932b,45,,"[43.6, 19.9]",3754216,1,,,,,-1.815775,,Left Foot,,,"[41.2, 10.3]",,Ground Pass,,9.895453,,,,Charlie Daniels,3345.0,,,,,,1,From Free Kick,Andrew Surman,3344.0,Center Defensive Midfield,4,AFC Bournemouth,28,['7ed12a9d-e06c-4151-8513-5fd3396c5fea'],3,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:03.437,Pass,
,,,,,,,,,,,,,,,,,,1.101193,,,,,,,,,,,,,a2e6326e-7a7c-459d-aad5-e7195ed8fa2f,52,,"[39.0, 10.5]",3754216,1,,,,,1.205049,,Left Foot,,,"[42.6, 19.9]",,Ground Pass,,10.0657835,,,,Andrew Surman,3344.0,,,,,,1,From Free Kick,Charlie Daniels,3345.0,Left Back,4,AFC Bournemouth,28,['0466c5c3-1205-47fd-8a8e-02fb87505a4f'],5,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:05.936,Pass,
,,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,4ded58eb-243d-4e30-a785-9b47ba53af1b,55,,"[47.8, 35.2]",3754216,1,,,,,1.8375739,,Left Foot,,,"[43.4, 51.3]",,Ground Pass,,16.690416,,,,Dan Gosling,3343.0,,,,,,1,From Free Kick,Andrew Surman,3344.0,Center Defensive Midfield,4,AFC Bournemouth,28,['3e923bb9-e951-4576-bc94-36da84fb5191'],9,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:09.389,Pass,
,,,,,,,,,,,,,,,,,,1.151671,,,,,,,,,,,,,349c6400-b306-4a4d-9700-3c217c42c8df,58,,"[44.2, 50.7]",3754216,1,,,,,0.28775007,,Right Foot,,,"[66.5, 57.3]",,Ground Pass,,23.256182,,,,Matt Ritchie,3049.0,,,,,,1,From Free Kick,Dan Gosling,3343.0,Right Center Midfield,4,AFC Bournemouth,28,['3b416b03-a377-4536-8742-19428f2242e1'],11,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:11.770,Pass,
,,,,,,,,,,,,,,,,,,1.691886,,,,,,,,,,,,,ea2ce6d4-f7c3-4f31-bdec-82b74c44bf00,61,,"[53.2, 42.0]",3754216,1,,,,,-1.6974554,,Left Foot,,,"[49.8, 15.3]",,Ground Pass,,26.91561,,,,Charlie Daniels,3345.0,,,,,,1,From Free Kick,Matt Ritchie,3049.0,Right Midfield,4,AFC Bournemouth,28,['eeea1890-5e61-4475-8ff8-fe09c3691763'],15,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:15.955,Pass,
,,,,,,,,,,,,,,,,,,0.946532,,,,,,,,,,,,,c84dd57b-0e7f-414f-8844-68e415be9a6d,64,,"[57.8, 19.3]",3754216,1,,,,,1.2104974,,Left Foot,,,"[65.9, 40.8]",,Ground Pass,,22.975204,,Incomplete,,Matt Ritchie,3049.0,,,,,,1,From Free Kick,Charlie Daniels,3345.0,Left Back,4,AFC Bournemouth,28,"['8be3b906-b04c-406e-a3b4-552002c95597', '9721a904-a2fd-4319-8dd0-4e6632bf7ab4']",19,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:19.847,Pass,
,,,,,,,,,,,,,,,,,,1.209243,,,,,,,,,,,,,93f389c9-6890-4caa-bce2-5082f7387b89,72,,"[57.4, 48.1]",3754216,1,,,,,-1.500325,,Left Foot,,,"[58.6, 31.1]",,Ground Pass,,17.042301,,,,Jordon Ibe,3635.0,,,,,Recovery,1,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,5,Liverpool,24,"['1aa7f32b-8114-456b-a458-cd4bff358aa1', '810c4a39-070a-4462-8fb1-713c383cc78c']",22,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:22.028,Pass,True
,,,,,,,,,,,,,,,,,,0.717342,,,,,,,,,,,,,c1f742e9-3b0a-49ae-9072-af37250ccd6a,76,,"[70.1, 30.4]",3754216,1,,,,,0.48166367,,Right Foot,,,"[74.5, 32.7]",,Ground Pass,,4.9648767,,,,Daniel Andre Sturridge,3529.0,,,,,,1,Regular Play,Jordon Ibe,3635.0,Left Midfield,5,Liverpool,24,"['dc9b487b-2dc2-41ba-92a5-44a938cfbcfc', 'f396ca3b-aa1c-4948-89c6-e956e75f31f5']",24,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:24.638,Pass,True
,,,,,,,,,,,,,,,,,,0.996085,,,,,,,,,,,,,0c589790-bc5b-4315-b516-3178a58432f5,78,,"[76.3, 33.5]",3754216,1,,,,,-2.730299,,Left Foot,,,"[66.9, 29.4]",,Ground Pass,,10.255242,,,,Joe Allen,10931.0,,,,,,1,Regular Play,Daniel Andre Sturridge,3529.0,Center Forward,5,Liverpool,24,['c3351262-d70b-4f96-b720-cb5317a8720c'],25,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:25.356,Pass,
,,,,,,,,,,,,,,,,,,1.654515,,,,,,,,,,,,,b983fc6c-ef36-403e-869d-dca0e998c4f6,81,,"[69.1, 22.2]",3754216,1,,,,,-0.8106029,,Right Foot,,,"[80.7, 10.0]",,Ground Pass,,16.834488,,,,Bradley Shaun Smith,13448.0,,,,,,1,Regular Play,Joe Allen,10931.0,Left Center Midfield,5,Liverpool,24,['02123029-2fbd-412b-ae6f-f7059ae1b4f5'],27,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:27.046,Pass,
,,,,,,,,,,,,,,,,,,1.380384,,,,,,,,,,,,,b47e561a-44fe-4fbf-8c32-df0e382c2ffa,84,,"[80.7, 11.6]",3754216,1,,,,,2.2186077,,Left Foot,,,"[75.1, 19.0]",,Ground Pass,,9.2800865,,,,Joe Allen,10931.0,,,,,,1,Regular Play,Bradley Shaun Smith,13448.0,Left Back,5,Liverpool,24,['3c264c7c-a1c7-4446-89b7-838e9a5d94b9'],29,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:29.911,Pass,
,,,,,,,,,,,,,,,,,,2.01917,,,,,,,,,,,,,6b26503d-cb55-4f19-8120-3c2152f92d90,88,,"[75.3, 16.8]",3754216,1,,,,,3.0951145,,Right Foot,,,"[53.8, 17.8]",,Ground Pass,,21.523243,,,,Lucas Pezzini Leiva,7780.0,,,,,,1,Regular Play,Joe Allen,10931.0,Left Center Midfield,5,Liverpool,24,"['952f5b48-d0b2-4c9b-8ddf-42f326eb5013', 'cf84b801-fd46-4a7a-928a-01e2d94858d3']",33,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:33.424,Pass,True
,,,,,,,,,,,,,,,,,,2.414543,,,,,,,,,,,,,b357d6e3-7ab4-4320-9717-fae3717488ac,90,,"[53.4, 20.6]",3754216,1,,,,,1.7330582,,Right Foot,,,"[48.8, 48.7]",,Ground Pass,,28.474024,,,,Kolo Habib Touré,38412.0,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Left Center Back,5,Liverpool,24,['46b26e27-fc42-4e18-9ae0-25bc8b786511'],35,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:35.443,Pass,
,,,,,,,,,,,,,,,,,,1.427793,,,,,,,,,,,,,88496c4b-a0f5-406f-9b84-2519fdfa377c,93,,"[50.8, 51.5]",3754216,1,,,,,1.4594574,,Right Foot,,,"[52.6, 67.6]",,Ground Pass,,16.200308,,,,Connor Steven Randall,22058.0,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Right Center Back,5,Liverpool,24,['f1749b62-e76c-44ca-ad85-be08a1774783'],38,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:38.956,Pass,
,,,,,,,,,,,,,,,,,,1.298047,,,,,,,,,,,,,bb71dc54-0390-4542-bde8-667bbe81aff0,96,,"[49.0, 67.2]",3754216,1,,,,,-2.1866663,,Right Foot,,,"[39.8, 54.2]",,Ground Pass,,15.926079,,,,Kolo Habib Touré,38412.0,,,,,,1,Regular Play,Connor Steven Randall,22058.0,Right Back,5,Liverpool,24,['4c946467-66b4-4552-b647-66284a370643'],41,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:41.323,Pass,
,,,,,,,,,,,,,,,,,,2.328545,,,,,,,,,,,,,56906eff-a72e-4ad3-bbde-3db7a8b47af3,100,,"[42.0, 56.8]",3754216,1,,,,,0.02397622,,Right Foot,,,"[83.7, 57.8]",,High Pass,,41.71199,,,,Daniel Andre Sturridge,3529.0,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Right Center Back,5,Liverpool,24,"['45eaac74-8008-4eca-bb5b-9fecf29db740', 'b4869274-e7fd-414e-a6f5-2a7de1e0a534']",43,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:43.909,Pass,True
,,,,,,,,,,,,,,,,,,2.467111,,,,,,,,,,,,,9a5bc679-96e4-415f-b19d-9002d164cc2a,103,,"[85.0, 58.6]",3754216,1,,,,True,-1.069376,,,,,"[92.4, 45.1]",,Low Pass,,15.395129,,Incomplete,,,,,,,,,1,Regular Play,Daniel Andre Sturridge,3529.0,Center Forward,5,Liverpool,24,"['1a6cce50-92b2-43c9-a496-eabd8361f232', 'ada513ff-da31-4726-994f-2388d1d76643']",46,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:46.316,Pass,True
,,,,,,,,,,,,,,,,,,0.863985,,,,,,,,,,,,,1a6cce50-92b2-43c9-a496-eabd8361f232,104,,"[27.7, 35.0]",3754216,1,,,,,0.0344691,,Right Foot,,,"[33.5, 35.2]",,Ground Pass,,5.8034472,,,,Andrew Surman,3344.0,,,,,Recovery,1,Regular Play,Tommy Elphick,9626.0,Right Center Back,5,Liverpool,24,"['9a5bc679-96e4-415f-b19d-9002d164cc2a', 'a0bf9717-e3ba-4b50-8c45-7333f3b60b1d']",48,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:48.783,Pass,
,,,,,,,,,,,,,,,,,,0.148559,,,,,,,,,,,,,81f1b414-b189-48fe-88de-9eab93e33fe4,108,,"[30.1, 29.6]",3754216,1,,,,,2.4037776,,Left Foot,,,"[27.9, 31.6]",,Ground Pass,,2.9732137,,Incomplete,,Tommy Elphick,9626.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,5,Liverpool,24,"['934c395e-4c83-4d74-8d80-0c3fd3c5a292', '936e05ae-d5d0-4c4d-b808-25730d1f2d46', 'd9328b2a-e44e-4d80-a097-29e3f1781ebc']",49,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:49.995,Pass,True
,,,,,,,,,,,,,,,,,,1.588399,,,,,,,,,,,,,3b1e4c61-8716-4dc5-88bc-21bb6cd2c40b,114,,"[6.4, 39.2]",3754216,1,,True,,,-1.062018,,Keeper Arm,,,"[23.3, 8.9]",,Low Pass,,34.69438,,,,Charlie Daniels,3345.0,,,,,,1,From Keeper,Artur Boruc,20074.0,Goalkeeper,7,AFC Bournemouth,28,['760a1463-9435-4de4-bd4c-037288522d56'],58,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:58.890,Pass,
,,,,,,,,,,,,,,,,,,1.37588,,,,,,,,,,,,,49c7b2aa-8ffe-4659-a104-6cd80d98db77,116,,"[25.5, 8.1]",3754216,2,,True,,,1.2966288,,Left Foot,,,"[29.1, 20.9]",,Ground Pass,,13.296617,,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,8,AFC Bournemouth,28,['d17d574e-3353-4e33-9285-b0f31dc7df31'],1,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:01.079,Pass,
,,,,,,,,,,,,,,,,,,3.503037,,,,,,,,,,,,,c2b81768-b5e1-4355-978a-ca6e116840c6,118,,"[60.5, 8.3]",3754216,2,,,,,0.48933178,,Left Foot,,,"[102.0, 30.4]",,High Pass,,47.017654,,Incomplete,,Joshua King,3346.0,,,Through Ball,True,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,9,AFC Bournemouth,28,"['163ff043-3f53-4456-adb8-07953f661917', '1d2ce14e-803f-431b-a77a-35e0c7d1d83a']",6,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:06.891,Pass,
,,,,,,,,,,,,,,,,,,2.965739,,,,,,,,,,,,,0d0c83d3-017c-4dcf-8df3-8d693676cebd,122,,"[15.7, 48.9]",3754216,2,,,,,0.08933811,,Drop Kick,,,"[77.1, 54.4]",,High Pass,,61.645844,,Incomplete,,Daniel Andre Sturridge,3529.0,,,,,,1,Regular Play,Danny Ward,9914.0,Goalkeeper,11,Liverpool,24,"['c48441df-9485-4256-b46e-da784865d45a', 'd8f6b72b-6b2d-4179-afdb-67e1147d9584']",25,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:25.796,Pass,
,,,,,,,,,,,,,,,,,,2.76182,,,,,,,,,,,,,c48441df-9485-4256-b46e-da784865d45a,125,,"[43.0, 25.7]",3754216,2,,,,True,2.6965764,,,,,"[23.5, 35.0]",,Low Pass,,21.604166,,,,Tommy Elphick,9626.0,,,,,Recovery,1,Regular Play,Steve Cook,3341.0,Left Center Back,12,AFC Bournemouth,28,"['0d0c83d3-017c-4dcf-8df3-8d693676cebd', '2af936b6-1e78-47e5-81d7-62542d9240a9', 'e48582ab-19a3-4416-97d7-e53ad919d0d6']",28,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:28.762,Pass,True
,,,,,,,,,,,,,,,,,,1.788634,,,,,,,,,,,,,fee04516-43d5-45d0-87c9-cb06a1d71cb7,127,,"[23.5, 35.0]",3754216,2,,,,,2.8760176,,Head,,,"[11.0, 38.4]",,Low Pass,,12.95415,,,,Artur Boruc,20074.0,,,,,,1,Regular Play,Tommy Elphick,9626.0,Right Center Back,12,AFC Bournemouth,28,['d4a43a08-df7f-4557-9f11-d859d94eb192'],31,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:31.561,Pass,
,,,,,,,,,,,,,,,,,,1.247363,,,,,,,,,,,,,ce4eebf8-e753-45db-ae22-5b4528ee1e02,130,,"[11.4, 40.4]",3754216,2,,,,,0.8293259,,Keeper Arm,,,"[20.1, 49.9]",,Ground Pass,,12.88177,,,,Tommy Elphick,9626.0,,,,,,1,Regular Play,Artur Boruc,20074.0,Goalkeeper,12,AFC Bournemouth,28,['6ea381ac-6d45-4224-9e77-b6d5711e94f7'],35,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:35.240,Pass,
,,,,,,,,,,,,,,,,,,1.636305,,,,,,,,,,,,,857bb564-a6c4-46a8-a69a-92a8da0769c8,133,,"[22.9, 52.1]",3754216,2,,,,,1.2582439,,Right Foot,,,"[30.3, 75.0]",,Ground Pass,,24.06595,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Tommy Elphick,9626.0,Right Center Back,12,AFC Bournemouth,28,['7b2d102f-f180-4a60-8a8a-ff56e7c92937'],37,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:37.834,Pass,
,,,,,,,,,,,,,,,,,,0.82199,,,,,,,,,,,,,9e426839-c861-4e23-b220-ce71b22df5df,139,,"[32.9, 80.0]",3754216,2,,,,,-1.5083776,,,,,"[33.3, 73.6]",,Low Pass,,6.412488,,,,Dan Gosling,3343.0,,,,,Throw-in,1,From Throw In,Simon Francis,3608.0,Right Back,13,AFC Bournemouth,28,['80fb5bbd-9eff-4738-a9ab-4d905fe5f268'],48,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:48.047,Pass,
,,,,,,,,,,,,,,,,,,0.844548,,,,,,,,,,,,,e8367a82-c137-4458-adc4-e7b78d91dba8,141,,"[35.4, 71.3]",3754216,2,,,,,1.9874986,,Right Foot,,,"[32.7, 77.4]",,Ground Pass,,6.670832,,,,Simon Francis,3608.0,,,,,,1,From Throw In,Dan Gosling,3343.0,Right Center Midfield,13,AFC Bournemouth,28,['be95c5e2-342b-4c39-ad47-e5f2439585f9'],48,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:02:48.869,Pass,
