50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,3.646639,,,,,,,,,,,,,4e6e83ec-3190-4d19-b226-47fe8becb06c,1608,,"[22.1, 47.5]",3754216,37,,,,,-0.43993664,,Right Foot,,,"[73.3, 23.4]",,High Pass,,56.588425,,Incomplete,,Jordon Ibe,3635.0,,,,,,1,Regular Play,Danny Ward,9914.0,Goalkeeper,97,Liverpool,24,"['4f320db8-e7ed-4333-9ac1-884c1fb6114b', '917785d1-c76c-4825-aa4e-44c4b95bb385']",5,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:37:05.312,Pass,
,,,,,,,,,,,,,,,,,,4.795272,,,,,,,,,,,,,4f320db8-e7ed-4333-9ac1-884c1fb6114b,1611,,"[46.8, 56.7]",3754216,37,,,,True,-0.06760515,,,,,"[85.2, 54.1]",,High Pass,,38.48792,,Incomplete,,Joshua King,3346.0,,,,,Recovery,1,Regular Play,Simon Francis,3608.0,Right Back,97,Liverpool,24,"['2c4ff9f9-3f6d-4f5d-889d-620b65503d05', '4e6e83ec-3190-4d19-b226-47fe8becb06c', 'a5564d11-6d94-45db-96a7-37dbbd78312f', 'a811955a-561e-4723-9b2d-ec07edb7c465']",8,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:08.958,Pass,True
,,,,,,,,,,,,,,,,,,1.706576,,,,,,,,,,,,,a811955a-561e-4723-9b2d-ec07edb7c465,1613,,"[34.9, 26.0]",3754216,37,,,,,1.8790544,,Right Foot,,,"[28.5, 46.1]",,Ground Pass,,21.094313,,,,Kolo Habib Touré,38412.0,,,,,Recovery,1,Regular Play,Lucas Pezzini Leiva,7780.0,Left Center Back,97,Liverpool,24,"['4f320db8-e7ed-4333-9ac1-884c1fb6114b', '67e69bf4-ad23-42ab-b1be-2a544ecb4235']",13,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:37:13.754,Pass,
,,,,,,,,,,,,,,,,,,2.841754,,,,,,,,,,,,,746c1fdb-2386-47d9-93ed-0aaf3ad400e4,1616,,"[34.7, 44.3]",3754216,37,,,,,-0.03129413,,Right Foot,,,"[92.2, 42.5]",,High Pass,,57.528168,,Incomplete,,Daniel Andre Sturridge,3529.0,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Right Center Back,97,Liverpool,24,"['f2d3a9b4-72c8-41db-a82a-6d3bde93fb6c', 'f8c9d2bf-3256-441b-ba98-cce334052da3']",17,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:37:17.861,Pass,
,,,,,,,,,,,,,,,,,,2.015681,,,,,,,,,,,,,f2d3a9b4-72c8-41db-a82a-6d3bde93fb6c,1618,,"[27.9, 37.6]",3754216,37,,,,,-1.6751281,,Head,,,"[25.9, 18.5]",,Low Pass,,19.204426,,,,Charlie Daniels,3345.0,,,,,Recovery,1,Regular Play,Steve Cook,3341.0,Left Center Back,98,AFC Bournemouth,28,"['4afc2659-9d6b-481f-9f65-cc31f522ff02', '746c1fdb-2386-47d9-93ed-0aaf3ad400e4']",20,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:20.702,Pass,
,,,,,,,,,,,,,,,,,,1.21212,,,,,,,,,,,,,235cf95f-2f8b-4867-b919-9f878b075b6a,1621,,"[18.3, 9.1]",3754216,37,,,,,0.7653004,,Left Foot,,,"[38.6, 28.6]",,Ground Pass,,28.148535,,,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,98,AFC Bournemouth,28,['c553cd7f-3219-4baf-856f-8dc32ec57d8d'],24,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:24.756,Pass,
,,,,,,,,,,,,,,,,,,1.281999,,,,,,,,,,,,,c217014d-22b1-4284-ad4c-939d5f3e16da,1625,,"[37.4, 19.1]",3754216,37,,,,,-0.17137912,,Left Foot,,,"[47.8, 17.3]",,Ground Pass,,10.55462,,,,Max-Alain Gradel,4416.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Left Center Midfield,98,AFC Bournemouth,28,"['4058bf06-934a-4334-94e1-2d36260a99d8', '72655c68-c1b0-4a7e-b2ac-32c06e806730']",27,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:27.129,Pass,True
,,,,,,,,,,,,,,,,,,2.017879,,,,,,,,,,,,,12d32ea7-7320-499d-9008-b92bcfe0b56a,1629,,"[48.6, 16.7]",3754216,37,,,,,2.5826569,,Right Foot,,,"[21.9, 33.4]",,Ground Pass,,31.492538,,,,Tommy Elphick,9626.0,,,,,,1,Regular Play,Max-Alain Gradel,4416.0,Left Midfield,98,AFC Bournemouth,28,['c66c9f8b-8d38-413d-8096-54cd26e6ab2f'],30,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:30.267,Pass,
,,,,,,,,,,,,,,,,,,1.142144,,,,,,,,,,,,,ce63d9e4-7a3a-4e8b-a59c-ddd45b7c2b64,1631,,"[21.9, 34.6]",3754216,37,,,,,-0.49394137,,Right Foot,,,"[32.3, 29.0]",,Ground Pass,,11.811858,,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Tommy Elphick,9626.0,Right Center Back,98,AFC Bournemouth,28,['6c3d5ff6-7c78-4aa3-8af4-302f3eb4499f'],32,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:32.285,Pass,
,,,,,,,,,,,,,,,,,,1.189549,,,,,,,,,,,,,5a29143e-1e1c-43a6-a644-0c1aadd2dde9,1633,,"[32.3, 29.0]",3754216,37,,,,,-2.6183143,,Left Foot,,,"[19.3, 21.5]",,Ground Pass,,15.008331,,,,Steve Cook,3341.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,98,AFC Bournemouth,28,['573fafc4-0a42-43d0-bebe-163b7eb7f01e'],33,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:33.427,Pass,
,,,,,,,,,,,,,,,,,,2.557825,,,,,,,,,,,,,042ed3ed-bcd5-4b34-ac09-6045d2cfda62,1637,,"[18.5, 21.5]",3754216,37,,,,,0.5022757,,Right Foot,,,"[59.1, 43.8]",,High Pass,,46.321163,,Incomplete,,Joshua King,3346.0,,,,,,1,Regular Play,Steve Cook,3341.0,Left Center Back,98,AFC Bournemouth,28,"['35b4509b-a74a-428b-8e55-ec73d372f7e5', '4b0bd159-3260-4f37-96f5-4c5022f92874']",38,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:38.534,Pass,
,,,,,,,,,,,,,,,,,,1.085747,,,,,,,,,,,,,4b0bd159-3260-4f37-96f5-4c5022f92874,1640,,"[61.0, 36.3]",3754216,37,,,,True,0.09596104,,,,,"[79.7, 38.1]",,Low Pass,,18.78643,,Incomplete,,,,,,,,Recovery,1,Regular Play,Lucas Pezzini Leiva,7780.0,Left Center Back,98,AFC Bournemouth,28,"['042ed3ed-bcd5-4b34-ac09-6045d2cfda62', '5e9bab7f-fb64-4de7-a543-6dcddb80c408', 'b38535a2-57b4-4ae6-bb2c-a78218c51379']",41,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:37:41.092,Pass,True
,,,,,,,,,,,,,,,,,,0.766993,,,,,,,,,,,,,8460762c-b63f-4ff3-9d27-a47bfc28b932,1643,,"[45.4, 28.2]",3754216,37,,,,,-0.009216329,,Left Foot,,,"[67.1, 28.0]",,Ground Pass,,21.700922,,,,Dan Gosling,3343.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Center Defensive Midfield,98,AFC Bournemouth,28,['e9005a36-6fd1-4bfd-b06a-209e27445062'],45,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:45.214,Pass,
,,,,,,,,,,,,,,,,,,1.142375,,,,,,,,,,,,,b20e0237-6496-47c0-b04e-89a51312685a,1647,,"[85.6, 21.3]",3754216,37,,,,,1.1832725,,Right Foot,,,"[95.6, 45.8]",,High Pass,,26.462236,,,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,98,AFC Bournemouth,28,['bb8129a8-820a-47dc-9d22-c67b6665864a'],53,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:37:53.606,Pass,
,,,,,,,,,,,,,,,,,,3.090579,,,,,,,,,,,,,42a86910-a56c-4907-8a4d-bbc253882eee,1653,,"[34.5, 0.1]",3754216,38,,,,,0.22266094,,,,,"[50.4, 3.7]",,High Pass,,16.302454,,Incomplete,,Jordon Ibe,3635.0,,,,,Throw-in,1,From Throw In,Bradley Shaun Smith,13448.0,Left Back,99,Liverpool,24,"['3c912562-9cfc-4e34-9f34-96ec9f4bb583', 'bfb80d07-be44-4168-9c93-804ab078929b']",19,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:19.986,Pass,
,,,,,,,,,,,,,,,,,,2.803373,,,,,,,,,,,,,f7302386-ceb0-4222-a27d-caea9caee831,1657,,"[70.9, 75.0]",3754216,38,,,,,-3.0053189,,Right Foot,,,"[41.0, 70.9]",,Ground Pass,,30.179794,,,,Tommy Elphick,9626.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Back,100,AFC Bournemouth,28,['a5b9d6a3-0f4a-4daf-b140-b1186de16a43'],23,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:38:23.758,Pass,
,,,,,,,,,,,,,,,,,,2.762172,,,,,,,,,,,,,fd08baf1-d577-4c7c-9681-ca0993f6223d,1660,,"[38.6, 69.3]",3754216,38,,,,,-2.3240771,,Right Foot,,,"[14.5, 43.6]",,Ground Pass,,35.232086,,,,Artur Boruc,20074.0,,,,,,1,Regular Play,Tommy Elphick,9626.0,Right Center Back,100,AFC Bournemouth,28,['18252008-31b5-4ed2-8c44-661ff11a7d8e'],26,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:38:26.681,Pass,
,,,,,,,,,,,,,,,,,,2.964503,,,,,,,,,,,,,565b7a63-bc72-442d-ad52-874798ebe4ac,1664,,"[11.8, 43.0]",3754216,38,,,,,-0.16045828,,Left Foot,,,"[63.7, 34.6]",,High Pass,,52.575375,,,,Max-Alain Gradel,4416.0,,,,,,1,Regular Play,Artur Boruc,20074.0,Goalkeeper,100,AFC Bournemouth,28,"['75df5aa7-e928-4e7c-9ed7-445c93b74c19', 'c378bd52-b175-4b56-958c-b8a8a2a7bbdc']",30,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:38:30.770,Pass,True
,,,,,,,,,,,,,,,,,,1.191597,,,,,,,,,,,,,bc5b1590-a2da-498e-ad7b-19d1b243891d,1667,,"[65.7, 34.4]",3754216,38,,,,True,1.012197,,,,,"[73.7, 47.2]",,Low Pass,,15.09437,,Incomplete,,Joshua King,3346.0,,,,,,1,Regular Play,Max-Alain Gradel,4416.0,Left Midfield,100,AFC Bournemouth,28,"['0dd1c52b-1e29-4792-bb6b-928a5d32678e', '0fa13512-d0a0-4ef1-9e76-3baa22f8e5cc', '1d960156-c664-4900-8cab-dbb50e948112']",33,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:38:33.735,Pass,True
,,,,,,,,,,,,,,,,,,2.463901,,,,,,,,,,,,,1d960156-c664-4900-8cab-dbb50e948112,1669,,"[46.4, 32.9]",3754216,38,,,,,1.7761917,,Head,,,"[43.4, 47.3]",,Low Pass,,14.709181,,,,Kolo Habib Touré,38412.0,,,,,Recovery,1,Regular Play,Lucas Pezzini Leiva,7780.0,Left Center Back,101,Liverpool,24,"['1d8ae142-217e-4edc-8445-390d17a11441', 'bc5b1590-a2da-498e-ad7b-19d1b243891d']",34,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:34.926,Pass,
,,,,,,,,,,,,,,,,,,1.678603,,,,,,,,,,,,,a4b2758e-cd62-459c-ad42-435d1955cfb1,1671,,"[45.0, 49.5]",3754216,38,,,,,1.515806,,Right Foot,,,"[45.6, 60.4]",,Ground Pass,,10.916501,,,,Connor Steven Randall,22058.0,,,,,,1,Regular Play,Kolo Habib Touré,38412.0,Right Center Back,101,Liverpool,24,['3cba1a15-9a9e-4e90-a1ea-f0471006edc0'],37,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:37.390,Pass,
,,,,,,,,,,,,,,,,,,2.297089,,,,,,,,,,,,,0016b3b7-c41e-4194-9682-fbea0a880f7b,1674,,"[46.4, 60.6]",3754216,38,,,,,-0.16651107,,Right Foot,,,"[82.1, 54.6]",,High Pass,,36.20069,,Incomplete,,Daniel Andre Sturridge,3529.0,,,,,,1,Regular Play,Connor Steven Randall,22058.0,Right Back,101,Liverpool,24,"['198459a8-ed5c-4a60-b2ac-b3765b543a61', 'a40ff835-038e-408b-8d46-99fd768c1814', 'cf89817d-14ce-4463-9620-579c232fa938']",39,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:39.069,Pass,True
,,,,,,,,,,,,,,,,,,1.870134,,,,,,,,,,,,,198459a8-ed5c-4a60-b2ac-b3765b543a61,1676,,"[38.0, 25.5]",3754216,38,,,,,0.5510736,,Head,,,"[47.6, 31.4]",,Low Pass,,11.268097,,,,Dan Gosling,3343.0,,,,,Recovery,1,Regular Play,Steve Cook,3341.0,Left Center Back,102,AFC Bournemouth,28,"['0016b3b7-c41e-4194-9682-fbea0a880f7b', '2fdca94e-5890-43e5-83cf-f879db5dfbad']",41,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:38:41.366,Pass,
,,,,,,,,,,,,,,,,,,0.87004,,,,,,,,,,,,,071060ed-2506-494c-9a11-fed711a64263,1679,,"[48.6, 29.8]",3754216,38,,,,,0.35621965,,Right Foot,,,"[57.2, 33.0]",,Ground Pass,,9.176056,,,,Junior Stanislas,3463.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,102,AFC Bournemouth,28,['c242787e-173e-4fe8-8e24-032a2d42c91c'],43,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:38:43.316,Pass,
,,,,,,,,,,,,,,,,,,1.477955,,,,,,,,,,,,,69494df3-6de0-46c5-83a8-48d5c8dbca76,1683,,"[57.2, 33.0]",3754216,38,,,,,-0.8772443,,Left Foot,,,"[64.1, 24.7]",,Ground Pass,,10.793516,,,,Dan Gosling,3343.0,,,,,,1,Regular Play,Junior Stanislas,3463.0,Left Center Midfield,102,AFC Bournemouth,28,"['8908de50-6b22-4b06-ac35-c68f736cd186', 'd019b2ee-c8f1-4fb3-94ff-b80cd34089ed']",44,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:38:44.205,Pass,True
,,,,,,,,,,,,,,,,,,4.001057,,,,,,,,,,,,,1847b056-2790-4a61-865e-832647abcbbc,1690,,"[79.5, 42.6]",3754216,38,,,,,1.7033478,,Right Foot,,,"[74.7, 78.6]",,Ground Pass,,36.318592,,,,Simon Francis,3608.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,102,AFC Bournemouth,28,"['1d385706-ed91-4720-be4b-3e110f0ebe8e', '5b745a5c-eb91-4220-83d7-3d8cccaf80a0']",48,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:38:48.590,Pass,True
,,,,,,,,,,,,,,,,,,1.604496,,,,,,,,,,,,,66519eb2-6f20-4771-84c1-2681997026c1,1693,,"[92.8, 77.8]",3754216,38,,,,,-1.0203115,,Right Foot,True,,"[113.3, 44.4]",,High Pass,,39.18941,,Incomplete,,Joshua King,3346.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Back,102,AFC Bournemouth,28,"['8bfeea66-4f07-4481-8b59-5cd67654546a', 'cdfacfed-fcc4-44a2-ad64-97bceb644087']",55,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:38:55.522,Pass,
,,,,,,,,,,,,,,,,,,2.485621,,,,,,,,,,,,,2bf64e57-aa90-41c2-b3cc-63a0bb5d075f,1696,,"[13.4, 40.1]",3754216,38,,True,,,0.7974458,,Keeper Arm,,,"[25.7, 52.7]",,Ground Pass,,17.608236,,,,Oluwaseyi Babajide Ojo,13200.0,,,,,,1,From Keeper,Danny Ward,9914.0,Goalkeeper,103,Liverpool,24,['46673258-4b9c-466e-a9fd-c97ce47b82a1'],58,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:58.997,Pass,
,,,,,,,,,,,,,,,,,,2.385866,,,,,,,,,,,,,4a1526e3-e2ad-4356-9cee-87ce7373b02b,1698,,"[49.8, 52.9]",3754216,39,,,,,0.8643299,,Left Foot,,,"[66.1, 72.0]",,Ground Pass,,25.109758,,,,Daniel Andre Sturridge,3529.0,,,,,,1,From Keeper,Oluwaseyi Babajide Ojo,13200.0,Right Midfield,103,Liverpool,24,['ff4e17db-bb67-4c21-b2a8-b951998e6213'],2,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:39:02.877,Pass,
,,,,,,,,,,,,,,,,,,0.996875,,,,,,,,,,,,,8c0553cd-307b-41f3-89dd-b1868aad7365,1702,,"[84.1, 47.3]",3754216,39,,,,,-0.95139575,,Left Foot,,,"[100.0, 25.0]",,Low Pass,,27.387953,,Incomplete,,Jordon Ibe,3635.0,,,,,,1,From Keeper,Daniel Andre Sturridge,3529.0,Center Forward,103,Liverpool,24,"['3ffb2449-0fad-42ee-b95a-c3a6930b5d87', '4ce4bd23-f632-4115-abfd-5b18352a9f49', '91f6ffcb-4ffd-41ea-9b0c-05a31fdaa16d']",10,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:39:10.878,Pass,True
,,,,,,,,,,,,,,,,,,1.642552,,,,,,,,,,,,,a4cf5003-3182-4ac4-96b1-bc0b68220fe9,1706,,"[24.7, 53.1]",3754216,39,,,,,-1.1071488,,Right Foot,,,"[41.2, 20.1]",,Ground Pass,,36.895123,,,,Max-Alain Gradel,4416.0,,,,,,1,Regular Play,Tommy Elphick,9626.0,Right Center Back,104,AFC Bournemouth,28,['97739b74-b8c5-42ef-bca7-7d47342654c0'],13,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:13.812,Pass,
,,,,,,,,,,,,,,,,,,2.244233,,,,,,,,,,,,,b3185c31-3b31-4056-a485-0b2718fb4117,1709,,"[46.8, 25.5]",3754216,39,,,,,1.6346364,,Left Foot,,,"[45.4, 47.4]",,Ground Pass,,21.944704,,,,Dan Gosling,3343.0,,,,,,1,Regular Play,Max-Alain Gradel,4416.0,Left Midfield,104,AFC Bournemouth,28,['82d91fca-ac43-4159-b477-7c404c6141b7'],17,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:17.364,Pass,
,,,,,,,,,,,,,,,,,,1.506655,,,,,,,,,,,,,5118bfc9-b25e-4eef-87a8-52d99df23e17,1712,,"[50.8, 50.9]",3754216,39,,,,,0.9727484,,Right Foot,,,"[67.9, 76.0]",,Ground Pass,,30.371368,,,,Matt Ritchie,3049.0,,,,,,1,Regular Play,Dan Gosling,3343.0,Right Center Midfield,104,AFC Bournemouth,28,['73e99dc1-1b54-4a9f-aa9d-ea3e695b19c2'],21,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:21.017,Pass,
,,,,,,,,,,,,,,,,,,0.397209,,,,,,,,,,,,,f15e2275-3e3a-4087-99a3-9dd2011835ae,1716,,"[69.1, 75.6]",3754216,39,,,,,-0.6435011,,Left Foot,,,"[72.3, 73.2]",,Ground Pass,,4.0,,Incomplete,,Joshua King,3346.0,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,104,AFC Bournemouth,28,"['3c74e224-9ed4-4f72-b7dd-aecda8de52d3', 'a219a04d-944c-4cb3-8992-2b0360991ba8', 'be45426b-faac-4f3d-9a40-928603f7ca64']",23,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:23.235,Pass,True
,,,,,,,,,,,,,,,,,,2.02229,,,,,,,,,,,,,5c872ad9-914d-4f20-8234-ddcea648f9ed,1719,,"[76.3, 80.0]",3754216,39,,,,,-2.5776665,,,,,"[57.8, 68.3]",,Low Pass,,21.889267,,,,Tommy Elphick,9626.0,,,,,Throw-in,1,From Throw In,Simon Francis,3608.0,Right Back,105,AFC Bournemouth,28,['15086231-3144-494b-891e-b293c54eb905'],29,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:29.682,Pass,
,,,,,,,,,,,,,,,,,,1.264373,,,,,,,,,,,,,75efa133-8dc2-43c3-8c07-9df981cf97d3,1722,,"[57.8, 67.7]",3754216,39,,,,,-1.5346675,,Right Foot,,,"[58.7, 42.8]",,Ground Pass,,24.91626,,,,Andrew Surman,3344.0,,,,,,1,From Throw In,Tommy Elphick,9626.0,Right Center Back,105,AFC Bournemouth,28,['672afb62-299c-4464-891c-6abd7fa87150'],32,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:32.929,Pass,
,,,,,,,,,,,,,,,,,,1.610233,,,,,,,,,,,,,ff5af45f-52c6-4e01-8a6f-bf40b96ea22e,1725,,"[61.7, 41.4]",3754216,39,,,,,-1.6424682,,Left Foot,,,"[60.3, 21.9]",,Ground Pass,,19.550192,,,,Charlie Daniels,3345.0,,,,,,1,From Throw In,Andrew Surman,3344.0,Center Defensive Midfield,105,AFC Bournemouth,28,['dacaccc4-c223-47a9-a4e0-028456af4890'],36,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:36.047,Pass,
,,,,,,,,,,,,,,,,,,0.907984,,,,,,,,,,,,,68d22090-0864-4e69-b656-603e61f009e5,1728,,"[60.3, 21.9]",3754216,39,,,,,2.1555417,,Left Foot,,,"[55.6, 29.0]",,Ground Pass,,8.514693,,,,Andrew Surman,3344.0,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,105,AFC Bournemouth,28,['8a41af1f-c9b1-4f7f-8ed1-f0d436c42183'],38,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:38.604,Pass,
,,,,,,,,,,,,,,,,,,1.247846,,,,,,,,,,,,,ffe9779c-01d4-490e-9a45-82db0b3e33b2,1731,,"[57.8, 30.0]",3754216,39,,,,,3.0451188,,Right Foot,,,"[39.2, 31.8]",,Ground Pass,,18.686893,,,,Steve Cook,3341.0,,,,,,1,From Throw In,Andrew Surman,3344.0,Center Defensive Midfield,105,AFC Bournemouth,28,['c14a492d-06a8-4227-945f-1670506adb0a'],40,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:40.333,Pass,
,,,,,,,,,,,,,,,,,,2.571451,,,,,,,,,,,,,19dd1a97-69d1-45b6-bb6e-74dde0c59f47,1735,,"[38.4, 30.2]",3754216,39,,,,,-1.288857,,Right Foot,,,"[46.8, 1.2]",,Ground Pass,,30.192053,,Out,,Charlie Daniels,3345.0,,,,,,1,From Throw In,Steve Cook,3341.0,Left Center Back,105,AFC Bournemouth,28,['5bc590b8-241e-4fec-aa28-ebc37a3cc431'],43,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:39:43.338,Pass,
,,,,,,,,,,,,,,,,,,0.703565,,,,,,,,,,,,,0c908bb5-6708-4424-95a5-8550d29f2d1c,1737,,"[71.7, 80.0]",3754216,39,,,,,-1.1509163,,,,,"[76.7, 68.8]",,Low Pass,,12.265398,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,Throw-in,1,From Throw In,Connor Steven Randall,22058.0,Right Back,106,Liverpool,24,['db7e9c39-0c48-4356-bccc-e59a8a95043e'],58,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:39:58.625,Pass,
,,,,,,,,,,,,,,,,,,1.467219,,,,,,,,,,,,,396c4fc5-4348-43af-b787-a11dc2c8adeb,1741,,"[75.1, 69.6]",3754216,40,,,,,-1.4204249,,Right Foot,,,"[77.1, 56.4]",,Ground Pass,,13.350656,,,,Oluwaseyi Babajide Ojo,13200.0,,,,,,1,From Throw In,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,106,Liverpool,24,"['76753e23-6116-4555-9d34-534c585a2f05', '94e84353-bfc6-4f28-9ee5-b5cd269367d6']",1,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:01.130,Pass,True
,,,,,,,,,,,,,,,,,,1.857511,,,,,,,,,,,,,36dd517e-295a-4d09-b7d1-44931e787460,1745,,"[82.3, 43.7]",3754216,40,,,,,-1.3398803,,Left Foot,,,"[89.8, 11.8]",,Ground Pass,,32.769802,,,,Jordon Ibe,3635.0,,,,,,1,From Throw In,Oluwaseyi Babajide Ojo,13200.0,Right Midfield,106,Liverpool,24,['63689a7b-a34d-40bd-98bd-398ca4276617'],4,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:04.412,Pass,
,,,,,,,,,,,,,,,,,,0.738187,,,,,,,,,,,,,af6f37b3-a425-4d78-8f2e-a3fb69e02eab,1748,,"[110.9, 22.2]",3754216,40,,,,,1.4825307,8d6af595-8ca3-4820-9f89-0bd5a40fd0e2,Left Foot,True,,"[111.9, 33.5]",,Ground Pass,,11.344161,,,,Daniel Andre Sturridge,3529.0,True,,,,,1,From Throw In,Jordon Ibe,3635.0,Left Midfield,106,Liverpool,24,['c3e1294c-685c-4c5f-b142-f2956bd1d590'],10,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:10.986,Pass,
,,,,,,,,,,,,,,,,,,1.478901,,,,,,,,,,,,,7f6f9ec3-1f48-440f-a55d-1da32cc0e1a9,1756,,"[61.0, 40.1]",3754216,41,,True,,,-3.036976,,Right Foot,,,"[41.0, 38.0]",,Ground Pass,,20.109947,,,,Andrew Surman,3344.0,,,,,Kick Off,1,From Kick Off,Joshua King,3346.0,Center Forward,107,AFC Bournemouth,28,['4de9311a-ad46-432e-90dc-43472556fa69'],10,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:41:10.731,Pass,
,,,,,,,,,,,,,,,,,,1.541302,,,,,,,,,,,,,a15555cd-ec63-4083-8262-0b676e3d375a,1758,,"[41.4, 38.0]",3754216,41,,True,,,0.68622214,,Right Foot,,,"[85.6, 74.2]",,High Pass,,57.132126,,Incomplete,,Matt Ritchie,3049.0,,,,,,1,From Kick Off,Andrew Surman,3344.0,Center Defensive Midfield,107,AFC Bournemouth,28,"['74707f30-d93b-4bbd-be66-3be105165440', '7cccd60b-7c3e-416e-9145-0520bca84a4b']",13,,,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:41:13.934,Pass,
