50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,3.898022,,,,,,,,,,,,,d86005a1-389b-488c-894a-4463b2a87352,2942,,"[7.0, 44.1]",3754275,74,,,,0.4334334,,Right Foot,,,,"[68.8, 72.7]",,High Pass,,68.09699,,Incomplete,,Danny Simpson,3270.0,,,,,Goal Kick,2,From Goal Kick,Kasper Schmeichel,3815.0,Goalkeeper,151,Leicester City,22,"['16c72d4b-d4dd-4f50-8aff-76d71030cc5f', '96f7ad8a-13f2-4dbc-88a0-36fd59972708']",18,,,,,,,,,,,,,,,,,Leicester City,22,00:29:18.898,Pass,
,,,,,,,,,,,,,,,,1.523318,,,,,,,,,,,,,c419c97a-8a22-4774-b89a-ecc554d4b810,2946,,"[61.1, 80.0]",3754275,74,,,,-0.13050403,,,,,,"[77.1, 77.9]",,High Pass,,16.137224,,Incomplete,,Shinji Okazaki,3810.0,,,,,Throw-in,2,From Throw In,Danny Simpson,3270.0,Right Back,152,Leicester City,22,"['bcf028b2-e6fc-428d-b9cb-71450762ae54', 'e886f774-5e99-4d0b-b44f-ae8fa5282f04']",33,,,,,,,,,,,,,,,,,Leicester City,22,00:29:33.769,Pass,
,,,,,,,,,,,,,,,,1.185642,,,,,,,,,,,,,1b2e4093-c351-4337-9cb4-4e80e14eb01e,2953,,"[78.3, 75.1]",3754275,75,,,,0.24958692,,Left Foot,,,,"[88.5, 77.7]",,Ground Pass,,10.526158,,,,Riyad Mahrez,3814.0,,,,,Free Kick,2,From Free Kick,Christian Fuchs,3812.0,Left Back,153,Leicester City,22,['bf52a4bd-aef9-4b67-ab43-e57eddd15206'],16,,,,,,,,,,,,,,,,,Leicester City,22,00:30:16.299,Pass,
,,,,,,,,,,,,,,,,0.950278,,,,,,,,,,,,,c9022591-c5df-4412-bab6-7d9761e17af9,2956,,"[89.5, 74.5]",3754275,75,,,,-0.9733955,,Left Foot,,,,"[106.1, 50.1]",,High Pass,,29.511354,,Incomplete,,,,,,,,,2,From Free Kick,Riyad Mahrez,3814.0,Right Midfield,153,Leicester City,22,['79141210-01b4-4c5b-b36e-8d23c9f6f7ba'],19,,,,,,,,,,,,,,,,,Leicester City,22,00:30:19.109,Pass,
,,,,,,,,,,,,,,,,1.937604,,,,,,,,,,,,,b667b299-f98f-4ca7-8ffd-fd563ddd1ac4,2961,,"[77.3, 64.6]",3754275,75,,,,-0.9041643,,Left Foot,,,,"[103.5, 31.3]",,High Pass,,42.371334,,Incomplete,,Wes Morgan,3813.0,,,,,,2,From Free Kick,Riyad Mahrez,3814.0,Right Midfield,153,Leicester City,22,"['6e472426-d6d9-4f68-beab-ff7004dd7abd', 'a346d6df-bddd-421d-a729-f35e836615c2', 'b9f3a15a-06d0-4d44-b6a9-27172b5ff52d']",25,,,,,,,,,,,,,,,,,Leicester City,22,00:30:25.712,Pass,True
,,,,,,,,,,,,,,,,1.763786,,,,,,,,,,,,,a96a3cc3-08ed-4662-bb98-3a8204b3fd96,2965,,"[46.2, 43.7]",3754275,75,,,True,-0.8790461,,,,,,"[54.4, 33.8]",,Low Pass,,12.85496,,,,Adam David Lallana,4090.0,,,,,Recovery,2,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,154,Liverpool,24,"['8271b990-801d-49fe-a1a7-80deddb49991', 'c5efa054-fedb-46a4-b09e-eb279609f256']",29,,,,,,,,,,,,,,,,,Liverpool,24,00:30:29.905,Pass,True
,,,,,,,,,,,,,,,,2.40595,,,,,,,,,,,,,0196a466-7985-44e7-9799-ac660d852726,2973,,"[62.3, 28.3]",3754275,75,,,,1.0758752,,Left Foot,,,,"[82.0, 64.8]",,High Pass,,41.476982,,,,James Philip Milner,3473.0,,,,,,2,Regular Play,Adam David Lallana,4090.0,Left Center Midfield,154,Liverpool,24,"['14b6d648-e087-4406-bb00-afd606788702', '3f44b113-e984-4da8-b7d5-fe40470297cd']",34,,,,,,,,,,,,,,,,,Liverpool,24,00:30:34.028,Pass,True
,,,,,,,,,,,,,,,,1.443808,,,,,,,,,,,,,3fb9747c-586f-4d02-b430-509e4c550db4,2976,,"[92.5, 57.9]",3754275,75,,,,0.1372888,,Right Foot,,,,"[107.7, 60.0]",,Ground Pass,,15.34438,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,2,Regular Play,James Philip Milner,3473.0,Left Wing,154,Liverpool,24,['19b1d966-8c82-41cb-9bfb-213bcbbc5f64'],39,,,,,,,,,,,,,,,,,Liverpool,24,00:30:39.730,Pass,
,,,,,,,,,,,,,,,,1.801068,,,,,,,,,,,,,964fbc8c-aa05-4644-8bed-5cd35f84d359,2979,,"[108.7, 60.0]",3754275,75,,,,-1.4362997,,Right Foot,True,,,"[112.8, 29.7]",,High Pass,,30.576134,,Incomplete,,Adam David Lallana,4090.0,,,,,,2,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Right Wing,154,Liverpool,24,"['2dbc8bf6-6790-49e5-b0fc-fe847713d880', 'd5d78a31-84b3-451a-ad99-459cea580bce']",42,,,,,,,,,,,,,,,,,Liverpool,24,00:30:42.517,Pass,
,,,,,,,,,,,,,,,,1.809932,,,,,,,,,,,,,41184e3a-f0d1-4012-81f8-ffe7e234c5f1,2984,,"[90.1, 6.2]",3754275,75,,,,0.461836,,Left Foot,,,,"[112.2, 17.2]",,Low Pass,,24.686232,,,,Adam David Lallana,4090.0,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,154,Liverpool,24,['a592128c-16c9-494e-8773-f736d08b0e95'],50,,,,,,,,,,,,,,,,,Liverpool,24,00:30:50.489,Pass,
,,,,,,,,,,,,,,,,0.157838,,,,,,,,,,,,,f46adab5-9fca-4ee9-bf8b-af51685e6964,2987,,"[116.6, 17.8]",3754275,75,,,,1.8662372,,Left Foot,,,,"[115.2, 22.4]",,Ground Pass,,4.8083262,,Incomplete,,Joe Allen,10931.0,,,,,,2,Regular Play,Adam David Lallana,4090.0,Left Center Midfield,154,Liverpool,24,"['42336693-f56f-4cf1-a6c6-c567dac8c005', '8bd5c0c1-a663-4ad2-8e84-cd5aa0875f85']",54,,,,,,,,,,,,,,,,,Liverpool,24,00:30:54.321,Pass,
,,,,,,,,,,,,,,,,1.732858,,,,,,,,,,,,,61ec9921-55eb-41b7-a419-cccfe1f12c2d,2990,,"[120.0, 0.1]",3754275,76,,,,1.7156088,,Right Foot,,,,"[115.1, 33.7]",,High Pass,True,33.955414,,Incomplete,,,,,,Inswinging,,Corner,2,From Corner,James Philip Milner,3473.0,Left Wing,155,Liverpool,24,['7a8b55d0-d2aa-4b41-9bb7-b146284153b5'],21,,,,,,,,,,,,,,,,,Liverpool,24,00:31:21.325,Pass,
,,,,,,,,,,,,,,,,2.331285,,,,,,,,,,,,,a6a136ae-b32c-4c0e-8019-7ba68689c829,2993,,"[94.0, 18.6]",3754275,76,,,True,1.7946243,,,,,,"[91.2, 30.9]",,High Pass,,12.614674,,Incomplete,,,,,,,,Recovery,2,From Corner,Alberto Moreno Pérez,3515.0,Left Back,155,Liverpool,24,"['86b60238-395c-4811-970f-45b66e042042', 'f76eb13d-4236-48dd-be1f-856efc7ddb1f']",26,,,,,,,,,,,,,,,,,Liverpool,24,00:31:26.856,Pass,True
,,,,,,,,,,,,,,,,0.676741,,,,,,,,,,,,,452d14ef-214a-445f-bcdf-7b69f2dc1c65,3002,,"[75.7, 23.7]",3754275,76,,,,1.9782262,,Right Foot,,,,"[71.6, 33.2]",,Ground Pass,,10.34698,,,,Joe Allen,10931.0,,,,,,2,From Corner,James Philip Milner,3473.0,Left Wing,155,Liverpool,24,"['0ccb8971-5a76-445d-9ecd-b6774c031c4f', '83e8f13e-f3ea-4fdd-b8b9-e858b72be60e']",33,,,,,,,,,,,,,,,,,Liverpool,24,00:31:33.503,Pass,True
,,,,,,,,,,,,,,,,1.369662,,,,,,,,,,,,,79564384-95da-47c0-8d66-6e0731742f1a,3005,,"[73.8, 36.6]",3754275,76,,,,0.9201695,4c4e56cf-c1b2-49f1-96ec-e9c8145ab0e3,Right Foot,,,,"[84.0, 50.0]",,Ground Pass,,16.840427,,,,Roberto Firmino Barbosa de Oliveira,3535.0,True,,,,,2,From Corner,Joe Allen,10931.0,Right Center Midfield,155,Liverpool,24,['68e970b9-0a1f-4fb1-81ca-e5fc7362fc12'],36,,,,,,,,,,,,,,,,,Liverpool,24,00:31:36.019,Pass,
,,,,,,,,,,,,,,,,1.809959,,,,,,,,,,,,,fb7b99b1-a1c8-4c92-9fa8-4833741b18a8,3014,,"[82.6, 75.4]",3754275,76,,,,-2.415207,,Left Foot,,,,"[58.4, 53.9]",,Ground Pass,,32.371128,,,,Dejan Lovren,3471.0,,,,,,2,From Corner,Christian Benteke Liolo,3380.0,Center Forward,155,Liverpool,24,"['4b05895a-a214-41ef-b99c-16744fcf8eb3', '776f49bb-3fbd-4af6-bee3-a79ae2d7bf00']",45,,,,,,,,,,,,,,,,,Liverpool,24,00:31:45.115,Pass,True
,,,,,,,,,,,,,,,,1.424277,,,,,,,,,,,,,80533788-d591-42ac-a4ed-4a20d832d9f3,3017,,"[58.4, 53.7]",3754275,76,,,,-1.2298174,,Right Foot,,,,"[61.7, 44.4]",,Ground Pass,,9.868131,,,,Lucas Pezzini Leiva,7780.0,,,,,,2,From Corner,Dejan Lovren,3471.0,Right Center Back,155,Liverpool,24,['4bc713ed-730c-4e56-979c-6ac5a5b62ea7'],47,,,,,,,,,,,,,,,,,Liverpool,24,00:31:47.377,Pass,
,,,,,,,,,,,,,,,,2.163341,,,,,,,,,,,,,c2d0ac9c-cf25-4f42-9e30-0d836b16ed47,3020,,"[62.5, 44.4]",3754275,76,,,,-1.3916358,,Right Foot,,,,"[67.1, 19.0]",,Ground Pass,,25.813175,,,,Mamadou Sakho,3483.0,,,,,,2,From Corner,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,155,Liverpool,24,['9cd5b4b4-320f-4fd7-8bc3-461790dac541'],48,,,,,,,,,,,,,,,,,Liverpool,24,00:31:48.826,Pass,
,,,,,,,,,,,,,,,,1.81068,,,,,,,,,,,,,6e3a11ce-8735-4f3c-9618-b0d078d0df47,3023,,"[72.2, 12.7]",3754275,76,,,,-0.44777593,,Right Foot,,,,"[97.6, 0.5]",,Ground Pass,,28.178005,,,,Alberto Moreno Pérez,3515.0,,,,,,2,From Corner,Mamadou Sakho,3483.0,Left Center Back,155,Liverpool,24,['56ccaa92-22d0-4b4c-9216-713e0a3fed1a'],53,,,,,,,,,,,,,,,,,Liverpool,24,00:31:53.552,Pass,
,,,,,,,,,,,,,,,,1.068256,,,,,,,,,,,,,f19baa5d-c3d1-4c5f-9819-db1d79df1277,3026,,"[98.6, 1.1]",3754275,76,,,,1.3115864,,Left Foot,True,,,"[106.9, 32.4]",,High Pass,,32.381786,,Incomplete,,Adam David Lallana,4090.0,,,,,,2,From Corner,Alberto Moreno Pérez,3515.0,Left Back,155,Liverpool,24,"['333ad6a3-16ba-4e8c-805f-c677c0542017', 'a50f308e-a234-42d1-aa3e-5cceba1e7ac6']",57,,,,,,,,,,,,,,,,,Liverpool,24,00:31:57.283,Pass,
,,,,,,,,,,,,,,,,1.410142,,,,,,,,,,,,,40a8d90a-cd09-4a7d-98db-571409f56261,3040,,"[75.5, 47.0]",3754275,77,,,,0.92937636,,Right Foot,,,,"[87.0, 62.4]",,Ground Pass,,19.220041,,,,Nathaniel Edwin Clyne,4590.0,,,,,,2,From Corner,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,155,Liverpool,24,['d0f5ec59-e90c-4006-a1c3-440e90825959'],3,,,,,,,,,,,,,,,,,Liverpool,24,00:32:03.849,Pass,
,,,,,,,,,,,,,,,,2.547711,,,,,,,,,,,,,ea440a79-4f63-4d22-977f-5957e5e4edad,3043,,"[89.1, 62.4]",3754275,77,,,,-0.2046418,,Right Foot,,,,"[115.6, 56.9]",,Ground Pass,,27.064737,,,,Joe Allen,10931.0,,,,,,2,From Corner,Nathaniel Edwin Clyne,4590.0,Right Back,155,Liverpool,24,['9b8d5cf7-0ecb-4245-8b76-1fbddeffe3e2'],6,,,,,,,,,,,,,,,,,Liverpool,24,00:32:06.514,Pass,
,,,,,,,,,,,,,,,,0.493186,,,,,,,,,,,,,bd863832-c9e1-4e86-b9ab-7e7f79c6077e,3045,,"[116.7, 56.7]",3754275,77,,,,-1.6961855,,Right Foot,True,,,"[115.2, 44.8]",,Low Pass,,11.994165,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,2,From Corner,Joe Allen,10931.0,Right Center Midfield,155,Liverpool,24,['6570f98e-4591-4e51-8e4b-2439df11377c'],9,,,,,,,,,,,,,,,,,Liverpool,24,00:32:09.062,Pass,
,,,,,,,,,,,,,,,,3.711098,,,,,,,,,,,,,ba382622-40dc-40bd-bd24-6452cd2c2f44,3048,,"[7.0, 36.1]",3754275,77,True,,,0.58032227,,Right Foot,,,,"[67.4, 75.7]",,High Pass,,72.2241,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Kasper Schmeichel,3815.0,Goalkeeper,156,Leicester City,22,['01fedd2f-3fd3-4158-b022-3ee0cd08084f'],49,,,,,,,,,,,,,,,,,Leicester City,22,00:32:49.189,Pass,
,,,,,,,,,,,,,,,,3.103725,,,,,,,,,,,,,01fedd2f-3fd3-4158-b022-3ee0cd08084f,3049,,"[52.7, 4.4]",3754275,77,,,,0.058395073,,Right Foot,,,,"[85.2, 6.3]",,High Pass,,32.555492,,,,Christian Benteke Liolo,3380.0,,,,,Recovery,2,From Goal Kick,Alberto Moreno Pérez,3515.0,Left Back,156,Leicester City,22,"['0574a2b2-da16-4db6-937b-f4be54c29045', 'ba382622-40dc-40bd-bd24-6452cd2c2f44']",52,,,,,,,,,,,,,,,,,Liverpool,24,00:32:52.900,Pass,
,,,,,,,,,,,,,,,,1.482233,,,,,,,,,,,,,b0c594da-a0ca-4479-8c2a-1578bc2b37c6,3052,,"[87.2, 7.3]",3754275,77,,,True,2.9949262,,,,,,"[78.4, 8.6]",,High Pass,,8.895505,,Incomplete,,,,,,,,,2,From Goal Kick,Christian Benteke Liolo,3380.0,Center Forward,156,Leicester City,22,"['898089d3-c405-40e8-94db-3cce8d31e5f2', 'cd15b16c-5c17-43db-ae1b-0f977b46cc4a']",56,,,,,,,,,,,,,,,,,Liverpool,24,00:32:56.004,Pass,True
,,,,,,,,,,,,,,,,1.687956,,,,,,,,,,,,,e6b36677-ac87-482d-8b9e-b3520c9a3f12,3054,,"[52.5, 10.3]",3754275,78,,,,-0.31570834,,Head,,,,"[72.4, 3.8]",,High Pass,,20.93466,,Incomplete,,James Philip Milner,3473.0,,,,,Recovery,2,From Goal Kick,Mamadou Sakho,3483.0,Left Center Back,156,Leicester City,22,"['205a8427-c423-49fb-8ae6-c3bb387e9260', '58414d9d-ea05-4816-8565-5b4453785698']",0,,,,,,,,,,,,,,,,,Liverpool,24,00:33:00.928,Pass,
,,,,,,,,,,,,,,,,2.925078,,,,,,,,,,,,,5fc285d6-35f2-45c9-82ce-1cf94e32c137,3058,,"[48.9, 78.1]",3754275,78,,,,-0.6991926,,Right Foot,,,,"[79.7, 52.2]",,High Pass,,40.24239,,Incomplete,,Jamie Vardy,10960.0,,,,,,2,From Goal Kick,Danny Drinkwater,3662.0,Right Defensive Midfield,156,Leicester City,22,"['541e4a5f-622b-43fb-9cfb-9a8481822ecf', '60107f9b-6787-4e16-8288-5371862c902c']",4,,,,,,,,,,,,,,,,,Leicester City,22,00:33:04.525,Pass,
,,,,,,,,,,,,,,,,1.397187,,,,,,,,,,,,,bf3ffa44-7f1d-4a54-819c-9ac485a25f04,3062,,"[53.2, 80.0]",3754275,78,,,,-0.23962396,,,,,,"[70.8, 75.7]",,High Pass,,18.11767,,,,Shinji Okazaki,3810.0,,,,,Throw-in,2,From Throw In,Danny Simpson,3270.0,Right Back,157,Leicester City,22,['1548ff6b-dc5a-4fce-aef6-423de1b890d3'],53,,,,,,,,,,,,,,,,,Leicester City,22,00:33:53.723,Pass,
,,,,,,,,,,,,,,,,2.722316,,,,,,,,,,,,,0fcfce22-d4e8-42e6-aeed-f6425d68dee1,3067,,"[68.6, 75.7]",3754275,79,,,,-1.3882815,,Left Foot,,,,"[80.8, 9.6]",,High Pass,,67.21644,,,,Christian Fuchs,3812.0,,True,,,Free Kick,2,From Free Kick,Riyad Mahrez,3814.0,Right Midfield,158,Leicester City,22,['9dc698c4-ca2c-4df9-a069-cf094b240c19'],19,,,,,,,,,,,,,,,,,Leicester City,22,00:34:19.557,Pass,
,,,,,,,,,,,,,,,,1.332285,,,,,,,,,,,,,f4d2fc51-b95d-4833-8837-7498662e6a79,3070,,"[85.6, 8.6]",3754275,79,,,,0.19638851,,Left Foot,,,,"[104.7, 12.4]",,Low Pass,,19.474342,,Incomplete,,Jamie Vardy,10960.0,,,,,,2,From Free Kick,Christian Fuchs,3812.0,Left Back,158,Leicester City,22,"['d284f2f9-52eb-4207-b0c5-24bd6f61ea2f', 'e010d818-8b17-4efe-a7da-6422ae7555f6']",24,,,,,,,,,,,,,,,,,Leicester City,22,00:34:24.719,Pass,
,,,,,,,,,,,,,,,,1.238041,,,,,,,,,,,,,3fd9c184-b235-4c13-b913-442bc21b5431,3073,,"[101.8, 0.1]",3754275,79,,,,1.5120405,,,,,,"[103.3, 25.6]",,High Pass,,25.544079,,Incomplete,,Shinji Okazaki,3810.0,,,,,Throw-in,2,From Throw In,Christian Fuchs,3812.0,Left Back,159,Leicester City,22,"['3f7cbc87-45f6-4d1c-b270-aa0a6cad21a8', '5e6529c6-7ed9-466f-b4ad-4e545ed50049']",41,,,,,,,,,,,,,,,,,Leicester City,22,00:34:41.098,Pass,
,,,,,,,,,,,,,,,,1.51503,,,,,,,,,,,,,3f7cbc87-45f6-4d1c-b270-aa0a6cad21a8,3075,,"[16.8, 54.5]",3754275,79,,,,0.0656948,,Head,,,,"[32.0, 55.5]",,Low Pass,,15.23286,,Incomplete,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,Recovery,2,From Throw In,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,159,Leicester City,22,"['0430efee-1598-4319-a144-823146f68f31', '3fd9c184-b235-4c13-b913-442bc21b5431', '8f68858b-5f4d-4832-a6b1-38232e92160b']",42,,,,,,,,,,,,,,,,,Liverpool,24,00:34:42.336,Pass,
,,,,,,,,,,,,,,,,2.109656,,,,,,,,,,,,,540a0634-3a41-4968-947e-1f4941de5623,3080,,"[80.7, 17.3]",3754275,79,,,,1.3644724,,Right Foot,,,,"[89.7, 60.3]",,High Pass,,43.931767,,Incomplete,,Riyad Mahrez,3814.0,,True,,,,2,From Throw In,N''Golo Kanté,3961.0,Left Defensive Midfield,159,Leicester City,22,"['2d4b81a9-36d7-4c10-92bf-79d4636015ab', 'c60ed760-b668-4cfe-8758-9d41c2e65078']",46,,,,,,,,,,,,,,,,,Leicester City,22,00:34:46.356,Pass,
,,,,,,,,,,,,,,,,1.067686,,,,,,,,,,,,,2d4b81a9-36d7-4c10-92bf-79d4636015ab,3082,,"[30.4, 19.8]",3754275,79,,,,1.0688194,,Head,,,,"[45.0, 46.4]",,High Pass,,30.343369,,Incomplete,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,Recovery,2,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,159,Leicester City,22,"['417323a4-a712-4ded-907e-9e7507bec47b', '540a0634-3a41-4968-947e-1f4941de5623', 'abe66965-1979-498d-a9ad-c28602e58b2f']",48,,,,,,,,,,,,,,,,,Liverpool,24,00:34:48.466,Pass,
,,,,,,,,,,,,,,,,3.669816,,,,,,,,,,,,,abe66965-1979-498d-a9ad-c28602e58b2f,3084,,"[75.1, 33.7]",3754275,79,,,,-1.0441691,,Head,,,,"[87.6, 12.2]",,High Pass,,24.86966,,Incomplete,,Demarai Gray,3312.0,,,,,Recovery,2,From Throw In,Danny Drinkwater,3662.0,Right Defensive Midfield,159,Leicester City,22,"['2d4b81a9-36d7-4c10-92bf-79d4636015ab', 'b0af9489-bc5f-4507-bc7b-e785f63ea585', 'f2933444-80d3-4ada-b846-7b38ca44615e']",49,,,,,,,,,,,,,,,,,Leicester City,22,00:34:49.534,Pass,
,,,,,,,,,,,,,,,,0.837675,,,,,,,,,,,,,f2933444-80d3-4ada-b846-7b38ca44615e,3086,,"[32.5, 67.9]",3754275,79,,,,0.4667436,,Right Foot,,,,"[45.4, 74.4]",,Ground Pass,,14.445068,,,,Joe Allen,10931.0,,,,,Recovery,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,160,Liverpool,24,"['abe66965-1979-498d-a9ad-c28602e58b2f', 'c6ed4d1f-e3db-47dc-9848-0e06ec0ca834']",53,,,,,,,,,,,,,,,,,Liverpool,24,00:34:53.204,Pass,
,,,,,,,,,,,,,,,,0.768971,,,,,,,,,,,,,f68e7a0a-2b75-4a8b-aca2-b4d59216a9d6,3090,,"[44.4, 75.6]",3754275,79,,,,-3.0623937,,Left Foot,,,,"[31.8, 74.6]",,Ground Pass,,12.63962,,,,Nathaniel Edwin Clyne,4590.0,,,,,,2,Regular Play,Joe Allen,10931.0,Right Center Midfield,160,Liverpool,24,"['b694aaa8-8a36-41cc-94c2-9885d9063873', 'b8f2671a-fad8-4c98-9753-970696e0db18']",56,,,,,,,,,,,,,,,,,Liverpool,24,00:34:56.973,Pass,True
,,,,,,,,,,,,,,,,2.429908,,,,,,,,,,,,,6dfad62b-288c-4257-a598-93dd0b9c52fe,3094,,"[31.4, 75.2]",3754275,79,,,,-0.5448037,,Right Foot,,,,"[68.2, 52.9]",,High Pass,,43.029408,,,,Christian Benteke Liolo,3380.0,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,160,Liverpool,24,"['b656db4d-eb1a-4d4b-9ec3-f0caff1101b7', 'eed14644-3b85-4fe8-ae47-0ac58cda52cf']",57,,,,,,,,,,,,,,,,,Liverpool,24,00:34:57.763,Pass,True
,,,,,,,,,,,,,,,,2.342629,,,,,,,,,,,,,f8b6bbec-706c-4441-8292-ad5c27c1cf59,3097,,"[67.8, 53.1]",3754275,80,,,True,-1.2453004,,,,,,"[73.2, 37.1]",,Low Pass,,16.88668,,Incomplete,,James Philip Milner,3473.0,,,,,,2,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,160,Liverpool,24,"['1fbc99c2-9f0f-41f9-9221-b4401a5d9628', 'c3dcb166-b6ac-46d5-85fc-95f1a3d4b86f', 'e251494d-707c-4917-9f86-924e02d6b001']",0,,,,,,,,,,,,,,,,,Liverpool,24,00:35:00.193,Pass,True
,,,,,,,,,,,,,,,,0.95285,,,,,,,,,,,,,c3dcb166-b6ac-46d5-85fc-95f1a3d4b86f,3099,,"[46.9, 43.0]",3754275,80,,,,-0.4038598,,Right Foot,,,,"[58.6, 38.0]",,High Pass,,12.7236,,,,Danny Drinkwater,3662.0,,,,,Recovery,2,From Counter,Wes Morgan,3813.0,Right Center Back,161,Leicester City,22,"['f8b6bbec-706c-4441-8292-ad5c27c1cf59', 'fa3e31f4-30f4-47c4-829f-95a164644762']",2,,,,,,,,,,,,,,,,,Leicester City,22,00:35:02.536,Pass,
,,,,,,,,,,,,,,,,1.693033,,,,,,,,,,,,,66a79113-7bea-466c-8bde-818ba109bc36,3102,,"[58.6, 37.4]",3754275,80,,,True,0.24497867,,,,,,"[67.4, 39.6]",,High Pass,,9.070832,,,,Riyad Mahrez,3814.0,,,,,,2,From Counter,Danny Drinkwater,3662.0,Right Defensive Midfield,161,Leicester City,22,"['21523dc4-c1d8-4e37-9adb-798946f97a62', 'f1793f28-7aff-4c9c-bacc-1a9162306c9d']",3,,,,,,,,,,,,,,,,,Leicester City,22,00:35:03.529,Pass,True
,,,,,,,,,,,,,,,,2.787965,,,,,,,,,,,,,9fb74271-76de-4446-98aa-2f2fa7b09258,3106,,"[70.8, 35.7]",3754275,80,,,,-1.5245864,,Left Foot,,,,"[72.4, 1.1]",,Low Pass,,34.636974,,Out,,Demarai Gray,3312.0,,,,,,2,From Counter,Riyad Mahrez,3814.0,Right Midfield,161,Leicester City,22,['e90668ee-c845-4c00-b01a-41c9c87be442'],6,,,,,,,,,,,,,,,,,Leicester City,22,00:35:06.316,Pass,
,,,,,,,,,,,,,,,,2.399999,,,,,,,,,,,,,8f7b577e-779f-4fe4-8e0e-ed303022bca3,3108,,"[44.6, 80.0]",3754275,80,,,,-2.4629302,,,,,,"[26.0, 65.0]",,Low Pass,,23.89477,,,,Dejan Lovren,3471.0,,,,,Throw-in,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,162,Liverpool,24,['7ca57dd6-85cf-4393-a044-cd670e20dd14'],15,,,,,,,,,,,,,,,,,Liverpool,24,00:35:15.471,Pass,
,,,,,,,,,,,,,,,,1.999998,,,,,,,,,,,,,c975745f-95bd-44ad-83cd-6d487e4963b0,3110,,"[23.5, 64.2]",3754275,80,,,,-2.550048,,Right Foot,,,,"[4.0, 51.1]",,Ground Pass,,23.491701,,,,Simon Mignolet,3539.0,,,,,,2,From Throw In,Dejan Lovren,3471.0,Right Center Back,162,Liverpool,24,['371a2014-f7b1-4e3b-b54f-a467750d0bb5'],17,,,,,,,,,,,,,,,,,Liverpool,24,00:35:17.871,Pass,
,,,,,,,,,,,,,,,,1.531898,,,,,,,,,,,,,7b7f8c77-2180-41ae-a445-dd0d6ffd9867,3114,,"[3.6, 50.9]",3754275,80,,,,1.5412691,,Right Foot,,,,"[4.3, 74.6]",,Ground Pass,,23.710335,,,,Dejan Lovren,3471.0,,,,,,2,From Throw In,Simon Mignolet,3539.0,Goalkeeper,162,Liverpool,24,"['48128553-840b-465f-abba-e722b27831c4', 'f2d46487-dd91-4ec9-b6f7-b0343d8672e2']",20,,,,,,,,,,,,,,,,,Liverpool,24,00:35:20.505,Pass,True
,,,,,,,,,,,,,,,,3.001328,,,,,,,,,,,,,fac28cc7-0fc2-4c80-a006-83a5e5e06c03,3118,,"[5.3, 75.8]",3754275,80,,,,-0.059102684,,Right Foot,,,,"[56.0, 72.8]",,High Pass,,50.78868,,Incomplete,,,,,,,,,2,From Throw In,Dejan Lovren,3471.0,Right Center Back,162,Liverpool,24,"['55b191cd-1a3a-41df-8692-7b55cda05593', 'd6cd0a03-7511-4774-bd32-138b67bb1b13']",23,,,,,,,,,,,,,,,,,Liverpool,24,00:35:23.776,Pass,True
