bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab2044c7-e4ff-4653-987d-6b1c70b1386d,2162,,"[91.2, 2.6]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sung-Yeung Ki,3605.0,Left Center Midfield,103,Swansea City,26,['41798763-4b90-4644-80bf-5417bd8a4309'],1,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:01.276,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea873481-0585-48cb-bf9d-2254d2b2082a,2166,,"[98.0, 14.8]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Neil Taylor,9627.0,Left Back,103,Swansea City,26,"['666a95b2-06d4-43c3-89db-5e7fa4f1db59', 'c2e9e427-cc59-4c31-9c1e-990f9b09355e']",3,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:03.062,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be41c614-7af2-4bdb-bf07-bcf8ff66a968,2173,,"[29.5, 77.8]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Left Wing,103,Swansea City,26,['91c7b0dd-b43f-47e9-892a-ccc406b2f693'],7,,,,,,,,,,,,,,,,,,Liverpool,24,00:03:07.421,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,095f6104-72e5-4edc-be11-08ba7fc8345d,2182,,"[84.4, 27.5]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,André Ayew Pelé,3347.0,Left Midfield,103,Swansea City,26,['3b52e047-945d-48c5-a0a5-7c18ccd18349'],14,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:14.524,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0c2e511-1170-4767-bc41-a019a59cb794,2184,,"[72.2, 39.8]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,103,Swansea City,26,['c2257d6c-c72f-450c-b961-050dfe922bcd'],17,,,,,,,,,,,,,,,,,,Liverpool,24,00:03:17.847,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92c995d9-9f57-4449-966c-c0484751c4e7,2186,,"[17.0, 39.3]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Łukasz Fabiański,3262.0,Goalkeeper,103,Swansea City,26,['ec87b5c1-d23c-45e2-82f4-7f3996fdb6e1'],19,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:19.994,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78b4ec20-aa1d-4e33-8e12-e471da4d3699,2188,,"[27.7, 24.5]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ashley Williams,3644.0,Left Center Back,103,Swansea City,26,['7c85dc8c-9a7b-4352-8e3c-2be2e6d98bf3'],21,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:21.951,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9eba12de-ab36-4191-af7d-ffaf94547770,2190,,"[57.9, 69.2]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kyle Naughton,3340.0,Right Back,103,Swansea City,26,['e2187b7e-3298-4944-8bd0-5838965c975e'],33,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:33.257,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a14e90d0-4c2e-4bce-b172-57d7e568eb34,2193,,"[77.1, 64.0]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wayne Routledge,3449.0,Right Midfield,103,Swansea City,26,['cd5dbf7e-a668-472a-8c64-5a454752b85d'],35,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:35.790,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1706588-14e0-475c-9c9f-f57372eb94d0,2196,,"[61.5, 59.1]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gylfi Þór Sigurðsson,3944.0,Right Center Midfield,103,Swansea City,26,['cb02bc60-9502-438f-a11c-16b092ee620e'],36,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:36.597,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d6befc0-09e6-4aa6-9ff9-9df061ebad54,2199,,"[71.9, 80.0]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kyle Naughton,3340.0,Right Back,103,Swansea City,26,['c468249d-8e76-4fea-8492-ac46180d4d72'],38,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:38.369,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5688c90-438e-4a76-ad9f-28bfd0e91635,2202,,"[88.8, 64.3]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wayne Routledge,3449.0,Right Midfield,103,Swansea City,26,['b9a6f765-e000-4039-abcc-f360f6d0a5d7'],40,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:40.391,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4685ce82-40f5-4b89-8cd5-509d4955fddf,2214,,"[75.6, 67.4]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leon Britton,4631.0,Center Defensive Midfield,103,Swansea City,26,['2fbf0acc-1321-42de-9ef1-d2a9a4bebd0a'],47,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:47.502,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d54aa6e5-49fa-4e5e-8d14-355cf295ec9d,2217,,"[71.6, 50.4]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sung-Yeung Ki,3605.0,Left Center Midfield,103,Swansea City,26,['ba952325-f365-4dd6-be03-162c13eb97e6'],48,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:48.734,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a03969e8-3de8-43e2-b0e2-c200da6e6df3,2220,,"[84.6, 78.6]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kyle Naughton,3340.0,Right Back,103,Swansea City,26,['5852eff0-bb0d-47b2-b55b-1a95877f4cf3'],53,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:53.252,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc1db199-4e63-4349-a386-82d284a6db07,2225,,"[113.8, 53.1]",3754047,48,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Éderzito António Macedo Lopes,15996.0,Center Forward,103,Swansea City,26,"['1b1a0f35-db47-4a0a-8042-d6c4ac5af7eb', '72a13b20-bbf2-41a6-8290-62b0341663a9']",58,,,,,,,,,,,,,,,,,,Swansea City,26,00:03:58.628,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bdc75bd5-ec2f-4237-bece-fb0e0e3a6aa3,2228,,"[111.2, 61.4]",3754047,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wayne Routledge,3449.0,Right Midfield,103,Swansea City,26,['a7c2f7e8-5974-480b-b925-27bc77efd180'],2,,,,,,,,,,,,,,,,,,Swansea City,26,00:04:02.107,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e1c0379-efc7-48b5-9c6b-a941af3cb86f,2231,,"[112.2, 46.3]",3754047,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Éderzito António Macedo Lopes,15996.0,Center Forward,103,Swansea City,26,['740d7cdd-2fec-4436-93f9-e6112fda5d09'],2,,,,,,,,,,,,,,,,,,Swansea City,26,00:04:02.990,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08fefd35-7788-4bb4-b9ca-08d78eec876d,2237,,"[93.8, 36.7]",3754047,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sung-Yeung Ki,3605.0,Left Center Midfield,103,Swansea City,26,['20564f76-e6d0-4ced-b001-5d2932063bc5'],6,,,,,,,,,,,,,,,,,,Swansea City,26,00:04:06.193,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17ee719d-72ea-48f4-94df-79693aa13049,2241,,"[26.9, 42.4]",3754047,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Emre Can,3493.0,Center Defensive Midfield,104,Liverpool,24,['30fe1f3d-b02b-4e94-a505-dda123ca216e'],26,,,,,,,,,,,,,,,,,,Liverpool,24,00:04:26.746,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e048a5dc-e177-49c6-af18-9a74ca4a6717,2243,,"[27.1, 26.0]",3754047,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Dejan Lovren,3471.0,Left Center Back,104,Liverpool,24,['39837075-5033-4828-85c8-87275f0b08db'],28,,,,,,,,,,,,,,,,,,Liverpool,24,00:04:28.783,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd52cbf3-f624-42f1-bb5e-329af2401408,2245,,"[49.5, 57.7]",3754047,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Martin Škrtel,18872.0,Right Center Back,104,Liverpool,24,['4a77b035-c1d3-4556-b808-e84128395da0'],38,,,,,,,,,,,,,,,,,,Liverpool,24,00:04:38.011,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8ec4eed-667f-4e05-97da-861dd884e41a,2248,,"[76.8, 77.8]",3754047,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jordon Ibe,3635.0,Right Wing,104,Liverpool,24,['42950860-c159-427d-b1e4-997509f2a4aa'],41,,,,,,,,,,,,,,,,,,Liverpool,24,00:04:41.828,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697be41b-9497-4ee9-8c8b-b7d3880316e1,2253,,"[50.8, 67.9]",3754047,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martin Škrtel,18872.0,Right Center Back,105,Liverpool,24,['8e8903d4-4e3b-4506-b4a2-74618fb0fe61'],52,,,,,,,,,,,,,,,,,,Liverpool,24,00:04:52.398,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7e50012-a4e1-42c2-88b2-f551ad97003f,2256,,"[54.2, 40.3]",3754047,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Dejan Lovren,3471.0,Left Center Back,105,Liverpool,24,['b9f51852-ceff-4a25-9cfb-3c12cbfd709b'],55,,,,,,,,,,,,,,,,,,Liverpool,24,00:04:55.860,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4339684f-7373-44ab-88df-3732993f5038,2259,,"[110.1, 55.1]",3754047,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Christian Benteke Liolo,3380.0,Center Forward,105,Liverpool,24,['828de1d6-e512-4d6e-9330-88515478dd55'],1,,,,,,,,,,,,,,,,,,Liverpool,24,00:05:01.535,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95723bf8-0d65-488d-b00e-2751a5dc96a0,2267,,"[48.7, 10.4]",3754047,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Éderzito António Macedo Lopes,15996.0,Center Forward,106,Liverpool,24,['448bf5e9-bbfa-4c3c-98fd-b3a9512f813b'],40,,,,,,,,,,,,,,,,,,Swansea City,26,00:05:40.962,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d818bbbb-2be1-4292-a5be-604b78442862,2269,,"[71.4, 69.2]",3754047,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emre Can,3493.0,Center Defensive Midfield,107,Liverpool,24,['122dc8ad-b957-4f42-a111-ada8b9b972a7'],48,,,,,,,,,,,,,,,,,,Liverpool,24,00:05:48.297,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a737f15-3e9f-45a3-b45a-4ca0b43ab645,2273,,"[66.9, 77.8]",3754047,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,107,Liverpool,24,['f8a0524e-2980-4398-8fc7-4f5241410804'],49,,,,,,,,,,,,,,,,,,Liverpool,24,00:05:49.722,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415e2978-7ad1-4c41-9e44-3a4bf28b3d36,2276,,"[49.2, 62.9]",3754047,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emre Can,3493.0,Center Defensive Midfield,107,Liverpool,24,['ee7454f3-5a89-4289-b040-63460c5fce50'],51,,,,,,,,,,,,,,,,,,Liverpool,24,00:05:51.970,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4433378d-3ebb-4597-92d6-7d3dfc9472cb,2279,,"[57.5, 32.5]",3754047,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Dejan Lovren,3471.0,Left Center Back,107,Liverpool,24,['ddd266ae-8c56-4d2b-b747-ceef0c5a6010'],55,,,,,,,,,,,,,,,,,,Liverpool,24,00:05:55.718,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d78f5c4-2d28-43e9-b302-63222f86973b,2282,,"[70.9, 3.1]",3754047,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordon Ibe,3635.0,Right Wing,107,Liverpool,24,['097c8f81-22e4-4417-94a6-3b7a773efe28'],58,,,,,,,,,,,,,,,,,,Liverpool,24,00:05:58.539,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a19f59e-a512-43f9-8eb9-05a08a578fb7,2285,,"[91.2, 16.6]",3754047,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adam David Lallana,4090.0,Left Center Midfield,107,Liverpool,24,['58f2db5f-a41b-4529-83e0-5b2707eef41d'],2,,,,,,,,,,,,,,,,,,Liverpool,24,00:06:02.922,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5da36c8-ba89-4f9f-9bc8-7752495081ca,2292,,"[84.9, 19.5]",3754047,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Roberto Firmino Barbosa de Oliveira,3535.0,Left Wing,107,Liverpool,24,['d1ae6fa9-56f2-4a66-9e6f-2271ca68d8da'],6,,,,,,,,,,,,,,,,,,Liverpool,24,00:06:06.412,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e40dcb2-f1de-4547-9bdf-f77c3281ed74,2296,,"[69.0, 18.1]",3754047,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emre Can,3493.0,Center Defensive Midfield,107,Liverpool,24,['baea232b-11c3-4ee8-b315-e45d94dc3d2f'],12,,,,,,,,,,,,,,,,,,Liverpool,24,00:06:12.114,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21393aee-f676-49fd-8997-2c700db1d0c7,2298,,"[78.1, 2.6]",3754047,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,107,Liverpool,24,['045926ef-f594-4241-a9cd-61f4a8c50f1e'],13,,,,,,,,,,,,,,,,,,Liverpool,24,00:06:13.481,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01060476-4b5f-4657-a919-e20590feab8b,2301,,"[94.0, 3.9]",3754047,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordon Ibe,3635.0,Right Wing,107,Liverpool,24,['5948cbd5-424c-4627-8eaf-e3b3294b1f19'],15,,,,,,,,,,,,,,,,,,Liverpool,24,00:06:15.623,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750e60d8-58ec-4d5f-a327-3e7560647d1f,2306,,"[111.4, 40.0]",3754047,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Martin Škrtel,18872.0,Right Center Back,108,Liverpool,24,['9df4b966-f7c9-4983-8f19-ca295d37ca8a'],48,,,,,,,,,,,,,,,,,,Liverpool,24,00:06:48.598,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76756b95-6255-42bd-9d3b-a12c17bb09ef,2308,,"[103.4, 27.8]",3754047,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Adam David Lallana,4090.0,Left Center Midfield,108,Liverpool,24,['a9b25484-587b-43d3-93a2-ae2e59e3f10e'],50,,,,,,,,,,,,,,,,,,Liverpool,24,00:06:50.541,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fe6ee68-2c82-4f3c-9365-66eac4b33e94,2315,,"[91.6, 10.7]",3754047,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alberto Moreno Pérez,3515.0,Left Back,108,Liverpool,24,['b18a4630-f137-4fd3-ad15-501ce3c43dee'],56,,,,,,,,,,,,,,,,,,Liverpool,24,00:06:56.614,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a74212b4-04ea-4a38-9f70-6d8d5d08dbc3,2318,,"[91.9, 16.8]",3754047,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Adam David Lallana,4090.0,Left Center Midfield,108,Liverpool,24,['c347c85a-3811-4009-b56d-382c07642e34'],57,,,,,,,,,,,,,,,,,,Liverpool,24,00:06:57.568,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bd604fc-1487-4124-836e-e96e2aee2741,2321,,"[111.6, 42.9]",3754047,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Dejan Lovren,3471.0,Left Center Back,108,Liverpool,24,['b390ca89-528e-4143-9291-8f84ab276415'],1,,,,,,,,,,,,,,,,,,Liverpool,24,00:07:01.593,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97fd4d15-a584-40b1-9df5-64da0be878b0,2327,,"[61.5, 73.9]",3754047,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Wayne Routledge,3449.0,Right Midfield,109,Swansea City,26,['b2dcf49d-c6d1-47a0-a77e-4c6dc80695bf'],37,,,,,,,,,,,,,,,,,,Swansea City,26,00:08:37.414,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ec6ee38-1524-4bec-b261-6537e2d6da3f,2341,,"[58.1, 2.8]",3754047,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Left Wing,110,Liverpool,24,['9065706c-58b2-4ce6-aaf0-f1a5ae8777c2'],42,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:42.703,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8a3b889-5752-4277-996b-0e998124f72a,2344,,"[49.0, 3.9]",3754047,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,110,Liverpool,24,['746f196c-a52b-407f-83df-634da39958fa'],43,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:43.628,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07ceefe0-ba4d-4456-aa8d-7ec9172ac7f4,2346,,"[64.8, 8.3]",3754047,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adam David Lallana,4090.0,Left Center Midfield,110,Liverpool,24,['c9921a39-05c3-4394-bc3b-68b463469be6'],45,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:45.212,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21e1e412-f35a-45a8-9e00-2bc09ab0932d,2349,,"[70.3, 1.0]",3754047,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Left Wing,110,Liverpool,24,['37e43f02-4300-42a3-b1ac-a50a71139b05'],46,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:46.600,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f9d8c31-8c66-4cee-84e8-ea06e275a9f0,2352,,"[69.8, 24.9]",3754047,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emre Can,3493.0,Center Defensive Midfield,110,Liverpool,24,['8b13cbab-184e-4756-bada-30e892b108cd'],49,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:49.631,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a74ea862-00f5-4d02-912b-e7584cd6bf69,2355,,"[85.4, 75.9]",3754047,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordon Ibe,3635.0,Right Wing,110,Liverpool,24,['967a8bec-8f86-4c77-bae8-a43859c98f1f'],54,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:54.328,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b1fe4ee-fa80-4284-8509-5a2cd70e94c5,2357,,"[77.3, 69.7]",3754047,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,110,Liverpool,24,['7fb44774-814f-4e43-b1ff-e51437561305'],55,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:55.509,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c92e360-aded-4f4b-9d92-51961b8d537d,2361,,"[96.8, 74.9]",3754047,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordon Ibe,3635.0,Right Wing,110,Liverpool,24,['8f83bbff-640d-4baa-8c14-5ffaba5e96c9'],57,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:57.158,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc527b9d-9630-48ee-b9b3-4680b7ac8c6b,2372,,"[91.4, 24.5]",3754047,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Éderzito António Macedo Lopes,15996.0,Center Forward,111,Swansea City,26,['952b37e7-c3c9-4779-86da-43b5df1d6716'],30,,,,,,,,,,,,,,,,,,Swansea City,26,00:09:30.315,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d06934c5-1529-4049-8874-9651dd621a2c,2375,,"[34.4, 53.0]",3754047,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emre Can,3493.0,Center Defensive Midfield,112,Liverpool,24,['6ada2a69-1ef8-4c2a-9a40-7543888321aa'],31,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:31.295,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2ee6705-15c4-412f-8013-8f766bebd451,2379,,"[27.6, 67.6]",3754047,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,112,Liverpool,24,"['116f7eb5-e887-4f6e-aea1-4efa0126e0b7', '51208c95-e58a-418f-bd5d-22e2ba80678c']",33,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:33.793,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e8348c2-bb3a-413f-b3fd-74003f17a4a3,2382,,"[54.7, 61.6]",3754047,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Left Wing,112,Liverpool,24,['8d1dc482-93e0-4c2c-8511-3de1817c3dc0'],36,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:36.639,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1445720-6284-423b-8e32-f9389db44bc7,2385,,"[58.3, 52.6]",3754047,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adam David Lallana,4090.0,Left Center Midfield,112,Liverpool,24,['a50f6b3b-5687-4281-aa1c-302c08279ed4'],38,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:38.155,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdd41d8c-b660-461e-84db-a19c7dd283e8,2389,,"[84.4, 27.6]",3754047,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Left Wing,112,Liverpool,24,['1488b8f8-8d59-4257-a1d3-67a1aa6b3d1f'],44,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:44.154,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8af64ee4-5e99-47e6-96bc-ab4034c3add2,2392,,"[103.1, 20.5]",3754047,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,112,Liverpool,24,['b82ade0c-1477-49b7-8366-ce0f7483ed1c'],46,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:46.010,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ad89eeb-3ae3-4301-855c-2012c7f5c45b,2398,,"[61.2, 9.6]",3754047,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emre Can,3493.0,Center Defensive Midfield,112,Liverpool,24,['2c103713-880e-44fe-96f2-16829be82284'],58,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:58.260,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c7bd8ac-4ada-4e3e-8116-e8ede1927d5a,2400,,"[52.4, 0.1]",3754047,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dejan Lovren,3471.0,Left Center Back,112,Liverpool,24,['c8e48e1d-da0e-4061-85b3-fb913a9843d9'],59,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:59.733,Ball Receipt*,
