ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977c568-d01b-4a4f-9a6f-863895919d27,432,,,"[97.1, 64.8]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordon Ibe,3635.0,Right Wing,20,Liverpool,24,['02941ca9-bedc-445b-b092-9b2625e7e92f'],20,,,,,,,,,,,,,,,,Liverpool,24,00:11:20.136,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f864e5a-9157-4791-85e4-aea76e14da31,435,,,"[65.2, 50.8]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Left Defensive Midfield,20,Liverpool,24,['09489240-98e8-4eaa-a696-f5fb4c755b09'],24,,,,,,,,,,,,,,,,Liverpool,24,00:11:24.121,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39184a19-5448-4e32-9a60-ffc62ce0d696,438,,,"[44.9, 39.1]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mamadou Sakho,3483.0,Left Center Back,20,Liverpool,24,"['0e9e61f8-8dbf-47d7-a416-150f854346e6', '2cea0ab3-f81a-4a5b-8556-39b2ff08f9a7']",27,,,,,,,,,,,,,,,,Liverpool,24,00:11:27.130,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b06cc596-8711-42c7-a49f-c88af355360e,441,,,"[10.4, 43.4]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Simon Mignolet,3539.0,Goalkeeper,20,Liverpool,24,"['2cea0ab3-f81a-4a5b-8556-39b2ff08f9a7', 'f6562f72-0a13-49bb-a787-0838ed124742']",29,,,,,,,,,,,,,,,,Liverpool,24,00:11:29.137,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,085058cd-120c-4d20-bf2c-faa97522e6e8,444,,,"[47.4, 61.5]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emre Can,3493.0,Right Defensive Midfield,20,Liverpool,24,['5eb96faa-628b-4cf4-9304-20b3efefeb95'],33,,,,,,,,,,,,,,,,Liverpool,24,00:11:33.204,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e18a292f-7446-4445-8bf3-4061e2daf9e5,446,,,"[65.6, 66.4]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordon Ibe,3635.0,Right Wing,20,Liverpool,24,['422686ce-72ac-4eac-a044-3929befaf44c'],34,,,,,,,,,,,,,,,,Liverpool,24,00:11:34.599,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48e8d73d-1de4-4480-b0ec-de4a2e2ea9da,454,,,"[64.5, 15.8]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,21,West Ham United,40,['498a8e07-6831-49ec-b4a9-76e63a5f3d1e'],38,,,,,,,,,,,,,,,,West Ham United,40,00:11:38.314,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24f9578c-74ab-4961-a103-e8ac59cb84aa,458,,,"[92.7, 25.0]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Michail Antonio,3349.0,Right Midfield,21,West Ham United,40,['a21a2082-a039-499e-8f64-337ab05b4b80'],41,,,,,,,,,,,,,,,,West Ham United,40,00:11:41.990,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86631e6a-b560-4834-a163-186217f2b782,462,,,"[80.6, 5.3]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Lanzini,3595.0,Left Midfield,21,West Ham United,40,['60b3403c-29a9-445e-92be-fe0480e72f51'],44,,,,,,,,,,,,,,,,West Ham United,40,00:11:44.409,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793c2f77-3052-49cb-b5c2-0b1f69b7b64d,467,,,"[75.2, 12.5]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,21,West Ham United,40,"['81ac6275-d5ac-4dbb-89f7-f9dbc48920f4', '8282791a-2ba1-4036-8a6a-20bbe4def66e']",46,,,,,,,,,,,,,,,,West Ham United,40,00:11:46.351,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ad85817-c04c-479a-adba-1fd60b1ccc3e,471,,,"[84.1, 17.0]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Enner Remberto Valencia Lastra,28559.0,Left Center Forward,21,West Ham United,40,"['0ffb560d-736c-4692-9ea3-334d922e1c93', '14753fad-a43d-4a57-ad39-b3c0a3aedd8e']",47,,,,,,,,,,,,,,,,West Ham United,40,00:11:47.029,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0c05717-d6b6-475e-9409-c7320b7b8af8,474,,,"[86.9, 8.4]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Lanzini,3595.0,Left Midfield,21,West Ham United,40,['faf35eca-ec49-435e-b34b-421059461f76'],47,,,,,,,,,,,,,,,,West Ham United,40,00:11:47.727,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b553d15f-9178-45d3-85b8-977a4076e8d9,477,,,"[102.8, 4.6]",3754251,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,21,West Ham United,40,['9f73b62b-d718-4fee-9d9b-a7a54be48b9a'],50,,,,,,,,,,,,,,,,West Ham United,40,00:11:50.990,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f01743d8-3001-4a5d-94e8-43b79d3efe54,485,,,"[104.4, 6.1]",3754251,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Manuel Lanzini,3595.0,Left Midfield,22,West Ham United,40,['cbf02025-597f-4424-93ae-182a5b67915a'],4,,,,,,,,,,,,,,,,West Ham United,40,00:12:04.652,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e6bf5b1-1041-4f85-9f81-2eb8ed9ca203,490,,,"[112.4, 4.7]",3754251,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aaron Cresswell,3062.0,Left Back,22,West Ham United,40,['7d75c15e-b7b9-406e-a0fe-f1a31162a7b5'],6,,,,,,,,,,,,,,,,West Ham United,40,00:12:06.952,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cca91655-a5f6-40fe-b503-c54e153ec671,494,,,"[109.8, 42.9]",3754251,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andy Carroll,4271.0,Right Center Forward,22,West Ham United,40,['c70b3f23-c68c-4eea-af86-fc2627b04772'],11,,,,,,,,,,,,,,,,West Ham United,40,00:12:11.066,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a8b38f7-34f9-40f1-94c1-d63039ad7ba2,499,,,"[23.1, 28.0]",3754251,12,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Emre Can,3493.0,Right Defensive Midfield,24,Liverpool,24,['80883555-d0bc-4ba0-8045-88375f531887'],21,,,,,,,,,,,,,,,,Liverpool,24,00:12:21.840,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffc2208a-858a-4b5f-85e5-9fb972d5cc2a,501,,,"[65.2, 55.9]",3754251,12,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,25,Liverpool,24,['3d7972ff-47eb-4ecf-963b-65567a3122dd'],25,,,,,,,,,,,,,,,,Liverpool,24,00:12:25.765,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a259bd23-067e-4553-a276-830c7c02685e,505,,,"[56.2, 36.2]",3754251,12,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Left Defensive Midfield,26,Liverpool,24,['8e9a911a-f5cf-4d47-a987-d8f4066140b3'],29,,,,,,,,,,,,,,,,Liverpool,24,00:12:29.696,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d6a0eaa-63d1-4f8d-8c17-fa49c6919e36,508,,,"[88.9, 3.5]",3754251,12,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,27,Liverpool,24,['f3281a0d-dbbb-45f3-a104-9b55e6a28469'],33,,,,,,,,,,,,,,,,Liverpool,24,00:12:33.686,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7ec3134-d4bb-49aa-9684-a62980b5e226,515,,,"[61.9, 63.8]",3754251,12,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andy Carroll,4271.0,Right Center Forward,27,Liverpool,24,['cc39e86a-b15d-44b8-8080-fa77d40c5d7c'],40,,,,,,,,,,,,,,,,West Ham United,40,00:12:40.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0cb8203-2083-4752-ad01-34f3108a644c,521,,,"[56.0, 40.9]",3754251,12,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emre Can,3493.0,Right Defensive Midfield,27,Liverpool,24,['6069d007-654c-4c35-8125-ab9301af9dc1'],46,,,,,,,,,,,,,,,,Liverpool,24,00:12:46.162,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06cde2e6-f7dd-4ce0-b88c-23b6eacfb626,524,,,"[105.5, 4.1]",3754251,12,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,27,Liverpool,24,['78ab65ee-63d0-430f-bfb1-d3d32b0107b5'],52,,,,,,,,,,,,,,,,Liverpool,24,00:12:52.059,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12a7fdb0-9dc9-4ddc-a9f9-6e55f32cda37,533,,,"[75.1, 19.7]",3754251,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emre Can,3493.0,Right Defensive Midfield,27,Liverpool,24,['86d38eef-ad2e-4a0c-824a-5a5fd6532ac6'],1,,,,,,,,,,,,,,,,Liverpool,24,00:13:01.812,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7fbf49b6-51e4-4718-86f4-bd9358998e57,536,,,"[77.8, 47.9]",3754251,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,27,Liverpool,24,['65d75c16-8b12-4c52-a98d-81bb734c86c1'],4,,,,,,,,,,,,,,,,Liverpool,24,00:13:04.964,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c902c623-5932-4cf2-bd8c-4de4be0e0f32,539,,,"[79.4, 46.5]",3754251,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordon Ibe,3635.0,Right Wing,27,Liverpool,24,['b3923f9f-6057-47d9-9cdc-2d3ff4ec3261'],6,,,,,,,,,,,,,,,,Liverpool,24,00:13:06.787,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ebd9f90-2708-493e-b69a-a58dd6bc7273,542,,,"[81.5, 64.8]",3754251,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,27,Liverpool,24,['a5e4b208-8450-420d-91bf-e67dbf1cf994'],10,,,,,,,,,,,,,,,,Liverpool,24,00:13:10.125,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67aff6dd-09cf-4c4f-b886-fb0624f70068,545,,,"[90.5, 57.2]",3754251,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordon Ibe,3635.0,Right Wing,27,Liverpool,24,['c1ab447c-2758-498f-b4f5-0439bde7a9bd'],11,,,,,,,,,,,,,,,,Liverpool,24,00:13:11.837,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd52f0f7-3ded-4e23-852e-334ab987f4e9,555,,,"[26.1, 8.4]",3754251,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,28,West Ham United,40,"['4b0c8979-417f-47d1-a9f5-64ea792f7f9a', 'b08b9124-259e-480f-9178-0bd6d5f09dd0']",16,,,,,,,,,,,,,,,,West Ham United,40,00:13:16.498,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16f6ca2b-7516-4f09-924c-40a64918a9b0,558,,,"[77.9, 11.0]",3754251,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andy Carroll,4271.0,Right Center Forward,28,West Ham United,40,['1a171318-ad62-48e9-b432-ca981374eba7'],20,,,,,,,,,,,,,,,,West Ham United,40,00:13:20.314,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8cc6d9ca-3283-4737-a748-df198ea3d226,565,,,"[55.9, 18.4]",3754251,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,28,West Ham United,40,['ca23dd3b-4652-4d36-aa69-ad3cb5dc4b2a'],25,,,,,,,,,,,,,,,,West Ham United,40,00:13:25.700,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c04b02f-d5da-4aa5-b0d1-50b92787a04f,568,,,"[49.3, 8.8]",3754251,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,28,West Ham United,40,['278d5c61-f06e-48ef-a0a3-a1c98f54be91'],26,,,,,,,,,,,,,,,,West Ham United,40,00:13:26.932,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95f2521d-10c6-4feb-a610-5edd57b3a512,571,,,"[52.8, 4.2]",3754251,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Lanzini,3595.0,Left Midfield,28,West Ham United,40,['8322d81a-09a1-4bfa-847b-2a570c78f723'],28,,,,,,,,,,,,,,,,West Ham United,40,00:13:28.617,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839cc798-6a76-4339-8571-a03899d782fb,575,,,"[59.4, 16.2]",3754251,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,28,West Ham United,40,['ecb6d094-3399-4ffd-831a-73fb984a72cc'],29,,,,,,,,,,,,,,,,West Ham United,40,00:13:29.642,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a30d1c8-ccfd-415c-9d2b-4c9585699452,581,,,"[83.9, 24.9]",3754251,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,29,Liverpool,24,['db99c66d-acc7-4da6-b0ab-4d319416656a'],35,,,,,,,,,,,,,,,,Liverpool,24,00:13:35.930,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6aeac954-be8d-4a9c-95c6-447e923d93b4,592,,,"[83.1, 8.0]",3754251,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,30,West Ham United,40,['526aa91a-dcf5-41e3-8166-482f24dd362d'],21,,,,,,,,,,,,,,,,Liverpool,24,00:14:21.470,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b43cb33-60af-4d64-9f58-171997b26f31,595,,,"[103.5, 39.1]",3754251,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Benteke Liolo,3380.0,Center Forward,30,West Ham United,40,['f727aea2-303f-4c44-a4e0-85d4502bc5f7'],27,,,,,,,,,,,,,,,,Liverpool,24,00:14:27.319,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72022998-a78f-4259-87ee-82b74c031106,599,,,"[27.3, 70.0]",3754251,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,James Tomkins,3316.0,Right Back,31,West Ham United,40,['aa37fbd7-1542-4b1a-a226-46b2cf110f21'],36,,,,,,,,,,,,,,,,West Ham United,40,00:14:36.737,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9de63cc3-6adc-4c98-bfde-66438de98206,603,,,"[38.0, 78.0]",3754251,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Mark Noble,3874.0,Left Center Midfield,31,West Ham United,40,"['45cc48e2-b049-4316-b21b-4ab7fa8e7e8f', '7ea220c6-2a71-4432-b8f9-9016a8091170']",39,,,,,,,,,,,,,,,,West Ham United,40,00:14:39.119,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e4a3eeb-1b6a-4314-ab2b-fae56563944e,606,,,"[68.9, 52.1]",3754251,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Andy Carroll,4271.0,Right Center Forward,31,West Ham United,40,['6250e538-d8e5-4bbd-89e8-813854a26857'],42,,,,,,,,,,,,,,,,West Ham United,40,00:14:42.554,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99f564c0-fa58-4c28-bc4f-a4b9b075c423,611,,,"[59.3, 23.9]",3754251,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Left Defensive Midfield,32,Liverpool,24,"['5fefdb4c-949d-4faa-81b8-84bdbae503ef', '6e7307c8-f3a8-4a30-9e18-63a6f6c658d6']",45,,,,,,,,,,,,,,,,Liverpool,24,00:14:45.287,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c92d0689-d71b-4c1c-af12-43fb22be9f23,614,,,"[79.4, 25.3]",3754251,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,32,Liverpool,24,['2c0947df-1412-483d-ab46-5cf1aa8aced0'],46,,,,,,,,,,,,,,,,Liverpool,24,00:14:46.775,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa10db3f-012d-499e-81db-58cdedf1b929,616,,,"[53.6, 43.1]",3754251,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,32,Liverpool,24,['277e4382-c4df-4cff-b9c7-79faf96e0d9c'],48,,,,,,,,,,,,,,,,West Ham United,40,00:14:48.516,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97a7b9d2-be4c-4f60-acb6-bb236348adf4,620,,,"[63.6, 32.7]",3754251,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Left Defensive Midfield,32,Liverpool,24,['218e9d25-f22b-4df4-a747-6f026ad6c4f3'],53,,,,,,,,,,,,,,,,Liverpool,24,00:14:53.978,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9c703e4-d675-4aa4-b1c0-61ba6756b26f,623,,,"[75.3, 10.9]",3754251,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,32,Liverpool,24,['34d212ee-ed91-4c59-9777-1c557f4d94a9'],55,,,,,,,,,,,,,,,,Liverpool,24,00:14:55.589,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01c57ccc-ac4a-4f7a-b518-e9e67dfbb881,626,,,"[77.8, 16.7]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Left Defensive Midfield,32,Liverpool,24,['83624ffd-628f-43fb-800e-ff00b5c7b14e'],1,,,,,,,,,,,,,,,,Liverpool,24,00:15:01.196,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67e478cf-38d0-4ce8-8f70-f9d7db37261a,629,,,"[91.9, 26.1]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,32,Liverpool,24,['366344d4-60d5-4ffd-a12b-a3d36d5bf0a4'],4,,,,,,,,,,,,,,,,Liverpool,24,00:15:04.342,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0488134-bf26-4d62-83be-5ad308f81624,637,,,"[61.5, 13.0]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Left Defensive Midfield,32,Liverpool,24,['12deb426-c9d1-4989-b06c-2e431dc78285'],13,,,,,,,,,,,,,,,,Liverpool,24,00:15:13.608,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff51b188-e1e8-4e36-bbcc-5f987b63dabd,640,,,"[101.8, 41.5]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordon Ibe,3635.0,Right Wing,32,Liverpool,24,['1cda5b07-3d43-49aa-8b45-5d801562fc9b'],17,,,,,,,,,,,,,,,,Liverpool,24,00:15:17.842,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7331c6c1-ccc0-4eb1-b77f-7c1906c889a0,645,,,"[38.4, 62.2]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,33,West Ham United,40,['a6050897-cde0-497b-9082-8c29ea0bcbea'],21,,,,,,,,,,,,,,,,West Ham United,40,00:15:21.136,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b94cfe30-6d6b-40da-9f0c-00e0e6a96b39,651,,,"[42.1, 79.1]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,James Tomkins,3316.0,Right Back,33,West Ham United,40,"['131a994f-c874-47ca-826e-021ead7bb1c2', '274066d1-220f-4bd4-abc8-49293afab665', 'cdf03de5-28e8-4e6e-ae80-286c2f44c793']",24,,,,,,,,,,,,,,,,West Ham United,40,00:15:24.992,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35b7a2e6-3ef5-4b6b-8a83-6efa409abcb4,654,,,"[55.9, 64.1]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Enner Remberto Valencia Lastra,28559.0,Left Center Forward,33,West Ham United,40,['75597de3-9679-4327-b558-17d86fbed747'],27,,,,,,,,,,,,,,,,West Ham United,40,00:15:27.215,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f01e030-4d65-4669-a20f-76ac6d390d40,658,,,"[63.6, 1.3]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,34,Liverpool,24,['c612f49e-95e1-4585-bbe3-905ac03d5981'],29,,,,,,,,,,,,,,,,Liverpool,24,00:15:29.850,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25b3b1f1-51ea-4e76-922a-75115ec5da95,661,,,"[66.5, 19.5]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emre Can,3493.0,Right Defensive Midfield,34,Liverpool,24,['38611e40-26c5-4738-9dc2-313f815af1e5'],33,,,,,,,,,,,,,,,,Liverpool,24,00:15:33.806,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5d1e126-fa50-4fa4-9747-b45822423ab9,663,,,"[67.3, 17.9]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Left Defensive Midfield,34,Liverpool,24,['33dfac25-d813-4aca-934d-fbacb2ae74a8'],34,,,,,,,,,,,,,,,,Liverpool,24,00:15:34.534,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a211464e-1f84-4db9-b535-4fdb79787a1d,667,,,"[54.1, 69.7]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,34,Liverpool,24,['f6f07348-8510-472a-b235-8cf442fc1943'],42,,,,,,,,,,,,,,,,Liverpool,24,00:15:42.333,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a25f6cfc-ea88-4a8e-833c-518c78777294,671,,,"[29.0, 27.9]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Angelo Obinze Ogbonna,3843.0,Left Center Back,35,West Ham United,40,['8f28fd83-8d8d-481d-b389-3ff8776fc6b1'],46,,,,,,,,,,,,,,,,West Ham United,40,00:15:46.489,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5889de1-9534-4b52-ba4a-6bcc447343a7,674,,,"[33.3, 31.4]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,35,West Ham United,40,['a6b44787-d609-4e05-a170-4e1aea1e0ab5'],50,,,,,,,,,,,,,,,,West Ham United,40,00:15:50.561,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45d759de-6929-4e5c-a15b-cee89aeacd82,678,,,"[42.9, 26.9]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cheikhou Kouyaté,3684.0,Right Center Midfield,35,West Ham United,40,['19614985-2a01-4218-9da3-b4e1ba44e67c'],52,,,,,,,,,,,,,,,,West Ham United,40,00:15:52.881,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d39ea33-d6fc-4d8c-9c2a-726591d84293,681,,,"[55.5, 6.7]",3754251,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Lanzini,3595.0,Left Midfield,35,West Ham United,40,['abce03b4-43cd-48f7-9150-059aa67a62c9'],55,,,,,,,,,,,,,,,,West Ham United,40,00:15:55.472,Ball Receipt*,
