ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70f5ac6a-6b3b-4833-96a5-adddc1a00423,474,,"[89.4, 20.5]",3754018,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bradley Shaun Smith,13448.0,Left Back,25,Liverpool,24,['3894bc4d-2c62-4a44-88aa-c46eff08c6c8'],23,,,,,,,,,,,,,,,,,Liverpool,24,00:09:23.159,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc1cd8f7-0986-4c78-8172-a6fbaeefb25f,478,,"[108.6, 37.1]",3754018,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Andre Sturridge,3529.0,Center Forward,25,Liverpool,24,['51fb4757-4bf9-49ab-a950-72a233b07dc9'],31,,,,,,,,,,,,,,,,,Liverpool,24,00:09:31.316,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0005131-b5b7-40c6-8480-44d2f84cb49f,490,,"[97.5, 12.7]",3754018,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordon Ibe,3635.0,Left Midfield,25,Liverpool,24,['6dbcf954-94ea-4c54-ab1a-2a35b8c99b82'],39,,,,,,,,,,,,,,,,,Liverpool,24,00:09:39.418,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a5f24cb-005a-41f0-98d2-484bc5d51452,494,,"[110.3, 34.5]",3754018,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Andre Sturridge,3529.0,Center Forward,25,Liverpool,24,"['4d71ce19-6203-45a9-83dc-99dff6c22a10', 'b368b62a-2150-455a-ae79-18d24f97c5ea']",44,,,,,,,,,,,,,,,,,Liverpool,24,00:09:44.063,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6ce3d69-c192-46a7-aa88-f46b7e51b89e,498,,"[9.8, 65.0]",3754018,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordi Amat Maas,6652.0,Right Center Back,26,Swansea City,26,['9ec49bca-438f-4ac6-a010-d0b42bccc9b0'],4,,,,,,,,,,,,,,,,,Swansea City,26,00:10:04.282,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f40911e3-5070-4089-bf4c-997380305ea7,500,,"[69.3, 70.5]",3754018,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,André Ayew Pelé,3347.0,Center Forward,26,Swansea City,26,['1171b5ae-30d9-45b8-9aab-523ed4dd3f81'],10,,,,,,,,,,,,,,,,,Swansea City,26,00:10:10.160,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3d9b8a5-966e-410b-8e2f-c1f337f6e1a8,504,,"[61.9, 72.9]",3754018,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,27,Swansea City,26,['d9510375-41fe-4dfb-9f9e-ffbcf4015915'],22,,,,,,,,,,,,,,,,,Swansea City,26,00:10:22.107,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f3145b9-c1ff-486f-907c-f7c83e5f7422,506,,"[56.9, 77.5]",3754018,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,27,Swansea City,26,['a1215b82-cc5a-4655-8176-b1740c1d8723'],22,,,,,,,,,,,,,,,,,Swansea City,26,00:10:22.987,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a74fdadc-a438-476a-ab78-dd904a2cf7d2,510,,"[65.0, 73.3]",3754018,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,27,Swansea City,26,"['45cf705b-6b9d-4733-955d-2b0402c6acd5', 'f50b8bce-9b68-4af5-94d9-2cda23f39361']",26,,,,,,,,,,,,,,,,,Swansea City,26,00:10:26.393,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b31da15-28d2-4839-987d-f9613bb247e9,513,,"[99.0, 78.6]",3754018,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Wayne Routledge,3449.0,Right Wing,27,Swansea City,26,['d2650010-c7e9-46c1-ad91-aa8388d29a7a'],30,,,,,,,,,,,,,,,,,Swansea City,26,00:10:30.679,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1108911-72a9-4411-ac95-6ec5d50b4491,517,,"[41.2, 4.6]",3754018,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordon Ibe,3635.0,Left Midfield,27,Swansea City,26,['071cef1f-f8ed-4f8a-b294-e3dcd92e478b'],33,,,,,,,,,,,,,,,,,Liverpool,24,00:10:33.633,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de7fbd45-1bbf-4652-a4c5-8cb2f79346d5,519,,"[79.1, 76.6]",3754018,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,28,Swansea City,26,['cd1dd00f-6551-457a-81f7-5d9f8b484ea8'],48,,,,,,,,,,,,,,,,,Swansea City,26,00:10:48.718,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84211b5b-7a30-49a6-bb4b-3ddab1bd1d90,522,,"[84.8, 78.1]",3754018,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,28,Swansea City,26,"['6d4cc076-2342-45a0-a9e4-e9a5d60373db', 'ca3a8d13-cc65-45ee-99d0-c6eb559db316']",49,,,,,,,,,,,,,,,,,Swansea City,26,00:10:49.478,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c5a588b-acbf-43fb-9975-94dd4313e07f,524,,"[79.8, 78.4]",3754018,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,28,Swansea City,26,['6ca35e0c-6549-431b-82b8-b0f35dcd9f7e'],50,,,,,,,,,,,,,,,,,Swansea City,26,00:10:50.364,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d36536c2-4810-4c05-a269-50e929ff558b,528,,"[92.7, 74.6]",3754018,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Wayne Routledge,3449.0,Right Wing,28,Swansea City,26,"['8da0517d-d287-493b-9a65-3d7fb74c657c', '9c519732-5a23-4ef8-919a-6090450d5694']",54,,,,,,,,,,,,,,,,,Swansea City,26,00:10:54.134,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615a3568-55be-47e9-be5c-b879a054cee5,540,,"[106.0, 73.6]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,28,Swansea City,26,['6207b2f4-2849-41de-b72e-1bf636f1af9c'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:11:00.646,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,decd2fb2-3fb8-4ba4-8984-10d476c53e58,544,,"[116.0, 65.3]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,André Ayew Pelé,3347.0,Center Forward,29,Swansea City,26,['683251fd-93af-440c-aef5-b2b326c88718'],23,,,,,,,,,,,,,,,,,Swansea City,26,00:11:23.395,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904af8a7-f25f-4812-8753-313303efd994,546,,"[108.2, 71.4]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,29,Swansea City,26,['c4865bdf-5005-45f4-9cf0-9c623de74be9'],24,,,,,,,,,,,,,,,,,Swansea City,26,00:11:24.358,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6aacdf0b-65a7-4135-bb38-30969b855017,550,,"[96.2, 55.7]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,29,Swansea City,26,['25d561c9-aa81-40e3-9023-8525a2c2db61'],26,,,,,,,,,,,,,,,,,Swansea City,26,00:11:26.121,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25f4634c-2544-409c-9262-8b693deebab8,555,,"[101.4, 61.8]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,29,Swansea City,26,['fa6ff370-ea6d-42f2-b1c0-8e760726fc9b'],28,,,,,,,,,,,,,,,,,Swansea City,26,00:11:28.356,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81d752a7-ca33-469c-bb0c-0c3eff2447dd,561,,"[98.8, 59.2]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,29,Swansea City,26,['b27a0068-71d0-4346-a83f-7e1c72457ac0'],30,,,,,,,,,,,,,,,,,Swansea City,26,00:11:30.831,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bce81781-f1e0-4114-a84a-a5d9ea42e958,563,,"[99.0, 75.5]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jack Frank Porteous Cork,3462.0,Right Defensive Midfield,29,Swansea City,26,['8c0ca768-36cc-4f95-949d-c6635a86b1b5'],32,,,,,,,,,,,,,,,,,Swansea City,26,00:11:32.434,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f03d3073-4754-4ab5-a625-5caf9ac35bbb,566,,"[106.8, 42.1]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,André Ayew Pelé,3347.0,Center Forward,29,Swansea City,26,['4dc32ca0-d259-40ab-bcef-9ddcb0becf64'],33,,,,,,,,,,,,,,,,,Swansea City,26,00:11:33.751,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3feb4b7d-8679-4280-82bf-06edb107f8b6,575,,"[86.8, 62.6]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Àngel Rangel Zaragoza,3973.0,Right Back,29,Swansea City,26,['f8e1a033-3e6d-4c46-8bfa-0f0da03703a4'],40,,,,,,,,,,,,,,,,,Swansea City,26,00:11:40.611,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1085f2c-f67b-476d-a98b-b8cc2160f4b2,578,,"[103.8, 36.3]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,André Ayew Pelé,3347.0,Center Forward,29,Swansea City,26,['71a40d74-5091-4c0c-8fa1-69f8738227f5'],43,,,,,,,,,,,,,,,,,Swansea City,26,00:11:43.652,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b99a5e5e-d54d-48f0-82a3-c335cf823515,580,,"[103.4, 45.2]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,29,Swansea City,26,['e9529ded-b21f-4638-8129-3df673bbedb9'],44,,,,,,,,,,,,,,,,,Swansea City,26,00:11:44.703,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120e8b97-fa0b-466f-afba-1964650f9424,584,,"[18.3, 41.9]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Martin Škrtel,18872.0,Right Center Back,31,Liverpool,24,['cb95069b-6403-46ec-a030-ccaa61766f66'],47,,,,,,,,,,,,,,,,,Liverpool,24,00:11:47.587,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a912ebcc-e9f0-46f8-875c-3aa08533f841,586,,"[37.3, 48.8]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,32,Liverpool,24,['0befc71e-7b81-4eea-995f-192a8eb09f0c'],49,,,,,,,,,,,,,,,,,Liverpool,24,00:11:49.865,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07ce5a3a-1c22-4a71-970c-dd53901e1925,594,,"[96.4, 28.6]",3754018,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,André Ayew Pelé,3347.0,Center Forward,33,Swansea City,26,"['4c410ff0-8982-46b5-a530-dc79b9a93fe9', 'a325f4a9-8cff-42a3-afcc-6d0ed6e2049e']",53,,,,,,,,,,,,,,,,,Swansea City,26,00:11:53.987,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8becbed-fe72-420d-8b4e-25e999d8b5e8,612,,"[89.1, 47.4]",3754018,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ashley Williams,3644.0,Left Center Back,34,Swansea City,26,['bf20f445-da89-4b33-9920-b65566799cfe'],44,,,,,,,,,,,,,,,,,Swansea City,26,00:12:44.892,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef13a499-c1b6-4cf9-a481-cfaed0ad5dc7,614,,"[50.5, 38.0]",3754018,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,34,Swansea City,26,['95ed9f3d-63dc-45af-9af2-62ac39fde3bb'],46,,,,,,,,,,,,,,,,,Liverpool,24,00:12:46.993,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d56035ac-620e-4101-944b-a166428c1159,633,,"[99.4, 23.4]",3754018,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,André Ayew Pelé,3347.0,Center Forward,34,Swansea City,26,"['455ee54e-7a66-446d-b6b3-0fb5cb945f8d', '5bfa18fe-84cc-4721-8f03-21fcbbfcd5fa']",57,,,,,,,,,,,,,,,,,Swansea City,26,00:12:57.781,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfe9bc26-41d4-4b46-8c96-9e311d26ea4a,642,,"[35.9, 22.2]",3754018,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Dejan Lovren,3471.0,Left Center Back,35,Liverpool,24,['cf7560e7-0066-4cff-a354-fb8850b9ca14'],34,,,,,,,,,,,,,,,,,Liverpool,24,00:13:34.937,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803ec5c8-fa98-4a2b-add2-0c493d9fd7cd,645,,"[55.4, 3.1]",3754018,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordon Ibe,3635.0,Left Midfield,35,Liverpool,24,['46833be5-9a09-48e1-9061-bd81a18b18e8'],37,,,,,,,,,,,,,,,,,Liverpool,24,00:13:37.528,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2097e32-d292-41e2-a121-6f62a0d2d038,651,,"[11.7, 20.9]",3754018,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Bradley Shaun Smith,13448.0,Left Back,35,Liverpool,24,['11c36b2d-9388-40d5-a346-84d53e9d9738'],45,,,,,,,,,,,,,,,,,Liverpool,24,00:13:45.251,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5155d6a1-c86d-49cf-bde8-c0c217a628a3,655,,"[19.5, 9.4]",3754018,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordon Ibe,3635.0,Left Midfield,35,Liverpool,24,['862dc67b-64f8-4273-b172-506a9b2003fd'],46,,,,,,,,,,,,,,,,,Liverpool,24,00:13:46.803,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0755fa77-cb84-4ce5-91e2-1ae6047a076b,659,,"[111.0, 32.8]",3754018,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jefferson Antonio Montero Vite,7063.0,Left Wing,35,Liverpool,24,['8db28a67-a80c-4299-888b-8771e283cf8c'],49,,,,,,,,,,,,,,,,,Swansea City,26,00:13:49.921,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a25fb43-0576-44fb-87e4-6d5c956c7605,662,,"[113.2, 40.6]",3754018,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,André Ayew Pelé,3347.0,Center Forward,35,Liverpool,24,['74c7206b-b8cb-4afa-bbb3-2c1dfa1fc857'],51,,,,,,,,,,,,,,,,,Swansea City,26,00:13:51.792,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3badb0a0-6001-4ab4-bd60-742723a874f7,664,,"[5.0, 34.2]",3754018,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Danny Ward,9914.0,Goalkeeper,35,Liverpool,24,['3f6067cc-7f05-4a8d-afab-b0cd3dd7a434'],52,,,,,,,,,,,,,,,,,Liverpool,24,00:13:52.310,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efe6b6f2-8c0a-402b-b835-e3f9c6a08cad,666,,"[24.2, 23.6]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Dejan Lovren,3471.0,Left Center Back,35,Liverpool,24,['97010911-8c7e-4239-bd0c-d2ab9d807ab3'],8,,,,,,,,,,,,,,,,,Liverpool,24,00:14:08.180,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc915d6b-172e-462e-be86-4c1ca73859f7,668,,"[9.1, 39.7]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Danny Ward,9914.0,Goalkeeper,35,Liverpool,24,['04f8405f-5ad7-4bfb-a96a-58ac8ee8ecfa'],11,,,,,,,,,,,,,,,,,Liverpool,24,00:14:11.549,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e747ef9c-1a3f-43ef-b411-786bb0f2569b,670,,"[24.2, 43.2]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Pedro Chirivella Burgos,8485.0,Right Center Midfield,35,Liverpool,24,['1227f8ee-eb20-48f0-8d5d-4648dd344784'],14,,,,,,,,,,,,,,,,,Liverpool,24,00:14:14.865,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4d5878-53d4-428e-b0be-95db430558e6,673,,"[41.2, 35.6]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kevin Linford Stewart,11992.0,Left Center Midfield,35,Liverpool,24,['99e44166-47e2-48c8-8ec6-b997ca2837bc'],17,,,,,,,,,,,,,,,,,Liverpool,24,00:14:17.616,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36c37671-cbcb-4433-8f8d-7e6f8a9fb8b4,677,,"[31.8, 39.7]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Pedro Chirivella Burgos,8485.0,Right Center Midfield,35,Liverpool,24,['0158bbed-4a85-4ef2-b9bc-c32ce73ac132'],18,,,,,,,,,,,,,,,,,Liverpool,24,00:14:18.597,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,addb0394-8d4d-449c-9f9d-2b3a264b6caa,679,,"[28.1, 16.4]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Dejan Lovren,3471.0,Left Center Back,35,Liverpool,24,['b436a694-6f7f-4d7a-8897-a40d2e668296'],19,,,,,,,,,,,,,,,,,Liverpool,24,00:14:19.602,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32fe7d66-d6dd-4a56-8a0f-6ee8fde17d09,683,,"[72.6, 12.7]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,35,Liverpool,24,['f00e9efc-245c-4e9c-8697-780a82647692'],24,,,,,,,,,,,,,,,,,Liverpool,24,00:14:24.985,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35c1e455-11f8-4ec1-b3f2-4c92d5440bd7,686,,"[40.7, 5.7]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Left Center Back,36,Liverpool,24,['5efe7570-7170-49f6-b761-0010ed0ae880'],39,,,,,,,,,,,,,,,,,Liverpool,24,00:14:39.251,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795d2bbe-6937-4234-88c8-7cb0b0571d0c,688,,"[44.7, 16.6]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kevin Linford Stewart,11992.0,Left Center Midfield,36,Liverpool,24,['31a11d1d-058b-4e13-8231-92f0db078594'],42,,,,,,,,,,,,,,,,,Liverpool,24,00:14:42.474,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63a9032e-e0cd-4d7a-8072-401cefab1f73,691,,"[39.0, 55.2]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martin Škrtel,18872.0,Right Center Back,36,Liverpool,24,['12190372-1959-4ae7-995f-71aff1683ec5'],47,,,,,,,,,,,,,,,,,Liverpool,24,00:14:47.757,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0421ab8-361a-4898-acdd-be60c48cef6a,694,,"[54.9, 50.6]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Chirivella Burgos,8485.0,Right Center Midfield,36,Liverpool,24,['094403d2-8cee-4118-9d60-ee0277085ac6'],49,,,,,,,,,,,,,,,,,Liverpool,24,00:14:49.498,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47813234-06b8-43e5-8ad2-6dad8ba40dae,697,,"[70.9, 44.1]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,36,Liverpool,24,['8368df8d-a8e1-4364-b49a-39c2854b25c8'],51,,,,,,,,,,,,,,,,,Liverpool,24,00:14:51.368,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d0c302a-65f5-409d-9fa7-60f4fe47f031,700,,"[56.9, 39.5]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Chirivella Burgos,8485.0,Right Center Midfield,36,Liverpool,24,['89e69d8f-ca82-4c8f-b651-fae1466c1b04'],52,,,,,,,,,,,,,,,,,Liverpool,24,00:14:52.443,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0aa3f730-a36a-4cd2-9157-01daa26c524c,703,,"[44.7, 35.8]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kevin Linford Stewart,11992.0,Left Center Midfield,36,Liverpool,24,['9bed5014-a4d7-4075-8918-8603a0708488'],53,,,,,,,,,,,,,,,,,Liverpool,24,00:14:53.953,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f422527-eea1-4ad8-a9be-96b026dbe960,706,,"[44.7, 13.7]",3754018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Left Center Back,36,Liverpool,24,['bc7a6a9b-d94c-4fe3-857d-4e92388fbd2a'],58,,,,,,,,,,,,,,,,,Liverpool,24,00:14:58.127,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8e3e689-7e78-47c9-966a-272e1ca531b5,709,,"[44.5, 31.0]",3754018,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Chirivella Burgos,8485.0,Right Center Midfield,36,Liverpool,24,['d036fb63-d655-4d60-9a45-c419f53baa55'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:15:00.744,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ba83653-8a56-4281-bb7e-5dcc72bf6f1b,712,,"[86.3, 72.2]",3754018,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,36,Liverpool,24,['dacbd7af-ebdf-4953-a85c-9da8fd775069'],5,,,,,,,,,,,,,,,,,Liverpool,24,00:15:05.271,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdbe3948-18a6-459e-98c8-f69b3c8635ef,715,,"[94.2, 60.4]",3754018,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Oluwaseyi Babajide Ojo,13200.0,Right Midfield,36,Liverpool,24,['e81962f0-5d56-42f6-9e0b-18f3f384ce89'],6,,,,,,,,,,,,,,,,,Liverpool,24,00:15:06.615,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3bb07292-bc06-40d2-8e97-3168fcab1585,718,,"[77.6, 68.7]",3754018,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kevin Linford Stewart,11992.0,Left Center Midfield,37,Liverpool,24,['5acd4f61-8574-453c-9cf1-585104202953'],11,,,,,,,,,,,,,,,,,Liverpool,24,00:15:11.934,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22e5285c-3e98-442d-b489-b7e2140eab4c,721,,"[58.0, 70.7]",3754018,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martin Škrtel,18872.0,Right Center Back,37,Liverpool,24,['5d02ad33-98d9-4391-8dca-df58ea67ec50'],16,,,,,,,,,,,,,,,,,Liverpool,24,00:15:16.585,Ball Receipt*,
