ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce2d4d44-cb1a-42e5-b96a-c4b7c015379a,2573,,"[84.8, 3.5]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Oluwaseyi Babajide Ojo,13200.0,Right Midfield,131,Liverpool,24,['3a835859-1960-45b5-9a01-bb5d2f034f63'],11,,,,,,,,,,,,,,,,,Liverpool,24,00:14:11.263,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439d687f-a5c5-44e1-8277-7c7525d9b7de,2576,,"[91.2, 4.0]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bradley Shaun Smith,13448.0,Left Back,131,Liverpool,24,['a67a712c-6dca-48e9-92fb-cff88be99821'],16,,,,,,,,,,,,,,,,,Liverpool,24,00:14:16.389,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a724859-8243-4318-ba75-5b8ac43d0fb9,2582,,"[63.9, 6.9]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kevin Linford Stewart,11992.0,Left Center Midfield,132,Liverpool,24,['3f7f7ee0-61f0-47fe-a4b6-15ceb8d5ec39'],24,,,,,,,,,,,,,,,,,Liverpool,24,00:14:24.296,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106057cc-6f73-4521-bfc0-57902bfd0f26,2584,,"[51.0, 22.5]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Dejan Lovren,3471.0,Left Center Back,132,Liverpool,24,['95e206c9-4361-46af-a747-1354a1cb37bd'],26,,,,,,,,,,,,,,,,,Liverpool,24,00:14:26.589,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6dec1f68-c1c7-489c-a574-8c67dcca2a4f,2587,,"[54.4, 43.7]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Martin Škrtel,18872.0,Right Center Back,132,Liverpool,24,['1528adb9-8370-4f0c-9269-42eeb0dcd4a7'],28,,,,,,,,,,,,,,,,,Liverpool,24,00:14:28.732,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1fc126-a8d1-4bea-a707-a9129c144a3f,2590,,"[54.6, 23.5]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Dejan Lovren,3471.0,Left Center Back,132,Liverpool,24,['764995d2-e037-4f53-a948-2880bf5b5838'],32,,,,,,,,,,,,,,,,,Liverpool,24,00:14:32.131,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397ffbce-400c-4afb-8b7f-e29d9ada6e2b,2593,,"[54.0, 44.6]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Martin Škrtel,18872.0,Right Center Back,132,Liverpool,24,['b6ee7b3b-71dc-4a19-8947-31cdab6b67dc'],34,,,,,,,,,,,,,,,,,Liverpool,24,00:14:34.519,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1cfe3768-3f04-4ff8-a9b6-39f1bf0c339a,2596,,"[65.4, 40.2]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kevin Linford Stewart,11992.0,Left Center Midfield,132,Liverpool,24,['c1d9a2c9-7e6c-4eb8-9804-4d2ce5e2e43f'],36,,,,,,,,,,,,,,,,,Liverpool,24,00:14:36.186,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc5f0bdf-bdb3-4d6d-a32e-b4300f012d74,2599,,"[79.5, 28.6]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Oluwaseyi Babajide Ojo,13200.0,Right Midfield,132,Liverpool,24,['5073be52-a344-4d50-b86b-08ed40ac9ef0'],40,,,,,,,,,,,,,,,,,Liverpool,24,00:14:40.492,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226e1651-6305-415f-8cc6-d3086f333141,2602,,"[66.0, 52.5]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lucas Pezzini Leiva,7780.0,Right Center Midfield,132,Liverpool,24,['fc24c414-cdde-44ed-9dbf-7878f0560937'],44,,,,,,,,,,,,,,,,,Liverpool,24,00:14:44.690,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a307ac3-da13-427e-86ff-b3511c668d05,2605,,"[78.8, 76.3]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nathaniel Edwin Clyne,4590.0,Right Back,132,Liverpool,24,['6b96a61f-c470-4977-abf4-4f880d784ef9'],48,,,,,,,,,,,,,,,,,Liverpool,24,00:14:48.751,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d158aa26-6a00-4c40-87bc-508b1112544a,2608,,"[76.1, 69.5]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordon Ibe,3635.0,Left Midfield,132,Liverpool,24,['07694c9e-4e87-4209-a363-37ed3fb35710'],50,,,,,,,,,,,,,,,,,Liverpool,24,00:14:50.615,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da8fea8f-1d9b-4c87-9b7e-c13806be0c72,2612,,"[72.0, 51.0]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Daniel Andre Sturridge,3529.0,Left Center Forward,132,Liverpool,24,['0d14a42a-06b2-4142-9320-a01ba0e61b70'],55,,,,,,,,,,,,,,,,,Liverpool,24,00:14:55.556,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f67ef19-7388-47d7-aecf-b2b50f2adca6,2614,,"[45.4, 32.8]",3754018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jack Frank Porteous Cork,3462.0,Right Defensive Midfield,133,Swansea City,26,['4cb401df-a400-4bed-8f91-a7c0b4095f21'],56,,,,,,,,,,,,,,,,,Swansea City,26,00:14:56.471,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b36e398-07ba-440c-a515-48a88b4a8cb3,2620,,"[37.4, 60.1]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Àngel Rangel Zaragoza,3973.0,Right Back,133,Swansea City,26,['75ec8160-08b6-4bcf-9366-fed99858b6fc'],2,,,,,,,,,,,,,,,,,Swansea City,26,00:15:02.080,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd295d8a-b9f5-469c-9f31-dcfdc33b09d0,2622,,"[72.3, 54.4]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,André Ayew Pelé,3347.0,Center Forward,133,Swansea City,26,['eb93c11b-bed6-441b-b643-84ebfa67341d'],4,,,,,,,,,,,,,,,,,Swansea City,26,00:15:04.014,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd605b44-8912-4533-855d-6f2f51c8e498,2625,,"[57.5, 21.9]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kevin Linford Stewart,11992.0,Left Center Midfield,134,Liverpool,24,"['b20c8f31-84f1-4be7-9391-14d5d9d3c207', 'ca1a713c-80a0-40bb-86cd-4092116d01c6']",5,,,,,,,,,,,,,,,,,Liverpool,24,00:15:05.333,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5e68def-c234-4557-a479-64e855c0f64c,2628,,"[40.2, 34.5]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,134,Liverpool,24,['22d0adff-5669-464c-b9f4-790af1050a97'],6,,,,,,,,,,,,,,,,,Liverpool,24,00:15:06.534,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382c3154-19be-4827-8446-f0f6fdf06339,2631,,"[40.2, 66.5]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,134,Liverpool,24,['866e1e4f-644a-4ae3-a620-134209747397'],9,,,,,,,,,,,,,,,,,Liverpool,24,00:15:09.397,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0bf82b0-0f30-4e77-a70d-d8b3ec83a406,2634,,"[43.5, 52.5]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,134,Liverpool,24,['43776849-b9a3-4442-b0b4-ee7b109905b0'],14,,,,,,,,,,,,,,,,,Liverpool,24,00:15:14.199,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1b6aeb2-eb05-483b-ba2a-4e5114793621,2637,,"[76.7, 42.6]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christian Benteke Liolo,3380.0,Right Center Forward,134,Liverpool,24,['c2c3129d-7a56-458f-bd31-c3e56853ad6c'],18,,,,,,,,,,,,,,,,,Liverpool,24,00:15:18.897,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18269bbb-a286-4fbb-ab40-568c293d6310,2645,,"[116.8, 4.7]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jefferson Antonio Montero Vite,7063.0,Left Wing,134,Liverpool,24,['8c2360d3-450e-42e2-9b34-3346f549d137'],28,,,,,,,,,,,,,,,,,Swansea City,26,00:15:28.928,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59eff290-597d-4c77-bebb-7908d7a8269d,2647,,"[12.3, 65.8]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Martin Škrtel,18872.0,Right Center Back,135,Liverpool,24,['45511b16-924b-487d-a380-4a08696c4964'],43,,,,,,,,,,,,,,,,,Liverpool,24,00:15:43.503,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d89ea4b-e89f-4518-a9ed-44857ff00e5e,2649,,"[20.9, 49.9]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lucas Pezzini Leiva,7780.0,Right Center Midfield,135,Liverpool,24,['36759705-bc53-427d-a83d-3bb57626edf8'],44,,,,,,,,,,,,,,,,,Liverpool,24,00:15:44.399,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d449ea27-ad86-4775-9fa7-a98a535ea78a,2652,,"[26.5, 23.1]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Dejan Lovren,3471.0,Left Center Back,135,Liverpool,24,['dfc8b1db-d3b3-489f-893f-546f5c438789'],48,,,,,,,,,,,,,,,,,Liverpool,24,00:15:48.172,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e7d3760-8b2d-449b-9b4d-7dbef77b8176,2655,,"[42.5, 36.4]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lucas Pezzini Leiva,7780.0,Right Center Midfield,135,Liverpool,24,['1eec5d07-fd17-4f8f-8e14-e9f2708c5acd'],52,,,,,,,,,,,,,,,,,Liverpool,24,00:15:52.164,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7277fef7-8fd0-4503-8334-b4a1bb980135,2659,,"[40.2, 63.9]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Martin Škrtel,18872.0,Right Center Back,135,Liverpool,24,['ba51cc9e-8b86-4226-8fdf-626daebff9ec'],55,,,,,,,,,,,,,,,,,Liverpool,24,00:15:55.394,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020a1afe-8d35-4105-ade7-25c4ad15a8d9,2662,,"[56.1, 77.2]",3754018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Nathaniel Edwin Clyne,4590.0,Right Back,135,Liverpool,24,['65e9749a-a131-4f59-8463-8162d16f12f2'],58,,,,,,,,,,,,,,,,,Liverpool,24,00:15:58.348,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1941d0a8-8909-432f-a9a7-2bdbad9bcefd,2665,,"[60.2, 55.9]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lucas Pezzini Leiva,7780.0,Right Center Midfield,135,Liverpool,24,['c041828c-4b62-4dc6-b3c4-6809fd06d0d7'],1,,,,,,,,,,,,,,,,,Liverpool,24,00:16:01.186,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879376ff-ab4a-4618-b3f3-dfea991252b8,2669,,"[70.3, 58.6]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Kevin Linford Stewart,11992.0,Left Center Midfield,135,Liverpool,24,['07c82df8-556a-4db1-9232-32344f04ec78'],2,,,,,,,,,,,,,,,,,Liverpool,24,00:16:02.674,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9c51b20-880a-4011-aa8f-e7a96775eabf,2677,,"[35.0, 61.2]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Àngel Rangel Zaragoza,3973.0,Right Back,136,Swansea City,26,"['0baa8ad6-b2b4-47b0-8f30-b400f0d2c8a3', '84a714f3-c26c-438a-81b0-ae6fc19d90b0']",9,,,,,,,,,,,,,,,,,Swansea City,26,00:16:09.876,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368429b-9db0-4854-aad0-ce5a5b6b7b48,2680,,"[71.2, 69.7]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wayne Routledge,3449.0,Right Wing,136,Swansea City,26,['dfbc358e-fcf1-4dfd-8a87-ea44a74a59e3'],11,,,,,,,,,,,,,,,,,Swansea City,26,00:16:11.739,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f7fe152-65d0-4da7-8a12-7c7d9112c57e,2684,,"[92.3, 54.0]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,André Ayew Pelé,3347.0,Center Forward,136,Swansea City,26,['c7344c5e-41ad-4319-b447-6c39f98c36d8'],14,,,,,,,,,,,,,,,,,Swansea City,26,00:16:14.730,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90d2c7be-a5f5-4a6c-997f-5f319a1377b5,2694,,"[34.9, 7.2]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Oluwaseyi Babajide Ojo,13200.0,Right Midfield,137,Liverpool,24,"['13811e76-13a0-429a-87d2-b1d1fc669bfd', 'b04e46f6-006f-4458-8732-f276fdd0173c']",20,,,,,,,,,,,,,,,,,Liverpool,24,00:16:20.724,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2cb31864-d87a-4c82-a286-039a73cbd5a7,2699,,"[25.9, 37.2]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Martin Škrtel,18872.0,Right Center Back,138,Liverpool,24,['9e5b7518-d57e-47b5-aeb7-5727726f8ca2'],39,,,,,,,,,,,,,,,,,Liverpool,24,00:16:39.139,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a58fa992-3b9e-4dec-9464-c57996d34f14,2701,,"[37.9, 56.2]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lucas Pezzini Leiva,7780.0,Right Center Midfield,138,Liverpool,24,['d9ede03c-1f82-42de-84e0-2f9c166a0e88'],40,,,,,,,,,,,,,,,,,Liverpool,24,00:16:40.270,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba06d2a2-ee59-4d35-a3b8-ad9ca7cefedf,2704,,"[55.9, 60.7]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordon Ibe,3635.0,Left Midfield,138,Liverpool,24,['59211972-c794-4290-945d-ad6bcaa03e18'],42,,,,,,,,,,,,,,,,,Liverpool,24,00:16:42.637,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47e723b1-d607-4dbb-a5d9-b64b38e64cec,2707,,"[43.0, 69.1]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lucas Pezzini Leiva,7780.0,Right Center Midfield,138,Liverpool,24,['3636d39d-a46d-4583-8d00-853e85ff4b41'],44,,,,,,,,,,,,,,,,,Liverpool,24,00:16:44.293,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62bab1fd-9a48-4601-b966-5f9f5cc77fba,2710,,"[72.4, 47.4]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Christian Benteke Liolo,3380.0,Right Center Forward,138,Liverpool,24,['51911222-fbe3-4f20-869e-731c8af0b5b4'],47,,,,,,,,,,,,,,,,,Liverpool,24,00:16:47.906,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162acdcb-b7df-4a9b-842f-3621e0590054,2713,,"[71.6, 34.5]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Daniel Andre Sturridge,3529.0,Left Center Forward,138,Liverpool,24,['33650dce-c818-43d3-863e-aedaddd38158'],48,,,,,,,,,,,,,,,,,Liverpool,24,00:16:48.642,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea9228cd-b60f-42c0-b9b7-eb2a415c654c,2715,,"[80.7, 38.6]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Christian Benteke Liolo,3380.0,Right Center Forward,138,Liverpool,24,['93ee0158-2078-4491-9d0e-c3701f2bdf6c'],51,,,,,,,,,,,,,,,,,Liverpool,24,00:16:51.555,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0105bd1-3b95-419a-bb4b-b183067fa5b5,2717,,"[10.5, 35.5]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Łukasz Fabiański,3262.0,Goalkeeper,139,Swansea City,26,['5f66bec9-22f1-41dc-93e0-476d36227683'],53,,,,,,,,,,,,,,,,,Swansea City,26,00:16:53.889,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f42173e4-eff9-422d-82d3-65a7ff749183,2719,,"[20.0, 58.7]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Àngel Rangel Zaragoza,3973.0,Right Back,139,Swansea City,26,['65f84259-4f2b-4b93-8f82-b526bc9a0aef'],57,,,,,,,,,,,,,,,,,Swansea City,26,00:16:57.562,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cad24dca-c984-4bb1-8423-ed733b2fc6ca,2721,,"[25.3, 49.7]",3754018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Amat Maas,6652.0,Right Center Back,139,Swansea City,26,['71aaed05-6c0c-4506-a230-99c59d61ac56'],59,,,,,,,,,,,,,,,,,Swansea City,26,00:16:59.150,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d661736-ce60-4aa1-9804-d262b4524311,2724,,"[35.3, 51.9]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jack Frank Porteous Cork,3462.0,Right Defensive Midfield,139,Swansea City,26,['81576aef-0a40-4d1e-9af2-2f8298c31c26'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:17:00.321,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aad908fe-bc69-4db2-accb-ae5978c0831b,2726,,"[20.2, 61.3]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Àngel Rangel Zaragoza,3973.0,Right Back,139,Swansea City,26,['df483986-5970-4a23-9b56-89788ca6b5d4'],1,,,,,,,,,,,,,,,,,Swansea City,26,00:17:01.615,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b612c6b1-5dbf-49d5-a84d-1da74cdd3915,2729,,"[24.1, 48.1]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Amat Maas,6652.0,Right Center Back,139,Swansea City,26,"['70ed59e3-231c-40f4-8d33-07c0502f2736', 'ce1edccb-0cab-4ed6-afcd-da7fae0132f6']",2,,,,,,,,,,,,,,,,,Swansea City,26,00:17:02.427,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,decead77-02d4-437e-b9ad-9bdc689a2226,2732,,"[33.0, 53.1]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jack Frank Porteous Cork,3462.0,Right Defensive Midfield,139,Swansea City,26,['a69985e9-0a8c-48c6-b864-56b15ca92d04'],3,,,,,,,,,,,,,,,,,Swansea City,26,00:17:03.414,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f765cf2-74f4-48af-95d9-47401c305d4a,2734,,"[87.1, 16.3]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Oluwaseyi Babajide Ojo,13200.0,Right Midfield,140,Liverpool,24,['b4113ddb-73b8-4019-926b-4039a084cd69'],4,,,,,,,,,,,,,,,,,Liverpool,24,00:17:04.513,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8cd4523a-d524-4ccb-8ca2-9f067c84a18e,2737,,"[106.8, 44.8]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Andre Sturridge,3529.0,Left Center Forward,140,Liverpool,24,['7acce277-9132-4eac-9d29-2d7b1219434e'],7,,,,,,,,,,,,,,,,,Liverpool,24,00:17:07.455,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3887e5a8-b093-4264-bcf0-376eea75ada1,2743,,"[108.1, 30.4]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christian Benteke Liolo,3380.0,Right Center Forward,140,Liverpool,24,['730cd39d-2b5a-4eaf-a69d-4d21203dcbf1'],11,,,,,,,,,,,,,,,,,Liverpool,24,00:17:11.087,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b58ceb2a-a551-47e2-ac30-dcea3436e3e1,2750,,"[90.0, 67.1]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordon Ibe,3635.0,Left Midfield,140,Liverpool,24,['95138ff5-fa0e-4499-8db2-ddbbeea8faa0'],16,,,,,,,,,,,,,,,,,Liverpool,24,00:17:16.107,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23231c0a-cd37-4f53-b861-349eb17ff520,2753,,"[105.4, 41.4]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucas Pezzini Leiva,7780.0,Right Center Midfield,140,Liverpool,24,['4ee8268c-94bd-4a7e-a90c-df3f7546e0a2'],22,,,,,,,,,,,,,,,,,Liverpool,24,00:17:22.014,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12f850f2-04a5-4d95-a6e8-e024fe9c5f5e,2758,,"[91.9, 47.8]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kevin Linford Stewart,11992.0,Left Center Midfield,140,Liverpool,24,['9ac3bf4d-0234-417d-8533-79b1b3cd0b38'],26,,,,,,,,,,,,,,,,,Liverpool,24,00:17:26.281,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651ee95e-a5d2-4c08-afc3-2387b8564bd4,2767,,"[80.8, 67.5]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,140,Liverpool,24,['6ec84112-5f26-4101-ad61-df1b53bde83f'],31,,,,,,,,,,,,,,,,,Liverpool,24,00:17:31.403,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a723ff78-a815-4042-88b7-71da4b45d7dc,2770,,"[102.4, 59.0]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Andre Sturridge,3529.0,Left Center Forward,140,Liverpool,24,['3d34baac-dcd5-42a6-ab70-c2ae67627991'],34,,,,,,,,,,,,,,,,,Liverpool,24,00:17:34.526,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe2abf24-8580-4746-837b-2330ace16afe,2774,,"[112.2, 48.9]",3754018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,140,Liverpool,24,['7c831a65-b6a6-4fc8-a4b6-3d46e17f2ee8'],36,,,,,,,,,,,,,,,,,Liverpool,24,00:17:36.997,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b89eb152-f006-4428-91fb-0a5e9a8d856d,2779,,"[111.8, 40.5]",3754018,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Christian Benteke Liolo,3380.0,Right Center Forward,141,Liverpool,24,['4b2c5e60-aef5-48a4-b971-b7ee9518c088'],2,,,,,,,,,,,,,,,,,Liverpool,24,00:19:02.731,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51a20507-7028-41db-a867-89b3a114d418,2783,,"[47.4, 38.8]",3754018,64,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,142,Swansea City,26,['ee8914c5-96cd-4de1-83b1-bbf867ff15d6'],46,,,,,,,,,,,,,,,,,Swansea City,26,00:19:46.046,Ball Receipt*,
