ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.952385,,,,,,,,,,,,,cde5b69b-f783-41db-99cd-6ea172184b45,2935,,"[8.7, 31.1]",3754212,81,,,,0.84750724,,Right Foot,,,"[46.4, 73.8]",,High Pass,,56.961216,,,,Emre Can,3493.0,,,True,,,,2,Regular Play,Simon Mignolet,3539.0,Goalkeeper,192,Liverpool,24,['1ae09663-29c5-4075-807a-7b52eef927fa'],3,,,,,,,,,,,,,,,,,Liverpool,24,00:36:03.221,Pass,
,,,,,,,,,,,,,,,,0.955945,,,,,,,,,,,,,f2585ef8-8055-4060-b159-50e7bffaf752,2938,,"[50.8, 68.8]",3754212,81,,,,-0.32855317,,Right Foot,,,"[72.8, 61.3]",,Ground Pass,,23.243279,,Incomplete,,Daniel William John Ings,3654.0,,,,,,,2,Regular Play,Emre Can,3493.0,Right Center Back,193,Liverpool,24,"['10d28748-de85-435c-8567-a7cf5442b155', 'be53890a-151a-4dd9-b99f-0f0b7798e62a']",8,,,,,,,,,,,,,,,,,Liverpool,24,00:36:08.432,Pass,
,,,,,,,,,True,,,,,,,0.701358,,,,,,,,,,,,,be53890a-151a-4dd9-b99f-0f0b7798e62a,2940,,"[47.3, 18.8]",3754212,81,,,,-0.6100741,,Right Foot,,,"[57.6, 11.6]",,Ground Pass,,12.56702,,,,Idrissa Gana Gueye,3436.0,,,,,,Interception,2,Regular Play,Ashley Westwood,3583.0,Center Defensive Midfield,194,Aston Villa,59,"['eb1d442b-230b-4d6d-990d-b59b205d4553', 'f2585ef8-8055-4060-b159-50e7bffaf752']",9,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:09.388,Pass,
,,,,,,,,,,,,,,,,0.842721,,,,,,,,,,,,,96f4217a-07c6-45bf-8658-68acce56de17,2943,,"[48.6, 17.3]",3754212,81,,,,1.2890245,,Right Foot,,,"[51.9, 28.7]",,Ground Pass,,11.868024,,,,Jordan Veretout,7153.0,,,,,,,2,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,194,Aston Villa,59,['0bbf555f-3f56-4e30-a38a-21d394a34fcf'],12,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:12.363,Pass,
,,,,,,,,,,,,,,,,0.653795,,,,,,,,,,,,,7d233619-feeb-4060-87ae-af3ee4e156e3,2946,,"[51.0, 27.1]",3754212,81,,,,-1.5707964,,Right Foot,,,"[51.0, 13.1]",,Ground Pass,,14.0,,,,Ashley Westwood,3583.0,,,,,,,2,Regular Play,Jordan Veretout,7153.0,Right Center Midfield,194,Aston Villa,59,['6bb97e7e-34f6-4f64-aa0b-30da656411f1'],14,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:14.033,Pass,
,,,,,,,,,,,,,,,,0.85505,,,,,,,,,,,,,73ce7ef3-dbf2-4df3-8875-2930f880a6bd,2949,,"[50.6, 13.4]",3754212,81,,,,2.4719536,,Right Foot,,,"[36.2, 24.8]",,Ground Pass,,18.366274,,,,Joleon Lescott,20285.0,,,,,,,2,Regular Play,Ashley Westwood,3583.0,Center Defensive Midfield,194,Aston Villa,59,['58fdaf82-dca2-4792-bc25-a23bfc2b3f7e'],15,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:15.572,Pass,
,,,,,,,,,,,,,,,,0.72893,,,,,,,,,,,,,9206f019-48a0-4c88-8318-13ec6c8ecad2,2952,,"[36.2, 24.8]",3754212,81,,,,0.4891198,,Left Foot,,,"[48.6, 31.4]",,Ground Pass,,14.047064,,,,Idrissa Gana Gueye,3436.0,,,,,,,2,Regular Play,Joleon Lescott,20285.0,Left Center Back,194,Aston Villa,59,['02351dd0-a4bd-48d7-b3c5-c8cdcc01e592'],17,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:17.206,Pass,
,,,,,,,,,,,,,,,,1.124585,,,,,,,,,,,,,175c3750-31b5-4f7a-8f8a-da7a33efde43,2956,,"[55.4, 31.6]",3754212,81,,,,-1.9723768,,Right Foot,,,"[49.2, 17.0]",,Ground Pass,,15.861904,,,,Jordan Veretout,7153.0,,,,,,,2,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,194,Aston Villa,59,"['1202230b-efd9-4fde-851e-05b147d0d641', 'fda0b29e-c649-40cd-adf0-5de23b0f8034']",19,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:19.735,Pass,True
,,,,,,,,,,,,,,,,2.608892,,,,,,,,,,,,,fe8ec8a5-13f7-416f-a2a8-68c614ba26cd,2959,,"[49.2, 17.0]",3754212,81,,,,1.5774333,,Right Foot,,,"[48.9, 62.2]",,Low Pass,,45.200996,,,,Alan Hutton,9642.0,,,True,,,,2,Regular Play,Jordan Veretout,7153.0,Right Center Midfield,194,Aston Villa,59,['54c962af-36ba-49de-bd1f-2b61e514a498'],21,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:21.744,Pass,
,,,,,,,,,,,,,,,,0.761588,,,,,,,,,,,,,8a95777e-8066-4d35-bba4-d9e7c6a969eb,2962,,"[49.5, 64.0]",3754212,81,,,,0.6879633,,Right Foot,,,"[64.1, 76.0]",,Ground Pass,,18.898678,,,,Adama Traoré Diarra,11333.0,,,,,,,2,Regular Play,Alan Hutton,9642.0,Right Back,194,Aston Villa,59,['77e6be33-975e-427e-bb57-af1096b363bc'],25,,,,,,,,,,,,,,,,,Aston Villa,59,00:36:25.739,Pass,
,,,,,,,,,,,,,,,,3.05224,,,,,,,,,,,,,1b254c98-5135-4179-8b06-ea22b1c3fcec,2973,,"[28.7, 22.8]",3754212,81,True,,,0.36091775,,Right Foot,,,"[49.1, 30.5]",,Ground Pass,,21.804815,,,,Lucas Pezzini Leiva,7780.0,,,,,,Free Kick,2,From Free Kick,Mamadou Sakho,3483.0,Left Center Back,196,Liverpool,24,['784444a1-a503-458d-b758-84539a5cfb44'],51,,,,,,,,,,,,,,,,,Liverpool,24,00:36:51.585,Pass,
,,,,,,,,,,,,,,,,1.418845,,,,,,,,,,,,,35d476ad-e838-4b9b-bc2e-146455bc46d1,2975,,"[48.4, 28.4]",3754212,81,,,,-0.41772807,,Right Foot,,,"[67.1, 20.1]",,Ground Pass,,20.459229,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,From Free Kick,Lucas Pezzini Leiva,7780.0,Left Defensive Midfield,196,Liverpool,24,['9cd7e913-84bd-42eb-bbd3-62e27cf1fe13'],55,,,,,,,,,,,,,,,,,Liverpool,24,00:36:55.353,Pass,
,,,,,,,,,,,,,,,,2.004151,,,,,,,,,,,,,b4ea246b-3dab-45be-99c3-2391b8df54fb,2978,,"[70.9, 14.7]",3754212,81,,,,-0.7140907,,Right Foot,,,"[85.9, 1.7]",,Ground Pass,,19.849434,,,,Alberto Moreno Pérez,3515.0,,,,,,,2,From Free Kick,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,196,Liverpool,24,['b81b6c7f-afb8-4fce-8ad8-1cc8c29ffc44'],58,,,,,,,,,,,,,,,,,Liverpool,24,00:36:58.109,Pass,
,,,,,,,,,,,,,,,,1.456062,,,,,,,,,,,,,ee6b2af5-0250-485c-b2f4-cd78d56d7b15,2981,,"[95.6, 1.7]",3754212,82,,,,2.4429328,,Left Foot,,,"[85.6, 10.1]",,Ground Pass,,13.059862,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,From Free Kick,Alberto Moreno Pérez,3515.0,Left Wing Back,196,Liverpool,24,['6b5841f3-9940-470a-a29b-6f08d604cc72'],2,,,,,,,,,,,,,,,,,Liverpool,24,00:37:02.855,Pass,
,,,,,,,,,,,,,,,,1.329025,,,,,,,,,,,,,a921cd7a-f349-409d-a070-91c816439f1d,2985,,"[83.9, 12.8]",3754212,82,,,,1.3283769,,Right Foot,,,"[93.0, 49.6]",,Ground Pass,,37.908443,,,,Daniel Andre Sturridge,3529.0,,,,,,,2,From Free Kick,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,196,Liverpool,24,"['9218b2a3-000a-4c06-ac6e-bdcda3d809cb', 'a2295876-3af6-4b0b-ac07-4fea5a8ab558']",6,,,,,,,,,,,,,,,,,Liverpool,24,00:37:06.820,Pass,True
,,,,,,,,,,,,,,,,1.712051,,,,,,,,,,,,,b3ced737-34a9-46ba-946e-cd1af3dca08c,2988,,"[92.7, 47.9]",3754212,82,,,,-0.06831458,,Left Foot,,,"[111.7, 46.6]",,Low Pass,,19.044422,,Incomplete,,Alberto Moreno Pérez,3515.0,,,,Through Ball,True,,2,From Free Kick,Daniel Andre Sturridge,3529.0,Left Center Forward,196,Liverpool,24,"['350dc4d1-68e6-4254-9102-fcedc224e09a', '3f54552b-bd0f-40a8-aa13-f6650a137c66']",9,,,,,,,,,,,,,,,,,Liverpool,24,00:37:09.805,Pass,
,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,ed9454e4-c24a-4309-a45e-9b7fb6808f4e,2991,,"[12.7, 30.8]",3754212,82,True,,,0.495383,,Keeper Arm,,,"[74.7, 64.3]",,Low Pass,,70.47163,,,,Alan Hutton,9642.0,,,,,,,2,From Counter,Bradley Guzan,12608.0,Goalkeeper,197,Aston Villa,59,['c25fe4e4-90c3-403d-b678-24f98588d53e'],25,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:25.863,Pass,
,,,,,,,,,,,,,,,,2.058218,,,,,,,,,,,,,1f677552-4b15-461e-a045-a2ecca605f73,2995,,"[76.1, 64.9]",3754212,82,True,,,-2.703487,,Right Foot,,,"[65.0, 59.7]",,Ground Pass,,12.25765,,,,Ashley Westwood,3583.0,,,,,,Free Kick,2,From Free Kick,Alan Hutton,9642.0,Right Back,198,Aston Villa,59,['0008385a-40f2-4ded-a98c-d6185b86eb1e'],41,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:41.730,Pass,
,,,,,,,,,,,,,,,,1.438194,,,,,,,,,,,,,d1e64286-57c5-4a33-b76f-180f884a22b9,2997,,"[63.8, 58.9]",3754212,82,True,,,-1.5916266,,Right Foot,,,"[63.3, 34.9]",,Ground Pass,,24.005207,,,,Idrissa Gana Gueye,3436.0,,,,,,,2,From Free Kick,Ashley Westwood,3583.0,Center Defensive Midfield,198,Aston Villa,59,['6ca62208-30ac-4cc7-947e-a6e23ef71350'],44,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:44.181,Pass,
,,,,,,,,,,,,,,,,1.354748,,,,,,,,,,,,,6be1c41f-690f-4e1d-93e4-d469bb65c39e,3000,,"[64.4, 28.1]",3754212,82,,,,-1.5112338,,Right Foot,,,"[65.7, 6.3]",,Ground Pass,,21.838728,,,,Jordan Amavi,4347.0,,,,,,,2,From Free Kick,Idrissa Gana Gueye,3436.0,Left Center Midfield,198,Aston Villa,59,"['03514cb4-ad4f-4d7f-9961-5190c86c9373', '576db16e-bcec-4b17-8df6-dab9211ae92f']",46,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:46.808,Pass,True
,,,,,,,,,,,,,,,,1.074539,,,,,,,,,,,,,1a01fd51-16a2-4762-bbd0-72b00a5b250c,3003,,"[69.5, 7.7]",3754212,82,,,,1.1459641,,Right Foot,,,"[75.2, 20.3]",,Ground Pass,,13.829317,,,,Idrissa Gana Gueye,3436.0,,,,,,,2,From Free Kick,Jordan Amavi,4347.0,Left Back,198,Aston Villa,59,['029e3f07-bb92-4007-9e68-0f4f1befdc4b'],48,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:48.260,Pass,
,,,,,,,,,,,,,,,,1.387492,,,,,,,,,,,,,537e3e61-abb8-4132-a045-b2fb25c16c22,3008,,"[85.1, 15.8]",3754212,82,,,,-2.3380146,,Right Foot,,,"[77.0, 7.4]",,Ground Pass,,11.66919,,,,Jordan Amavi,4347.0,,,,,,,2,From Free Kick,Idrissa Gana Gueye,3436.0,Left Center Midfield,198,Aston Villa,59,"['7c2d9e35-df0f-4cb4-818c-307b6a15bd72', 'f31a216f-2453-4b79-8188-98efc66c2345']",50,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:50.727,Pass,True
,,,,,,,,,,,,,,,,1.096862,,,,,,,,,,,,,c3b6d907-80b1-4fb9-8c5e-b95b0f7223cc,3011,,"[77.8, 7.4]",3754212,82,,,,2.1918144,,Left Foot,,,"[69.0, 19.7]",,Ground Pass,,15.123822,,,,Ashley Westwood,3583.0,,,,,,,2,From Free Kick,Jordan Amavi,4347.0,Left Back,198,Aston Villa,59,['1397bbd4-43fc-40dd-952b-80c83528a7b0'],53,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:53.617,Pass,
,,,,,,,,,,,,,,,,2.122064,,,,,,,,,,,,,201bf779-372d-4132-9071-447b9a84528b,3014,,"[68.7, 19.4]",3754212,82,,,,1.6095179,,Right Foot,,,"[67.1, 60.7]",,Low Pass,,41.330982,,,,Alan Hutton,9642.0,,,True,,,,2,From Free Kick,Ashley Westwood,3583.0,Center Defensive Midfield,198,Aston Villa,59,['88756975-a9d7-4248-b046-e84ab842b82a'],55,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:55.720,Pass,
,,,,,,,,,,,,,,,,1.051871,,,,,,,,,,,,,44fce363-0af7-42d2-8138-4f44ee36102d,3017,,"[65.3, 60.4]",3754212,82,,,,0.88019514,,Right Foot,,,"[79.1, 77.1]",,Ground Pass,,21.664026,,,,Adama Traoré Diarra,11333.0,,,,,,,2,From Free Kick,Alan Hutton,9642.0,Right Back,198,Aston Villa,59,['1cee400d-c3d1-44c6-af84-66ea3b50824e'],59,,,,,,,,,,,,,,,,,Aston Villa,59,00:37:59.007,Pass,
,,,,,,,,,,,,,,,,4.991325,,,,,,,,,,,,,86056cb5-db6b-4146-9384-456f1fe964e9,3026,,"[45.7, 17.9]",3754212,83,,,,0.56629264,,Left Foot,,,"[105.0, 55.6]",,High Pass,,70.26934,,Incomplete,,Daniel Andre Sturridge,3529.0,,,,Through Ball,True,,2,From Free Kick,Alberto Moreno Pérez,3515.0,Left Wing Back,198,Aston Villa,59,"['5fcc8af0-c336-4990-a923-1ab037ac3077', '93c9a0e9-e32f-476a-816c-f891e5a8c014']",5,,,,,,,,,,,,,,,,,Liverpool,24,00:38:05.276,Pass,
,,,,,,,,,,,,,,,,1.462363,,,,,,,,,,,,,d90cd187-809b-4adf-b3dc-2533fb465ebd,3030,,"[15.1, 25.1]",3754212,83,,,,-0.4713994,,Keeper Arm,,,"[40.8, 12.0]",,Low Pass,,28.846144,,,,Jordan Amavi,4347.0,,,,,,,2,From Free Kick,Bradley Guzan,12608.0,Goalkeeper,198,Aston Villa,59,['d4864ed0-a70a-4792-aa9e-3f70f7bb4ee7'],11,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:11.046,Pass,
,,,,,,,,,,,,,,,,1.089102,,,,,,,,,,,,,bad147cc-abdf-4810-86f7-1c9c9adc1a95,3033,,"[41.6, 10.1]",3754212,83,,,,1.4341532,,Left Foot,,,"[44.9, 34.1]",,Ground Pass,,24.225813,,,,Ashley Westwood,3583.0,,,,,,,2,From Free Kick,Jordan Amavi,4347.0,Left Back,198,Aston Villa,59,['32002156-fefa-4cdc-a0a7-89099a290f96'],14,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:14.055,Pass,
,,,,,,,,,,,,,,,,1.841285,,,,,,,,,,,,,577533e7-e837-45b1-a8ff-899ef09840dc,3036,,"[47.3, 42.2]",3754212,83,,,,1.2711788,,Right Foot,,,"[57.0, 73.6]",,Ground Pass,,32.864113,,,,Alan Hutton,9642.0,,,,,,,2,From Free Kick,Ashley Westwood,3583.0,Center Defensive Midfield,198,Aston Villa,59,['12df9b15-5ffa-4f67-92ce-1c9fbab3cfb3'],17,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:17.505,Pass,
,,,,,,,,,,,,,,,,0.999438,,,,,,,,,,,,,113aac27-598e-4968-8ca6-02012a8a8b98,3039,,"[67.1, 74.1]",3754212,83,,,,0.96163285,,Right Foot,,,"[70.1, 78.4]",,Ground Pass,,5.2430906,,,,Adama Traoré Diarra,11333.0,,,,,,,2,From Free Kick,Alan Hutton,9642.0,Right Back,198,Aston Villa,59,['6b6090fe-3323-4119-85f1-1b81087459ff'],21,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:21.406,Pass,
,,,,,,,,,,,,,,,,1.772552,,,,,,,,,,,,,72fac91a-05dd-4d9a-9543-5e308e0700ce,3043,,"[71.7, 76.5]",3754212,83,,,,-2.2066348,,Right Foot,,,"[59.3, 59.7]",,Low Pass,,20.880613,,,,Ashley Westwood,3583.0,,,,,,,2,From Free Kick,Adama Traoré Diarra,11333.0,Left Wing,198,Aston Villa,59,['ad6dd008-27a7-4a36-a02a-8c035a6f1268'],22,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:22.549,Pass,
,,,,,,,,,,,,,,,,1.280465,,,,,,,,,,,,,86916139-12d3-487d-84c8-ebe9e7d06ed8,3046,,"[63.8, 61.0]",3754212,83,,,,-1.521386,,Right Foot,,,"[64.7, 42.8]",,Ground Pass,,18.222239,,,,Idrissa Gana Gueye,3436.0,,,,,,,2,From Free Kick,Ashley Westwood,3583.0,Center Defensive Midfield,198,Aston Villa,59,['dfa49483-ab31-4d19-a84f-06b5eaa7c993'],25,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:25.613,Pass,
,,,,,,,,,,,,,,,,0.9448,,,,,,,,,,,,,f9b5d61e-ba7d-4885-acca-1dd69bc5241b,3049,,"[64.7, 42.8]",3754212,83,,,,1.7147218,,Right Foot,,,"[62.7, 56.6]",,Ground Pass,,13.944175,,,,Ashley Westwood,3583.0,,,,,,,2,From Free Kick,Idrissa Gana Gueye,3436.0,Left Center Midfield,198,Aston Villa,59,['d266664c-567c-41d5-9e06-376578ebf767'],27,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:27.093,Pass,
,,,,,,,,,,,,,,,,1.255854,,,,,,,,,,,,,2e3118fa-c48b-4a0f-ba23-f13fd2e02c3b,3052,,"[64.7, 57.0]",3754212,83,,,,1.2555816,,Right Foot,,,"[70.7, 75.4]",,Ground Pass,,19.353552,,,,Alan Hutton,9642.0,,,,,,,2,From Free Kick,Ashley Westwood,3583.0,Center Defensive Midfield,198,Aston Villa,59,['c0ef4fa1-f8e6-42aa-b7dd-24d1a1c3df60'],29,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:29.412,Pass,
,,,,,,,,,,,,,,,,1.472656,,,,,,,,,,,,,aa28cfcb-a8a9-45f7-b5c6-d69a2a3d75f3,3055,,"[70.1, 74.7]",3754212,83,,,,-2.7732437,,Right Foot,,,"[58.7, 70.3]",,Ground Pass,,12.219656,,,,Ashley Westwood,3583.0,,,,,,,2,From Free Kick,Alan Hutton,9642.0,Right Back,198,Aston Villa,59,['95bd0528-43dc-4e95-89e2-97b8e0b34510'],33,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:33.388,Pass,
,,,,,,,,,,,,,,,,0.78313,,,,,,,,,,,,,bbe9789b-209d-4c85-af96-528736aa6b8e,3058,,"[58.7, 68.4]",3754212,83,,,,-1.6319445,,Left Foot,,,"[58.1, 58.6]",,Ground Pass,,9.81835,,,,Idrissa Gana Gueye,3436.0,,,,,,,2,From Free Kick,Ashley Westwood,3583.0,Center Defensive Midfield,198,Aston Villa,59,['fa502b77-c849-4dbc-9697-961355d83a29'],35,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:35.180,Pass,
,,,,,,,,,,,,,,,,0.192062,,,,,,,,,,,,,281904c0-edfc-40e8-8f7d-2e2461d7511f,3062,,"[56.6, 58.0]",3754212,83,,,,-1.2490457,,Right Foot,,,"[57.6, 55.0]",,Low Pass,,3.1622777,,Incomplete,,,,,,,,,,2,From Free Kick,Idrissa Gana Gueye,3436.0,Left Center Midfield,198,Aston Villa,59,"['a7d0d63a-38ca-47b1-b0a7-302bbcd02dd5', 'f63e3993-71f6-4a0d-b15c-fa206875a5d0']",36,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:36.946,Pass,True
,,,,,,,,,,,,,,,,1.201547,,,,,,,,,,,,,16e0a9b5-0a96-4ad7-bf5d-fb5ae714cefd,3068,,"[99.0, 38.6]",3754212,83,,,,-0.79891086,5eacb1b8-604b-45ce-99a8-33b6b9e4903c,Left Foot,,,"[106.3, 31.1]",,Ground Pass,,10.466136,,,,Daniel William John Ings,3654.0,True,,,Through Ball,True,,2,From Counter,Daniel Andre Sturridge,3529.0,Left Center Forward,199,Liverpool,24,"['51bd9bb0-09a7-4e5f-be09-b1c438f62920', '9c97dbb2-b785-46ff-adc7-40fe3c2b624a']",44,,,,,,,,,,,,,,,,,Liverpool,24,00:38:44.631,Pass,True
,,,,,,,,,,,,,,,,1.722481,,,,,,,,,,,,,a0f13b3a-918b-41ae-bd22-37e11df4e1f5,3075,,"[1.9, 54.0]",3754212,83,True,,,0.5535684,,Keeper Arm,,,"[25.2, 68.4]",,Ground Pass,,27.390692,,,,Alan Hutton,9642.0,,,,,,,2,Regular Play,Bradley Guzan,12608.0,Goalkeeper,200,Aston Villa,59,['0536bc2a-350d-4ed2-ba6e-9b0775ca2a4b'],52,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:52.227,Pass,
,,,,,,,,,,,,,,,,0.125934,,,,,,,,,,,,,1e11169f-445c-440b-9e42-b53c9d6b0786,3078,,"[40.2, 74.7]",3754212,83,,,,-0.4825133,,Right Foot,,,"[42.3, 73.6]",,Ground Pass,,2.3706539,,Incomplete,,,,,,,,,,2,Regular Play,Alan Hutton,9642.0,Right Back,200,Aston Villa,59,['10d26af3-caf1-473b-a482-4e8f080cf45e'],55,,,,,,,,,,,,,,,,,Aston Villa,59,00:38:55.920,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,dc6648bc-56da-4d3f-a193-1c8a31c2bee5,3080,,"[46.5, 80.0]",3754212,84,True,,,-1.4625257,,,,,"[47.0, 75.4]",,Low Pass,,4.6270943,,,,Jordan Veretout,7153.0,,,,,,Throw-in,2,From Throw In,Alan Hutton,9642.0,Right Back,201,Aston Villa,59,['b9c0e095-6161-4b73-9231-6541caac0e61'],12,,,,,,,,,,,,,,,,,Aston Villa,59,00:39:12.240,Pass,
,,,,,,,,,,,,,,,,0.503436,,,,,,,,,,,,,a448ee99-a2be-42b4-9078-8704ebb0e0d3,3082,,"[47.0, 75.4]",3754212,84,True,,,-2.086581,,Left Foot,,,"[28.8, 43.3]",,Ground Pass,,36.900543,,Incomplete,,,,,,,,,,2,From Throw In,Jordan Veretout,7153.0,Right Center Midfield,201,Aston Villa,59,['3ef926fd-92ee-4333-8681-9eca54cec4a0'],14,,,,,,,,,,,,,,,,,Aston Villa,59,00:39:14.745,Pass,
,,,,,,,,,,,,,,,,3.112529,,,,,,,,,,,,,3ef926fd-92ee-4333-8681-9eca54cec4a0,3083,,"[91.3, 36.8]",3754212,84,True,,,-2.7367008,873a5020-2c91-4584-9eef-16377bac3bec,Right Foot,,,"[89.2, 35.9]",,Ground Pass,,2.2847319,,,,Daniel Andre Sturridge,3529.0,True,,,Through Ball,True,Recovery,2,Regular Play,Lucas Pezzini Leiva,7780.0,Left Defensive Midfield,202,Liverpool,24,"['07618737-22ee-48e2-b30a-f6d6592e2d08', 'a448ee99-a2be-42b4-9078-8704ebb0e0d3']",15,,,,,,,,,,,,,,,,,Liverpool,24,00:39:15.249,Pass,
,,,,,,,,,,,,,,,,0.706774,,,,,,,,,,,,,0595a898-cd78-4292-b8cb-fafc6ad01925,3094,,"[12.7, 38.8]",3754212,84,,,,0.663426,,Left Foot,,,"[21.4, 45.6]",,Ground Pass,,11.0421915,,,,Jordan Veretout,7153.0,,,,,,Recovery,2,Regular Play,Joleon Lescott,20285.0,Left Center Back,203,Aston Villa,59,['aace85e3-faf7-4fe8-84dc-a7f4ed879daa'],22,,,,,,,,,,,,,,,,,Aston Villa,59,00:39:22.785,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,8eaa57e0-4796-4b9d-bd30-99453f14f5e1,3096,,"[21.4, 45.6]",3754212,84,True,,,-1.2016467,,Left Foot,,,"[33.2, 15.1]",,Low Pass,,32.703056,,,,Scott Sinclair,11117.0,,,,,,,2,Regular Play,Jordan Veretout,7153.0,Right Center Midfield,203,Aston Villa,59,['1fda0336-60e5-4078-aab6-cebe52729b87'],27,,,,,,,,,,,,,,,,,Aston Villa,59,00:39:27.092,Pass,
,,,,,,,,,,,,,,,,1.208084,,,,,,,,,,,,,a8ac7e21-fe23-421f-a2f3-52e52fb0d87c,3098,,"[69.8, 5.6]",3754212,84,True,,,1.549523,,Left Foot,,,"[70.1, 19.7]",,Ground Pass,,14.103191,,,,Jordan Amavi,4347.0,,,,,,,2,Regular Play,Scott Sinclair,11117.0,Right Wing,203,Aston Villa,59,['014405db-5fae-44d3-af58-484f1ede65e7'],33,,,,,,,,,,,,,,,,,Aston Villa,59,00:39:33.601,Pass,
,,,,,,,,,,,,,,,,0.678231,,,,,,,,,,,,,57571f85-4c61-409c-be3f-9a83502143ac,3103,,"[21.2, 51.2]",3754212,84,,,,1.6044915,,Right Foot,,,"[20.9, 60.1]",,Ground Pass,,8.905055,,,,Nathaniel Edwin Clyne,4590.0,,,,,,Recovery,2,Regular Play,Martin Škrtel,18872.0,Center Back,204,Liverpool,24,['7b197640-dd33-4432-bec4-3cf35ed7b8e8'],37,,,,,,,,,,,,,,,,,Liverpool,24,00:39:37.631,Pass,
,,,,,,,,,,,,,,,,0.564251,,,,,,,,,,,,,17588390-8dbf-491b-8fd9-94f809d0a52c,3106,,"[20.9, 60.1]",3754212,84,,,,-0.77739835,,Right Foot,,,"[27.2, 53.9]",,Low Pass,,8.839118,,,,Lucas Pezzini Leiva,7780.0,,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Wing Back,204,Liverpool,24,['0026e2b0-ad26-41d5-ad1c-bc581ea75665'],38,,,,,,,,,,,,,,,,,Liverpool,24,00:39:38.746,Pass,
,,,,,,,,,,,,,,,,1.107745,,,,,,,,,,,,,880c64d8-b622-47ca-af08-e21bcd190fde,3108,,"[27.2, 53.9]",3754212,84,,,,1.168049,,Right Foot,,,"[34.4, 70.8]",,Low Pass,,18.369812,,,,Emre Can,3493.0,,,,,,,2,Regular Play,Lucas Pezzini Leiva,7780.0,Left Defensive Midfield,204,Liverpool,24,['94b32965-e93b-4441-8c55-96ea0cdd4fde'],39,,,,,,,,,,,,,,,,,Liverpool,24,00:39:39.310,Pass,
