ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,981f5ccf-5468-42c2-954e-4ce6961898ec,1,,,3754342,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 10007, 'name': 'Jon Flanagan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 38}, {'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 37}, {'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 11992, 'name': 'Kevin Linford Stewart'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 35}, {'player': {'id': 10931, 'name': 'Joe Allen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 13200, 'name': 'Oluwaseyi Babajide Ojo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 54}, {'player': {'id': 3635, 'name': 'Jordon Ibe'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 33}, {'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3380, 'name': 'Christian Benteke Liolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool,24,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,785027f0-1744-48bd-afec-faec22f86bdb,2,,,3754342,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,,0,,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dea5f376-e405-4cb8-832a-0cc4bd626952,3,,,3754342,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,['bec080a5-3630-4331-b31f-033b2f92c97a'],0,,,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bec080a5-3630-4331-b31f-033b2f92c97a,4,,,3754342,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,['dea5f376-e405-4cb8-832a-0cc4bd626952'],0,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9887bb36-8307-4e2b-8e1c-d86aca0dcf08,1748,,,3754342,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,77,Watford,23,['e5cb4d37-a4d9-42d5-adc2-6a03a6b0ade3'],0,,,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e5cb4d37-a4d9-42d5-adc2-6a03a6b0ade3,1749,,,3754342,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,77,Watford,23,['9887bb36-8307-4e2b-8e1c-d86aca0dcf08'],0,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.41515,,,,,,,,,,,,,,f8e22d64-4e2b-425f-ade7-de63597a6cc2,5,,"[61.0, 40.1]",3754342,0,,,,,1.5707964,,Right Foot,,,,"[61.0, 42.8]",,Ground Pass,,2.7,,,,,Jordon Ibe,3635.0,,,,,,Kick Off,1,From Kick Off,Christian Benteke Liolo,3380.0,Center Forward,2,Liverpool,24,['829cd9da-f69b-49ac-9ea9-6f0216b30425'],0,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.146,Pass,
,,,,,,,,,,,,,,,1.538715,,,,,,,,,,,,,,64132db1-9019-4ab7-afe4-92bcb41becd1,8,,"[57.4, 41.1]",3754342,0,,,,,2.816188,,Right Foot,,,,"[32.8, 49.4]",,Ground Pass,,25.962473,,,,,Martin Škrtel,18872.0,,,,,,,1,From Kick Off,Jordon Ibe,3635.0,Center Attacking Midfield,2,Liverpool,24,['5c036617-2387-49d0-9d0f-d2aff412567a'],1,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:01.250,Pass,
,,,,,,,,,,,,,,,2.965235,,,,,,,,,,,,,,36382e9a-fc95-4700-8b15-6576d389764c,11,,"[35.0, 49.0]",3754342,0,,,,,-0.20065288,,Right Foot,,,,"[88.1, 38.2]",,High Pass,,54.187176,,,Incomplete,,Christian Benteke Liolo,3380.0,,,,,,,1,From Kick Off,Martin Škrtel,18872.0,Right Center Back,2,Liverpool,24,"['5535ffb2-5fd5-4b24-ab4c-2846b5f02b3e', 'a24de4d2-f173-4e79-8176-11cc2c46bb08']",4,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:04.698,Pass,
,,,,,,,,,,,,,,,1.459602,,,,,,,,,,,,,,a24de4d2-f173-4e79-8176-11cc2c46bb08,13,,"[32.0, 41.9]",3754342,0,,,,,-0.34412202,,Head,,,,"[49.3, 35.7]",,High Pass,,18.377432,,,Incomplete,,Odion Jude Ighalo,5458.0,,,,,,Recovery,1,From Kick Off,Sebastian Prödl,3309.0,Right Center Back,2,Liverpool,24,"['305998e2-1776-4f82-b571-71e07294f76e', '36382e9a-fc95-4700-8b15-6576d389764c', '405bc59b-7bce-4a31-9427-5fd0f3c55e0f']",7,,,,,,,,,,,,,,,,,,,,Watford,23,00:00:07.664,Pass,
,,,,,,,,,,,,,,,1.317947,,,,,,,,,,,,,,405bc59b-7bce-4a31-9427-5fd0f3c55e0f,15,,"[70.8, 44.4]",3754342,0,,,,,0.5968259,,Head,,,,"[86.4, 55.0]",,High Pass,,18.86054,,,,,Oluwaseyi Babajide Ojo,13200.0,,,,,,Interception,1,From Kick Off,Joe Allen,10931.0,Left Defensive Midfield,2,Liverpool,24,"['a24de4d2-f173-4e79-8176-11cc2c46bb08', 'ad8a261e-50a7-4c1e-9eff-5cb9a9a43182']",9,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:09.123,Pass,
,,,,,,,,,,,,,,,1.121314,,,,,,,,,,,,,,76f6ecf9-fbef-41a9-94b9-53970d40d065,17,,"[86.4, 55.1]",3754342,0,,,,,-0.21557538,,Head,,,,"[100.1, 52.1]",,Low Pass,,14.024621,,,Incomplete,,Jordon Ibe,3635.0,,,,,,,1,From Kick Off,Oluwaseyi Babajide Ojo,13200.0,Right Wing,2,Liverpool,24,"['186dc63b-c8b6-4a29-8942-07e9aecf0e6b', '6f268bde-03dd-4fc8-87a6-6a818589c70d']",10,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:10.441,Pass,
,,,,,,,,,,,,,,,1.520188,,,,,,,,,,,,,,6aa7f3de-9ddf-4fce-9871-0b66087268f4,21,,"[75.2, 80.0]",3754342,0,,,,,-3.1047242,,,,,,"[50.8, 79.1]",,Low Pass,,24.416594,,,,,Martin Škrtel,18872.0,,,,,,Throw-in,1,From Throw In,Jon Flanagan,10007.0,Right Back,3,Liverpool,24,['f7f78645-efa7-4f98-860a-634e61f0ec44'],22,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:22.511,Pass,
,,,,,,,,,,,,,,,1.999998,,,,,,,,,,,,,,49b810c7-f156-4e09-8c2e-fa79d89f63c6,24,,"[52.7, 77.5]",3754342,0,,,,,-1.8867185,,Right Foot,,,,"[40.9, 41.4]",,Ground Pass,,37.9796,,,,,Lucas Pezzini Leiva,7780.0,,,,,,,1,From Throw In,Martin Škrtel,18872.0,Right Center Back,3,Liverpool,24,['8da022c6-f0eb-4a73-ab17-af9080e9b62c'],25,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:25.231,Pass,
,,,,,,,,,,,,,,,1.932445,,,,,,,,,,,,,,7e7dfd7c-60cd-43f9-9b6d-82bdb506bd85,27,,"[42.4, 37.8]",3754342,0,,,,,-1.4473143,,Right Foot,,,,"[45.9, 9.6]",,Ground Pass,,28.416368,,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,From Throw In,Lucas Pezzini Leiva,7780.0,Left Center Back,3,Liverpool,24,['65b28ac9-ff5e-4017-bd4c-ba7f25949daa'],28,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:28.211,Pass,
,,,,,,,,,,,,,,,2.178414,,,,,,,,,,,,,,821607df-f138-4789-bad5-8cdf687d89f7,29,,"[45.9, 9.6]",3754342,0,,,,,2.1130598,,Left Foot,,,,"[31.5, 33.5]",,Ground Pass,,27.902866,,,,,Lucas Pezzini Leiva,7780.0,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,3,Liverpool,24,['78ffa9f0-f17a-4fe5-8035-ef24a43d5570'],30,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:30.144,Pass,
,,,,,,,,,,,,,,,1.662919,,,,,,,,,,,,,,b8efc81b-ff82-42da-a361-533c15511fbd,32,,"[26.5, 31.6]",3754342,0,,,,,1.4471873,,Right Foot,,,,"[30.6, 64.6]",,Ground Pass,,33.253723,,,,,Martin Škrtel,18872.0,,,,,,,1,From Throw In,Lucas Pezzini Leiva,7780.0,Left Center Back,3,Liverpool,24,['f68dbf82-3177-49c1-8b9d-dce345446108'],33,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:33.723,Pass,
,,,,,,,,,,,,,,,2.043462,,,,,,,,,,,,,,0863767d-405b-4970-9aa5-ddaaee6efeff,35,,"[26.1, 62.8]",3754342,0,,,,,-2.4003646,,Right Foot,,,,"[7.2, 45.5]",,Ground Pass,,25.622255,,,,,Simon Mignolet,3539.0,,,,,,,1,From Throw In,Martin Škrtel,18872.0,Right Center Back,3,Liverpool,24,['db5293b6-c44d-4c52-bbe3-073bdd816af6'],36,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:36.186,Pass,
,,,,,,,,,,,,,,,0.9495,,,,,,,,,,,,,,8c9c23a7-fd59-4b99-a815-0a4666f6398d,38,,"[10.9, 44.4]",3754342,0,,,,,0.39707944,,Right Foot,,,,"[23.3, 49.6]",,Ground Pass,,13.446189,,,,,Kevin Linford Stewart,11992.0,,,,,,,1,From Throw In,Simon Mignolet,3539.0,Goalkeeper,3,Liverpool,24,['5524d46e-e442-411a-a9b6-67e860e68ce3'],43,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:43.347,Pass,
,,,,,,,,,,,,,,,1.374363,,,,,,,,,,,,,,361b4125-7eb5-4920-a720-d249f67cf7bb,41,,"[23.3, 49.6]",3754342,0,,,,,-2.9706166,,Right Foot,,,,"[9.4, 47.2]",,Ground Pass,,14.105673,,,,,Simon Mignolet,3539.0,,,,,,,1,From Throw In,Kevin Linford Stewart,11992.0,Right Defensive Midfield,3,Liverpool,24,['a779dc73-0d60-40c4-9fe9-3aa29d0adc40'],45,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:45.110,Pass,
,,,,,,,,,,,,,,,0.820552,,,,,,,,,,,,,,cae2a73e-9e2e-4041-93d3-3936c934c105,44,,"[6.8, 54.6]",3754342,0,,,,,-0.029403288,,Right Foot,,,,"[20.4, 54.2]",,Ground Pass,,13.605881,,,,,Kevin Linford Stewart,11992.0,,,,,,,1,From Throw In,Simon Mignolet,3539.0,Goalkeeper,3,Liverpool,24,['d2041ebe-c7b9-43a3-96de-131f5e43fc72'],49,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:49.685,Pass,
,,,,,,,,,,,,,,,1.87751,,,,,,,,,,,,,,f6e3a09b-41f0-4d2b-8b8a-26e8225c7b50,48,,"[27.8, 50.6]",3754342,0,,,,,-1.8441154,,Left Foot,,,,"[21.1, 26.7]",,Ground Pass,,24.821362,,,,,Lucas Pezzini Leiva,7780.0,,,,,,,1,From Throw In,Kevin Linford Stewart,11992.0,Right Defensive Midfield,3,Liverpool,24,['d472eb56-6991-4279-999b-7cd76e4a21fd'],53,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:53.692,Pass,
,,,,,,,,,,,,,,,0.829113,,,,,,,,,,,,,,2bc59182-8985-458d-bfca-2c5690f5b1dd,51,,"[32.3, 27.5]",3754342,0,,,,,0.17742485,,Right Foot,,,,"[46.8, 30.1]",,Ground Pass,,14.731259,,,,,Joe Allen,10931.0,,,,,,,1,From Throw In,Lucas Pezzini Leiva,7780.0,Left Center Back,3,Liverpool,24,['3061662d-63ac-402a-90f3-ff13aac3ed70'],58,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:58.110,Pass,
,,,,,,,,,,,,,,,0.837748,,,,,,,,,,,,,,11a8fef5-50f2-4bfe-9603-1dfd1ac89892,54,,"[47.6, 28.8]",3754342,1,,,,,-1.5024618,,Right Foot,,,,"[49.4, 2.5]",,Ground Pass,,26.361525,,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,From Throw In,Joe Allen,10931.0,Left Defensive Midfield,3,Liverpool,24,['c1ef6e53-aba6-4b8d-ae48-79bbcb67ed09'],0,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:00.006,Pass,
,,,,,,,,,,,,,,,1.360701,,,,,,,,,,,,,,fad0c47d-aa18-403b-800a-9d9b860c316b,57,,"[49.7, 3.6]",3754342,1,,,,,2.2703526,,Left Foot,,,,"[34.3, 21.9]",,Ground Pass,,23.917566,,,,,Lucas Pezzini Leiva,7780.0,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,3,Liverpool,24,['0d4b3845-3a10-4b46-a733-5aed06bb787f'],1,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:01.850,Pass,
,,,,,,,,,,,,,,,0.856271,,,,,,,,,,,,,,4ee28783-6c34-4235-a75b-133b9ff25851,60,,"[41.6, 20.9]",3754342,1,,,,,1.4209839,,Right Foot,,,,"[44.0, 36.8]",,Ground Pass,,16.080112,,,,,Kevin Linford Stewart,11992.0,,,,,,,1,From Throw In,Lucas Pezzini Leiva,7780.0,Left Center Back,3,Liverpool,24,['eb9baf99-3378-47aa-904b-ffebf1f16378'],5,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:05.557,Pass,
,,,,,,,,,,,,,,,1.65965,,,,,,,,,,,,,,b3f8cad6-763d-4dca-8fcb-f76297fc247e,63,,"[43.1, 36.8]",3754342,1,,,,,1.6490675,,Left Foot,,,,"[40.7, 67.4]",,Ground Pass,,30.693974,,,,,Martin Škrtel,18872.0,,,,,,,1,From Throw In,Kevin Linford Stewart,11992.0,Right Defensive Midfield,3,Liverpool,24,['2af306be-04f9-47cb-9c42-864510d1ba54'],8,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:08.315,Pass,
,,,,,,,,,,,,,,,1.096947,,,,,,,,,,,,,,69aa3075-f27f-43e5-bacc-c4de6081a995,66,,"[40.7, 67.4]",3754342,1,,,,,0.6900995,,Right Foot,,,,"[55.6, 79.7]",,Ground Pass,,19.320972,,,,,Jon Flanagan,10007.0,,,,,,,1,From Throw In,Martin Škrtel,18872.0,Right Center Back,3,Liverpool,24,['12c8a444-1f2c-45ca-a3a6-81e86896f083'],10,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:10.929,Pass,
,,,,,,,,,,,,,,,1.499169,,,,,,,,,,,,,,71da08bc-fd32-49b5-8b5b-ee8cc995bda4,69,,"[53.4, 78.3]",3754342,1,,,,,-2.5907352,,Right Foot,,,,"[39.4, 69.7]",,Ground Pass,,16.43046,,,,,Martin Škrtel,18872.0,,,,,,,1,From Throw In,Jon Flanagan,10007.0,Right Back,3,Liverpool,24,['66feed69-9eff-4e07-a781-ac920a254554'],13,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:13.226,Pass,
,,,,,,,,,,,,,,,0.898627,,,,,,,,,,,,,,ad35afff-ed57-4eac-84c4-17c6f6dfe8d8,72,,"[48.2, 63.8]",3754342,1,,,,,-1.6745887,,Right Foot,,,,"[46.7, 49.4]",,Ground Pass,,14.477914,,,,,Kevin Linford Stewart,11992.0,,,,,,,1,From Throw In,Martin Škrtel,18872.0,Right Center Back,3,Liverpool,24,['9a368c17-d174-4d43-bc40-2bc8d6fcc06b'],17,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:17.757,Pass,
,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,ca0d9c43-8e2e-490f-a7c8-ce1dd10574ce,75,,"[52.2, 42.8]",3754342,1,,,,,-1.2372816,,Right Foot,,,,"[56.6, 30.1]",,Ground Pass,,13.44061,,,,,Joe Allen,10931.0,,,,,,,1,From Throw In,Kevin Linford Stewart,11992.0,Right Defensive Midfield,3,Liverpool,24,['190e6651-3c90-466c-823e-d055404295d2'],21,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:21.456,Pass,
,,,,,,,,,,,,,,,1.451133,,,,,,,,,,,,,,dc4d5298-06fd-46ce-a4ba-17817741e236,80,,"[52.0, 43.4]",3754342,1,,,,,-2.0590136,,Right Foot,,,,"[40.9, 22.5]",,Ground Pass,,23.664742,,,,,Lucas Pezzini Leiva,7780.0,,,,,,,1,From Throw In,Joe Allen,10931.0,Left Defensive Midfield,3,Liverpool,24,"['52825684-2965-463c-ae6e-9e4cce2cb40e', 'b8b361c9-b963-4418-92ce-f696aea6b23b']",27,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:27.440,Pass,True
,,,,,,,,,,,,,,,0.810152,,,,,,,,,,,,,,75d2b0cb-364f-4785-a555-faf2dc3a1843,83,,"[46.0, 21.7]",3754342,1,,,,,-0.8244844,,Right Foot,,,,"[63.2, 3.1]",,Ground Pass,,25.333773,,,,,Philippe Coutinho Correia,3501.0,,,,,,,1,From Throw In,Lucas Pezzini Leiva,7780.0,Left Center Back,3,Liverpool,24,['cdd05ef7-64fc-480c-ab46-d6d801d2ec4e'],30,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:30.011,Pass,
,,,,,,,,,,,,,,,2.210992,,,,,,,,,,,,,,90ce7bdc-2014-4980-b677-06f0a66442cc,87,,"[53.6, 17.3]",3754342,1,,,,,0.32762134,,Right Foot,,,,"[99.5, 32.9]",,High Pass,,48.478554,,,,,Oluwaseyi Babajide Ojo,13200.0,,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,3,Liverpool,24,['2c31b2c7-2bd3-41b7-9d2c-2c8cbfab20b6'],34,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:34.793,Pass,
,,,,,,,,,,,,,,,1.169538,,,,,,,,,,,,,,e9965bcc-d1ab-4033-b52e-5642b3b6ccd6,91,,"[107.3, 5.8]",3754342,1,,,,,-3.001668,,Left Foot,,,,"[93.1, 3.8]",,Ground Pass,,14.340154,,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,From Throw In,Oluwaseyi Babajide Ojo,13200.0,Right Wing,3,Liverpool,24,['bcbff725-96cd-4847-99b1-b3ccde4875b5'],41,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:41.194,Pass,
,,,,,,,,,,,,,,,0.894071,,,,,,,,,,,,,,b28f4bf9-be75-438e-a204-a6f23c613ffd,94,,"[92.5, 3.8]",3754342,1,,,,,2.1982846,,Left Foot,,,,"[85.9, 12.9]",,Ground Pass,,11.241441,,,,,Philippe Coutinho Correia,3501.0,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,3,Liverpool,24,['8f97b5eb-3640-436e-ad91-8868c4280c97'],43,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:43.099,Pass,
,,,,,,,,,,,,,,,1.48312,,,,,,,,,,,,,,feeab30f-eaf9-4ac7-a022-6215a4c63124,97,,"[85.3, 15.7]",3754342,1,,,,,0.80240333,,Right Foot,True,,,"[114.2, 45.6]",,High Pass,,41.583893,,,Incomplete,,Christian Benteke Liolo,3380.0,,,,Through Ball,True,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,3,Liverpool,24,"['4b6fa2b7-0d51-4c83-82e2-28a1f7890b69', '9eb0dfc0-3abc-41fb-9424-b8d9912d4dc9']",45,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:45.601,Pass,
,,,,,,,,,,,,,,,0.728568,,,,,,,,,,,,,,58ce5e49-04c2-446d-88cd-c3328812f063,104,,"[38.0, 34.6]",3754342,1,,,,,-1.9089389,,Right Foot,,,,"[34.8, 25.5]",,Ground Pass,,9.646243,,,,,Troy Deeney,3454.0,,,,,,,1,From Throw In,José Manuel Jurado Marín,6870.0,Left Midfield,3,Liverpool,24,"['3d898d74-a80b-4e80-8295-27d6b7892430', '8481919d-6986-482d-a0eb-b97242c92088']",51,,,,,,,,,,,,,,,,,,,,Watford,23,00:01:51.940,Pass,True
,,,,,,,,,,,,,,,2.671984,,,,,,,,,,,,,,ffc52c3f-37b7-4dd6-b8fe-d81b692886e0,108,,"[44.9, 15.7]",3754342,1,,,,,-0.31362066,,Right Foot,,,,"[93.0, 0.1]",,Low Pass,,50.56649,,,Out,,Ikechi Anya,40118.0,,,,,,,1,From Throw In,Troy Deeney,3454.0,Left Center Forward,3,Liverpool,24,['c16131c5-49d2-4964-8019-a67dfbbd9602'],55,,,,,,,,,,,,,,,,,,,,Watford,23,00:01:55.661,Pass,
,,,,,,,,,,,,,,,2.141209,,,,,,,,,,,,,,77950c23-1cca-4b1e-942d-13cdb4d89e2e,110,,"[24.3, 80.0]",3754342,2,,True,,,-3.0395858,,,,,,"[11.6, 78.7]",,Low Pass,,12.766362,,,,,Martin Škrtel,18872.0,,,,,,Throw-in,1,From Throw In,Jon Flanagan,10007.0,Right Back,4,Liverpool,24,['8987d866-587c-47e4-830a-db8e3d9ff40e'],5,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:05.043,Pass,
,,,,,,,,,,,,,,,1.303432,,,,,,,,,,,,,,3978db4f-3901-452d-a49e-aae8332c0e84,112,,"[10.9, 78.6]",3754342,2,,,,,-0.7464568,,Right Foot,,,,"[22.9, 67.5]",,Ground Pass,,16.34656,,,,,Kevin Linford Stewart,11992.0,,,,,,,1,From Throw In,Martin Škrtel,18872.0,Right Center Back,4,Liverpool,24,['9002d85e-f655-4594-b2a0-3ecfadebd08e'],8,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:08.042,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,6b2f094c-4e3f-4dcc-98ea-ae18ab6bd412,115,,"[41.6, 52.4]",3754342,2,,,,,-2.036174,,Right Foot,,,,"[30.0, 29.3]",,Ground Pass,,25.848984,,,,,Lucas Pezzini Leiva,7780.0,,,,,,,1,From Throw In,Kevin Linford Stewart,11992.0,Right Defensive Midfield,4,Liverpool,24,['1fd0ea71-2835-4cc9-b09a-247f3fbe5f7f'],13,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:13.934,Pass,
,,,,,,,,,,,,,,,2.147094,,,,,,,,,,,,,,ea88aba3-10fe-4a0a-a61f-482d0b865648,118,,"[39.4, 38.4]",3754342,2,,,,,1.4139446,,Right Foot,,,,"[45.9, 79.5]",,Ground Pass,,41.610817,,,,,Jon Flanagan,10007.0,,,True,,,,1,From Throw In,Lucas Pezzini Leiva,7780.0,Left Center Back,4,Liverpool,24,['971a40c0-11bc-44ae-a8b6-469a67072a23'],20,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:20.125,Pass,
,,,,,,,,,,,,,,,1.375216,,,,,,,,,,,,,,3c647bac-705c-403e-add7-7bb4974fa1f9,121,,"[45.9, 79.5]",3754342,2,,,,,-2.1818812,,Right Foot,,,,"[32.8, 60.8]",,Ground Pass,,22.831995,,,,,Martin Škrtel,18872.0,,,,,,,1,From Throw In,Jon Flanagan,10007.0,Right Back,4,Liverpool,24,['54f04efb-291b-4f3f-bbf5-5af61ad08955'],25,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:25.872,Pass,
,,,,,,,,,,,,,,,1.726147,,,,,,,,,,,,,,b4bd8a88-7765-4806-b44c-e0bd9656569e,124,,"[39.1, 56.5]",3754342,2,,,,,-1.7792616,,Right Foot,,,,"[34.7, 35.7]",,Ground Pass,,21.260292,,,,,Lucas Pezzini Leiva,7780.0,,,,,,,1,From Throw In,Martin Škrtel,18872.0,Right Center Back,4,Liverpool,24,['6773dd93-123b-4aff-89f2-c9bcc99ba68b'],29,,,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:29.380,Pass,
