ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.264404,,,,,,,,,,,,,,,ef73151b-4113-4725-a8d7-dc281498627e,2654,,"[91.9, 23.4]",3753985,73,,,,,-1.0673375,,Right Foot,,,,"[102.2, 4.7]",,Ground Pass,,21.349005,,,,Marc Muniesa Martínez,6560.0,,,,,,,2,From Throw In,Ibrahim Afellay,4891.0,Left Wing,138,Stoke City,30,"['49d7904f-3605-49b8-9d5c-08c3bbb5284f', '83b3fb8b-0e75-4884-a2e8-7c58a6360658']",35,,,,,,,,,,,,,,,,,Stoke City,30,00:28:35.949,Pass,True
,,,,,,,,,,,,,1.23712,,,,,,,,,,,,,,,5c588946-5d7d-403c-ad82-030eb10c4c0a,2657,,"[102.0, 4.7]",3753985,73,,,,,2.5053377,,Left Foot,,,,"[90.9, 12.9]",,Ground Pass,,13.800363,,,,Ibrahim Afellay,4891.0,,,,,,,2,From Throw In,Marc Muniesa Martínez,6560.0,Left Back,138,Stoke City,30,['db09647e-deb2-42dd-94f1-21fad8061ba2'],38,,,,,,,,,,,,,,,,,Stoke City,30,00:28:38.410,Pass,
,,,,,,,,,,,,,2.34928,,,,,,,,,,,,,,,9bc9c01c-a2e8-4e5d-8756-379cb2b6803e,2661,,"[86.3, 11.5]",3753985,73,,,,,0.9391994,,Right Foot,True,,,"[111.1, 45.4]",,High Pass,,42.002975,,Incomplete,,,,,,,,,,2,From Throw In,Ibrahim Afellay,4891.0,Left Wing,138,Stoke City,30,"['46e57ac5-40ca-49a7-8bd5-74d88c57ba8c', 'baa68383-40c2-4645-b410-94b835f512d9']",40,,,,,,,,,,,,,,,,,Stoke City,30,00:28:40.395,Pass,True
,,,,,,,,,,,,,1.268473,,,,,,,,,,,,,,,debd4df1-f73a-4398-8851-875efc633d69,2664,,"[10.9, 46.1]",3753985,73,,,,,0.31320375,,Keeper Arm,,,,"[28.5, 51.8]",,Ground Pass,,18.5,,,,James Philip Milner,3473.0,,,,,,,2,From Keeper,Simon Mignolet,3539.0,Goalkeeper,139,Liverpool,24,['444a667f-d63b-4065-8325-b53896d0dabb'],49,,,,,,,,,,,,,,,,,Liverpool,24,00:28:49.262,Pass,
,,,,,,,,,,,,,1.109562,,,,,,,,,,,,,,,0dda66c1-ca9e-4633-92f5-55197b101c49,2667,,"[29.2, 55.4]",3753985,73,,,,,-0.77764636,,Right Foot,,,,"[35.7, 49.0]",,Ground Pass,,9.121951,,,,Emre Can,3493.0,,,,,,,2,From Keeper,James Philip Milner,3473.0,Right Center Midfield,139,Liverpool,24,['a259fa81-8792-4f87-84bd-59fd2647c777'],53,,,,,,,,,,,,,,,,,Liverpool,24,00:28:53.700,Pass,
,,,,,,,,,,,,,1.20649,,,,,,,,,,,,,,,d03e3ce8-1d2f-4e70-bd0c-5421a50e34c6,2670,,"[35.7, 49.0]",3753985,73,,,,,2.0505283,,Right Foot,,,,"[28.0, 63.8]",,Ground Pass,,16.683226,,,,James Philip Milner,3473.0,,,,,,,2,From Keeper,Emre Can,3493.0,Center Defensive Midfield,139,Liverpool,24,['d2ae8b20-b328-4ea5-b1fd-f9ffb05d11c7'],55,,,,,,,,,,,,,,,,,Liverpool,24,00:28:55.340,Pass,
,,,,,,,,,,,,,1.09278,,,,,,,,,,,,,,,cbd8f2dc-4122-45ae-b878-dd1117e4601e,2673,,"[26.4, 70.8]",3753985,73,,,,,0.36427808,,Right Foot,,,,"[40.3, 76.1]",,Ground Pass,,14.876156,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,2,From Keeper,James Philip Milner,3473.0,Right Center Midfield,139,Liverpool,24,['99986848-6b00-4552-ba41-559bfdf129b3'],58,,,,,,,,,,,,,,,,,Liverpool,24,00:28:58.764,Pass,
,,,,,,,,,,,,,1.452963,,,,,,,,,,,,,,,ecb5a27e-1ebb-4755-b731-1a717656dc55,2676,,"[40.3, 76.1]",3753985,74,,,,,-2.931712,,Right Foot,,,,"[23.4, 72.5]",,Ground Pass,,17.279179,,,,James Philip Milner,3473.0,,,,,,,2,From Keeper,Nathaniel Edwin Clyne,4590.0,Right Back,139,Liverpool,24,['51e8e537-58ce-4239-aa29-34ee2ec2acbf'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:29:00.316,Pass,
,,,,,,,,,,,,,1.052285,,,,,,,,,,,,,,,b8606694-2110-464a-9c72-5c8a5024577a,2679,,"[23.4, 72.5]",3753985,74,,,,,-1.5707964,,Right Foot,,,,"[23.4, 61.9]",,Ground Pass,,10.6,,,,Emre Can,3493.0,,,,,,,2,From Keeper,James Philip Milner,3473.0,Right Center Midfield,139,Liverpool,24,['b47fe6bd-ec40-4d11-b6ae-357d357a281d'],2,,,,,,,,,,,,,,,,,Liverpool,24,00:29:02.113,Pass,
,,,,,,,,,,,,,4.669178,,,,,,,,,,,,,,,a1bd9b92-b5dd-421c-b9ec-f851f62c514b,2682,,"[28.0, 55.9]",3753985,74,,,,,0.08063287,,Right Foot,,,,"[87.4, 60.7]",,High Pass,,59.593624,,Incomplete,,Christian Benteke Liolo,3380.0,,,,,,,2,From Keeper,Emre Can,3493.0,Center Defensive Midfield,139,Liverpool,24,"['58765e5c-eb8e-4454-aa89-99611c6e27c3', '659d8706-d96b-4ecf-86e8-040c7cf7cfde']",5,,,,,,,,,,,,,,,,,Liverpool,24,00:29:05.579,Pass,
,,,,,,,,,,,,,2.358205,,,,,,,,,,,,,,,b0f49062-65e2-46f5-a729-3cb8fc771650,2686,,"[30.5, 12.1]",3753985,74,,,,,0.2599183,,Left Foot,,,,"[76.0, 24.2]",,High Pass,,47.081417,,Incomplete,,,,,,,,,,2,From Keeper,Philipp Wollscheid,40121.0,Left Center Back,139,Liverpool,24,['7b142542-e4b0-4aa5-a3ca-20bb0b1877d3'],12,,,,,,,,,,,,,,,,,Stoke City,30,00:29:12.028,Pass,
,,,,,,,,,,,,,1.39535,,,,,,,,,,,,,,,7b142542-e4b0-4aa5-a3ca-20bb0b1877d3,2687,,"[44.1, 55.9]",3753985,74,,,,,-0.5702911,,Head,,,,"[58.6, 46.6]",,Low Pass,,17.226143,,,,Jordan Brian Henderson,3532.0,,,,,,Recovery,2,From Keeper,Martin Škrtel,18872.0,Right Center Back,139,Liverpool,24,"['b0f49062-65e2-46f5-a729-3cb8fc771650', 'dd34f050-608c-4fd6-931a-e890c37a5ba7']",14,,,,,,,,,,,,,,,,,Liverpool,24,00:29:14.386,Pass,
,,,,,,,,,,,,,0.829706,,,,,,,,,,,,,,,6e55952a-a1b1-4302-8e88-e62116b59404,2690,,"[55.7, 35.9]",3753985,74,,,,,1.5707964,,Right Foot,,,,"[55.7, 45.5]",,Ground Pass,,9.6,,,,Emre Can,3493.0,,,,,,,2,From Keeper,Jordan Brian Henderson,3532.0,Left Center Midfield,139,Liverpool,24,['1f8906eb-bf9e-4e42-99b0-d8831a089bdb'],19,,,,,,,,,,,,,,,,,Liverpool,24,00:29:19.102,Pass,
,,,,,,,,,,,,,0.894658,,,,,,,,,,,,,,,46bf7874-2c3c-4551-8a55-2e17352ead49,2693,,"[51.8, 48.2]",3753985,74,,,,,1.5546687,,Right Foot,,,,"[52.1, 66.8]",,Ground Pass,,18.602419,,,,James Philip Milner,3473.0,,,,,,,2,From Keeper,Emre Can,3493.0,Center Defensive Midfield,139,Liverpool,24,['74f6ec17-3746-406c-ab91-f27261348aae'],20,,,,,,,,,,,,,,,,,Liverpool,24,00:29:20.746,Pass,
,,,,,,,,,,,,,1.109652,,,,,,,,,,,,,,,5b98d9b1-8492-4179-809a-3690b17c8aef,2696,,"[54.0, 67.2]",3753985,74,,,,,-0.35573512,,Right Foot,,,,"[79.3, 57.8]",,Ground Pass,,26.989813,,,,Christian Benteke Liolo,3380.0,,,,,,,2,From Keeper,James Philip Milner,3473.0,Right Center Midfield,139,Liverpool,24,['bc3d2998-3a55-4c83-b6ad-39cce574be22'],22,,,,,,,,,,,,,,,,,Liverpool,24,00:29:22.823,Pass,
,,,,,,,,,,,,,0.73934,,,,,,,,,,,,,,,86ff3186-162c-4445-93b6-38f3c620162c,2702,,"[35.3, 15.1]",3753985,74,,,,,-0.25580856,,Left Foot,,,,"[41.8, 13.4]",,Ground Pass,,6.718631,,,,Ibrahim Afellay,4891.0,,,,,,,2,Regular Play,Marc Muniesa Martínez,6560.0,Left Back,140,Stoke City,30,"['54458abe-9563-4f31-9b07-f1e82d2f6bd2', 'f75d7d07-68c6-4afa-aa1a-a41b45f2e704']",26,,,,,,,,,,,,,,,,,Stoke City,30,00:29:26.032,Pass,True
,,,,,,,,,,,,,0.957111,,,,,,,,,,,,,,,c887c09e-dfc7-47ff-b0a5-fffa1598c706,2705,,"[36.5, 8.0]",3753985,74,,,,,1.4706038,,Right Foot,,,,"[38.4, 26.9]",,Ground Pass,,18.995262,,,,Glenn Whelan,9625.0,,,,,,,2,Regular Play,Ibrahim Afellay,4891.0,Left Wing,140,Stoke City,30,['ad338299-ef31-4a86-88f1-8c0e6b41685c'],27,,,,,,,,,,,,,,,,,Stoke City,30,00:29:27.685,Pass,
,,,,,,,,,,,,,0.973681,,,,,,,,,,,,,,,bc321894-bac3-4ac5-9cc2-3e56dab38a8d,2709,,"[39.6, 28.7]",3753985,74,,,,,-1.7889194,,Right Foot,,,,"[35.3, 9.3]",,Ground Pass,,19.870832,,,,Ibrahim Afellay,4891.0,,,,,,,2,Regular Play,Glenn Whelan,9625.0,Left Defensive Midfield,140,Stoke City,30,"['b9ca6004-b801-4a85-9377-8e8567ced460', 'f402269f-d7d2-415f-a377-f34b6e87dffd']",29,,,,,,,,,,,,,,,,,Stoke City,30,00:29:29.257,Pass,True
,,,,,,,,,,,,,3.173906,,,,,,,,,,,,,,,0d0a6b74-f931-45a7-97f7-3b871ac09bf1,2712,,"[31.2, 17.4]",3753985,74,,,,,1.4838946,,Right Foot,,,,"[35.8, 70.2]",,High Pass,,53.0,,,,Glen Johnson,4724.0,,,True,,,,2,Regular Play,Ibrahim Afellay,4891.0,Left Wing,140,Stoke City,30,['cf9d7d8e-4abc-4280-88b6-5f81a30f6120'],30,,,,,,,,,,,,,,,,,Stoke City,30,00:29:30.938,Pass,
,,,,,,,,,,,,,1.304245,,,,,,,,,,,,,,,09fa1342-1fba-46e5-8777-38dc15ee6221,2715,,"[34.8, 75.0]",3753985,74,,,,,-1.8974569,,Right Foot,,,,"[28.6, 56.7]",,Ground Pass,,19.321749,,,,Geoff Cameron,3480.0,,,,,,,2,Regular Play,Glen Johnson,4724.0,Right Back,140,Stoke City,30,['b5257051-42aa-49b0-84eb-b7ac505a302a'],37,,,,,,,,,,,,,,,,,Stoke City,30,00:29:37.251,Pass,
,,,,,,,,,,,,,0.886044,,,,,,,,,,,,,,,31ff948c-70fd-44c1-9bdf-037b951a27a5,2718,,"[36.0, 54.3]",3753985,74,,,,,-0.3741044,,Right Foot,,,,"[49.5, 49.0]",,Ground Pass,,14.503103,,,,Marco van Ginkel,8251.0,,,,,,,2,Regular Play,Geoff Cameron,3480.0,Right Center Back,140,Stoke City,30,['5103b967-5077-4a1e-af80-64d2b1d6c95d'],40,,,,,,,,,,,,,,,,,Stoke City,30,00:29:40.413,Pass,
,,,,,,,,,,,,,1.747908,,,,,,,,,,,,,,,acd6c0fb-fabc-4e5d-a032-9f1128611bd0,2720,,"[49.5, 49.0]",3753985,74,,,,,2.2277195,,Right Foot,,,,"[40.4, 60.8]",,Ground Pass,,14.901342,,,,Glenn Whelan,9625.0,,,,,,,2,Regular Play,Marco van Ginkel,8251.0,Right Defensive Midfield,140,Stoke City,30,['5aee3ba5-00dd-4890-89be-4584a36610a8'],41,,,,,,,,,,,,,,,,,Stoke City,30,00:29:41.299,Pass,
,,,,,,,,,,,,,1.57756,,,,,,,,,,,,,,,7cd72538-37ef-420f-8265-8b815bddfdc8,2723,,"[41.6, 58.8]",3753985,74,,,,,1.0698853,,Right Foot,,,,"[51.4, 76.7]",,Ground Pass,,20.407106,,,,Marco van Ginkel,8251.0,,,,,,,2,Regular Play,Glenn Whelan,9625.0,Left Defensive Midfield,140,Stoke City,30,['edaf80b0-3692-4c08-a8b9-3267e18d2bbd'],45,,,,,,,,,,,,,,,,,Stoke City,30,00:29:45.607,Pass,
,,,,,,,,,,,,,1.145243,,,,,,,,,,,,,,,b27c8a5b-3d89-4ec6-9361-94e93c6da09c,2725,,"[51.4, 76.7]",3753985,74,,,,,-2.976444,,Right Foot,,,,"[37.0, 74.3]",,Ground Pass,,14.59863,,,,Geoff Cameron,3480.0,,,,,,,2,Regular Play,Marco van Ginkel,8251.0,Right Defensive Midfield,140,Stoke City,30,['50649acd-5ca1-44cd-9b7c-7a0eb8d49136'],47,,,,,,,,,,,,,,,,,Stoke City,30,00:29:47.184,Pass,
,,,,,,,,,,,,,1.875206,,,,,,,,,,,,,,,fc8c6882-ca24-4a4d-b258-8516b95294d3,2728,,"[37.0, 74.3]",3753985,74,,,,,0.13125424,,Right Foot,,,,"[67.3, 78.3]",,High Pass,,30.562885,,,,Glen Johnson,4724.0,,,,,,,2,Regular Play,Geoff Cameron,3480.0,Right Center Back,140,Stoke City,30,['a308ee0c-cb32-4fd7-8722-81a702b2fb61'],49,,,,,,,,,,,,,,,,,Stoke City,30,00:29:49.279,Pass,
,,,,,,,,,,,,,1.386451,,,,,,,,,,,,,,,7c24c8f0-51c9-4f38-99ee-ce1ffc803e16,2732,,"[67.3, 77.4]",3753985,74,,,,,-2.3691807,,Right Foot,,,,"[47.8, 58.4]",,Ground Pass,,27.225906,,,,Glenn Whelan,9625.0,,,,,,,2,Regular Play,Glen Johnson,4724.0,Right Back,140,Stoke City,30,"['c7059135-c299-441b-a04c-f98175043b20', 'dae980de-d858-48d1-a771-89ffd0ca51cb']",53,,,,,,,,,,,,,,,,,Stoke City,30,00:29:53.281,Pass,True
,,,,,,,,,,,,,1.121093,,,,,,,,,,,,,,,5662be4b-d5f7-447a-a837-18ba8e711c8f,2735,,"[49.0, 57.9]",3753985,74,,,,,-1.323578,,Right Foot,,,,"[54.3, 36.9]",,Ground Pass,,21.658485,,,,Charlie Adam,3636.0,,,,,,,2,Regular Play,Glenn Whelan,9625.0,Left Defensive Midfield,140,Stoke City,30,['7c22b34a-1aef-4fee-a411-3cb0731f9bad'],55,,,,,,,,,,,,,,,,,Stoke City,30,00:29:55.519,Pass,
,,,,,,,,,,,,,1.525048,,,,,,,,,,,,,,,22c76519-f35e-446e-8852-ce0636247e80,2737,,"[54.3, 36.9]",3753985,74,,,,,1.766602,,Left Foot,,,,"[51.9, 49.0]",,Ground Pass,,12.33572,,,,Glenn Whelan,9625.0,,,,,,,2,Regular Play,Charlie Adam,3636.0,Center Attacking Midfield,140,Stoke City,30,['a7dec9ed-21c8-45f4-9045-97af4a3966f9'],56,,,,,,,,,,,,,,,,,Stoke City,30,00:29:56.640,Pass,
,,,,,,,,,,,,,1.272908,,,,,,,,,,,,,,,6b8fcb53-d4b3-4647-a966-f03dd00b9a83,2740,,"[56.7, 47.7]",3753985,74,,,,,-1.7640078,,Right Foot,,,,"[53.1, 29.3]",,Ground Pass,,18.748867,,,,Charlie Adam,3636.0,,,,,,,2,Regular Play,Glenn Whelan,9625.0,Left Defensive Midfield,140,Stoke City,30,['5542ec5b-fbd7-4ea9-af3f-c75294805ce4'],59,,,,,,,,,,,,,,,,,Stoke City,30,00:29:59.728,Pass,
,,,,,,,,,,,,,2.894259,,,,,,,,,,,,,,,2a132fcd-be36-43bd-8423-d509d97f395e,2744,,"[56.7, 29.5]",3753985,75,,,,,0.1382769,,Left Foot,,,,"[107.0, 36.5]",,High Pass,,50.78474,,Incomplete,,,,,,,,,,2,Regular Play,Charlie Adam,3636.0,Center Attacking Midfield,140,Stoke City,30,"['32c8004b-3fa8-4dc4-9cfd-8a8a1e50506a', '610ebb8e-5289-453a-b038-b3aa44e5c28c']",1,,,,,,,,,,,,,,,,,Stoke City,30,00:30:01.853,Pass,True
,,,,,,,,,,,,,1.306446,,,,,,,,,,,,,,,110a262b-887d-4935-ba75-cc0916703671,2747,,"[16.2, 43.2]",3753985,75,,,,,-0.1308274,,Keeper Arm,,,,"[35.2, 40.7]",,Ground Pass,,19.163769,,,,Emre Can,3493.0,,,,,,,2,Regular Play,Simon Mignolet,3539.0,Goalkeeper,141,Liverpool,24,['a3c36f2e-c29e-4051-bc47-b5ccfa08d2e4'],5,,,,,,,,,,,,,,,,,Liverpool,24,00:30:05.835,Pass,
,,,,,,,,,,,,,1.265533,,,,,,,,,,,,,,,f67450bb-8a52-4b33-a757-b97cc9acad95,2751,,"[35.7, 40.1]",3753985,75,,,,,-2.84939,,Right Foot,,,,"[23.4, 36.4]",,Ground Pass,,12.844454,,,,Dejan Lovren,3471.0,,,,,,,2,Regular Play,Emre Can,3493.0,Center Defensive Midfield,141,Liverpool,24,"['b3bbf3aa-ce42-44f1-8ba9-16f5d7b17bf6', 'f416f119-6367-4e37-b793-f4b3c1b53a2f']",7,,,,,,,,,,,,,,,,,Liverpool,24,00:30:07.513,Pass,True
,,,,,,,,,,,,,1.02251,,,,,,,,,,,,,,,e11edbb3-6177-4425-a053-53c8a5e2e078,2754,,"[25.6, 34.7]",3753985,75,,,,,-0.1798535,,Right Foot,,,,"[41.0, 31.9]",,Ground Pass,,15.652476,,,,Jordan Brian Henderson,3532.0,,,,,,,2,Regular Play,Dejan Lovren,3471.0,Left Center Back,141,Liverpool,24,['1192213d-ad3d-482a-a5f9-53e907df407b'],9,,,,,,,,,,,,,,,,,Liverpool,24,00:30:09.778,Pass,
,,,,,,,,,,,,,1.051853,,,,,,,,,,,,,,,08215350-9967-4ddd-b291-edd16d3ec9f0,2756,,"[40.3, 31.9]",3753985,75,,,,,-2.4042857,,Right Foot,,,,"[30.5, 23.0]",,Ground Pass,,13.238202,,,,Dejan Lovren,3471.0,,,,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Left Center Midfield,141,Liverpool,24,['ed692b7a-158d-4e60-bb85-5a6a92dfe8c5'],10,,,,,,,,,,,,,,,,,Liverpool,24,00:30:10.801,Pass,
,,,,,,,,,,,,,0.924021,,,,,,,,,,,,,,,ac01f75b-6bfc-4773-b854-96f567f3c92c,2759,,"[37.6, 21.8]",3753985,75,,,,,0.020509943,,Right Foot,,,,"[57.1, 22.2]",,Ground Pass,,19.504103,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,Regular Play,Dejan Lovren,3471.0,Left Center Back,141,Liverpool,24,['dcccfb31-e6bd-4e77-9da9-3fed39a5c23b'],15,,,,,,,,,,,,,,,,,Liverpool,24,00:30:15.316,Pass,
,,,,,,,,,,,,,1.368983,,,,,,,,,,,,,,,c165b68f-5b0c-4207-b043-d26391784fb7,2766,,"[53.8, 57.2]",3753985,75,,,,,0.16292647,,Left Foot,,,,"[61.1, 58.4]",,Ground Pass,,7.3979726,,,,Marco van Ginkel,8251.0,,,,,,,2,Regular Play,Glen Johnson,4724.0,Right Back,142,Stoke City,30,['2401262b-8ba1-4454-95b4-99a86fd30251'],20,,,,,,,,,,,,,,,,,Stoke City,30,00:30:20.618,Pass,
,,,,,,,,,,,,,1.069431,,,,,,,,,,,,,,,fdeaaff0-4c24-40f8-b790-271e74312068,2769,,"[71.2, 61.3]",3753985,75,,,,,-0.45807663,,Right Foot,,,,"[85.6, 54.2]",,Ground Pass,,16.055218,,,,Mame Biram Diouf,3603.0,,,,,,,2,Regular Play,Marco van Ginkel,8251.0,Right Defensive Midfield,142,Stoke City,30,['955ae13b-1767-4cee-a9a6-408e8002bf0c'],22,,,,,,,,,,,,,,,,,Stoke City,30,00:30:22.998,Pass,
,,,,,,,,,,,,,2.326266,,,,,,,,,,,,,,,1f46c60c-09e5-434d-a11e-36e978c3457e,2776,,"[77.3, 29.9]",3753985,75,,,,,0.09927417,,Right Foot,,,,"[102.4, 32.4]",,Ground Pass,,25.224195,,Incomplete,,Christian Benteke Liolo,3380.0,,,,Through Ball,True,,2,Regular Play,Emre Can,3493.0,Center Defensive Midfield,142,Stoke City,30,"['4684c35e-b605-4989-98b9-f8977ce41058', '4f9891cd-da4d-4ced-8f35-c812afec6342']",31,,,,,,,,,,,,,,,,,Liverpool,24,00:30:31.292,Pass,
,,,,,,,,,,,,,1.469355,,,,,,,,,,,,,,,1f8ebf6a-f9af-414b-9e6e-f4b4a94b1e43,2780,,"[19.4, 37.7]",3753985,75,,,,,-0.3423966,,Left Foot,,,,"[29.5, 34.1]",,Ground Pass,,10.722406,,,,Charlie Adam,3636.0,,,,,,,2,Regular Play,Geoff Cameron,3480.0,Right Center Back,142,Stoke City,30,['3d475bdf-2c45-4410-95df-8d0f4dfd3751'],36,,,,,,,,,,,,,,,,,Stoke City,30,00:30:36.482,Pass,
,,,,,,,,,,,,,1.748291,,,,,,,,,,,,,,,c151dece-bb0a-4b36-9aa4-68698df31ba7,2783,,"[30.7, 34.8]",3753985,75,,,,,-2.541302,,Left Foot,,,,"[15.8, 24.6]",,Ground Pass,,18.056854,,,,Marc Muniesa Martínez,6560.0,,,,,,,2,Regular Play,Charlie Adam,3636.0,Center Attacking Midfield,142,Stoke City,30,"['5116e321-9014-454f-80a9-cb8f36672bea', '754455c6-e96c-438d-b7a6-258f3e847f69']",37,,,,,,,,,,,,,,,,,Stoke City,30,00:30:37.952,Pass,True
,,,,,,,,,,,,,3.419447,,,,,,,,,,,,,,,3492a865-b77a-43f7-81fc-21a6685cb86a,2785,,"[15.3, 23.0]",3753985,75,,,,,-0.34464732,,Left Foot,,,,"[58.2, 7.6]",,Ground Pass,,45.580368,,Incomplete,,Ibrahim Afellay,4891.0,,,,,,,2,Regular Play,Marc Muniesa Martínez,6560.0,Left Back,142,Stoke City,30,"['29999e3a-5276-4832-9757-1f2685bf0787', '5af97434-8182-4eb5-96bc-5d9e69e790fc']",39,,,,,,,,,,,,,,,,,Stoke City,30,00:30:39.700,Pass,
,,,,,,,,,,,,,1.363214,,,,,,,,,,,,,,,d82fd6ec-f1db-495c-9989-705046824177,2789,,"[56.6, 75.1]",3753985,75,,,,,-1.9901379,,Left Foot,,,,"[49.2, 58.5]",,Ground Pass,,18.174707,,,,Martin Škrtel,18872.0,,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,143,Liverpool,24,['49ea32ce-5d9f-4c41-ae00-bfea0b2199b6'],44,,,,,,,,,,,,,,,,,Liverpool,24,00:30:44.393,Pass,
,,,,,,,,,,,,,0.775232,,,,,,,,,,,,,,,88f8eaaa-a7f9-4f49-b018-7fac1fb42897,2792,,"[49.2, 58.5]",3753985,75,,,,,-0.06885649,,Right Foot,,,,"[52.1, 58.3]",,Ground Pass,,2.9068885,,,,Emre Can,3493.0,,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,143,Liverpool,24,['c7e7afb9-96af-47c2-a27a-0e449ab30f33'],46,,,,,,,,,,,,,,,,,Liverpool,24,00:30:46.084,Pass,
,,,,,,,,,,,,,1.135127,,,,,,,,,,,,,,,0bf5840b-07b7-4a29-89a2-0c349ec6d872,2795,,"[69.4, 55.4]",3753985,75,,,,,1.6018423,,Right Foot,,,,"[68.9, 71.5]",,Ground Pass,,16.107761,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,2,Regular Play,Emre Can,3493.0,Center Defensive Midfield,143,Liverpool,24,['0804082d-5cc7-434e-b906-52da37c3da23'],52,,,,,,,,,,,,,,,,,Liverpool,24,00:30:52.217,Pass,
,,,,,,,,,,,,,0.809586,,,,,,,,,,,,,,,0f64e4ce-1d2c-4909-a866-5089629c8041,2798,,"[68.9, 71.5]",3753985,75,,,,,-1.667714,,Right Foot,,,,"[67.5, 57.1]",,Ground Pass,,14.4678955,,,,Emre Can,3493.0,,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,143,Liverpool,24,['5ed1b9ca-9ec9-4f29-967a-1fc6377b9f4a'],54,,,,,,,,,,,,,,,,,Liverpool,24,00:30:54.524,Pass,
,,,,,,,,,,,,,0.969356,,,,,,,,,,,,,,,cbd3f504-4c11-417f-a8cc-5da0b6a0da91,2801,,"[72.0, 53.0]",3753985,75,,,,,-2.7270858,,Right Foot,,,,"[67.0, 50.8]",,Ground Pass,,5.4626,,,,Jordan Brian Henderson,3532.0,,,,,,,2,Regular Play,Emre Can,3493.0,Center Defensive Midfield,143,Liverpool,24,['36ad7c72-fe28-439b-b966-4e2f436b2cbb'],57,,,,,,,,,,,,,,,,,Liverpool,24,00:30:57.847,Pass,
,,,,,,,,,,,,,1.414357,,,,,,,,,,,,,,,91cb1bfd-73df-454f-9d67-566c7a987d78,2804,,"[67.0, 50.8]",3753985,76,,,,,1.4401882,,Left Foot,,,,"[70.1, 74.4]",,Ground Pass,,23.80273,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Left Center Midfield,143,Liverpool,24,['e20e2ee5-8c97-454c-aedc-becc360ca916'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:31:00.820,Pass,
,,,,,,,,,,,,,1.012671,,,,,,,,,,,,,,,7a6c16bb-38a3-4844-8f12-bad9c0503401,2807,,"[72.5, 74.4]",3753985,76,,,,,-2.2640195,,Right Foot,,,,"[61.7, 61.4]",,Ground Pass,,16.900888,,,,Jordan Brian Henderson,3532.0,,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,143,Liverpool,24,['294f7385-d31c-4ec5-99e9-43ef48e0b3ce'],3,,,,,,,,,,,,,,,,,Liverpool,24,00:31:03.237,Pass,
,,,,,,,,,,,,,1.161284,,,,,,,,,,,,,,,a595bdb3-7d5c-4352-800a-7002722b4945,2810,,"[61.7, 61.4]",3753985,76,,,,,-1.5547976,,Right Foot,,,,"[61.9, 48.9]",,Ground Pass,,12.5016,,,,Emre Can,3493.0,,,,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Left Center Midfield,143,Liverpool,24,['1abff700-f29e-4778-b09a-e024d19aaac7'],5,,,,,,,,,,,,,,,,,Liverpool,24,00:31:05.176,Pass,
