50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.135796,,,,,,,,,,,,,,b3114477-41f8-4f6f-ae75-7651b3eba3ff,752,,"[98.7, 64.3]",3754003,15,,,,,-0.7572931,,Right Foot,,,,"[111.5, 52.2]",,Ground Pass,,17.613914,,,,Ander Herrera Agüera,3606.0,,,,,,,1,From Corner,Matteo Darmian,4587.0,Right Back,34,Manchester United,39,['94e2281b-4852-49f8-a770-fb80200dafd5'],29,,,,,,,,,,,,,,,,Manchester United,39,00:15:29.854,Pass,
,,,,,,,,,,,,,,,0.241834,,,,,,,,,,,,,,5622ed02-dbe4-4e94-8e69-7b427354a7cd,755,,"[116.6, 56.3]",3754003,15,,,,,-2.2494588,,Right Foot,,,,"[114.1, 53.2]",,Ground Pass,,3.9824615,,Incomplete,,,,,,,,,,1,From Corner,Ander Herrera Agüera,3606.0,Center Attacking Midfield,34,Manchester United,39,['7a326676-c4cf-4a64-b6fb-ecaff410771b'],32,,,,,,,,,,,,,,,,Manchester United,39,00:15:32.893,Pass,
,,,,,,,,,,,,,,,1.396675,,,,,,,,,,,,,,c502964d-5306-4f74-9309-b2ac64c03e39,757,,"[120.0, 80.0]",3754003,16,,,,,-1.7380502,,Right Foot,,,,"[113.5, 41.5]",,High Pass,,39.044846,,Incomplete,True,,,,,,Outswinging,,Corner,1,From Corner,Memphis Depay,2988.0,Left Wing,35,Manchester United,39,['8629ae20-b35f-4972-968e-a14122f7071d'],0,,,,,,,,,,,,,,,,Manchester United,39,00:16:00.546,Pass,
,,,,,,,,,,,,,,,2.971839,,,,,,,,,,,,,,5cef6539-77d7-48ca-a4a9-c6c7ce2a2d78,759,,"[83.1, 47.7]",3754003,16,,,,,-2.082247,,Right Foot,,,,"[68.9, 22.4]",,Low Pass,,29.012583,,,,Luke Shaw,3382.0,,,,,,Recovery,1,From Corner,Matteo Darmian,4587.0,Right Back,35,Manchester United,39,['d23ee218-240d-474d-8cef-56593629950f'],5,,,,,,,,,,,,,,,,Manchester United,39,00:16:05.035,Pass,
,,,,,,,,,,,,,,,0.908621,,,,,,,,,,,,,,744d4349-5ff9-4f0f-8422-ad13b0c64fc0,762,,"[83.9, 4.1]",3754003,16,,,,,1.5905957,,Left Foot,,,,"[83.7, 14.2]",,Ground Pass,,10.10198,,,,Bastian Schweinsteiger,18414.0,,,,,,,1,From Corner,Luke Shaw,3382.0,Left Back,35,Manchester United,39,['701f1393-e67a-48a8-9814-f1f40cd45478'],12,,,,,,,,,,,,,,,,Manchester United,39,00:16:12.699,Pass,
,,,,,,,,,,,,,,,1.277842,,,,,,,,,,,,,,29d53db5-fb62-4cd6-a30e-638ea7d3e1bf,765,,"[83.7, 14.2]",3754003,16,,,,,-0.98097885,,Right Foot,,,,"[92.2, 1.5]",,Ground Pass,,15.282016,,,,Ander Herrera Agüera,3606.0,,,,,,,1,From Corner,Bastian Schweinsteiger,18414.0,Left Defensive Midfield,35,Manchester United,39,['b9956406-05cd-40ac-b216-862fd192e27a'],14,,,,,,,,,,,,,,,,Manchester United,39,00:16:14.340,Pass,
,,,,,,,,,,,,,,,1.545461,,,,,,,,,,,,,,c0a66f71-8592-47f6-9530-18b1d4df546c,768,,"[91.9, 4.1]",3754003,16,,,,,1.0363537,,Right Foot,True,,,"[110.9, 36.2]",,High Pass,,37.30161,,Incomplete,,,,,,,,,,1,From Corner,Ander Herrera Agüera,3606.0,Center Attacking Midfield,35,Manchester United,39,['bf161028-689e-4edd-9de4-d7499c86940a'],17,,,,,,,,,,,,,,,,Manchester United,39,00:16:17.216,Pass,
,,,,,,,,,,,,,,,1.612899,,,,,,,,,,,,,,f102e8a7-3896-4300-9894-c12135480428,772,,"[17.3, 9.0]",3754003,16,,,,,0.1415207,,Left Foot,,,,"[54.5, 14.3]",,High Pass,,37.575657,,Incomplete,,Christian Benteke Liolo,3380.0,,,,,,,1,From Corner,Daniel William John Ings,3654.0,Left Wing,35,Manchester United,39,"['aca67ff4-2c7b-43c5-acf0-b374d2101c55', 'ed36843a-8aed-4986-959e-d9d97347e04b']",24,,,,,,,,,,,,,,,,Liverpool,24,00:16:24.552,Pass,
,,,,,,,,,,,,,,,1.231895,,,,,,,,,,,,,,aca67ff4-2c7b-43c5-acf0-b374d2101c55,774,,"[65.6, 65.8]",3754003,16,,,,,0.67236847,,Right Foot,,,,"[75.9, 74.0]",,Low Pass,,13.165485,,,,Memphis Depay,2988.0,,,,,,Recovery,1,From Corner,Matteo Darmian,4587.0,Right Back,35,Manchester United,39,"['8d9d920d-d5a0-4a89-819b-7979cd83ad4b', 'f102e8a7-3896-4300-9894-c12135480428']",26,,,,,,,,,,,,,,,,Manchester United,39,00:16:26.165,Pass,
,,,,,,,,,,,,,,,1.047886,,,,,,,,,,,,,,2cab88fe-ba08-4821-b2a7-1345ac678bc3,777,,"[75.9, 74.0]",3754003,16,,,,,-1.8269477,,Left Foot,,,,"[70.4, 53.0]",,Ground Pass,,21.708294,,,,Michael Carrick,4751.0,,,,,,,1,From Corner,Memphis Depay,2988.0,Left Wing,35,Manchester United,39,['60228249-d85f-4bd0-94dd-7dc28f95a933'],27,,,,,,,,,,,,,,,,Manchester United,39,00:16:27.466,Pass,
,,,,,,,,,,,,,,,2.323697,,,,,,,,,,,,,,e04ef2df-9167-46ff-9bb0-a2184f445bc2,781,,"[65.2, 55.3]",3754003,16,,,,,-2.945392,,Left Foot,,,,"[33.0, 48.9]",,Ground Pass,,32.829865,,,,Daley Blind,3311.0,,,,,,,1,From Corner,Michael Carrick,4751.0,Right Defensive Midfield,35,Manchester United,39,['feb14e5f-be0f-4037-8839-874c86acfd36'],29,,,,,,,,,,,,,,,,Manchester United,39,00:16:29.777,Pass,
,,,,,,,,,,,,,,,2.645271,,,,,,,,,,,,,,673d0e16-fc84-4d23-a740-1c97be49c43a,784,,"[34.2, 48.9]",3754003,16,,,,,-1.7461905,,Left Foot,,,,"[28.6, 17.3]",,Ground Pass,,32.092365,,,,Bastian Schweinsteiger,18414.0,,,,,,,1,From Corner,Daley Blind,3311.0,Left Center Back,35,Manchester United,39,['1210b82c-8af8-44ad-bc3c-3f4a78e31f47'],32,,,,,,,,,,,,,,,,Manchester United,39,00:16:32.802,Pass,
,,,,,,,,,,,,,,,1.131997,,,,,,,,,,,,,,3095058c-76b1-4d5a-bb1e-f54727ea2aa0,787,,"[28.6, 17.3]",3754003,16,,,,,0.7155531,,Right Foot,,,,"[41.6, 28.6]",,Ground Pass,,17.224691,,,,Michael Carrick,4751.0,,,,,,,1,From Corner,Bastian Schweinsteiger,18414.0,Left Defensive Midfield,35,Manchester United,39,['35102a59-bada-4aa0-aec3-3953f5434066'],35,,,,,,,,,,,,,,,,Manchester United,39,00:16:35.487,Pass,
,,,,,,,,,,,,,,,1.226912,,,,,,,,,,,,,,36efe1db-9f9b-454c-9aad-3378e6f7916a,790,,"[42.2, 19.5]",3754003,16,,,,,-1.4949925,,Right Foot,,,,"[43.4, 3.7]",,Ground Pass,,15.845504,,,,Luke Shaw,3382.0,,,,,,,1,From Corner,Michael Carrick,4751.0,Right Defensive Midfield,35,Manchester United,39,['f5615ec2-d8b8-4182-8ed2-2f2ce3a8c397'],38,,,,,,,,,,,,,,,,Manchester United,39,00:16:38.617,Pass,
,,,,,,,,,,,,,,,0.716248,,,,,,,,,,,,,,1724d484-9850-4bb4-870d-5f8837b070ce,793,,"[47.6, 3.5]",3754003,16,,,,,1.5114601,,Left Foot,,,,"[48.2, 13.6]",,Ground Pass,,10.117806,,,,Michael Carrick,4751.0,,,,,,,1,From Corner,Luke Shaw,3382.0,Left Back,35,Manchester United,39,['4ec7af63-a770-402e-a056-e50d6860f114'],41,,,,,,,,,,,,,,,,Manchester United,39,00:16:41.847,Pass,
,,,,,,,,,,,,,,,1.741489,,,,,,,,,,,,,,6383003c-877f-4871-90d9-00abd810fa57,796,,"[48.6, 14.2]",3754003,16,,,,,1.5448282,,Right Foot,,,,"[49.0, 29.6]",,Ground Pass,,15.405194,,,,Bastian Schweinsteiger,18414.0,,,,,,,1,From Corner,Michael Carrick,4751.0,Right Defensive Midfield,35,Manchester United,39,['8a169fa3-bae3-4da8-82c9-aea0246cf070'],45,,,,,,,,,,,,,,,,Manchester United,39,00:16:45.936,Pass,
,,,,,,,,,,,,,,,1.126472,,,,,,,,,,,,,,71cfde5b-cc9b-44f1-8dce-f18325675793,799,,"[54.5, 37.8]",3754003,16,,,,,1.1274619,,Right Foot,,,,"[63.0, 55.7]",,Ground Pass,,19.81565,,,,Juan Manuel Mata García,3294.0,,,,,,,1,From Corner,Bastian Schweinsteiger,18414.0,Left Defensive Midfield,35,Manchester United,39,['8195cb31-fd33-4731-94bc-d31dab82cd8f'],50,,,,,,,,,,,,,,,,Manchester United,39,00:16:50.218,Pass,
,,,,,,,,,,,,,,,0.658275,,,,,,,,,,,,,,8707a248-ad54-4b78-98e2-ae7de38c62b6,802,,"[58.7, 53.7]",3754003,16,,,,,-1.9749289,,Left Foot,,,,"[51.9, 37.8]",,Ground Pass,,17.293062,,,,Bastian Schweinsteiger,18414.0,,,,,,,1,From Corner,Juan Manuel Mata García,3294.0,Right Wing,35,Manchester United,39,['2d0a4a7c-c45a-487c-a317-00900bd710cb'],52,,,,,,,,,,,,,,,,Manchester United,39,00:16:52.276,Pass,
,,,,,,,,,,,,,,,1.095178,,,,,,,,,,,,,,9310cb8b-86d6-4255-a4bc-4ca01af23601,805,,"[51.9, 37.8]",3754003,16,,,,,-2.130042,,No Touch,,,,"[43.2, 23.9]",,Ground Pass,,16.39817,True,,,Daley Blind,3311.0,,,,,,,1,From Corner,Bastian Schweinsteiger,18414.0,Left Defensive Midfield,35,Manchester United,39,['50e51156-54c5-4215-b25b-c2328f987d67'],52,,,,,,,,,,,,,,,,Manchester United,39,00:16:52.994,Pass,
,,,,,,,,,,,,,,,1.269475,,,,,,,,,,,,,,0b5c9ca2-efbe-41cf-bb6d-0ce8e9291362,808,,"[43.2, 23.9]",3754003,16,,,,,-0.780832,,Left Foot,,,,"[65.2, 2.1]",,Ground Pass,,30.9716,,,,Luke Shaw,3382.0,,,,,,,1,From Corner,Daley Blind,3311.0,Left Center Back,35,Manchester United,39,['85f5dd85-dcc2-4aa7-8cbe-c0111acbed27'],55,,,,,,,,,,,,,,,,Manchester United,39,00:16:55.255,Pass,
,,,,,,,,,,,,,,,0.8309,,,,,,,,,,,,,,4468c94f-d064-42ab-bfe5-c63155162669,812,,"[68.9, 2.9]",3754003,16,,,,,-0.08964672,,Left Foot,,,,"[77.8, 2.1]",,Ground Pass,,8.935883,,,,Memphis Depay,2988.0,,,,,,,1,From Corner,Luke Shaw,3382.0,Left Back,35,Manchester United,39,"['3feb35a4-bdbf-4c2b-969d-7bdcb430e930', '4f165d5a-9b13-476a-857c-d66537ef2cbf']",57,,,,,,,,,,,,,,,,Manchester United,39,00:16:57.404,Pass,True
,,,,,,,,,,,,,,,1.322589,,,,,,,,,,,,,,4c517f4a-c8fe-4a81-a7fe-975ab78289ad,816,,"[78.4, 2.1]",3754003,17,,,,,2.8019514,,Right Foot,,,,"[63.4, 7.4]",,Ground Pass,,15.908803,,,,Michael Carrick,4751.0,,,,,,,1,From Corner,Memphis Depay,2988.0,Left Wing,35,Manchester United,39,"['4dd34d57-7b30-4a5a-9c21-f874111b1b2e', 'ef7e7cd2-94a9-4c3a-b53b-ca58633c59a4']",0,,,,,,,,,,,,,,,,Manchester United,39,00:17:00.339,Pass,True
,,,,,,,,,,,,,,,1.28558,,,,,,,,,,,,,,519d3b6f-24b1-4320-a47d-e20bf0d3a3c5,819,,"[57.6, 9.9]",3754003,17,,,,,1.530278,,Right Foot,,,,"[58.2, 24.7]",,Ground Pass,,14.812158,,,,Bastian Schweinsteiger,18414.0,,,,,,,1,From Corner,Michael Carrick,4751.0,Right Defensive Midfield,35,Manchester United,39,['59c18fe1-d6f5-48e4-b447-c32fa21584e8'],3,,,,,,,,,,,,,,,,Manchester United,39,00:17:03.327,Pass,
,,,,,,,,,,,,,,,0.821655,,,,,,,,,,,,,,a5b96326-0497-49e3-94fb-d3a8db241b58,822,,"[71.4, 26.5]",3754003,17,,,,,-1.0882831,,Right Foot,,,,"[76.9, 16.0]",,Ground Pass,,11.85327,,,,Luke Shaw,3382.0,,,,,,,1,From Corner,Bastian Schweinsteiger,18414.0,Left Defensive Midfield,35,Manchester United,39,['d804f5b3-59c7-4bbd-bdcc-4cdd929c3458'],8,,,,,,,,,,,,,,,,Manchester United,39,00:17:08.277,Pass,
,,,,,,,,,,,,,,,0.703876,,,,,,,,,,,,,,538eeac6-6048-461c-8297-76df43f33cb7,826,,"[71.0, 18.1]",3754003,17,,,,,1.8050516,,Left Foot,,,,"[68.9, 26.9]",,Ground Pass,,9.047099,,,,Bastian Schweinsteiger,18414.0,,,,,,,1,From Corner,Luke Shaw,3382.0,Left Back,35,Manchester United,39,['24af44fb-096f-4a89-a7a6-771090c66e75'],10,,,,,,,,,,,,,,,,Manchester United,39,00:17:10.033,Pass,
,,,,,,,,,,,,,,,0.485193,,,,,,,,,,,,,,b709d6c8-6a70-49a2-aae7-31819fe1f69a,829,,"[76.9, 32.3]",3754003,17,,,,,0.033320997,,Right Foot,,,,"[88.9, 32.7]",,Ground Pass,,12.006665,,,,Juan Manuel Mata García,3294.0,,,,,,,1,From Corner,Bastian Schweinsteiger,18414.0,Left Defensive Midfield,35,Manchester United,39,['e5dba8ac-d773-42a5-8519-11adbc8b1a58'],12,,,,,,,,,,,,,,,,Manchester United,39,00:17:12.319,Pass,
,,,,,,,,,,,,,,,2.369888,,,,,,,,,,,,,,cb61f017-df58-44a5-8276-e4ce9ee6b9ed,835,,"[27.9, 51.9]",3754003,17,,,,,1.5500524,,Right Foot,,,,"[28.4, 76.0]",,Ground Pass,,24.105186,,Incomplete,,,,,,,,,,1,From Corner,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,35,Manchester United,39,['8c569cc3-df5f-4a90-854e-9e8b2b7b169d'],14,,,,,,,,,,,,,,,,Liverpool,24,00:17:14.259,Pass,
,,,,,,,,,,,,,,,1.076571,,,,,,,,,,,,,,fd3f98c8-87ee-40fc-9676-123bcf0ebb2e,838,,"[90.7, 8.4]",3754003,17,,,,,2.3421109,,Right Foot,,,,"[76.7, 22.8]",,Ground Pass,,20.083824,,,,Michael Carrick,4751.0,,,,,,,1,From Corner,Memphis Depay,2988.0,Left Wing,35,Manchester United,39,['046d6918-22fc-4dbd-8033-5b4b3865155d'],18,,,,,,,,,,,,,,,,Manchester United,39,00:17:18.100,Pass,
,,,,,,,,,,,,,,,1.203145,,,,,,,,,,,,,,de4731aa-1b19-4243-876a-a761f695ee47,841,,"[76.7, 29.0]",3754003,17,,,,,1.5854473,,Right Foot,,,,"[76.3, 56.3]",,Ground Pass,,27.30293,,,,Ander Herrera Agüera,3606.0,,,,,,,1,From Corner,Michael Carrick,4751.0,Right Defensive Midfield,35,Manchester United,39,['2ce1dad9-1413-4e74-952b-41d12943d9ce'],21,,,,,,,,,,,,,,,,Manchester United,39,00:17:21.606,Pass,
,,,,,,,,,,,,,,,1.672777,,,,,,,,,,,,,,76d7ae02-b90e-4238-b25d-ea13128344f9,844,,"[77.2, 60.6]",3754003,17,,,,,0.91882885,,Right Foot,,,,"[90.1, 77.5]",,Ground Pass,,21.260761,,,,Matteo Darmian,4587.0,,,,,,,1,From Corner,Ander Herrera Agüera,3606.0,Center Attacking Midfield,35,Manchester United,39,['05ea686e-fc4c-4e3b-bbe9-3df205ef88d4'],24,,,,,,,,,,,,,,,,Manchester United,39,00:17:24.578,Pass,
,,,,,,,,,,,,,,,1.426529,,,,,,,,,,,,,,32339227-f9fa-4569-9841-e7125c5b3afa,847,,"[89.7, 77.5]",3754003,17,,,,,-2.8781261,,Right Foot,,,,"[74.5, 73.4]",,Ground Pass,,15.743253,,,,Ander Herrera Agüera,3606.0,,,,,,,1,From Corner,Matteo Darmian,4587.0,Right Back,35,Manchester United,39,['37407080-8189-4996-9edd-90ae1aeeb107'],27,,,,,,,,,,,,,,,,Manchester United,39,00:17:27.320,Pass,
,,,,,,,,,,,,,,,1.512289,,,,,,,,,,,,,,8bcad20f-983a-4753-a9a0-a67aab9e9af2,851,,"[68.9, 73.4]",3754003,17,,,,,-1.7086265,,Left Foot,,,,"[64.6, 42.4]",,Ground Pass,,31.296804,,,,Michael Carrick,4751.0,,,,,,,1,From Corner,Ander Herrera Agüera,3606.0,Center Attacking Midfield,35,Manchester United,39,"['0ee937d8-7470-4469-b504-3333a4f432dc', 'b7372d2e-f488-4c52-8df1-d1231eafb256']",30,,,,,,,,,,,,,,,,Manchester United,39,00:17:30.571,Pass,True
,,,,,,,,,,,,,,,1.619074,,,,,,,,,,,,,,57aec060-4f2d-41bd-ab22-07dc6d4b6178,854,,"[64.6, 42.4]",3754003,17,,,,,-2.5836694,,Left Foot,,,,"[51.3, 34.1]",,Ground Pass,,15.677372,,,,Daley Blind,3311.0,,,,,,,1,From Corner,Michael Carrick,4751.0,Right Defensive Midfield,35,Manchester United,39,['3a924fd0-3549-4931-86e4-9e56fa6ad5dd'],32,,,,,,,,,,,,,,,,Manchester United,39,00:17:32.174,Pass,
,,,,,,,,,,,,,,,1.768799,,,,,,,,,,,,,,2963a5d3-854b-4b01-ac62-e3f975418bf1,857,,"[55.4, 26.5]",3754003,17,,,,,-0.64769834,,Left Foot,,,,"[85.8, 3.5]",,Low Pass,,38.120335,,,,Luke Shaw,3382.0,,,,,,,1,From Corner,Daley Blind,3311.0,Left Center Back,35,Manchester United,39,['4a6845af-ac6e-4b6a-92f3-13f6815bae07'],35,,,,,,,,,,,,,,,,Manchester United,39,00:17:35.494,Pass,
,,,,,,,,,,,,,,,1.849854,,,,,,,,,,,,,,0d74c1dd-8abb-40e1-a2ea-6423f9872952,865,,"[74.7, 5.2]",3754003,17,,,,,-0.35399744,,Right Foot,,,,"[88.5, 0.1]",,Ground Pass,,14.71224,,Out,,,,,,,,,Recovery,1,From Corner,Michael Carrick,4751.0,Right Defensive Midfield,35,Manchester United,39,,43,,,,,,,,,,,,,,,,Manchester United,39,00:17:43.937,Pass,
,,,,,,,,,,,,,,,1.124135,,,,,,,,,,,,,,be7083d0-16b6-44a4-b033-7976ae966e68,866,,"[30.6, 80.0]",3754003,17,,,,,-0.5070985,,,,,,"[40.5, 74.5]",,Low Pass,,11.325193,,,,James Philip Milner,3473.0,,,,,,Throw-in,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,36,Liverpool,24,['e3bbb871-bafc-4611-a31e-d6e547a1723d'],57,,,,,,,,,,,,,,,,Liverpool,24,00:17:57.926,Pass,
,,,,,,,,,,,,,,,1.872899,,,,,,,,,,,,,,616eb078-9822-4e49-a372-58245d3bcb50,869,,"[40.5, 74.5]",3754003,17,,,,,3.1415927,,Right Foot,,,,"[28.4, 74.5]",,Low Pass,,12.1,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,From Throw In,James Philip Milner,3473.0,Right Center Midfield,36,Liverpool,24,['71069856-94a8-42ba-9139-2c5ad8257576'],59,,,,,,,,,,,,,,,,Liverpool,24,00:17:59.210,Pass,
,,,,,,,,,,,,,,,2.877202,,,,,,,,,,,,,,e2ac18c2-f574-4d9f-9c47-2247a34c0886,871,,"[29.4, 73.9]",3754003,18,,,,,-0.10870682,,Right Foot,,,,"[68.8, 69.6]",,High Pass,,39.63395,,,,Christian Benteke Liolo,3380.0,,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,36,Liverpool,24,['8a79526d-eebd-42b4-a213-24b7433049ad'],1,,,,,,,,,,,,,,,,Liverpool,24,00:18:01.083,Pass,
,,,,,,,,,,,,,,,1.398477,,,,,,,,,,,,,,bdfe500f-d17e-4d42-90c1-2b7d77693458,874,,"[68.8, 69.6]",3754003,18,,,,True,-2.7407992,,,,,,"[62.9, 67.1]",,Low Pass,,6.407808,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,,1,From Throw In,Christian Benteke Liolo,3380.0,Center Forward,36,Liverpool,24,"['207b0458-e48c-4ebd-9e60-756f2e9ca838', '769da8c1-716f-4f70-86c6-dc797df83525']",3,,,,,,,,,,,,,,,,Liverpool,24,00:18:03.960,Pass,True
,,,,,,,,,,,,,,,2.05209,,,,,,,,,,,,,,e882a2d5-8f9c-4d16-9f82-e4334622b9bb,877,,"[62.9, 67.1]",3754003,18,,,,,-1.1337904,,Right Foot,,,,"[76.4, 38.2]",,Ground Pass,,31.89765,,Incomplete,,Christian Benteke Liolo,3380.0,,,,,,,1,From Throw In,Roberto Firmino Barbosa de Oliveira,3535.0,Right Wing,36,Liverpool,24,"['4fc7c953-2fce-48b4-9fef-98aca45e8832', '863e9f8b-22f5-4378-8cf3-35b5082c45ff']",5,,,,,,,,,,,,,,,,Liverpool,24,00:18:05.815,Pass,
,,,,,,,,,,,,,,,1.152699,,,,,,,,,,,,,,b7d21f60-3588-43b6-ae5d-1c5cff9b56d5,885,,"[101.3, 30.1]",3754003,18,,,,,-2.6371515,,Right Foot,,,,"[91.7, 24.8]",,Ground Pass,,10.965857,,,,Emre Can,3493.0,,,,,,,1,From Throw In,Christian Benteke Liolo,3380.0,Center Forward,36,Liverpool,24,['435a7faf-25d2-4f57-b051-7728ad671a6c'],14,,,,,,,,,,,,,,,,Liverpool,24,00:18:14.941,Pass,
,,,,,,,,,,,,,,,0.943641,,,,,,,,,,,,,,4a98c2bc-dc1d-4b60-9812-c6a8844b511d,891,,"[111.0, 0.1]",3754003,18,,,,,1.0882831,,,,,,"[117.6, 12.7]",,Low Pass,,14.223924,,,,Daniel William John Ings,3654.0,,,,,,Throw-in,1,From Throw In,Joe Gomez,3495.0,Left Back,37,Liverpool,24,['58e5e00f-fdd5-4ca2-bde6-d7c00f66e25d'],34,,,,,,,,,,,,,,,,Liverpool,24,00:18:34.212,Pass,
,,,,,,,,,,,,,,,1.041907,,,,,,,,,,,,,,51a05e80-dca4-4a28-ae68-8f83927fd325,893,,"[117.6, 12.7]",3754003,18,,,,,-2.3196254,,Right Foot,,,,"[109.7, 4.2]",,Low Pass,,11.604309,,,,Joe Gomez,3495.0,,,,,,,1,From Throw In,Daniel William John Ings,3654.0,Left Wing,37,Liverpool,24,['8b9934a4-f946-416c-bc8d-c1ac0a39e151'],35,,,,,,,,,,,,,,,,Liverpool,24,00:18:35.155,Pass,
,,,,,,,,,,,,,,,1.633991,,,,,,,,,,,,,,93359383-0329-491e-a786-5c83df520e33,896,,"[105.0, 6.3]",3754003,18,,,,,3.1126153,,Right Foot,,,,"[91.2, 6.7]",,Ground Pass,,13.805796,,,,Emre Can,3493.0,,,,,,,1,From Throw In,Joe Gomez,3495.0,Left Back,37,Liverpool,24,['f4d7cd07-ceae-445d-961e-0aa29d49af23'],37,,,,,,,,,,,,,,,,Liverpool,24,00:18:37.668,Pass,
,,,,,,,,,,,,,,,1.265914,,,,,,,,,,,,,,b18be117-69d4-46d2-ac85-ff2d3e53363b,899,,"[88.4, 6.7]",3754003,18,,,,,-0.34596726,,Right Foot,,,,"[97.0, 3.6]",,Ground Pass,,9.141663,,,,Joe Gomez,3495.0,,,,,,,1,From Throw In,Emre Can,3493.0,Left Center Midfield,37,Liverpool,24,['b8944001-fcd1-4030-888d-5a9fa8f8d1f0'],40,,,,,,,,,,,,,,,,Liverpool,24,00:18:40.875,Pass,
,,,,,,,,,,,,,,,1.691878,,,,,,,,,,,,,,793ccff5-d6aa-4775-84e4-bcd96a0fd0e1,902,,"[97.0, 3.6]",3754003,18,,,,,1.1959556,,Right Foot,True,,,"[111.4, 40.2]",,High Pass,,39.330902,,Incomplete,,Christian Benteke Liolo,3380.0,,,,,,,1,From Throw In,Joe Gomez,3495.0,Left Back,37,Liverpool,24,"['db8c1869-ebd0-4590-ad85-245ff566a750', 'e8d96e36-a5ce-48e3-aa4e-459c5617611f']",43,,,,,,,,,,,,,,,,Liverpool,24,00:18:43.140,Pass,
,,,,,,,,,,,,,,,3.448317,,,,,,,,,,,,,,813159ca-dae2-42be-83ed-eecbbebb7d5c,909,,"[6.0, 36.0]",3754003,19,,,,,0.44201475,,Right Foot,,,,"[65.8, 64.3]",,High Pass,,66.15837,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,David de Gea Quintana,3333.0,Goalkeeper,38,Manchester United,39,['3d41c69a-c5c6-4298-8354-7bcee323df73'],15,,,,,,,,,,,,,,,,Manchester United,39,00:19:15.923,Pass,
,,,,,,,,,,,,,,,1.295343,,,,,,,,,,,,,,3d41c69a-c5c6-4298-8354-7bcee323df73,911,,"[54.3, 15.8]",3754003,19,,,,True,-2.1490192,,,,,,"[48.1, 6.3]",,High Pass,,11.344161,,,,Joe Gomez,3495.0,,,,,,Recovery,1,Regular Play,Dejan Lovren,3471.0,Left Center Back,39,Liverpool,24,"['813159ca-dae2-42be-83ed-eecbbebb7d5c', 'a6c18a1d-99d5-4ddf-93f8-a549de74f2d2', 'cf125000-1f5b-4fe1-8f92-d3c870b5b80d']",19,,,,,,,,,,,,,,,,Liverpool,24,00:19:19.372,Pass,True
,,,,,,,,,,,,,,,1.56312,,,,,,,,,,,,,,b67e4cef-c247-48c9-b60d-b89a098143d9,913,,"[48.1, 6.3]",3754003,19,,,,,1.8241606,,Head,,,,"[42.3, 28.7]",,High Pass,,23.138712,,,,Martin Škrtel,18872.0,,,,,,,1,Regular Play,Joe Gomez,3495.0,Left Back,39,Liverpool,24,['8ae8f067-d6b1-47d4-b1eb-bc2f27ae3b7a'],20,,,,,,,,,,,,,,,,Liverpool,24,00:19:20.667,Pass,
,,,,,,,,,,,,,,,1.582081,,,,,,,,,,,,,,3fbf02e0-fcfe-46a6-92c2-1a5d2528479e,915,,"[42.3, 29.1]",3754003,19,,,,,-0.7055682,,Right Foot,,,,"[66.6, 8.4]",,High Pass,,31.921467,,Incomplete,,Daniel William John Ings,3654.0,,,,,,,1,Regular Play,Martin Škrtel,18872.0,Right Center Back,39,Liverpool,24,"['4f5aca29-402d-48b1-acc0-af0eb6d7abb0', '93499c96-29e7-48bf-8e9d-c143274d4cd7']",22,,,,,,,,,,,,,,,,Liverpool,24,00:19:22.230,Pass,
