50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.14173,,,,,,,,,78aee239-fcfd-4365-9d87-6f65a58679c4,1834,,"[30.8, 64.0]",3754051,53,,,,,-2.6031275,,Right Foot,,,"[8.2, 50.5]",,Ground Pass,,26.325083,,,,Ádám Bogdán,9985.0,,,,,,2,Regular Play,Lucas Pezzini Leiva,7780.0,Right Center Back,119,Liverpool,24,['165ec087-33a8-4cfe-9832-e4e32afb7f65'],4,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:04.820,Pass,
,,,,,,,,,,,,,,,,3.857708,,,,,,,,,1b3d885f-7c69-491f-8482-095b59332d90,1836,,"[8.2, 50.5]",3754051,53,,,,,0.0275904,,Right Foot,,,"[69.8, 52.2]",,High Pass,,61.623455,,Pass Offside,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,2,Regular Play,Ádám Bogdán,9985.0,Goalkeeper,119,Liverpool,24,['ae97d0bc-4421-4678-a7a3-9171f811b0a0'],6,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:06.962,Pass,
,,,,,,,,,,,,,,,,3.414222,,,,,,,,,8ab2cc6c-ff0a-49d0-87ef-49bccc7e86ae,1838,,"[50.3, 27.9]",3754051,53,,True,,,0.5905068,,Right Foot,,,"[105.5, 64.9]",,High Pass,,66.45329,,,,Almen Abdi,43081.0,,,,,Free Kick,2,From Free Kick,Miguel Ángel Britos Cabrera,3288.0,Left Center Back,120,Watford,23,['a71b9750-e206-4721-afee-a3ca5c62f067'],23,,,,,,,,,,,,,,,,,,Watford,23,00:08:23.918,Pass,
,,,,,,,,,,,,,,,,1.420042,,,,,,,,,e7215a67-b9b9-406e-b186-4eb2d494b2d0,1841,,"[7.3, 0.1]",3754051,53,,,,,1.6122663,,,,,"[6.3, 24.2]",,Low Pass,,24.120737,,,,Mamadou Sakho,3483.0,,,,,Throw-in,2,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,121,Liverpool,24,['36d1dec5-4630-40a8-8551-8edce13fcf2a'],38,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:38.567,Pass,
,,,,,,,,,,,,,,,,1.436955,,,,,,,,,68e7613e-f4bd-4ccc-9611-7137828d84b1,1845,,"[6.1, 22.6]",3754051,53,,,,,-1.7641542,,Left Foot,,,"[3.3, 8.3]",,Ground Pass,,14.5715475,,,,Alberto Moreno Pérez,3515.0,,,,,,2,From Throw In,Mamadou Sakho,3483.0,Left Center Back,121,Liverpool,24,"['0ad81cdb-ab25-40cd-a50c-6a6c53091bbb', 'b0fc7c1e-fac5-4425-8e4a-0d016a023d0d']",40,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:40.986,Pass,True
,,,,,,,,,,,,,,,,1.256109,,,,,,,,,dbf4f649-f1ea-4ba7-9985-6811fbfb2835,1848,,"[3.3, 8.4]",3754051,53,,,,,0.12740532,,Left Foot,,,"[27.5, 11.5]",,High Pass,,24.397745,,Incomplete,,,,,,,,,2,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,121,Liverpool,24,['1f7eb509-7b7a-40d8-ad3a-1e94978ca944'],42,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:42.534,Pass,
,,,,,,,,,,,,,,,,1.297211,,,,,,,,,1f7eb509-7b7a-40d8-ad3a-1e94978ca944,1849,,"[92.6, 68.6]",3754051,53,,,,,-0.07181871,,Head,,,"[106.5, 67.6]",,Low Pass,,13.935925,,Incomplete,,Almen Abdi,43081.0,,,,,Recovery,2,From Throw In,Etienne Capoue,3721.0,Right Defensive Midfield,121,Liverpool,24,"['0e6fb537-9afd-4cbd-9d37-c4e9cb5e39a8', '4af17d13-fbeb-4cba-9541-03785aaaa74b', 'dbf4f649-f1ea-4ba7-9985-6811fbfb2835']",43,,,,,,,,,,,,,,,,,,Watford,23,00:08:43.790,Pass,
,,,,,,,,,,,,,,,,1.635622,,,,,,,,,45ca2d4b-b592-455e-bc04-b9b8bc3c6032,1853,,"[45.1, 6.1]",3754051,53,,,,,2.9639964,,Other,,,"[41.2, 6.8]",,Low Pass,,3.9623225,,,,Philippe Coutinho Correia,3501.0,,,,,Recovery,2,From Throw In,Divock Okoth Origi,4747.0,Left Center Forward,121,Liverpool,24,"['1838d864-01de-440b-a359-5f510fcb4fb8', 'ffe43a5b-4ea8-4f1d-bcc4-adf54943b23e']",46,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:46.811,Pass,True
,,,,,,,,,,,,,,,,1.549876,,,,,,,,,4037f7bc-1212-4964-a0ba-df3cc1cf78c7,1856,,"[41.2, 6.8]",3754051,53,,,,,0.967047,,Right Foot,,,"[53.2, 24.2]",,High Pass,,21.136698,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,2,From Throw In,Philippe Coutinho Correia,3501.0,Center Attacking Midfield,121,Liverpool,24,['e64ed682-3cf8-4c00-96ba-1623aea39b44'],48,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:48.486,Pass,
,,,,,,,,,,,,,,,,1.716862,,,,,,,,,9f6ea924-c54a-4f53-87e4-3c3e74efb2d7,1863,,"[60.2, 30.1]",3754051,53,,,,,1.2144479,,Right Foot,,,"[72.0, 61.8]",,Ground Pass,,33.82499,,,,Nathaniel Edwin Clyne,4590.0,,,,,,2,From Throw In,Roberto Firmino Barbosa de Oliveira,3535.0,Right Center Forward,121,Liverpool,24,['b0327a5c-007b-4455-8395-0d5b2c199ebf'],53,,,,,,,,,,,,,,,,,,Liverpool,24,00:08:53.627,Pass,
