50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.934575,,,,,,,,,,,,,,,f976e293-76fb-4436-b4d8-d369c6046bcd,3272,,"[63.0, 27.7]",3754348,85,,,,,2.8083484,,Left Foot,,,"[57.8, 29.5]",,Low Pass,,5.5027266,,Incomplete,Emre Can,3493.0,,,,,,2,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,171,Liverpool,24,"['59d9e964-9cf0-44a7-ad88-93f9d51d4f15', '8c006f4f-a9d7-440a-b115-d4b47396a928']",46,,,,,,,,,,,,,,,,Liverpool,24,00:40:46.641,Pass,
,,,,,,,,,,,,True,,,,,,0.448173,,,,,,,,,,,,,,,59d9e964-9cf0-44a7-ad88-93f9d51d4f15,3274,,"[62.3, 50.6]",3754348,85,,,,,1.5216556,,Left Foot,,,"[62.6, 56.7]",,Ground Pass,,6.1073728,,,Graham Dorrans,16334.0,,,,,Interception,2,Regular Play,Jonathan Howson,9578.0,Left Defensive Midfield,172,Norwich City,56,"['b5aeb75b-7488-442e-96c8-7f1d5c2107fe', 'f976e293-76fb-4436-b4d8-d369c6046bcd']",47,,,,,,,,,,,,,,,,Norwich City,56,00:40:47.575,Pass,
,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,551fdc3d-0b12-447a-8504-585915fc9d6c,3277,,"[61.2, 51.5]",3754348,85,,,,,-1.186527,,Right Foot,,,"[68.6, 33.2]",,Ground Pass,,19.739553,,,Robert Brady,10967.0,,,,,,2,Regular Play,Graham Dorrans,16334.0,Right Defensive Midfield,172,Norwich City,56,['d2fc2e45-f6cc-439c-b758-9fdb024318d4'],49,,,,,,,,,,,,,,,,Norwich City,56,00:40:49.895,Pass,
,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,0009f6aa-feb7-4131-85c3-049422589f06,3280,,"[68.6, 33.2]",3754348,85,,,,,-2.3197143,,Left Foot,,,"[62.0, 26.1]",,Ground Pass,,9.693812,,,Martin Olsson,3576.0,,,,,,2,Regular Play,Robert Brady,10967.0,Left Midfield,172,Norwich City,56,['253c0361-dc36-4658-860e-4960206514a7'],51,,,,,,,,,,,,,,,,Norwich City,56,00:40:51.255,Pass,
,,,,,,,,,,,,,,,,,,1.514367,,,,,,,,,,,,,,,72b3a013-6e12-45cb-b12e-7e495648aa59,3286,,"[99.8, 0.1]",3754348,86,,,,,0.9048271,,,,,"[113.0, 16.9]",,Low Pass,,21.365393,,,Cameron Jerome,4807.0,,,,,Throw-in,2,From Throw In,Martin Olsson,3576.0,Left Back,173,Norwich City,56,['e002766e-7aa1-496e-b313-685bda7c8da0'],7,,,,,,,,,,,,,,,,Norwich City,56,00:41:07.889,Pass,
,,,,,,,,,,,,,,,,,,0.992409,,,,,,,,,,,,,,,a69a4733-e736-4492-878b-78c6a6828b53,3291,,"[118.6, 5.2]",3754348,86,,,,,-2.661187,,Right Foot,,,"[111.5, 1.5]",,Ground Pass,,8.0062475,,,Martin Olsson,3576.0,,,,,,2,From Throw In,Cameron Jerome,4807.0,Center Attacking Midfield,173,Norwich City,56,['a19ad306-42b3-4998-b348-0fabeaac8eaa'],11,,,,,,,,,,,,,,,,Norwich City,56,00:41:11.821,Pass,
,,,,,,,,,,,,,,,,,,1.285613,,,,,,,,,,,,,,,60f5f808-c695-4d15-bad6-0c18a6346d16,3295,,"[111.3, 0.6]",3754348,86,,,,,1.5441359,,Left Foot,True,,"[112.1, 30.6]",,High Pass,,30.010664,,Incomplete,Matt Jarvis,22594.0,,,,,,2,From Throw In,Martin Olsson,3576.0,Left Back,173,Norwich City,56,"['559b1ec9-fc8c-4769-ac7f-8e53b99c2002', '5d11158d-1099-4f1a-b9fc-95a36d5aa600', '900fed7c-517c-476b-b8dc-d44463f720a6']",12,,,,,,,,,,,,,,,,Norwich City,56,00:41:12.974,Pass,True
,,,,,,,,,,,,,,,,,,1.22177,,,,,,,,,,,,,,,7d848b00-8ea0-4293-a170-8091d8feb595,3298,,"[27.4, 60.9]",3754348,86,,,,,2.7839293,,Left Foot,,,"[17.5, 64.6]",,Ground Pass,,10.568822,,,Lucas Pezzini Leiva,7780.0,,,,,Recovery,2,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,174,Liverpool,24,['231b912e-c610-424a-9930-07f58d1e0cf0'],15,,,,,,,,,,,,,,,,Liverpool,24,00:41:15.952,Pass,
,,,,,,,,,,,,,,,,,,2.376,,,,,,,,,,,,,,,22038760-b166-42bc-8bce-d102b88bfd7c,3301,,"[17.5, 64.6]",3754348,86,,,,,-0.29570433,,Right Foot,,,"[47.7, 55.4]",,High Pass,,31.57024,,,Christian Benteke Liolo,3380.0,,,,,,2,Regular Play,Lucas Pezzini Leiva,7780.0,Left Defensive Midfield,174,Liverpool,24,['997da464-a6a7-4b39-a6ff-caedf05a9f68'],17,,,,,,,,,,,,,,,,Liverpool,24,00:41:17.294,Pass,
,,,,,,,,,,,,,,,,,,1.081063,,,,,,,,,,,,,,,0ab443fa-5d01-491e-97ae-38bc4d38f827,3305,,"[41.8, 52.4]",3754348,86,,,,,-1.1733782,,Right Foot,,,"[45.2, 44.3]",,Low Pass,,8.784646,,,James Philip Milner,3473.0,,,,,,2,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,174,Liverpool,24,"['74f2ec0c-e9ff-4041-9113-743ad8103597', 'b48045b5-0275-43ea-9488-9c51b574e9d4']",20,,,,,,,,,,,,,,,,Liverpool,24,00:41:20.466,Pass,True
,,,,,,,,,,,,,,,,,,2.414954,,,,,,,,,,,,,,,3e5118bb-a58f-4e41-a3e6-cef8a1eba1f4,3308,,"[45.2, 44.3]",3754348,86,,,,,0.40770605,,Right Foot,,,"[70.9, 55.4]",,High Pass,,27.994642,,Incomplete,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,2,Regular Play,James Philip Milner,3473.0,Left Wing,174,Liverpool,24,"['2fd9e6cd-f5e4-44f1-bd9e-f5558c5bbe87', '90bddc53-196d-4f57-9ce3-381e1fe964fc']",21,,,,,,,,,,,,,,,,Liverpool,24,00:41:21.587,Pass,
,,,,,,,,,,,,,,,,,,0.762524,,,,,,,,,,,,,,,18bf4755-abfa-45aa-af73-0786ca59b8de,3311,,"[78.7, 80.0]",3754348,86,,,,,-0.72989964,,,,,"[84.4, 74.9]",,Low Pass,,7.648529,,,Adam David Lallana,4090.0,,,,,Throw-in,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,175,Liverpool,24,['6e6607ff-8907-4d88-a377-67f3d2c874f7'],56,,,,,,,,,,,,,,,,Liverpool,24,00:41:56.738,Pass,
,,,,,,,,,,,,,,,,,,0.699857,,,,,,,,,,,,,,,2e262f5c-e21b-4948-805b-f25f01e14742,3315,,"[84.1, 75.4]",3754348,86,,,,,2.7049656,,Right Foot,,,"[76.6, 78.9]",,Low Pass,,8.276473,,,Nathaniel Edwin Clyne,4590.0,,,,,,2,From Throw In,Adam David Lallana,4090.0,Right Wing,175,Liverpool,24,"['1f7038b2-f96d-4b37-8811-48e68600a07c', '86f694e9-7cd7-46a7-a798-b77fd5a1065d']",57,,,,,,,,,,,,,,,,Liverpool,24,00:41:57.540,Pass,True
,,,,,,,,,,,,,,,,,,0.72888,,,,,,,,,,,,,,,0ec3c3fa-e967-4785-bf8e-54b37a60cce2,3319,,"[76.6, 79.8]",3754348,86,,,,,-0.23021959,,Right Foot,,,"[83.0, 78.3]",,Ground Pass,,6.5734315,,,Adam David Lallana,4090.0,,,,,,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,175,Liverpool,24,['793ea54a-c60c-46e8-ad77-ac6e871931dc'],59,,,,,,,,,,,,,,,,Liverpool,24,00:41:59.352,Pass,
,,,,,,,,,,,,,,,,,,0.804467,,,,,,,,,,,,,,,d92acb77-9267-4762-9a22-afcf61ebb9c9,3325,,"[78.7, 80.0]",3754348,87,,,,,-1.4735432,,,,,"[79.5, 71.8]",,Low Pass,,8.238932,,,Adam David Lallana,4090.0,,,,,Throw-in,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,176,Liverpool,24,['116b5494-6cba-4c82-9a67-40bb65ab27b4'],11,,,,,,,,,,,,,,,,Liverpool,24,00:42:11.781,Pass,
,,,,,,,,,,,,,,,,,,4.140971,,,,,,,,,,,,,,,e4e6b9e9-5fc4-4d17-bf31-ebbd91a97bff,3328,,"[79.5, 71.8]",3754348,87,,,,,-0.059515122,,Right Foot,,,"[118.1, 69.5]",,High Pass,,38.66846,,,James Philip Milner,3473.0,,,,,,2,From Throw In,Adam David Lallana,4090.0,Right Wing,176,Liverpool,24,['fc06da3f-5397-4f08-a14a-d080aa4fa3b9'],12,,,,,,,,,,,,,,,,Liverpool,24,00:42:12.625,Pass,
,,,,,,,,,,,,,,,,,,1.72498,,,,,,,,,,,,,,,daf5129f-e336-43fd-af33-d0fd63553e5d,3338,,"[11.2, 0.1]",3754348,87,,,,,0.08984754,,,,,"[33.4, 2.1]",,High Pass,,22.289907,,Incomplete,Robert Brady,10967.0,,,,,Throw-in,2,From Throw In,Martin Olsson,3576.0,Left Back,177,Norwich City,56,"['911b867a-ee65-4a6b-b3e5-3bf51ba23d7d', 'c50e1b26-ca9d-4493-93ca-e88dcaff146f']",41,,,,,,,,,,,,,,,,Norwich City,56,00:42:41.057,Pass,
,,,,,,,,,,,,,,,,,,1.238308,,,,,,,,,,,,,,,911b867a-ee65-4a6b-b3e5-3bf51ba23d7d,3341,,"[86.7, 78.0]",3754348,87,,,,True,0.1882215,,,,,"[97.2, 80.0]",,High Pass,,10.688779,,Out,,,,,,,Recovery,2,From Throw In,Lucas Pezzini Leiva,7780.0,Left Defensive Midfield,177,Norwich City,56,"['23cb9672-35f8-47a2-a3a1-3995362d5497', 'daf5129f-e336-43fd-af33-d0fd63553e5d']",42,,,,,,,,,,,,,,,,Liverpool,24,00:42:42.782,Pass,True
,,,,,,,,,,,,,,,,,,0.823794,,,,,,,,,,,,,,,4008f7f4-d702-4393-a951-cebba5422539,3342,,"[31.2, 0.1]",3754348,87,,True,,,0.93343014,,,,,"[40.9, 13.2]",,High Pass,,16.300306,,Incomplete,,,,,,,Throw-in,2,From Throw In,Martin Olsson,3576.0,Left Back,178,Norwich City,56,['e1cbd5dc-c8c6-404a-a56a-d097508f6712'],50,,,,,,,,,,,,,,,,Norwich City,56,00:42:50.922,Pass,
,,,,,,,,,,,,,,,,,,0.671638,,,,,,,,,,,,,,,45dad443-1e5a-47fc-b569-e0c00194a9c1,3345,,"[112.7, 58.6]",3754348,87,,,,,-1.7161063,,Left Foot,,,"[111.5, 50.4]",,Ground Pass,,8.28734,,Incomplete,Adam David Lallana,4090.0,,,,,,2,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,179,Liverpool,24,"['4a2d035c-9720-4ea7-94e9-9ac0741a3ed0', '9227d5fe-9641-4454-8a2f-05307c7fcf3f', 'd8edd483-cccb-4497-bdd1-83bfa65c532c']",57,,,,,,,,,,,,,,,,Liverpool,24,00:42:57.626,Pass,True
,,,,,,,,,,,,,,,,,,0.546663,,,,,,,,,,,,,,,76b8cffa-9d9f-43f5-a539-f6b66959d9d5,3349,,"[8.6, 29.5]",3754348,87,,,,,-1.7506498,,Left Foot,,,"[7.4, 22.9]",,Ground Pass,,6.708204,,,Russell Martin,21212.0,,,,,,2,Regular Play,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,180,Norwich City,56,['d6c2e285-b3b7-4848-8ddd-9f6ab2228290'],59,,,,,,,,,,,,,,,,Norwich City,56,00:42:59.243,Pass,
,,,,,,,,,,,,,,,,,,2.246298,,,,,,,,,,,,,,,0f937c09-60c1-4d0b-937a-52ca64843370,3352,,"[4.3, 23.5]",3754348,88,,,,,0.15828903,,Right Foot,,,"[46.9, 30.3]",,High Pass,,43.13931,,,Dieumerci Mbokani Bezua,23663.0,,,,,,2,Regular Play,Russell Martin,21212.0,Right Center Back,180,Norwich City,56,['a6f76b58-44c6-4fb9-89ce-03cb4b4e6593'],0,,,,,,,,,,,,,,,,Norwich City,56,00:43:00.923,Pass,
,,,,,,,,,,,,,,,,,,4.354736,,,,,,,,,,,,,,,fc9764d7-455d-43c8-8319-b614a19896f8,3359,,"[42.6, 32.6]",3754348,88,,,,,-0.05736941,,Right Foot,,,"[101.8, 29.2]",,High Pass,,59.297554,,Incomplete,Dieumerci Mbokani Bezua,23663.0,,,,,Free Kick,2,From Free Kick,Declan Rudd,9014.0,Goalkeeper,181,Norwich City,56,"['13883afc-bbb8-4392-a63a-bfa346483156', '56df6bd7-bae7-4831-9320-658932b1dd70']",31,,,,,,,,,,,,,,,,Norwich City,56,00:43:31.416,Pass,
,,,,,,,,,,,,,,,,,,3.713972,,,,,,,,,,,,,,,985d4eaf-81ec-4e45-b560-03d16c9d4675,3367,,"[29.7, 53.4]",3754348,89,,,,,0.032828923,,Right Foot,,,"[90.6, 55.4]",,High Pass,,60.93283,,Incomplete,Christian Benteke Liolo,3380.0,,,,,Free Kick,2,From Free Kick,Simon Mignolet,3539.0,Goalkeeper,182,Liverpool,24,"['20ca2b5d-f174-4d6e-a5f7-979d090555ce', 'd70c3e87-f0fb-4c4a-bc22-13ecd2b0e4f0']",42,,,,,,,,,,,,,,,,Liverpool,24,00:44:42.258,Pass,
,,,,,,,,,,,,,,,,,,1.597716,,,,,,,,,,,,,,,d70c3e87-f0fb-4c4a-bc22-13ecd2b0e4f0,3369,,"[29.5, 24.7]",3754348,89,,,,,0.114007294,,Head,,,"[55.7, 27.7]",,High Pass,,26.371197,,,Cameron Jerome,4807.0,,,,,Recovery,2,From Free Kick,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,182,Liverpool,24,"['374bd2ed-5a53-48ba-9729-41d66ec65ea3', '985d4eaf-81ec-4e45-b560-03d16c9d4675']",45,,,,,,,,,,,,,,,,Norwich City,56,00:44:45.972,Pass,
,,,,,,,,,,,,,,,,,,1.923171,,,,,,,,,,,,,,,1f874ab0-974c-43fa-9381-6fa853de139c,3371,,"[55.7, 27.7]",3754348,89,,,,True,-0.69473827,,,,,"[63.5, 21.2]",,High Pass,,10.153324,,Incomplete,,,,,,,,2,From Free Kick,Cameron Jerome,4807.0,Center Attacking Midfield,182,Liverpool,24,"['68c255b0-7457-4cc7-9795-f70d693fdcc2', '6b401f55-d1ff-402d-88c3-7b0e7e73d1ec']",47,,,,,,,,,,,,,,,,Norwich City,56,00:44:47.569,Pass,True
,,,,,,,,,,,,,,,,,,0.621648,,,,,,,,,,,,,,,8f1e6936-e1d5-435e-af7c-d4a9a34d5083,3377,,"[118.4, 64.6]",3754348,89,,,,,-1.6327858,,Right Foot,,,"[117.5, 50.1]",,High Pass,,14.5279045,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,2,From Free Kick,Christian Benteke Liolo,3380.0,Center Forward,182,Liverpool,24,['b3455187-1333-4dd1-9a49-da911f4f6322'],56,,,,,,,,,,,,,,,,Liverpool,24,00:44:56.493,Pass,
,,,,,,,,,,,,,,,,,,2.712789,,,,,,,,,,,,,,,61183ced-cb03-47b2-8801-e270465d8ea5,3380,,"[117.8, 49.8]",3754348,89,,,,True,2.1612115,,,,,"[105.0, 68.9]",,Low Pass,,22.99239,,,Adam David Lallana,4090.0,,,,,,2,From Free Kick,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,182,Liverpool,24,"['479a3081-763a-4123-8ded-3ffa370e292a', '662a6de2-991f-49f8-8c82-67b8b2c347f6']",57,,,,,,,,,,,,,,,,Liverpool,24,00:44:57.114,Pass,True
,,,,,,,,,,,,,,,,,,1.469853,,,,,,,,,,,,,,,cc47f519-28d5-45c0-aef5-c397a849ef71,3390,,"[115.0, 80.0]",3754348,90,,,,,-1.4139043,,,,,"[117.8, 62.3]",,High Pass,,17.920101,,Incomplete,Christian Benteke Liolo,3380.0,,,,,Throw-in,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,183,Liverpool,24,"['c98e9d4e-436c-4644-a253-e37f31d9e490', 'd9c80743-f675-44ca-a35a-a9a95da728b5']",52,,,,,,,,,,,,,,,,Liverpool,24,00:45:52.142,Pass,
,,,,,,,,,,,,,,,,,,1.03933,,,,,,,,,,,,,,,55c08e3b-2018-4fc7-bf7e-62810bd2713d,3395,,"[106.4, 50.6]",3754348,90,,,,True,-2.9123607,61a044fb-dbad-4081-8722-0edeb90d14a5,,,,"[94.4, 47.8]",,Low Pass,,12.322337,,,James Philip Milner,3473.0,True,,,,Recovery,2,From Throw In,Christian Benteke Liolo,3380.0,Center Forward,183,Liverpool,24,"['5adbeb3c-ac0f-4abf-bde1-5191e278579e', 'badf1686-0b57-454f-a3de-f735c430905b']",57,,,,,,,,,,,,,,,,Liverpool,24,00:45:57.484,Pass,True
,,,,,,,,,,,,,,,,,,0.653522,,,,,,,,,,,,,,,b60ea7eb-957b-4d7e-b3d3-4ce3b430bbb9,3411,,"[25.7, 31.2]",3754348,91,,,,,-1.1972991,,Left Foot,,,"[28.6, 23.8]",,Ground Pass,,7.9479556,,,Matt Jarvis,22594.0,,,,,,2,Regular Play,Graham Dorrans,16334.0,Right Defensive Midfield,184,Norwich City,56,"['93b5312f-16fb-4e1c-8cc8-d5486cebb6d0', 'a6b7b437-93ca-4085-b09f-09348999d583']",4,,,,,,,,,,,,,,,,Norwich City,56,00:46:04.244,Pass,True
,,,,,,,,,,,,,,,,,,1.963259,,,,,,,,,,,,,,,8791c49d-9762-4d65-918d-11e4b220cae4,3414,,"[34.0, 21.8]",3754348,91,,,,,-0.8653309,,Right Foot,,,"[51.8, 0.9]",,Ground Pass,,27.452686,,,Robert Brady,10967.0,,,,,,2,Regular Play,Matt Jarvis,22594.0,Right Midfield,184,Norwich City,56,['1d61640f-c5fe-4400-9be9-595c97655807'],6,,,,,,,,,,,,,,,,Norwich City,56,00:46:06.403,Pass,
,,,,,,,,,,,,,,,,,,2.277289,,,,,,,,,,,,,,,ed78d6c5-e1bf-46a1-b97a-da0eb59492f6,3420,,"[54.0, 0.1]",3754348,91,,,,,2.8442276,,,,,"[35.4, 5.8]",,Low Pass,,19.45379,,,Martin Olsson,3576.0,,,,,Throw-in,2,From Throw In,Robert Brady,10967.0,Left Midfield,185,Norwich City,56,['509698fd-0327-4d44-908b-891621639e9c'],14,,,,,,,,,,,,,,,,Norwich City,56,00:46:14.453,Pass,
,,,,,,,,,,,,,,,,,,3.291303,,,,,,,,,,,,,,,6a7b5c9a-c819-452e-b06b-7b17b0ab7b1d,3424,,"[57.7, 1.8]",3754348,91,,,,,0.53430605,,Left Foot,,,"[108.4, 31.8]",,High Pass,,58.910866,,Incomplete,Dieumerci Mbokani Bezua,23663.0,,,,,,2,From Throw In,Martin Olsson,3576.0,Left Back,185,Norwich City,56,"['7d204d0a-a493-4c36-addf-d329d0905d31', '84201607-cb8f-498b-9656-3a89d038e455']",22,,,,,,,,,,,,,,,,Norwich City,56,00:46:22.289,Pass,
,,,,,,,,,,,,,,,,,,2.710983,,,,,,,,,,,,,,,703c00a7-d947-428e-8e3b-2ed0a2e44c2d,3428,,"[16.3, 42.9]",3754348,91,,,,,-0.89687437,,Keeper Arm,,,"[40.1, 13.1]",,Low Pass,,38.137646,,,James Philip Milner,3473.0,,,,,,2,From Keeper,Simon Mignolet,3539.0,Goalkeeper,186,Liverpool,24,['86efa3ac-a264-4c3e-8780-bce465b21465'],27,,,,,,,,,,,,,,,,Liverpool,24,00:46:27.898,Pass,
,,,,,,,,,,,,,,,,,,2.593817,,,,,,,,,,,,,,,8a01eb8a-0dc3-45fe-9f4b-dbb0cd66e0a5,3432,,"[51.5, 6.3]",3754348,91,,,,,0.28866026,,Left Foot,,,"[90.9, 18.0]",,Ground Pass,,41.100487,,Pass Offside,Christian Benteke Liolo,3380.0,,,,,,2,From Keeper,James Philip Milner,3473.0,Left Wing,186,Liverpool,24,"['2bd2e30e-c838-4152-9dc2-64c36a1a739c', 'bca55a72-dcdd-4695-a317-0ee12b258a84']",32,,,,,,,,,,,,,,,,Liverpool,24,00:46:32.278,Pass,True
,,,,,,,,,,,,,,,,,,3.309353,,,,,,,,,,,,,,,0e811494-a77f-47e2-86af-b784f63d4037,3434,,"[47.8, 63.3]",3754348,91,,,,,-0.36083677,,Right Foot,,,"[95.5, 45.3]",,High Pass,,50.983234,,,Cameron Jerome,4807.0,,,,,Free Kick,2,From Free Kick,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,187,Norwich City,56,['aa8edcad-d76b-4562-8cbe-c2c2a6e885a9'],53,,,,,,,,,,,,,,,,Norwich City,56,00:46:53.076,Pass,
,,,,,,,,,,,,,,,,,,1.257007,,,,,,,,,,,,,,,b52cd8a5-1197-46e5-9f82-357ec1f4dc84,3437,,"[95.5, 45.3]",3754348,91,,,,,-1.6794575,316b0873-19d9-4c3d-bdd6-054f776aaf82,Other,,,"[94.9, 39.8]",True,Low Pass,,5.5326304,,,Sébastien Aymar Bassong Nguena,31296.0,,,,,,2,From Free Kick,Cameron Jerome,4807.0,Center Attacking Midfield,187,Norwich City,56,['46024b6c-bb2a-45aa-b496-f29a57be1bb3'],56,,,,,,,,,,,,,,,,Norwich City,56,00:46:56.426,Pass,
,,,,,,,,,,,,,,,,,,3.514019,,,,,,,,,,,,,,,d9d19cc8-45e9-4569-a706-47087e6e4124,3442,,"[61.0, 40.1]",3754348,93,,True,,,-3.0895565,,Right Foot,,,"[41.8, 39.1]",,Ground Pass,,19.226025,,,Mamadou Sakho,3483.0,,,,,Kick Off,2,From Kick Off,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,188,Liverpool,24,['909805fe-18bb-455a-9e20-4536929fbacc'],2,,,,,,,,,,,,,,,,Liverpool,24,00:48:02.785,Pass,
,,,,,,,,,,,,,,,,,,0.608117,,,,,,,,,,,,,,,fcdf28fa-85a7-4080-8ee6-eb3c48242c11,3444,,"[40.4, 35.4]",3754348,93,,True,,,-0.89805776,,Left Foot,,,"[64.7, 4.9]",,Low Pass,,38.996666,,Incomplete,,,,,,,,2,From Kick Off,Mamadou Sakho,3483.0,Left Center Back,188,Liverpool,24,['b4eec132-4d67-40cd-9885-499edf6f25d2'],9,,,,,,,,,,,,,,,,Liverpool,24,00:48:09.553,Pass,
,,,,,,,,,,,,,,,,,,1.341524,,,,,,,,,,,,,,,0d48ae49-4fe0-47ef-9334-d001d3157d32,3446,,"[57.2, 0.1]",3754348,93,,,,,0.29670763,,,,,"[72.9, 4.9]",,High Pass,,16.417368,,,Steven Caulker,9958.0,,,,,Throw-in,2,From Throw In,Emre Can,3493.0,Left Back,189,Liverpool,24,['56bee707-c8d8-4565-ae62-f70496669e33'],13,,,,,,,,,,,,,,,,Liverpool,24,00:48:13.282,Pass,
,,,,,,,,,,,,,,,,,,1.450249,,,,,,,,,,,,,,,e39491f9-9312-4940-b188-d10a49689999,3449,,"[72.9, 4.9]",3754348,93,,,,True,0.6004398,,,,,"[82.1, 11.2]",,High Pass,,11.150336,,Incomplete,James Philip Milner,3473.0,,,,,,2,From Throw In,Steven Caulker,9958.0,Left Defensive Midfield,189,Liverpool,24,"['614cac7e-5e5b-4db2-8585-e140adb18307', '85a4152d-c030-4126-b82a-20ee50da5f52', '8b8d4f46-c740-4215-97d8-1bfa0296ebc2']",14,,,,,,,,,,,,,,,,Liverpool,24,00:48:14.663,Pass,True
,,,,,,,,,,,,,,,,,,1.009831,,,,,,,,,,,,,,,614cac7e-5e5b-4db2-8585-e140adb18307,3452,,"[38.0, 68.9]",3754348,93,,,,True,-0.2965458,,,,,"[45.2, 66.7]",,High Pass,,7.528612,,,Graham Dorrans,16334.0,,,,,Recovery,2,Regular Play,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,190,Norwich City,56,"['24ff8867-4584-48d3-8ce3-09d8920e6947', '792ecaa1-92a1-44ff-9fba-f4f519ebd715', 'e39491f9-9312-4940-b188-d10a49689999']",16,,,,,,,,,,,,,,,,Norwich City,56,00:48:16.114,Pass,True
,,,,,,,,,,,,,,,,,,1.049664,,,,,,,,,,,,,,,07021f7f-aa33-447c-8ff6-cc8eee45865f,3454,,"[45.2, 66.7]",3754348,93,,,,,1.6345396,,Head,,,"[44.6, 76.1]",,Low Pass,,9.419129,,,Ivo Daniel Ferreira Mendonca Pinto,10499.0,,,,,,2,Regular Play,Graham Dorrans,16334.0,Right Defensive Midfield,190,Norwich City,56,['7499f8e0-5a94-4b4c-8304-1c6805798161'],17,,,,,,,,,,,,,,,,Norwich City,56,00:48:17.228,Pass,
,,,,,,,,,,,,,,,,,,0.328679,,,,,,,,,,,,,,,52a20484-5fb1-4101-b74f-6fdd1babcde6,3458,,"[45.5, 77.3]",3754348,93,,,,,0.17779022,,Right Foot,,,"[58.3, 79.6]",,High Pass,,13.004999,,Out,,,,,,,,2,Regular Play,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,190,Norwich City,56,['9047931d-8cde-455e-b7bf-50bb9f08272b'],19,,,,,,,,,,,,,,,,Norwich City,56,00:48:19.028,Pass,True
,,,,,,,,,,,,,,,,,,1.946579,,,,,,,,,,,,,,,14aedda4-c97d-4058-bc2a-f6b4ffb8ee42,3459,,"[56.3, 0.1]",3754348,93,,,,,0.29849893,,,,,"[78.4, 6.9]",,High Pass,,23.1225,,,Steven Caulker,9958.0,,,,,Throw-in,2,From Throw In,Emre Can,3493.0,Left Back,191,Liverpool,24,['8191a6ef-0cb2-416a-8935-4cf520a7ddb1'],35,,,,,,,,,,,,,,,,Liverpool,24,00:48:35.326,Pass,
,,,,,,,,,,,,,,,,,,1.882231,,,,,,,,,,,,,,,562140cf-d5b7-4c07-8a85-a10c36b3daa3,3461,,"[78.4, 6.9]",3754348,93,,,,,0.2106223,,Head,,,"[92.9, 10.0]",,High Pass,,14.827677,,Incomplete,Christian Benteke Liolo,3380.0,,,,,,2,From Throw In,Steven Caulker,9958.0,Left Defensive Midfield,191,Liverpool,24,"['592ae2d6-9697-479b-9560-b6ed63e7662b', '9de5eb6f-09d1-48f1-a423-75749ce7ee09']",37,,,,,,,,,,,,,,,,Liverpool,24,00:48:37.273,Pass,
