bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.981785,,,,,,,,,,,,d891ee74-5eba-4b42-9a13-24853d54f30f,2671,,"[64.9, 57.7]",3749448,81,,,,,1.80682,,Right Foot,,,"[61.1, 73.5]",,Low Pass,,16.250538,,,,Jamie Carragher,34388.0,,,,,,2,From Free Kick,El-Hadji Ousseynou Diouf,40257.0,Right Midfield,182,Liverpool,24,['d4056e9e-a52c-4a1f-ab72-16c66ec48574'],56,,,,,,,,,,,,,,,,,,Liverpool,24,00:36:56.957,Pass,
,,,,,,,,,,,,,,,1.508555,,,,,,,,,,,,8b6ec5a8-4102-477c-ad21-bd2f10cf1ca3,2673,,"[61.1, 74.7]",3749448,81,,,,,-0.092388,,Right Foot,,,"[92.4, 71.8]",,Ground Pass,,31.434057,,,,Milan Baroš,19735.0,,,,,,2,From Free Kick,Jamie Carragher,34388.0,Right Back,182,Liverpool,24,['69fce5f6-edc2-410b-9f5c-fd03805425f4'],58,,,,,,,,,,,,,,,,,,Liverpool,24,00:36:58.939,Pass,
,,,,,,,,,,,,,,,0.098792,,,,,,,,,,,,91a8dac7-65bc-4cfb-99c8-7619801a2eb9,2677,,"[118.7, 77.3]",3749448,82,,,,,-1.8692952,,Right Foot,,,"[117.9, 74.7]",,Low Pass,,2.720294,,Incomplete,,,,,,,,,2,From Free Kick,Milan Baroš,19735.0,Right Center Forward,182,Liverpool,24,['9e896998-f16d-466f-8978-cb3771dc8a9a'],3,,,,,,,,,,,,,,,,,,Liverpool,24,00:37:03.933,Pass,
,,,,,,,,,,,,,,,2.773999,,,,,,,,,,,,817b62fe-50d6-48e3-98ce-6e4e483c4053,2685,,"[30.1, 6.3]",3749448,82,,True,,,-0.027101796,,Left Foot,,,"[96.5, 4.5]",,High Pass,,66.42439,,,,Thierry Henry,15516.0,,,,,Free Kick,2,From Free Kick,Ashley Cole,12529.0,Left Back,184,Arsenal,1,['fee60ecf-0e09-45d8-8a91-958ce5034cab'],35,,,,,,,,,,,,,,,,,,Arsenal,1,00:37:35.166,Pass,
,,,,,,,,,,,,,,,1.252917,,,,,,,,,,,,6739e671-15da-4d48-b61c-9472ef02b395,2687,,"[96.5, 4.5]",3749448,82,,,,,1.8622531,,Right Foot,,,"[92.0, 19.5]",,Ground Pass,,15.6604595,,,,Eduardo César Daude Gaspar,26014.0,,,,,,2,From Free Kick,Thierry Henry,15516.0,Right Center Forward,184,Arsenal,1,['fff3a203-f005-44ed-9065-5c208c0279e9'],46,,,,,,,,,,,,,,,,,,Arsenal,1,00:37:46.067,Pass,
,,,,,,,,,,,,,,,0.857631,,,,,,,,,,,,3b1670fd-503d-412c-989c-4e778aef663a,2690,,"[92.0, 19.5]",3749448,82,,,,,1.80682,08bacbab-f9c7-4fb7-8cb4-c18e5116192b,Left Foot,,,"[88.2, 35.3]",,Ground Pass,,16.250538,,,,Dennis Bergkamp,15042.0,True,,,,,2,From Free Kick,Eduardo César Daude Gaspar,26014.0,Left Midfield,184,Arsenal,1,['330dfa7f-21f4-4dca-947b-ef21a11638f7'],47,,,,,,,,,,,,,,,,,,Arsenal,1,00:37:47.715,Pass,
,,,,,,,,,,,,,,,1.672252,,,,,,,,,,,,6cfd4b03-ddc9-4e64-8af3-d743540aea3f,2696,,"[118.7, 22.7]",3749448,82,,,,,1.8016487,,Left Foot,True,,"[113.2, 46.1]",,High Pass,,24.03768,,Incomplete,,Fredrik Ljungberg,15754.0,,,,,Recovery,2,From Free Kick,Eduardo César Daude Gaspar,26014.0,Left Midfield,184,Arsenal,1,"['42557c21-4946-4cf2-a2b9-0b0501b2f0e1', '4f1972c8-b4e3-43ad-9d31-d9a36e1d3804']",54,,,,,,,,,,,,,,,,,,Arsenal,1,00:37:54.065,Pass,
,,,,,,,,,,,,,,,0.661372,,,,,,,,,,,,fef62269-9998-42f0-9508-464b3154e8ed,2701,,"[64.5, 39.2]",3749448,82,,,,,-0.4755165,,Head,,,"[77.9, 32.3]",,High Pass,,15.07216,,,,Patrick Vieira,15515.0,,,,,Recovery,2,From Free Kick,Sulzeer Jeremiah ''Sol' Campbell,15637.0,Left Center Back,184,Arsenal,1,['a3f87b80-5fb0-45ec-99f1-3f4682f3c75d'],59,,,,,,,,,,,,,,,,,,Arsenal,1,00:37:59.925,Pass,
,,,,,,,,,,,,,,,1.641633,,,,,,,,,,,,29692b50-ba69-4610-83e6-e60dcaeb1bbd,2704,,"[77.9, 32.3]",3749448,83,,,,,-0.96781355,,Right Foot,,,"[94.7, 7.9]",,High Pass,,29.624315,,,,Thierry Henry,15516.0,,,,,,2,From Free Kick,Patrick Vieira,15515.0,Left Defensive Midfield,184,Arsenal,1,['1317b9cd-c90d-4581-8943-8145e7309e45'],2,,,,,,,,,,,,,,,,,,Arsenal,1,00:38:02.068,Pass,
,,,,,,,,,,,,,,,1.093076,,,,,,,,,,,,1cc118a1-e095-4638-b841-6f8d27c02232,2708,,"[97.8, 8.3]",3749448,83,,,,,1.4962223,,Right Foot,,,"[99.1, 25.7]",,Ground Pass,,17.448496,,,,Eduardo César Daude Gaspar,26014.0,,,,,,2,From Free Kick,Thierry Henry,15516.0,Right Center Forward,184,Arsenal,1,['d1599e1a-4d70-478c-9354-9ac4eae5d214'],7,,,,,,,,,,,,,,,,,,Arsenal,1,00:38:07.179,Pass,
,,,,,,,,,,,,,,,1.997586,,,,,,,,,,,,f1e2914e-6838-43ce-9893-2b9f39042cac,2711,,"[99.1, 25.7]",3749448,83,,,,,0.57790196,61b4a06c-9b6d-4ce1-b1b4-2500cfe314d1,Right Foot,,,"[112.9, 34.7]",,High Pass,,16.475437,,,,Fredrik Ljungberg,15754.0,True,,,,,2,From Free Kick,Eduardo César Daude Gaspar,26014.0,Left Midfield,184,Arsenal,1,['477900c6-58dc-4afa-9111-a27db0dd6de3'],9,,,,,,,,,,,,,,,,,,Arsenal,1,00:38:09.676,Pass,
,,,,,,,,,,,,,,,1.907759,,,,,,,,,,,,24a4209e-b604-4745-b2f0-4cea0356e217,2717,,"[6.0, 44.0]",3749448,83,,True,,,0.093760975,,Right Foot,,,"[49.6, 48.1]",,Ground Pass,,43.79235,,,,El-Hadji Ousseynou Diouf,40257.0,,,,,Goal Kick,2,From Goal Kick,Jerzy Dudek,34390.0,Goalkeeper,185,Liverpool,24,['90622e35-22e8-4ffc-b20f-537b6fe80590'],44,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:44.040,Pass,
,,,,,,,,,,,,,,,2.130483,,,,,,,,,,,,188e1319-c676-4252-a2f6-0fdf82b15894,2719,,"[50.8, 40.6]",3749448,83,,,,,-1.4281259,,Right Foot,,,"[56.0, 4.4]",,Ground Pass,,36.571575,,,,John Arne Semundseth Riise,34386.0,,,,,,2,From Goal Kick,El-Hadji Ousseynou Diouf,40257.0,Right Midfield,185,Liverpool,24,['f554ea8b-6cc0-4fb4-93f1-1bc9a464fb7f'],46,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:46.967,Pass,
,,,,,,,,,,,,,,,1.034246,,,,,,,,,,,,9ba6cc44-cc1a-4922-a267-af13611a2b51,2722,,"[56.0, 4.4]",3749448,83,,,,,1.5707964,,Left Foot,,,"[56.0, 15.7]",,Ground Pass,,11.3,,,,El-Hadji Ousseynou Diouf,40257.0,,,,,,2,From Goal Kick,John Arne Semundseth Riise,34386.0,Left Back,185,Liverpool,24,['01019d96-ca0d-4390-919e-9d8a8a4b0d4c'],50,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:50.335,Pass,
,,,,,,,,,,,,,,,0.306273,,,,,,,,,,,,44eb551a-c40d-4824-bb24-55555337e2a9,2725,,"[64.6, 15.7]",3749448,83,,,,,-0.39707944,,Right Foot,,,"[70.8, 13.1]",,Low Pass,,6.7230945,,Incomplete,,,,,,,,,2,From Goal Kick,El-Hadji Ousseynou Diouf,40257.0,Right Midfield,185,Liverpool,24,['f2c4c2ab-77da-409d-b80e-4f30d223dd77'],53,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:53.278,Pass,
,,,,,,,,,,,,,,,1.789344,,,,,,,,,,,,50ba04fc-98e4-40f1-8033-c27808ecb9ed,2727,,"[63.1, 0.8]",3749448,83,,,,,0.013573827,,Left Foot,,,"[85.2, 1.1]",,Ground Pass,,22.102036,,,,Steven Gerrard,19109.0,,,,,Recovery,2,From Goal Kick,John Arne Semundseth Riise,34386.0,Left Back,185,Liverpool,24,['1f9b0a36-ba5f-4c2a-8d36-957cb5054ebc'],54,,,,,,,,,,,,,,,,,,Liverpool,24,00:38:54.903,Pass,
,,,,,,,,,,,,,,,0.136898,,,,,,,,,,,,fd24f85b-ee06-4c25-ab9d-5a3c8fe12534,2733,,"[97.8, 8.3]",3749448,84,,,,,1.4352686,,Right Foot,,,"[98.7, 14.9]",,Low Pass,,6.661081,,Incomplete,,,,,,,,,2,From Goal Kick,Steven Gerrard,19109.0,Left Defensive Midfield,185,Liverpool,24,['c4d3982c-7392-43a8-a189-ccc3c651e3eb'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:39:00.331,Pass,
,,,,,,,,,,,,,,,2.360293,,,,,,,,,,,,2e52d3d7-0cf9-49d5-9b58-4356f0b0b338,2736,,"[90.3, 0.1]",3749448,84,,,,,1.1276938,,,True,,"[107.1, 35.5]",,High Pass,,39.18418,,Incomplete,,Sami Hyypiä,34389.0,,,,,Throw-in,2,From Throw In,John Arne Semundseth Riise,34386.0,Left Back,186,Liverpool,24,"['2f732f6b-e1c9-4d34-ae60-a4192fb07557', '461643bb-9736-44dc-8563-1ea6bcce9ed8']",27,,,,,,,,,,,,,,,,,,Liverpool,24,00:39:27.445,Pass,
,,,,,,,,,,,,,,,2.55944,,,,,,,,,,,,009fffe6-4b2d-4ed1-8583-5a8d3ee5fe15,2744,,"[7.0, 36.1]",3749448,84,,,,,-0.3668572,,Right Foot,,,"[70.5, 11.7]",,High Pass,,68.02654,,Incomplete,,Thierry Henry,15516.0,,,,,Goal Kick,2,From Goal Kick,Jens Lehmann,20015.0,Goalkeeper,187,Arsenal,1,"['54afc281-bfb8-428e-a27f-4196201ed7a8', '7b4fd2ef-47d9-4343-8b3a-c45f67a7de19']",55,,,,,,,,,,,,,,,,,,Arsenal,1,00:39:55.022,Pass,
,,,,,,,,,,,,,,,0.720854,,,,,,,,,,,,339e54cf-6483-45e6-ba34-3544409dc9aa,2749,,"[65.2, 74.1]",3749448,85,,,,,2.6665819,,Left Foot,,,"[54.7, 79.5]",,Ground Pass,,11.807201,,Out,,Jamie Carragher,34388.0,,,,,,2,From Goal Kick,Milan Baroš,19735.0,Right Center Forward,187,Arsenal,1,['17d3e55f-f2e4-494c-a7d2-c5afc2b2aec0'],1,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:01.845,Pass,
,,,,,,,,,,,,,,,1.185449,,,,,,,,,,,,0ab78200-4525-4a01-86f2-d7e16b1644d5,2751,,"[65.4, 0.1]",3749448,85,,True,,,2.5136778,,,,,"[51.9, 9.9]",,Low Pass,,16.682026,,,,Gilberto Aparecido da Silva,40221.0,,,,,Throw-in,2,From Throw In,Ashley Cole,12529.0,Left Back,188,Arsenal,1,['e6708f46-bfbb-4709-b131-03400e3e2d25'],14,,,,,,,,,,,,,,,,,,Arsenal,1,00:40:14.981,Pass,
,,,,,,,,,,,,,,,1.464614,,,,,,,,,,,,d10d0836-6d91-4f49-a568-c7acb3307e86,2753,,"[51.9, 9.9]",3749448,85,,True,,,-0.5585993,,Left Foot,,,"[66.3, 0.9]",,High Pass,,16.981167,,Out,,,,,,,,,2,From Throw In,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,188,Arsenal,1,,19,,,,,,,,,,,,,,,,,,Arsenal,1,00:40:19.879,Pass,
,,,,,,,,,,,,,,,0.795402,,,,,,,,,,,,5e84dddd-c11c-4815-99e3-3015e0b249c5,2754,,"[60.1, 80.0]",3749448,85,,,,,-0.6338595,,,,,"[71.8, 71.4]",,Low Pass,,14.520675,,,,Dietmar Hamann,38522.0,,,,,Throw-in,2,From Throw In,Jamie Carragher,34388.0,Right Back,189,Liverpool,24,['f39d065a-9e1e-4054-8a15-9deb4a6fd5c6'],32,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:32.145,Pass,
,,,,,,,,,,,,,,,1.400966,,,,,,,,,,,,7f2ce069-d4ab-486d-9b75-a4b89c2730a8,2756,,"[71.8, 71.4]",3749448,85,,,,,2.6236053,,Right Foot,,,"[62.5, 76.7]",,Low Pass,,10.704205,,,,Jamie Carragher,34388.0,,,,,,2,From Throw In,Dietmar Hamann,38522.0,Right Defensive Midfield,189,Liverpool,24,['4c05b9df-103b-4234-810a-1bd07a7906e0'],32,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:32.941,Pass,
,,,,,,,,,,,,,,,2.295362,,,,,,,,,,,,3151bfd8-d88c-4a38-af4d-1c0b7656a517,2760,,"[62.8, 75.9]",3749448,85,,,,,-0.67259777,,Right Foot,,,"[91.3, 53.2]",,High Pass,,36.43542,,Incomplete,,Harry Kewell,34391.0,,,,,,2,From Throw In,Jamie Carragher,34388.0,Right Back,189,Liverpool,24,"['27f4f828-2a41-40c7-93cb-473cce904008', '558ed5ca-853b-41d0-81c7-cf6e8791f33e', '6e0305e1-50d9-4229-8c17-80894844b27b']",35,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:35.094,Pass,True
,,,,,,,,,,,,,,,1.633489,,,,,,,,,,,,96a5940a-42b4-4ab0-b13a-6e198aa6f528,2763,,"[92.7, 51.9]",3749448,85,,,,True,-2.1808002,,,,,"[86.2, 42.6]",,High Pass,,11.346365,,Incomplete,,Harry Kewell,34391.0,,,,,Recovery,2,From Throw In,Milan Baroš,19735.0,Right Center Forward,189,Liverpool,24,"['16d35888-4327-4ca1-bc30-1a8cb14ec69a', 'c715d301-7f2f-4a4c-8e62-866c7d3d164f', 'e052e5ec-8bf3-4f00-ae0d-677347930a50']",39,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:39.546,Pass,True
,,,,,,,,,,,,,,,1.381762,,,,,,,,,,,,c715d301-7f2f-4a4c-8e62-866c7d3d164f,2766,,"[33.9, 37.5]",3749448,85,,,,,1.9001225,,Right Foot,,,"[28.5, 53.3]",,Low Pass,,16.697306,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,Recovery,2,From Throw In,Gilberto Aparecido da Silva,40221.0,Right Defensive Midfield,189,Liverpool,24,"['47701f7d-166c-4783-9030-60c30f0d718b', '96a5940a-42b4-4ab0-b13a-6e198aa6f528']",41,,,,,,,,,,,,,,,,,,Arsenal,1,00:40:41.179,Pass,
,,,,,,,,,,,,,,,3.237775,,,,,,,,,,,,850785a2-8858-48eb-b282-108fdeb31c60,2768,,"[28.5, 53.3]",3749448,85,,,,,-0.048544828,,Right Foot,,,"[77.9, 50.9]",,High Pass,,49.458263,,Incomplete,,Dennis Bergkamp,15042.0,,,,,,2,From Throw In,Laureano Bisan-Etame Mayer,40222.0,Right Back,189,Liverpool,24,"['1b1fa2d9-22b0-43d7-8e7b-21b0eb63a702', '407a2436-1c3e-4524-b4dc-18a69570c28d']",42,,,,,,,,,,,,,,,,,,Arsenal,1,00:40:42.561,Pass,
,,,,,,,,,,,,,,,2.045048,,,,,,,,,,,,407a2436-1c3e-4524-b4dc-18a69570c28d,2770,,"[42.2, 29.2]",3749448,85,,,,,-1.2562399,,Head,,,"[49.0, 8.3]",,Low Pass,,21.9784,,,,John Arne Semundseth Riise,34386.0,,,,,Recovery,2,From Throw In,Sami Hyypiä,34389.0,Left Center Back,189,Liverpool,24,"['850785a2-8858-48eb-b282-108fdeb31c60', 'b0357098-e558-4d40-9a7c-f24444a5ab2c']",45,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:45.799,Pass,
,,,,,,,,,,,,,,,2.31541,,,,,,,,,,,,8dc12790-a60a-448d-aebb-af7ddaeef3b8,2773,,"[49.0, 8.3]",3749448,85,,,,,2.4083016,,Left Foot,,,"[25.8, 29.2]",,High Pass,,31.22579,,,,Sami Hyypiä,34389.0,,,,,,2,From Throw In,John Arne Semundseth Riise,34386.0,Left Back,189,Liverpool,24,['1f3671d2-de28-4534-a53e-19867a5cb085'],47,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:47.958,Pass,
,,,,,,,,,,,,,,,1.284622,,,,,,,,,,,,9c6d77c5-a266-4dab-9fc8-f5e7075f3198,2776,,"[25.8, 29.2]",3749448,85,,,,,0.42040536,,Right Foot,,,"[42.8, 36.8]",,Ground Pass,,18.621492,,,,Dietmar Hamann,38522.0,,,,,,2,From Throw In,Sami Hyypiä,34389.0,Left Center Back,189,Liverpool,24,['04bde31f-aae3-4b67-a438-7d97566f36e2'],52,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:52.445,Pass,
,,,,,,,,,,,,,,,2.526421,,,,,,,,,,,,ed8f4971-8493-42e0-a023-dcbb8e29a757,2779,,"[47.9, 42.3]",3749448,85,,,,,-0.66232395,,Right Foot,,,"[96.5, 4.4]",,High Pass,,61.630917,,,,Harry Kewell,34391.0,,,,,,2,From Throw In,Dietmar Hamann,38522.0,Right Defensive Midfield,189,Liverpool,24,['10bb4f23-08eb-43c9-b8ed-995df66a24cd'],55,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:55.776,Pass,
,,,,,,,,,,,,,,,1.135134,,,,,,,,,,,,6d94ffa4-c22f-4c88-b340-a3d9dded83af,2781,,"[96.5, 4.4]",3749448,85,,,,,1.5042281,,Head,,,"[97.5, 19.4]",,Low Pass,,15.033297,,,,Michael Owen,15665.0,,,,,,2,From Throw In,Harry Kewell,34391.0,Left Midfield,189,Liverpool,24,['871e868c-3000-4610-a307-0ad8c076d987'],58,,,,,,,,,,,,,,,,,,Liverpool,24,00:40:58.302,Pass,
,,,,,,,,,,,,,,,1.54931,,,,,,,,,,,,58f15acc-d7fb-4fae-8a99-71ad41409277,2786,,"[84.6, 19.1]",3749448,86,,,,,-2.965653,,Right Foot,,,"[75.6, 17.5]",,Ground Pass,,9.141116,,,,Dietmar Hamann,38522.0,,,,,,2,From Throw In,Michael Owen,15665.0,Left Center Forward,189,Liverpool,24,"['4fc2ce64-8f2d-4c45-b4d3-d712a3a45fe6', '5dd0e6e9-b4dd-4e9b-9686-5cc335568b4f']",1,,,,,,,,,,,,,,,,,,Liverpool,24,00:41:01.761,Pass,True
,,,,,,,,,,,,,,,2.756614,,,,,,,,,,,,b2763e83-c36f-4360-9bda-c87eceafe72f,2788,,"[75.6, 17.5]",3749448,86,,,,,0.23655781,,Right Foot,,,"[109.2, 25.6]",,High Pass,,34.562553,,Incomplete,,Harry Kewell,34391.0,,,,,,2,From Throw In,Dietmar Hamann,38522.0,Right Defensive Midfield,189,Liverpool,24,"['33dda6db-8f1a-4508-8dd6-7c7c881b6504', '606145da-8883-4c52-852b-4eb774fef4fd']",3,,,,,,,,,,,,,,,,,,Liverpool,24,00:41:03.310,Pass,
,,,,,,,,,,,,,,,1.39152,,,,,,,,,,,,bc04c534-034c-43b6-8e59-d1a2324bf236,2791,,"[120.0, 0.1]",3749448,86,,,,,1.6758008,,Right Foot,,,"[115.7, 40.9]",,High Pass,True,41.025967,,Incomplete,,,,,True,Inswinging,,Corner,2,From Corner,Steven Gerrard,19109.0,Left Defensive Midfield,190,Liverpool,24,['61996870-1534-4902-b9e5-a252a800a330'],28,,,,,,,,,,,,,,,,,,Liverpool,24,00:41:28.942,Pass,
,,,,,,,,,,,,,,,2.991379,,,,,,,,,,,,c2ccbeb6-947b-4601-b6ce-fb627f0d03a5,2794,,"[4.4, 39.2]",3749448,86,,,,,-0.694149,,Keeper Arm,,,"[37.8, 11.4]",,High Pass,,43.455723,,Incomplete,,Gilberto Aparecido da Silva,40221.0,,,,,,2,From Keeper,Jens Lehmann,20015.0,Goalkeeper,191,Arsenal,1,"['53c13e44-f01d-40a9-b698-c330c037231a', 'a019712e-57e4-4b6e-9074-99374de9a1bd']",35,,,,,,,,,,,,,,,,,,Arsenal,1,00:41:35.153,Pass,
,,,,,,,,,,,,,,,2.969215,,,,,,,,,,,,0ad1c121-2a22-48c0-b96e-df33f1cc96f1,2798,,"[78.4, 74.1]",3749448,86,,,,,-1.9644228,,Right Foot,,,"[70.8, 55.8]",,Ground Pass,,19.815397,,,,Jamie Carragher,34388.0,,,,,,2,Regular Play,Milan Baroš,19735.0,Right Center Forward,192,Liverpool,24,['143fbaee-e96d-4abf-b46f-70e5b8d64dc3'],39,,,,,,,,,,,,,,,,,,Liverpool,24,00:41:39.544,Pass,
,,,,,,,,,,,,,,,1.49035,,,,,,,,,,,,2d09fa4f-4f90-4a44-a502-59caf29f1fb9,2801,,"[70.8, 55.8]",3749448,86,,,,,-1.9664226,,Right Foot,,,"[63.7, 38.8]",,Ground Pass,,18.423084,,,,Danny Murphy,38454.0,,,,,,2,Regular Play,Jamie Carragher,34388.0,Right Back,192,Liverpool,24,['846d65ea-93ac-470c-8292-8dd36f66b821'],43,,,,,,,,,,,,,,,,,,Liverpool,24,00:41:43.456,Pass,
,,,,,,,,,,,,,,,3.242719,,,,,,,,,,,,0202b365-f68b-4234-ab3c-b2a18ea54619,2805,,"[71.4, 45.1]",3749448,86,,,,,2.0767467,,Right Foot,,,"[55.0, 74.7]",,Ground Pass,,33.839622,,,,Jamie Carragher,34388.0,,,,,,2,Regular Play,Danny Murphy,38454.0,Right Midfield,192,Liverpool,24,"['ad6aa5c5-7cb1-4aa7-be55-e5b2051f5a9d', 'fd650452-1e8e-4194-9f33-6b08da37c745']",47,,,,,,,,,,,,,,,,,,Liverpool,24,00:41:47.272,Pass,True
,,,,,,,,,,,,,,,1.330953,,,,,,,,,,,,901978aa-93ea-4bf6-b278-875fea8bb514,2807,,"[55.0, 74.7]",3749448,86,,,,,-1.8692952,,Left Foot,,,"[49.0, 55.2]",,Ground Pass,,20.402206,,,,Igor Bišćan,40254.0,,,,,,2,Regular Play,Jamie Carragher,34388.0,Right Back,192,Liverpool,24,['003a56d4-e77c-43ba-8b11-1bf6f432fc83'],50,,,,,,,,,,,,,,,,,,Liverpool,24,00:41:50.515,Pass,
,,,,,,,,,,,,,,,5.842052,,,,,,,,,,,,2f27b78a-a3ca-4338-94bb-6d09a7e7512e,2810,,"[49.0, 55.2]",3749448,86,,,,,-0.67698765,,Right Foot,,,"[108.6, 7.3]",,High Pass,,76.46287,,,,Steven Gerrard,19109.0,,True,,,,2,Regular Play,Igor Bišćan,40254.0,Right Center Back,192,Liverpool,24,['fe98b479-16c7-46a4-9728-132def4480c6'],53,,,,,,,,,,,,,,,,,,Liverpool,24,00:41:53.815,Pass,
,,,,,,,,,,,,,,,3.386503,,,,,,,,,,,,fb6cffea-435d-445c-ad05-4492e61499e2,2814,,"[7.0, 44.1]",3749448,87,,,,,-0.7106478,,Right Foot,,,"[55.8, 2.1]",,High Pass,,64.38509,,,,Eduardo César Daude Gaspar,26014.0,,True,,,Goal Kick,2,From Goal Kick,Jens Lehmann,20015.0,Goalkeeper,193,Arsenal,1,['40f739a7-d915-4b88-a2ba-2ca2acb3b3b4'],25,,,,,,,,,,,,,,,,,,Arsenal,1,00:42:25.144,Pass,
,,,,,,,,,,,,,,,2.559412,,,,,,,,,,,,655efe88-abac-4db9-98bb-c0ebf04b30a1,2822,,"[104.7, 80.0]",3749448,87,,,,,-2.0859282,,,,,"[91.0, 55.8]",,Low Pass,,27.808811,,,,Harry Kewell,34391.0,,,,,Throw-in,2,From Throw In,Jamie Carragher,34388.0,Right Back,195,Liverpool,24,['5397c499-4594-46aa-b7b8-394833653d36'],43,,,,,,,,,,,,,,,,,,Liverpool,24,00:42:43.545,Pass,
,,,,,,,,,,,,,,,1.438248,,,,,,,,,,,,a9e1d703-bb20-4bb7-9a56-6e9c6b2309dd,2826,,"[84.0, 47.4]",3749448,87,,,,,-1.4272811,,Left Foot,,,"[86.5, 30.1]",,Ground Pass,,17.479702,,Incomplete,,Steven Gerrard,19109.0,,,,,,2,From Throw In,Harry Kewell,34391.0,Left Midfield,195,Liverpool,24,"['12c41f3a-828b-4d11-8a3b-09d54fabcf1e', '27c6802c-e6b8-49d2-960f-e22872e42fb5', '39e9030f-247f-4516-b6f7-a46558a46d3f']",47,,,,,,,,,,,,,,,,,,Liverpool,24,00:42:47.292,Pass,True
,,,,,,,,,,,,,,,1.194838,,,,,,,,,,,,36a75ccf-a5ac-4bd6-bc63-1bb7d1789576,2832,,"[68.3, 75.7]",3749448,87,,,,,3.0071151,,Left Foot,,,"[51.3, 78.0]",,Ground Pass,,17.154882,,,,Laureano Bisan-Etame Mayer,40222.0,,,,,,2,Regular Play,Fredrik Ljungberg,15754.0,Right Midfield,196,Arsenal,1,['f1dc7cdf-dadc-41a2-b412-764b18ad3b08'],55,,,,,,,,,,,,,,,,,,Arsenal,1,00:42:55.356,Pass,
,,,,,,,,,,,,,,,1.152085,,,,,,,,,,,,7b597b09-7e79-4408-82b3-51efb08e2b44,2835,,"[51.3, 78.0]",3749448,87,,,,,0.108812205,,Right Foot,,,"[63.2, 79.3]",,Ground Pass,,11.970798,,,,Fredrik Ljungberg,15754.0,,,,,,2,Regular Play,Laureano Bisan-Etame Mayer,40222.0,Right Back,196,Arsenal,1,['59d67d4a-3e87-4e42-90f2-9ccc95da2297'],57,,,,,,,,,,,,,,,,,,Arsenal,1,00:42:57.405,Pass,
,,,,,,,,,,,,,,,1.963162,,,,,,,,,,,,28dd6bce-0452-47e5-9e78-b4ece13a4063,2838,,"[63.2, 79.3]",3749448,87,,,,,-0.82217085,,Left Foot,,,"[77.6, 63.8]",,Ground Pass,,21.156796,,Incomplete,,Laureano Bisan-Etame Mayer,40222.0,,,,,,2,Regular Play,Fredrik Ljungberg,15754.0,Right Midfield,196,Arsenal,1,"['804e11a7-6333-41db-a977-00312293f6ac', 'e47cd7a1-4220-4d01-a9aa-065571e2c499']",59,,,,,,,,,,,,,,,,,,Arsenal,1,00:42:59.213,Pass,
,,,,,,,,,,,,,,,1.379044,,,,,,,,,,,,2dfdfb64-aeff-4daf-95c5-0f9f17b1f3b1,2842,,"[45.1, 14.9]",3749448,88,,,,,1.0153025,,Right Foot,,,"[57.7, 35.2]",,Ground Pass,,23.892467,,,,Danny Murphy,38454.0,,,,,,2,Regular Play,Sami Hyypiä,34389.0,Left Center Back,196,Arsenal,1,['f8b05921-b538-4080-82ff-688631ac4964'],2,,,,,,,,,,,,,,,,,,Liverpool,24,00:43:02.177,Pass,
