ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,066cfef0-77fd-4577-8208-3b309d2bf03d,1,,,3754230,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,,0,,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 37}, {'player': {'id': 3483, 'name': 'Mamadou Sakho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 4090, 'name': 'Adam David Lallana'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 4747, 'name': 'Divock Okoth Origi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Liverpool,24,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,09a0f12c-c8d0-4e12-ba31-7ca2cfadc622,2,,,3754230,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2ffaa346-c94d-41d1-93aa-2344647568cc,3,,,3754230,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,['8591743b-eda4-41c5-9491-4df67220306d'],0,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8591743b-eda4-41c5-9491-4df67220306d,4,,,3754230,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,['2ffaa346-c94d-41d1-93aa-2344647568cc'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a40d2fa5-ce24-4bd0-8c00-0d38d0b5376d,1993,,,3754230,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Liverpool,24,['99ac731f-92cd-4e1e-8500-9243f7d8cd37'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,99ac731f-92cd-4e1e-8500-9243f7d8cd37,1994,,,3754230,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Liverpool,24,['a40d2fa5-ce24-4bd0-8c00-0d38d0b5376d'],0,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.344917,,,,,,,,,,,,e664b96c-a003-4b38-8fda-1b0417278b72,5,,"[60.0, 40.0]",3754230,0,,,,,1.5707964,,Right Foot,,,"[60.0, 40.5]",,Ground Pass,,0.5,,,,Graziano Pellè,11062.0,,,,,,Kick Off,1,From Kick Off,Sadio Mané,3629.0,Center Attacking Midfield,2,Southampton,25,['f17523a7-061c-4289-893d-8f18eabfd242'],0,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.607,Pass,
,,,,,,,,,,,,,,,,0.974813,,,,,,,,,,,,3194833f-8ae1-48ab-ada9-b8158389aed5,7,,"[59.3, 39.3]",3754230,0,,,,,-2.6023319,,Right Foot,,,"[46.6, 31.7]",,Ground Pass,,14.800338,,,,Jordy Clasie,16181.0,,,,,,,1,From Kick Off,Graziano Pellè,11062.0,Center Forward,2,Southampton,25,['dd850bd7-ad35-47cf-9f13-54da15954c37'],0,,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.952,Pass,
,,,,,,,,,,,,,,,,1.611614,,,,,,,,,,,,53078054-0d16-4c98-8d29-59a7914e3f9e,10,,"[46.8, 31.4]",3754230,0,,,,,-2.598779,,Right Foot,,,"[28.4, 20.3]",,Ground Pass,,21.488834,,,,Virgil van Dijk,3669.0,,,,,,,1,From Kick Off,Jordy Clasie,16181.0,Right Center Midfield,2,Southampton,25,['254974a0-5b2e-4fcf-9415-f1597bc3e929'],2,,,,,,,,,,,,,,,,,,Southampton,25,00:00:02.566,Pass,
,,,,,,,,,,,,,,,,2.949595,,,,,,,,,,,,f6b4fe6d-0341-4197-a608-de9ea26a3ba1,14,,"[28.8, 20.3]",3754230,0,,,,,1.2924967,,Right Foot,,,"[44.4, 74.9]",,High Pass,,56.78486,,,,Cédric Ricardo Alves Soares,3329.0,,,True,,,,1,From Kick Off,Virgil van Dijk,3669.0,Left Center Back,2,Southampton,25,"['59b7fabc-6a86-4ae2-9235-ac14690efd61', 'aa97bbdd-b3d1-401c-9711-3ebb45d523ae']",5,,,,,,,,,,,,,,,,,,Southampton,25,00:00:05.309,Pass,True
,,,,,,,,,,,,,,,,3.21201,,,,,,,,,,,,fd3139aa-f650-4620-a219-a2f35f581b41,18,,"[42.5, 72.8]",3754230,0,,,,,-0.044260122,,Left Foot,,,"[85.4, 70.9]",,High Pass,,42.942055,,Incomplete,,,,,,,,,,1,From Kick Off,Cédric Ricardo Alves Soares,3329.0,Right Back,2,Southampton,25,"['ca1c9734-f0c3-4346-a206-88f2e64710bf', 'd8937b7c-e149-4921-bd28-31e1acf1ea9a']",9,,,,,,,,,,,,,,,,,,Southampton,25,00:00:09.298,Pass,True
,,,,,,,,,,,,,,,,2.040328,,,,,,,,,,,,4a9d1b96-0986-442d-9c57-bed8bca9873a,21,,"[31.7, 30.7]",3754230,0,,,,,2.9060476,,Right Foot,,,"[9.2, 36.1]",,High Pass,,23.138927,,,,Simon Mignolet,3539.0,,,,,,Recovery,1,Regular Play,Martin Škrtel,18872.0,Right Center Back,3,Liverpool,24,['fc4d903a-3bf0-4ce7-8c96-509dd2ba1fe5'],17,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:17.646,Pass,
,,,,,,,,,,,,,,,,2.145961,,,,,,,,,,,,a40337fb-c7a3-4fd9-b6ed-078c7e6eb92a,24,,"[6.6, 42.3]",3754230,0,,,,,-0.054055505,,Right Foot,,,"[56.5, 39.6]",,High Pass,,49.972992,,,,Adam David Lallana,4090.0,,,,,,,1,Regular Play,Simon Mignolet,3539.0,Goalkeeper,3,Liverpool,24,['7ed52c8d-0bc1-4103-9acd-2bc1d1f7ad3f'],21,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:21.608,Pass,
,,,,,,,,,,,,,,,,1.117478,,,,,,,,,,,,a7d25ac3-b83e-44db-8c9c-185f90767790,26,,"[56.5, 39.6]",3754230,0,,,,,-0.30161905,,Head,,,"[70.0, 35.4]",,High Pass,,14.138246,,Incomplete,,Divock Okoth Origi,4747.0,,,,,,,1,Regular Play,Adam David Lallana,4090.0,Right Attacking Midfield,3,Liverpool,24,"['430b1076-8d0a-41c6-bcb4-97deb1aaab8d', 'fa3ac3db-9a7b-43e5-9e00-290da81e5546']",23,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:23.794,Pass,
,,,,,,,,,,,,,,,,1.994502,,,,,,,,,,,,430b1076-8d0a-41c6-bcb4-97deb1aaab8d,28,,"[50.1, 44.7]",3754230,0,,,,,-1.9880172,,Right Foot,,,"[41.9, 26.2]",,Low Pass,,20.235859,,,,Virgil van Dijk,3669.0,,,,,,Recovery,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,4,Southampton,25,"['a7d25ac3-b83e-44db-8c9c-185f90767790', 'd5754670-40c4-49c7-9bf7-079935ab1848']",24,,,,,,,,,,,,,,,,,,Southampton,25,00:00:24.911,Pass,
,,,,,,,,,,,,,,,,0.471579,,,,,,,,,,,,684d5f85-badc-46ed-89a9-ffa1dbd80632,32,,"[42.3, 25.5]",3754230,0,,,,,0.8050035,,Right Foot,,,"[52.3, 35.9]",,Ground Pass,,14.427751,,,,Jordy Clasie,16181.0,,,,,,,1,Regular Play,Virgil van Dijk,3669.0,Left Center Back,4,Southampton,25,"['b2289a88-0fc5-4f93-9a93-80e90e032da5', 'f8b4d995-a0f2-4c4c-85f5-7ccd933cde15']",26,,,,,,,,,,,,,,,,,,Southampton,25,00:00:26.963,Pass,True
,,,,,,,,,,,,,,,,0.669202,,,,,,,,,,,,4d580cc8-248e-4b4c-a679-eeaea74d16d1,35,,"[52.3, 35.9]",3754230,0,,,,,2.4352374,,Right Foot,,,"[41.4, 45.2]",,Ground Pass,,14.328294,,,,José Miguel da Rocha Fonte,3960.0,,,,,,,1,Regular Play,Jordy Clasie,16181.0,Right Center Midfield,4,Southampton,25,['745187eb-6777-44d6-a8da-38c27894686f'],27,,,,,,,,,,,,,,,,,,Southampton,25,00:00:27.636,Pass,
,,,,,,,,,,,,,,,,2.146473,,,,,,,,,,,,47789ae5-47d8-4535-98d4-7db00b4931db,38,,"[41.8, 45.7]",3754230,0,,,,,-0.5736314,,Right Foot,,,"[72.6, 25.8]",,High Pass,,36.669468,,,,Sadio Mané,3629.0,,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,4,Southampton,25,['5a43cb06-2856-4b5a-b0e0-04429fec1a9c'],28,,,,,,,,,,,,,,,,,,Southampton,25,00:00:28.459,Pass,
,,,,,,,,,,,,,,,,1.23384,,,,,,,,,,,,5e8c4568-d541-4b40-af09-4c067cfcbb42,42,,"[70.7, 17.9]",3754230,0,,,,,-0.669116,,Left Foot,,,"[90.3, 2.4]",,Ground Pass,,24.988197,,,,Dušan Tadić,3831.0,,,,,,,1,Regular Play,Sadio Mané,3629.0,Center Attacking Midfield,4,Southampton,25,['c344ced5-6f53-48a2-ac3f-cfb73f336971'],31,,,,,,,,,,,,,,,,,,Southampton,25,00:00:31.878,Pass,
,,,,,,,,,,,,,,,,0.731812,,,,,,,,,,,,01fe96b4-3c5d-4211-af9a-14dc4d8794e4,45,,"[95.6, 3.6]",3754230,0,,,,,1.2542951,,Left Foot,,,"[103.1, 26.5]",,Low Pass,,24.096888,,,,Graziano Pellè,11062.0,,,,,,,1,Regular Play,Dušan Tadić,3831.0,Left Wing,4,Southampton,25,['445a5f2d-13e1-430f-83ae-19e2f072f2f0'],36,,,,,,,,,,,,,,,,,,Southampton,25,00:00:36.057,Pass,
,,,,,,,,,,,,,,,,1.496377,,,,,,,,,,,,92a17085-2eb5-4ed1-b19b-7b7a61b9b377,51,,"[5.7, 44.8]",3754230,0,,,,,-1.3894061,,Keeper Arm,,,"[9.9, 21.9]",,Ground Pass,,23.281967,,,,Mamadou Sakho,3483.0,,,,,,,1,Regular Play,Simon Mignolet,3539.0,Goalkeeper,5,Liverpool,24,['de8ccb96-6b95-442b-a4dc-39d690870e4d'],47,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:47.246,Pass,
,,,,,,,,,,,,,,,,0.95005,,,,,,,,,,,,b1b75eab-d169-4764-b7b4-aac0848b8ac4,54,,"[16.8, 14.6]",3754230,0,,,,,-0.62435025,,Right Foot,,,"[32.9, 3.0]",,Ground Pass,,19.84364,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,Regular Play,Mamadou Sakho,3483.0,Left Center Back,5,Liverpool,24,['6bed1b6d-0307-473f-b359-13957fa97217'],51,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:51.837,Pass,
,,,,,,,,,,,,,,,,1.523454,,,,,,,,,,,,d3b196ec-2e1f-4e59-9303-8cc6a45e1c29,57,,"[32.9, 3.0]",3754230,0,,,,,2.6715486,,Left Foot,,,"[14.2, 12.5]",,Ground Pass,,20.974747,,,,Mamadou Sakho,3483.0,,,,,,,1,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,5,Liverpool,24,['587ea032-76e8-463f-9342-ad7a42fbeb8c'],53,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:53.994,Pass,
,,,,,,,,,,,,,,,,0.869862,,,,,,,,,,,,baeb2f60-f60d-42d4-a5ef-d71c5fba745d,60,,"[14.2, 12.5]",3754230,0,,,,,0.1448125,,Left Foot,,,"[28.6, 14.6]",,Ground Pass,,14.55232,,,,Emre Can,3493.0,,,,,,,1,Regular Play,Mamadou Sakho,3483.0,Left Center Back,5,Liverpool,24,['0d7c327e-ae9c-462f-80d3-bc8689f4ed5d'],56,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:56.803,Pass,
,,,,,,,,,,,,,,,,0.77327,,,,,,,,,,,,334ccf7b-3a3c-4c04-83f1-685bbd89d909,63,,"[26.9, 14.4]",3754230,0,,,,,-2.1955788,,Left Foot,,,"[19.4, 4.0]",,Ground Pass,,12.822247,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,Regular Play,Emre Can,3493.0,Left Center Midfield,5,Liverpool,24,['7a745900-1870-48de-b41a-37286875ef06'],58,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:58.747,Pass,
,,,,,,,,,,,,,,,,1.290138,,,,,,,,,,,,69032f24-84b7-4a29-97a2-eb44696e20d3,66,,"[22.4, 5.2]",3754230,1,,,,,0.18910082,,Left Foot,,,"[43.3, 9.2]",,High Pass,,21.279333,,,,Philippe Coutinho Correia,3501.0,,,,,,,1,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,5,Liverpool,24,['46de6c27-66fa-49cd-b7cf-b22f6b40956b'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:00.312,Pass,
,,,,,,,,,,,,,,,,1.039996,,,,,,,,,,,,9157c696-6835-469c-9eca-66ccd16193f1,69,,"[43.3, 9.2]",3754230,1,,,,,0.72425,,Right Foot,,,"[56.3, 20.7]",,Low Pass,,17.356554,,,,Divock Okoth Origi,4747.0,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Attacking Midfield,5,Liverpool,24,['226a38a1-f313-4420-831d-1d36e94bb46d'],1,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:01.655,Pass,
,,,,,,,,,,,,,,,,1.242704,,,,,,,,,,,,197e625b-1364-496e-8593-996ddd1e7364,77,,"[38.8, 20.8]",3754230,1,,,,,2.0279188,,Right Foot,,,"[26.7, 45.4]",,Ground Pass,,27.414778,,,,Martin Škrtel,18872.0,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Right Center Midfield,5,Liverpool,24,['0050526a-e594-439f-9cfa-5ce52333b3f3'],6,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:06.427,Pass,
,,,,,,,,,,,,,,,,1.541742,,,,,,,,,,,,e7c5141a-d019-4051-9a92-a9a3115e8538,80,,"[28.3, 46.3]",3754230,1,,,,,1.0751231,,Right Foot,,,"[37.6, 63.5]",,Ground Pass,,19.55326,,,,James Philip Milner,3473.0,,,,,,,1,Regular Play,Martin Škrtel,18872.0,Right Center Back,5,Liverpool,24,['c27e4982-80ba-4efd-89c8-3d76a9c19776'],9,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:09.137,Pass,
,,,,,,,,,,,,,,,,0.865082,,,,,,,,,,,,50e3e67c-3843-489e-9ab3-ba45c5c080bc,83,,"[37.8, 63.5]",3754230,1,,,,,-0.48833394,,Right Foot,,,"[50.6, 56.7]",,Ground Pass,,14.494137,,,,Adam David Lallana,4090.0,,,,,,,1,Regular Play,James Philip Milner,3473.0,Center Defensive Midfield,5,Liverpool,24,['9537ce68-8a5f-4dae-9f45-1c897bc06815'],11,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:11.420,Pass,
,,,,,,,,,,,,,,,,1.153066,,,,,,,,,,,,ceba4fc8-4fc0-4e3f-b6e1-2034ff2b8481,86,,"[66.2, 77.5]",3754230,1,,,,,0.043076783,,Right Foot,,,"[77.8, 78.0]",,Ground Pass,,11.610771,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,Regular Play,Adam David Lallana,4090.0,Right Attacking Midfield,5,Liverpool,24,['50f45ae1-dc3e-4dda-b033-6b8f625f2911'],15,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:15.486,Pass,
,,,,,,,,,,,,,,,,0.051674,,,,,,,,,,,,d2294597-f42c-4c05-9e42-aab15135dab9,89,,"[77.6, 77.5]",3754230,1,,,,,-1.5019399,,Right Foot,,,"[77.8, 74.6]",,Ground Pass,,2.9068885,,Incomplete,,Adam David Lallana,4090.0,,,,,,,1,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,5,Liverpool,24,"['4deb30f9-a262-4d59-95c2-c39af85ee4c9', 'f0655d81-02f6-4111-a86a-5128e4ada2a9']",16,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:16.771,Pass,
,,,,,,,,,,,,,,,,1.245241,,,,,,,,,,,,597043fb-2f49-4842-a953-2029e809bb14,92,,"[43.7, 10.9]",3754230,1,,,,,-0.3254046,,Right Foot,,,"[68.3, 2.6]",,Ground Pass,,25.962473,,,,Dušan Tadić,3831.0,,,,,,Recovery,1,Regular Play,Victor Wanyama,3098.0,Left Center Midfield,5,Liverpool,24,['925b2db5-d939-4d88-b750-ea4c45ed1711'],18,,,,,,,,,,,,,,,,,,Southampton,25,00:01:18.480,Pass,
,,,,,,,,,,,,,,,,1.292382,,,,,,,,,,,,b4c0f080-fead-45fe-a094-c064a4e9a2fd,96,,"[104.8, 15.4]",3754230,1,,,,,1.0310708,,Left Foot,True,,"[117.5, 36.6]",,Low Pass,,24.712952,,Incomplete,,Graziano Pellè,11062.0,,,,,,,1,Regular Play,Dušan Tadić,3831.0,Left Wing,5,Liverpool,24,"['096bd1fa-19d3-4b37-8072-c008c6654a07', '1b6885ba-6d00-4d06-90ce-d3d5bc2229e8', 'e40dcfef-7a62-4807-a17a-46ad03b5e43c']",24,,,,,,,,,,,,,,,,,,Southampton,25,00:01:24.522,Pass,True
,,,,,,,,,,,,,,,,1.793456,,,,,,,,,,,,7a98d113-14a4-4d8b-bb39-f97d2037d5fa,99,,"[5.4, 43.2]",3754230,1,,True,,,0.14562838,,Keeper Arm,,,"[27.9, 46.5]",,Ground Pass,,22.740713,,,,Lucas Pezzini Leiva,7780.0,,,,,,,1,Regular Play,Simon Mignolet,3539.0,Goalkeeper,5,Liverpool,24,['f9f17740-a64c-45a4-9d55-363840552f52'],28,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:28.983,Pass,
,,,,,,,,,,,,,,,,1.09954,,,,,,,,,,,,555ae8ab-2046-4dab-8c9c-0dad7fea07bd,101,,"[22.2, 48.6]",3754230,1,,,,,0.67114383,,Right Foot,,,"[39.2, 62.1]",,Ground Pass,,21.708294,,,,Adam David Lallana,4090.0,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Right Center Midfield,5,Liverpool,24,['0301debc-59a4-4f21-9b8f-32d14271b39a'],31,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:31.220,Pass,
,,,,,,,,,,,,,,,,1.578516,,,,,,,,,,,,67550ca2-0075-47e7-a186-190660b7b7f8,105,,"[41.8, 62.1]",3754230,1,,,,,2.4032185,,Right Foot,,,"[32.9, 70.2]",,Ground Pass,,12.034118,,,,James Philip Milner,3473.0,,,,,,,1,Regular Play,Adam David Lallana,4090.0,Right Attacking Midfield,5,Liverpool,24,"['82491bcd-4e58-4eab-a226-e18ac7dbf72e', '8653b287-1471-4d9e-80b1-6e5b0b7ee779']",35,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:35.367,Pass,True
,,,,,,,,,,,,,,,,0.9207,,,,,,,,,,,,208e4a10-6380-453b-a632-fac47ec09d3f,108,,"[32.9, 70.2]",3754230,1,,,,,0.4346702,,Right Foot,,,"[49.7, 78.0]",,Ground Pass,,18.522419,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,Regular Play,James Philip Milner,3473.0,Center Defensive Midfield,5,Liverpool,24,['42d654f4-053c-4e74-8cf9-8a4d104029ed'],37,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:37.143,Pass,
,,,,,,,,,,,,,,,,1.059536,,,,,,,,,,,,df165259-d7d7-4c52-b7dc-9e693f1f3707,111,,"[50.3, 78.5]",3754230,1,,,,,-2.887699,,Right Foot,,,"[34.5, 74.4]",,Ground Pass,,16.323296,,,,James Philip Milner,3473.0,,,,,,,1,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,5,Liverpool,24,['3619290a-361a-4866-92ac-084237b23ad2'],38,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:38.705,Pass,
,,,,,,,,,,,,,,,,0.848298,,,,,,,,,,,,605ddc83-d63b-4721-9ba9-2ee02f308cba,114,,"[34.5, 74.4]",3754230,1,,,,,-1.017329,,Right Foot,,,"[42.1, 62.1]",,Ground Pass,,14.458562,,,,Lucas Pezzini Leiva,7780.0,,,,,,,1,Regular Play,James Philip Milner,3473.0,Center Defensive Midfield,5,Liverpool,24,['db636b3b-2278-4b2a-ba96-1234f9c2cf98'],41,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:41.100,Pass,
,,,,,,,,,,,,,,,,1.147596,,,,,,,,,,,,ecbde874-4b0a-4722-ac2d-3a2fa4339834,117,,"[42.1, 62.1]",3754230,1,,,,,2.145101,,Right Foot,,,"[36.6, 70.6]",,Ground Pass,,10.1242285,,,,James Philip Milner,3473.0,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Right Center Midfield,5,Liverpool,24,['132285a5-44f4-4c69-9acf-2a9dd1a0c57a'],41,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:41.988,Pass,
,,,,,,,,,,,,,,,,1.371468,,,,,,,,,,,,6a0dbc04-334d-43b1-97fb-1f3143625c8f,120,,"[38.8, 61.6]",3754230,1,,,,,3.1066418,,Right Foot,,,"[24.5, 62.1]",,Ground Pass,,14.308739,,,,Martin Škrtel,18872.0,,,,,,,1,Regular Play,James Philip Milner,3473.0,Center Defensive Midfield,5,Liverpool,24,['e29ef7a9-533a-48c4-8a6e-f1f6fae4ac4e'],47,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:47.533,Pass,
,,,,,,,,,,,,,,,,1.130598,,,,,,,,,,,,11afa91b-6ad4-49d2-9998-b53114637d71,123,,"[27.7, 61.6]",3754230,1,,,,,0.6347166,,Left Foot,,,"[49.7, 77.8]",,Ground Pass,,27.321054,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,Regular Play,Martin Škrtel,18872.0,Right Center Back,5,Liverpool,24,['d67417b9-865e-4f91-aaee-4c2b4fa43a4d'],51,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:51.241,Pass,
,,,,,,,,,,,,,,,,2.16094,,,,,,,,,,,,e48c149c-61c1-4a90-b7ce-ff4b73660251,127,,"[47.3, 77.1]",3754230,1,,,,,-3.0618896,,Right Foot,,,"[16.0, 74.6]",,Ground Pass,,31.399681,,,,Martin Škrtel,18872.0,,,,,,,1,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,5,Liverpool,24,['1542118c-9dee-4e57-80dd-a7573f3b7cc3'],53,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:53.962,Pass,
,,,,,,,,,,,,,,,,1.894031,,,,,,,,,,,,371d8ff3-814f-415a-9149-567bed8cfb53,130,,"[13.2, 75.1]",3754230,1,,,,,-1.7661525,,Left Foot,,,"[7.6, 46.8]",,Ground Pass,,28.848743,,,,Simon Mignolet,3539.0,,,,,,,1,Regular Play,Martin Škrtel,18872.0,Right Center Back,5,Liverpool,24,['7958cc69-59ed-4b8b-8c90-5eeddff21faf'],57,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:57.530,Pass,
,,,,,,,,,,,,,,,,1.804367,,,,,,,,,,,,306da7b6-c5fc-4dc9-bae1-2dfca32c6bdc,133,,"[8.5, 47.9]",3754230,2,,,,,-1.2734312,,Right Foot,,,"[16.1, 23.1]",,Ground Pass,,25.938389,,,,Mamadou Sakho,3483.0,,,,,,,1,Regular Play,Simon Mignolet,3539.0,Goalkeeper,5,Liverpool,24,['f44d3aad-52ed-47ba-8c2b-14ef2867a59d'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:00.488,Pass,
