ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ffeb78d4-2b8a-4d31-bece-244e242c3182,1,,,,3754351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 37}, {'player': {'id': 3483, 'name': 'Mamadou Sakho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3635, 'name': 'Jordon Ibe'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 33}, {'player': {'id': 4090, 'name': 'Adam David Lallana'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3380, 'name': 'Christian Benteke Liolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool,24,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1420dc07-8418-4a40-8385-ea1ae5125de4,2,,,,3754351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 34}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 42}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3469, 'name': 'Bakary Sako'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 26}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dc87f941-e31b-4bef-83cc-5babc691a13d,3,,,,3754351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,['635c7b79-c5d9-455d-9cc7-f9382c90a93a'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,635c7b79-c5d9-455d-9cc7-f9382c90a93a,4,,,,3754351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,['dc87f941-e31b-4bef-83cc-5babc691a13d'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cf4cd7bf-9311-49ab-86e0-dab76d2f73ba,1626,,,,3754351,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,93,Liverpool,24,['2a4f4a70-7205-4a10-833b-af2ef5e0aefd'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2a4f4a70-7205-4a10-833b-af2ef5e0aefd,1627,,,,3754351,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,93,Liverpool,24,['cf4cd7bf-9311-49ab-86e0-dab76d2f73ba'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.573543,,,,,,,,,,,,59d9fa96-e7b6-4505-81aa-679d676335cf,5,,,"[60.0, 40.0]",3754351,0,,True,,,-0.39479113,,Left Foot,,,,"[61.2, 39.5]",,Ground Pass,,1.3,,,,,Jason Puncheon,19688.0,,,,,Kick Off,1,From Kick Off,James McArthur,3464.0,Left Defensive Midfield,2,Crystal Palace,31,['4d699172-04da-4486-b0a6-2fc5b7ef03e8'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.858,Pass,
,,,,,,,,,,,,,,,,1.918437,,,,,,,,,,,,038f88c3-dde6-4101-9aff-3464ac624788,7,,,"[61.4, 39.1]",3754351,0,,,,,-2.0266213,,Left Foot,,,,"[46.3, 8.3]",,Ground Pass,,34.302334,,,,,Pape N''Diaye Souaré,4884.0,,,,,,1,From Kick Off,Jason Puncheon,19688.0,Center Attacking Midfield,2,Crystal Palace,31,['0a498f89-3a7c-4421-ac07-2308d45014d3'],2,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:02.289,Pass,
,,,,,,,,,,,,,,,,2.012107,,,,,,,,,,,,b71ed5f0-76c5-474a-9785-44fad768ae18,11,,,"[47.5, 7.8]",3754351,0,,,,,2.6535597,,Left Foot,,,,"[31.3, 16.4]",,Ground Pass,,18.341211,,,,,Damien Delaney,3693.0,,,,,,1,From Kick Off,Pape N''Diaye Souaré,4884.0,Left Back,2,Crystal Palace,31,"['069c6ca4-71a2-4061-8b70-fe94a58ea554', '9852e883-0cd2-42ca-8914-3989ab9b9090']",5,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:05.049,Pass,True
,,,,,,,,,,,,,,,,3.073982,,,,,,,,,,,,9130f969-c34e-4009-818f-61b03233f0a6,14,,,"[31.3, 16.4]",3754351,0,,,,,-0.11730985,,Left Foot,,,,"[89.0, 9.6]",,High Pass,,58.09931,,,,,Yannick Bolasie Yala,3589.0,,,,,,1,From Kick Off,Damien Delaney,3693.0,Left Center Back,2,Crystal Palace,31,['3396fd6e-5a69-45c0-add5-da356fdcc31f'],8,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:08.415,Pass,
,,,,,,,,,,,,,,,,1.249107,,,,,,,,,,,,d67efc88-3169-4c5d-a355-a3a1f61b7146,17,,,"[89.0, 9.6]",3754351,0,,,,True,3.1068242,,,,,,"[77.5, 10.0]",,Low Pass,,11.506954,,,,,Jason Puncheon,19688.0,,,,,,1,From Kick Off,Yannick Bolasie Yala,3589.0,Left Wing,2,Crystal Palace,31,"['4f921777-dbb0-4b2e-a77f-ff437900e967', '9487b577-6d0f-4c87-b685-9b47fec112c8']",11,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:11.569,Pass,True
,,,,,,,,,,,,,,,,2.945165,,,,,,,,,,,,84b99162-e3b1-4024-823a-6fe43bf6c814,20,,,"[77.5, 10.0]",3754351,0,,,,,3.1333284,,Left Foot,,,,"[53.3, 10.2]",,High Pass,,24.200827,,,,,Yohan Cabaye,3277.0,,,,,,1,From Kick Off,Jason Puncheon,19688.0,Center Attacking Midfield,2,Crystal Palace,31,['433f9bed-66bc-4c28-8b24-a925463d0b10'],12,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:12.869,Pass,
,,,,,,,,,,,,,,,,3.554585,,,,,,,,,,,,e9108da6-8d2b-4993-be84-7b82ac851e02,23,,,"[48.2, 9.6]",3754351,0,,,,,2.4591677,,Right Foot,,,,"[13.5, 37.8]",,Ground Pass,,44.713867,,,,,Wayne Hennessey,3488.0,,,,,,1,From Kick Off,Yohan Cabaye,3277.0,Right Defensive Midfield,2,Crystal Palace,31,['9df8a299-32e1-4424-b74b-936b072e2df4'],16,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:16.319,Pass,
,,,,,,,,,,,,,,,,4.43587,,,,,,,,,,,,3ed7b122-a654-489f-a99b-f7c0045f88ce,26,,,"[21.7, 39.5]",3754351,0,,,,,-0.16059211,,Right Foot,,,,"[114.3, 24.5]",,High Pass,,93.80704,,,Incomplete,,,,,,,,,1,From Kick Off,Wayne Hennessey,3488.0,Goalkeeper,2,Crystal Palace,31,['bbcbf8db-6fe7-4b34-9872-c952219a27f6'],27,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:27.593,Pass,
,,,,,,,,,,,,,,,,3.07486,,,,,,,,,,,,02a7abee-8f45-4e56-8c0b-f2647adb47d4,30,,,"[13.1, 40.8]",3754351,0,,,,,-1.4427454,,Right Foot,,,,"[16.1, 17.5]",,Ground Pass,,23.49234,,,,,Mamadou Sakho,3483.0,,,,,,1,From Kick Off,Simon Mignolet,3539.0,Goalkeeper,2,Crystal Palace,31,['ebcb0afc-1817-4c39-a05c-07f4d908b6b5'],44,,,,,,,,,,,,,,,,,Liverpool,24,00:00:44.848,Pass,
,,,,,,,,,,,,,,,,0.008787,,,,,,,,,,,,d5160dc2-4f58-4c6a-9291-8ed5e3309548,34,,,"[15.9, 16.6]",3754351,0,,,,,0.0,,Left Foot,,,,"[16.7, 16.6]",,Ground Pass,,0.8,,,Incomplete,,,,,,,,,1,From Kick Off,Mamadou Sakho,3483.0,Left Center Back,2,Crystal Palace,31,['ac9da30f-1299-4ecf-9b6d-207454b43ec9'],47,,,,,,,,,,,,,,,,,Liverpool,24,00:00:47.963,Pass,
,,,,,,,,,,,,,,,,2.147439,,,,,,,,,,,,59b5a76f-0522-4d16-8a83-bd664fa57eca,42,,,"[120.0, 80.0]",3754351,1,,,,,-1.5707964,,Left Foot,,,,"[120.0, 26.5]",,High Pass,True,53.5,,,Out,,,,,True,Inswinging,,Corner,1,From Corner,Jason Puncheon,19688.0,Center Attacking Midfield,3,Crystal Palace,31,,23,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:23.290,Pass,
,,,,,,,,,,,,,,,,3.662861,,,,,,,,,,,,c96b2bc9-31a8-4c61-beee-d6be396f9fe6,43,,,"[7.0, 44.1]",3754351,1,,True,,,0.19739556,,Left Foot,,,,"[80.5, 58.8]",,High Pass,,74.95559,,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Simon Mignolet,3539.0,Goalkeeper,4,Liverpool,24,['2270d9f2-e0a6-4d43-9e40-5d659fb9d580'],52,,,,,,,,,,,,,,,,,Liverpool,24,00:01:52.622,Pass,
,,,,,,,,,,,,,,,,2.253233,,,,,,,,,,,,2270d9f2-e0a6-4d43-9e40-5d659fb9d580,45,,,"[39.6, 21.3]",3754351,1,,,,True,1.3801575,,,,,,"[41.8, 32.7]",,High Pass,,11.61034,,,,,James McArthur,3464.0,,,,,Recovery,1,Regular Play,Scott Dann,3407.0,Right Center Back,5,Crystal Palace,31,"['217ebdec-9cca-4184-94a0-16f4ba3322e6', '409bd391-856b-441a-982a-c4e0896391c2', 'c96b2bc9-31a8-4c61-beee-d6be396f9fe6']",56,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:56.284,Pass,True
,,,,,,,,,,,,,,,,2.352498,,,,,,,,,,,,cfe72b30-6c2d-4ab2-ad70-162056b6dc43,47,,,"[41.8, 32.7]",3754351,1,,,,,-1.4419799,,Head,,,,"[44.3, 13.4]",,High Pass,,19.461243,,,,,Jason Puncheon,19688.0,,,,,,1,Regular Play,James McArthur,3464.0,Left Defensive Midfield,5,Crystal Palace,31,['ef650f40-ab26-4c09-a703-420c0f28dc8a'],58,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:58.575,Pass,
,,,,,,,,,,,,,,,,3.568543,,,,,,,,,,,,829d2c82-7283-4cfc-9f3e-039acbd1f75a,50,,,"[44.3, 13.4]",3754351,2,,,,,0.090870544,,Left Foot,,,,"[87.1, 17.3]",,High Pass,,42.977318,,,Incomplete,,Yannick Bolasie Yala,3589.0,,,Through Ball,True,,1,Regular Play,Jason Puncheon,19688.0,Center Attacking Midfield,5,Crystal Palace,31,"['0a6a325d-2706-413a-8807-83904f9a57b9', 'bc10cbe8-c99f-432a-913e-8b4d1d54b485']",0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:00.967,Pass,
,,,,,,,,,,,,,,,,1.348901,,,,,,,,,,,,d5f62dcb-1f0f-4fa9-99c1-7ba2ef218abf,54,,,"[84.8, 0.1]",3754351,2,,,,,2.5849934,,,,,,"[71.3, 8.5]",,Low Pass,,15.9,,,,,James McArthur,3464.0,,,,,Throw-in,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,6,Crystal Palace,31,['11c033ec-09c0-4b85-9e99-48ee502f7d6d'],16,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:16.250,Pass,
,,,,,,,,,,,,,,,,1.963716,,,,,,,,,,,,4f837a2f-0610-4aec-8a07-ea674dc6ab84,57,,,"[67.7, 4.6]",3754351,2,,,,,3.129545,,Right Foot,,,,"[42.8, 4.9]",,Ground Pass,,24.901808,,,,,Damien Delaney,3693.0,,,,,,1,From Throw In,James McArthur,3464.0,Left Defensive Midfield,6,Crystal Palace,31,['bc5c2b9c-03ab-4931-b4d7-1a83a988b4c0'],18,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:18.312,Pass,
,,,,,,,,,,,,,,,,3.704802,,,,,,,,,,,,43ea71d4-01c4-462f-9834-a42daacc3df2,60,,,"[40.1, 5.3]",3754351,2,,,,,2.195294,,Left Foot,,,,"[16.1, 38.6]",,Ground Pass,,41.047413,,,,,Wayne Hennessey,3488.0,,,,,,1,From Throw In,Damien Delaney,3693.0,Left Center Back,6,Crystal Palace,31,['de07301c-cf5a-44e2-9316-bede8a705778'],20,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:20.356,Pass,
,,,,,,,,,,,,,,,,1.32638,,,,,,,,,,,,96731974-d55f-423e-aed0-65f9712fd156,63,,,"[16.1, 38.9]",3754351,2,,,,,1.0353768,,Left Foot,,,,"[26.6, 56.6]",,Ground Pass,,20.580088,,,,,Scott Dann,3407.0,,,,,,1,From Throw In,Wayne Hennessey,3488.0,Goalkeeper,6,Crystal Palace,31,['8356f997-c191-481b-91ca-2a0b8e128ed2'],24,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:24.180,Pass,
,,,,,,,,,,,,,,,,0.867986,,,,,,,,,,,,3c9de5ea-69c2-44d9-bd50-efaa198e48b7,66,,,"[28.3, 56.6]",3754351,2,,,,,0.046632834,,Right Foot,,,,"[43.3, 57.3]",,Ground Pass,,15.016324,,,,,Yohan Cabaye,3277.0,,,,,,1,From Throw In,Scott Dann,3407.0,Right Center Back,6,Crystal Palace,31,['0624e997-b737-4d6b-8501-f6507b3253f0'],26,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:26.912,Pass,
,,,,,,,,,,,,,,,,2.231301,,,,,,,,,,,,7dcb457f-2ba6-4047-8c5d-b4e1b8488256,69,,,"[43.3, 57.3]",3754351,2,,,,,-3.031487,,Right Foot,,,,"[23.4, 55.1]",,Ground Pass,,20.021238,,,,,Scott Dann,3407.0,,,,,,1,From Throw In,Yohan Cabaye,3277.0,Right Defensive Midfield,6,Crystal Palace,31,['eaa8cd87-ab4c-4f04-8ffc-2b44181caf9e'],27,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:27.822,Pass,
,,,,,,,,,,,,,,,,3.219792,,,,,,,,,,,,07594aad-2c7a-4ab2-9997-4c52931384af,72,,,"[23.6, 54.7]",3754351,2,,,,,0.016319025,,Right Foot,,,,"[91.0, 55.8]",,High Pass,,67.40897,,,Incomplete,,,,,,,,,1,From Throw In,Scott Dann,3407.0,Right Center Back,6,Crystal Palace,31,['de1797e4-731b-4c97-930c-83c59e8ac15c'],30,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:30.173,Pass,
,,,,,,,,,,,,,,,,3.072085,,,,,,,,,,,,de1797e4-731b-4c97-930c-83c59e8ac15c,73,,,"[29.1, 24.3]",3754351,2,,,,,-0.6278366,,Head,,,,"[35.3, 19.8]",,High Pass,,7.6609397,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Mamadou Sakho,3483.0,Left Center Back,6,Crystal Palace,31,"['07594aad-2c7a-4ab2-9997-4c52931384af', '6ee8db7f-8d65-4051-b86e-9e572937fb19']",33,,,,,,,,,,,,,,,,,Liverpool,24,00:02:33.393,Pass,
,,,,,,,,,,,,,,,,0.916916,,,,,,,,,,,,04c16f34-76e7-4688-bb8e-9c13faffc16e,78,,,"[37.7, 16.9]",3754351,2,,,,,-0.7853982,,Right Foot,,,,"[40.5, 14.1]",,Ground Pass,,3.9597979,,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Throw In,Lucas Pezzini Leiva,7780.0,Left Center Midfield,6,Crystal Palace,31,"['97f68879-dec0-45b7-a551-52132feefb7b', 'bdfa50c3-d2d0-4967-92f1-77a86ee7e00a']",40,,,,,,,,,,,,,,,,,Liverpool,24,00:02:40.815,Pass,True
,,,,,,,,,,,,,,,,0.227184,,,,,,,,,,,,13535208-241c-4a7f-aa1a-73cafc9cadd9,80,,,"[40.5, 14.3]",3754351,2,,,,,0.88187194,,Right Foot,,,,"[44.7, 19.4]",,Ground Pass,,6.606815,,,Incomplete,,,,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,6,Crystal Palace,31,"['b07908d0-2e1a-4b42-83d3-e16934ce4339', 'bdfa50c3-d2d0-4967-92f1-77a86ee7e00a']",41,,,,,,,,,,,,,,,,,Liverpool,24,00:02:41.732,Pass,True
,,,,,,,,,,,,,,,,1.268981,,,,,,,,,,,,5467391d-a52a-4d46-aedf-67b95caee7d8,84,,,"[87.3, 25.2]",3754351,2,,,,,-0.15420635,,Left Foot,,,,"[106.6, 22.2]",,Ground Pass,,19.531769,,,,,Yannick Bolasie Yala,3589.0,,,,,,1,From Throw In,Jason Puncheon,19688.0,Center Attacking Midfield,6,Crystal Palace,31,['fc806572-e291-4789-a7a0-8bf3d4b2e42e'],47,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:47.128,Pass,
,,,,,,,,,,,,,,,,0.169104,,,,,,,,,,,,eb8d40a4-18b2-458e-9a2d-eab8e009c2f3,87,,,"[115.8, 22.0]",3754351,2,,,,,2.6189418,,Left Foot,,True,,"[106.6, 27.3]",,Ground Pass,,10.617438,,,Incomplete,,Yohan Cabaye,3277.0,,,,,,1,From Throw In,Yannick Bolasie Yala,3589.0,Left Wing,6,Crystal Palace,31,"['0fc53cd9-a65d-4c0d-bb7e-30cacc13d5e2', 'bfc0ce3c-8f5d-4aca-b6f5-e1fdfb497941']",49,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:49.691,Pass,
,,,,,,,,,,,,,,,,1.976473,,,,,,,,,,,,7d3822ea-41a5-4d5f-9e0a-7dbb68505d31,93,,,"[79.0, 55.5]",3754351,2,,,,,1.2073277,,Right Foot,,,,"[85.2, 71.8]",,Low Pass,,17.439323,,,,,Martin Kelly,3448.0,,,,,Recovery,1,From Throw In,James McArthur,3464.0,Left Defensive Midfield,6,Crystal Palace,31,['33fd28dd-9614-4997-ad58-e4516203ff9a'],55,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:55.904,Pass,
,,,,,,,,,,,,,,,,1.290248,,,,,,,,,,,,0fe94dd8-9002-46c3-a8e4-0306c13b9e8b,96,,,"[92.7, 72.4]",3754351,2,,,,,-1.0596341,,Right Foot,True,,,"[107.9, 45.3]",,High Pass,,31.071692,,,Incomplete,,,,,,,,,1,From Throw In,Martin Kelly,3448.0,Right Back,6,Crystal Palace,31,['41729783-f282-497d-82ad-cf36a2de56d7'],59,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:59.260,Pass,
,,,,,,,,,,,,,,,,1.698412,,,,,,,,,,,,ee41e07c-d7d0-44f7-85c5-f70ea06cedbf,98,,,"[88.0, 30.7]",3754351,3,,,,,-1.1722739,,Head,,,,"[94.4, 15.5]",,High Pass,,16.492422,,,,,Pape N''Diaye Souaré,4884.0,,,,,Recovery,1,From Throw In,Jason Puncheon,19688.0,Center Attacking Midfield,6,Crystal Palace,31,['31889466-2192-4ec9-9d62-4db60d9a033f'],2,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:02.384,Pass,
,,,,,,,,,,,,,,,,1.376522,,,,,,,,,,,,c36d5c0c-cedb-4d34-a2e7-1f92e46bb167,101,,,"[94.4, 15.5]",3754351,3,,,,,2.2301064,,Left Foot,,,,"[88.2, 23.5]",,Ground Pass,,10.121264,,,,,Jason Puncheon,19688.0,,,,,,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,6,Crystal Palace,31,['ceba94bf-25ee-4926-9eb5-b7237072c6c4'],4,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:04.163,Pass,
,,,,,,,,,,,,,,,,1.227733,,,,,,,,,,,,bb00a8a6-19c4-4d1b-990f-f8951a93300f,105,,,"[93.1, 15.8]",3754351,3,,,,,-0.8588588,,Left Foot,,,,"[103.8, 3.4]",,Ground Pass,,16.37834,,,,,Pape N''Diaye Souaré,4884.0,,,,,,1,From Throw In,Jason Puncheon,19688.0,Center Attacking Midfield,6,Crystal Palace,31,"['02da4efb-a85a-4c7c-b1ba-4bbefb3c3df5', '3dbc208b-d9b2-47d7-ba57-828b2584051c']",6,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:06.560,Pass,True
,,,,,,,,,,,,,,,,1.545657,,,,,,,,,,,,8ba052be-241e-42c0-997d-b5fe89e6c61b,108,,,"[103.8, 3.4]",3754351,3,,,,,2.8572078,,Left Foot,,,,"[90.8, 7.2]",,Ground Pass,,13.544003,,,,,Jason Puncheon,19688.0,,,,,,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,6,Crystal Palace,31,['ed88bc73-b5ed-4958-9795-def6cc8b1324'],9,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:09.470,Pass,
,,,,,,,,,,,,,,,,1.374829,,,,,,,,,,,,e5270e58-be44-4ce0-a7bf-4cf155389494,113,,,"[113.9, 1.2]",3754351,3,,,,,1.2126981,,Left Foot,,,,"[120.0, 17.5]",,High Pass,,17.404022,,,Out,,,,,,,,,1,From Throw In,Jason Puncheon,19688.0,Center Attacking Midfield,6,Crystal Palace,31,,19,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:19.162,Pass,
,,,,,,,,,,,,,,,,2.553866,,,,,,,,,,,,27650b00-28ec-45f3-80cb-d8f85897b64f,114,,,"[7.0, 44.1]",3754351,3,,True,,,-0.4010473,,Right Foot,,,,"[63.6, 20.1]",,High Pass,,61.478127,,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Simon Mignolet,3539.0,Goalkeeper,7,Liverpool,24,['da5b4cc3-a011-47b2-94bc-564793494306'],43,,,,,,,,,,,,,,,,,Liverpool,24,00:03:43.477,Pass,
,,,,,,,,,,,,,,,,1.067856,,,,,,,,,,,,2d15fca4-95f2-4ab5-b60f-7a7280d3b3df,117,,,"[56.3, 59.8]",3754351,3,,,,,0.9300126,,Right Foot,,,,"[65.1, 71.6]",,Ground Pass,,14.720055,,,,,Wilfried Zaha,3507.0,,,,,,1,Regular Play,James McArthur,3464.0,Left Defensive Midfield,8,Crystal Palace,31,"['7428c3bc-501e-4833-bcb9-31c5070668c4', '9233ced5-e8b3-403f-b687-56ce26ab8374']",46,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:46.713,Pass,True
,,,,,,,,,,,,,,,,1.308361,,,,,,,,,,,,fd0fbbe5-9288-4f67-99ba-4fdea751d816,121,,,"[63.4, 72.0]",3754351,3,,,,,2.9521124,,Right Foot,,,,"[48.8, 74.8]",,Ground Pass,,14.866069,,,,,Martin Kelly,3448.0,,,,,,1,Regular Play,Wilfried Zaha,3507.0,Right Wing,8,Crystal Palace,31,"['353ac778-dc6d-45e4-8f09-571440052b29', '957cc847-35bc-4677-9a49-6719e8afd15a']",48,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:48.711,Pass,True
,,,,,,,,,,,,,,,,1.611922,,,,,,,,,,,,3b9e7bb0-a87f-4887-b21c-d49bf503b73c,124,,,"[41.6, 72.0]",3754351,3,,,,,-2.780675,,Left Foot,,,,"[21.2, 64.3]",,Ground Pass,,21.804815,,,,,Scott Dann,3407.0,,,,,,1,Regular Play,Martin Kelly,3448.0,Right Back,8,Crystal Palace,31,['dcdaef56-128b-402e-aae6-023ac95c3380'],51,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:51.583,Pass,
,,,,,,,,,,,,,,,,2.078971,,,,,,,,,,,,f4cdc61b-2697-40a4-9e6b-ddb91a418363,127,,,"[39.4, 68.6]",3754351,3,,,,,-0.8432115,,Right Foot,,,,"[68.7, 35.7]",,High Pass,,44.055645,,,,,Bakary Sako,3469.0,,,,,,1,Regular Play,Scott Dann,3407.0,Right Center Back,8,Crystal Palace,31,['f429fa15-d57d-4eb7-9539-913422c791b9'],59,,,,,,,,,,,,,,,,,Crystal Palace,31,00:03:59.562,Pass,
