50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.403708,,,,,,,,,,,,,76862539-cb43-4d29-b326-feb510119763,1983,,"[65.3, 66.5]",3753986,52,,,,-2.7610862,,Right Foot,,"[41.3, 56.9]",,Ground Pass,,25.848791,,,,,Philipp Wollscheid,40121.0,,,,,,2,Regular Play,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,114,Stoke City,30,['c2bdd28f-5320-4dc6-b372-eaf02e5ccb15'],26,,,,,,,,,,,,,,,,,,Stoke City,30,00:07:26.752,Pass,
,,,,,,,,,,,,,,,,,,1.590697,,,,,,,,,,,,,4b9e5de0-be16-4125-bfcf-e967b77d6f55,1986,,"[41.3, 54.5]",3753986,52,,,,-1.2618656,,Right Foot,,"[53.3, 16.9]",,Ground Pass,,39.468468,,,,,Erik Pieters,3467.0,,,,,,2,Regular Play,Philipp Wollscheid,40121.0,Left Center Back,114,Stoke City,30,['fea1f38e-434c-4409-b9b9-b12e58e8886e'],29,,,,,,,,,,,,,,,,,,Stoke City,30,00:07:29.012,Pass,
,,,,,,,,,,,,,,,,,,1.167062,,,,,,,,,,,,,979d5c7a-c475-4f90-8105-967f9a2c0913,1989,,"[57.8, 17.5]",3753986,52,,,,1.4441372,,Left Foot,,"[61.2, 44.2]",,Ground Pass,,26.91561,,,,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,,2,Regular Play,Erik Pieters,3467.0,Left Back,114,Stoke City,30,['20fd9526-db08-4637-a4cf-523c417d4d5a'],32,,,,,,,,,,,,,,,,,,Stoke City,30,00:07:32.724,Pass,
,,,,,,,,,,,,,,,,,,0.772106,,,,,,,,,,,,,415d78d9-f202-4988-ae26-6386ace5e800,1992,,"[61.2, 44.2]",3753986,52,,,,-0.45430207,,Left Foot,,"[69.8, 40.0]",,Ground Pass,,9.570789,,,,,Bojan Krkíc Pérez,4913.0,,,,,,2,Regular Play,Gilbert Gianelli Imbula Wanga,4346.0,Left Defensive Midfield,114,Stoke City,30,['d340120f-f7f5-4ebf-94f7-1793034b166e'],33,,,,,,,,,,,,,,,,,,Stoke City,30,00:07:33.959,Pass,
,,,,,,,,,,,,,,,,,,1.229423,,,,,,,,,,,,,629757d1-adc7-4bce-bf4d-8b6bd1a04907,1996,,"[69.1, 40.2]",3753986,52,,,,2.0377996,,Right Foot,,"[63.1, 52.1]",,Ground Pass,,13.32704,,,,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,,2,Regular Play,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,114,Stoke City,30,"['07a88a4c-2474-431a-9305-1e4106759f8e', 'b35f4c30-1a76-4d4a-afd7-a0468c683b95']",34,,,,,,,,,,,,,,,,,,Stoke City,30,00:07:34.792,Pass,True
,,,,,,,,,,,,,,,,,,1.582928,,,,,,,,,,,,,d88544f1-4bb5-488e-8147-360a91bf438d,2003,,"[84.3, 52.4]",3753986,53,,,,-0.16232222,797f4637-77a5-4abb-b3a8-420004c6d91a,Left Foot,,"[113.0, 47.7]",,High Pass,,29.082296,,,,,Geoff Cameron,3480.0,True,,,,Free Kick,2,From Free Kick,Xherdan Shaqiri,3533.0,Right Wing,115,Stoke City,30,['957b0147-6242-4c2f-b94b-d1f4cc6adfb8'],21,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:21.864,Pass,
,,,,,,,,,,,,,,,,,,1.220079,,,,,,,,,,,,,b20b3439-92b4-4345-9be5-65573be71a4b,2007,,"[120.0, 80.0]",3753986,53,,,,-1.7773659,,Left Foot,,"[114.3, 52.8]",,High Pass,True,27.790825,,,Incomplete,,,,,,Inswinging,,Corner,2,From Corner,Xherdan Shaqiri,3533.0,Right Wing,116,Stoke City,30,['ea9e214e-9ac1-4149-ac09-cc706034fe70'],52,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:52.254,Pass,
,,,,,,,,,,,,,,,,,,0.171645,,,,,,,,,,,,,640acf70-5ac5-404f-a95e-12e71616b524,2011,,"[104.9, 76.7]",3753986,53,,,,-1.5120405,,Left Foot,,"[105.1, 73.3]",,Low Pass,,3.4058774,,,Incomplete,,,,,,,,,2,From Corner,Xherdan Shaqiri,3533.0,Right Wing,116,Stoke City,30,['b202a6b1-8552-450f-874b-69111d3c7335'],57,,,,,,,,,,,,,,,,,,Stoke City,30,00:08:57.638,Pass,
,,,,,,,,,,,,,,,,,,0.788269,,,,,,,,,,,,,4d0a0047-b91a-4800-b322-01c8aae7a76d,2013,,"[103.4, 80.0]",3753986,54,,,,-1.743657,,,,"[102.3, 73.7]",,Low Pass,,6.395311,,,,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,Throw-in,2,From Throw In,Phil Bardsley,3643.0,Right Back,117,Stoke City,30,['1c445851-eec0-4ace-9eff-acd3414fe3c3'],10,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:10.320,Pass,
,,,,,,,,,,,,,,,,,,0.867356,,,,,,,,,,,,,7e9a0788-d468-4a5e-bb7e-a4e46243d08f,2016,,"[102.3, 73.7]",3753986,54,,,,1.2324727,,Left Foot,,"[104.2, 79.1]",,Low Pass,,5.724509,,,,,Phil Bardsley,3643.0,,,,,,2,From Throw In,Gilbert Gianelli Imbula Wanga,4346.0,Left Defensive Midfield,117,Stoke City,30,['9b21174b-d2a9-4425-9bd2-d9037fab54ee'],11,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:11.199,Pass,
,,,,,,,,,,,,,,,,,,1.373115,,,,,,,,,,,,,ac59b62b-2070-47c9-8550-c576f4e8d63d,2019,,"[104.6, 79.7]",3753986,54,,,,-1.1250039,,Right Foot,,"[110.0, 68.4]",,Low Pass,,12.523977,,,,,Xherdan Shaqiri,3533.0,,,,,,2,From Throw In,Phil Bardsley,3643.0,Right Back,117,Stoke City,30,['e43ed0b6-e185-4578-9ac7-b9505d47444e'],12,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:12.540,Pass,
,,,,,,,,,,,,,,,,,,1.022097,,,,,,,,,,,,,fc42ce3f-cd9d-44fd-91e8-33936ab16319,2031,,"[108.5, 80.0]",3753986,54,,,,-2.8080084,,Left Foot,,"[98.4, 76.5]",,Ground Pass,,10.689247,,,,,Phil Bardsley,3643.0,,,,,,2,From Throw In,Xherdan Shaqiri,3533.0,Right Wing,117,Stoke City,30,['e2f3432d-dd41-4c72-905c-03f5b194bb60'],23,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:23.651,Pass,
,,,,,,,,,,,,,,,,,,0.924202,,,,,,,,,,,,,212f1382-0fe5-4096-8756-015eb49f648d,2034,,"[98.2, 76.1]",3753986,54,,,,-2.2362063,,Right Foot,,"[92.0, 68.2]",,Ground Pass,,10.04241,,,,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,,2,From Throw In,Phil Bardsley,3643.0,Right Back,117,Stoke City,30,['66231bd4-3f40-4c17-952e-3872c41db83c'],25,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:25.416,Pass,
,,,,,,,,,,,,,,,,,,2.293029,,,,,,,,,,,,,89b363f9-ef0b-46f4-a405-2cde56c01042,2037,,"[91.8, 55.4]",3753986,54,,,,-1.1343856,,Left Foot,,"[103.6, 30.1]",,High Pass,,27.916483,,,,,Erik Pieters,3467.0,,,,,,2,From Throw In,Gilbert Gianelli Imbula Wanga,4346.0,Left Defensive Midfield,117,Stoke City,30,['2de59958-1b1c-4c7b-9c75-30a2583b4a82'],29,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:29.476,Pass,
,,,,,,,,,,,,,,,,,,1.089678,,,,,,,,,,,,,51a96f19-5617-4074-8af9-d95349853742,2039,,"[103.1, 29.5]",3753986,54,,,,1.3022741,c92d02a3-2307-4859-a014-34109580c65a,Head,,"[107.2, 44.4]",,High Pass,,15.453802,,,,,Peter Crouch,4040.0,True,,,,,2,From Throw In,Erik Pieters,3467.0,Left Back,117,Stoke City,30,['d6c8401a-dd58-4bb2-a2c5-eaa5730e00f8'],31,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:31.836,Pass,
,,,,,,,,,,,,,,,,,,1.798218,,,,,,,,,,,,,b0f31e06-a1ab-4cb3-955a-8476d813699f,2048,,"[60.4, 38.2]",3753986,54,,,,-2.7651024,,Head,,"[43.2, 31.4]",,Low Pass,,18.495405,,,,,Philipp Wollscheid,40121.0,,,,,Recovery,2,From Throw In,Geoff Cameron,3480.0,Right Defensive Midfield,117,Stoke City,30,['dbe97bf3-345b-4146-afd7-eee79c1ea01d'],39,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:39.807,Pass,
,,,,,,,,,,,,,,,,,,4.395434,,,,,,,,,,,,,fd913bae-9540-48c4-88e1-2d957b79cc51,2052,,"[41.8, 31.2]",3753986,54,,,,1.5782589,,Left Foot,,"[41.5, 71.4]",,High Pass,,40.20112,,,,,Ryan Shawcross,4035.0,,True,,,,2,From Throw In,Philipp Wollscheid,40121.0,Left Center Back,117,Stoke City,30,['3a1432cf-bb5b-4770-ac2d-c20d6a63ea27'],41,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:41.662,Pass,
,,,,,,,,,,,,,,,,,,2.275813,,,,,,,,,,,,,2570fd0d-e7b1-4880-8425-9684e1f67589,2055,,"[42.4, 72.3]",3753986,54,,,,0.2326336,,Right Foot,,"[74.9, 80.0]",,High Pass,,33.3997,,,Out,,Xherdan Shaqiri,3533.0,,,,,,2,From Throw In,Ryan Shawcross,4035.0,Right Center Back,117,Stoke City,30,['7eb7304c-dd3f-42f1-956c-43b20ca1bdbb'],46,,,,,,,,,,,,,,,,,,Stoke City,30,00:09:46.136,Pass,
,,,,,,,,,,,,,,,,,,2.752327,,,,,,,,,,,,,517de049-850d-46ec-923c-6006ca0e3e85,2057,,"[41.8, 0.1]",3753986,55,,,,0.12877974,,,,"[55.7, 1.9]",,High Pass,,14.016062,,,Incomplete,,Joe Allen,10931.0,,,,,Throw-in,2,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,118,Liverpool,24,"['4306fe00-1122-4034-b834-2a558884e816', '91ef9aad-fa58-4c72-a85f-cd253ca56fcc']",2,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:02.987,Pass,
,,,,,,,,,,,,,,,,,,1.040019,,,,,,,,,,,,,4306fe00-1122-4034-b834-2a558884e816,2059,,"[64.4, 78.2]",3753986,55,,,,3.0041666,,Right Foot,,"[55.0, 79.5]",,Ground Pass,,9.489468,,,,,Phil Bardsley,3643.0,,,,,Recovery,2,Regular Play,Geoff Cameron,3480.0,Right Defensive Midfield,119,Stoke City,30,"['4851d6fb-12ed-44e5-9e1b-e749f396d203', '517de049-850d-46ec-923c-6006ca0e3e85']",5,,,,,,,,,,,,,,,,,,Stoke City,30,00:10:05.739,Pass,
,,,,,,,,,,,,,,,,,,3.181271,,,,,,,,,,,,,79466f1c-f4cf-41fb-9ccf-ebed9a05646a,2062,,"[55.0, 79.5]",3753986,55,,,,-0.37824565,,Right Foot,,"[100.8, 61.3]",,High Pass,,49.28367,,,Incomplete,,Peter Crouch,4040.0,,,,,,2,Regular Play,Phil Bardsley,3643.0,Right Back,119,Stoke City,30,"['1e8e52ce-9b62-4aa7-b073-107a7502eb51', '8b118922-3f81-4d95-8168-e80c0178c2c3']",6,,,,,,,,,,,,,,,,,,Stoke City,30,00:10:06.837,Pass,
,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,824ba754-1e2a-42d7-b9ff-a115466f2d9d,2068,,"[61.6, 46.8]",3753986,55,,,True,-0.9675665,,,,"[67.8, 37.8]",,Low Pass,,10.928861,,,,,Ibrahim Afellay,4891.0,,,,,Recovery,2,Regular Play,Geoff Cameron,3480.0,Right Defensive Midfield,119,Stoke City,30,"['32b17174-586c-42cc-b35e-89f62b287f6c', '7718edd5-4322-49ca-a762-ea23428828e6']",15,,,,,,,,,,,,,,,,,,Stoke City,30,00:10:15.410,Pass,True
,,,,,,,,,,,,,,,,,,1.321847,,,,,,,,,,,,,197fc908-3c77-4586-bf5c-9c6edb61ecd0,2070,,"[71.3, 39.1]",3753986,55,,,,-2.5397341,,Right Foot,,"[61.4, 32.3]",,Ground Pass,,12.010412,,,,,Erik Pieters,3467.0,,,,,,2,Regular Play,Ibrahim Afellay,4891.0,Left Wing,119,Stoke City,30,['50530901-5d41-4643-bac0-823dd7023854'],16,,,,,,,,,,,,,,,,,,Stoke City,30,00:10:16.603,Pass,
,,,,,,,,,,,,,,,,,,0.784894,,,,,,,,,,,,,434e2ea7-459c-42b6-a9cf-d762543c1647,2073,,"[67.6, 24.1]",3753986,55,,,,0.22471116,,Left Foot,,"[78.1, 26.5]",,Ground Pass,,10.770794,,,,,Bojan Krkíc Pérez,4913.0,,,,,,2,Regular Play,Erik Pieters,3467.0,Left Back,119,Stoke City,30,['eec6e2bf-cca2-44bd-bb7f-01f739d34ed8'],20,,,,,,,,,,,,,,,,,,Stoke City,30,00:10:20.323,Pass,
,,,,,,,,,,,,,,,,,,1.615396,,,,,,,,,,,,,78319336-5305-4cd5-8fdd-39251e290a7f,2077,,"[72.6, 39.7]",3753986,55,,,,1.308227,,Right Foot,,"[79.4, 65.0]",,Ground Pass,,26.1979,,,,,Phil Bardsley,3643.0,,,,,,2,Regular Play,Bojan Krkíc Pérez,4913.0,Center Attacking Midfield,119,Stoke City,30,['c267987b-eaf0-4681-9b32-d312cee15775'],24,,,,,,,,,,,,,,,,,,Stoke City,30,00:10:24.380,Pass,
,,,,,,,,,,,,,,,,,,1.440166,,,,,,,,,,,,,f965286d-c158-4954-9176-ac61de2265c1,2079,,"[79.6, 66.9]",3753986,55,,,,0.4777312,,Right Foot,,"[93.7, 74.2]",,Ground Pass,,15.877657,,,,,Xherdan Shaqiri,3533.0,,,,,,2,Regular Play,Phil Bardsley,3643.0,Right Back,119,Stoke City,30,['22ef8f2a-0baa-468a-9167-19d71656b69c'],25,,,,,,,,,,,,,,,,,,Stoke City,30,00:10:25.996,Pass,
,,,,,,,,,,,,,,,,,,1.064522,,,,,,,,,,,,,4541ee0b-c1c3-4aa6-8320-70fcbd339ae1,2082,,"[104.6, 74.4]",3753986,55,,,,-1.456356,,Right Foot,True,"[107.6, 48.3]",,High Pass,,26.271849,,,Incomplete,,Peter Crouch,4040.0,,,,,,2,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,119,Stoke City,30,"['7920517c-bdc9-44eb-94e2-89ec9d6b7ae8', 'd0204c43-23bd-4e46-9d02-1e656de6f862']",28,,,,,,,,,,,,,,,,,,Stoke City,30,00:10:28.841,Pass,
,,,,,,,,,,,,,,,,,,1.802839,,,,,,,,,,,,,31d17bae-8744-454d-889b-fa2f166e45d7,2086,,"[11.8, 23.9]",3753986,55,,,,-0.24497867,,Left Foot,,"[39.4, 17.0]",,Low Pass,,28.449429,,,,,Divock Okoth Origi,4747.0,,,,,,2,Regular Play,Kevin Linford Stewart,11992.0,Left Defensive Midfield,120,Liverpool,24,['51bb342d-6778-4582-9478-4c6c70f9b9cd'],31,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:31.767,Pass,
,,,,,,,,,,,,,,,,,,0.480358,,,,,,,,,,,,,897407d5-78dd-4ce7-a9c8-1aa5843ff631,2091,,"[91.2, 70.3]",3753986,55,,,,-0.9403949,,Right Foot,,"[99.3, 59.2]",,Low Pass,,13.7411785,,,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,Recovery,2,Regular Play,Geoff Cameron,3480.0,Right Defensive Midfield,120,Liverpool,24,"['1ba8a509-d6eb-4dc5-bfd1-3d99821f56a1', '68806252-5ea8-4c34-baad-5c4b8ca30da2']",36,,,,,,,,,,,,,,,,,,Stoke City,30,00:10:36.184,Pass,
,,,,,,,,,,,,,,,,,,0.903973,,,,,,,,,,,,,d3296b6a-066e-4409-beb3-3be24bf9aaea,2100,,"[94.2, 27.1]",3753986,55,,,,1.3854483,,Right Foot,,"[97.2, 43.1]",,Ground Pass,,16.27882,,,Incomplete,,Daniel Andre Sturridge,3529.0,,,,,,2,Regular Play,Divock Okoth Origi,4747.0,Right Midfield,120,Liverpool,24,"['437aa0c8-aed8-4946-a084-4eb15f73fbe6', 'dc0d2ea7-9dc9-4aa1-a1a9-504d9f9da63a']",47,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:47.418,Pass,
,,,,,,,,,,,,,,,,,,2.982417,,,,,,,,,,,,,53ee6cfb-e494-4379-b8af-df7de65d96a0,2106,,"[21.9, 38.2]",3753986,56,True,,,-0.2668607,,Right Foot,,"[91.4, 19.2]",,High Pass,,72.05033,,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Philipp Wollscheid,40121.0,Left Center Back,121,Stoke City,30,['8ef6eff4-4b78-4c15-82b5-f29face9bb3d'],8,,,,,,,,,,,,,,,,,,Stoke City,30,00:11:08.324,Pass,
,,,,,,,,,,,,,,,,,,1.092911,,,,,,,,,,,,,6200dd31-2ab5-4e86-8cf7-e10011439e81,2108,,"[35.8, 65.4]",3753986,56,,,,0.16804303,,Right Foot,,"[58.2, 69.2]",,Ground Pass,,22.720036,,,,,Daniel Andre Sturridge,3529.0,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,122,Liverpool,24,['72f23fad-b739-4a8c-befc-62e2c891ade5'],11,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:11.531,Pass,
,,,,,,,,,,,,,,,,,,1.853088,,,,,,,,,,,,,99a8ff55-eb99-4ef9-a6a3-74397254f45e,2111,,"[63.2, 61.5]",3753986,56,,,,-0.40536684,,Left Foot,,"[88.6, 50.6]",,Ground Pass,,27.640007,,,Incomplete,,Divock Okoth Origi,4747.0,,,,,,2,Regular Play,Daniel Andre Sturridge,3529.0,Center Forward,122,Liverpool,24,"['578863e9-06b3-4530-9bcb-ef0d2ea37bef', 'e9a288c9-5fc4-4025-b500-ea6bd7f442c0']",14,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:14.000,Pass,
,,,,,,,,,,,,,,,,,,1.260908,,,,,,,,,,,,,1f1cb5ab-bdd9-4857-9e47-c0a6fee0fbc9,2115,,"[29.6, 24.8]",3753986,56,,,,-1.241611,,Right Foot,,"[35.1, 8.7]",,Ground Pass,,17.013523,,,,,Erik Pieters,3467.0,,,,,,2,Regular Play,Ryan Shawcross,4035.0,Right Center Back,122,Liverpool,24,['8e664d33-bd73-40e5-aceb-cd6681f3fccc'],17,,,,,,,,,,,,,,,,,,Stoke City,30,00:11:17.077,Pass,
,,,,,,,,,,,,,,,,,,2.631256,,,,,,,,,,,,,291a24d2-c542-49ac-a0db-b40b3d68c736,2118,,"[49.9, 5.5]",3753986,56,,,,0.47307017,,Left Foot,,"[83.7, 22.8]",,High Pass,,37.97012,,,Incomplete,,Peter Crouch,4040.0,,,,,,2,Regular Play,Erik Pieters,3467.0,Left Back,122,Liverpool,24,"['44647c20-227f-404d-b3cc-1004efb68134', 'fa3e32ef-bc33-4f68-8969-5ea25c166b0e']",23,,,,,,,,,,,,,,,,,,Stoke City,30,00:11:23.443,Pass,
,,,,,,,,,,,,,,,,,,1.477323,,,,,,,,,,,,,29552788-3148-4cfb-875c-29aa180f6545,2122,,"[36.0, 56.0]",3753986,56,,,,-1.4199052,,Right Foot,,"[38.6, 38.9]",,Ground Pass,,17.296532,,,,,Kolo Habib Touré,38412.0,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,122,Liverpool,24,['3aa9769d-5e0a-45c4-a107-abe3dbe572b0'],26,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:26.936,Pass,
,,,,,,,,,,,,,,,,,,1.057092,,,,,,,,,,,,,5db834a2-19fa-4b80-bd3d-f23501bef5a5,2125,,"[49.0, 34.4]",3753986,56,,,,-0.71606505,,Left Foot,,"[56.7, 27.7]",,Ground Pass,,10.206861,,,,,Joe Allen,10931.0,,,,,,2,Regular Play,Kolo Habib Touré,38412.0,Left Center Back,122,Liverpool,24,['afd221ce-94f9-498a-93dd-6e787267af73'],30,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:30.269,Pass,
,,,,,,,,,,,,,,,,,,0.865265,,,,,,,,,,,,,063156e5-545c-409c-b6f3-a980065bd2a7,2128,,"[56.7, 27.7]",3753986,56,,,,-0.12169778,,Right Foot,,"[70.6, 26.0]",,Ground Pass,,14.003571,,,,,Daniel Andre Sturridge,3529.0,,,,,,2,Regular Play,Joe Allen,10931.0,Left Midfield,122,Liverpool,24,['b61ce53d-69a2-4ae2-b245-e824c432ca27'],32,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:32.355,Pass,
,,,,,,,,,,,,,,,,,,1.209268,,,,,,,,,,,,,b67b5bf1-ef7b-42b8-ade1-0dba50c06199,2132,,"[70.4, 26.0]",3753986,56,,,,1.459193,,Left Foot,,"[71.7, 37.6]",,Ground Pass,,11.672618,,,,,Joe Allen,10931.0,,,,,,2,Regular Play,Daniel Andre Sturridge,3529.0,Center Forward,122,Liverpool,24,"['84863e6b-fc64-4d0c-8508-88f6a89719b3', 'b1b6bbb5-fc75-4793-864d-1b106194a187']",34,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:34.167,Pass,True
,,,,,,,,,,,,,,,,,,1.015397,,,,,,,,,,,,,a046154c-f1a9-4c81-8ff1-6ce4bc3e100e,2135,,"[71.7, 37.6]",3753986,56,,,,1.5549246,,Right Foot,,"[71.9, 50.2]",,Ground Pass,,12.601587,,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,2,Regular Play,Joe Allen,10931.0,Left Midfield,122,Liverpool,24,['abae0d5b-f734-4e2b-955e-800f2ec44c6e'],35,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:35.417,Pass,
,,,,,,,,,,,,,,,,,,1.460675,,,,,,,,,,,,,658c6a8b-6ce7-4f69-85c5-87d8d60c474c,2138,,"[71.9, 50.2]",3753986,56,,,,-3.0971775,,Right Foot,,"[62.9, 49.8]",,Ground Pass,,9.008884,,,,,James Philip Milner,3473.0,,,,,,2,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,122,Liverpool,24,['15758e0b-6217-46a9-88cd-acf4256c8dd5'],36,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:36.493,Pass,
,,,,,,,,,,,,,,,,,,2.145031,,,,,,,,,,,,,1c22a9d0-273a-46ec-b3d2-3bb8952562ee,2141,,"[63.2, 49.8]",3753986,56,,,,1.0141282,,Right Foot,,"[77.7, 73.1]",,Ground Pass,,27.443396,,,,,Nathaniel Edwin Clyne,4590.0,,,,,,2,Regular Play,James Philip Milner,3473.0,Right Defensive Midfield,122,Liverpool,24,['eef1d0c0-92f9-4959-83bc-ca6adeff34c0'],38,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:38.611,Pass,
,,,,,,,,,,,,,,,,,,1.197293,,,,,,,,,,,,,3ebf5f39-2c57-482b-9c43-b70f2fffc7c0,2144,,"[87.8, 45.5]",3753986,56,,,,-0.89495766,,Right Foot,,"[96.7, 34.4]",,Ground Pass,,14.227438,,,,,Daniel Andre Sturridge,3529.0,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,122,Liverpool,24,['24d08eaa-1046-4c6c-9595-5c1d3a1188d1'],44,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:44.162,Pass,
,,,,,,,,,,,,,,,,,,1.231296,,,,,,,,,,,,,fa1846f9-57dc-4c62-9d68-24d71767a55e,2148,,"[95.0, 37.6]",3753986,56,,,,-2.1305933,,Left Foot,,"[90.3, 30.1]",,Ground Pass,,8.850988,,,,,Nathaniel Edwin Clyne,4590.0,,,,,,2,Regular Play,Daniel Andre Sturridge,3529.0,Center Forward,122,Liverpool,24,"['1def27c7-3e95-4bd4-b172-c40a0ffd5277', 'd9eae73b-f7da-4565-951f-d39f847b467c']",46,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:46.937,Pass,True
,,,,,,,,,,,,,,,,,,1.092837,,,,,,,,,,,,,9d081030-4f10-4978-943c-311f3469c740,2151,,"[90.3, 30.1]",3753986,56,,,,2.125792,,Right Foot,,"[84.1, 40.1]",,Ground Pass,,11.766053,,,,,Kevin Linford Stewart,11992.0,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,122,Liverpool,24,['4eec4c0b-5484-402a-b539-a0f9b00da172'],48,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:48.317,Pass,
,,,,,,,,,,,,,,,,,,0.477181,,,,,,,,,,,,,a8780b25-a6e1-4429-9e96-eb5cd1f98023,2155,,"[83.1, 39.9]",3753986,56,,,,0.15824032,,Right Foot,,"[92.5, 41.4]",,Ground Pass,,9.518929,,,,,James Philip Milner,3473.0,,,,,,2,Regular Play,Kevin Linford Stewart,11992.0,Left Defensive Midfield,122,Liverpool,24,"['a6a6de92-47f3-40e7-8662-bca951cfd0d4', 'aaefec46-1612-44d9-8a87-c3906ebfc5c7']",49,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:49.497,Pass,True
,,,,,,,,,,,,,,,,,,0.584363,,,,,,,,,,,,,05053633-09ce-41fd-b05a-460b76cf6984,2158,,"[93.7, 40.1]",3753986,56,,,,0.8728935,,Right Foot,,"[98.9, 46.3]",,Ground Pass,,8.091971,,,,,Daniel Andre Sturridge,3529.0,,,,,,2,Regular Play,James Philip Milner,3473.0,Right Defensive Midfield,122,Liverpool,24,['e7032776-280a-4e3a-9a51-860accd7ac2e'],50,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:50.678,Pass,
,,,,,,,,,,,,,,,,,,0.927827,,,,,,,,,,,,,7f397738-b3df-4182-8cab-63f20f4c4a73,2161,,"[98.9, 47.4]",3753986,56,,,,-2.9797552,,Left Foot,,"[94.0, 46.6]",,Ground Pass,,4.9648767,,,,,Nathaniel Edwin Clyne,4590.0,,,,,,2,Regular Play,Daniel Andre Sturridge,3529.0,Center Forward,122,Liverpool,24,['ffc71022-3bae-490c-8905-7e83c14fb69e'],51,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:51.612,Pass,
