50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.969481,,,,,,,,,,,,513a73dd-44d6-43de-992a-e97f454cf0dc,859,,"[73.4, 13.5]",3754143,21,,,,2.2958188,,Right Foot,,,"[46.2, 44.2]",,High Pass,,41.016216,,,,,Martin Škrtel,18872.0,,,,,,,1,From Throw In,Christian Benteke Liolo,3380.0,Center Forward,52,Liverpool,24,"['6fea34a5-3964-4c89-8e5c-53e0b5bd39d7', 'f64e3908-a0b0-44f1-b93c-464d20fbac1c']",44,,,,,,,,,,,,,,,,Liverpool,24,00:21:44.251,Pass,True
,,,,,,,,,,,,,,,,,1.798352,,,,,,,,,,,,e4c6a1b6-0b04-4991-a598-aa2f5cc46755,862,,"[47.6, 48.3]",3754143,21,,,,1.4582793,,Left Foot,,,"[49.6, 66.0]",,Ground Pass,,17.812635,,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,From Throw In,Martin Škrtel,18872.0,Right Center Back,52,Liverpool,24,['6fad64b1-61d7-4e66-8b54-c8cfaa29b588'],48,,,,,,,,,,,,,,,,Liverpool,24,00:21:48.130,Pass,
,,,,,,,,,,,,,,,,,1.386386,,,,,,,,,,,,78f8cb47-2079-490b-8de6-f56e4df12b9e,865,,"[50.3, 65.8]",3754143,21,,,,0.5565993,,Right Foot,,,"[68.3, 77.0]",,Ground Pass,,21.2,,,,,Jordon Ibe,3635.0,,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,52,Liverpool,24,['2960f584-65b5-473a-9ac4-e9b3b060a95e'],50,,,,,,,,,,,,,,,,Liverpool,24,00:21:50.088,Pass,
,,,,,,,,,,,,,,,,,1.413699,,,,,,,,,,,,577d570e-8064-4449-b875-08e0c44c3031,868,,"[73.2, 66.5]",3754143,21,,,,0.95054686,,Left Foot,,,"[80.2, 76.3]",,Ground Pass,,12.043256,,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,From Throw In,Jordon Ibe,3635.0,Right Wing,52,Liverpool,24,['7ec22fcc-a800-44e5-8d50-cae001f1f321'],57,,,,,,,,,,,,,,,,Liverpool,24,00:21:57.496,Pass,
,,,,,,,,,,,,,,,,,0.962842,,,,,,,,,,,,b9de4f8d-a809-4f00-bc79-2f72b365fccd,871,,"[80.2, 76.3]",3754143,22,,,,-2.3458855,,Right Foot,,,"[75.4, 71.4]",,Ground Pass,,6.8593,,,,,Jordon Ibe,3635.0,,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,52,Liverpool,24,['0d51f4c0-25c0-426e-9820-846932a46268'],0,,,,,,,,,,,,,,,,Liverpool,24,00:22:00.875,Pass,
,,,,,,,,,,,,,,,,,2.926884,,,,,,,,,,,,ba5c1198-a27e-404f-8c57-ac68d9a45112,874,,"[86.3, 54.1]",3754143,22,,,,0.014835707,,Right Foot,,,"[120.0, 54.6]",,Low Pass,,33.70371,,,Out,,James Philip Milner,3473.0,,,,Through Ball,True,,1,From Throw In,Jordon Ibe,3635.0,Right Wing,52,Liverpool,24,['87d6ddbb-2444-41d3-925c-1e034600e97c'],5,,,,,,,,,,,,,,,,Liverpool,24,00:22:05.090,Pass,
,,,,,,,,,,,,,,,,,3.779456,,,,,,,,,,,,731a2295-75e7-44ec-81b3-6a73c07e6279,876,,"[6.0, 44.0]",3754143,22,,,,0.09966865,,Left Foot,,,"[81.0, 51.5]",,High Pass,,75.37407,,,Incomplete,,Papiss Demba Cissé,30289.0,,,,,,Goal Kick,1,From Goal Kick,Rob Elliot,3096.0,Goalkeeper,53,Newcastle United,37,"['856409cd-e04c-4f8c-b97e-d78d4d90d32f', 'ee54511e-374a-4e94-b435-84ac7360dcc2']",38,,,,,,,,,,,,,,,,Newcastle United,37,00:22:38.354,Pass,
,,,,,,,,,,,,,,,,,1.847588,,,,,,,,,,,,ee54511e-374a-4e94-b435-84ac7360dcc2,878,,"[39.1, 28.6]",3754143,22,,,,0.080095835,,Head,,,"[69.0, 31.0]",,High Pass,,29.996166,,,Incomplete,,Christian Benteke Liolo,3380.0,,,,,,Recovery,1,From Goal Kick,Lucas Pezzini Leiva,7780.0,Right Defensive Midfield,53,Newcastle United,37,"['731a2295-75e7-44ec-81b3-6a73c07e6279', 'bdf5fec5-6aa8-4826-94a4-d175cba89e2e', 'de695c10-2169-4178-98e7-b70299c9f9b2']",42,,,,,,,,,,,,,,,,Liverpool,24,00:22:42.134,Pass,
,,,,,,,,,,,,,,,,,0.814095,,,,,,,,,,,,bdf5fec5-6aa8-4826-94a4-d175cba89e2e,881,,"[51.1, 49.1]",3754143,22,,,True,0.124354996,,,,,"[64.7, 50.8]",,High Pass,,13.705838,,,,,Georginio Wijnaldum,3567.0,,,,,,Recovery,1,From Goal Kick,Fabricio Coloccini,26207.0,Left Center Back,53,Newcastle United,37,"['42f0e815-949d-4446-a84c-00e39c6804c5', 'c71bac39-d736-4af1-9aba-30d38c7da2a2', 'ee54511e-374a-4e94-b435-84ac7360dcc2']",43,,,,,,,,,,,,,,,,Newcastle United,37,00:22:43.982,Pass,True
,,,,,,,,,,,,,,,,,1.359999,,,,,,,,,,,,66123476-a215-4c5e-b324-7d472a45ba58,884,,"[55.9, 50.3]",3754143,22,,,,3.1301646,,Right Foot,,,"[38.4, 50.5]",,Ground Pass,,17.501143,,,,,Chancel Mbemba Mangulu,3044.0,,,,,,,1,From Goal Kick,Georginio Wijnaldum,3567.0,Left Midfield,53,Newcastle United,37,['6b785ba4-9f08-4552-9e23-5a66da588c3f'],46,,,,,,,,,,,,,,,,Newcastle United,37,00:22:46.153,Pass,
,,,,,,,,,,,,,,,,,2.630367,,,,,,,,,,,,51c31a11-f4ef-4565-9a97-b61514b86682,886,,"[38.7, 50.5]",3754143,22,,,,-0.39479113,,Right Foot,,,"[83.1, 32.0]",,High Pass,,48.1,,,Incomplete,,,,,,,,,,1,From Goal Kick,Chancel Mbemba Mangulu,3044.0,Right Center Back,53,Newcastle United,37,['f41ac822-77a2-4898-861f-6ad523a68920'],47,,,,,,,,,,,,,,,,Newcastle United,37,00:22:47.513,Pass,
,,,,,,,,,,,,,,,,,3.297368,,,,,,,,,,,,f41ac822-77a2-4898-861f-6ad523a68920,887,,"[37.0, 48.1]",3754143,22,,,,1.386112,,Other,,,"[40.4, 66.3]",,Low Pass,,18.514858,,,,,Nathaniel Edwin Clyne,4590.0,,,,,,Recovery,1,Regular Play,Martin Škrtel,18872.0,Right Center Back,54,Liverpool,24,"['276c5017-a4e6-46a4-bc49-26b44be31f87', '51c31a11-f4ef-4565-9a97-b61514b86682']",50,,,,,,,,,,,,,,,,Liverpool,24,00:22:50.143,Pass,
,,,,,,,,,,,,,,,,,1.144285,,,,,,,,,,,,7406029c-8cde-4f9a-9983-28712d60df75,890,,"[43.3, 68.2]",3754143,22,,,,-2.162314,,Right Foot,,,"[34.5, 55.1]",,Ground Pass,,15.781318,,,,,Martin Škrtel,18872.0,,,,,,,1,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,54,Liverpool,24,['f8eb0605-bfb9-4232-b881-3e3a0f150250'],54,,,,,,,,,,,,,,,,Liverpool,24,00:22:54.146,Pass,
,,,,,,,,,,,,,,,,,1.657254,,,,,,,,,,,,73b3dd91-d3e6-4c52-b2db-b2501b0ab871,893,,"[34.5, 55.1]",3754143,22,,,,-1.5234385,,Right Foot,,,"[35.5, 34.0]",,Ground Pass,,21.123684,,,,,Dejan Lovren,3471.0,,,,,,,1,Regular Play,Martin Škrtel,18872.0,Right Center Back,54,Liverpool,24,['dfa0ef32-a598-4f40-9e52-b8b68fbf3b79'],56,,,,,,,,,,,,,,,,Liverpool,24,00:22:56.302,Pass,
,,,,,,,,,,,,,,,,,2.317683,,,,,,,,,,,,bec9b3a4-0efb-4006-8bf9-d179899b31fb,896,,"[41.3, 25.7]",3754143,22,,,,0.08673834,,Left Foot,,,"[82.7, 29.3]",,High Pass,,41.55623,,,,,Christian Benteke Liolo,3380.0,,,,,,,1,Regular Play,Dejan Lovren,3471.0,Left Center Back,54,Liverpool,24,['fed2df90-251d-4496-a797-7c62d2a75ce8'],59,,,,,,,,,,,,,,,,Liverpool,24,00:22:59.972,Pass,
,,,,,,,,,,,,,,,,,0.95577,,,,,,,,,,,,dde3d46a-ca0d-4b81-a4a2-7b10614d07db,898,,"[82.7, 29.3]",3754143,23,,,True,1.3545351,,,,,"[85.6, 42.5]",,High Pass,,13.514807,,,Incomplete,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,,1,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,54,Liverpool,24,"['1a45ff71-7da8-427d-a566-3669b500a7dc', '5ecf3346-4222-4246-bb0c-8d46d1d862e4', 'd0b19042-96a9-4461-89db-5f2fa4d1a5e5']",2,,,,,,,,,,,,,,,,Liverpool,24,00:23:02.289,Pass,True
,,,,,,,,,,,,,,,,,1.931108,,,,,,,,,,,,1a45ff71-7da8-427d-a566-3669b500a7dc,901,,"[34.5, 37.6]",3754143,23,,,,2.7343369,,Other,,,"[24.3, 42.0]",,Low Pass,,11.108555,,,,,Fabricio Coloccini,26207.0,,,,,,Recovery,1,Regular Play,Jack Colback,9649.0,Left Defensive Midfield,55,Newcastle United,37,"['90206c50-0bdb-4138-815e-e10c20328c3c', 'dde3d46a-ca0d-4b81-a4a2-7b10614d07db']",3,,,,,,,,,,,,,,,,Newcastle United,37,00:23:03.245,Pass,
,,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,7e7c5044-cfc7-4973-9e9f-daf291213316,903,,"[24.3, 42.0]",3754143,23,,,,-2.8920057,,Left Foot,,,"[9.0, 38.1]",,Ground Pass,,15.789237,,,,,Rob Elliot,3096.0,,,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,55,Newcastle United,37,['673b42a2-5a67-4099-a350-895b8328ec84'],5,,,,,,,,,,,,,,,,Newcastle United,37,00:23:05.176,Pass,
,,,,,,,,,,,,,,,,,4.005526,,,,,,,,,,,,b4fc2a86-4fa2-4ea7-bd82-fc2dd4470bb7,905,,"[9.0, 38.1]",3754143,23,,,,0.13901521,,Left Foot,,,"[81.9, 48.3]",,High Pass,,73.61012,,,Incomplete,,Papiss Demba Cissé,30289.0,,,,,,,1,Regular Play,Rob Elliot,3096.0,Goalkeeper,55,Newcastle United,37,"['18a6e18b-e97a-4893-aa6c-62058fe609b2', 'af151560-d284-4777-9ae5-5ecc4fd2f945']",7,,,,,,,,,,,,,,,,Newcastle United,37,00:23:07.096,Pass,
,,,,,,,,,,,,,,,,,4.192993,,,,,,,,,,,,726b3cff-c672-4d4f-9de8-2116a6983ba1,915,,"[11.4, 32.7]",3754143,23,True,,,0.05442092,,Drop Kick,,,"[88.5, 36.9]",,High Pass,,77.21431,,,Incomplete,,Christian Benteke Liolo,3380.0,,,,,,,1,Regular Play,Simon Mignolet,3539.0,Goalkeeper,56,Liverpool,24,"['44a657b0-5f81-44a4-88bc-4aef197a79f7', 'd99fb0e1-70ab-495f-8659-71b9d40977fd']",31,,,,,,,,,,,,,,,,Liverpool,24,00:23:31.955,Pass,
,,,,,,,,,,,,,,,,,0.459791,,,,,,,,,,,,edc70b9b-e38d-4a9b-94aa-b20596c194d7,922,,"[90.4, 31.3]",3754143,23,,,,1.9960014,,Right Foot,,,"[88.0, 36.6]",,Ground Pass,,5.818075,,,,,James Philip Milner,3473.0,,,,,,,1,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,56,Liverpool,24,"['12ed4469-3b4d-4ec5-93e2-07908f09a54d', '2f32768c-9597-4c18-a953-2aac5b4067c3']",38,,,,,,,,,,,,,,,,Liverpool,24,00:23:38.264,Pass,True
,,,,,,,,,,,,,,,,,5.922534,,,,,,,,,,,,5388d385-307f-4f32-9f39-2330905ca81b,927,,"[42.8, 46.6]",3754143,23,,,,0.13921167,,Right Foot,,,"[110.6, 56.1]",,High Pass,,68.462326,,,Incomplete,,Papiss Demba Cissé,30289.0,,,,,,,1,Regular Play,Daryl Janmaat,3650.0,Right Back,56,Liverpool,24,"['400bfb4e-3ce3-481c-bf1a-eafde30384ec', 'acb84672-6a74-4d1b-95c5-d3d5532e6ef1']",43,,,,,,,,,,,,,,,,Newcastle United,37,00:23:43.769,Pass,
,,,,,,,,,,,,,,,,,2.438577,,,,,,,,,,,,2cd6a401-bd95-4357-917c-71e42e7a3b7c,931,,"[14.8, 33.0]",3754143,23,True,,,1.1872011,,Keeper Arm,,,"[23.8, 55.3]",,Low Pass,,24.04766,,,,,Martin Škrtel,18872.0,,,,,,,1,Regular Play,Simon Mignolet,3539.0,Goalkeeper,56,Liverpool,24,['1ef76fc2-513d-48f4-bc3e-d3ed2ef5b07f'],51,,,,,,,,,,,,,,,,Liverpool,24,00:23:51.106,Pass,
,,,,,,,,,,,,,,,,,0.982455,,,,,,,,,,,,dc39bb7a-4286-4c23-b688-639085ced21d,933,,"[23.8, 53.6]",3754143,23,,,,-1.049362,,Left Foot,,,"[29.2, 44.2]",,Ground Pass,,10.840664,,,,,Lucas Pezzini Leiva,7780.0,,,,,,,1,Regular Play,Martin Škrtel,18872.0,Right Center Back,56,Liverpool,24,['9ee8a354-07f4-4eca-ab96-42a437e486da'],54,,,,,,,,,,,,,,,,Liverpool,24,00:23:54.145,Pass,
,,,,,,,,,,,,,,,,,1.306019,,,,,,,,,,,,1c8c5d34-9ef9-46c9-b1ff-04905a2ba699,936,,"[38.9, 43.9]",3754143,23,,,,-1.2100585,,Right Foot,,,"[45.2, 27.2]",,Ground Pass,,17.84881,,,,,Joe Allen,10931.0,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Right Defensive Midfield,56,Liverpool,24,['a4ef2c4a-f79a-497a-8dc3-9d6a846593f5'],56,,,,,,,,,,,,,,,,Liverpool,24,00:23:56.668,Pass,
,,,,,,,,,,,,,,,,,1.275086,,,,,,,,,,,,f30db5a1-fcc0-4a50-a6d5-5272284a6eda,940,,"[41.6, 16.9]",3754143,24,,,,-0.13466391,,Left Foot,,,"[57.1, 14.8]",,Ground Pass,,15.641611,,,,,James Philip Milner,3473.0,,,,,,,1,Regular Play,Joe Allen,10931.0,Left Defensive Midfield,56,Liverpool,24,"['08ddafb0-a3e1-4f9e-87b9-78896d95a950', '77073324-4c0d-4885-9c67-50c5a50c01b7']",0,,,,,,,,,,,,,,,,Liverpool,24,00:24:00.113,Pass,True
,,,,,,,,,,,,,,,,,1.634286,,,,,,,,,,,,33849797-24bb-4cc0-aa53-010378b95a87,947,,"[54.2, 66.6]",3754143,24,,,,-0.3860261,,Right Foot,,,"[72.9, 59.0]",,Ground Pass,,20.18539,,,,,Daryl Janmaat,3650.0,,,,,,,1,Regular Play,Vurnon Anita,16072.0,Right Defensive Midfield,57,Newcastle United,37,['df30bdb2-81db-438c-acb3-80a1c1f0ab42'],4,,,,,,,,,,,,,,,,Newcastle United,37,00:24:04.399,Pass,
,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,8c567ad2-7bdb-43e8-a800-e190daecb975,956,,"[58.1, 46.1]",3754143,24,,,,1.8740908,,Right Foot,,,"[49.4, 73.9]",,Ground Pass,,29.129538,,,,,Vurnon Anita,16072.0,,,,,,,1,Regular Play,Daryl Janmaat,3650.0,Right Back,57,Newcastle United,37,"['5e31b3f0-339c-4f4e-a23a-046016802df5', 'f2d32be8-3ada-47df-9e61-3072d66ab6b5']",9,,,,,,,,,,,,,,,,Newcastle United,37,00:24:09.833,Pass,True
,,,,,,,,,,,,,,,,,2.145503,,,,,,,,,,,,3ff732ff-caee-43a3-96e7-1262f39b3bdd,960,,"[51.3, 75.6]",3754143,24,,,,-0.34451368,,Right Foot,,,"[85.3, 63.4]",,High Pass,,36.12257,,,Incomplete,,,,,,,,,,1,Regular Play,Vurnon Anita,16072.0,Right Defensive Midfield,57,Newcastle United,37,"['230ff286-42e2-4ef7-b98f-f47e9852fcfe', 'f7c6dafb-4431-48dc-a322-df1c545b2f88']",13,,,,,,,,,,,,,,,,Newcastle United,37,00:24:13.953,Pass,True
,,,,,,,,,,,,,,,,,1.40899,,,,,,,,,,,,524f07ee-3051-467c-9a25-83e81a8976e4,964,,"[34.5, 14.3]",3754143,24,,,,-1.2420853,,Left Foot,,,"[38.9, 1.4]",,High Pass,,13.629746,,,Out,,,,,,,,,,1,Regular Play,Dejan Lovren,3471.0,Left Center Back,57,Newcastle United,37,['6b7680ab-2d4a-4512-808d-bc1dbcc71da3'],16,,,,,,,,,,,,,,,,Liverpool,24,00:24:16.988,Pass,True
,,,,,,,,,,,,,,,,,1.099912,,,,,,,,,,,,98e6fa93-24bb-42fc-af66-a73cf8e2656b,965,,"[84.6, 80.0]",3754143,24,,,,-1.5579765,,,,,"[84.8, 64.4]",,Low Pass,,15.601282,,,,,Georginio Wijnaldum,3567.0,,,,,,Throw-in,1,From Throw In,Daryl Janmaat,3650.0,Right Back,58,Newcastle United,37,['80542b15-971e-4b20-bd80-55457a261313'],31,,,,,,,,,,,,,,,,Newcastle United,37,00:24:31.932,Pass,
,,,,,,,,,,,,,,,,,1.650704,,,,,,,,,,,,d59555d2-82a8-42c9-a0be-455ffe398eca,968,,"[84.8, 64.4]",3754143,24,,,,1.2593547,,Right Foot,,,"[89.5, 79.0]",,High Pass,,15.337862,,,Out,,,,,,,,,,1,From Throw In,Georginio Wijnaldum,3567.0,Left Midfield,58,Newcastle United,37,,33,,,,,,,,,,,,,,,,Newcastle United,37,00:24:33.051,Pass,
,,,,,,,,,,,,,,,,,4.48064,,,,,,,,,,,,01bf25fa-cf9a-4978-9472-bad515aacc33,969,,"[30.4, 0.1]",3754143,24,True,,,0.46201363,,,,,"[54.9, 12.3]",,High Pass,,27.369509,,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,59,Liverpool,24,['4c37da3e-7899-4977-86d1-da52cd1276de'],49,,,,,,,,,,,,,,,,Liverpool,24,00:24:49.879,Pass,
,,,,,,,,,,,,,,,,,3.017515,,,,,,,,,,,,4c37da3e-7899-4977-86d1-da52cd1276de,970,,"[65.2, 67.8]",3754143,24,,,,2.6649165,,Right Foot,,,"[53.0, 74.1]",,High Pass,,13.730622,,,Incomplete,,Papiss Demba Cissé,30289.0,,,,,,Recovery,1,From Throw In,Chancel Mbemba Mangulu,3044.0,Right Center Back,59,Liverpool,24,"['01bf25fa-cf9a-4978-9472-bad515aacc33', '6d3c347c-5a41-4b45-a5b6-e29e3e9b89ba', 'cdd98cc9-aa44-4af2-a236-de06d2ca3f6e']",54,,,,,,,,,,,,,,,,Newcastle United,37,00:24:54.359,Pass,
,,,,,,,,,,,,,,,,,1.20473,,,,,,,,,,,,6d3c347c-5a41-4b45-a5b6-e29e3e9b89ba,972,,"[67.1, 6.0]",3754143,24,,,,2.5410516,,Head,,,"[30.6, 31.0]",,High Pass,,44.240818,,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Dejan Lovren,3471.0,Left Center Back,59,Liverpool,24,"['4c37da3e-7899-4977-86d1-da52cd1276de', 'ccd76f80-7e34-4b6b-8ef8-a7f795fa971d']",57,,,,,,,,,,,,,,,,Liverpool,24,00:24:57.377,Pass,
,,,,,,,,,,,,,,,,,1.299036,,,,,,,,,,,,6f529fc5-d838-4530-9045-526673b7cd1d,976,,"[78.0, 60.2]",3754143,25,,,,0.26899427,,Right Foot,,,"[96.5, 65.3]",,Ground Pass,,19.190102,,,Incomplete,,,,,,,,,,1,From Throw In,Georginio Wijnaldum,3567.0,Left Midfield,59,Liverpool,24,"['7ea072a2-2f4c-40f4-9b69-32848367f20b', 'b6346573-78ca-4391-81e5-54af247bd5af']",0,,,,,,,,,,,,,,,,Newcastle United,37,00:25:00.276,Pass,True
,,,,,,,,,,,,,,,,,1.180495,,,,,,,,,,,,7ea072a2-2f4c-40f4-9b69-32848367f20b,977,,"[23.6, 14.8]",3754143,25,,,,-0.4854888,,Left Foot,,,"[39.9, 6.2]",,Ground Pass,,18.429596,,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,Recovery,1,From Throw In,Dejan Lovren,3471.0,Left Center Back,59,Liverpool,24,"['08502709-5c74-49fa-8444-0912bc94a4bf', '6f529fc5-d838-4530-9045-526673b7cd1d']",1,,,,,,,,,,,,,,,,Liverpool,24,00:25:01.575,Pass,
,,,,,,,,,,,,,,,,,0.669457,,,,,,,,,,,,d5f376e6-df70-41d4-9ee1-9e8a0381fd4d,981,,"[40.8, 4.8]",3754143,25,,,,-2.9441972,,Right Foot,,,"[33.3, 3.3]",,Ground Pass,,7.648529,,,,,James Philip Milner,3473.0,,,,,,,1,From Throw In,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,59,Liverpool,24,"['a7d8a7f6-2483-4cd0-a8bf-e6c3cbc33afa', 'b5b0ca19-cc41-462f-8ac6-5c4d429d1029']",3,,,,,,,,,,,,,,,,Liverpool,24,00:25:03.144,Pass,True
,,,,,,,,,,,,,,,,,0.131737,,,,,,,,,,,,94e62ed2-3492-4d3a-a0af-833bc2b481fb,984,,"[34.0, 4.3]",3754143,25,,,,0.4636476,,Right Foot,,,"[37.4, 6.0]",,Low Pass,,3.8013155,,,Incomplete,,,,,,,,,,1,From Throw In,James Philip Milner,3473.0,Left Wing,59,Liverpool,24,"['4deb3542-c34b-4cc8-be2e-5840c5a6360f', '642fe648-3b5e-4f3e-b29e-b326ccbf8194', 'a7d8a7f6-2483-4cd0-a8bf-e6c3cbc33afa']",3,,,,,,,,,,,,,,,,Liverpool,24,00:25:03.814,Pass,True
,,,,,,,,,,,,,,,,,2.584343,,,,,,,,,,,,e4f2cb46-110e-406a-872b-81492ae67fc2,986,,"[71.7, 54.2]",3754143,25,,,,-0.94897205,,Head,,,"[84.6, 36.2]",,High Pass,,22.145203,,,Incomplete,,Siem Stefan de Jong,8061.0,,,,,,Recovery,1,From Throw In,Vurnon Anita,16072.0,Right Defensive Midfield,59,Liverpool,24,"['621d0a2c-0591-4a8e-a6c1-4e9dc7a88eed', '94387e09-a018-4364-871d-8cef36714daa']",5,,,,,,,,,,,,,,,,Newcastle United,37,00:25:05.764,Pass,
,,,,,,,,,,,,,,,,,1.581189,,,,,,,,,,,,94387e09-a018-4364-871d-8cef36714daa,990,,"[35.5, 43.9]",3754143,25,,,True,2.0009637,,,,,"[31.6, 52.4]",,Low Pass,,9.352005,,,,,Nathaniel Edwin Clyne,4590.0,,,,,,Recovery,1,From Throw In,Joe Allen,10931.0,Left Defensive Midfield,59,Liverpool,24,"['49c59985-c024-4793-9932-1ee1053fbf90', '6d3f1ece-71d2-4227-a6a3-6d557828a8a6', '774810c1-5d21-47c0-b94f-9ba00cca53bc', 'e4f2cb46-110e-406a-872b-81492ae67fc2']",8,,,,,,,,,,,,,,,,Liverpool,24,00:25:08.348,Pass,True
,,,,,,,,,,,,,,,,,2.525154,,,,,,,,,,,,cc93f294-e80f-4b28-acea-27e4dada62a2,993,,"[31.4, 52.9]",3754143,25,,,,-0.6313489,,Right Foot,,,"[68.6, 25.7]",,High Pass,,46.083405,,,,,Christian Benteke Liolo,3380.0,,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,59,Liverpool,24,"['a4de579a-64e2-412d-8fd2-161d5860e076', 'fa9a6287-9601-4bcd-a6d5-afedccdd3ec6']",9,,,,,,,,,,,,,,,,Liverpool,24,00:25:09.929,Pass,True
,,,,,,,,,,,,,,,,,2.668963,,,,,,,,,,,,114ac937-f116-4321-88da-9547fb8c7530,995,,"[69.3, 24.5]",3754143,25,,,,-1.8143485,,Head,,,"[65.2, 8.0]",,High Pass,,17.001764,,,,,James Philip Milner,3473.0,,,,,,,1,From Throw In,Christian Benteke Liolo,3380.0,Center Forward,59,Liverpool,24,['9fd08468-90fd-48cf-8a92-2b987fe4ec86'],12,,,,,,,,,,,,,,,,Liverpool,24,00:25:12.454,Pass,
,,,,,,,,,,,,,,,,,0.83117,,,,,,,,,,,,0b7cb876-b45b-4145-b1c7-fc0c26ffb01c,999,,"[66.9, 4.5]",3754143,25,,,,0.87605804,,Right Foot,,,"[72.4, 11.1]",,Ground Pass,,8.591274,,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,,1,From Throw In,James Philip Milner,3473.0,Left Wing,59,Liverpool,24,"['1839d6ce-e81c-4fc5-ba26-19e17227969b', '935e3f9e-5bec-4fb8-b88f-6c0aa42c2a72']",16,,,,,,,,,,,,,,,,Liverpool,24,00:25:16.324,Pass,True
,,,,,,,,,,,,,,,,,1.550751,,,,,,,,,,,,c5c57982-a0f4-4a01-9e30-e831269c4a2e,1003,,"[68.3, 7.0]",3754143,25,,,,3.1415927,,Right Foot,,,"[51.5, 7.0]",,Ground Pass,,16.8,,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,From Throw In,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,59,Liverpool,24,"['ec884f39-7ced-47a9-8cdc-2ecc99ff1f39', 'f901922b-b5d0-4f62-9398-fb48bd51f840']",18,,,,,,,,,,,,,,,,Liverpool,24,00:25:18.550,Pass,True
,,,,,,,,,,,,,,,,,0.962541,,,,,,,,,,,,14a6bfa6-28a5-4d93-9b13-e14f6ec06a71,1006,,"[51.5, 7.0]",3754143,25,,,,-0.18534794,,Left Foot,,,"[65.9, 4.3]",,Ground Pass,,14.650939,,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,59,Liverpool,24,['31046f43-2476-4260-8c2e-c3e870d52678'],22,,,,,,,,,,,,,,,,Liverpool,24,00:25:22.060,Pass,
,,,,,,,,,,,,,,,,,1.09555,,,,,,,,,,,,03165ad0-cfd6-4e18-b254-b1b758e9d4a8,1010,,"[65.2, 5.0]",3754143,25,,,,2.065735,,Right Foot,,,"[52.3, 28.9]",,Ground Pass,,27.15916,,,,,Lucas Pezzini Leiva,7780.0,,,,,,,1,From Throw In,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,59,Liverpool,24,"['849646fc-0155-4c77-83a5-36a9cc57da14', 'c39f2fd2-cb45-4b09-91e4-801b114720b3']",24,,,,,,,,,,,,,,,,Liverpool,24,00:25:24.232,Pass,True
