50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5eee3ffd-f0c0-4532-868b-4a66cbf20cb8,1,,,,18245,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,eaa65a92-02d3-4375-b2b7-7c2f679a620c,2,,,,18245,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3664, 'name': 'Trent Alexander-Arnold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 66}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3655, 'name': 'Andrew Robertson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 3532, 'name': 'Jordan Brian Henderson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3531, 'name': 'Mohamed Salah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3535, 'name': 'Roberto Firmino Barbosa de Oliveira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool,24,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9c82d2e5-ebba-4825-b7f9-b11b04433ed8,3,,,,18245,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['b791047a-3eea-452f-b3a9-212bd40cd7cb'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b791047a-3eea-452f-b3a9-212bd40cd7cb,4,,,,18245,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['9c82d2e5-ebba-4825-b7f9-b11b04433ed8'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c6dbfa9c-faf1-4f33-986e-357706c33dd0,1924,,,,18245,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,85,Liverpool,24,['85d8a8b2-022f-493b-a161-cb6baec082a5'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,85d8a8b2-022f-493b-a161-cb6baec082a5,1925,,,,18245,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,85,Liverpool,24,['c6dbfa9c-faf1-4f33-986e-357706c33dd0'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.735914,,,,,,,,,,,,,25be91a5-a084-42cb-8cc1-a0fe7b0f52f9,5,,,"[60.0, 40.0]",18245,0,,,,3.0986085,,Right Foot,,,"[32.1, 41.2]",,Ground Pass,,27.925795,,,,Dejan Lovren,3471.0,,,,,,Kick Off,1,From Kick Off,James Philip Milner,3473.0,Left Center Midfield,2,Liverpool,24,['e1a3ac58-89f3-42c7-aacc-1592ad5ab8f3'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.371,Pass,
,,,,,,,,,,,,,,,,3.772067,,,,,,,,,,,,,b544eb38-7cc9-4cb5-99e9-ebac4fce9eb9,8,,,"[35.0, 40.8]",18245,0,,,,-0.30397,,Right Foot,,,"[92.7, 22.7]",,High Pass,,60.47231,,Incomplete,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,,1,From Kick Off,Dejan Lovren,3471.0,Right Center Back,2,Liverpool,24,"['ad23249c-f7da-4e2d-aa13-8a13df1afc57', 'ae5939bf-8467-4dfa-95df-ebba7c70d4c8']",3,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:03.275,Pass,
,,,,,,,,,,,,,,,,0.793057,,,,,,,,,,,,,192c9629-1703-40ab-8498-cab869cf0144,12,,,"[27.4, 60.2]",18245,0,,,,0.9189272,,Right Foot,,,"[36.1, 71.6]",,High Pass,,14.340502,,,,Luka Modrić,5463.0,,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,3,Real Madrid,220,['a88801db-695b-4a7e-ac98-48a2e1b8b61c'],8,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:08.236,Pass,
,,,,,,,,,,,,,,,,0.987721,,,,,,,,,,,,,599fb72e-8baf-4d5b-815e-7beb8c54e6af,17,,,"[35.3, 75.4]",18245,0,,,,3.0488362,,Right Foot,,,"[22.4, 76.6]",,Low Pass,,12.955694,,,,Daniel Carvajal Ramos,5721.0,,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Center Midfield,3,Real Madrid,220,"['5016d9e2-20f6-4d4b-a19f-3c7d5999c8d4', '77afbacb-6fe9-47a2-857b-98c47a785e6a', 'b9d35239-8e68-4d04-a74d-ec653114de99']",10,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:10.701,Pass,True
,,,,,,,,,,,,,,,,0.969765,,,,,,,,,,,,,bea53e5b-5a58-4771-a8a6-8b385a10354a,20,,,"[22.3, 76.6]",18245,0,,,,-0.6591693,,Right Foot,,,"[33.4, 68.0]",,Low Pass,,14.041723,,,,Carlos Henrique Casimiro,5539.0,,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,3,Real Madrid,220,['9706865e-081d-42a1-b822-4395919e6fe4'],11,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:11.728,Pass,
,,,,,,,,,,,,,,,,0.782447,,,,,,,,,,,,,33a46306-2305-493d-869a-f6e846aff3b3,24,,,"[36.2, 75.3]",18245,0,,,,-1.0630597,,Right Foot,,,"[43.6, 62.0]",,Ground Pass,,15.220053,,Incomplete,,Karim Benzema,19677.0,,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,3,Real Madrid,220,"['800d3daa-3315-4c4f-ab9c-7c6bfeaf4561', 'd5f3f8fb-4907-4955-9232-36b31377fa6b']",15,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:15.994,Pass,
,,,,,,,,,,,,,,,,1.634186,,,,,,,,,,,,,d5f3f8fb-4907-4955-9232-36b31377fa6b,26,,,"[76.5, 18.1]",18245,0,,,,-0.8031478,,Right Foot,,,"[84.8, 9.5]",,Low Pass,,11.951987,,,,Sadio Mané,3629.0,,,,,,Recovery,1,Regular Play,Jordan Brian Henderson,3532.0,Center Defensive Midfield,4,Liverpool,24,"['33a46306-2305-493d-869a-f6e846aff3b3', 'd050b66a-4242-407e-88d3-57678c4a2f2f']",16,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:16.776,Pass,
,,,,,,,,,,,,,,,,0.649999,,,,,,,,,,,,,d696c83c-7d48-48fe-a913-57252c85ea75,29,,,"[84.4, 10.0]",18245,0,,,,0.8434723,,Right Foot,,,"[92.5, 19.1]",,Ground Pass,,12.182775,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,,1,Regular Play,Sadio Mané,3629.0,Left Wing,4,Liverpool,24,['326aa52f-8e70-4d26-81c7-17d0bc2351d0'],18,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:18.410,Pass,
,,,,,,,,,,,,,,,,1.151996,,,,,,,,,,,,,99e8e723-adb9-4122-a243-e362637c0f2c,32,,,"[91.6, 21.3]",18245,0,,,,1.6047968,,Right Foot,,,"[90.6, 50.7]",,Ground Pass,,29.417002,,,,Mohamed Salah,3531.0,,,,,,,1,Regular Play,Roberto Firmino Barbosa de Oliveira,3535.0,Center Forward,4,Liverpool,24,['b172b270-1fe7-4f6e-815f-2e614b5712fb'],19,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:19.986,Pass,
,,,,,,,,,,,,,,,,1.515166,,,,,,,,,,,,,cc824be3-a815-458b-a74a-90a74923747e,36,,,"[92.2, 50.9]",18245,0,,,,-0.25168997,,Left Foot,,,"[109.7, 46.4]",,Ground Pass,,18.069311,,Incomplete,,Sadio Mané,3629.0,,,,,,,1,Regular Play,Mohamed Salah,3531.0,Right Wing,4,Liverpool,24,"['01fdea98-3b10-4581-9ed3-a7cbd041a270', 'f5f0e1c8-450a-4010-9cf1-9e7a10ca3a7b']",22,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:22.245,Pass,
,,,,,,,,,,,,,,,,3.5091,,,,,,,,,,,,,30d3b44c-c609-4a3c-8ea9-0967913c6e87,40,,,"[14.7, 23.2]",18245,0,,,,-0.38460472,,Left Foot,,,"[56.7, 6.2]",,High Pass,,45.310043,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,Recovery,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,4,Liverpool,24,"['779726cc-ac71-41a8-9de4-0a698b4579a3', 'b1fad76d-80a1-4776-92b0-d3e5e0c95c43']",25,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:25.464,Pass,
,,,,,,,,,,,,,,,,2.684078,,,,,,,,,,,,,fede6296-1b7f-4373-9ae3-5b00939ba951,45,,,"[57.5, 4.6]",18245,0,True,,,2.2172003,,Right Foot,,,"[49.2, 15.6]",,High Pass,,13.780058,,,,Carlos Henrique Casimiro,5539.0,,,,,,Free Kick,1,From Free Kick,Marcelo Vieira da Silva Júnior,5552.0,Left Back,5,Real Madrid,220,['893ede62-4203-40ff-bd0b-43bce14b7c06'],40,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:40.014,Pass,
,,,,,,,,,,,,,,,,1.093521,,,,,,,,,,,,,c505ce03-0f72-4a92-87bc-08bb2becc7cb,47,,,"[48.8, 18.4]",18245,0,,,,-1.4029005,,Right Foot,,,"[49.8, 12.5]",,Ground Pass,,5.9841456,,,,Toni Kroos,5574.0,,,,,,,1,From Free Kick,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,5,Real Madrid,220,['7edb2efe-7c19-4b42-ae37-778c386a778a'],43,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:43.683,Pass,
,,,,,,,,,,,,,,,,2.293233,,,,,,,,,,,,,50de28cc-1395-4083-8bc4-33d0e25c7975,50,,,"[48.8, 13.9]",18245,0,,,,1.8618203,,Right Foot,,,"[36.1, 56.3]",,Ground Pass,,44.261158,,,,Raphaël Varane,5485.0,,,True,,,,1,From Free Kick,Toni Kroos,5574.0,Left Center Midfield,5,Real Madrid,220,['b513f5f8-3098-4d0f-a645-46a536695339'],46,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:46.116,Pass,
,,,,,,,,,,,,,,,,1.324662,,,,,,,,,,,,,16e51768-1721-44e7-a423-7d2280719212,53,,,"[41.3, 54.8]",18245,0,,,,-2.012287,,Right Foot,,,"[34.4, 40.2]",,Ground Pass,,16.148375,,,,Sergio Ramos García,5201.0,,,,,,,1,From Free Kick,Raphaël Varane,5485.0,Right Center Back,5,Real Madrid,220,['4a2545f0-ebf2-4e40-bc68-85bf74beaf27'],52,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:52.887,Pass,
,,,,,,,,,,,,,,,,1.583963,,,,,,,,,,,,,0f17b787-6048-4fd4-846a-891796ed5aff,56,,,"[39.1, 36.5]",18245,0,,,,-0.72711414,,Right Foot,,,"[65.4, 13.1]",,Low Pass,,35.202984,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,From Free Kick,Sergio Ramos García,5201.0,Left Center Back,5,Real Madrid,220,['29ca0f50-0a2e-4a29-bad1-0654729b7232'],55,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:55.828,Pass,
,,,,,,,,,,,,,,,,0.873343,,,,,,,,,,,,,53370501-b2ab-4f2f-940c-18cbe34a32d8,59,,,"[64.5, 11.1]",18245,0,,,,-2.6511316,,Right Foot,,,"[54.2, 5.6]",,Ground Pass,,11.676472,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,5,Real Madrid,220,['94b852ad-c2ee-40de-a6f2-6d55a87f6d8a'],58,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:58.027,Pass,
,,,,,,,,,,,,,,,,1.224808,,,,,,,,,,,,,009a463e-9a89-4c36-ad27-9bd159cb6e7d,62,,,"[55.3, 5.5]",18245,0,,,,-0.041933447,,Left Foot,,,"[83.9, 4.3]",,Low Pass,,28.625164,,,,Karim Benzema,19677.0,,,,,,,1,From Free Kick,Marcelo Vieira da Silva Júnior,5552.0,Left Back,5,Real Madrid,220,['8a0c0812-4f8a-4283-b456-20ddc819c3e9'],59,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:59.719,Pass,
,,,,,,,,,,,,,,,,0.501899,,,,,,,,,,,,,468494da-2f85-4d0a-9d29-106366fe3f43,65,,,"[84.2, 4.3]",18245,1,,,,3.1415927,,Right Foot,,,"[76.9, 4.3]",,Ground Pass,,7.3,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,From Free Kick,Karim Benzema,19677.0,Right Center Forward,5,Real Madrid,220,['62a345f8-3a37-48cb-897d-2cd42512424a'],2,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:02.191,Pass,
,,,,,,,,,,,,,,,,6.398595,,,,,,,,,,,,,588ae4a0-1b76-41d7-8e4d-648a06979777,80,,,"[42.0, 75.9]",18245,1,,,,-0.22183168,,Right Foot,,,"[115.6, 59.3]",,High Pass,,75.44879,,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Trent Alexander-Arnold,3664.0,Right Back,5,Real Madrid,220,"['40e0dbd9-bfca-477d-b471-6c928ab0decf', 'bff43932-3bc9-4030-8e5a-ecdf24577bb2']",7,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:07.519,Pass,True
,,,,,,,,,,,,,,,,1.781941,,,,,,,,,,,,,00f98b78-72a2-45e6-b9e1-362c14b2cbc4,83,,,"[15.1, 41.2]",18245,1,,,,-1.6050035,,Right Foot,,,"[14.2, 14.9]",,Low Pass,,26.315395,,,,Sergio Ramos García,5201.0,,,,,,,1,From Free Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,5,Real Madrid,220,['fb520d8b-ecfc-4a59-acc6-9a44ba253d23'],22,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:22.307,Pass,
,,,,,,,,,,,,,,,,1.100025,,,,,,,,,,,,,ca9cd2a1-c730-4829-81e5-e23bc7d666c1,86,,,"[15.8, 12.8]",18245,1,,,,0.19270076,,Left Foot,,,"[28.1, 15.2]",,Low Pass,,12.53196,,,,Toni Kroos,5574.0,,,,,,,1,From Free Kick,Sergio Ramos García,5201.0,Left Center Back,5,Real Madrid,220,['c0dccd0c-146e-4386-80f3-f0a295cf02fb'],25,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:25.959,Pass,
,,,,,,,,,,,,,,,,1.237748,,,,,,,,,,,,,fed1a3d6-e9a1-4f6f-b166-a1398281e1eb,89,,,"[23.4, 18.6]",18245,1,,,,2.3741567,,Right Foot,,,"[14.9, 26.8]",,Ground Pass,,11.810589,,,,Sergio Ramos García,5201.0,,,,,,,1,From Free Kick,Toni Kroos,5574.0,Left Center Midfield,5,Real Madrid,220,['53d334a2-d6c0-4ed6-b288-4b9eccf0129b'],28,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:28.469,Pass,
,,,,,,,,,,,,,,,,1.937759,,,,,,,,,,,,,65669e37-d95e-40f5-92e6-9129611d534f,92,,,"[15.1, 27.2]",18245,1,,,,-0.7060671,,Right Foot,,,"[40.9, 5.2]",,High Pass,,33.90634,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,From Free Kick,Sergio Ramos García,5201.0,Left Center Back,5,Real Madrid,220,['4325df3a-19ed-4a38-90ba-cbeeb52b275b'],29,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:29.707,Pass,
,,,,,,,,,,,,,,,,0.862102,,,,,,,,,,,,,896707ce-7f5d-4125-8261-9aec337cc9e7,95,,,"[42.2, 6.9]",18245,1,,,,0.820349,,Left Foot,,,"[49.1, 14.3]",,Ground Pass,,10.117806,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,,1,From Free Kick,Marcelo Vieira da Silva Júnior,5552.0,Left Back,5,Real Madrid,220,['6aea4c05-1a51-4049-a3dd-8dcad834a6ef'],33,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:33.362,Pass,
,,,,,,,,,,,,,,,,1.381326,,,,,,,,,,,,,f9a661b5-b5d5-499c-a0ef-2e2cb0a3eec0,98,,,"[50.1, 12.8]",18245,1,,,,-0.4636476,,Right Foot,,,"[65.3, 5.2]",,Ground Pass,,16.994116,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,From Free Kick,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,5,Real Madrid,220,['e90f32e2-e48a-4bd1-9504-3c10252fd6f2'],35,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:35.484,Pass,
,,,,,,,,,,,,,,,,0.623173,,,,,,,,,,,,,2cf748c8-0c75-4a28-a19d-1336e2fa32c4,101,,,"[62.5, 5.2]",18245,1,,,,-3.0221636,,Left Foot,,,"[57.5, 4.6]",,Ground Pass,,5.0358715,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,,1,From Free Kick,Marcelo Vieira da Silva Júnior,5552.0,Left Back,5,Real Madrid,220,['2dff1d70-af09-4277-a1cd-d98235130683'],38,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:38.026,Pass,
,,,,,,,,,,,,,,,,2.347589,,,,,,,,,,,,,160b2f82-c002-4cc4-8268-7305649cc98d,104,,,"[69.4, 5.2]",18245,1,,,,0.0391956,,Right Foot,,,"[94.9, 6.2]",,Ground Pass,,25.5196,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,From Free Kick,Francisco Román Alarcón Suárez,4926.0,Center Attacking Midfield,5,Real Madrid,220,['a66a1033-e355-4e3c-adce-c785d6ec79b6'],40,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:40.443,Pass,
,,,,,,,,,,,,,,,,1.296402,,,,,,,,,,,,,65ccd679-d075-4545-91b7-64cce7bd30fc,107,,,"[112.0, 6.2]",18245,1,,,,2.1203563,,Right Foot,,,"[97.3, 30.2]",,Low Pass,,28.144094,,,,Luka Modrić,5463.0,,,,,,,1,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,5,Real Madrid,220,['5215244e-6f60-46c3-9bcb-a7e5608a5a62'],48,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:48.760,Pass,
,,,,,,,,,,,,,,,,1.306014,,,,,,,,,,,,,274d0574-fe4d-4216-a110-71db6841c6f6,110,,,"[98.0, 30.9]",18245,1,,,,1.8684552,,Right Foot,,,"[90.3, 56.0]",,Ground Pass,,26.254524,,,,Daniel Carvajal Ramos,5721.0,,,,,,,1,From Free Kick,Luka Modrić,5463.0,Right Center Midfield,5,Real Madrid,220,['b7fd9bb8-6fee-48bc-b809-3990c9e4f962'],51,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:51.067,Pass,
,,,,,,,,,,,,,,,,1.604698,,,,,,,,,,,,,18489c3a-71ee-4774-b56a-34bf9ad10ea2,113,,,"[90.4, 56.0]",18245,1,,,,-0.59014624,,Right Foot,,,"[111.9, 41.6]",,High Pass,,25.876823,,Pass Offside,,Francisco Román Alarcón Suárez,4926.0,,,,Through Ball,True,,1,From Free Kick,Daniel Carvajal Ramos,5721.0,Right Back,5,Real Madrid,220,['b5613584-7efc-45e3-9b83-c9e632dde081'],53,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:53.164,Pass,
,,,,,,,,,,,,,,,,1.567146,,,,,,,,,,,,,916ba2c7-ecf9-4f9b-96ac-3e7201548842,115,,,"[9.9, 39.1]",18245,2,True,,,-1.0901049,,Right Foot,,,"[28.1, 4.2]",,High Pass,,39.36051,,,,Andrew Robertson,3655.0,,,,,,Free Kick,1,From Free Kick,Virgil van Dijk,3669.0,Left Center Back,6,Liverpool,24,['5ce89c39-84ab-44c3-a649-dda2ee48bb05'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:00.490,Pass,
,,,,,,,,,,,,,,,,0.146112,,,,,,,,,,,,,344067c5-2b56-49be-bcb4-64528446efaa,118,,,"[43.2, 2.8]",18245,2,,,,0.28212374,,Left Foot,,,"[50.1, 4.8]",,Ground Pass,,7.18401,,Incomplete,,Sadio Mané,3629.0,,,,,,,1,From Free Kick,Andrew Robertson,3655.0,Left Back,6,Liverpool,24,"['2c4a6ddc-04de-400d-8f65-aabba0ee9e21', 'dc922495-e114-416a-9660-40a9c1ed255a']",3,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:03.750,Pass,
,,,,,,,,,,,,,,,,0.808409,,,,,,,,,,,,,d8673147-edfc-444e-be02-877b20cc75ef,121,,,"[53.2, 0.1]",18245,2,,,,2.2579205,,,,,"[50.0, 4.0]",,High Pass,,5.0447993,,,,James Philip Milner,3473.0,,,,,,Throw-in,1,From Throw In,Andrew Robertson,3655.0,Left Back,7,Liverpool,24,['b6bef4af-0d6d-4dac-8f99-f8b1dd0ea513'],7,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:07.552,Pass,
,,,,,,,,,,,,,,,,1.526554,,,,,,,,,,,,,1a112908-939b-49ff-9740-e2916ae6a976,124,,,"[45.5, 4.0]",18245,2,,,,2.5260625,,Right Foot,,,"[27.4, 16.8]",,Ground Pass,,22.16867,,,,Virgil van Dijk,3669.0,,,,,,,1,From Throw In,James Philip Milner,3473.0,Left Center Midfield,7,Liverpool,24,['1a68f5cd-a37f-42d4-86a6-92879d0d776b'],10,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:10.532,Pass,
,,,,,,,,,,,,,,,,1.725459,,,,,,,,,,,,,0df2786b-c782-43c2-9f72-f924ee7ef42e,127,,,"[26.7, 19.6]",18245,2,,,,1.531106,,Right Foot,,,"[27.8, 47.3]",,Ground Pass,,27.721832,,,,Dejan Lovren,3471.0,,,,,,,1,From Throw In,Virgil van Dijk,3669.0,Left Center Back,7,Liverpool,24,['9a50bbf2-226b-4191-807b-014dc2fa9c60'],13,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:13.048,Pass,
,,,,,,,,,,,,,,,,1.149352,,,,,,,,,,,,,24b01542-837e-4524-807c-e1ed4857c7af,130,,,"[28.0, 45.4]",18245,2,,,,-1.5541312,,Right Foot,,,"[28.4, 21.4]",,Low Pass,,24.003334,,,,Virgil van Dijk,3669.0,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,7,Liverpool,24,['2a504a3e-976a-44ee-8d90-d4519eddc74b'],16,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:16.089,Pass,
,,,,,,,,,,,,,,,,1.691328,,,,,,,,,,,,,edeab906-dec5-4df7-919d-4e1d88f89065,133,,,"[30.4, 25.7]",18245,2,,,,1.5597674,,Right Foot,,,"[30.7, 52.9]",,Ground Pass,,27.201654,,,,Dejan Lovren,3471.0,,,,,,,1,From Throw In,Virgil van Dijk,3669.0,Left Center Back,7,Liverpool,24,['1840d865-4050-4fc0-81bc-3d658885299a'],19,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:19.968,Pass,
,,,,,,,,,,,,,,,,1.283378,,,,,,,,,,,,,a1a3f842-e436-4587-94e3-32fc9937e492,136,,,"[35.5, 60.1]",18245,2,,,,0.4541241,,Right Foot,,,"[56.6, 70.4]",,Ground Pass,,23.479778,,,,Mohamed Salah,3531.0,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,7,Liverpool,24,['e9368e78-49f6-4656-8581-7bbefb41fdc3'],23,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:23.866,Pass,
