bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9cfc95c5-cb30-4699-b569-44ae88f18bf2,1,,,3754060,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 42946, 'name': 'Guangtai Jiang'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 30702, 'name': 'Brendan Joel Zibusiso Galloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 32}, {'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 9528, 'name': 'Steven Naismith'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dd3607b9-76aa-4932-80c5-861522e6e813,2,,,3754060,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 37}, {'player': {'id': 3483, 'name': 'Mamadou Sakho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 18}, {'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3529, 'name': 'Daniel Andre Sturridge'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 15}, {'player': {'id': 3654, 'name': 'Daniel William John Ings'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",Liverpool,24,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,44ae7772-86f8-47f7-be91-d5ea3965122e,3,,,3754060,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,['fcd9bfc4-59e2-4739-af0b-1e28c4dd2395'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fcd9bfc4-59e2-4739-af0b-1e28c4dd2395,4,,,3754060,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,['44ae7772-86f8-47f7-be91-d5ea3965122e'],0,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c21b52c0-eac3-4580-ab92-6f7583898757,1542,,,3754060,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Everton,29,['dc3859f8-3605-4b7f-a0c1-488c74225889'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dc3859f8-3605-4b7f-a0c1-488c74225889,1543,,,3754060,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Everton,29,['c21b52c0-eac3-4580-ab92-6f7583898757'],0,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.263377,,,,,,,,,,,,bfb9d7e9-9753-4166-bb6a-66a1fd1a0a28,5,,"[60.0, 40.0]",3754060,0,,,,,1.8313987,,Left Foot,,,"[59.6, 41.5]",,Ground Pass,,1.5524175,,,,James Philip Milner,3473.0,,,,,,Kick Off,1,From Kick Off,Daniel Andre Sturridge,3529.0,Right Center Forward,2,Liverpool,24,['925aff0a-b945-473e-a67e-7b3f8100afdb'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.616,Pass,
,,,,,,,,,,,,,,,,,,0.962147,,,,,,,,,,,,d493d312-42b7-4d76-b031-a5eb6ce26c20,8,,"[59.2, 37.6]",3754060,0,,,,,-2.9082189,,Right Foot,,,"[47.0, 34.7]",,Ground Pass,,12.539936,,,,Lucas Pezzini Leiva,7780.0,,,,,,,1,From Kick Off,James Philip Milner,3473.0,Right Center Midfield,2,Liverpool,24,['ddc8e5f4-4f55-46d9-a3d0-f0dfc8d61f42'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.920,Pass,
,,,,,,,,,,,,,,,,,,4.858327,,,,,,,,,,,,72a947d7-a84e-45a6-8fc2-a8946b90117c,11,,"[51.6, 37.4]",3754060,0,,,,,-0.33093262,,Right Foot,,,"[120.0, 13.9]",,High Pass,,72.32434,,Out,,,,,,,,,,1,From Kick Off,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,2,Liverpool,24,,3,,,,,,,,,,,,,,,,,Liverpool,24,00:00:03.067,Pass,
,,,,,,,,,,,,,,,,,,3.429683,,,,,,,,,,,,59ec1bb3-92aa-486a-ab4c-a57c92840825,13,,"[7.0, 44.1]",3754060,0,,,,,0.14523408,,Right Foot,,,"[69.9, 53.3]",,High Pass,,63.569252,,,,Romelu Lukaku Menama,3289.0,,,,,,Goal Kick,1,From Goal Kick,Tim Howard,13042.0,Goalkeeper,3,Everton,29,['bc2f8762-172a-4167-93b8-267aeff8a475'],24,,,,,,,,,,,,,,,,,Everton,29,00:00:24.091,Pass,
,,,,,,,,,,,,,,,,,,2.614814,,,,,,,,,,,,4618fc7e-f30a-488a-9b07-61d608bfa765,16,,"[69.7, 53.3]",3754060,0,,,,True,-0.98048955,,,,,"[83.1, 33.3]",,High Pass,,24.074053,,Incomplete,,,,,,,,,,1,From Goal Kick,Romelu Lukaku Menama,3289.0,Center Forward,3,Everton,29,"['a6c014d1-f01b-4706-b7ca-c63e0a1319f7', 'bb8ec354-0b53-4653-899d-cf37c510bf0e']",27,,,,,,,,,,,,,,,,,Everton,29,00:00:27.546,Pass,True
,,,,,,,,,,,,,,,,,,2.218054,,,,,,,,,,,,bb8ec354-0b53-4653-899d-cf37c510bf0e,17,,"[37.0, 46.8]",3754060,0,,,,,1.2281759,,Right Foot,,,"[42.6, 62.5]",,Ground Pass,,16.668833,,,,Nathaniel Edwin Clyne,4590.0,,,,,,Recovery,1,Regular Play,Emre Can,3493.0,Right Center Back,4,Liverpool,24,"['4618fc7e-f30a-488a-9b07-61d608bfa765', '6a877fb3-d38e-4184-bb19-680656b619c8']",30,,,,,,,,,,,,,,,,,Liverpool,24,00:00:30.161,Pass,
,,,,,,,,,,,,,,,,,,1.005784,,,,,,,,,,,,5fa7a634-c931-4911-a64e-27ad1e2a111d,20,,"[41.2, 63.4]",3754060,0,,,,,-1.9876944,,Right Foot,,,"[35.0, 49.4]",,Ground Pass,,15.311434,,,,Emre Can,3493.0,,,,,,,1,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Wing Back,4,Liverpool,24,['bedea557-2033-4006-b51f-bdaa93ec0d83'],35,,,,,,,,,,,,,,,,,Liverpool,24,00:00:35.056,Pass,
,,,,,,,,,,,,,,,,,,1.087228,,,,,,,,,,,,693c3c0e-b686-47ce-863c-fc1f93ccd62b,23,,"[32.9, 54.4]",3754060,0,,,,,-1.9746561,,Right Foot,,,"[27.9, 42.7]",,Ground Pass,,12.7236,,,,Martin Škrtel,18872.0,,,,,,,1,Regular Play,Emre Can,3493.0,Right Center Back,4,Liverpool,24,['a8491111-a73a-4099-a3f2-a7800fe10007'],37,,,,,,,,,,,,,,,,,Liverpool,24,00:00:37.752,Pass,
,,,,,,,,,,,,,,,,,,1.448712,,,,,,,,,,,,64071b44-464a-4824-a8a9-ddcaf8631f8d,26,,"[29.9, 41.8]",3754060,0,,,,,-1.43766,,Right Foot,,,"[32.9, 19.4]",,Ground Pass,,22.6,,,,Mamadou Sakho,3483.0,,,,,,,1,Regular Play,Martin Škrtel,18872.0,Center Back,4,Liverpool,24,['73526201-edb3-41b5-8ec5-44557209385c'],40,,,,,,,,,,,,,,,,,Liverpool,24,00:00:40.236,Pass,
,,,,,,,,,,,,,,,,,,1.909636,,,,,,,,,,,,50095786-075b-4357-872e-0faf16b97a97,29,,"[33.2, 19.2]",3754060,0,,,,,1.8925469,,Left Foot,,,"[25.3, 42.9]",,Ground Pass,,24.981993,,,,Martin Škrtel,18872.0,,,,,,,1,Regular Play,Mamadou Sakho,3483.0,Left Center Back,4,Liverpool,24,['77487d43-07e7-4b5c-b6d9-20585756842b'],41,,,,,,,,,,,,,,,,,Liverpool,24,00:00:41.725,Pass,
,,,,,,,,,,,,,,,,,,0.732938,,,,,,,,,,,,f7e0966a-79d7-463c-891b-a571230c1725,33,,"[26.4, 44.7]",3754060,0,,,,,1.4021994,,Right Foot,,,"[28.8, 58.8]",,Ground Pass,,14.302797,,,,Emre Can,3493.0,,,,,,,1,Regular Play,Martin Škrtel,18872.0,Center Back,4,Liverpool,24,"['67b329e1-d87a-4708-883e-2af34f87e136', 'b5592bfe-a877-4d63-94d6-f90a2aa23a20']",44,,,,,,,,,,,,,,,,,Liverpool,24,00:00:44.272,Pass,True
,,,,,,,,,,,,,,,,,,3.216887,,,,,,,,,,,,8dd0aaae-a04a-4151-a5b5-534d2a0b5133,36,,"[29.2, 58.8]",3754060,0,,,,,-2.5218024,,Right Foot,,,"[8.6, 44.1]",,Low Pass,,25.307114,,,,Simon Mignolet,3539.0,,,,,,,1,Regular Play,Emre Can,3493.0,Right Center Back,4,Liverpool,24,['e37a02a8-15a4-4b42-ae3b-fc4d22dd8a5d'],45,,,,,,,,,,,,,,,,,Liverpool,24,00:00:45.044,Pass,
,,,,,,,,,,,,,,,,,,3.589899,,,,,,,,,,,,4e3fc38b-ca41-4090-b53f-76e84150bc41,40,,"[9.2, 42.9]",3754060,0,,,,,0.025064388,,Right Foot,,,"[81.0, 44.7]",,High Pass,,71.822556,,Incomplete,,,,,,,,,,1,Regular Play,Simon Mignolet,3539.0,Goalkeeper,4,Liverpool,24,['8d457a94-97e8-4f6a-a20e-f92a57e1e51d'],48,,,,,,,,,,,,,,,,,Liverpool,24,00:00:48.381,Pass,
,,,,,,,,,,,,,,,,,,1.832536,,,,,,,,,,,,8d457a94-97e8-4f6a-a20e-f92a57e1e51d,41,,"[39.1, 35.4]",3754060,0,,,,,-0.57907426,,Head,,,"[54.7, 25.2]",,High Pass,,18.63867,,,,Steven Naismith,9528.0,,,,,,Recovery,1,Regular Play,Phil Jagielka,20046.0,Right Center Back,5,Everton,29,"['4e3fc38b-ca41-4090-b53f-76e84150bc41', 'b37fc273-6523-425e-8c6a-0b34e7622827']",51,,,,,,,,,,,,,,,,,Everton,29,00:00:51.971,Pass,
,,,,,,,,,,,,,,,,,,0.858419,,,,,,,,,,,,3dd280e4-84eb-4a32-81fa-d2252dd904d0,43,,"[54.7, 25.2]",3754060,0,,,,,1.5257818,,Head,,,"[55.2, 36.3]",,High Pass,,11.111256,,,,Gareth Barry,3633.0,,,,,,,1,Regular Play,Steven Naismith,9528.0,Left Wing,5,Everton,29,['7f9aa14e-4c27-4f69-9042-59c61e7b703b'],53,,,,,,,,,,,,,,,,,Everton,29,00:00:53.924,Pass,
,,,,,,,,,,,,,,,,,,1.850747,,,,,,,,,,,,23055a13-4baa-47b8-8535-c66a00f491a7,46,,"[55.2, 36.3]",3754060,0,,,,,0.6363953,,Left Foot,,,"[80.1, 54.7]",,High Pass,,30.960781,,Incomplete,,,,,,,,,,1,Regular Play,Gareth Barry,3633.0,Left Center Midfield,5,Everton,29,['f03d895c-3a49-491e-8f6a-7c1523e14f62'],54,,,,,,,,,,,,,,,,,Everton,29,00:00:54.862,Pass,
,,,,,,,,,,,,,,,,,,3.036684,,,,,,,,,,,,f03d895c-3a49-491e-8f6a-7c1523e14f62,47,,"[40.0, 25.4]",3754060,0,,,,,-0.9928944,,Head,,,"[49.0, 11.6]",,Low Pass,,16.475437,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Mamadou Sakho,3483.0,Left Center Back,5,Everton,29,"['23055a13-4baa-47b8-8535-c66a00f491a7', 'd5962b9b-b001-469d-b71b-2a1893c3692f']",56,,,,,,,,,,,,,,,,,Liverpool,24,00:00:56.713,Pass,
,,,,,,,,,,,,,,,,,,0.661042,,,,,,,,,,,,1e1ace77-ede7-4d71-bff1-27b3a202f982,50,,"[69.9, 72.7]",3754060,1,,,,,0.77206564,,Right Foot,,,"[73.7, 76.4]",,Ground Pass,,5.3037724,,,,Gerard Deulofeu Lázaro,3726.0,,,,,,,1,Regular Play,James McCarthy,3607.0,Right Center Midfield,5,Everton,29,['c023da36-470e-4eec-89ba-2ba78a64c8fb'],1,,,,,,,,,,,,,,,,,Everton,29,00:01:01.278,Pass,
,,,,,,,,,,,,,,,,,,2.977097,,,,,,,,,,,,44d7bebc-68ee-4468-85c1-f13624445b14,54,,"[75.7, 76.4]",3754060,1,,,,,3.1074178,,Right Foot,,,"[40.6, 77.6]",,Ground Pass,,35.120506,,,,Guangtai Jiang,42946.0,,,,,,,1,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Wing,5,Everton,29,['879a267f-c2b6-466b-8589-5a97340987bd'],2,,,,,,,,,,,,,,,,,Everton,29,00:01:02.032,Pass,
,,,,,,,,,,,,,,,,,,1.079999,,,,,,,,,,,,11036297-6ae6-4e02-a35c-095947d9e643,58,,"[41.1, 74.7]",3754060,1,,,,,-2.124578,,Left Foot,,,"[33.0, 61.6]",,Ground Pass,,15.401948,,,,Phil Jagielka,20046.0,,,,,,,1,Regular Play,Guangtai Jiang,42946.0,Right Back,5,Everton,29,"['4d8035f5-b6c2-45ec-ad4c-f928c28c3243', 'c0568318-4b73-49ee-b3ed-808e599b8459']",5,,,,,,,,,,,,,,,,,Everton,29,00:01:05.130,Pass,True
,,,,,,,,,,,,,,,,,,1.126028,,,,,,,,,,,,b710ad37-b681-429c-b3c2-ae117339e386,61,,"[33.0, 61.6]",3754060,1,,,,,0.0732023,,Right Foot,,,"[48.0, 62.7]",,Ground Pass,,15.040279,,,,Gareth Barry,3633.0,,,,,,,1,Regular Play,Phil Jagielka,20046.0,Right Center Back,5,Everton,29,['c4c0066e-d95c-40a3-b336-06a0b808fe23'],6,,,,,,,,,,,,,,,,,Everton,29,00:01:06.290,Pass,
,,,,,,,,,,,,,,,,,,2.196174,,,,,,,,,,,,6290dd30-5d55-4e03-88ac-2538bc5e6355,65,,"[47.6, 63.0]",3754060,1,,,,,-1.0536284,,Right Foot,,,"[53.8, 52.1]",,Ground Pass,,12.539936,,Incomplete,,,,,,,,,,1,Regular Play,Gareth Barry,3633.0,Left Center Midfield,5,Everton,29,"['3706f81f-af65-4b6e-833d-89b549b514a3', '6e0d2ac1-2187-4772-ba01-a8f8f2b6df67']",7,,,,,,,,,,,,,,,,,Everton,29,00:01:07.552,Pass,True
,,,,,,,,,,,,,,,,,,1.122932,,,,,,,,,,,,6e0d2ac1-2187-4772-ba01-a8f8f2b6df67,66,,"[66.3, 28.0]",3754060,1,,,,,-0.93362427,,Left Foot,,,"[75.7, 15.3]",,Ground Pass,,15.800317,,,,Philippe Coutinho Correia,3501.0,,,,,,Recovery,1,Regular Play,James Philip Milner,3473.0,Right Center Midfield,5,Everton,29,"['6290dd30-5d55-4e03-88ac-2538bc5e6355', 'b0ca6703-2856-4034-8cce-928f36412f84']",9,,,,,,,,,,,,,,,,,Liverpool,24,00:01:09.748,Pass,
,,,,,,,,,,,,,,,,,,3.724814,,,,,,,,,,,,c0782df0-d5bb-4c67-8903-4874aa584285,74,,"[6.3, 65.9]",3754060,1,,,,,-0.3235039,,Right Foot,,,"[57.6, 48.7]",,High Pass,,54.106655,,,,Romelu Lukaku Menama,3289.0,,,,,,,1,Regular Play,Guangtai Jiang,42946.0,Right Back,5,Everton,29,['1aba00ff-b4cf-40c5-9455-95d6c842185a'],17,,,,,,,,,,,,,,,,,Everton,29,00:01:17.633,Pass,
,,,,,,,,,,,,,,,,,,0.739462,,,,,,,,,,,,4732d9ec-d6c7-4346-a3ec-8a48b2bad437,80,,"[57.0, 46.6]",3754060,1,,,,,-0.72199124,,Right Foot,,,"[63.7, 40.7]",,Ground Pass,,8.927485,,,,José Ramiro Funes Mori,4629.0,,,,,,Free Kick,1,From Free Kick,Phil Jagielka,20046.0,Right Center Back,6,Everton,29,['9fc4fbac-352d-4471-b4b1-c9fcaf30d176'],41,,,,,,,,,,,,,,,,,Everton,29,00:01:41.355,Pass,
,,,,,,,,,,,,,,,,,,2.289552,,,,,,,,,,,,f28bf080-0b75-4e7c-a69e-583803cd5571,83,,"[63.5, 41.0]",3754060,1,,,,,0.28836146,,Left Foot,,,"[108.0, 54.2]",,High Pass,,46.416485,,,,Romelu Lukaku Menama,3289.0,,,,,,,1,From Free Kick,José Ramiro Funes Mori,4629.0,Left Center Back,6,Everton,29,['435bef92-f4e8-405e-9ce7-98afbb92fd49'],43,,,,,,,,,,,,,,,,,Everton,29,00:01:43.362,Pass,
,,,,,,,,,,,,,,,,,,2.087896,,,,,,,,,,,,e7fe7672-9e70-433b-8493-10e9d6fbed64,86,,"[108.0, 54.2]",3754060,1,,,,True,-2.9905772,,,,,"[94.2, 52.1]",,High Pass,,13.958868,,Incomplete,,,,,,,,,,1,From Free Kick,Romelu Lukaku Menama,3289.0,Center Forward,6,Everton,29,"['60725fb5-6336-451c-b679-85059e87a62f', '9bb93432-cc1a-429a-982f-ab129eb39a6c']",45,,,,,,,,,,,,,,,,,Everton,29,00:01:45.731,Pass,True
,,,,,,,,,,,,,,,,,,0.983596,,,,,,,,,,,,4314e56d-36cb-4f6b-9906-f07a4abe8b37,90,,"[25.0, 26.3]",3754060,1,,,,,-2.150073,,Right Foot,,,"[16.3, 13.0]",,Low Pass,,15.892766,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,7,Liverpool,24,['5f8fca23-56ff-4ee6-b52b-0ca2990bf07a'],48,,,,,,,,,,,,,,,,,Liverpool,24,00:01:48.452,Pass,
,,,,,,,,,,,,,,,,,,2.004928,,,,,,,,,,,,3e593435-6f66-4664-8037-8ce9e4654970,93,,"[16.3, 13.0]",3754060,1,,,,,0.10463924,,Left Foot,,,"[38.2, 15.3]",,Low Pass,,22.020445,,,,Philippe Coutinho Correia,3501.0,,,,,,,1,Regular Play,Alberto Moreno Pérez,3515.0,Left Wing Back,7,Liverpool,24,['1130e579-8bf8-48c8-a6bf-1b41d93b7014'],49,,,,,,,,,,,,,,,,,Liverpool,24,00:01:49.475,Pass,
,,,,,,,,,,,,,,,,,,0.87495,,,,,,,,,,,,81d62706-dd8a-470d-bfd9-2d4f2a6057f0,96,,"[38.2, 15.3]",3754060,1,,,,,3.0028255,,Right Foot,,,"[20.3, 17.8]",,Ground Pass,,18.073738,,,,Mamadou Sakho,3483.0,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Center Midfield,7,Liverpool,24,['d2b29504-83c4-4865-9c1a-c54083a49029'],51,,,,,,,,,,,,,,,,,Liverpool,24,00:01:51.520,Pass,
,,,,,,,,,,,,,,,,,,1.504958,,,,,,,,,,,,386e4a96-24ee-45fc-b1fb-97d3bd379da1,99,,"[20.3, 18.0]",3754060,1,,,,,0.10777746,,Left Foot,,,"[50.8, 21.3]",,High Pass,,30.678005,,,,Daniel William John Ings,3654.0,,,,,,,1,Regular Play,Mamadou Sakho,3483.0,Left Center Back,7,Liverpool,24,['f818f4a3-f92e-47f8-93c5-b652ac15cdac'],54,,,,,,,,,,,,,,,,,Liverpool,24,00:01:54.100,Pass,
,,,,,,,,,,,,,,,,,,2.868264,,,,,,,,,,,,bf916119-173d-4dde-aaeb-2b20278c860a,101,,"[50.8, 21.3]",3754060,1,,,,,-0.5423027,,Head,,,"[74.2, 7.2]",,High Pass,,27.319773,,,,Philippe Coutinho Correia,3501.0,,,,,,,1,Regular Play,Daniel William John Ings,3654.0,Left Center Forward,7,Liverpool,24,['85431ae7-e8cf-4b2d-824a-1ffff01034e5'],55,,,,,,,,,,,,,,,,,Liverpool,24,00:01:55.645,Pass,
,,,,,,,,,,,,,,,,,,1.160269,,,,,,,,,,,,23b72c57-210c-4ff6-9e9f-cb14e4bbbc0c,107,,"[109.7, 0.1]",3754060,2,,,,,2.672626,,,,,"[94.7, 7.7]",,Low Pass,,16.81547,,,,Philippe Coutinho Correia,3501.0,,,,,,Throw-in,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Wing Back,8,Liverpool,24,['8a80c8e7-2243-4cc1-b760-9ad420bbc67c'],29,,,,,,,,,,,,,,,,,Liverpool,24,00:02:29.039,Pass,
,,,,,,,,,,,,,,,,,,1.023965,,,,,,,,,,,,f1ffac20-6e8e-43c6-82de-410121e6d6a5,111,,"[93.9, 8.6]",3754060,2,,,,,-0.5813802,,Right Foot,,,"[97.4, 6.3]",,High Pass,,4.1880784,,Incomplete,,,,,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Center Midfield,8,Liverpool,24,['d4a0130b-7f53-4ff3-a68e-c6afb73b04f3'],30,,,,,,,,,,,,,,,,,Liverpool,24,00:02:30.240,Pass,
,,,,,,,,,,,,,,,,,,2.694686,,,,,,,,,,,,d4a0130b-7f53-4ff3-a68e-c6afb73b04f3,112,,"[22.7, 73.8]",3754060,2,,,,,-1.3633001,,Right Foot,,,"[27.5, 51.0]",,High Pass,,23.299786,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Gerard Deulofeu Lázaro,3726.0,Right Wing,8,Liverpool,24,"['2d78504b-f03f-4b9d-a4f3-d111b165245c', 'f1ffac20-6e8e-43c6-82de-410121e6d6a5']",31,,,,,,,,,,,,,,,,,Everton,29,00:02:31.264,Pass,
,,,,,,,,,,,,,,,,,,1.487352,,,,,,,,,,,,2d78504b-f03f-4b9d-a4f3-d111b165245c,113,,"[92.6, 29.1]",3754060,2,,,,True,-0.5676664,,,,,"[99.5, 24.7]",,Low Pass,,8.18352,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,8,Liverpool,24,"['252b524f-035a-4b38-b919-4b1959588235', '29349878-c803-4af9-b2e3-4efd68cbcda3', 'd4a0130b-7f53-4ff3-a68e-c6afb73b04f3']",33,,,,,,,,,,,,,,,,,Liverpool,24,00:02:33.958,Pass,True
,,,,,,,,,,,,,,,,,,2.225162,,,,,,,,,,,,06cd6f6e-606a-4ec2-b4bd-84db4d76c748,118,,"[23.8, 57.4]",3754060,2,,,,,-0.21982267,,Right Foot,,,"[60.5, 49.2]",,High Pass,,37.60492,,Incomplete,,,,,,,,,,1,Regular Play,Phil Jagielka,20046.0,Right Center Back,9,Everton,29,"['2a8d50ca-e311-42ea-b7b3-9296bbd5bf53', '64abdbfa-8f41-4284-afc7-ccf9bc88c328']",35,,,,,,,,,,,,,,,,,Everton,29,00:02:35.864,Pass,True
,,,,,,,,,,,,,,,,,,1.887803,,,,,,,,,,,,64abdbfa-8f41-4284-afc7-ccf9bc88c328,119,,"[59.6, 30.9]",3754060,2,,,,True,0.7357935,,,,,"[67.0, 37.6]",,High Pass,,9.982485,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Martin Škrtel,18872.0,Center Back,9,Everton,29,"['06cd6f6e-606a-4ec2-b4bd-84db4d76c748', '913cd78a-f9e5-4b57-b531-949664fa9a80', 'e4ead983-28d1-4182-804a-22e87c992f41']",38,,,,,,,,,,,,,,,,,Liverpool,24,00:02:38.089,Pass,True
,,,,,,,,,,,,,,,,,,2.807143,,,,,,,,,,,,dacc99a8-00a8-4eb6-a815-872d36e9aee7,127,,"[42.3, 46.8]",3754060,2,,,,,1.6996334,,Right Foot,,,"[39.1, 71.5]",,Ground Pass,,24.906425,,,,Guangtai Jiang,42946.0,,,,,,,1,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,9,Everton,29,['b51d015a-15eb-4c83-aadf-f1b46163dab9'],42,,,,,,,,,,,,,,,,,Everton,29,00:02:42.560,Pass,
,,,,,,,,,,,,,,,,,,1.233981,,,,,,,,,,,,7395f6fd-508f-4ed3-beb9-6c2dc295ada1,130,,"[40.4, 73.8]",3754060,2,,,,,-1.899741,,Right Foot,,,"[33.3, 53.0]",,Ground Pass,,21.9784,,,,Phil Jagielka,20046.0,,,,,,,1,Regular Play,Guangtai Jiang,42946.0,Right Back,9,Everton,29,['8831377e-7cd1-4150-aa37-f44bd98a195f'],46,,,,,,,,,,,,,,,,,Everton,29,00:02:46.345,Pass,
