bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,"[24.1, 3.9]",,,,,,,,,,,,,0.159999,,,,,,,,,,,,9ba94421-f3c3-43fe-8508-a7b2cd0cb534,2042,,"[22.1, 4.2]",3754060,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,José Ramiro Funes Mori,4629.0,Left Center Back,132,Everton,29,"['d2246d59-2cad-4feb-a33a-70dc07b68d3d', 'f6376eb3-c96a-4c31-9a57-a957434e9541']",6,,,,,,,,,,,,,,,,,Everton,29,00:15:06.411,Carry,
,,,,,"[52.3, 58.3]",,,,,,,,,,,,,3.553636,,,,,,,,,,,,f857314f-3af0-41f8-ac8d-fbbc9a006bf1,2052,,"[41.1, 51.1]",3754060,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,133,Liverpool,24,"['6be0688c-dc75-4f94-880a-237101c747b0', 'ac051c9b-d63c-4349-879f-d2d5ebec145d']",15,,,,,,,,,,,,,,,,,Liverpool,24,00:15:15.439,Carry,
,,,,,"[83.6, 75.9]",,,,,,,,,,,,,0.937741,,,,,,,,,,,,45e801ef-7762-4e09-8c1e-83ca46050652,2055,,"[82.3, 75.9]",3754060,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Wing Back,133,Liverpool,24,"['12c55cc7-f292-4600-8963-1ede033edbaf', '3e47a141-8e90-49e5-ad00-01a7766c5c67']",20,,,,,,,,,,,,,,,,,Liverpool,24,00:15:20.917,Carry,
,,,,,"[94.3, 72.4]",,,,,,,,,,,,,4.922226,,,,,,,,,,,,644669d4-9116-40c4-b374-daef2208a293,2058,,"[91.1, 62.1]",3754060,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Andre Sturridge,3529.0,Right Center Forward,133,Liverpool,24,"['b1514e7a-ff9e-44a7-ac8b-1e48782a0090', 'e33d3c23-ee87-405b-adff-c7870d903cb3']",22,,,,,,,,,,,,,,,,,Liverpool,24,00:15:22.700,Carry,
,,,,,"[84.1, 71.7]",,,,,,,,,,,,,1.013754,,,,,,,,,,,,ba865b49-8726-4655-a561-58ceee73f42b,2061,,"[84.1, 71.7]",3754060,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emre Can,3493.0,Right Center Back,133,Liverpool,24,"['9ce9e1a5-5a30-4c83-81cd-cd577a45a510', 'e318ca9b-9d76-48b7-af8c-03a78715a63b']",29,,,,,,,,,,,,,,,,,Liverpool,24,00:15:29.279,Carry,
,,,,,"[96.0, 8.6]",,,,,,,,,,,,,0.984228,,,,,,,,,,,,d890610e-10c5-44b7-b117-6ed3b5da296a,2064,,"[98.3, 7.9]",3754060,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Wing Back,133,Liverpool,24,"['1b58be12-4178-48db-821c-07d9db069694', 'f690173d-258a-4820-bf32-767a7f8d5ddb']",33,,,,,,,,,,,,,,,,,Liverpool,24,00:15:33.695,Carry,
,,,,,"[24.1, 71.5]",,,,,,,,,,,,,0.174549,,,,,,,,,,,,c45c1828-70f9-4249-a310-b81f9af86c18,2066,,"[21.7, 70.9]",3754060,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Guangtai Jiang,42946.0,Right Back,134,Everton,29,"['a1929dc5-60a9-46c4-a0ee-a39c31fd0761', 'c79a8239-841c-4471-8275-fc0602846847']",34,,,,,,,,,,,,,,,,,Everton,29,00:15:34.504,Carry,
,,,,,"[85.6, 27.8]",,,,,,,,,,,,,1.145124,,,,,,,,,,,,d22458dc-cc34-4f34-ad06-0d40f50c9760,2072,,"[85.2, 27.8]",3754060,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Romelu Lukaku Menama,3289.0,Center Forward,135,Everton,29,"['4ac8c97e-5602-44c5-b0ff-802f4255abcc', 'ecee6422-87b1-41a4-985f-4eb204e7374e', 'f698c939-d225-4cc6-8f10-36342b8999a6']",14,,,,,,,,,,,,,,,,,Everton,29,00:16:14.225,Carry,True
,,,,,"[98.6, 7.8]",,,,,,,,,,,,,2.98999,,,,,,,,,,,,a3ac9e02-36b8-426e-a2cb-a5b899fac819,2075,,"[87.2, 15.2]",3754060,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Steven Naismith,9528.0,Left Wing,135,Everton,29,"['1dcd16a9-7fbb-4f9d-aad3-0abf59d89ad3', 'a9550eca-5072-4541-ac7c-b2bbf9d77866']",17,,,,,,,,,,,,,,,,,Everton,29,00:16:17.114,Carry,
,,,,,"[93.0, 19.0]",,,,,,,,,,,,,0.753412,,,,,,,,,,,,5021f3c5-578d-4e38-adfe-8ac371903372,2078,,"[93.0, 19.0]",3754060,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ross Barkley,4275.0,Center Attacking Midfield,135,Everton,29,"['448878f8-a7d6-4676-a921-34a27a029be7', '59778837-90ca-43a6-8c89-917bcb40dc7d']",20,,,,,,,,,,,,,,,,,Everton,29,00:16:20.818,Carry,
,,,,,"[86.2, 24.5]",,,,,,,,,,,,,0.959999,,,,,,,,,,,,bedb7dfd-ddff-4435-a891-b68bc100b2ae,2081,,"[86.2, 24.5]",3754060,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gareth Barry,3633.0,Left Center Midfield,135,Everton,29,"['2a475d93-d876-4420-b52e-ee1c24f64e0e', 'a0bea943-11a5-48e5-82d4-189e5fed0722']",22,,,,,,,,,,,,,,,,,Everton,29,00:16:22.276,Carry,
,,,,,"[95.1, 43.5]",,,,,,,,,,,,,2.575607,,,,,,,,,,,,19c26bd4-99fe-4da7-b723-7d053d1ab9d2,2084,,"[95.4, 36.0]",3754060,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Romelu Lukaku Menama,3289.0,Center Forward,135,Everton,29,"['26ef62e2-aeda-43a9-bd25-9fb190ee5112', '44a82c33-c9a6-4d36-baae-5d5962ea242c', '7a7dfc2b-5749-4d6b-93f5-2ef7f26f6e7f']",24,,,,,,,,,,,,,,,,,Everton,29,00:16:24.184,Carry,True
,,,,,"[113.2, 58.3]",,,,,,,,,,,,,2.946278,,,,,,,,,,,,8cd124ea-b35c-4529-870b-7ca7292485f0,2088,,"[104.0, 69.5]",3754060,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Aaron Lennon,3953.0,Right Wing,135,Everton,29,"['4d4c2bff-48c9-401f-9ade-ed2cb0d8dde8', '83540dfd-f90b-49c0-96e2-fc977053fea6']",28,,,,,,,,,,,,,,,,,Everton,29,00:16:28.166,Carry,
,,,,,"[98.6, 73.7]",,,,,,,,,,,,,1.083019,,,,,,,,,,,,be76330f-2484-4e99-a05d-e365f173c100,2093,,"[103.6, 70.8]",3754060,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gareth Barry,3633.0,Left Center Midfield,136,Everton,29,"['59c0664a-e0f3-4fb8-bf99-5d7d68c4a0c2', '85385e1e-7052-4668-86dd-baafc4194d07']",54,,,,,,,,,,,,,,,,,Everton,29,00:16:54.176,Carry,
,,,,,"[108.1, 76.3]",,,,,,,,,,,,,0.119999,,,,,,,,,,,,33de872d-dbbd-40ae-ad0a-eff208249143,2096,,"[108.1, 76.3]",3754060,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Guangtai Jiang,42946.0,Right Back,136,Everton,29,"['1e1af231-256b-44d8-b9d2-be70ce099986', '26bcfee5-6396-4ff9-8269-d4e44c74beab']",55,,,,,,,,,,,,,,,,,Everton,29,00:16:55.675,Carry,
,,,,,"[98.1, 74.0]",,,,,,,,,,,,,0.199998,,,,,,,,,,,,0417d0c6-7cba-4e6d-90ca-c0f2305e36f1,2099,,"[98.1, 74.0]",3754060,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gareth Barry,3633.0,Left Center Midfield,136,Everton,29,"['49ae8aed-5dde-4bbf-a1aa-b1ef88f1bdac', 'd9c82310-bf00-49c4-95c3-a9d0d58ffad9']",56,,,,,,,,,,,,,,,,,Everton,29,00:16:56.747,Carry,
,,,,,"[105.0, 63.6]",,,,,,,,,,,,,0.079999,,,,,,,,,,,,983e802b-7f47-4acc-b08d-6b77e7b6ecea,2102,,"[105.0, 63.6]",3754060,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aaron Lennon,3953.0,Right Wing,136,Everton,29,"['32ef177a-6b44-4555-9f8b-a97cf1dd0775', '60eb1f5d-8b84-4d09-97dc-03a0fc5663db']",58,,,,,,,,,,,,,,,,,Everton,29,00:16:58.022,Carry,
,,,,,"[113.8, 73.5]",,,,,,,,,,,,,0.039999,,,,,,,,,,,,f4a9f639-67ba-4716-a843-1433388bd636,2105,,"[113.8, 73.5]",3754060,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Guangtai Jiang,42946.0,Right Back,136,Everton,29,"['c1bad53d-7168-4abf-a40d-a163a7596f12', 'c3c62727-a724-4018-8f33-cfa29400df27']",0,,,,,,,,,,,,,,,,,Everton,29,00:17:00.496,Carry,
,,,,,"[64.8, 4.2]",,,,,,,,,,,,,3.479989,,,,,,,,,,,,e0a6c711-c72f-42f3-806f-c5abd1b5cd19,2110,,"[67.5, 19.6]",3754060,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Brendan Joel Zibusiso Galloway,30702.0,Left Back,136,Everton,29,"['2def8481-7a50-4643-b1b9-7a9e82f71631', '730ca8a2-b390-4b56-bea9-e13cc4a37c61', 'e2bfa1e3-33b2-4560-9e5c-033052a37e6d']",9,,,,,,,,,,,,,,,,,Everton,29,00:17:09.717,Carry,True
,,,,,"[96.9, 3.7]",,,,,,,,,,,,,0.598236,,,,,,,,,,,,3b1a9b02-cb48-4d74-9771-bad6e7d8edf5,2114,,"[88.2, 3.7]",3754060,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ross Barkley,4275.0,Center Attacking Midfield,136,Everton,29,"['2ab7c6dd-6785-4284-869d-3f0fb13393a1', '3b390e0f-95a6-44cc-a5a8-cf08221b9c62', '6265a8c3-e0f1-433d-b31c-277324bdc2af']",14,,,,,,,,,,,,,,,,,Everton,29,00:17:14.400,Carry,True
,,,,,"[111.2, 6.0]",,,,,,,,,,,,,2.991758,,,,,,,,,,,,85eff922-ad3f-493e-8f56-f8a1b609c47a,2118,,"[96.9, 3.7]",3754060,62,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ross Barkley,4275.0,Center Attacking Midfield,136,Everton,29,"['6265a8c3-e0f1-433d-b31c-277324bdc2af', 'bbf1e532-f29d-4df9-b41c-5f334e44b99b', 'e5a44766-2ff2-4dca-8d2e-2539c75b6879']",14,,,,,,,,,,,,,,,,,Everton,29,00:17:14.999,Carry,True
,,,,,"[18.9, 58.8]",,,,,,,,,,,,,1.390118,,,,,,,,,,,,f5ab6045-d661-42bf-a469-eb7521f89fdc,2124,,"[19.8, 61.3]",3754060,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Emre Can,3493.0,Right Center Back,138,Liverpool,24,"['3f7980dc-5913-4e26-9cbc-9a73ddfe51e0', 'fd3130fb-fcf4-41b4-9032-f50db91710ea']",10,,,,,,,,,,,,,,,,,Liverpool,24,00:18:10.119,Carry,
,,,,,"[6.9, 44.0]",,,,,,,,,,,,,0.766304,,,,,,,,,,,,fa4ddd29-425c-431f-9614-f05862070a4f,2127,,"[6.9, 44.0]",3754060,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Simon Mignolet,3539.0,Goalkeeper,138,Liverpool,24,"['6e5f1be2-ded2-45f3-9e4f-791a0330e436', 'e58feb94-da9a-4047-9478-af9f5c6566e9']",12,,,,,,,,,,,,,,,,,Liverpool,24,00:18:12.969,Carry,
,,,,,"[27.4, 48.4]",,,,,,,,,,,,,0.951323,,,,,,,,,,,,4ca207ec-0c58-4c37-b56e-c8e90869c63a,2130,,"[27.4, 48.4]",3754060,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Martin Škrtel,18872.0,Center Back,138,Liverpool,24,"['b3d163c9-a4d8-48bb-8e61-6afa5d55951d', 'c8b5fa39-e625-4bf1-863f-fcb857311252']",14,,,,,,,,,,,,,,,,,Liverpool,24,00:18:14.989,Carry,
,,,,,"[106.6, 76.9]",,,,,,,,,,,,,1.693976,,,,,,,,,,,,100a8ade-5c20-49fc-aca5-7204b1a382b3,2135,,"[84.1, 77.9]",3754060,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Nathaniel Edwin Clyne,4590.0,Right Wing Back,138,Liverpool,24,"['17cc17f4-75ba-4435-87a6-54aa6b5bb76c', '848d029e-384d-47ba-ab3f-3aa99fbdb5ce']",21,,,,,,,,,,,,,,,,,Liverpool,24,00:18:21.935,Carry,
,,,,,"[111.7, 6.9]",,,,,,,,,,,,,5.027679,,,,,,,,,,,,1148b79f-9500-459e-b1f2-ccbbad2ab55a,2145,,"[109.9, 27.0]",3754060,63,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Alberto Moreno Pérez,3515.0,Left Wing Back,138,Liverpool,24,"['0017a566-5c28-45d1-bb9b-77b5ab88db18', 'a15a43ba-095b-4008-92fe-fd9e7f10e41b', 'b92626c2-8e62-4dc6-bd38-3136355fb841']",33,,,,,,,,,,,,,,,,,Liverpool,24,00:18:33.332,Carry,True
,,,,,"[34.8, 63.0]",,,,,,,,,,,,,0.570378,,,,,,,,,,,,e3c94608-3dd3-44ce-94c2-da575855027c,2152,,"[35.3, 64.0]",3754060,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Romelu Lukaku Menama,3289.0,Center Forward,139,Liverpool,24,"['70dd11e0-bf7a-4089-850d-153eb4a815e7', 'df5287ee-06f0-4ad1-82cc-ec38ab01d794', 'f1604f76-58fc-41ac-b319-374551d58623']",12,,,,,,,,,,,,,,,,,Everton,29,00:19:12.818,Carry,True
,,,,,"[77.9, 5.9]",,,,,,,,,,,,,0.734868,,,,,,,,,,,,1a0bf83c-b6cd-41ff-95ec-1739d8ba48be,2160,,"[77.6, 4.7]",3754060,64,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,James Philip Milner,3473.0,Right Center Midfield,139,Liverpool,24,"['3504b1c6-8ab2-4511-bbfe-3ae1da079c30', '9b83a989-50cc-49f4-bdfe-8af8fcd6b6f3', 'a88329fd-d228-4343-b7c2-525943c528ff', 'de6fa510-d977-49db-8145-9040a5c8bbed']",21,,,,,,,,,,,,,,,,,Liverpool,24,00:19:21.245,Carry,True
,,,,,"[88.7, 31.7]",,,,,,,,,,,,,4.536294,,,,,,,,,,,,f0f5b552-6077-448f-a25c-804a013c89a2,2165,,"[77.6, 18.8]",3754060,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Philippe Coutinho Correia,3501.0,Left Center Midfield,140,Liverpool,24,"['2408a5ee-b9b0-4905-bfe4-2033b6ea4dc2', '4297fce2-1b8d-4cdc-afd5-9bafa1691fef', 'fa1d587e-8524-484e-ae3a-0905c07904c7']",2,,,,,,,,,,,,,,,,,Liverpool,24,00:20:02.068,Carry,True
,,,,,"[37.1, 28.5]",,,,,,,,,,,,,2.862999,,,,,,,,,,,,bab761ef-c3f2-4673-9098-1a2c80af1534,2171,,"[29.6, 20.6]",3754060,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,141,Everton,29,"['3e8992cf-62b2-4fd8-bed4-017ff82afdc1', '434e2655-d05b-43e3-b61e-56edda16111b', '5715bab6-d9f1-45b9-9ad3-947bf287531e']",8,,,,,,,,,,,,,,,,,Everton,29,00:20:08.746,Carry,True
,,,,,"[35.0, 38.0]",,,,,,,,,,,,,0.12,,,,,,,,,,,,8727aaa7-b20d-4346-8ee0-fa3713e75de7,2175,,"[35.0, 38.0]",3754060,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,James McCarthy,3607.0,Right Center Midfield,141,Everton,29,"['7eed2437-2bf8-43ed-b01c-0ae519f5044f', '964a0504-d2b1-4ad0-9fa6-7958d29b0eb9']",12,,,,,,,,,,,,,,,,,Everton,29,00:20:12.636,Carry,
,,,,,"[95.0, 39.0]",,,,,,,,,,,,,4.364743,,,,,,,,,,,,fda9e88e-347d-4a23-9566-ab4395bf0f2a,2182,,"[63.1, 38.0]",3754060,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,141,Everton,29,"['18efc281-57b7-442f-81c6-c5a13965be6a', '31843391-a405-4249-ae0e-17e883aab32e']",16,,,,,,,,,,,,,,,,,Everton,29,00:20:16.294,Carry,
,,,,,"[59.5, 64.8]",,,,,,,,,,,,,0.097079,,,,,,,,,,,,841edfa7-83a9-419e-8a0d-35552ff374e8,2191,,"[63.5, 64.8]",3754060,65,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,142,Liverpool,24,"['453cfdf7-c30a-49aa-b40f-aa22f9553c6a', 'bd24baea-30f7-4d00-af42-3bfd4509b85f', 'ef1eec3e-9801-4e59-94dd-a1168f6b905e']",59,,,,,,,,,,,,,,,,,Liverpool,24,00:20:59.735,Carry,True
,,,,,"[56.5, 76.9]",,,,,,,,,,,,,2.936496,,,,,,,,,,,,105878ef-a68b-4137-89ad-39fa8f6423d0,2195,,"[56.5, 76.9]",3754060,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,James Philip Milner,3473.0,Right Center Midfield,142,Liverpool,24,"['8de7534f-e9f2-4b5e-93b0-d30c80af91ce', 'd645f881-0200-4eca-ab65-d967de33f7ff']",1,,,,,,,,,,,,,,,,,Liverpool,24,00:21:01.331,Carry,
,,,,,"[47.5, 68.7]",,,,,,,,,,,,,1.309522,,,,,,,,,,,,d99e0153-463c-4e97-9f31-ecd88cfd6771,2200,,"[49.0, 71.3]",3754060,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martin Škrtel,18872.0,Center Back,143,Liverpool,24,"['4115be37-687f-485e-aaf3-0019fa670524', 'b8d13976-ea40-4123-8ec4-c23f3ae5293c']",25,,,,,,,,,,,,,,,,,Liverpool,24,00:21:25.404,Carry,
,,,,,"[51.9, 39.9]",,,,,,,,,,,,,2.293753,,,,,,,,,,,,c271d905-f42f-4089-8e18-efa8abdbb78d,2203,,"[46.1, 46.7]",3754060,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,143,Liverpool,24,"['30dd2b45-1eeb-4420-bf27-79695d31d87c', 'e981cb63-a63d-4af6-b3c1-ff0c272b0c07']",28,,,,,,,,,,,,,,,,,Liverpool,24,00:21:28.153,Carry,
,,,,,"[45.1, 17.8]",,,,,,,,,,,,,3.128019,,,,,,,,,,,,fa5b42e1-f196-4332-bd63-c028010070ff,2206,,"[50.6, 12.9]",3754060,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mamadou Sakho,3483.0,Left Center Back,143,Liverpool,24,"['0f2beaa8-18b2-452c-81db-d71398705108', '2ce81033-76ea-4d88-a6da-629fed09b121', 'd2b36d5d-b5e1-4cd5-8466-d19318f52fe8']",32,,,,,,,,,,,,,,,,,Liverpool,24,00:21:32.488,Carry,True
,,,,,"[24.7, 31.2]",,,,,,,,,,,,,1.653626,,,,,,,,,,,,59ac428b-8533-40c2-9eba-05bb601210ae,2210,,"[24.7, 31.2]",3754060,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Simon Mignolet,3539.0,Goalkeeper,143,Liverpool,24,"['1ec7b1ca-0a57-4131-a0f9-a44d18f9dc1d', '71f580cf-0363-45f3-8b35-ec23d9546abe']",37,,,,,,,,,,,,,,,,,Liverpool,24,00:21:37.347,Carry,
,,,,,"[80.0, 18.8]",,,,,,,,,,,,,0.614643,,,,,,,,,,,,33a313a3-8860-4a4a-b6cb-ede0d5a4bd7b,2215,,"[80.0, 18.8]",3754060,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Romelu Lukaku Menama,3289.0,Center Forward,143,Liverpool,24,"['06e8a380-32d6-4d6c-adcc-c286f58ff83c', 'caff1f91-85bd-4dcd-80e7-f350e60f4141']",43,,,,,,,,,,,,,,,,,Everton,29,00:21:43.066,Carry,
,,,,,"[37.6, 61.3]",,,,,,,,,,,,,0.095319,,,,,,,,,,,,ecb46cc3-eeed-4d60-bb70-e92870d30dcb,2219,,"[38.6, 61.8]",3754060,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emre Can,3493.0,Right Center Back,143,Liverpool,24,"['101fcb6f-0fe0-48e5-8e54-1473ca9515ad', '1a180830-9a4d-4a2f-9f2e-47d4daa60613', '1a345d89-89c3-446c-bf18-10d456de3d64', '8d222cd4-d4af-4ff7-9d5e-7d8525c8ea1a']",44,,,,,,,,,,,,,,,,,Liverpool,24,00:21:44.046,Carry,True
,,,,,"[8.0, 73.0]",,,,,,,,,,,,,5.191121,,,,,,,,,,,,dcbc520a-c46f-44c0-9da6-96a50f65e423,2222,,"[37.6, 61.3]",3754060,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emre Can,3493.0,Right Center Back,143,Liverpool,24,"['1a345d89-89c3-446c-bf18-10d456de3d64', '8d222cd4-d4af-4ff7-9d5e-7d8525c8ea1a', 'b91dd97c-056f-47a4-b6d3-142527ab93f3', 'bbe85208-e41a-4667-aa9c-280d8804e304']",44,,,,,,,,,,,,,,,,,Liverpool,24,00:21:44.141,Carry,True
,,,,,"[8.9, 71.7]",,,,,,,,,,,,,1.041045,,,,,,,,,,,,c76379a9-205f-49f0-9caa-447bafeb757e,2226,,"[8.9, 70.7]",3754060,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Wing Back,143,Liverpool,24,"['69dde1ae-64b9-4ff4-8f0e-65ee23c8c72b', 'cee1bcb6-c3d5-4a16-b3f3-e5bc596b3ace']",50,,,,,,,,,,,,,,,,,Liverpool,24,00:21:50.265,Carry,
,,,,,"[66.9, 57.6]",,,,,,,,,,,,,6.779152,,,,,,,,,,,,43c46f3b-88ee-4fdc-87de-a1197faf38fc,2229,,"[17.2, 77.2]",3754060,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,143,Liverpool,24,"['1c375e6f-32b2-4e10-8a47-c213c930dd06', 'c82e6439-9fdd-4fb1-b71a-a0d575b593bc']",52,,,,,,,,,,,,,,,,,Liverpool,24,00:21:52.814,Carry,
,,,,,"[93.8, 65.8]",,,,,,,,,,,,,2.761257,,,,,,,,,,,,a3d79821-1040-4eaf-8cae-77a28ba01ede,2232,,"[84.1, 71.7]",3754060,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,James Philip Milner,3473.0,Right Center Midfield,143,Liverpool,24,"['4b031093-4772-4440-9f12-ec822b15ea2d', 'd682b188-89f6-4d0e-b45c-c46919fcd5d0']",1,,,,,,,,,,,,,,,,,Liverpool,24,00:22:01.326,Carry,
,,,,,"[44.5, 50.1]",,,,,,,,,,,,,0.037622,,,,,,,,,,,,96e73abc-993d-4724-bc11-f8ed7d6501ab,2240,,"[44.8, 50.9]",3754060,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Center Midfield,145,Liverpool,24,"['5fe5d051-d131-4cd6-a817-800ac08cfe11', 'a00f7eca-7630-43f4-831b-66b1da9e02be']",35,,,,,,,,,,,,,,,,,Liverpool,24,00:22:35.731,Carry,
,,,,,"[29.7, 43.7]",,,,,,,,,,,,,0.997304,,,,,,,,,,,,5602d8a3-c957-4b10-b326-0c83f9d76c52,2243,,"[29.7, 43.7]",3754060,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Škrtel,18872.0,Center Back,145,Liverpool,24,"['4e6e73bb-a2c9-439c-ae9e-96367aa1b3fd', 'd87e3878-22f2-42ad-bb54-d52c78eb06a5']",37,,,,,,,,,,,,,,,,,Liverpool,24,00:22:37.637,Carry,
,,,,,"[38.6, 26.3]",,,,,,,,,,,,,3.285091,,,,,,,,,,,,724a6266-ba3b-4e11-9744-6b21924f5334,2246,,"[26.3, 28.3]",3754060,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mamadou Sakho,3483.0,Left Center Back,145,Liverpool,24,"['0e02b497-b1aa-417b-b256-07c942730f2b', '64490b3b-6bfc-4a6b-b5e2-f85f3c11c25c', 'f3c81cc8-3d87-4816-b9e3-26aebfe60ee6']",39,,,,,,,,,,,,,,,,,Liverpool,24,00:22:39.673,Carry,True
,,,,,"[81.3, 6.9]",,,,,,,,,,,,,2.647154,,,,,,,,,,,,a0342ffc-9225-4263-aabc-a4e0dc72393f,2252,,"[62.8, 4.9]",3754060,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Wing Back,145,Liverpool,24,"['380984ca-15c3-4fc7-b086-7dab14f5d390', '7b316468-d670-4714-aaf0-633252986a00']",45,,,,,,,,,,,,,,,,,Liverpool,24,00:22:45.630,Carry,
,,,,,"[5.0, 21.1]",,,,,,,,,,,,,1.683884,,,,,,,,,,,,33fee9be-7330-474e-a789-695a22f7e765,2256,,"[5.3, 33.0]",3754060,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Tim Howard,13042.0,Goalkeeper,146,Everton,29,"['2a1cab30-5b73-4b37-bd44-00bf9579e2c1', '5dd3768a-f7b6-4d10-9234-a846495e3ecf']",51,,,,,,,,,,,,,,,,,Everton,29,00:22:51.204,Carry,
