50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.286994,,,,,,,,,,,,261de8b1-6520-461a-b6b4-00b9a926d09f,18,,,"[26.5, 35.0]",3754305,0,,,,,3.0989356,,Head,,,"[10.1, 35.7]",,High Pass,,16.414932,,,,Petr Čech,3461.0,,,,,,Recovery,1,From Kick Off,Laurent Koscielny,3394.0,Left Center Back,2,Liverpool,24,"['082f9ab6-9a1c-4b9b-9420-85aa261c9ef7', '0a84c279-2f03-419c-ad72-57c532001a30']",9,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:09.296,Pass,
,,,,,,,,,,,,,,,,,,,,3.866391,,,,,,,,,,,,a7299b2c-aeef-456e-8150-31ebc1d4c01e,21,,,"[16.3, 33.7]",3754305,0,,,,,0.34264302,,Drop Kick,,,"[66.2, 51.5]",,High Pass,,52.979713,,Unknown,,Olivier Giroud,3604.0,,,,,,,1,From Kick Off,Petr Čech,3461.0,Goalkeeper,2,Liverpool,24,['00d835bb-c434-4a5b-aabf-7536c3194355'],15,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:15.917,Pass,
,,,,,,,,,,,,,,,,,,,,1.396885,,,,,,,,,,,,556d6b7e-2386-494f-a676-2f4f96b4b391,26,,,"[47.0, 28.8]",3754305,0,,,,,1.7256644,,Left Foot,,,"[43.3, 52.5]",,Ground Pass,,23.98708,,,,Kolo Habib Touré,38412.0,,,,,,Free Kick,1,From Free Kick,Mamadou Sakho,3483.0,Left Center Back,3,Liverpool,24,['27448a68-df70-44ee-be3b-69c91f455c80'],26,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:26.666,Pass,
,,,,,,,,,,,,,,,,,,,,1.154747,,,,,,,,,,,,7146df54-21fc-4452-89e1-478c25359f78,29,,,"[44.9, 52.5]",3754305,0,,,,,1.5470854,,Left Foot,,,"[45.5, 77.8]",,Ground Pass,,25.307114,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,From Free Kick,Kolo Habib Touré,38412.0,Right Center Back,3,Liverpool,24,['2117597a-0668-4d6b-b77a-c4ca90ac1efc'],29,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:29.281,Pass,
,,,,,,,,,,,,,,,,,,,,2.172139,,,,,,,,,,,,68e2d9f4-eaf6-447c-8798-20d6c8744041,32,,,"[45.1, 77.6]",3754305,0,,,,,-2.3403227,,Right Foot,,,"[32.7, 64.8]",,Ground Pass,,17.821335,,,,Kolo Habib Touré,38412.0,,,,,,,1,From Free Kick,Nathaniel Edwin Clyne,4590.0,Right Back,3,Liverpool,24,['88dd79a2-0fde-40ea-8067-25835723a743'],31,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:31.737,Pass,
,,,,,,,,,,,,,,,,,,,,5.638696,,,,,,,,,,,,c52c06e1-1f16-400c-8729-ccdb12f2f51b,36,,,"[34.3, 70.8]",3754305,0,,,,,-0.08909682,,Right Foot,,,"[109.3, 64.1]",,High Pass,,75.298676,,Incomplete,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,,1,From Free Kick,Kolo Habib Touré,38412.0,Right Center Back,3,Liverpool,24,"['e0c0f5ec-781f-4bca-90c8-ce0a1de80d50', 'ef218f72-dc50-4caf-b473-3583f9146446']",35,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:35.587,Pass,
,,,,,,,,,,,,,,,,,,,,1.330207,,,,,,,,,,,,e0c0f5ec-781f-4bca-90c8-ce0a1de80d50,38,,,"[10.8, 16.0]",3754305,0,,,,,2.0098405,,Right Foot,,,"[2.3, 34.1]",,Ground Pass,,19.9965,,,,Petr Čech,3461.0,,,,,,Recovery,1,Regular Play,Laurent Koscielny,3394.0,Left Center Back,4,Arsenal,1,"['963439f7-d71b-4958-9c6b-361c0cf84d80', 'c52c06e1-1f16-400c-8729-ccdb12f2f51b']",41,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:41.226,Pass,
,,,,,,,,,,,,,,,,,,,,2.471459,,,,,,,,,,,,9b558e4a-ad00-48ff-8781-6f6b938df265,40,,,"[2.7, 34.1]",3754305,0,,,,,-0.21054251,,Left Foot,,,"[52.3, 23.5]",,High Pass,,50.720016,,,,Mesut Özil,3496.0,,,,,,,1,Regular Play,Petr Čech,3461.0,Goalkeeper,4,Arsenal,1,['8c5df139-991a-414c-9db2-a9081915592f'],42,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:42.556,Pass,
,,,,,,,,,,,,,,,,,,,,1.994372,,,,,,,,,,,,f3719f38-e7ab-44c9-a230-bd9d09f1d69a,42,,,"[52.3, 23.5]",3754305,0,,,,,1.3786272,,Left Foot,,,"[56.6, 45.6]",,High Pass,,22.51444,,,,Joel Nathaniel Campbell Samuels,5581.0,,,,,,,1,Regular Play,Mesut Özil,3496.0,Center Attacking Midfield,4,Arsenal,1,['a1fd0f77-d135-46d5-a344-deb84f7eda15'],45,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:45.028,Pass,
,,,,,,,,,,,,,,,,,,,,0.778039,,,,,,,,,,,,7900a043-2c9c-43d7-95ec-97a17e9c9d5a,48,,,"[55.3, 45.0]",3754305,1,,True,,,1.5201151,,Right Foot,,,"[56.0, 58.8]",,Ground Pass,,13.817742,,,,Mesut Özil,3496.0,,,,,,Free Kick,1,From Free Kick,Per Mertesacker,3475.0,Right Center Back,5,Arsenal,1,['4e86c3d3-5de0-4d89-9379-74286470949a'],0,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:00.470,Pass,
,,,,,,,,,,,,,,,,,,,,1.857056,,,,,,,,,,,,9b37d835-5b75-488d-8d24-89a34f87ea80,55,,,"[49.8, 60.7]",3754305,1,,,,,0.8329813,,Right Foot,,,"[62.8, 75.0]",,Ground Pass,,19.32589,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,Regular Play,Jordan Brian Henderson,3532.0,Right Center Midfield,6,Liverpool,24,['147fd406-db74-4ffc-bc4e-006feaef3d55'],7,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:07.029,Pass,
,,,,,,,,,,,,,,,,,,,,1.280827,,,,,,,,,,,,cbc765f5-ced2-4af1-9f5d-937ec8a82a5b,58,,,"[77.3, 71.5]",3754305,1,,,,,-0.101590805,,Right Foot,,,"[97.9, 69.4]",,Ground Pass,,20.706762,,,,Adam David Lallana,4090.0,,,,,,,1,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,6,Liverpool,24,['04e0230f-2b0c-4fdc-8d80-6015b5405f1c'],11,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:11.078,Pass,
,,,,,,,,,,,,,,,,,,,,1.41459,,,,,,,,,,,,ca3a7f7d-e6fe-448f-8df1-62e819390c73,62,,,"[97.5, 73.7]",3754305,1,,,,,2.752276,,Left Foot,,,"[89.7, 76.9]",,Ground Pass,,8.430896,,,,Jordon Ibe,3635.0,,,,,,,1,Regular Play,Adam David Lallana,4090.0,Left Wing,6,Liverpool,24,"['324e0d18-1ac5-49df-abc5-01f99374415c', 'eb385388-5622-4008-9da5-932aa66fab34']",13,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:13.395,Pass,True
,,,,,,,,,,,,,,,,,,,,0.657049,,,,,,,,,,,,8d669b6d-92d0-41ae-adfd-4a562e0e1728,65,,,"[87.3, 78.5]",3754305,1,,,,,-2.9209454,,Right Foot,,,"[76.6, 76.1]",,Low Pass,,10.965857,,Incomplete,,Jordan Brian Henderson,3532.0,,,,,,,1,Regular Play,Jordon Ibe,3635.0,Right Wing,6,Liverpool,24,"['b7fda235-821e-40e8-88e6-c022d9e8cb8a', 'bb22205e-c8ab-4540-9ec6-b33d0b3acf10']",17,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:17.369,Pass,
,,,,,,,,,,,,,,,,,,,,2.294646,,,,,,,,,,,,be89094c-b4f1-4843-8e42-381947b9c475,69,,,"[72.4, 80.0]",3754305,1,,,,,-2.5768754,,,,,"[56.3, 69.8]",,Low Pass,,19.059118,,,,Kolo Habib Touré,38412.0,,,,,,Throw-in,1,From Throw In,Jordon Ibe,3635.0,Right Wing,7,Liverpool,24,['27e284f4-ab4d-43f1-8fea-27512fc7c00e'],21,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:21.916,Pass,
,,,,,,,,,,,,,,,,,,,,0.917139,,,,,,,,,,,,8fd4796f-1d32-4fc6-bbbf-e0ea092cff83,72,,,"[55.7, 68.7]",3754305,1,,,,,-1.4546547,,Left Foot,,,"[57.8, 50.7]",,Ground Pass,,18.122086,,,,Emre Can,3493.0,,,,,,,1,From Throw In,Kolo Habib Touré,38412.0,Right Center Back,7,Liverpool,24,['5ad59adb-df75-4606-9497-b15d82957e10'],25,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:25.736,Pass,
,,,,,,,,,,,,,,,,,,,,2.107089,,,,,,,,,,,,0a26c928-552f-4b7d-95e1-bd015fd4f28a,75,,,"[63.9, 47.0]",3754305,1,,,,,-1.4721867,,Right Foot,,,"[67.6, 9.6]",,Ground Pass,,37.582577,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,From Throw In,Emre Can,3493.0,Center Defensive Midfield,7,Liverpool,24,['a823dddb-16f3-48b4-9b7b-8d30e72857e8'],28,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:28.692,Pass,
,,,,,,,,,,,,,,,,,,,,1.568308,,,,,,,,,,,,3fd757c7-fe64-4cbb-9bd9-b6bcb490c6fa,78,,,"[69.1, 9.6]",3754305,1,,,,,0.6967423,,Left Foot,,,"[93.6, 30.1]",,Ground Pass,,31.945265,,Incomplete,,James Philip Milner,3473.0,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,7,Liverpool,24,"['393cf45e-b1c4-4caf-8a72-23a311002ceb', 'df4bf7c2-8121-4708-a6bd-1b6a5608c6e5']",32,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:32.522,Pass,
,,,,,,,,,,,,,,,,,,,,0.858835,,,,,,,,,,,,393cf45e-b1c4-4caf-8a72-23a311002ceb,80,,,"[26.5, 50.0]",3754305,1,,,,,0.35650137,,Right Foot,,,"[41.0, 55.4]",,Ground Pass,,15.472879,,,,Aaron Ramsey,3517.0,,,,,,Recovery,1,From Throw In,Per Mertesacker,3475.0,Right Center Back,7,Liverpool,24,"['3fd757c7-fe64-4cbb-9bd9-b6bcb490c6fa', 'd45a9d87-53fd-4502-9f07-97501e4efa39']",34,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:34.090,Pass,
,,,,,,,,,,,,,,,,,,,,0.178519,,,,,,,,,,,,3f6b33a0-92a1-41e1-bcb1-03cf04c50338,84,,,"[41.6, 56.4]",3754305,1,,,,,0.83535653,,Right Foot,,,"[43.5, 58.5]",,Low Pass,,2.8319604,,Incomplete,,Joel Nathaniel Campbell Samuels,5581.0,,,,,,,1,From Throw In,Aaron Ramsey,3517.0,Right Defensive Midfield,7,Liverpool,24,"['5a6b3b8a-42ee-4dc3-adb0-233abaab036a', '7fe5128b-9579-4c05-a4cc-adeca4c9e2de', 'e5b0925f-236d-449d-bc16-5add9453e757']",35,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:35.506,Pass,True
,,,,,,,,,,,,,,,,,,,,1.400934,,,,,,,,,,,,d4098009-e613-41ef-872a-1037496cf53a,87,,,"[78.0, 32.5]",3754305,1,,,,,2.5308666,,Left Foot,,,"[73.0, 36.0]",,Ground Pass,,6.1032777,,,,Emre Can,3493.0,,,,,,Recovery,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,7,Liverpool,24,['4b35a42e-d965-4fd0-9193-2429e71747f7'],37,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:37.322,Pass,
,,,,,,,,,,,,,,,,,,,,1.018004,,,,,,,,,,,,64e586a2-1d81-453d-bcb6-68240bee55ec,91,,,"[71.1, 31.4]",3754305,1,,,,,2.2867875,,Right Foot,,,"[62.4, 41.4]",,Ground Pass,,13.25481,,,,Jordan Brian Henderson,3532.0,,,,,,,1,From Throw In,Emre Can,3493.0,Center Defensive Midfield,7,Liverpool,24,"['343e7449-a54b-488c-ac76-6f20bdade32f', '9f3d38fb-485d-447d-948d-ecb1c4546b3f']",38,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:38.821,Pass,True
,,,,,,,,,,,,,,,,,,,,1.593823,,,,,,,,,,,,4d2905cf-e174-4cc1-9487-1eeb579c83fd,94,,,"[63.3, 42.3]",3754305,1,,,,,1.5463364,,Right Foot,,,"[64.1, 75.0]",,Ground Pass,,32.709785,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,From Throw In,Jordan Brian Henderson,3532.0,Right Center Midfield,7,Liverpool,24,['2212d469-f8c0-47fc-9a9c-df18b72452e9'],40,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:40.983,Pass,
,,,,,,,,,,,,,,,,,,,,1.06581,,,,,,,,,,,,4803f8e4-a901-4a89-90ec-bc053a309311,97,,,"[64.1, 75.0]",3754305,1,,,,,-1.7309513,,Right Foot,,,"[62.0, 62.0]",,Ground Pass,,13.168523,,,,Jordan Brian Henderson,3532.0,,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,7,Liverpool,24,['4470fe5a-6029-4251-b3f1-5daf8bc90e2d'],43,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:43.961,Pass,
,,,,,,,,,,,,,,,,,,,,1.915288,,,,,,,,,,,,d869a391-ef70-4003-a8e8-e18bc095f7b8,100,,,"[65.2, 60.9]",3754305,1,,,,,-0.59740084,,Right Foot,,,"[101.8, 36.0]",,High Pass,,44.26703,,Incomplete,,James Philip Milner,3473.0,,,,,,,1,From Throw In,Jordan Brian Henderson,3532.0,Right Center Midfield,7,Liverpool,24,"['630a8959-990b-48e8-b5e8-de4c6b47148f', 'e28f6a62-0e4c-457f-8296-ab72f81fea59']",46,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:46.185,Pass,
,,,,,,,,,,,,,,,,,,,,1.105445,,,,,,,,,,,,e28f6a62-0e4c-457f-8296-ab72f81fea59,102,,,"[18.3, 44.1]",3754305,1,,,,,-0.92937636,,Head,,,"[29.8, 28.7]",,Low Pass,,19.220041,,,,Mathieu Flamini,6631.0,,,,,,Recovery,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,8,Arsenal,1,"['d869a391-ef70-4003-a8e8-e18bc095f7b8', 'fdb77f80-5423-4cc2-90a6-962fc1fc89b5']",48,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:48.100,Pass,
,,,,,,,,,,,,,,,,,,,,1.02168,,,,,,,,,,,,ccbc03eb-3a90-437b-9155-6d56a7268d43,104,,,"[29.8, 28.7]",3754305,1,,,,,1.66985,,Right Foot,,,"[28.2, 44.8]",,Low Pass,,16.179308,,,,Aaron Ramsey,3517.0,,,,,,,1,Regular Play,Mathieu Flamini,6631.0,Left Defensive Midfield,8,Arsenal,1,['1d9d53ea-122e-4f74-84cf-16d9f0554dc4'],49,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:49.205,Pass,
,,,,,,,,,,,,,,,,,,,,0.96576,,,,,,,,,,,,b1729e3b-755a-4469-9208-ff8e657b05d6,108,,,"[29.1, 43.5]",3754305,1,,,,,1.4619842,,Right Foot,,,"[30.4, 55.4]",,Ground Pass,,11.970798,,,,Héctor Bellerín Moruno,3511.0,,,,,,,1,Regular Play,Aaron Ramsey,3517.0,Right Defensive Midfield,8,Arsenal,1,"['5169189e-612d-4da4-99d8-118ccd665aff', 'e901e7cc-f18a-47a7-81b1-9609a79ed2f0']",51,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:51.350,Pass,True
,,,,,,,,,,,,,,,,,,,,6.191296,,,,,,,,,,,,ef834cb9-df14-46fc-ba7b-94100d584b10,112,,,"[51.6, 71.2]",3754305,1,,,,,0.026542438,,Right Foot,,,"[108.1, 72.7]",,Ground Pass,,56.51991,,Incomplete,,Joel Nathaniel Campbell Samuels,5581.0,,,,,,,1,Regular Play,Héctor Bellerín Moruno,3511.0,Right Back,8,Arsenal,1,"['096bca6f-2306-4411-8fd1-d3d11249524c', '31470478-2e2d-4151-a18e-e441b9b2ff7c']",55,,,,,,,,,,,,,,,,,,Arsenal,1,00:01:55.584,Pass,
,,,,,,,,,,,,,,,,,,,,1.514647,,,,,,,,,,,,096bca6f-2306-4411-8fd1-d3d11249524c,114,,,"[12.0, 7.4]",3754305,2,,,,,-0.16666383,,Left Foot,,,"[33.4, 3.8]",,Ground Pass,,21.700691,,,,Emre Can,3493.0,,,,,,Recovery,1,Regular Play,Mamadou Sakho,3483.0,Left Center Back,9,Liverpool,24,"['47a8c1cf-6bb9-4bfa-83ed-838fa7fe03db', 'ef834cb9-df14-46fc-ba7b-94100d584b10']",1,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:01.775,Pass,
,,,,,,,,,,,,,,,,,,,,1.417743,,,,,,,,,,,,2623acdf-22e5-42b3-9123-4ff78d78198f,125,,,"[51.3, 31.9]",3754305,2,,,,,1.8525681,,Right Foot,,,"[43.6, 58.5]",,Ground Pass,,27.692057,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,Regular Play,Emre Can,3493.0,Center Defensive Midfield,9,Liverpool,24,['0f3d22d8-0282-48a4-9f0e-2e439b1e38d7'],10,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:10.624,Pass,
