50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a29a76c4-6ecd-415b-8ebc-3d3bbe8c619e,1,,,3754208,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 42}, {'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d86a2929-14d2-45bc-91b0-8ea4e84de821,2,,,3754208,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 37}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 4090, 'name': 'Adam David Lallana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3535, 'name': 'Roberto Firmino Barbosa de Oliveira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Liverpool,24,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2edadf8b-0395-477b-8faa-d4679de32b59,3,,,3754208,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['96b37824-da6f-4bc4-8581-ec607e53b0ce'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,96b37824-da6f-4bc4-8581-ec607e53b0ce,4,,,3754208,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['2edadf8b-0395-477b-8faa-d4679de32b59'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5ee1ffb5-0b70-4eaa-ac89-15d8abfa9dab,2080,,,3754208,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,85,Manchester City,36,['f8835bfd-1726-4b18-b77d-835615037b6f'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f8835bfd-1726-4b18-b77d-835615037b6f,2081,,,3754208,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,85,Manchester City,36,['5ee1ffb5-0b70-4eaa-ac89-15d8abfa9dab'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.451146,,,,,,,,,,,83e271d7-76b0-4379-ba48-019201c1bc19,5,,"[61.0, 40.1]",3754208,0,,,,1.6614562,,Right Foot,,,,"[60.8, 42.3]",,Ground Pass,,2.209072,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,Kick Off,1,From Kick Off,Philippe Coutinho Correia,3501.0,Left Wing,2,Liverpool,24,['14abedfc-9a54-4d77-bfa6-7aa1558c31a9'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.752,Pass,
,,,,,,,,,,,,,,,,,,1.414963,,,,,,,,,,,2bda330b-3033-46c7-a727-be760006a1e2,8,,"[60.6, 46.3]",3754208,0,,,,2.0533097,,Right Foot,,,,"[45.2, 75.7]",,Ground Pass,,33.189156,,,,Nathaniel Edwin Clyne,4590.0,,,,,,1,From Kick Off,Roberto Firmino Barbosa de Oliveira,3535.0,Center Forward,2,Liverpool,24,['e9b2b0be-004d-4188-8e65-34899f4d07b1'],2,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:02.944,Pass,
,,,,,,,,,,,,,,,,,,1.075916,,,,,,,,,,,8f3c4f3f-756d-4e2e-84ea-b1e00857ba6b,11,,"[45.2, 77.2]",3754208,0,,,,0.030759526,,Right Foot,,,,"[51.7, 77.4]",,Ground Pass,,6.503076,,,,James Philip Milner,3473.0,,,,,,1,From Kick Off,Nathaniel Edwin Clyne,4590.0,Right Back,2,Liverpool,24,['33cf86a0-67b4-45b7-9816-c392b6bcead8'],5,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:05.059,Pass,
,,,,,,,,,,,,,,,,,,0.741705,,,,,,,,,,,9812bcbe-5219-4ead-b96c-17c875234f57,13,,"[51.7, 77.4]",3754208,0,,,,-3.0124454,,Right Foot,,,,"[44.0, 76.4]",,Ground Pass,,7.7646637,,,,Nathaniel Edwin Clyne,4590.0,,,,,,1,From Kick Off,James Philip Milner,3473.0,Right Center Midfield,2,Liverpool,24,['50283f0d-237a-4c63-8c26-05e3499f2c86'],6,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:06.135,Pass,
,,,,,,,,,,,,,,,,,,1.922874,,,,,,,,,,,9f5644c9-29ea-49c8-9353-a42cc2bdd798,16,,"[44.0, 75.9]",3754208,0,,,,-2.3534548,,Right Foot,,,,"[25.8, 57.6]",,Ground Pass,,25.809494,,,,Martin Škrtel,18872.0,,,,,,1,From Kick Off,Nathaniel Edwin Clyne,4590.0,Right Back,2,Liverpool,24,['39904c87-1172-42dd-9c5d-d2a5ac9bea83'],7,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:07.282,Pass,
,,,,,,,,,,,,,,,,,,2.571459,,,,,,,,,,,7bdb6027-df2c-413b-a8c2-9f0b86f336cb,19,,"[27.4, 53.5]",3754208,0,,,,-1.564239,,Right Foot,,,,"[27.6, 23.0]",,Ground Pass,,30.500656,,,,Dejan Lovren,3471.0,,,,,,1,From Kick Off,Martin Škrtel,18872.0,Right Center Back,2,Liverpool,24,['fded58c1-11c9-44a4-8ea7-bc390a285a89'],10,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:10.178,Pass,
,,,,,,,,,,,,,,,,,,1.113466,,,,,,,,,,,544ceec6-3637-49fd-83c1-dba565289a4e,22,,"[28.2, 24.7]",3754208,0,,,,-0.3754623,,Right Foot,,,,"[41.9, 19.3]",,Ground Pass,,14.725827,,,,Emre Can,3493.0,,,,,,1,From Kick Off,Dejan Lovren,3471.0,Left Center Back,2,Liverpool,24,['24d55df3-6114-47fc-aa1f-e53ec9dc03ee'],13,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:13.121,Pass,
,,,,,,,,,,,,,,,,,,1.264323,,,,,,,,,,,fa50f6fd-37d1-41de-bfaf-325ab46dc2c8,26,,"[49.2, 10.1]",3754208,0,,,,0.4918092,,Left Foot,,,,"[66.0, 19.1]",,Ground Pass,,19.058857,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Kick Off,Emre Can,3493.0,Left Center Midfield,2,Liverpool,24,['7128a796-5d6d-4aed-b1ee-a5d848b9da95'],16,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:16.767,Pass,
,,,,,,,,,,,,,,,,,,3.628817,,,,,,,,,,,f1e41bb1-ee41-45f5-82f6-c22c78e3b8fb,30,,"[64.6, 21.4]",3754208,0,,,,0.47921056,,Right Foot,,,,"[105.4, 42.6]",,Low Pass,,45.979126,,Incomplete,,Adam David Lallana,4090.0,,,,,,1,From Kick Off,Philippe Coutinho Correia,3501.0,Left Wing,2,Liverpool,24,"['1209be4e-b87f-4c42-8373-56ae40e50f7e', '80510035-230f-45c0-82c7-ceba2382fc89', 'bae3bfa2-edce-4b25-9ee9-167e8ed727a2']",18,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:18.851,Pass,True
,,,,,,,,,,,,,,,,,,1.767751,,,,,,,,,,,79bf79f7-c061-4db0-910c-eb27e1ab3d07,34,,"[13.9, 41.1]",3754208,0,,,,1.2145767,,Keeper Arm,,,,"[20.3, 58.3]",,Ground Pass,,18.352112,,,,Martín Gastón Demichelis,19288.0,,,,,,1,Regular Play,Joe Hart,3291.0,Goalkeeper,3,Manchester City,36,['81b32099-1227-4057-aaf2-9efdbe11ad35'],27,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:27.598,Pass,
,,,,,,,,,,,,,,,,,,1.369122,,,,,,,,,,,03113fdf-bdf9-43a5-bde9-dd1fc91681cd,37,,"[27.9, 59.2]",3754208,0,,,,-0.23519637,,Right Foot,,,,"[49.6, 54.0]",,Ground Pass,,22.314344,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Martín Gastón Demichelis,19288.0,Right Center Back,3,Manchester City,36,['f9e8b543-e2ae-49f6-b22d-320ac65c3742'],32,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:32.447,Pass,
,,,,,,,,,,,,,,,,,,1.412683,,,,,,,,,,,e12d7b60-6a18-4b53-91e1-1259ff3ff581,40,,"[49.6, 53.5]",3754208,0,,,,2.5167718,,Right Foot,,,,"[33.1, 65.4]",,Ground Pass,,20.34355,,,,Martín Gastón Demichelis,19288.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,3,Manchester City,36,['8b87c985-cd7e-4174-9a00-43e3d7d58033'],33,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:33.936,Pass,
,,,,,,,,,,,,,,,,,,1.381173,,,,,,,,,,,836300f4-588e-4dfe-b66e-7c0ff5ac0909,43,,"[33.9, 70.7]",3754208,0,,,,0.27753162,,Right Foot,,,,"[51.1, 75.6]",,Ground Pass,,17.88435,,,,Bacary Sagna,7110.0,,,,,,1,Regular Play,Martín Gastón Demichelis,19288.0,Right Center Back,3,Manchester City,36,['231809ca-cec7-454d-8f0b-2091a36b82d6'],35,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:35.994,Pass,
,,,,,,,,,,,,,,,,,,1.377816,,,,,,,,,,,b328c6f7-1101-48f6-ba3e-192e33322c3c,47,,"[57.0, 75.4]",3754208,0,,,,-0.8172714,,Right Foot,,,,"[73.7, 57.6]",,Ground Pass,,24.407581,,,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,1,Regular Play,Bacary Sagna,7110.0,Right Back,3,Manchester City,36,"['09377459-0040-48b1-bd48-4ca3b553a776', '71fbc67d-4a44-4827-bb2f-b06cd8a70314']",38,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:38.349,Pass,True
,,,,,,,,,,,,,,,,,,0.962487,,,,,,,,,,,a69653e8-483d-4823-ad07-a161a2e2d0e3,50,,"[73.7, 56.7]",3754208,0,,,,3.088545,,Right Foot,,,,"[62.4, 57.3]",,Ground Pass,,11.315918,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,3,Manchester City,36,['51b0ea1b-bdb9-4728-8d11-997102570612'],39,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:39.807,Pass,
,,,,,,,,,,,,,,,,,,0.992921,,,,,,,,,,,abcfa73b-e2b5-49c4-b31d-61595435e705,54,,"[63.0, 54.9]",3754208,0,,,,-2.0589147,,Right Foot,,,,"[57.0, 43.6]",,Ground Pass,,12.794139,,,,Fernando Francisco Reges,16003.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,3,Manchester City,36,['df082a36-8263-4ae3-a64b-668cc7a71bbd'],41,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:41.519,Pass,
,,,,,,,,,,,,,,,,,,1.267543,,,,,,,,,,,34599aba-b7cc-42d0-82c9-74926b4ed81b,57,,"[55.2, 43.6]",3754208,0,,,,2.0214577,,Left Foot,,,,"[52.2, 49.8]",,Ground Pass,,6.88767,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Fernando Francisco Reges,16003.0,Left Defensive Midfield,3,Manchester City,36,['10a5765f-b566-4180-89e2-0c75cbbe3a5c'],42,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:42.592,Pass,
,,,,,,,,,,,,,,,,,,4.416843,,,,,,,,,,,33167bbe-9351-447c-b1bf-015a53cbb0df,61,,"[55.4, 48.1]",3754208,0,,,,-1.0047414,,Left Foot,,,,"[85.9, 0.1]",,High Pass,,56.87047,,Out,,Aleksandar Kolarov,5596.0,,True,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,3,Manchester City,36,"['90a2bfbd-eb58-4fa4-a378-8f2940d7d293', '9c54f028-c15d-4072-a83e-e0749e58d481']",44,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:44.564,Pass,True
,,,,,,,,,,,,,,,,,,1.086367,,,,,,,,,,,04b135e4-4a0e-49df-9a12-c96fca4ac3d3,63,,"[29.0, 80.0]",3754208,1,,,,-0.9167136,,,,,,"[31.3, 77.0]",,Low Pass,,3.7802117,,,,Adam David Lallana,4090.0,,,,,Throw-in,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,4,Liverpool,24,['7e296df9-b512-4b1c-b828-9b3b30157adf'],2,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:02.085,Pass,
,,,,,,,,,,,,,,,,,,0.725634,,,,,,,,,,,703f2904-91e7-4391-a42d-ae98b4ab1f60,66,,"[31.7, 77.5]",3754208,1,,,,2.9229238,,Right Foot,,,,"[24.5, 79.1]",,Low Pass,,7.3756356,,,,Nathaniel Edwin Clyne,4590.0,,,,,,1,From Throw In,Adam David Lallana,4090.0,Right Wing,4,Liverpool,24,['86d8c370-9463-4983-93a7-17db5e919857'],3,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:03.261,Pass,
,,,,,,,,,,,,,,,,,,2.620585,,,,,,,,,,,3bb6a96f-bef4-45b7-b045-21daafdc1838,69,,"[25.2, 78.9]",3754208,1,,,,-0.2571414,,Right Foot,,,,"[52.2, 71.8]",,High Pass,,27.917915,,Incomplete,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,4,Liverpool,24,"['16613ccd-7cec-4cd3-a451-7f2b1d5b9c6a', 'f511d506-1b26-42a4-8c35-60b12e75e0f8']",4,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:04.328,Pass,
,,,,,,,,,,,,,,,,,,1.096285,,,,,,,,,,,16613ccd-7cec-4cd3-a451-7f2b1d5b9c6a,71,,"[67.9, 8.3]",3754208,1,,,True,-0.28605145,,,,,,"[74.7, 6.3]",,High Pass,,7.088018,,Incomplete,,Fernando Francisco Reges,16003.0,,,,,Recovery,1,From Throw In,Eliaquim Mangala,3389.0,Left Center Back,4,Liverpool,24,"['1a5e7d73-d324-4765-9079-6088ee017dab', '2b74a705-5c64-4731-b4bc-c515f7d899c9', '3bb6a96f-bef4-45b7-b045-21daafdc1838', 'd75d06b9-4f67-431e-bfcf-5a1b9344bac2']",6,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:06.948,Pass,True
,,,,,,,,,,,,,,,,,,1.899393,,,,,,,,,,,1a5e7d73-d324-4765-9079-6088ee017dab,74,,"[45.4, 73.8]",3754208,1,,,,-0.22740234,,Head,,,,"[57.5, 71.0]",,High Pass,,12.419743,,Incomplete,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,Recovery,1,From Throw In,James Philip Milner,3473.0,Right Center Midfield,4,Liverpool,24,"['0ee13494-06c0-4d15-8b6a-2a2f0a7da43c', '1368d957-5d77-4005-bdc4-b2c9aa90c93e', '16613ccd-7cec-4cd3-a451-7f2b1d5b9c6a']",8,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:08.045,Pass,
,,,,,,,,,,,,,,,,,,1.464916,,,,,,,,,,,0ee13494-06c0-4d15-8b6a-2a2f0a7da43c,77,,"[62.6, 9.1]",3754208,1,,,True,-0.11542666,,,,,,"[69.5, 8.3]",,Low Pass,,6.946222,,Incomplete,,Fernando Francisco Reges,16003.0,,,,,Recovery,1,From Throw In,Eliaquim Mangala,3389.0,Left Center Back,4,Liverpool,24,"['1a5e7d73-d324-4765-9079-6088ee017dab', '46d93e45-68f0-4e40-af91-f3130d23c593', '88a4de6a-52b0-4fa4-859a-e6dd6dbfe413', 'd2f14465-86fb-4729-acad-f37a380e97a8']",9,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:09.944,Pass,True
,,,,,,,,,,,,,,,,,,1.355688,,,,,,,,,,,63c4e9ce-672c-4230-8815-75beb5f98c8a,91,,"[64.3, 8.8]",3754208,1,,,,0.62548506,,Right Foot,,,,"[67.9, 11.4]",,Ground Pass,,4.4407206,,,,Kevin De Bruyne,3089.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,5,Manchester City,36,"['8e007dcc-113e-45e8-ac02-fc73853efb8e', 'ce2d7246-5321-40b6-9602-886b204dfff9']",15,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:15.726,Pass,True
,,,,,,,,,,,,,,,,,,0.259991,,,,,,,,,,,bd4c825d-feca-48bf-9aac-af99229681d5,94,,"[70.6, 18.8]",3754208,1,,,,0.6816058,,Right Foot,,,,"[75.9, 23.1]",,Ground Pass,,6.824954,,Incomplete,,Jesús Navas González,6821.0,,,,,,1,Regular Play,Kevin De Bruyne,3089.0,Center Attacking Midfield,5,Manchester City,36,"['47d27918-f602-4ec6-a4b2-69b5296c6b93', 'a46b7fdd-2604-49a1-999d-d7e5f85b1464']",17,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:17.972,Pass,
,,,,,,,,,,,,,,,,,,2.270806,,,,,,,,,,,e45a6a94-da9f-4db7-8a2e-1508798cefb9,99,,"[75.5, 24.8]",3754208,1,,,,1.2890816,,Right Foot,,,,"[87.8, 67.3]",,High Pass,,44.244095,,,,Jesús Navas González,6821.0,,True,,,,1,Regular Play,Kevin De Bruyne,3089.0,Center Attacking Midfield,5,Manchester City,36,['6ff67abd-497c-40e0-954c-1e5128dccc1d'],19,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:19.418,Pass,
,,,,,,,,,,,,,,,,,,1.398723,,,,,,,,,,,46ec2fb7-f1b7-4838-9c32-e316b06b249d,103,,"[96.2, 74.6]",3754208,1,,,,0.25682646,,Right Foot,,,,"[106.1, 77.2]",,Ground Pass,,10.235722,,,,Bacary Sagna,7110.0,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Wing,5,Manchester City,36,['0e013947-78dc-471a-ab86-8037fa95006f'],26,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:26.043,Pass,
,,,,,,,,,,,,,,,,,,1.17538,,,,,,,,,,,64300aed-da55-49a5-9327-d47a4e4e102a,106,,"[110.7, 76.8]",3754208,1,,,,-1.8582596,,Right Foot,,,,"[107.3, 65.3]",,Ground Pass,,11.992081,,,,Kevin De Bruyne,3089.0,,,,,,1,Regular Play,Bacary Sagna,7110.0,Right Back,5,Manchester City,36,['8be670be-7d3f-43c4-ba56-15ffe5cbf2b5'],27,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:27.522,Pass,
,,,,,,,,,,,,,,,,,,0.219525,,,,,,,,,,,b3b63f18-0436-498f-a5d0-6079d144f51a,118,,"[118.5, 75.4]",3754208,1,,,,-1.5707964,,Right Foot,,,,"[118.5, 70.3]",,Ground Pass,,5.1,,Incomplete,,,,,,,,,1,Regular Play,Kevin De Bruyne,3089.0,Center Attacking Midfield,5,Manchester City,36,['e4050314-3cd8-449f-83b3-bf23b9da40d4'],34,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:34.023,Pass,
,,,,,,,,,,,,,,,,,,3.117601,,,,,,,,,,,68636d37-1e68-4057-8407-b18bf455ce70,123,,"[3.4, 13.7]",3754208,1,,,,0.27179217,,Left Foot,,,,"[52.2, 27.3]",,High Pass,,50.65965,,Incomplete,,,,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,5,Manchester City,36,"['1d7f39aa-adb2-4ab0-ad8a-3db62bd1112d', '7306daf4-df45-47d5-97d4-d25ed83bc650']",37,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:37.017,Pass,True
,,,,,,,,,,,,,,,,,,1.297701,,,,,,,,,,,0634276c-fae6-433b-b8f6-abb384813603,126,,"[63.2, 33.6]",3754208,1,,,,-1.1419406,,Left Foot,,,,"[77.1, 3.2]",,Ground Pass,,33.427086,,,,Aleksandar Kolarov,5596.0,,,,,,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,5,Manchester City,36,['e24eb5d7-8276-4150-bdbf-7192a00e0a30'],43,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:43.218,Pass,
,,,,,,,,,,,,,,,,,,1.444591,,,,,,,,,,,b0fb00a1-ebed-41f4-b2a7-d6fa5aadca46,130,,"[80.7, 1.4]",3754208,1,,,,2.5408788,,Left Foot,,,,"[75.3, 5.1]",,Ground Pass,,6.545991,,,,Raheem Sterling,3233.0,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,5,Manchester City,36,['d99c598f-ad39-4da8-acb5-c577c91b8064'],47,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:47.590,Pass,
,,,,,,,,,,,,,,,,,,2.337185,,,,,,,,,,,44f651a2-3958-4dc0-abca-fd0dc4c8023d,134,,"[70.2, 6.3]",3754208,1,,,,2.7588491,,Right Foot,,,,"[54.8, 12.5]",,Ground Pass,,16.601204,,,,Eliaquim Mangala,3389.0,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,5,Manchester City,36,['0c6195ce-112b-4b16-8b53-9e8d4286a1f4'],49,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:49.726,Pass,
,,,,,,,,,,,,,,,,,,2.849233,,,,,,,,,,,411f1e2b-2f0a-4f19-8556-f9e1e6cb09ec,138,,"[50.0, 19.0]",3754208,1,,,,2.9056344,,Left Foot,,,,"[13.4, 27.8]",,Ground Pass,,37.64306,,,,Joe Hart,3291.0,,,,,,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,5,Manchester City,36,['47b5bc5e-c07a-46f1-8b17-a1ebc9fe3038'],53,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:53.397,Pass,
,,,,,,,,,,,,,,,,,,1.645458,,,,,,,,,,,c2519256-e6c5-4e10-a493-7a22978d2b65,141,,"[13.0, 30.5]",3754208,2,,,,1.3569058,,Right Foot,,,,"[18.3, 54.9]",,Ground Pass,,24.96898,,,,Martín Gastón Demichelis,19288.0,,,,,,1,Regular Play,Joe Hart,3291.0,Goalkeeper,5,Manchester City,36,['76a44a81-e391-4eca-a557-ead1504781aa'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:00.064,Pass,
,,,,,,,,,,,,,,,,,,1.775681,,,,,,,,,,,f246849d-5dbd-44ed-9827-6eac8fc0ae55,144,,"[27.9, 51.0]",3754208,2,,,,-1.5500381,,Right Foot,,,,"[28.5, 22.1]",,Ground Pass,,28.906227,,,,Eliaquim Mangala,3389.0,,,,,,1,Regular Play,Martín Gastón Demichelis,19288.0,Right Center Back,5,Manchester City,36,['2e4e29f3-cdb9-43a8-ae93-c6a43080685f'],4,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:04.996,Pass,
,,,,,,,,,,,,,,,,,,1.650505,,,,,,,,,,,d93d2814-30c9-4680-b584-0873479d0d9d,148,,"[29.8, 27.2]",3754208,2,,,,1.783605,,Left Foot,,,,"[25.5, 47.1]",,Ground Pass,,20.359274,,,,Martín Gastón Demichelis,19288.0,,,,,,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,5,Manchester City,36,['a2f05b93-38b1-49d8-84b7-89f155428022'],8,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:08.188,Pass,
