50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,0edab8dd-69a2-4ee5-a3cb-37be04715063,2134,,,"[105.9, 52.7]",3754255,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Martin Škrtel,18872.0,Right Center Back,98,Liverpool,24,['31e36776-5e67-4d1c-8369-c5531c560dae'],29,,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:29.303,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,40302ba5-502e-43b7-acbd-638c9ef4901a,2138,,,"[83.7, 5.0]",3754255,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,José Salomón Rondón Giménez,4041.0,Center Forward,99,West Bromwich Albion,27,['dbc942b8-da9f-4a7c-9360-b3cdf2b2f75b'],6,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:06.927,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,f4a5ec42-03ab-4406-a0b5-38e6ecf487af,2142,,,"[17.8, 48.5]",3754255,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dejan Lovren,3471.0,Left Center Back,100,Liverpool,24,['eca2e30e-3f5a-4b23-867d-d9a07700c466'],10,,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:10.585,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,fcaf9bcd-1a29-472e-9d32-e8e010d567b8,2145,,,"[14.9, 19.2]",3754255,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,100,Liverpool,24,['5fc853fa-da0b-4866-a1ce-468aba626f33'],14,,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:14.991,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,a616f2ee-6f27-408e-a8ce-bad8c825b681,2148,,,"[50.9, 24.3]",3754255,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,100,Liverpool,24,['1806e43e-25f7-49ef-92e7-87981443c60b'],17,,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:17.639,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,1145ff71-e47c-479e-84d6-dc8fb17eaee8,2153,,,"[70.9, 69.7]",3754255,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Darren Fletcher,4022.0,Right Center Midfield,101,West Bromwich Albion,27,['fc6bdf60-d6e8-493d-be12-1b1733fd69ae'],19,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:19.781,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,704821cf-d5e8-4f71-98e8-487fcd0d8cbb,2156,,,"[91.0, 76.1]",3754255,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Salomón Rondón Giménez,4041.0,Center Forward,102,West Bromwich Albion,27,['3ba7ac6f-fc29-41e9-9944-25e252e9b257'],40,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:40.271,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,fac655e9-6d89-4d6e-9c55-166a533892e4,2158,,,"[41.9, 5.4]",3754255,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,102,West Bromwich Albion,27,['2a267295-a6c6-49bc-8e55-465165e85268'],41,,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:41.761,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,f2c6be25-f023-47e2-9a66-573e3901ad65,2162,,,"[83.9, 74.5]",3754255,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Salomón Rondón Giménez,4041.0,Center Forward,102,West Bromwich Albion,27,"['472abc1c-ebb5-45c5-8f0e-ac5c641956c7', 'edd52542-1a39-4aca-9801-b88c232d6ecc']",42,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:10:42.644,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,ec0bd659-1928-42b7-bdf1-0c7d0c070c8c,2170,,,"[18.9, 24.0]",3754255,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Martin Škrtel,18872.0,Right Center Back,104,Liverpool,24,['2ad7f575-093a-4f7d-8096-dfefb578996e'],50,,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:50.387,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,b647a19b-08f1-4a55-8d71-92342d8ddf08,2173,,,"[35.8, 60.9]",3754255,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nathaniel Edwin Clyne,4590.0,Right Back,104,Liverpool,24,['5bff9fae-43b2-4a08-8acb-e52056465c3f'],53,,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:53.778,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,314645ce-48e6-45cf-84a3-01513f25ec2f,2176,,,"[26.8, 49.4]",3754255,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Martin Škrtel,18872.0,Right Center Back,104,Liverpool,24,['2a50512f-eab9-4319-9977-e3140869a91d'],57,,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:57.177,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,e0f870ef-422e-4754-b8c3-0c44c1f893ad,2179,,,"[42.5, 39.7]",3754255,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Emre Can,3493.0,Center Defensive Midfield,104,Liverpool,24,['f221983a-120d-40ba-b854-0d8ca6581658'],59,,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:59.104,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0a0acdc9-3c32-4e33-8806-1d2186ac0a2e,2182,,,"[50.0, 21.8]",3754255,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Dejan Lovren,3471.0,Left Center Back,104,Liverpool,24,['185c65d1-0e51-459d-a98b-9a889aeef8cb'],2,,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:02.987,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9e8b184b-62ea-49b6-8d3a-6f96ea9b3f6d,2185,,,"[69.3, 30.5]",3754255,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Christian Benteke Liolo,3380.0,Center Forward,104,Liverpool,24,['cbb9bb44-a087-4683-bab7-4cce4c6c8cda'],5,,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:05.640,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,d83aa7a7-6834-4c62-b210-cf4004bf23e9,2188,,,"[63.6, 38.9]",3754255,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Emre Can,3493.0,Center Defensive Midfield,104,Liverpool,24,['6a83a24f-1d9a-405c-8318-e665b802914b'],7,,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:07.572,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29220039-66ee-43ec-ba14-cc9d2cc20b38,2191,,,"[70.6, 60.0]",3754255,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nathaniel Edwin Clyne,4590.0,Right Back,104,Liverpool,24,['b557810e-f0bc-45f7-b230-b81c78fa73a0'],9,,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:09.232,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,85b4621a-00de-4678-a158-4f952e222213,2196,,,"[63.9, 66.3]",3754255,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nathaniel Edwin Clyne,4590.0,Right Back,104,Liverpool,24,['c49a88c8-4ad4-4b00-a8b8-36799cfac2db'],14,,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:14.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,42bc0f96-f0de-444e-bf1c-6d2edff23a08,2200,,,"[77.5, 62.5]",3754255,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordan Brian Henderson,3532.0,Right Center Midfield,104,Liverpool,24,['07537169-86d1-4c41-add0-df2e04cc61cc'],17,,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:17.451,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,57ef6ff0-6ebe-4578-b573-cbee75ce0bc2,2204,,,"[110.1, 48.9]",3754255,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Christian Benteke Liolo,3380.0,Center Forward,104,Liverpool,24,['6cf25d6c-e2ef-43fd-9898-9eb037fe9d94'],21,,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:21.270,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,cebed6b4-ae4e-4c82-bdc1-0282069315be,2206,,,"[76.7, 52.1]",3754255,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,José Salomón Rondón Giménez,4041.0,Center Forward,105,West Bromwich Albion,27,['e80116a7-14d7-4d3a-9e83-c3427fb54179'],54,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:11:54.838,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2c0d1a0f-7520-48f9-8e28-fdfa33c536bd,2209,,,"[55.7, 28.9]",3754255,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adam David Lallana,4090.0,Right Wing,106,Liverpool,24,['a5c6dc7e-302d-485f-930e-fcb55740eacc'],56,,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:56.126,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,87a49e26-70cc-406b-96b0-51cea620992c,2212,,,"[47.9, 31.6]",3754255,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordan Brian Henderson,3532.0,Right Center Midfield,106,Liverpool,24,['207ac328-a255-45b8-aa15-0b5d4f52b57f'],57,,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:57.039,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,8c1e9cd5-4584-4b23-ad9c-3c744d3060c3,2215,,,"[42.7, 62.6]",3754255,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,106,Liverpool,24,['3af2ca61-e4f7-48b2-9194-1f63f6059bad'],59,,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:59.654,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,363de77a-dd81-4987-8b0d-228ab37b0488,2218,,,"[35.6, 41.2]",3754255,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,106,Liverpool,24,['fb9a5ec3-999e-4829-abe5-7b140cdd8c27'],2,,,,,,,,,,,,,,,,,,,Liverpool,24,00:12:02.988,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,82e547ba-236b-49a1-933b-694d751a88bf,2221,,,"[36.2, 19.5]",3754255,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dejan Lovren,3471.0,Left Center Back,106,Liverpool,24,['096aafa5-afb9-4931-8cc3-8078f94650ff'],4,,,,,,,,,,,,,,,,,,,Liverpool,24,00:12:04.822,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,d930810b-8ed7-4123-b5c1-aae6c3b91a6b,2224,,,"[41.0, 4.0]",3754255,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,106,Liverpool,24,['77e5ea8a-28b2-4164-b956-19f7239ff5ff'],6,,,,,,,,,,,,,,,,,,,Liverpool,24,00:12:06.919,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,855850cd-042c-4853-a42e-e10b897aba3c,2227,,,"[42.7, 21.8]",3754255,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emre Can,3493.0,Center Defensive Midfield,106,Liverpool,24,['6195f0d1-4083-4f91-a221-33151a5e002b'],8,,,,,,,,,,,,,,,,,,,Liverpool,24,00:12:08.998,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,e2fb7963-2806-4e41-a80b-8393d19a9130,2230,,,"[48.4, 2.3]",3754255,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,James Philip Milner,3473.0,Left Center Midfield,106,Liverpool,24,['4561d082-8266-48b1-81ce-cbc45ff9df38'],11,,,,,,,,,,,,,,,,,,,Liverpool,24,00:12:11.879,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,39180ae1-e96a-4945-b1e3-748b0053c3f5,2232,,,"[70.3, 71.5]",3754255,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,James Morrison,3490.0,Left Center Midfield,107,West Bromwich Albion,27,['b842fd43-af6d-4597-a5bd-b4a97d3105f8'],29,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:12:29.719,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,86f21281-d296-4dd8-8bc7-0dfff894b8a4,2236,,,"[63.8, 76.3]",3754255,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Craig Dawson,3523.0,Right Back,107,West Bromwich Albion,27,"['17242a19-9e07-473f-98c2-43de921d2e81', '6723a1b5-a6d4-424e-b112-27648ee12c1e']",30,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:12:30.818,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,b3fc135c-71b3-48c4-a7c5-16ab88a72fbd,2239,,,"[98.9, 76.8]",3754255,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Craig Gardner,9485.0,Right Midfield,107,West Bromwich Albion,27,['badd3415-5dcb-44e3-9fc6-3e9fcceb7b25'],33,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:12:33.562,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,c96ba6d0-35be-4e5c-8879-6cdf6a9d6cb3,2245,,,"[64.9, 18.6]",3754255,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,108,Liverpool,24,['82203c73-8e54-424e-828a-f8aa135639bb'],40,,,,,,,,,,,,,,,,,,,Liverpool,24,00:12:40.196,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,abe81460-947e-4172-8495-97cf6cbb5269,2251,,,"[73.5, 13.8]",3754255,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,108,Liverpool,24,['cc09b5f8-1619-4330-b08c-d45dfe3ca949'],43,,,,,,,,,,,,,,,,,,,Liverpool,24,00:12:43.931,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,c0749109-4631-4330-93ee-0c0184851de3,2255,,,"[116.2, 9.6]",3754255,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,James Philip Milner,3473.0,Left Center Midfield,108,Liverpool,24,"['aafeb7a1-7698-483f-a580-34665c8e47ab', 'c8bd3177-9b22-4dbd-b0b8-d01b6c26dbfc']",48,,,,,,,,,,,,,,,,,,,Liverpool,24,00:12:48.753,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,2bb21e39-38b0-4d37-8c7e-acd21f247580,2261,,,"[114.7, 9.2]",3754255,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,James Philip Milner,3473.0,Left Center Midfield,109,Liverpool,24,"['afd2819e-5c52-42a1-aaf0-50b7a267cd90', 'e8df8c62-659c-4281-b9f4-cd88f9901309']",15,,,,,,,,,,,,,,,,,,,Liverpool,24,00:13:15.518,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,d65e8b45-5bc5-4d6b-ac5d-93bb1354b3f2,2264,,,"[104.9, 3.5]",3754255,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,109,Liverpool,24,['e7345cf7-292c-45bd-b084-7a25820e1e5a'],18,,,,,,,,,,,,,,,,,,,Liverpool,24,00:13:18.055,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,e0c4850f-5587-48f4-8718-197a6d9864dc,2267,,,"[99.2, 8.6]",3754255,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,109,Liverpool,24,['48b51741-2707-4b8c-bee0-622fa61e4983'],18,,,,,,,,,,,,,,,,,,,Liverpool,24,00:13:18.984,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,f591eac7-809d-417b-ab7f-16bd8168878b,2270,,,"[104.2, 23.2]",3754255,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emre Can,3493.0,Center Defensive Midfield,109,Liverpool,24,['41ff5900-df21-4aa2-a3aa-2da78791e0f7'],20,,,,,,,,,,,,,,,,,,,Liverpool,24,00:13:20.786,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,c6f01db8-a907-4508-b7af-836309ae1740,2274,,,"[92.1, 27.4]",3754255,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordan Brian Henderson,3532.0,Right Center Midfield,109,Liverpool,24,['52bcc026-e14b-43e9-a262-9f78af8a919a'],25,,,,,,,,,,,,,,,,,,,Liverpool,24,00:13:25.399,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15594e78-e00e-4acf-8322-26c876131e66,2279,,,"[71.3, 71.9]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Craig Dawson,3523.0,Right Back,110,West Bromwich Albion,27,['983603b9-7453-4aae-be98-e31d18fb04c2'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:14:00.137,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,c843bed0-ea08-4eb1-9660-786a67692f21,2282,,,"[65.1, 9.8]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Christian Benteke Liolo,3380.0,Center Forward,110,West Bromwich Albion,27,['52178ae0-c608-464f-bd30-666547047597'],5,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:05.395,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,cfd01bc6-e7f3-4153-817a-caf87cdb1bf7,2285,,,"[56.5, 60.6]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jonathan Grant Evans,11012.0,Center Defensive Midfield,110,West Bromwich Albion,27,['367a6530-86c4-4b18-9fdf-baedf4a4fd33'],6,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:14:06.749,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,6f0f5507-83e0-403a-82cb-b1d2172a7442,2288,,,"[78.8, 62.5]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,José Salomón Rondón Giménez,4041.0,Center Forward,110,West Bromwich Albion,27,['0f063bee-842f-42a4-8d76-dc8d3289d542'],8,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:14:08.023,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,a726fc04-fe89-41e3-afbf-ab72d5d58c5e,2290,,,"[42.5, 4.6]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,111,Liverpool,24,['8f844a23-0f7c-4e8c-89fe-ccc192e41592'],9,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:09.012,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,50501cda-1e9b-4213-abf6-3be1a5631ac9,2293,,,"[33.7, 56.3]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,111,Liverpool,24,['217c575a-264d-4b18-b2e6-9498909f0f28'],14,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:14.062,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,814b3575-0038-4f38-aceb-2f3667903de6,2296,,,"[21.2, 48.5]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,111,Liverpool,24,['01f64532-0e4c-44d4-bfa0-ca30aca49cf5'],16,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:16.804,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,61012d77-3501-40b8-ae55-cef5d5679f89,2299,,,"[93.4, 17.4]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,111,Liverpool,24,['1ec6a1fe-e242-4646-b080-8e897723c34f'],22,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:22.701,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,5d32a3e0-f147-4ed4-9810-98c7f88cfdb6,2302,,,"[95.3, 16.5]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,111,Liverpool,24,['710d795f-da8c-49cb-ab59-3b63e239f70a'],26,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:26.931,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,7572f3b3-3bc9-41a1-ac8b-21e19c66fddb,2305,,,"[85.4, 6.1]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,James Philip Milner,3473.0,Left Center Midfield,112,Liverpool,24,['bc595749-44ec-45d0-a045-72f263c93894'],34,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:34.319,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9fbef9c6-20bc-4763-b7a2-616948b6cb8f,2308,,,"[84.2, 2.3]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,112,Liverpool,24,['0728aec2-e77a-4bf6-992b-1d5c2aab0b2c'],35,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:35.427,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,5182b9d9-8bbd-455a-8525-fd6af08c19c5,2311,,,"[103.2, 28.6]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Christian Benteke Liolo,3380.0,Center Forward,112,Liverpool,24,['974e3c88-5957-4ef6-b564-fb0ddfd97b9e'],40,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:40.573,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,9627f3bc-3dc8-4936-97f9-06bf3cb2cba5,2316,,,"[43.7, 40.4]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,James Morrison,3490.0,Left Center Midfield,112,Liverpool,24,['59520118-880b-4b0a-b71d-dc105dc43d76'],49,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:14:49.046,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ef42dad8-8676-47c2-a788-1894e4db8f24,2318,,,"[71.8, 65.5]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,112,Liverpool,24,['e59dcfad-4aa9-47bc-bc7a-209cad674168'],50,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:50.696,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,c37f9399-4ec6-4f5e-971d-e99e2efcaa32,2321,,,"[92.3, 55.7]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adam David Lallana,4090.0,Right Wing,112,Liverpool,24,['f1454f04-4983-4703-b3b8-a494eb30f262'],52,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:52.091,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,c95983da-33e5-4f56-8a23-956c664da5b7,2324,,,"[84.4, 68.8]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordan Brian Henderson,3532.0,Right Center Midfield,113,Liverpool,24,['3063e8f7-efea-4071-9a0a-660a5b9c153d'],57,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:57.829,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,bf359594-170e-4c27-81d5-7345f3331545,2328,,,"[77.5, 76.0]",3754255,59,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,113,Liverpool,24,"['4576e998-48a0-49f3-b0e1-f037079990f2', '5350f2a5-57ae-4f2b-85bf-f67897d7678a']",59,,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:59.030,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,b4b7ae72-d924-476f-ad4a-c92956367f0a,2331,,,"[52.1, 67.8]",3754255,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martin Škrtel,18872.0,Right Center Back,113,Liverpool,24,['60336cef-845b-45ba-869f-5675bb44ffad'],1,,,,,,,,,,,,,,,,,,,Liverpool,24,00:15:01.896,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,b3f681b4-e12a-4e6c-bf67-ffe8bca2952e,2334,,,"[63.4, 55.2]",3754255,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordan Brian Henderson,3532.0,Right Center Midfield,113,Liverpool,24,['4d08a902-897c-4710-9926-1f9d2c046ae3'],3,,,,,,,,,,,,,,,,,,,Liverpool,24,00:15:03.362,Ball Receipt*,
