50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c1e46205-ce0a-42a2-8a77-a7a7cab75dce,1,,,,3754255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 37}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 3532, 'name': 'Jordan Brian Henderson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 4090, 'name': 'Adam David Lallana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3380, 'name': 'Christian Benteke Liolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool,24,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8cbe4c42-d836-4748-8f4a-4cd9c72ffb55,2,,,,3754255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8d6cc292-c4bd-42bf-9247-79b387428a67,3,,,,3754255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,['2c5cb6ce-b506-48f0-a932-f27f14adc29f'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2c5cb6ce-b506-48f0-a932-f27f14adc29f,4,,,,3754255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,['8d6cc292-c4bd-42bf-9247-79b387428a67'],0,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,887179f8-bceb-40fc-a773-f34b20b837ef,1832,,,,3754255,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,84,Liverpool,24,['54e83a88-f188-4ad0-88ec-fc5b2653a26e'],0,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,54e83a88-f188-4ad0-88ec-fc5b2653a26e,1833,,,,3754255,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,84,Liverpool,24,['887179f8-bceb-40fc-a773-f34b20b837ef'],0,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.658391,,,,,,,,,,,,0073ca4e-b2f0-4882-aa3e-06214558193a,5,,,"[60.0, 40.0]",3754255,0,,,,,1.1071488,,Right Foot,,,,"[60.1, 40.2]",,Ground Pass,,0.2236068,,,,,James Morrison,3490.0,,,,,Kick Off,1,From Kick Off,Darren Fletcher,4022.0,Right Center Midfield,2,West Bromwich Albion,27,['914a80d4-0820-4fb2-a1c2-73752b68bae5'],1,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:01.068,Pass,
,,,,,,,,,,,,,,,1.911063,,,,,,,,,,,,dab97a66-2f0d-4373-a65c-1c1673c7dbdc,8,,,"[61.0, 35.4]",3754255,0,,,,,-1.4691075,,Right Foot,,,,"[64.5, 1.1]",,Low Pass,,34.478107,,,,,Chris Brunt,3541.0,,,,,,1,From Kick Off,James Morrison,3490.0,Left Center Midfield,2,West Bromwich Albion,27,['beae1d83-6388-42d5-b269-ae3d51e8c9a7'],3,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:03.059,Pass,
,,,,,,,,,,,,,,,1.439077,,,,,,,,,,,,6e4368b5-6f22-48c5-878a-946b7e87a0d9,11,,,"[65.8, 1.1]",3754255,0,,,,,3.048297,,Left Foot,,,,"[48.7, 2.7]",,Ground Pass,,17.17469,,,,,Jonas Olsson,20527.0,,,,,,1,From Kick Off,Chris Brunt,3541.0,Left Back,2,West Bromwich Albion,27,['3f7e8d7e-27ef-44c4-935f-48e00929625a'],5,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:05.062,Pass,
,,,,,,,,,,,,,,,1.690522,,,,,,,,,,,,6a127d0c-5cd5-4fbf-8435-75789485168a,14,,,"[50.4, 2.0]",3754255,0,,,,,0.03844259,,Left Foot,,,,"[92.0, 3.6]",,High Pass,,41.630756,,,Incomplete,,James McClean,3514.0,,,,,,1,From Kick Off,Jonas Olsson,20527.0,Left Center Back,2,West Bromwich Albion,27,"['2ec18003-4079-4041-97ff-1a960da28f4e', 'fbc1ddcf-48ae-47c3-bb80-6d8c5474897f']",8,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:08.953,Pass,
,,,,,,,,,,,,,,,1.264859,,,,,,,,,,,,2ec18003-4079-4041-97ff-1a960da28f4e,16,,,"[28.1, 76.5]",3754255,0,,,,,-0.13313633,,Head,,,,"[50.5, 73.5]",,Low Pass,,22.6,,,Incomplete,,Jordan Brian Henderson,3532.0,,,,,Recovery,1,From Kick Off,Martin Škrtel,18872.0,Right Center Back,2,West Bromwich Albion,27,"['6a127d0c-5cd5-4fbf-8435-75789485168a', '7437d5cd-b1e4-46f7-8036-da854260261d', 'a0f3e631-4d4d-4a20-8312-8cb50ae0db84']",10,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:10.644,Pass,
,,,,,,,,,,,,,,,1.812608,,,,,,,,,,,,a48c897d-a5a1-4d1a-b3fd-0b841772837b,21,,,"[64.0, 22.9]",3754255,0,,,,,2.3833482,,Right Foot,,,,"[43.2, 42.6]",,Ground Pass,,28.648386,,,,,Gareth McAuley,3596.0,,,,,,1,From Kick Off,Jonathan Grant Evans,11012.0,Center Defensive Midfield,2,West Bromwich Albion,27,['c69cb68c-1ef2-461e-872c-283efe73daa6'],15,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:15.288,Pass,
,,,,,,,,,,,,,,,2.395952,,,,,,,,,,,,98cd65a2-d397-40f3-b4f0-d7d9ca97b8b0,24,,,"[47.6, 44.8]",3754255,0,,,,,-0.3277786,,Right Foot,,,,"[92.3, 29.6]",,High Pass,,47.213665,,,,,José Salomón Rondón Giménez,4041.0,,,,,,1,From Kick Off,Gareth McAuley,3596.0,Right Center Back,2,West Bromwich Albion,27,['16adbbab-e4c4-4953-9ac5-69f48ea68151'],19,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:19.320,Pass,
,,,,,,,,,,,,,,,2.430867,,,,,,,,,,,,b97c8ac8-62ff-4d6e-916c-58f3884f7dd6,26,,,"[92.3, 29.6]",3754255,0,,,,True,0.49445978,,,,,,"[103.8, 35.8]",,High Pass,,13.064838,,,Incomplete,,Craig Gardner,9485.0,,,,,,1,From Kick Off,José Salomón Rondón Giménez,4041.0,Center Forward,2,West Bromwich Albion,27,"['7280ca1d-eea2-4999-b34f-3c8016a68d4a', 'ba668372-dfdc-48a6-9c19-2a3c91b869b3', 'ffdb7d8d-466c-4a3b-90b0-7528654afa49']",21,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:21.716,Pass,True
,,,,,,,,,,,,,,,1.911267,,,,,,,,,,,,7280ca1d-eea2-4999-b34f-3c8016a68d4a,30,,,"[16.3, 44.3]",3754255,0,,,,True,2.6636603,,,,,,"[2.4, 51.5]",,High Pass,,15.654073,,,,,Simon Mignolet,3539.0,,,,,Recovery,1,Regular Play,Dejan Lovren,3471.0,Left Center Back,3,Liverpool,24,"['88794ecd-a5a0-4ee5-8ed2-14efb5d90971', 'b97c8ac8-62ff-4d6e-916c-58f3884f7dd6', 'cdf8773c-934a-41b1-9429-5e1c06a1be20']",24,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:24.147,Pass,True
,,,,,,,,,,,,,,,2.493512,,,,,,,,,,,,f7f557e4-7b44-4b63-a326-b97809aa77e5,33,,,"[5.2, 52.4]",3754255,0,,,,,-1.0608243,,Keeper Arm,,,,"[25.0, 17.0]",,Low Pass,,40.561066,,,,,Alberto Moreno Pérez,3515.0,,,,,,1,Regular Play,Simon Mignolet,3539.0,Goalkeeper,3,Liverpool,24,['7117f652-7510-4483-a427-89b3f8c54077'],29,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:29.251,Pass,
,,,,,,,,,,,,,,,1.636096,,,,,,,,,,,,2674efe4-5134-4ea3-9ff8-09ef2dde7c36,36,,,"[49.8, 9.3]",3754255,0,,,,,-0.07553171,,Left Foot,,,,"[68.3, 7.9]",,Ground Pass,,18.552896,,,,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,3,Liverpool,24,['48a0db35-3f76-4d96-b7b2-f089357ad4a6'],35,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:35.470,Pass,
,,,,,,,,,,,,,,,0.763318,,,,,,,,,,,,e4feaaab-6c55-4e98-9786-1975060405ec,39,,,"[66.8, 7.9]",3754255,0,,,,,1.0311236,,Right Foot,,,,"[78.6, 27.6]",,Ground Pass,,22.963667,,,,,James Philip Milner,3473.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,3,Liverpool,24,['021410c5-97a4-4c5a-8b5d-81e6cab8cf49'],37,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:37.146,Pass,
,,,,,,,,,,,,,,,0.401018,,,,,,,,,,,,643f078f-5dea-4108-aebb-6ed592a9b43a,42,,,"[78.6, 27.6]",3754255,0,,,,,-1.1978086,,Left Foot,,,,"[81.3, 20.7]",,Ground Pass,,7.4094534,,,,,Christian Benteke Liolo,3380.0,,,,,,1,Regular Play,James Philip Milner,3473.0,Left Center Midfield,3,Liverpool,24,['7bb5a121-6d54-4f45-9127-b64f5a3b49ab'],37,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:37.989,Pass,
,,,,,,,,,,,,,,,1.731181,,,,,,,,,,,,73ea9b17-62f9-40c6-ab92-2863a1ea48db,44,,,"[81.3, 20.7]",3754255,0,,,,,1.3466842,,Right Foot,,,,"[84.4, 34.3]",,Ground Pass,,13.948835,,,,,James Philip Milner,3473.0,,,,,,1,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,3,Liverpool,24,['4e9c9077-807a-456b-b149-2d9a74b0aa74'],38,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:38.391,Pass,
,,,,,,,,,,,,,,,1.631163,,,,,,,,,,,,798d2646-aa3a-4b2d-b225-36fc9a1db3fc,47,,,"[78.3, 35.2]",3754255,0,,,,,0.7976225,,Right Foot,,,,"[98.5, 55.9]",,Ground Pass,,28.922829,,,Incomplete,,Jordan Brian Henderson,3532.0,,,,,,1,Regular Play,James Philip Milner,3473.0,Left Center Midfield,3,Liverpool,24,"['0ad94f5a-73cf-4920-a6cb-c6a62ea8ef05', '466f1e18-af1a-47cd-8961-c82377ee68e9']",41,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:41.042,Pass,
,,,,,,,,,,,,,,,0.953366,,,,,,,,,,,,e7d2a484-0c3b-4e4f-9005-ec9d4e992339,52,,,"[35.7, 21.9]",3754255,0,,,,,-3.047851,,Left Foot,,,,"[24.0, 20.8]",,Ground Pass,,11.7515955,,,,,Jonas Olsson,20527.0,,,,,,1,Regular Play,Jonathan Grant Evans,11012.0,Center Defensive Midfield,3,Liverpool,24,['d33bec3b-68aa-4bcf-ac3a-6d56299eab6d'],47,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:47.933,Pass,
,,,,,,,,,,,,,,,2.641401,,,,,,,,,,,,d07072a2-d7c1-4889-a692-44d243862a1d,55,,,"[21.6, 22.2]",3754255,0,,,,,-0.36752403,,Left Foot,,,,"[79.0, 0.1]",,High Pass,,61.50748,,,Out,,,,,,,,,1,Regular Play,Jonas Olsson,20527.0,Left Center Back,3,Liverpool,24,,50,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:50.148,Pass,
,,,,,,,,,,,,,,,1.186349,,,,,,,,,,,,aca259c8-4b05-4eb4-918c-c4e814d0617e,56,,,"[38.3, 80.0]",3754255,0,,True,,,-2.819842,,,,,,"[26.9, 76.2]",,Low Pass,,12.016655,,,,,Martin Škrtel,18872.0,,,,,Throw-in,1,From Throw In,Emre Can,3493.0,Center Defensive Midfield,4,Liverpool,24,['4ac2ed80-2a3c-43dc-b187-90c2083a4d59'],57,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:57.906,Pass,
,,,,,,,,,,,,,,,1.093525,,,,,,,,,,,,6de2ab7b-ae2e-4843-b614-0ca66cf3d8fb,58,,,"[26.9, 76.2]",3754255,0,,,,,0.072040066,,Right Foot,,,,"[36.6, 76.9]",,Ground Pass,,9.7252245,,,,,Emre Can,3493.0,,,,,,1,From Throw In,Martin Škrtel,18872.0,Right Center Back,4,Liverpool,24,['2eaedf30-f31e-4888-b2c9-b85cb5f4c809'],59,,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:59.754,Pass,
,,,,,,,,,,,,,,,2.746513,,,,,,,,,,,,a0829e57-280b-4605-988f-6f29f857055a,61,,,"[37.3, 70.2]",3754255,1,,,,,-1.6269171,,Right Foot,,,,"[35.3, 34.6]",,Ground Pass,,35.656136,,,,,Dejan Lovren,3471.0,,,,,,1,From Throw In,Emre Can,3493.0,Center Defensive Midfield,4,Liverpool,24,['99ae92ce-3f0f-45a3-900e-a7bc470c3e9d'],1,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:01.693,Pass,
,,,,,,,,,,,,,,,1.207852,,,,,,,,,,,,fd2dd613-edd1-4ea0-8512-76ec7573886e,64,,,"[38.3, 34.6]",3754255,1,,,,,-1.1636634,,Right Foot,,,,"[49.9, 7.7]",,Ground Pass,,29.294538,,,,,Alberto Moreno Pérez,3515.0,,,,,,1,From Throw In,Dejan Lovren,3471.0,Left Center Back,4,Liverpool,24,['ca944bd5-a66b-4e4d-b5b1-0be22c13350a'],5,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:05.183,Pass,
,,,,,,,,,,,,,,,1.271113,,,,,,,,,,,,f8c8d370-43d8-44ca-a3e2-5d6a54d58ef9,68,,,"[49.4, 28.1]",3754255,1,,,,,-3.0258334,,Left Foot,,,,"[40.8, 27.1]",,Ground Pass,,8.657945,,,,,Dejan Lovren,3471.0,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,4,Liverpool,24,"['4d01381b-2a3b-434b-8212-eed4b85e07a3', '4d7b1caf-a3e0-47eb-9604-1d3ca5562896']",8,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:08.504,Pass,True
,,,,,,,,,,,,,,,1.626931,,,,,,,,,,,,568fffc1-ef75-4943-816d-e286f4539518,71,,,"[41.3, 28.5]",3754255,1,,,,,1.5130715,,Right Foot,,,,"[43.6, 68.3]",,Ground Pass,,39.8664,,,,,Martin Škrtel,18872.0,,,,,,1,From Throw In,Dejan Lovren,3471.0,Left Center Back,4,Liverpool,24,['701f842b-5a30-44d4-9233-8ddea4f025b9'],10,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:10.931,Pass,
,,,,,,,,,,,,,,,0.82836,,,,,,,,,,,,baf84796-a1dd-4b85-8102-d9f1e94d1fe0,74,,,"[52.9, 69.8]",3754255,1,,,,,-0.13922088,,Right Foot,,,,"[68.6, 67.6]",,Ground Pass,,15.853391,,,,,Adam David Lallana,4090.0,,,,,,1,From Throw In,Martin Škrtel,18872.0,Right Center Back,4,Liverpool,24,['0ef5cc5f-4547-448c-9ede-1f98142a63f3'],14,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:14.660,Pass,
,,,,,,,,,,,,,,,0.744984,,,,,,,,,,,,5ec6df46-d891-47c3-9277-4877822baed5,77,,,"[68.6, 67.4]",3754255,1,,,,,2.0344439,,Left Foot,,,,"[62.8, 79.0]",,Ground Pass,,12.969194,,,,,Nathaniel Edwin Clyne,4590.0,,,,,,1,From Throw In,Adam David Lallana,4090.0,Right Wing,4,Liverpool,24,['bcbd7ae5-e1e6-4f46-9a15-aeb703e0a1d9'],15,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:15.597,Pass,
,,,,,,,,,,,,,,,1.133703,,,,,,,,,,,,a8498d8e-8271-4724-b8df-1fa6fce86251,80,,,"[63.3, 76.5]",3754255,1,,,,,0.124354996,,Right Foot,,,,"[70.5, 77.4]",,Ground Pass,,7.256032,,,,,Jordan Brian Henderson,3532.0,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,4,Liverpool,24,['ea1f6e85-8c08-46c9-a4ed-af6ed20304ab'],16,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:16.487,Pass,
,,,,,,,,,,,,,,,0.112718,,,,,,,,,,,,8cd17d50-e49f-47cd-aea4-f65110fb810b,84,,,"[70.5, 77.1]",3754255,1,,,,,0.14444157,,Left Foot,,,,"[76.0, 77.9]",,Ground Pass,,5.557877,,,Incomplete,,Adam David Lallana,4090.0,,,,,,1,From Throw In,Jordan Brian Henderson,3532.0,Right Center Midfield,4,Liverpool,24,"['8f91e93d-de73-4a82-8d7f-b357745a7c87', 'b10a86eb-90c7-4c7b-8a50-72765cd56ad8']",17,,,,,,,,,,,,,,,,,,,Liverpool,24,00:01:17.789,Pass,
,,,,,,,,,,,,,,,1.424487,,,,,,,,,,,,d5587047-ae4d-4176-b0a0-429a94df8539,87,,,"[35.1, 3.0]",3754255,1,,,,,2.2915366,,Right Foot,,,,"[22.1, 17.8]",,Ground Pass,,19.69873,,,,,Jonas Olsson,20527.0,,,,,Recovery,1,Regular Play,Jonathan Grant Evans,11012.0,Center Defensive Midfield,5,West Bromwich Albion,27,['b6ff07f2-8073-44f4-ad3e-3e23ffb7b7cd'],19,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:19.506,Pass,
,,,,,,,,,,,,,,,0.760445,,,,,,,,,,,,ef7b7f0d-c859-4d71-babf-e15a654293bd,90,,,"[21.2, 8.0]",3754255,1,,,,,-0.4664409,,Left Foot,,,,"[35.5, 0.8]",,Ground Pass,,16.01031,,,,,Chris Brunt,3541.0,,,,,,1,Regular Play,Jonas Olsson,20527.0,Left Center Back,5,West Bromwich Albion,27,['6275be04-cd69-4619-bebf-108741e134d3'],21,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:21.792,Pass,
,,,,,,,,,,,,,,,1.462011,,,,,,,,,,,,cdb7ac14-b8c5-491b-a08b-40753e320c34,93,,,"[32.3, 1.1]",3754255,1,,,,,1.9487647,,Left Foot,,,,"[26.9, 14.7]",,Low Pass,,14.63284,,,,,Jonathan Grant Evans,11012.0,,,,,,1,Regular Play,Chris Brunt,3541.0,Left Back,5,West Bromwich Albion,27,['0f05b28d-ca42-4d61-923f-d6825793a63b'],23,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:23.308,Pass,
,,,,,,,,,,,,,,,1.088465,,,,,,,,,,,,21b812b5-276c-4908-b3c7-de0fdb7a6e2c,96,,,"[27.0, 20.8]",3754255,1,,,,,-0.3560951,,Right Foot,,,,"[43.4, 14.7]",,Ground Pass,,17.497715,,,,,James Morrison,3490.0,,,,,,1,Regular Play,Jonathan Grant Evans,11012.0,Center Defensive Midfield,5,West Bromwich Albion,27,['4f6c5000-671a-4969-804e-09a430527baa'],26,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:26.593,Pass,
,,,,,,,,,,,,,,,3.345427,,,,,,,,,,,,d61509af-1f9c-4520-a1cb-701f190e0654,102,,,"[49.4, 4.6]",3754255,1,,,,,0.9446083,,Left Foot,,,,"[90.7, 61.7]",,High Pass,,70.47056,,,,,Craig Dawson,3523.0,,True,,,Free Kick,1,From Free Kick,Chris Brunt,3541.0,Left Back,6,West Bromwich Albion,27,['5617e29d-924e-4ba9-b1af-ea285834aa6b'],53,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:53.379,Pass,
,,,,,,,,,,,,,,,2.616209,,,,,,,,,,,,498dc052-62e6-4bae-921b-917682b67b96,104,,,"[90.0, 61.7]",3754255,1,,,,,0.10579817,,Head,,,,"[112.6, 64.1]",,Low Pass,,22.727076,,,Incomplete,,José Salomón Rondón Giménez,4041.0,,,,,,1,From Free Kick,Craig Dawson,3523.0,Right Back,6,West Bromwich Albion,27,"['715e721c-f009-44fa-8be9-7a024c6eb112', 'd1dd1a24-7b8d-486e-97bf-df233fe7d1b6']",56,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:56.725,Pass,
,,,,,,,,,,,,,,,1.024799,,,,,,,,,,,,0ad11794-0bc9-428a-8fdb-b67c06db2fa2,107,,,"[111.7, 80.0]",3754255,2,,,,,-1.7593685,,,,,,"[109.2, 66.9]",,Low Pass,,13.336416,,,,,Darren Fletcher,4022.0,,,,,Throw-in,1,From Throw In,Craig Dawson,3523.0,Right Back,7,West Bromwich Albion,27,['26cf1f47-25a3-43e7-8964-73c54e889977'],19,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:19.910,Pass,
,,,,,,,,,,,,,,,1.176144,,,,,,,,,,,,b226540b-46e8-424c-b82d-764d0f9b1019,111,,,"[109.8, 68.0]",3754255,2,,,,,2.0195196,,Left Foot,,,,"[105.9, 76.1]",,Low Pass,,8.989994,,,,,Craig Dawson,3523.0,,,,,,1,From Throw In,Darren Fletcher,4022.0,Right Center Midfield,7,West Bromwich Albion,27,"['32eeca27-75bf-47ca-b91c-6a466bffcdd7', 'a9ae0be7-8625-4ffa-9c70-216724e545c2']",20,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:20.975,Pass,True
,,,,,,,,,,,,,,,1.632111,,,,,,,,,,,,e3ac3171-79e8-4a4c-969c-6e5794e091d5,116,,,"[26.4, 0.1]",3754255,2,,,,,0.18509102,,,,,,"[49.9, 4.5]",,High Pass,,23.908367,,,,,Christian Benteke Liolo,3380.0,,,,,Throw-in,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,8,Liverpool,24,['f4182e86-22a9-4e6a-afe6-8ac4e7412262'],39,,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:39.511,Pass,
,,,,,,,,,,,,,,,1.47557,,,,,,,,,,,,93015487-82b6-4a30-8cbd-046db380b011,118,,,"[49.8, 4.9]",3754255,2,,,,,1.2120256,,Head,,,,"[55.8, 20.9]",,High Pass,,17.088007,,,Incomplete,,Adam David Lallana,4090.0,,,,,,1,From Throw In,Christian Benteke Liolo,3380.0,Center Forward,8,Liverpool,24,"['0525407c-f08d-4976-8df2-db9c5bac050a', '36231250-ad2b-409c-98ca-1ffb4264a71b']",41,,,,,,,,,,,,,,,,,,,Liverpool,24,00:02:41.213,Pass,
,,,,,,,,,,,,,,,1.606522,,,,,,,,,,,,36231250-ad2b-409c-98ca-1ffb4264a71b,120,,,"[64.3, 59.2]",3754255,2,,,,,-0.111535184,,Head,,,,"[76.8, 57.8]",,High Pass,,12.5781555,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Jonathan Grant Evans,11012.0,Center Defensive Midfield,8,Liverpool,24,"['3ba25d22-e349-4fd5-82ce-5d978f9e04bc', '93015487-82b6-4a30-8cbd-046db380b011']",42,,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:42.689,Pass,
