ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cef3089c-0d1e-4ee3-b43d-45b4fef93007,1,,,3754226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 40366, 'name': 'Wes Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 18751, 'name': 'Jack Rodwell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 42902, 'name': 'Adam Johnson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0e929283-bd5c-498b-aeb0-bc09a6ae4771,2,,,3754226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3483, 'name': 'Mamadou Sakho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3532, 'name': 'Jordan Brian Henderson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 4090, 'name': 'Adam David Lallana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 3535, 'name': 'Roberto Firmino Barbosa de Oliveira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3380, 'name': 'Christian Benteke Liolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool,24,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cd949eb3-5f14-4531-b220-787b2dd9de9e,3,,,3754226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['88de1965-7718-42fb-aeac-5bc16cc78469'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,88de1965-7718-42fb-aeac-5bc16cc78469,4,,,3754226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['cd949eb3-5f14-4531-b220-787b2dd9de9e'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6c00d276-6b53-48b7-ae8d-3ec51f51e316,1596,,,3754226,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Liverpool,24,['7fd146ee-e480-4d53-a583-07addf12b5a4'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7fd146ee-e480-4d53-a583-07addf12b5a4,1597,,,3754226,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Liverpool,24,['6c00d276-6b53-48b7-ae8d-3ec51f51e316'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.334355,,,,,,,,,,,,,,570141c5-565f-491b-9d63-547e5edf932d,5,,"[60.0, 40.0]",3754226,0,,,,,1.3521274,,Right Foot,,,,"[60.8, 43.6]",,Ground Pass,,3.6878178,,,,Lee Cattermole,10783.0,,,,,,Kick Off,1,From Kick Off,Jermain Defoe,3337.0,Center Forward,2,Sunderland,41,['d32afe7a-5d2a-4b1d-b6fa-983185ebf824'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.479,Pass,
,,,,,,,,,,,,,,,,1.80154,,,,,,,,,,,,,,2d67d479-18c5-4f19-9d75-b77cdb289490,8,,"[60.8, 43.6]",3754226,0,,,,,-3.0791738,,Right Foot,,,,"[33.6, 41.9]",,Ground Pass,,27.253073,,,,Sebastián Coates Nión,6300.0,,,,,,,1,From Kick Off,Lee Cattermole,10783.0,Right Center Midfield,2,Sunderland,41,['167964f8-7049-4dfe-9754-0a0d2982e24e'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.890,Pass,
,,,,,,,,,,,,,,,,2.212815,,,,,,,,,,,,,,e3c872fa-72e2-4089-8f75-71086c07e9ee,11,,"[33.9, 43.4]",3754226,0,,,,,-0.60374933,,Right Foot,,,,"[68.7, 19.4]",,High Pass,,42.273396,,Incomplete,,Fabio Borini,7171.0,,,,,,,1,From Kick Off,Sebastián Coates Nión,6300.0,Right Center Back,2,Sunderland,41,"['2e6b674a-fb19-415c-a9a2-7b85b45e103a', 'c76dfeaa-17d2-4f58-ac37-00f028277167']",4,,,,,,,,,,,,,,,,,Sunderland,41,00:00:04.353,Pass,
,,,,,,,,,,,,,,,,1.227745,,,,,,,,,,,,,,c76dfeaa-17d2-4f58-ac37-00f028277167,14,,"[51.4, 60.7]",3754226,0,,,,True,-0.13411078,,,,,,"[76.6, 57.3]",,Low Pass,,25.428331,,Incomplete,,Christian Benteke Liolo,3380.0,,,,,,Recovery,1,From Kick Off,Adam David Lallana,4090.0,Right Wing,2,Sunderland,41,"['76c7c917-bcc1-4c7f-8a2e-b8fb5c3fcbf5', 'a0442a4b-bb9b-4329-98f4-3a0aaef85228', 'e3c872fa-72e2-4089-8f75-71086c07e9ee', 'ef9be7d0-19dd-4047-a677-934fe2ddd994']",6,,,,,,,,,,,,,,,,,Liverpool,24,00:00:06.565,Pass,True
,,,,,,,,,,,,,,,,1.110475,,,,,,,,,,,,,,76c7c917-bcc1-4c7f-8a2e-b8fb5c3fcbf5,16,,"[43.5, 22.8]",3754226,0,,,,,-1.231155,,Right Foot,,,,"[48.8, 7.8]",,Low Pass,,15.908803,,,,Patrick van Aanholt,3321.0,,,,,,Recovery,1,From Kick Off,Wes Brown,40366.0,Left Center Back,2,Sunderland,41,"['07124bfd-4e1f-4ba4-9dd0-73ae6a548f3b', 'c76dfeaa-17d2-4f58-ac37-00f028277167']",7,,,,,,,,,,,,,,,,,Sunderland,41,00:00:07.793,Pass,
,,,,,,,,,,,,,,,,3.158553,,,,,,,,,,,,,,9482dad9-80b8-4bb2-bfd8-6f813f5a7c72,20,,"[45.6, 10.6]",3754226,0,,,,,2.6074102,,Left Foot,,,,"[10.1, 31.6]",,Ground Pass,,41.246212,,,,Vito Mannone,9539.0,,,,,,,1,From Kick Off,Patrick van Aanholt,3321.0,Left Back,2,Sunderland,41,"['1d19ff5b-1be8-4210-a76a-27342f60861a', 'f6c7c944-43da-4210-b207-728947bc3455']",10,,,,,,,,,,,,,,,,,Sunderland,41,00:00:10.873,Pass,True
,,,,,,,,,,,,,,,,4.116158,,,,,,,,,,,,,,a4a1f245-1177-4bae-a5b1-5cda9f162950,23,,"[10.1, 31.6]",3754226,0,,,,,0.0112144835,,Right Foot,,,,"[63.6, 32.2]",,High Pass,,53.503365,,Incomplete,,Jack Rodwell,18751.0,,,,,,,1,From Kick Off,Vito Mannone,9539.0,Goalkeeper,2,Sunderland,41,"['c2c868cb-9cab-48df-895b-86a3bc40951c', 'd841bbd9-7cee-4935-b7f1-7c1066a35058']",14,,,,,,,,,,,,,,,,,Sunderland,41,00:00:14.099,Pass,
,,,,,,,,,,,,,,,,2.015727,,,,,,,,,,,,,,638eeab5-3825-4242-9541-f2ed15955bdc,27,,"[57.8, 56.9]",3754226,0,,,,,-0.95807964,,Head,,,,"[64.9, 46.8]",,High Pass,,12.345849,,Incomplete,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,Recovery,1,From Kick Off,Adam David Lallana,4090.0,Right Wing,2,Sunderland,41,"['566b4bb1-305d-4b1d-9843-a257df650594', 'a81b241b-4a6f-4f7c-82d6-ffe6aa33a64d']",20,,,,,,,,,,,,,,,,,Liverpool,24,00:00:20.026,Pass,
,,,,,,,,,,,,,,,,1.488823,,,,,,,,,,,,,,566b4bb1-305d-4b1d-9843-a257df650594,29,,"[55.2, 33.3]",3754226,0,,,,,-1.932374,,Head,,,,"[49.3, 17.7]",,High Pass,,16.678429,,,,Patrick van Aanholt,3321.0,,,,,,Recovery,1,From Kick Off,Lee Cattermole,10783.0,Right Center Midfield,2,Sunderland,41,"['638eeab5-3825-4242-9541-f2ed15955bdc', 'd1445cca-eeeb-454b-b4b5-f1bff2e206c2']",22,,,,,,,,,,,,,,,,,Sunderland,41,00:00:22.041,Pass,
,,,,,,,,,,,,,,,,0.9987,,,,,,,,,,,,,,5cc8006b-9592-4645-8edc-e366684b843e,39,,"[51.8, 16.0]",3754226,0,,,,,1.3898698,,Right Foot,,,,"[54.8, 32.4]",,Ground Pass,,16.672132,,,,Lee Cattermole,10783.0,,,,,,,1,From Kick Off,Fabio Borini,7171.0,Left Wing,2,Sunderland,41,"['1a10f545-065f-4fa7-85df-eb4937603e9e', '694c45d0-289b-4b93-b370-f9239fb0dabf']",26,,,,,,,,,,,,,,,,,Sunderland,41,00:00:26.708,Pass,True
,,,,,,,,,,,,,,,,0.81094,,,,,,,,,,,,,,192eed29-557f-4a32-a981-748e19255964,42,,"[54.8, 32.4]",3754226,0,,,,,-2.8312051,,Right Foot,,,,"[49.5, 30.7]",,Ground Pass,,5.565968,,,,Yann Gérard M''Vila,4429.0,,,,,,,1,From Kick Off,Lee Cattermole,10783.0,Right Center Midfield,2,Sunderland,41,['beeebcd7-1fea-48f0-805a-debdb6aa239f'],27,,,,,,,,,,,,,,,,,Sunderland,41,00:00:27.974,Pass,
,,,,,,,,,,,,,,,,2.108133,,,,,,,,,,,,,,03002150-2c6a-49b8-b2b4-8de9fe5b10d9,45,,"[49.3, 29.9]",3754226,0,,,,,1.0113574,,Right Foot,,,,"[69.4, 62.0]",,High Pass,,37.873737,,,,Billy Jones,10503.0,,,,,,,1,From Kick Off,Yann Gérard M''Vila,4429.0,Center Defensive Midfield,2,Sunderland,41,['8ba6f780-5ddf-45d2-b3e6-5e0569aae2c9'],29,,,,,,,,,,,,,,,,,Sunderland,41,00:00:29.185,Pass,
,,,,,,,,,,,,,,,,0.758757,,,,,,,,,,,,,,5caf0dac-c558-499f-93f7-cf02c4012b0f,49,,"[67.7, 65.2]",3754226,0,,,,,-1.0870172,,Right Foot,,,,"[73.9, 53.4]",,Ground Pass,,13.329666,,,,Adam Johnson,42902.0,,,,,,,1,From Kick Off,Billy Jones,10503.0,Right Back,2,Sunderland,41,"['2707d93b-2cab-47ca-ada3-dbdac8f40c6b', '50ef8a09-29ac-4e8b-87eb-1905499135ef']",31,,,,,,,,,,,,,,,,,Sunderland,41,00:00:31.353,Pass,True
,,,,,,,,,,,,,,,,0.981056,,,,,,,,,,,,,,1c7c6937-96ac-452b-a038-6bd64b1aebb0,55,,"[30.8, 32.3]",3754226,0,,,,,-0.65821946,,Left Foot,,,,"[48.0, 19.0]",,Ground Pass,,21.742355,,,,Philippe Coutinho Correia,3501.0,,,,,,Recovery,1,Regular Play,Mamadou Sakho,3483.0,Left Center Back,3,Liverpool,24,['f3aa0c31-0791-4984-a473-43a160d6af5f'],35,,,,,,,,,,,,,,,,,Liverpool,24,00:00:35.201,Pass,
,,,,,,,,,,,,,,,,1.082221,,,,,,,,,,,,,,fd4365ae-d24b-4393-9b58-7e32113f2234,63,,"[30.6, 0.1]",3754226,0,,True,,,1.3129318,,,,,,"[33.0, 9.2]",,Low Pass,,9.411163,,,,Emre Can,3493.0,,,,,,Throw-in,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,4,Liverpool,24,['0823f2a0-f35f-4d09-996e-5db263e29a3a'],50,,,,,,,,,,,,,,,,,Liverpool,24,00:00:50.351,Pass,
,,,,,,,,,,,,,,,,1.353654,,,,,,,,,,,,,,0887793a-b33b-4ee1-b1a1-98b05f283f64,65,,"[33.0, 9.2]",3754226,0,,,,,-1.6052654,,Right Foot,,,,"[32.8, 3.4]",,Low Pass,,5.8034472,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,From Throw In,Emre Can,3493.0,Left Defensive Midfield,4,Liverpool,24,['837a1b67-ccd7-4e9e-8141-f9eba9c40a75'],51,,,,,,,,,,,,,,,,,Liverpool,24,00:00:51.434,Pass,
,,,,,,,,,,,,,,,,2.060457,,,,,,,,,,,,,,4ab9a98f-a103-4c07-a7ef-55bef662beeb,68,,"[32.8, 3.4]",3754226,0,,,,,2.1621974,,Left Foot,,,,"[14.6, 30.5]",,Ground Pass,,32.644295,,,,Dejan Lovren,3471.0,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,4,Liverpool,24,['41a73ef9-bba9-4c47-a1f6-ff0bd52c35e5'],54,,,,,,,,,,,,,,,,,Liverpool,24,00:00:54.067,Pass,
,,,,,,,,,,,,,,,,0.994226,,,,,,,,,,,,,,30749892-06c2-4ed7-8bd6-5cee15861efe,71,,"[40.7, 50.9]",3754226,1,,,,,-1.4455297,,Right Foot,,,,"[42.4, 37.4]",,Ground Pass,,13.606616,,,,Emre Can,3493.0,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,4,Liverpool,24,['26f7aa0c-07f8-4307-8f7e-7d3b84608d7b'],2,,,,,,,,,,,,,,,,,Liverpool,24,00:01:02.768,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,d3f4f85a-b974-4e90-9e7e-0c9fd80dfde4,74,,"[55.9, 26.0]",3754226,1,,,,,-1.560044,,Right Foot,,,,"[56.1, 7.4]",,Ground Pass,,18.601076,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,From Throw In,Emre Can,3493.0,Left Defensive Midfield,4,Liverpool,24,['d6f4a5be-9f1e-46f7-95be-68c419582b36'],8,,,,,,,,,,,,,,,,,Liverpool,24,00:01:08.762,Pass,
,,,,,,,,,,,,,,,,1.30901,,,,,,,,,,,,,,630656ad-c4ba-461b-9c88-041b84e62828,77,,"[56.1, 7.4]",3754226,1,,,,,2.175395,,Left Foot,,,,"[44.7, 23.9]",,Ground Pass,,20.055174,,,,Mamadou Sakho,3483.0,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,4,Liverpool,24,['a5ba8f54-878e-4f15-af65-b24bd932dc7c'],11,,,,,,,,,,,,,,,,,Liverpool,24,00:01:11.162,Pass,
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,63b7b196-02ee-447b-ab43-3a4506eaae2a,80,,"[44.1, 23.7]",3754226,1,,,,,1.4270142,,Left Foot,,,,"[48.4, 53.4]",,Ground Pass,,30.009665,,,,Dejan Lovren,3471.0,,,,,,,1,From Throw In,Mamadou Sakho,3483.0,Left Center Back,4,Liverpool,24,['f0e940ed-06e3-4b4c-a1b5-4ebf6d14b08c'],15,,,,,,,,,,,,,,,,,Liverpool,24,00:01:15.671,Pass,
,,,,,,,,,,,,,,,,1.036285,,,,,,,,,,,,,,fcb4c86e-cb7c-4f35-a662-eb0f40b0ea89,83,,"[53.1, 56.0]",3754226,1,,,,,1.4401168,,Right Foot,,,,"[55.4, 73.5]",,Ground Pass,,17.650496,,,,Jordan Brian Henderson,3532.0,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,4,Liverpool,24,['581c4e97-1a97-4969-8d1b-862cac9caf82'],19,,,,,,,,,,,,,,,,,Liverpool,24,00:01:19.471,Pass,
,,,,,,,,,,,,,,,,1.016895,,,,,,,,,,,,,,44d73973-920a-470a-a495-eba4bba71d37,86,,"[55.4, 73.5]",3754226,1,,,,,-1.9055332,,Right Foot,,,,"[52.2, 64.3]",,Ground Pass,,9.740637,,,,Dejan Lovren,3471.0,,,,,,,1,From Throw In,Jordan Brian Henderson,3532.0,Right Defensive Midfield,4,Liverpool,24,['c0b8938c-3b27-4bef-837e-2054202dd5b3'],21,,,,,,,,,,,,,,,,,Liverpool,24,00:01:21.671,Pass,
,,,,,,,,,,,,,,,,0.923003,,,,,,,,,,,,,,e265dd08-76bf-45f2-81b9-4b05b2e953d2,89,,"[52.2, 64.3]",3754226,1,,,,,-1.1448021,,Right Foot,,,,"[57.6, 52.4]",,Ground Pass,,13.0679,,,,Emre Can,3493.0,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,4,Liverpool,24,['3fb5a5cc-1f73-46bd-8719-b9e57e27307f'],24,,,,,,,,,,,,,,,,,Liverpool,24,00:01:24.247,Pass,
,,,,,,,,,,,,,,,,0.765955,,,,,,,,,,,,,,7781b603-935d-44f9-a261-c92dfa4da4fc,92,,"[56.3, 53.6]",3754226,1,,,,,2.4236596,,Right Foot,,,,"[48.4, 60.5]",,Ground Pass,,10.489042,,,,Dejan Lovren,3471.0,,,,,,,1,From Throw In,Emre Can,3493.0,Left Defensive Midfield,4,Liverpool,24,['1489265d-bc42-4883-b08f-1e44f4c8f6e3'],25,,,,,,,,,,,,,,,,,Liverpool,24,00:01:25.530,Pass,
,,,,,,,,,,,,,,,,1.71153,,,,,,,,,,,,,,ebb00647-f73b-4c1c-8334-25e53afa3f2a,95,,"[52.7, 61.3]",3754226,1,,,,,0.68154776,,Right Foot,,,,"[72.3, 77.2]",,Ground Pass,,25.238264,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,4,Liverpool,24,['a82273f9-de27-414d-b65d-4114912af3af'],28,,,,,,,,,,,,,,,,,Liverpool,24,00:01:28.816,Pass,
,,,,,,,,,,,,,,,,1.509956,,,,,,,,,,,,,,cfcdf179-a44a-4245-85b2-7c7d58a40961,98,,"[80.5, 78.5]",3754226,1,,,,,-2.1696343,,Right Foot,,,,"[70.4, 63.7]",,Ground Pass,,17.917868,,,,Jordan Brian Henderson,3532.0,,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,4,Liverpool,24,['415f5c9b-7f57-47d7-b4a2-a57bfa4efaf7'],33,,,,,,,,,,,,,,,,,Liverpool,24,00:01:33.288,Pass,
,,,,,,,,,,,,,,,,0.881592,,,,,,,,,,,,,,258195f1-8e63-4689-872a-c8284fa2be4c,101,,"[70.4, 60.5]",3754226,1,,,,,-1.7380502,,Right Foot,,,,"[69.1, 52.8]",,Ground Pass,,7.808969,,,,Emre Can,3493.0,,,,,,,1,From Throw In,Jordan Brian Henderson,3532.0,Right Defensive Midfield,4,Liverpool,24,['7db6e53f-ef9f-4af7-a29f-824dce2c4023'],35,,,,,,,,,,,,,,,,,Liverpool,24,00:01:35.598,Pass,
,,,,,,,,,,,,,,,,0.765344,,,,,,,,,,,,,,95d3d037-53c8-4f20-918a-6d71e0d6e27b,104,,"[74.3, 50.6]",3754226,1,,,,,0.02272336,,Right Foot,,,,"[87.5, 50.9]",,Ground Pass,,13.203408,,,,Christian Benteke Liolo,3380.0,,,,,,,1,From Throw In,Emre Can,3493.0,Left Defensive Midfield,4,Liverpool,24,['a82a8977-13fd-45da-a07b-0465b36b5da4'],38,,,,,,,,,,,,,,,,,Liverpool,24,00:01:38.439,Pass,
,,,,,,,,,,,,,,,,0.929774,,,,,,,,,,,,,,6cb845fc-7eec-406e-bfc4-9ecdd2368283,107,,"[87.7, 51.1]",3754226,1,,,,,-1.9866081,,Right Foot,,,,"[84.3, 43.4]",,Low Pass,,8.417244,,,,Emre Can,3493.0,,,,,,,1,From Throw In,Christian Benteke Liolo,3380.0,Center Forward,4,Liverpool,24,"['00f4a0ca-245c-4999-8f50-5add3bc1b7b8', '64eb4127-d409-448a-a633-fdff39e05962']",39,,,,,,,,,,,,,,,,,Liverpool,24,00:01:39.205,Pass,True
,,,,,,,,,,,,,,,,1.107456,,,,,,,,,,,,,,7a0fb638-b293-42f0-bc10-7428802cad63,111,,"[88.8, 38.7]",3754226,1,,,,,-1.7242203,,Right Foot,,,,"[87.3, 29.0]",,Ground Pass,,9.815294,,,,Philippe Coutinho Correia,3501.0,,,,,,,1,From Throw In,Emre Can,3493.0,Left Defensive Midfield,4,Liverpool,24,"['219cf3e2-168a-4c9c-ac6a-ccd9c93564e1', '4c38962e-c2d9-484f-aea7-4caa8e42d9a2']",41,,,,,,,,,,,,,,,,,Liverpool,24,00:01:41.503,Pass,True
,,,,,,,,,,,,,,,,1.307467,,,,,,,,,,,,,,dd447b26-9300-4337-8c04-50f33a4b5bb2,114,,"[86.5, 34.2]",3754226,1,,,,,-0.596501,,Right Foot,,,,"[110.8, 17.7]",,Ground Pass,,29.372437,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,4,Liverpool,24,['a8a023e0-bd67-404e-b2c5-59ef56eb2a90'],46,,,,,,,,,,,,,,,,,Liverpool,24,00:01:46.450,Pass,
,,,,,,,,,,,,,,,,1.287048,,,,,,,,,,,,,,1b8d5044-00a8-4f28-81a3-698eef2bb975,117,,"[110.8, 17.7]",3754226,1,,,,,1.6839473,,Left Foot,True,,,"[108.3, 39.7]",,High Pass,,22.14159,,Incomplete,,Christian Benteke Liolo,3380.0,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,4,Liverpool,24,"['2c799b85-0098-41b0-960b-f562dd501f61', '366879b2-8214-4572-8fe2-e1a4b8212bf4']",48,,,,,,,,,,,,,,,,,Liverpool,24,00:01:48.530,Pass,
,,,,,,,,,,,,,,,,1.141729,,,,,,,,,,,,,,94bc10ad-6128-4f22-a0ad-10605393e57d,127,,"[107.8, 31.0]",3754226,1,,,,,1.8370484,,Left Foot,,,,"[104.2, 44.2]",,Ground Pass,,13.682105,,,,Adam David Lallana,4090.0,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,4,Liverpool,24,"['aef37869-2a41-4349-ad1b-ac1ecb813cdd', 'c11b4f58-1484-40f1-af49-6a5f8cc8ccb6']",53,,,,,,,,,,,,,,,,,Liverpool,24,00:01:53.182,Pass,True
,,,,,,,,,,,,,,,,1.134162,,,,,,,,,,,,,,349a3382-06d0-4113-8a9b-fcd540075efb,134,,"[79.6, 49.2]",3754226,1,,,,,-1.3769157,,Right Foot,,,,"[83.9, 27.3]",,Ground Pass,,22.318153,,,,Emre Can,3493.0,,,,,,Recovery,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,4,Liverpool,24,['b5d89a47-5b52-4794-badf-2f529ba5c8e1'],57,,,,,,,,,,,,,,,,,Liverpool,24,00:01:57.649,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,ef652ab4-2276-48ea-8724-27f51f9bc069,137,,"[84.5, 22.2]",3754226,2,,,,,-1.1613591,,Right Foot,,,,"[93.7, 1.0]",,Ground Pass,,23.11017,,Out,,Philippe Coutinho Correia,3501.0,,,,,,,1,From Throw In,Emre Can,3493.0,Left Defensive Midfield,4,Liverpool,24,['bbd7b52e-f81d-4893-a4d9-9b2bd38a1cc0'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:02:00.383,Pass,
,,,,,,,,,,,,,,,,0.989789,,,,,,,,,,,,,,953a7399-f58e-425d-a3ed-1e96e82f4786,139,,"[28.5, 80.0]",3754226,2,,True,,,-0.5629509,,,,,,"[38.8, 73.5]",,Low Pass,,12.179491,,,,Adam Johnson,42902.0,,,,,,Throw-in,1,From Throw In,Billy Jones,10503.0,Right Back,5,Sunderland,41,['1adbd8b7-b29c-42d4-895b-006464f7dc75'],19,,,,,,,,,,,,,,,,,Sunderland,41,00:02:19.853,Pass,
,,,,,,,,,,,,,,,,3.993518,,,,,,,,,,,,,,5f89ac28-3e2f-42f6-bbf9-55fc564d0fb4,141,,"[38.8, 73.5]",3754226,2,,True,,,-0.49138477,,Right Foot,,,,"[71.5, 56.0]",,High Pass,,37.088272,,Incomplete,,Fabio Borini,7171.0,,,,,,,1,From Throw In,Adam Johnson,42902.0,Right Wing,5,Sunderland,41,"['29c815b4-391d-4e55-9752-6dbb3a76ce2e', 'c19f55d2-402a-400c-979b-b75edd3e1906']",21,,,,,,,,,,,,,,,,,Sunderland,41,00:02:21.184,Pass,
,,,,,,,,,,,,,,,,3.559999,,,,,,,,,,,,,,e02da248-4612-4dbe-a724-4f5448463c55,145,,"[47.1, 26.3]",3754226,2,,,,,2.7463815,,Right Foot,,,,"[13.3, 40.4]",,Low Pass,,36.62308,,,,Simon Mignolet,3539.0,,,,,,,1,Regular Play,Dejan Lovren,3471.0,Right Center Back,6,Liverpool,24,['ec590b5e-53aa-4a35-a833-a3710bfbc2f9'],26,,,,,,,,,,,,,,,,,Liverpool,24,00:02:26.217,Pass,
