ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e8adeef6-c317-45c5-8843-345c95083288,1,,,3754198,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,db62f80c-a129-4290-a5d0-933a0fa11735,2,,,3754198,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 37}, {'player': {'id': 3483, 'name': 'Mamadou Sakho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 4090, 'name': 'Adam David Lallana'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 4747, 'name': 'Divock Okoth Origi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Liverpool,24,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7af72798-4d8c-4a3c-9120-7ef8dfc64a28,3,,,3754198,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['0fee4d0a-1578-4c5a-b85e-47d7dd0e32f0'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0fee4d0a-1578-4c5a-b85e-47d7dd0e32f0,4,,,3754198,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['7af72798-4d8c-4a3c-9120-7ef8dfc64a28'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1cf2b4c4-c774-41e2-a003-0dde188bfb06,1861,,,3754198,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,129,Tottenham Hotspur,38,['f440285f-ad5f-4f26-baf4-0fd75dc40dbb'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f440285f-ad5f-4f26-baf4-0fd75dc40dbb,1862,,,3754198,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,129,Tottenham Hotspur,38,['1cf2b4c4-c774-41e2-a003-0dde188bfb06'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.332207,,,,,,,,,,,d0f03e5f-e269-4b12-8f73-867ebb5666a4,5,,"[60.0, 40.0]",3754198,0,,,,0.0,,Right Foot,,,,"[60.3, 40.0]",Ground Pass,,0.3,,,,Adam David Lallana,4090.0,,,,,Kick Off,1,From Kick Off,Divock Okoth Origi,4747.0,Center Forward,2,Liverpool,24,['4882a6bf-fd62-4c75-a36d-af6e332af477'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.315,Pass,
,,,,,,,,,,,,,,,1.251722,,,,,,,,,,,f62ef806-cc01-402c-a481-976e93b22497,8,,"[60.3, 40.5]",3754198,0,,,,-2.9795053,,Right Foot,,,,"[44.4, 37.9]",Ground Pass,,16.111176,,,,Lucas Pezzini Leiva,7780.0,,,,,,1,From Kick Off,Adam David Lallana,4090.0,Center Attacking Midfield,2,Liverpool,24,['678302d0-ba78-42f4-875f-333b269a5671'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.757,Pass,
,,,,,,,,,,,,,,,1.791262,,,,,,,,,,,39aef068-881d-4aba-ae8e-4351abb81bc6,11,,"[42.8, 35.7]",3754198,0,,,,-2.2746634,,Right Foot,,,,"[31.0, 21.8]",Ground Pass,,18.233212,,,,Mamadou Sakho,3483.0,,,,,,1,From Kick Off,Lucas Pezzini Leiva,7780.0,Right Center Midfield,2,Liverpool,24,['73f6eeb9-2393-4d52-9d48-4e981bf543b7'],2,,,,,,,,,,,,,,,,,Liverpool,24,00:00:02.952,Pass,
,,,,,,,,,,,,,,,0.72886,,,,,,,,,,,82d641e4-ee13-4673-8038-189c92180188,14,,"[31.5, 20.6]",3754198,0,,,,-0.40836802,,Left Foot,,,,"[41.9, 16.1]",Ground Pass,,11.331814,,,,Emre Can,3493.0,,,,,,1,From Kick Off,Mamadou Sakho,3483.0,Left Center Back,2,Liverpool,24,['7811058e-c2ce-4f0a-95e9-edee21cb492e'],4,,,,,,,,,,,,,,,,,Liverpool,24,00:00:04.850,Pass,
,,,,,,,,,,,,,,,0.184266,,,,,,,,,,,12f40a49-fcd2-4ac9-a1e9-4a364af25178,21,,"[41.6, 15.4]",3754198,0,,,,-2.020556,,Left Foot,,,,"[40.2, 12.5]",Ground Pass,,3.2202485,,Incomplete,,Alberto Moreno Pérez,3515.0,,,,,,1,From Kick Off,Emre Can,3493.0,Left Center Midfield,2,Liverpool,24,"['58e93395-06c1-4650-b33a-40bd4326c17b', '7090c096-3bdf-4116-b655-228e80e6528f']",7,,,,,,,,,,,,,,,,,Liverpool,24,00:00:07.275,Pass,
,,,,,,,,,,,,,,,0.915769,,,,,,,,,,,11f9c698-a533-4890-8e1a-97b8ba244265,26,,"[77.3, 76.6]",3754198,0,,,,-0.7378151,,Right Foot,,,,"[82.8, 71.6]",Ground Pass,,7.4330344,,,,Erik Lamela,3585.0,,,,,,1,Regular Play,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,3,Tottenham Hotspur,38,"['0bd9d9e9-fc5e-4aa3-8a10-742bd406ac0a', 'dcc567c1-f1dd-49e7-91f2-f7b457c26da5']",10,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:10.026,Pass,True
,,,,,,,,,,,,,,,1.831341,,,,,,,,,,,a891c1e8-97e7-4854-8d2a-362a5ae778bf,28,,"[82.8, 71.6]",3754198,0,,,,2.8450468,,Left Foot,,,,"[64.8, 77.1]",Ground Pass,,18.82153,,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Erik Lamela,3585.0,Right Wing,3,Tottenham Hotspur,38,['b96d631e-9255-48fc-a676-209639dddd6c'],10,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:10.942,Pass,
,,,,,,,,,,,,,,,1.104446,,,,,,,,,,,fe7f1d4b-7d26-4b6c-b01c-11e39f891b50,31,,"[64.8, 77.1]",3754198,0,,,,-0.33427227,,Right Foot,,,,"[81.5, 71.3]",Ground Pass,,17.678518,,,,Erik Lamela,3585.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,3,Tottenham Hotspur,38,['e6ee34f3-e137-48f5-8e01-d8b03207f267'],13,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:13.500,Pass,
,,,,,,,,,,,,,,,0.734932,,,,,,,,,,,09223b97-ac9d-48d7-a695-90bb9c3df83d,34,,"[81.5, 71.3]",3754198,0,,,,-3.0936294,,Left Foot,,,,"[69.0, 70.7]",Ground Pass,,12.514392,,,,Bamidele Alli,3094.0,,,,,,1,Regular Play,Erik Lamela,3585.0,Right Wing,3,Tottenham Hotspur,38,"['20ed938a-b9db-4779-b660-b83c11c97303', '9477c48a-537d-4387-8dec-0752faf2bf70']",14,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:14.604,Pass,True
,,,,,,,,,,,,,,,0.834511,,,,,,,,,,,fa85d21a-5754-4f65-a1f5-c716bdbac24a,43,,"[43.3, 12.0]",3754198,0,,,,0.2814793,,Right Foot,,,,"[51.6, 14.4]",Ground Pass,,8.640023,,,,Divock Okoth Origi,4747.0,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Right Center Midfield,3,Tottenham Hotspur,38,['63393f60-c44f-437c-ad8a-a526f004be45'],17,,,,,,,,,,,,,,,,,Liverpool,24,00:00:17.861,Pass,
,,,,,,,,,,,,,,,1.392569,,,,,,,,,,,e9c4a4f6-9f7c-4de7-bffc-4d46bebfbb9c,49,,"[37.3, 66.4]",3754198,0,,,,-2.590917,,Right Foot,,,,"[31.6, 62.9]",Ground Pass,,6.6887965,,,,Toby Alderweireld,20005.0,,,,,Recovery,1,Regular Play,Kyle Walker,3205.0,Right Back,3,Tottenham Hotspur,38,['428e70e1-93b2-43ad-8663-c9b90709c431'],23,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:23.324,Pass,
,,,,,,,,,,,,,,,1.710362,,,,,,,,,,,f8968b8e-b7ec-4674-a5c0-e6fa5ac1d754,52,,"[25.7, 60.2]",3754198,0,,,,-2.5143712,,Right Foot,,,,"[6.8, 46.5]",Ground Pass,,23.343094,,,,Hugo Lloris,3099.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,3,Tottenham Hotspur,38,['d95bece5-23e9-4343-a07d-1e695ae73ef7'],25,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:25.047,Pass,
,,,,,,,,,,,,,,,3.375457,,,,,,,,,,,bef778d3-f63c-4193-b86b-c7456882daf7,55,,"[10.2, 36.3]",3754198,0,,,,-0.2071097,,Left Foot,,,,"[75.4, 22.6]",High Pass,,66.623795,,Incomplete,,Harry Kane,10955.0,,,,,,1,Regular Play,Hugo Lloris,3099.0,Goalkeeper,3,Tottenham Hotspur,38,"['2783bcea-ce03-4c4f-9f5d-0cd18f7de307', '92f3bb14-e996-4761-80b9-163b13fa96d2']",29,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:29.312,Pass,
,,,,,,,,,,,,,,,1.374334,,,,,,,,,,,2783bcea-ce03-4c4f-9f5d-0cd18f7de307,58,,"[44.7, 57.5]",3754198,0,,,True,-0.35877067,,,,,,"[50.3, 55.4]",High Pass,,5.9808025,,,,Lucas Pezzini Leiva,7780.0,,,,,Recovery,1,Regular Play,Martin Škrtel,18872.0,Right Center Back,4,Liverpool,24,"['6287fcc5-6ebb-4d29-b6bc-27ed544f6856', '7ca63bfc-ee85-4a8c-996a-fac86fbd54e1', 'bef778d3-f63c-4193-b86b-c7456882daf7']",32,,,,,,,,,,,,,,,,,Liverpool,24,00:00:32.687,Pass,True
,,,,,,,,,,,,,,,2.944504,,,,,,,,,,,d45dd6bd-5b02-45e2-8762-f865713debdc,60,,"[50.3, 55.4]",3754198,0,,,,-3.1074762,,Head,,,,"[21.0, 54.4]",Low Pass,,29.31706,,,,Simon Mignolet,3539.0,,,,,,1,Regular Play,Lucas Pezzini Leiva,7780.0,Right Center Midfield,4,Liverpool,24,['23897bd8-f997-4100-bdba-fe9835b8246e'],34,,,,,,,,,,,,,,,,,Liverpool,24,00:00:34.087,Pass,
,,,,,,,,,,,,,,,3.36795,,,,,,,,,,,3d9a18e7-f2d0-4739-be53-753e2c227977,62,,"[20.6, 55.4]",3754198,0,,,,0.4113433,,Right Foot,,,,"[74.7, 79.0]",High Pass,,59.023468,,Out,,,,,,,,,1,Regular Play,Simon Mignolet,3539.0,Goalkeeper,4,Liverpool,24,,37,,,,,,,,,,,,,,,,,Liverpool,24,00:00:37.031,Pass,
,,,,,,,,,,,,,,,2.395869,,,,,,,,,,,f8c5847d-a8e6-471f-8e8b-e0dedbf97326,63,,"[51.5, 0.1]",3754198,0,,,,0.16283119,,,,,,"[79.5, 4.7]",High Pass,,28.375341,,,,Harry Kane,10955.0,,,,,Throw-in,1,From Throw In,Danny Rose,3594.0,Left Back,5,Tottenham Hotspur,38,['3b32ff4c-38cf-4a8e-a0b9-be5e76d4d22c'],53,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:53.179,Pass,
,,,,,,,,,,,,,,,1.521045,,,,,,,,,,,354e99ae-6df7-4870-b623-2eb63aace3ba,66,,"[79.5, 4.7]",3754198,0,,,True,1.3038833,,,,,,"[83.0, 17.5]",High Pass,,13.269891,,,,Bamidele Alli,3094.0,,,,,,1,From Throw In,Harry Kane,10955.0,Center Forward,5,Tottenham Hotspur,38,"['2513fee3-5a95-4318-8179-b8e62ca4e67d', 'ebb960b4-d511-4348-a82d-2ec7b486457f']",55,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:55.574,Pass,True
,,,,,,,,,,,,,,,2.771368,,,,,,,,,,,98b7c563-5447-43fa-aa2f-f50d9a2570e7,68,,"[83.0, 17.5]",3754198,0,,,,-0.82168585,,Right Foot,,,,"[97.6, 1.8]",Low Pass,,21.43945,,Out,,Nacer Chadli,4831.0,,,,,,1,From Throw In,Bamidele Alli,3094.0,Left Center Midfield,5,Tottenham Hotspur,38,['d5286b40-eb70-4ff3-a4d9-7c87c23cffd9'],57,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:57.095,Pass,
,,,,,,,,,,,,,,,1.101304,,,,,,,,,,,45f4e914-d3d4-48a8-a719-476a1983d07a,72,,"[32.9, 80.0]",3754198,1,True,,,-2.404433,,,,,,"[25.3, 73.1]",Low Pass,,10.264989,,,,Adam David Lallana,4090.0,,,,,Throw-in,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,6,Liverpool,24,['1c7aa0a2-d4e6-4661-b9cd-738478c24390'],8,,,,,,,,,,,,,,,,,Liverpool,24,00:01:08.765,Pass,
,,,,,,,,,,,,,,,0.797233,,,,,,,,,,,87004627-b145-4996-b450-af3d1f7f61ad,74,,"[26.7, 74.2]",3754198,1,True,,,-2.9702134,,Right Foot,,,,"[21.5, 73.3]",Ground Pass,,5.27731,,,,Nathaniel Edwin Clyne,4590.0,,,,,,1,From Throw In,Adam David Lallana,4090.0,Center Attacking Midfield,6,Liverpool,24,['d47ccac4-59f4-46c9-9f52-1c2f99429866'],11,,,,,,,,,,,,,,,,,Liverpool,24,00:01:11.856,Pass,
,,,,,,,,,,,,,,,2.24503,,,,,,,,,,,9ce7e14e-002d-4df8-a3de-1dd31fa56287,76,,"[21.7, 73.3]",3754198,1,,,,-0.11500187,,Right Foot,,,,"[52.0, 69.8]",High Pass,,30.501476,,,,Divock Okoth Origi,4747.0,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,6,Liverpool,24,['a64f9eef-128b-4fdc-b0bd-6fb93bd3496c'],12,,,,,,,,,,,,,,,,,Liverpool,24,00:01:12.653,Pass,
,,,,,,,,,,,,,,,1.48907,,,,,,,,,,,4d13fe06-7c93-47cb-ace8-71771bb747d2,83,,"[73.5, 80.0]",3754198,1,,,,-2.8809903,,,,,,"[60.0, 76.4]",Low Pass,,13.971757,,,,Nathaniel Edwin Clyne,4590.0,,,,,Throw-in,1,From Throw In,James Philip Milner,3473.0,Right Wing,7,Liverpool,24,['6e6c4e0a-bea0-4341-972f-ee83e1737504'],26,,,,,,,,,,,,,,,,,Liverpool,24,00:01:26.064,Pass,
,,,,,,,,,,,,,,,0.879876,,,,,,,,,,,becec4ff-eb73-4026-baad-c5c0bc61de5b,86,,"[64.8, 74.9]",3754198,1,,,,-0.37703013,,Right Foot,,,,"[79.7, 69.0]",Ground Pass,,16.025604,,Incomplete,,Adam David Lallana,4090.0,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,7,Liverpool,24,"['2cb13027-39bb-49a6-924d-763530fa239b', '5b2fba23-1b4b-42e8-84af-6546fc5ecc33']",28,,,,,,,,,,,,,,,,,Liverpool,24,00:01:28.647,Pass,
,,,,,,,,,,,,,,,1.109239,,,,,,,,,,,4ad57d4a-27b8-4a36-b82a-2c3b62042603,91,,"[38.3, 12.7]",3754198,1,,,,1.5874615,,Right Foot,,,,"[38.0, 30.7]",Ground Pass,,18.0025,,,,Bamidele Alli,3094.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,8,Tottenham Hotspur,38,"['0b9b6767-2055-4949-bb15-1bdeb5fe6522', 'd9fc216d-303c-4939-84e3-d5d8bd24f11e']",31,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:31.672,Pass,True
,,,,,,,,,,,,,,,1.087512,,,,,,,,,,,899f60f1-3213-4251-8213-df44496ac7a3,94,,"[37.3, 28.3]",3754198,1,,,,-3.033903,,Right Foot,,,,"[26.2, 27.1]",Ground Pass,,11.164677,,,,Toby Alderweireld,20005.0,,,,,,1,Regular Play,Bamidele Alli,3094.0,Left Center Midfield,8,Tottenham Hotspur,38,"['0231c7b6-8d4d-40b6-84c6-a73bdac29470', '183c7e03-af17-49a5-8afd-ebf62a02b271']",32,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:32.781,Pass,True
,,,,,,,,,,,,,,,1.185099,,,,,,,,,,,2e9c6ff0-e8ab-4e31-bdc2-dff734f0b821,98,,"[26.9, 27.1]",3754198,1,,,,1.6352232,,Left Foot,,,,"[25.1, 55.0]",Ground Pass,,27.958004,,,,Kyle Walker,3205.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,8,Tottenham Hotspur,38,['c706a5c4-d9e1-4a03-a03c-2c37be2a2b4a'],34,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:34.682,Pass,
,,,,,,,,,,,,,,,5.452098,,,,,,,,,,,7dcf36f2-4679-42da-8578-51995be80f89,102,,"[24.8, 58.3]",3754198,1,,,,0.33819008,,Right Foot,,,,"[86.5, 80.0]",High Pass,,65.40474,,Out,,Erik Lamela,3585.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Back,8,Tottenham Hotspur,38,"['77be8d6e-8582-409e-b3a6-434d178acd33', '7b4726ee-0dc9-48e7-bbd5-2ad57b63be8c']",37,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:37.490,Pass,True
,,,,,,,,,,,,,,,1.676658,,,,,,,,,,,438d80ac-e457-4641-8000-9231469a3f6d,104,,"[39.2, 0.1]",3754198,1,,,,0.31597027,,,,,,"[54.8, 5.2]",High Pass,,16.412495,,,,Divock Okoth Origi,4747.0,,,,,Throw-in,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,9,Liverpool,24,['5525b19a-bc61-48ea-9f95-f02e23955126'],56,,,,,,,,,,,,,,,,,Liverpool,24,00:01:56.168,Pass,
,,,,,,,,,,,,,,,0.344299,,,,,,,,,,,899bdc04-9d06-4c7e-926b-509f73148b18,108,,"[54.9, 6.4]",3754198,1,,,,1.8925469,,Right Foot,,,,"[54.1, 8.8]",Ground Pass,,2.529822,,,,Emre Can,3493.0,,,,,,1,From Throw In,Divock Okoth Origi,4747.0,Center Forward,9,Liverpool,24,['134f59fc-cd07-4403-a9e2-28b78ec8128d'],57,,,,,,,,,,,,,,,,,Liverpool,24,00:01:57.855,Pass,
,,,,,,,,,,,,,,,1.566128,,,,,,,,,,,a5deb338-b1c7-4596-a15f-2611fce6432f,113,,"[57.9, 64.0]",3754198,1,,,,3.1234128,,Left Foot,,,,"[41.4, 64.3]",Ground Pass,,16.502728,,,,Toby Alderweireld,20005.0,,,,,Recovery,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,10,Tottenham Hotspur,38,"['77d26850-52f2-4865-9e05-e82ac6f4a368', 'a1b1f314-f6a0-479f-ab5a-877cdfa18de1']",59,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:59.380,Pass,True
,,,,,,,,,,,,,,,3.447907,,,,,,,,,,,1f829321-7f9e-405a-b334-ac8a32e2aa80,115,,"[41.4, 64.3]",3754198,2,,,,-2.583318,,Right Foot,,,,"[13.7, 47.0]",Ground Pass,,32.658535,,,,Hugo Lloris,3099.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,10,Tottenham Hotspur,38,['1ff8d117-2b28-4882-a5e8-9088f1877ef3'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:00.946,Pass,
,,,,,,,,,,,,,,,1.599998,,,,,,,,,,,40aec68c-e5b9-4c7c-8177-73adabca57ef,118,,"[12.2, 46.0]",3754198,2,,,,0.8634287,,Left Foot,,,,"[23.4, 59.1]",Ground Pass,,17.235138,,,,Toby Alderweireld,20005.0,,,,,,1,Regular Play,Hugo Lloris,3099.0,Goalkeeper,10,Tottenham Hotspur,38,['4297dfb1-0182-4118-8c6c-dc0c9ce22204'],5,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:05.299,Pass,
,,,,,,,,,,,,,,,2.399998,,,,,,,,,,,3accdd06-c2bd-4b30-b72c-2c9d4781f88c,121,,"[27.6, 58.8]",3754198,2,,,,-1.4615555,,Right Foot,,,,"[31.0, 27.8]",Ground Pass,,31.185894,,,,Jan Vertonghen,3077.0,,,,,,1,Regular Play,Toby Alderweireld,20005.0,Right Center Back,10,Tottenham Hotspur,38,['99ea1014-2b5e-4a93-a28f-71600bf117f6'],8,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:08.338,Pass,
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,88dbe799-93e4-487a-be2a-836c93852e7b,124,,"[35.2, 24.5]",3754198,2,,,,-1.3703176,,Right Foot,,,,"[39.0, 5.8]",Ground Pass,,19.082191,,,,Danny Rose,3594.0,,,,,,1,Regular Play,Jan Vertonghen,3077.0,Left Center Back,10,Tottenham Hotspur,38,['6a20f608-ac85-40ce-80e3-e3f2da476217'],13,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:13.138,Pass,
,,,,,,,,,,,,,,,0.732844,,,,,,,,,,,da44d911-3fe3-4124-b4d3-90a95feceeca,128,,"[39.4, 7.0]",3754198,2,,,,-0.13255154,,Left Foot,,,,"[40.9, 6.8]",Ground Pass,,1.5132746,,Incomplete,,Nacer Chadli,4831.0,,,,,,1,Regular Play,Danny Rose,3594.0,Left Back,10,Tottenham Hotspur,38,"['06df8636-5895-434c-9082-13569e142a3c', '78bc6a47-883a-4850-a371-19a0212e6318', 'd4ecf785-b9c6-44bd-8bae-040ec4e13f76']",15,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:15.544,Pass,True
,,,,,,,,,,,,,,,2.18746,,,,,,,,,,,433d2905-de85-4802-80ed-9c06afdaf909,131,,"[44.9, 0.1]",3754198,2,,,,0.40637472,,,,,,"[69.3, 10.6]",High Pass,,26.56332,,,,Bamidele Alli,3094.0,,,,,Throw-in,1,From Throw In,Danny Rose,3594.0,Left Back,11,Tottenham Hotspur,38,['865bffe3-8115-4971-ba67-c1511a5abc9f'],29,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:29.672,Pass,
,,,,,,,,,,,,,,,0.912667,,,,,,,,,,,5136aa73-5d69-4a17-868b-6a7173d605e1,135,,"[47.8, 68.4]",3754198,2,,,,-0.42544964,,Head,,,,"[54.2, 65.5]",High Pass,,7.0263786,,Incomplete,,Lucas Pezzini Leiva,7780.0,,,,,Recovery,1,From Throw In,Martin Škrtel,18872.0,Right Center Back,11,Tottenham Hotspur,38,"['09a39cae-6a9c-46ef-bee1-f0cc90477e8f', 'c3864bba-6a45-4fb6-af5d-fb9cd4ca57a1']",32,,,,,,,,,,,,,,,,,Liverpool,24,00:02:32.472,Pass,
,,,,,,,,,,,,,,,1.185554,,,,,,,,,,,09a39cae-6a9c-46ef-bee1-f0cc90477e8f,138,,"[65.9, 14.6]",3754198,2,,,True,-0.7335927,,,,,,"[73.0, 8.2]",High Pass,,9.558765,,Incomplete,,,,,,,,Recovery,1,From Throw In,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,11,Tottenham Hotspur,38,"['5136aa73-5d69-4a17-868b-6a7173d605e1', '93569b82-3779-4863-91d8-904ba4c94ff3', 'd7256e70-ca69-47bb-829e-133ccd84e069']",33,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:33.385,Pass,True
