50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6109117e-9e5e-4fc1-b824-25065b8a24cc,241,,"[93.1, 54.8]",2302764,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xabier Alonso Olano,20133.0,Left Defensive Midfield,22,Liverpool,24,['fb9973d0-cf34-4fd9-b2ec-e914adc44e7f'],49,,,,,,,,,,,,,,,,,,Liverpool,24,00:07:49.689,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248c1d98-1d88-4d20-807b-8c3609cff1af,244,,"[91.7, 54.6]",2302764,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Steven Gerrard,19109.0,Right Center Midfield,22,Liverpool,24,['b5c2ff13-a7a1-43d1-9d61-eeb61052e332'],50,,,,,,,,,,,,,,,,,,Liverpool,24,00:07:50.414,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41bebf76-6def-439b-afbd-4e7db7f85b88,247,,"[117.4, 31.3]",2302764,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Harry Kewell,34391.0,Center Attacking Midfield,22,Liverpool,24,['bdac07d4-208c-4fe2-8913-36910ef95789'],53,,,,,,,,,,,,,,,,,,Liverpool,24,00:07:53.284,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07a97e70-50c5-4f5d-b54e-7f8d47ce405b,252,,"[68.7, 64.9]",2302764,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Gennaro Gattuso,20142.0,Right Center Midfield,24,AC Milan,243,['4216604c-d30d-4155-a38a-bb7fbdf9dbd4'],29,,,,,,,,,,,,,,,,,,AC Milan,243,00:08:29.968,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4e2700e-d422-4ffa-9ccd-8bd58808d5cc,255,,"[70.1, 48.0]",2302764,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrea Pirlo,19849.0,Center Defensive Midfield,24,AC Milan,243,"['26b2fd52-e5d8-4948-8120-34a5eee87d33', '33daf500-0127-4aaf-beea-e15eb754ad5e']",31,,,,,,,,,,,,,,,,,,AC Milan,243,00:08:31.408,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf260549-620b-4258-91be-b4086f957c90,261,,"[116.7, 0.8]",2302764,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andriy Shevchenko,20295.0,Right Center Forward,24,AC Milan,243,['3b404499-6a4e-4d26-a718-9c1f111b014b'],38,,,,,,,,,,,,,,,,,,AC Milan,243,00:08:38.997,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc0c68d1-37c5-47ad-87cc-0458db28727b,265,,"[91.6, 3.3]",2302764,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Paolo Maldini,15116.0,Left Back,24,AC Milan,243,['4d821142-2cd2-4f9d-9156-a56e4d13f194'],44,,,,,,,,,,,,,,,,,,AC Milan,243,00:08:44.057,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522437e1-9222-4b8a-80b4-ed8305adf953,268,,"[94.0, 1.2]",2302764,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andriy Shevchenko,20295.0,Right Center Forward,24,AC Milan,243,['04cb44ad-e027-4050-a0a6-a6f7721c5516'],47,,,,,,,,,,,,,,,,,,AC Milan,243,00:08:47.857,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2ebfaac-815e-4e3e-b87f-7f6a046d7e3e,272,,"[102.9, 5.7]",2302764,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Paolo Maldini,15116.0,Left Back,24,AC Milan,243,['2b8697b4-098f-48e6-a71d-d54730829647'],50,,,,,,,,,,,,,,,,,,AC Milan,243,00:08:50.517,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18a70d77-0aef-4606-b218-f7df11b0946f,280,,"[89.6, 17.7]",2302764,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clarence Seedorf,15046.0,Left Center Midfield,24,AC Milan,243,['e86c2279-bb7d-4ceb-8092-e90bd439d515'],52,,,,,,,,,,,,,,,,,,AC Milan,243,00:08:52.884,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7c66553-8014-468b-a24c-ed270a25aaea,283,,"[86.2, 24.5]",2302764,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Gennaro Gattuso,20142.0,Right Center Midfield,24,AC Milan,243,['13ddd943-900a-4d24-b2c7-ff7ab4bee968'],54,,,,,,,,,,,,,,,,,,AC Milan,243,00:08:54.906,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d40e700a-e119-45e1-858a-0a9cba6a517f,286,,"[82.8, 15.3]",2302764,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrea Pirlo,19849.0,Center Defensive Midfield,24,AC Milan,243,['65e8c45f-017b-41e1-aa11-19b8efae4f77'],57,,,,,,,,,,,,,,,,,,AC Milan,243,00:08:57.921,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd06c6c8-3a82-494b-9ada-e53d4a920aa1,295,,"[90.6, 5.3]",2302764,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Gennaro Gattuso,20142.0,Right Center Midfield,24,AC Milan,243,"['3cf52b3f-c8c2-41d1-8e12-3203ed35df0f', '86da616a-9e85-4b90-a375-133a593ff6fe']",1,,,,,,,,,,,,,,,,,,AC Milan,243,00:09:01.658,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76845c5d-1f7c-4f16-9a81-bfa6515b756d,298,,"[92.6, 14.3]",2302764,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrea Pirlo,19849.0,Center Defensive Midfield,24,AC Milan,243,['58b4b35d-e5dd-4c4f-84f3-d3244a3c332b'],2,,,,,,,,,,,,,,,,,,AC Milan,243,00:09:02.698,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312309fa-8d2f-4d1a-81c1-c6b681a4c4e3,304,,"[85.6, 15.9]",2302764,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrea Pirlo,19849.0,Center Defensive Midfield,24,AC Milan,243,['7b12f479-eaf7-4363-9f8a-dd33d33c0659'],8,,,,,,,,,,,,,,,,,,AC Milan,243,00:09:08.507,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88a77999-0033-48a9-9959-7f2be49b5c4c,311,,"[44.1, 60.2]",2302764,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Steven Gerrard,19109.0,Right Center Midfield,24,AC Milan,243,"['9b2d4667-6f2c-45c3-91b7-98a7ab5a1a9a', 'cc82416f-c6b7-4766-9f77-cca8c3611ba4']",11,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:11.340,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f22b2bf4-d90e-48c3-8435-4be782c43593,316,,"[35.4, 49.2]",2302764,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcos Evangelista de Moraes,34395.0,Right Back,24,AC Milan,243,['af59d224-5f99-4fa9-89b8-eb5109e9b8d8'],16,,,,,,,,,,,,,,,,,,AC Milan,243,00:09:16.556,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbdea838-d7d6-49bb-b5c3-54f4b7ae27ff,319,,"[40.6, 30.9]",2302764,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alessandro Nesta,15778.0,Left Center Back,24,AC Milan,243,['762cb8bf-6012-4c8d-a900-850532ab13a6'],18,,,,,,,,,,,,,,,,,,AC Milan,243,00:09:18.800,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cecccbbe-a144-4d8e-b7e9-da0189b6555b,324,,"[64.7, 21.3]",2302764,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrea Pirlo,19849.0,Center Defensive Midfield,24,AC Milan,243,['b9b04e57-f8b4-4c56-be3c-0dd5aa05d743'],22,,,,,,,,,,,,,,,,,,AC Milan,243,00:09:22.728,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e46ec90-cee9-48a4-9142-e4bfa138bfaf,329,,"[85.6, 33.6]",2302764,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clarence Seedorf,15046.0,Left Center Midfield,24,AC Milan,243,['14117274-f11a-4b96-8057-7c537c910ade'],30,,,,,,,,,,,,,,,,,,AC Milan,243,00:09:30.221,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d59eb38-72b1-4271-9ce2-70c2b40e8921,332,,"[81.8, 51.6]",2302764,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Gennaro Gattuso,20142.0,Right Center Midfield,24,AC Milan,243,['2afe7633-6c7f-4ccd-b900-2a09d8687262'],33,,,,,,,,,,,,,,,,,,AC Milan,243,00:09:33.068,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24ab68b0-c7eb-4436-9d31-ac14ad89d04e,343,,"[56.4, 38.9]",2302764,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Steven Gerrard,19109.0,Right Center Midfield,26,Liverpool,24,['ceeb37dc-6951-4c50-bbdb-3cbaac8c52f4'],54,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:54.690,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75738dc6-e9ef-4e0f-8074-096362fefe60,345,,"[57.6, 21.5]",2302764,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Djimi Traoré,34387.0,Left Back,26,Liverpool,24,['f4f5cc35-6907-4402-b7ce-4c21dbc346a5'],56,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:56.735,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e98c9fc3-54e9-43fe-b9da-14b8d604941c,348,,"[74.0, 3.8]",2302764,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,John Arne Semundseth Riise,34386.0,Left Midfield,26,Liverpool,24,['06db7dc3-87ef-4836-b376-0b000aca41fe'],59,,,,,,,,,,,,,,,,,,Liverpool,24,00:09:59.359,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae2ee7a8-7571-46c4-85c0-1ebb3da7c298,351,,"[89.9, 22.3]",2302764,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Milan Baroš,19735.0,Center Forward,26,Liverpool,24,['f7544f03-2705-4851-8c39-bd384afbefe5'],3,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:03.794,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f7ab2bc-aba4-4be3-8f82-45826231f836,355,,"[27.0, 49.6]",2302764,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrea Pirlo,19849.0,Center Defensive Midfield,27,AC Milan,243,['161fa331-0270-4afc-8280-92b88ba954bf'],7,,,,,,,,,,,,,,,,,,AC Milan,243,00:10:07.658,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f1ea3cd-b99a-4624-991b-abc4f1e4d71e,358,,"[7.7, 37.0]",2302764,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nelson de Jesus da Silva,34393.0,Goalkeeper,27,AC Milan,243,['95cae406-2a67-47d7-96c8-0eb66ac6609f'],10,,,,,,,,,,,,,,,,,,AC Milan,243,00:10:10.078,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483ad685-3cfb-48d2-8313-49304f5daae9,365,,"[74.4, 30.9]",2302764,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ricardo Izecson dos Santos Leite,26712.0,Center Attacking Midfield,27,AC Milan,243,['f5e45957-f5a5-40f3-8a00-148fe0036c3a'],30,,,,,,,,,,,,,,,,,,AC Milan,243,00:10:30.137,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1ebae86-fce5-4bb2-9eac-ad519229bc38,369,,"[107.9, 1.6]",2302764,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andriy Shevchenko,20295.0,Right Center Forward,27,AC Milan,243,['f0933d47-a421-4b52-98ed-376a81fa60e8'],35,,,,,,,,,,,,,,,,,,AC Milan,243,00:10:35.848,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285446a9-a777-425b-925f-b247eedd399f,373,,"[83.2, 5.7]",2302764,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paolo Maldini,15116.0,Left Back,27,AC Milan,243,['866d6d19-ac70-421a-88e2-1e714e823ab1'],44,,,,,,,,,,,,,,,,,,AC Milan,243,00:10:44.235,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153a74f7-e463-4e25-af69-a657c7d1e99a,377,,"[72.9, 69.3]",2302764,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Evangelista de Moraes,34395.0,Right Back,27,AC Milan,243,['f7921101-def4-4f5c-92ec-045cf03ceee5'],50,,,,,,,,,,,,,,,,,,AC Milan,243,00:10:50.172,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e20e1c9-6fef-426e-a901-3b73c50cef6d,380,,"[98.7, 20.0]",2302764,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Milan Baroš,19735.0,Center Forward,28,Liverpool,24,"['2f301414-5509-46f4-a8bf-bba2e1970c05', 'ed4c01fd-11d5-476a-915d-bc6336438ee3']",58,,,,,,,,,,,,,,,,,,Liverpool,24,00:10:58.577,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3f4f8af-ffbd-40f3-9d4e-86487a1d7bdc,383,,"[103.8, 36.1]",2302764,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Harry Kewell,34391.0,Center Attacking Midfield,28,Liverpool,24,['93915cbc-2841-40a1-a134-286c960097e3'],3,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:03.618,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c011fcec-fd23-43c2-9f56-0ea8a8bf203e,388,,"[93.5, 36.1]",2302764,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Milan Baroš,19735.0,Center Forward,28,Liverpool,24,['6650ee12-c72f-4aaf-9305-f4d2312e04de'],6,,,,,,,,,,,,,,,,,,Liverpool,24,00:11:06.372,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7302eeda-2459-413b-81a4-4bed569acc34,403,,"[8.3, 63.7]",2302764,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Evangelista de Moraes,34395.0,Right Back,29,AC Milan,243,['16733cfa-9ef6-4310-9e7b-42fce083d734'],16,,,,,,,,,,,,,,,,,,AC Milan,243,00:11:16.224,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a959de07-ae7c-4a74-9510-fad3d8f6f5dd,406,,"[22.2, 58.6]",2302764,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrea Pirlo,19849.0,Center Defensive Midfield,29,AC Milan,243,['523de092-aa5f-4831-bb78-4a47d2028bc5'],17,,,,,,,,,,,,,,,,,,AC Milan,243,00:11:17.660,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bf182f6-7ea1-4eac-aa65-538adca6de3b,409,,"[42.2, 2.8]",2302764,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paolo Maldini,15116.0,Left Back,29,AC Milan,243,['03c37240-2272-44b6-a1c1-c3973dafb7d7'],23,,,,,,,,,,,,,,,,,,AC Milan,243,00:11:23.827,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08996ac6-4795-4636-8148-00926b26b29b,415,,"[39.8, 3.7]",2302764,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jaap Stam,19634.0,Right Center Back,30,AC Milan,243,['4024f74b-c0fb-41e8-8c64-fa974c82a9d9'],40,,,,,,,,,,,,,,,,,,AC Milan,243,00:11:40.300,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61981a08-bdea-4db8-91e1-67aca9141bc2,417,,"[33.6, 49.4]",2302764,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcos Evangelista de Moraes,34395.0,Right Back,30,AC Milan,243,['16157d21-f114-4e29-b651-433afa5525ce'],44,,,,,,,,,,,,,,,,,,AC Milan,243,00:11:44.296,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7ebecf58-6aa3-42d1-b7de-284db4ea4a77,420,,"[50.7, 44.4]",2302764,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrea Pirlo,19849.0,Center Defensive Midfield,30,AC Milan,243,['5b478f41-d92a-4407-bd20-223ee50847b7'],50,,,,,,,,,,,,,,,,,,AC Milan,243,00:11:50.799,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b80e78c2-146d-4f76-b739-41ad340d5883,423,,"[74.6, 26.5]",2302764,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clarence Seedorf,15046.0,Left Center Midfield,30,AC Milan,243,['9c1275d6-8092-4f6c-9d3b-0ada68142ab0'],53,,,,,,,,,,,,,,,,,,AC Milan,243,00:11:53.156,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2988dd58-b8c1-47f8-889a-ceb46eee02da,433,,"[30.7, 18.6]",2302764,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,John Arne Semundseth Riise,34386.0,Left Midfield,31,Liverpool,24,"['6885bf0c-53d9-430d-9896-167849d0b3b9', 'a709a280-8b47-440f-9f09-4b9461f3f16e']",2,,,,,,,,,,,,,,,,,,Liverpool,24,00:12:02.127,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ced1de09-1d5d-4d1d-8262-9f7aee43d801,437,,"[77.8, 70.1]",2302764,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Hernán Jorge Crespo,34394.0,Left Center Forward,32,AC Milan,243,['da6af5bf-a731-45b9-800a-5dc199d78279'],29,,,,,,,,,,,,,,,,,,AC Milan,243,00:12:29.846,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433c2138-2efe-4913-81c3-0c1cef6fbb63,439,,"[80.3, 5.0]",2302764,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Milan Baroš,19735.0,Center Forward,32,AC Milan,243,['41a51253-c6ad-4129-8079-9aafdd1544c5'],34,,,,,,,,,,,,,,,,,,Liverpool,24,00:12:34.592,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bceab9b-70b1-4508-9364-36eed64f92de,441,,"[67.5, 73.9]",2302764,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Hernán Jorge Crespo,34394.0,Left Center Forward,33,AC Milan,243,['defda4e1-2f42-4264-96a7-80e44a48918a'],44,,,,,,,,,,,,,,,,,,AC Milan,243,00:12:44.210,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5e20579-b35c-495a-891e-bdee7458e21a,443,,"[63.0, 20.4]",2302764,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Steven Gerrard,19109.0,Right Center Midfield,33,AC Milan,243,['940d938b-ea2b-4322-9b44-dc9782ee89be'],45,,,,,,,,,,,,,,,,,,Liverpool,24,00:12:45.805,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63172784-c2c4-423b-b5d7-b8cd633abb67,449,,"[50.5, 62.3]",2302764,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrea Pirlo,19849.0,Center Defensive Midfield,33,AC Milan,243,['5fbe127b-a06b-4ad4-980d-9ede2434efb5'],49,,,,,,,,,,,,,,,,,,AC Milan,243,00:12:49.299,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3483942e-e7fe-4967-93e4-3bd1c960eb91,452,,"[58.1, 71.1]",2302764,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Gennaro Gattuso,20142.0,Right Center Midfield,33,AC Milan,243,['a4cacd48-f1be-4fc1-83c5-0deae04bd06b'],49,,,,,,,,,,,,,,,,,,AC Milan,243,00:12:49.937,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64035d86-3dca-4367-931e-788c961ce278,456,,"[104.5, 44.0]",2302764,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andriy Shevchenko,20295.0,Right Center Forward,33,AC Milan,243,"['7eaae76f-cdf8-459f-87c8-579ce9c3ec30', 'f9a15e94-81cd-40b7-8652-78001a5b4308']",54,,,,,,,,,,,,,,,,,,AC Milan,243,00:12:54.433,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc0150fd-3d40-44c6-bac3-d602439bdf82,460,,"[20.7, 64.2]",2302764,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Steve Finnan,34392.0,Right Back,34,Liverpool,24,['9fafd54f-9f84-4787-9935-8df3d6c93bd7'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:13:00.371,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08b665ac-9e84-4d76-aba9-ac96a7589937,462,,"[50.4, 60.6]",2302764,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Javier García Sanz,26391.0,Right Midfield,34,Liverpool,24,['0094b6a8-0945-43a6-badf-897d8a829eff'],2,,,,,,,,,,,,,,,,,,Liverpool,24,00:13:02.668,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfd1ad22-3868-4ccd-8449-9ad122108f81,471,,"[112.3, 56.6]",2302764,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hernán Jorge Crespo,34394.0,Left Center Forward,35,AC Milan,243,"['0de352b9-6b6b-4c2b-b5d1-8b68ee29cb23', 'c51b0a5a-c6fe-4289-a122-d78077c409d4']",9,,,,,,,,,,,,,,,,,,AC Milan,243,00:13:09.293,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16e4e2f0-18ce-412b-a465-083267c52abb,476,,"[117.1, 46.6]",2302764,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Hernán Jorge Crespo,34394.0,Left Center Forward,36,AC Milan,243,['1c246a65-f15a-4919-b162-17cb4f6933b0'],36,,,,,,,,,,,,,,,,,,AC Milan,243,00:13:36.820,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86efa149-7c32-4156-91de-3374d05949c4,491,,"[69.4, 26.1]",2302764,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,John Arne Semundseth Riise,34386.0,Left Midfield,37,Liverpool,24,['b5a4580c-615a-455e-a0f7-f243fbe279b6'],10,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:10.420,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561f10dd-cf76-4fe1-87f6-e0520b9cac85,494,,"[78.5, 46.9]",2302764,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Harry Kewell,34391.0,Center Attacking Midfield,37,Liverpool,24,['909e9d21-d636-4228-82e5-82237546e5ab'],11,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:11.589,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c17420d-2f9d-4eb8-b04a-e371a91e41f2,499,,"[100.1, 23.7]",2302764,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Milan Baroš,19735.0,Center Forward,37,Liverpool,24,['3d722644-9246-4aad-823e-bf8f6e530299'],14,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:14.400,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203ab56e-34de-4d3e-85ca-d7fcc14eda9a,507,,"[52.0, 10.4]",2302764,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Djimi Traoré,34387.0,Left Back,37,Liverpool,24,['ca9e1c4d-d8f9-4c61-92b7-3b889b9986b9'],20,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:20.217,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6afc7778-0aec-4752-b263-2c6e67f60bc6,510,,"[89.7, 9.4]",2302764,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Milan Baroš,19735.0,Center Forward,37,Liverpool,24,['84b85f3f-1e07-4457-a96a-20f8b21eea74'],24,,,,,,,,,,,,,,,,,,Liverpool,24,00:14:24.938,Ball Receipt*,
