50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.800212,,,,,,,,,,,,8eff484a-037f-4e40-8b4c-1dfaa557ce93,3667,,,"[73.1, 4.8]",3754098,90,,,,True,1.2998495,,,,,,"[77.6, 21.0]",,High Pass,,16.813387,,,Incomplete,,,,,,,,,Recovery,2,Regular Play,Robert Kenedy Nunes do Nascimento,3666.0,Center Attacking Midfield,199,Liverpool,24,"['1abed558-0495-45f7-9140-f69b5752deb8', '2f47d323-e78a-43c6-b2c6-16bc0ce40742', 'a1af1bdb-8448-418a-b4a3-d34d352dcd7a']",4,,,,,,,,,,,,,,,,,,Chelsea,33,00:45:04.096,Pass,True
,,,,,,,,,,,,,,,,,1.11966,,,,,,,,,,,,2dbff348-d273-4f70-acc7-68869430d8ea,3671,,,"[42.5, 61.3]",3754098,90,,,,,1.6364912,,Right Foot,,,,"[41.5, 76.5]",,Ground Pass,,15.23286,,,,,Nathaniel Edwin Clyne,4590.0,,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,199,Liverpool,24,['195a4ea4-cf88-4fe0-a671-bd0dfd3744cc'],8,,,,,,,,,,,,,,,,,,Liverpool,24,00:45:08.223,Pass,
,,,,,,,,,,,,,,,,,1.6272,,,,,,,,,,,,5b9522bc-1404-4069-8211-c04512c82410,3678,,,"[55.6, 77.5]",3754098,90,,True,,,-1.0265158,,Right Foot,,,,"[80.9, 35.7]",,Ground Pass,,48.86031,,,,,Christian Benteke Liolo,3380.0,,,True,,,Free Kick,2,From Free Kick,Lucas Pezzini Leiva,7780.0,Right Defensive Midfield,200,Liverpool,24,['d81d2fa6-9811-4b4f-849a-170edfc2660a'],45,,,,,,,,,,,,,,,,,,Liverpool,24,00:45:45.391,Pass,
,,,,,,,,,,,,,,,,,1.271501,,,,,,,,,,,,55558ff8-da05-451d-a06d-0cceac5ee86e,3680,,,"[80.9, 35.7]",3754098,90,,,,,-2.3028102,,Right Foot,,,,"[74.7, 28.8]",,Ground Pass,,9.276314,,,,,Philippe Coutinho Correia,3501.0,,,,,,,2,From Free Kick,Christian Benteke Liolo,3380.0,Center Forward,200,Liverpool,24,['772957f0-1241-40c1-83cf-76fd19de5a31'],48,,,,,,,,,,,,,,,,,,Liverpool,24,00:45:48.460,Pass,
,,,,,,,,,,,,,,,,,0.349867,,,,,,,,,,,,f1123d94-de21-4f79-aae8-5c0915576c70,3683,,,"[84.3, 27.9]",3754098,90,,,,,1.0150406,,Right Foot,,,,"[90.2, 37.4]",,Ground Pass,,11.1830225,,,,,Christian Benteke Liolo,3380.0,,,,,,,2,From Free Kick,Philippe Coutinho Correia,3501.0,Left Wing,200,Liverpool,24,['f669b6c5-3b3c-471f-b395-e7a465e23df6'],51,,,,,,,,,,,,,,,,,,Liverpool,24,00:45:51.201,Pass,
,,,,,,,,,,,,,,,,,1.13917,,,,,,,,,,,,78439f4f-ea5c-4edf-9e89-cb6332c567db,3686,,,"[90.2, 37.4]",3754098,90,,,,,-1.1071488,4e962738-fafe-4e8b-b505-be6e9bf18801,Right Foot,,,,"[95.7, 26.4]",,Ground Pass,,12.298374,,,,,Philippe Coutinho Correia,3501.0,True,,,,,,2,From Free Kick,Christian Benteke Liolo,3380.0,Center Forward,200,Liverpool,24,['04ad5219-b6d2-4b14-afe1-a1151288308b'],51,,,,,,,,,,,,,,,,,,Liverpool,24,00:45:51.605,Pass,
,,,,,,,,,,,,,,,,,1.356398,,,,,,,,,,,,a1b54040-0717-4179-ae72-872b95196bbc,3692,,,"[120.0, 0.1]",3754098,91,,True,,,2.9436035,,Right Foot,,,,"[87.6, 6.6]",,Ground Pass,,33.045574,,,,,Alberto Moreno Pérez,3515.0,,,,,,Corner,2,From Corner,Emre Can,3493.0,Left Defensive Midfield,201,Liverpool,24,['f2d04ee3-ca34-4fe9-922e-6293047c65b0'],12,,,,,,,,,,,,,,,,,,Liverpool,24,00:46:12.407,Pass,
,,,,,,,,,,,,,,,,,1.118309,,,,,,,,,,,,84771f8c-64f8-405a-b23d-aa2c079a317c,3694,,,"[86.6, 8.0]",3754098,91,,,,,1.8039762,,Left Foot,,,,"[82.8, 24.0]",,Ground Pass,,16.44506,,,,,Lucas Pezzini Leiva,7780.0,,,,,,,2,From Corner,Alberto Moreno Pérez,3515.0,Left Back,201,Liverpool,24,['75b2363d-f1a5-4339-a78a-7d17bdd49db8'],15,,,,,,,,,,,,,,,,,,Liverpool,24,00:46:15.031,Pass,
,,,,,,,,,,,,,,,,,1.445586,,,,,,,,,,,,4c5e13bd-f8a6-4885-95ed-185bba6219b9,3697,,,"[80.4, 23.6]",3754098,91,,,,,-2.5708296,,Right Foot,,,,"[62.8, 12.3]",,Ground Pass,,20.915306,,,,,Mamadou Sakho,3483.0,,,,,,,2,From Corner,Lucas Pezzini Leiva,7780.0,Right Defensive Midfield,201,Liverpool,24,['cfa1a0db-dea0-4eb8-860b-14405a6e05e7'],18,,,,,,,,,,,,,,,,,,Liverpool,24,00:46:18.029,Pass,
,,,,,,,,,,,,,,,,,1.32267,,,,,,,,,,,,8203e9c1-d9af-4761-a8c0-0c391103e7ab,3700,,,"[54.7, 15.2]",3754098,91,,,,,2.6838446,,Left Foot,,,,"[27.5, 28.6]",,Ground Pass,,30.32161,,,,,Simon Mignolet,3539.0,,,,,,,2,From Corner,Mamadou Sakho,3483.0,Left Center Back,201,Liverpool,24,['94de5460-8f4b-4b44-90b2-0b955c122a90'],21,,,,,,,,,,,,,,,,,,Liverpool,24,00:46:21.074,Pass,
,,,,,,,,,,,,,,,,,1.552601,,,,,,,,,,,,4fa286e5-1f75-4603-a17d-eda0c9c170f5,3703,,,"[27.5, 28.6]",3754098,91,,,,,-0.60757303,,Right Foot,,,,"[40.3, 19.7]",,Ground Pass,,15.590061,,,,,Mamadou Sakho,3483.0,,,,,,,2,From Corner,Simon Mignolet,3539.0,Goalkeeper,201,Liverpool,24,['457476da-5afc-44c2-b593-f9da7b3e3260'],22,,,,,,,,,,,,,,,,,,Liverpool,24,00:46:22.870,Pass,
,,,,,,,,,,,,,,,,,1.784376,,,,,,,,,,,,e510f04c-8d63-4bbb-986e-8a1e07509a7a,3706,,,"[37.7, 20.7]",3754098,91,,,,,2.5734205,,Left Foot,,,,"[15.3, 35.0]",,Ground Pass,,26.575365,,,,,Simon Mignolet,3539.0,,,,,,,2,From Corner,Mamadou Sakho,3483.0,Left Center Back,201,Liverpool,24,['16767180-21f9-418a-97d6-b71b721dce57'],26,,,,,,,,,,,,,,,,,,Liverpool,24,00:46:26.022,Pass,
,,,,,,,,,,,,,,,,,0.984488,,,,,,,,,,,,34c677a2-fd61-48e2-8715-d5aac2f5802c,3709,,,"[15.3, 35.0]",3754098,91,,,,,-0.81569195,,Right Foot,,,,"[26.5, 23.1]",,Ground Pass,,16.341665,,,,,Mamadou Sakho,3483.0,,,,,,,2,From Corner,Simon Mignolet,3539.0,Goalkeeper,201,Liverpool,24,['2765e290-d165-43d8-b25c-fd39c847a814'],28,,,,,,,,,,,,,,,,,,Liverpool,24,00:46:28.747,Pass,
,,,,,,,,,,,,,,,,,0.874653,,,,,,,,,,,,e0ce9559-4924-422f-b4e4-effbafadd016,3712,,,"[30.6, 21.6]",3754098,91,,,,,-0.24629273,,Left Foot,,,,"[48.5, 17.1]",,Ground Pass,,18.456978,,,,,Emre Can,3493.0,,,,,,,2,From Corner,Mamadou Sakho,3483.0,Left Center Back,201,Liverpool,24,['48f059d9-24fb-4563-801b-e7635d5adc34'],32,,,,,,,,,,,,,,,,,,Liverpool,24,00:46:32.131,Pass,
,,,,,,,,,,,,,,,,,2.249067,,,,,,,,,,,,6f548027-79d1-4c2e-983a-7909ec174a57,3720,,,"[72.6, 60.4]",3754098,91,,,,,-0.67350787,,Left Foot,,,,"[92.4, 44.6]",,Ground Pass,,25.331404,,,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Defensive Midfield,202,Chelsea,33,"['3f76bdbf-1656-4a0f-9a20-41f577c34e82', '9b2a63c6-10ef-4676-b967-62cc1692e0ca']",34,,,,,,,,,,,,,,,,,,Chelsea,33,00:46:34.721,Pass,True
,,,,,,,,,,,,,,,,,0.3962,,,,,,,,,,,,5854f0c4-1e1e-4cf6-9f2d-effb99d9e90f,3723,,,"[92.4, 44.6]",3754098,91,,,,,0.5345943,,Right Foot,,,,"[100.0, 49.1]",,Ground Pass,,8.832327,,,Incomplete,,Ramires Santos do Nascimento,28100.0,,,,Through Ball,True,,2,Regular Play,Oscar dos Santos Emboaba Júnior,40122.0,Left Wing,202,Chelsea,33,"['79a67562-490c-4d93-bf70-245fe9a3af4a', 'cdd3945d-1327-43ce-87dd-52c696d1f737']",37,,,,,,,,,,,,,,,,,,Chelsea,33,00:46:37.366,Pass,
,,,,,,,,,,,,,,,,,5.907129,,,,,,,,,,,,439caa8b-ca5b-4467-9a5e-c01790d1de50,3731,,,"[25.3, 45.0]",3754098,91,,,,,1.0384369,,Head,,,,"[41.5, 72.5]",,High Pass,,31.916924,,,Incomplete,,,,,,,,,Recovery,2,Regular Play,Lucas Pezzini Leiva,7780.0,Right Defensive Midfield,202,Chelsea,33,['e93a45e8-996c-4ca7-a66f-2143cf20b8c2'],42,,,,,,,,,,,,,,,,,,Liverpool,24,00:46:42.625,Pass,
,,,,,,,,,,,,,,,,,1.243613,,,,,,,,,,,,418ef2ef-5dbf-4622-9f23-a3c82cba9276,3734,,,"[44.4, 80.0]",3754098,92,,,,,-0.18055183,,,,,,"[57.0, 77.7]",,Low Pass,,12.808201,,,,,Christian Benteke Liolo,3380.0,,,,,,Throw-in,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,203,Liverpool,24,['5a1f000e-6314-46b9-a654-fb51b877f101'],8,,,,,,,,,,,,,,,,,,Liverpool,24,00:47:08.254,Pass,
,,,,,,,,,,,,,,,,,0.200031,,,,,,,,,,,,adf29815-710a-4635-914d-3dcc98d7f598,3742,,,"[55.6, 78.4]",3754098,92,,,,,-0.8685394,,Right Foot,,,,"[57.8, 75.8]",,Ground Pass,,3.4058774,,,Incomplete,,,,,,,,,Recovery,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,203,Liverpool,24,"['24c09e48-43c3-4910-9f0a-b5c8003e7cd1', 'bddf1989-5651-4835-b653-3f0e1780fa88']",13,,,,,,,,,,,,,,,,,,Liverpool,24,00:47:13.616,Pass,True
,,,,,,,,,,,,,,,,,0.964721,,,,,,,,,,,,72da7a3f-2a3b-4f5b-b1e0-39177314569e,3744,,,"[58.7, 80.0]",3754098,92,,,,,-0.42087215,,,,,,"[69.2, 75.3]",,Low Pass,,11.503912,,,,,Dejan Lovren,3471.0,,,,,,Throw-in,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,204,Liverpool,24,['c7c09d8f-3f68-4003-874e-8cca72fe0640'],32,,,,,,,,,,,,,,,,,,Liverpool,24,00:47:32.421,Pass,
,,,,,,,,,,,,,,,,,2.150788,,,,,,,,,,,,781979be-4efa-42e2-b828-8005f6d87c57,3747,,,"[71.1, 75.1]",3754098,92,,,,,-0.72935134,,Right Foot,,,,"[87.1, 60.8]",,High Pass,,21.45903,,,Incomplete,,,,,,,,,,2,From Throw In,Dejan Lovren,3471.0,Center Attacking Midfield,204,Liverpool,24,['869cb760-9439-4e50-8eda-dc06028185bb'],34,,,,,,,,,,,,,,,,,,Liverpool,24,00:47:34.016,Pass,
,,,,,,,,,,,,,,,,,0.86637,,,,,,,,,,,,869cb760-9439-4e50-8eda-dc06028185bb,3748,,,"[33.0, 19.3]",3754098,92,,,,,-2.0165086,,Head,,,,"[28.7, 10.3]",,High Pass,,9.974467,,,,,John Terry,20287.0,,,,,,Recovery,2,Regular Play,Gary Cahill,3645.0,Right Center Back,205,Chelsea,33,"['781979be-4efa-42e2-b828-8005f6d87c57', '96189445-7eb8-4633-9a4f-e315088e240e']",36,,,,,,,,,,,,,,,,,,Chelsea,33,00:47:36.167,Pass,
,,,,,,,,,,,,,,,,,2.23521,,,,,,,,,,,,6963a85e-a565-4ba5-b42d-390b8038b5b0,3750,,,"[28.7, 10.3]",3754098,92,,,,,2.2504952,,Right Foot,,,,"[8.9, 34.8]",,Low Pass,,31.500635,,,,,Asmir Begović,3339.0,,,,,,,2,Regular Play,John Terry,20287.0,Left Center Back,205,Chelsea,33,['94abf305-0b18-49f0-8244-a9669c5275cb'],37,,,,,,,,,,,,,,,,,,Chelsea,33,00:47:37.033,Pass,
,,,,,,,,,,,,,,,,,2.219793,,,,,,,,,,,,16688cc6-6e66-4d7e-be54-1cc5bb6b3d43,3754,,,"[9.4, 40.6]",3754098,92,,,,,-0.37161443,,Right Foot,,,,"[56.1, 22.4]",,Low Pass,,50.121155,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Asmir Begović,3339.0,Goalkeeper,205,Chelsea,33,"['5c337a03-6189-4c67-b466-5602ade84114', '7d6f5e53-5f36-47d0-ae02-d3e89dab4b71']",40,,,,,,,,,,,,,,,,,,Chelsea,33,00:47:40.580,Pass,True
,,,,,,,,,,,,,,,,,1.849017,,,,,,,,,,,,64ffe48b-4035-4a15-b802-87c81ab92740,3758,,,"[75.2, 20.3]",3754098,92,,,,,-0.5112307,,Right Foot,,,,"[95.7, 8.8]",,Ground Pass,,23.505318,,,,,Diego da Silva Costa,5198.0,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Defensive Midfield,205,Chelsea,33,['7014fb27-35ec-46fe-9e14-917ffb4db6bf'],47,,,,,,,,,,,,,,,,,,Chelsea,33,00:47:47.344,Pass,
,,,,,,,,,,,,,,,,,1.331258,,,,,,,,,,,,91c3ec04-3e1e-44a0-b07e-d549f58652c9,3761,,,"[108.1, 2.9]",3754098,92,,,,,2.616797,,Right Foot,,,,"[92.9, 11.7]",,Ground Pass,,17.563599,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,2,Regular Play,Diego da Silva Costa,5198.0,Center Forward,205,Chelsea,33,['2d26fad3-a5f1-412b-a782-991c9e6788e5'],53,,,,,,,,,,,,,,,,,,Chelsea,33,00:47:53.606,Pass,
,,,,,,,,,,,,,,,,,1.199599,,,,,,,,,,,,ba463be7-373b-4f4f-9df4-d22fa84cf76c,3764,,,"[93.6, 15.3]",3754098,92,,,,,0.82981336,,Right Foot,True,,,"[110.8, 34.1]",,High Pass,,25.480974,,,Incomplete,,,,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Defensive Midfield,205,Chelsea,33,['bb601fde-f877-4262-a0bc-d36f3584c458'],56,,,,,,,,,,,,,,,,,,Chelsea,33,00:47:56.034,Pass,
,,,,,,,,,,,,,,,,,3.187076,,,,,,,,,,,,d077585d-0718-43aa-a050-8fc0eb8635b0,3768,,,"[114.1, 61.6]",3754098,93,,,,,-1.6406014,,Right Foot,True,,,"[109.8, 0.1]",,High Pass,,61.650143,,,Out,,,,,,True,,,,2,Regular Play,Kurt Happy Zouma,3456.0,Right Back,205,Chelsea,33,,0,,,,,,,,,,,,,,,,,,Chelsea,33,00:48:00.858,Pass,
,,,,,,,,,,,,,,,,,1.097472,,,,,,,,,,,,d25c08fe-a532-477c-9dc4-cabebb3d6d6a,3769,,,"[12.7, 80.0]",3754098,93,,True,,,-0.7384242,,,,,,"[37.2, 57.7]",,Low Pass,,33.129143,,,,,Dejan Lovren,3471.0,,,,,,Throw-in,2,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,206,Liverpool,24,['00b7cc06-ee38-4243-a2df-1aef9a25e8c9'],26,,,,,,,,,,,,,,,,,,Liverpool,24,00:48:26.197,Pass,
,,,,,,,,,,,,,,,,,2.013367,,,,,,,,,,,,70f001ef-493e-4628-9205-226f5297e756,3771,,,"[37.2, 57.7]",3754098,93,,True,,,-0.54486394,,Right Foot,,,,"[53.7, 47.7]",,Low Pass,,19.293781,,,Incomplete,,,,,,,,,,2,From Throw In,Dejan Lovren,3471.0,Center Attacking Midfield,206,Liverpool,24,['20a20f44-d5e7-4f30-8d1a-f9c9cd45123f'],27,,,,,,,,,,,,,,,,,,Liverpool,24,00:48:27.744,Pass,
,,,,,,,,,,,,,,,,,4.421124,,,,,,,,,,,,20a20f44-d5e7-4f30-8d1a-f9c9cd45123f,3772,,,"[66.4, 32.4]",3754098,93,,,,,-0.4973839,,Left Foot,,,,"[120.0, 3.3]",,High Pass,,60.989918,,,Out,,,,,,,,,Recovery,2,From Throw In,Kurt Happy Zouma,3456.0,Right Back,206,Liverpool,24,['70f001ef-493e-4628-9205-226f5297e756'],29,,,,,,,,,,,,,,,,,,Chelsea,33,00:48:29.757,Pass,
,,,,,,,,,,,,,,,,,5.119031,,,,,,,,,,,,a87de1dd-2b74-4807-bb83-6ff43d7f824d,3773,,,"[7.0, 44.1]",3754098,93,,,,,0.5138812,,Right Foot,,,,"[70.6, 80.0]",,High Pass,,73.03266,,,Out,,,,,,,,,Goal Kick,2,From Goal Kick,Simon Mignolet,3539.0,Goalkeeper,207,Liverpool,24,,57,,,,,,,,,,,,,,,,,,Liverpool,24,00:48:57.458,Pass,
,,,,,,,,,,,,,,,,,1.437158,,,,,,,,,,,,17d00a29-c925-4b00-a649-daf4058e23d2,3774,,,"[50.2, 0.1]",3754098,94,,,,,2.5488954,,,,,,"[40.4, 6.7]",,Low Pass,,11.815245,,,,,John Terry,20287.0,,,,,,Throw-in,2,From Throw In,Robert Kenedy Nunes do Nascimento,3666.0,Center Attacking Midfield,208,Chelsea,33,['a4ba863a-97dd-4942-9241-7f0a079d070d'],6,,,,,,,,,,,,,,,,,,Chelsea,33,00:49:06.179,Pass,
,,,,,,,,,,,,,,,,,2.546501,,,,,,,,,,,,826d3e56-6fd6-461f-aa22-7545ca546295,3777,,,"[40.9, 7.4]",3754098,94,,,,,0.6272366,,Right Foot,,,,"[86.7, 40.6]",,High Pass,,56.567482,,,,,Radamel Falcao García Zárate,3445.0,,,,,,,2,From Throw In,John Terry,20287.0,Left Center Back,208,Chelsea,33,['e9cda2ef-bfb4-47b4-8931-9c8da3057744'],10,,,,,,,,,,,,,,,,,,Chelsea,33,00:49:10.008,Pass,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7fb54aa6-5916-4e34-ad14-d78f3920c73a,6,,,"[60.1, 35.3]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Roberto Firmino Barbosa de Oliveira,3535.0,Center Forward,2,Liverpool,24,['15d6f3c0-55b2-468a-a9e4-19900598d3f7'],0,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.811,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e5c0b403-7bdb-48d6-a956-0d27a4c24c1b,9,,,"[53.4, 5.6]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Alberto Moreno Pérez,3515.0,Left Back,2,Liverpool,24,['ffb0664c-d4f4-4760-9cd1-611324fef232'],4,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:04.486,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98d8bfbc-bf0d-43fc-9998-d64e9a35891c,12,,,"[70.8, 8.6]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Philippe Coutinho Correia,3501.0,Left Attacking Midfield,2,Liverpool,24,['aea1af9c-e967-4b13-87c9-b944cf87b10c'],6,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:06.915,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3f6b2c6-6e88-4ed9-9d10-767aac559fb5,16,,,"[49.0, 13.6]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Emre Can,3493.0,Left Center Midfield,2,Liverpool,24,['e2dd93fa-481b-44ea-bdee-16f618476fa1'],8,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:08.984,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14affcf6-0600-404b-8cc4-717455240e41,19,,,"[34.0, 10.6]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Mamadou Sakho,3483.0,Left Center Back,2,Liverpool,24,['33e84159-f23a-44b9-a447-aa91069d64d8'],11,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:11.134,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd3bf7fc-d869-4af9-87a3-0f0cb949c3a9,22,,,"[38.8, 4.6]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Emre Can,3493.0,Left Center Midfield,2,Liverpool,24,['19a78de5-b802-46b0-8b33-6d288ac3dfd1'],15,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:15.917,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bee34cec-60cf-49f5-9d1a-3e92130d99f0,25,,,"[30.4, 14.8]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Mamadou Sakho,3483.0,Left Center Back,2,Liverpool,24,['ccb04e94-812d-4e03-8ab3-12aa0ea415a5'],17,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:17.452,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33dad2e1-2c4c-4b0e-83ab-9845f9438e0a,28,,,"[22.4, 48.0]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Martin Škrtel,18872.0,Right Center Back,2,Liverpool,24,['b1509c21-99f5-487d-a3cd-57028191c97a'],20,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:20.008,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a256c147-8482-4e91-8e3c-4816d6aba66a,31,,,"[44.7, 69.8]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Nathaniel Edwin Clyne,4590.0,Right Back,2,Liverpool,24,['80f8eb5b-4e19-4077-b0d7-4e5b097cac76'],22,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:22.496,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2757fb07-2938-4d03-b2d9-ff3695858738,34,,,"[21.9, 62.9]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Martin Škrtel,18872.0,Right Center Back,2,Liverpool,24,['654d325f-5d17-4819-9b04-5967230057f1'],25,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:25.307,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516f15ae-813a-4412-a89e-178e4f51a5c8,37,,,"[5.9, 45.8]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Simon Mignolet,3539.0,Goalkeeper,2,Liverpool,24,['c311a747-c3cc-491e-9706-27cc027f0043'],28,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:28.201,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3c8df2c-599e-4141-b7cc-dd0857432331,40,,,"[24.0, 45.8]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Emre Can,3493.0,Left Center Midfield,2,Liverpool,24,['ab162769-3fe8-4b44-b03f-14475ef93d39'],30,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:30.277,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e23e9721-95cb-4e51-8c7e-931762d1dd1f,43,,,"[23.2, 60.1]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Martin Škrtel,18872.0,Right Center Back,2,Liverpool,24,['3ac9ff20-b8e6-4351-89e9-265f914980c2'],32,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:32.388,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6fada4db-8488-48b8-bec2-84b131a713a5,46,,,"[56.7, 51.7]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Roberto Firmino Barbosa de Oliveira,3535.0,Center Forward,2,Liverpool,24,['8879e563-f077-43eb-a97b-b3cb76fae689'],36,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:36.738,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369ded05-e748-4e18-9ffe-2c3d596e0a95,48,,,"[40.5, 53.5]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Martin Škrtel,18872.0,Right Center Back,2,Liverpool,24,['9c19c251-c3f5-4f93-b049-7745435eb31b'],38,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:38.312,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dae4b52d-adc0-4718-8f31-23c54f785577,51,,,"[35.1, 26.5]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Mamadou Sakho,3483.0,Left Center Back,2,Liverpool,24,['36ef0701-c7f6-4c16-95c2-21ff8fe796eb'],41,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:41.169,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed373976-dd96-4fba-a306-1a03d7e82093,54,,,"[43.0, 9.0]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,2,Liverpool,24,['e2d5064d-42d1-4ee9-85bf-7bcf8f3962ea'],45,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:45.540,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb265163-3de9-4fd3-a2a4-3ea203b28249,57,,,"[71.3, 4.2]",3754098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Alberto Moreno Pérez,3515.0,Left Back,2,Liverpool,24,['6893027b-1e65-47c2-9ec0-7b4fdda3fd36'],48,,,,,,,,,,,,,,,,,,Liverpool,24,00:00:48.470,Ball Receipt*,
