bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.399998,,,,,,,,,,,,,,,c4f33c05-d412-4f8c-ae73-12ba113c2ee1,2793,,,"[85.9, 37.7]",3754129,61,,,,-0.6332099,,Right Foot,,,,"[95.3, 30.8]",Ground Pass,,11.660618,,,,Ignacio Monreal Eraso,3498.0,,,,,,Recovery,2,From Free Kick,Gabriel Armando de Abreu,6746.0,Left Center Back,133,Arsenal,1,['737eca78-5ae6-4aaa-9df2-3b78c80ca78e'],33,,,,,,,,,,,,,,,,,,,Arsenal,1,00:16:33.412,Pass,
,,,,,,,,,,,,,,,,,,1.439997,,,,,,,,,,,,,,,6febe425-c802-4912-947e-571dc34fc4ee,2796,,,"[55.5, 40.0]",3754129,61,,,,0.036793206,,Left Foot,,,,"[71.8, 40.6]",Ground Pass,,16.311039,,,,Francis Joseph Coquelin,3437.0,,,,,,,2,From Free Kick,Ignacio Monreal Eraso,3498.0,Left Back,133,Arsenal,1,['7011af9a-9262-4092-89be-8cc62ae8e79e'],37,,,,,,,,,,,,,,,,,,,Arsenal,1,00:16:37.532,Pass,
,,,,,,,,,,,,,,,,,,1.239999,,,,,,,,,,,,,,,a21546e0-90e4-4b5b-9fd1-6e353c19080e,2798,,,"[71.8, 40.6]",3754129,61,,,,-2.625845,,Right Foot,,,,"[59.1, 33.4]",Ground Pass,,14.598972,,,,Ignacio Monreal Eraso,3498.0,,,,,,,2,From Free Kick,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,133,Arsenal,1,['b7492f0d-abcf-483d-a7c7-bb063cdf9b19'],38,,,,,,,,,,,,,,,,,,,Arsenal,1,00:16:38.972,Pass,
,,,,,,,,,,,,,,,,,,2.119999,,,,,,,,,,,,,,,3b759967-2f11-4d0a-a9ee-6a1adefe970f,2801,,,"[63.1, 28.2]",3754129,61,,,,-0.67738646,,Left Foot,,,,"[90.7, 6.0]",Ground Pass,,35.420334,,,,Santiago Cazorla González,11386.0,,,,,,,2,From Free Kick,Ignacio Monreal Eraso,3498.0,Left Back,133,Arsenal,1,['91d48dd5-5550-4f21-8d33-83f87fd2f2e4'],41,,,,,,,,,,,,,,,,,,,Arsenal,1,00:16:41.332,Pass,
,,,,,,,,,,,,,,,,,,0.365859,,,,,,,,,,,,,,,cb3556a9-d820-4263-a7b8-f89390950868,2805,,,"[90.3, 18.1]",3754129,61,,,,2.336589,,Right Foot,,,,"[87.8, 20.7]",Ground Pass,,3.6069376,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Free Kick,Santiago Cazorla González,11386.0,Left Defensive Midfield,133,Arsenal,1,['39852311-fa22-49dc-9ceb-af86c0294fe2'],46,,,,,,,,,,,,,,,,,,,Arsenal,1,00:16:46.852,Pass,
,,,,,,,,,,,,,,,,,,1.051325,,,,,,,,,,,,,,,01b592cc-76fd-476f-8b6f-ff4b3d945b02,2818,,,"[66.6, 12.2]",3754129,62,True,,,1.241172,,Left Foot,,,,"[67.9, 16.0]",Ground Pass,,4.016217,,,,Santiago Cazorla González,11386.0,,,,,,Free Kick,2,From Free Kick,Ignacio Monreal Eraso,3498.0,Left Back,134,Arsenal,1,['e9d4658b-29ec-4e69-be50-6aea39df28be'],25,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:25.294,Pass,
,,,,,,,,,,,,,,,,,,0.552966,,,,,,,,,,,,,,,9685c08d-6d91-43f5-a9da-44a277505d0f,2820,,,"[67.9, 16.0]",3754129,62,,,,1.3036538,,Left Foot,,,,"[70.5, 25.5]",Ground Pass,,9.849365,,,,Mesut Özil,3496.0,,,,,,,2,From Free Kick,Santiago Cazorla González,11386.0,Left Defensive Midfield,134,Arsenal,1,['dd01e7ee-27a7-4a06-b3cd-7194c4581f64'],26,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:26.859,Pass,
,,,,,,,,,,,,,,,,,,1.16315,,,,,,,,,,,,,,,448aedc4-57b2-42be-bd62-32133d5bfef1,2823,,,"[70.8, 22.6]",3754129,62,,,,-1.0362799,,Left Foot,,,,"[78.2, 10.1]",Ground Pass,,14.526183,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Free Kick,Mesut Özil,3496.0,Center Attacking Midfield,134,Arsenal,1,['dcafa8d1-6734-495d-9f32-d525430d5ff4'],29,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:29.132,Pass,
,,,,,,,,,,,,,,,,,,1.045659,,,,,,,,,,,,,,,efe2e767-a4f5-4442-865e-a49eea287e95,2825,,,"[78.2, 10.1]",3754129,62,,,,2.9304993,,Right Foot,,,,"[71.2, 11.6]",Ground Pass,,7.1589108,,,,Ignacio Monreal Eraso,3498.0,,,,,,,2,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,134,Arsenal,1,['8f87de90-3d60-46bc-ab71-940b1cc526d2'],30,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:30.296,Pass,
,,,,,,,,,,,,,,,,,,0.755214,,,,,,,,,,,,,,,0ac2bf1a-5327-4673-8775-a5cadf1df2ad,2828,,,"[71.2, 11.6]",3754129,62,,,,2.0806296,,Left Foot,,,,"[66.0, 20.9]",Ground Pass,,10.6550455,,,,Santiago Cazorla González,11386.0,,,,,,,2,From Free Kick,Ignacio Monreal Eraso,3498.0,Left Back,134,Arsenal,1,['9f24565f-6a8c-4134-8f9e-8c917b90cc39'],32,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:32.141,Pass,
,,,,,,,,,,,,,,,,,,1.11705,,,,,,,,,,,,,,,8a031b80-c6c8-4f10-a886-f81adacea9ff,2831,,,"[70.3, 20.9]",3754129,62,,,,1.4994888,,Left Foot,,,,"[71.4, 36.3]",Ground Pass,,15.439236,,,,Francis Joseph Coquelin,3437.0,,,,,,,2,From Free Kick,Santiago Cazorla González,11386.0,Left Defensive Midfield,134,Arsenal,1,['7608b753-54ed-4a54-af20-7c8693132427'],34,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:34.216,Pass,
,,,,,,,,,,,,,,,,,,0.669458,,,,,,,,,,,,,,,2a2a496d-2ce7-490a-82ee-37ffe4bb6291,2834,,,"[71.4, 36.3]",3754129,62,,,,0.9104901,,Right Foot,,,,"[78.7, 45.7]",Ground Pass,,11.901681,,,,Aaron Ramsey,3517.0,,,,,,,2,From Free Kick,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,134,Arsenal,1,['ecea2c62-e498-4fae-a38e-c54cef751ec4'],36,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:36.533,Pass,
,,,,,,,,,,,,,,,,,,0.939395,,,,,,,,,,,,,,,c77c49cb-2254-49e9-b025-3cb17af149e6,2837,,,"[71.8, 40.5]",3754129,62,,,,-1.5860623,,Right Foot,,,,"[71.6, 27.4]",Ground Pass,,13.101526,,,,Santiago Cazorla González,11386.0,,,,,,,2,From Free Kick,Aaron Ramsey,3517.0,Right Wing,134,Arsenal,1,['1a28c0c6-abcb-4ed3-9326-535dd1987aa1'],39,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:39.203,Pass,
,,,,,,,,,,,,,,,,,,1.257742,,,,,,,,,,,,,,,84a406ea-591c-4783-97d7-1a862ba72a9b,2840,,,"[79.9, 26.1]",3754129,62,,,,-1.2882414,,Right Foot,,,,"[85.3, 7.5]",Ground Pass,,19.368015,,,,Ignacio Monreal Eraso,3498.0,,,,,,,2,From Free Kick,Santiago Cazorla González,11386.0,Left Defensive Midfield,134,Arsenal,1,['b4b21ee7-1eb6-4c01-b0b8-6e7e62157b7f'],42,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:42.262,Pass,
,,,,,,,,,,,,,,,,,,0.728208,,,,,,,,,,,,,,,910b14be-812c-4cf1-a324-45969a4200de,2843,,,"[85.5, 7.5]",3754129,62,,,,-0.60698766,,Right Foot,,,,"[92.7, 2.5]",Ground Pass,,8.765842,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Free Kick,Ignacio Monreal Eraso,3498.0,Left Back,134,Arsenal,1,['9d3fa351-bc8f-406c-8142-7a7cfcc1a33b'],44,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:44.152,Pass,
,,,,,,,,,,,,,,,,,,1.796792,,,,,,,,,,,,,,,d2617ce5-71e5-415f-9684-f08f618dcce9,2846,,,"[92.7, 2.5]",3754129,62,,,,2.8023,,Right Foot,,,,"[75.7, 8.5]",Ground Pass,,18.027756,,,,Ignacio Monreal Eraso,3498.0,,,,,,,2,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,134,Arsenal,1,['2b6a98af-437e-4190-9473-f77d5df7fb8a'],44,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:44.920,Pass,
,,,,,,,,,,,,,,,,,,2.039998,,,,,,,,,,,,,,,a4dea390-1b57-4d18-91c6-5ece0c15490e,2849,,,"[75.7, 8.5]",3754129,62,,,,2.33753,,Right Foot,,,,"[57.3, 27.6]",Ground Pass,,26.521124,,,,Gabriel Armando de Abreu,6746.0,,,,,,,2,From Free Kick,Ignacio Monreal Eraso,3498.0,Left Back,134,Arsenal,1,['f260be6d-e395-4e76-b9ac-6a99a0ab5616'],46,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:46.980,Pass,
,,,,,,,,,,,,,,,,,,1.978563,,,,,,,,,,,,,,,66173ddd-2ff6-4e90-9322-310c551989e8,2852,,,"[57.3, 27.6]",3754129,62,,,,1.5637043,,Right Foot,,,,"[57.5, 55.8]",Ground Pass,,28.200708,,,,Calum Chambers,3713.0,,,,,,,2,From Free Kick,Gabriel Armando de Abreu,6746.0,Left Center Back,134,Arsenal,1,['4c9d2c11-b659-4e0e-87a8-9a6d67d9a910'],50,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:50.260,Pass,
,,,,,,,,,,,,,,,,,,0.70369,,,,,,,,,,,,,,,f8447ff6-0ffa-44e4-8a73-b560a3767d07,2856,,,"[70.5, 72.0]",3754129,62,,,,0.96455866,,Right Foot,,,,"[75.7, 79.5]",Ground Pass,,9.126335,,,,Héctor Bellerín Moruno,3511.0,,,,,,,2,From Free Kick,Calum Chambers,3713.0,Right Center Back,134,Arsenal,1,['89e62151-b278-443b-9332-bfff7b7b4f1e'],55,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:55.839,Pass,
,,,,,,,,,,,,,,,,,,2.214138,,,,,,,,,,,,,,,a4664a88-0c82-4a19-863a-d5a44ea40ffd,2864,,,"[65.8, 75.1]",3754129,62,,,,-2.1006453,,Right Foot,,,,"[49.4, 47.1]",Ground Pass,,32.449345,,,,Gabriel Armando de Abreu,6746.0,,,,,,,2,From Free Kick,Héctor Bellerín Moruno,3511.0,Right Back,134,Arsenal,1,['4ad282e9-2972-4b7b-a4c8-37361f6a205f'],59,,,,,,,,,,,,,,,,,,,Arsenal,1,00:17:59.210,Pass,
,,,,,,,,,,,,,,,,,,1.01118,,,,,,,,,,,,,,,4c449ed6-b521-4c5f-a1f4-8bf93d37b1a3,2867,,,"[58.3, 43.4]",3754129,63,,,,0.19502027,,Left Foot,,,,"[66.4, 45.0]",Ground Pass,,8.256513,,,,Francis Joseph Coquelin,3437.0,,,,,,,2,From Free Kick,Gabriel Armando de Abreu,6746.0,Left Center Back,134,Arsenal,1,['39d0ee01-98a3-4895-b7c0-b57ee53e9250'],3,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:03.664,Pass,
,,,,,,,,,,,,,,,,,,1.359999,,,,,,,,,,,,,,,0498402f-94b5-493a-ab31-ae1f3fe933d1,2870,,,"[63.1, 36.1]",3754129,63,,,,1.2729512,,Right Foot,,,,"[69.7, 57.6]",Ground Pass,,22.490221,,,,Aaron Ramsey,3517.0,,,,,,,2,From Free Kick,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,134,Arsenal,1,['1db42fa8-0fc8-4c6b-a758-79958252ed27'],8,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:08.129,Pass,
,,,,,,,,,,,,,,,,,,1.243895,,,,,,,,,,,,,,,0e26a342-d829-4549-98ca-cca5f700163c,2873,,,"[70.5, 56.8]",3754129,63,,,,-1.6951513,,Right Foot,,,,"[68.9, 44.0]",Ground Pass,,12.899612,,,,Francis Joseph Coquelin,3437.0,,,,,,,2,From Free Kick,Aaron Ramsey,3517.0,Right Wing,134,Arsenal,1,['a85b8e22-a6eb-423b-9181-455d46d7a6f5'],11,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:11.529,Pass,
,,,,,,,,,,,,,,,,,,0.918093,,,,,,,,,,,,,,,aa11b7d8-4049-45f9-8de8-203a122d0c84,2876,,,"[67.9, 44.2]",3754129,63,,,,-1.2311105,,Right Foot,,,,"[72.6, 30.9]",Ground Pass,,14.106027,,,,Santiago Cazorla González,11386.0,,,,,,,2,From Free Kick,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,134,Arsenal,1,['b412c655-db39-4219-84d6-8167fb737c9e'],13,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:13.452,Pass,
,,,,,,,,,,,,,,,,,,1.632356,,,,,,,,,,,,,,,8029a279-1344-408b-9d25-b150a429c038,2879,,,"[74.7, 28.0]",3754129,63,,,,-0.8551643,,Left Foot,,,,"[94.0, 5.8]",Ground Pass,,29.416492,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Free Kick,Santiago Cazorla González,11386.0,Left Defensive Midfield,134,Arsenal,1,['a8c43d59-9f98-4feb-9777-d75be2089bbc'],15,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:15.491,Pass,
,,,,,,,,,,,,,,,,,,0.822893,,,,,,,,,,,,,,,5088513b-92fb-4316-9b3d-714e3145eaae,2883,,,"[93.6, 7.0]",3754129,63,,,,1.9949907,,Right Foot,,,,"[89.4, 16.3]",Ground Pass,,10.204411,,,,Mesut Özil,3496.0,,,,,,,2,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,134,Arsenal,1,['23909756-afbb-4ffd-84db-7262973d81df'],18,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:18.349,Pass,
,,,,,,,,,,,,,,,,,,0.926612,,,,,,,,,,,,,,,d3207b14-7b53-4013-ba57-c2f201f6b4ac,2886,,,"[89.4, 16.3]",3754129,63,,,,1.7209188,,Left Foot,,,,"[87.6, 28.2]",Ground Pass,,12.035364,,,,Santiago Cazorla González,11386.0,,,,,,,2,From Free Kick,Mesut Özil,3496.0,Center Attacking Midfield,134,Arsenal,1,['1e6a2c1a-7728-455e-ac85-7ea58f13b84a'],20,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:20.491,Pass,
,,,,,,,,,,,,,,,,,,0.609936,,,,,,,,,,,,,,,0f2fe4d3-3904-4aa8-9452-fc9e8de1d70b,2890,,,"[89.4, 24.7]",3754129,63,,,,-1.6113147,,Left Foot,,,,"[88.8, 9.9]",Ground Pass,,14.812158,,,,Mesut Özil,3496.0,,,,,,,2,From Free Kick,Santiago Cazorla González,11386.0,Left Defensive Midfield,134,Arsenal,1,['41502fa0-525c-4747-b740-3f376a0f6ff6'],22,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:22.272,Pass,
,,,,,,,,,,,,,,,,,,0.605418,,,,,,,,,,,,,,,18bba885-f78c-44df-bf26-b9f83ab85cbe,2894,,,"[89.2, 22.4]",3754129,63,,,,0.302481,,Left Foot,,,,"[103.3, 26.8]",Ground Pass,,14.770579,,,,Ignacio Monreal Eraso,3498.0,,,,,,,2,From Free Kick,Mesut Özil,3496.0,Center Attacking Midfield,134,Arsenal,1,['5feeb443-71d7-4c9c-9281-166369eeb3d2'],27,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:27.282,Pass,
,,,,,,,,,,,,,,,,,,1.073541,,,,,,,,,,,,,,,bac580a1-473d-4bf3-a07c-e7ba7ebc4bf9,2903,,,"[110.6, 7.5]",3754129,63,,,,1.8618302,13bcb7d9-34a8-41b8-afff-ee484a213185,Right Foot,,,,"[104.1, 29.2]",Ground Pass,,22.652594,,,,Aaron Ramsey,3517.0,True,,,,,,2,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,134,Arsenal,1,['3feba758-deab-4c61-a085-3d1037df6684'],34,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:34.553,Pass,
,,,,,,,,,,,,,,,,,,1.389416,,,,,,,,,,,,,,,9233ce97-a726-4928-a34e-e86603f181c5,2913,,,"[13.0, 56.0]",3754129,63,,,,0.7366563,,Right Foot,,,,"[25.9, 67.7]",Low Pass,,17.41551,,,,Jordon Ibe,3635.0,,,,,,Recovery,2,From Free Kick,Nathaniel Edwin Clyne,4590.0,Right Back,134,Arsenal,1,['91a54c42-2614-4fa2-b7c1-3fa100f9af14'],39,,,,,,,,,,,,,,,,,,,Liverpool,24,00:18:39.332,Pass,
,,,,,,,,,,,,,,,,,,1.294887,,,,,,,,,,,,,,,6269883b-6490-477d-bf49-10aa5b14d0f2,2919,,,"[75.1, 20.4]",3754129,63,,,,-1.6468399,,Right Foot,,,,"[74.3, 9.9]",Ground Pass,,10.530432,,,,Mesut Özil,3496.0,,,,,,Recovery,2,From Free Kick,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,134,Arsenal,1,['1d92806c-1b37-47f8-93a6-3bcd146a25d4'],44,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:44.375,Pass,
,,,,,,,,,,,,,,,,,,1.03261,,,,,,,,,,,,,,,e73d118d-b5b9-463b-904f-2743ffc4f558,2925,,,"[76.8, 9.1]",3754129,63,,,,-0.65242946,,Right Foot,,,,"[85.7, 2.3]",Ground Pass,,11.200446,,,,Mesut Özil,3496.0,,,,,,Free Kick,2,From Free Kick,Santiago Cazorla González,11386.0,Left Defensive Midfield,135,Arsenal,1,['d5d5bcb2-2385-4072-804f-e83dad4b4cae'],55,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:55.990,Pass,
,,,,,,,,,,,,,,,,,,1.889078,,,,,,,,,,,,,,,5a7b3521-6fb2-4344-ae4e-58f7213d6dd5,2927,,,"[85.7, 2.3]",3754129,63,,,,2.0631835,,Left Foot,,,,"[75.4, 21.5]",Ground Pass,,21.7883,,,,Francis Joseph Coquelin,3437.0,,,,,,,2,From Free Kick,Mesut Özil,3496.0,Center Attacking Midfield,135,Arsenal,1,['43b2b9f9-ed28-4067-b42a-d77c84ad374c'],57,,,,,,,,,,,,,,,,,,,Arsenal,1,00:18:57.022,Pass,
,,,,,,,,,,,,,,,,,,1.067049,,,,,,,,,,,,,,,41549ae7-5e62-4dca-b3ac-81c81e43b4a6,2930,,,"[75.4, 21.5]",3754129,64,,,,-1.047518,,Right Foot,,,,"[79.9, 13.7]",Ground Pass,,9.004998,,,,Santiago Cazorla González,11386.0,,,,,,,2,From Free Kick,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,135,Arsenal,1,['005d9064-2072-4580-b29c-57cbd4753209'],2,,,,,,,,,,,,,,,,,,,Arsenal,1,00:19:02.511,Pass,
,,,,,,,,,,,,,,,,,,1.102215,,,,,,,,,,,,,,,7e3e34cc-35aa-4eb9-84db-437e1b9d5e33,2933,,,"[81.8, 15.0]",3754129,64,,,,-0.6338963,,Right Foot,,,,"[96.9, 3.9]",Ground Pass,,18.740864,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Free Kick,Santiago Cazorla González,11386.0,Left Defensive Midfield,135,Arsenal,1,['a6b98364-cc1f-4632-a84c-2017e7cdc8d0'],4,,,,,,,,,,,,,,,,,,,Arsenal,1,00:19:04.778,Pass,
,,,,,,,,,,,,,,,,,,0.174962,,,,,,,,,,,,,,,3af5503f-95d2-4a5a-b278-e1a14e6f8487,2936,,,"[97.7, 3.7]",3754129,64,,,,0.9928944,,Right Foot,,,,"[99.2, 6.0]",Low Pass,,2.745906,,Incomplete,,Mesut Özil,3496.0,,,,,,,2,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,135,Arsenal,1,"['7b96b521-e858-41d9-9a71-5dbe01e4a38a', 'd65d74ed-a84d-4abe-9249-5975e621b274']",7,,,,,,,,,,,,,,,,,,,Arsenal,1,00:19:07.262,Pass,
,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,fbf277ec-aaaa-40fd-9871-ff33cfefb8fd,2941,,,"[87.8, 0.1]",3754129,64,True,,,1.9025134,,,,,,"[84.7, 9.1]",Low Pass,,9.518929,,,,Santiago Cazorla González,11386.0,,,,,,Throw-in,2,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,136,Arsenal,1,['f3bfee42-e951-4242-8d2a-95b9973a5701'],16,,,,,,,,,,,,,,,,,,,Arsenal,1,00:19:16.489,Pass,
,,,,,,,,,,,,,,,,,,0.984471,,,,,,,,,,,,,,,3f465254-9d85-483c-9da9-b2f9ff06b462,2943,,,"[84.7, 9.1]",3754129,64,True,,,1.6188363,,Left Foot,,,,"[84.2, 19.5]",Ground Pass,,10.412012,,,,Aaron Ramsey,3517.0,,,,,,,2,From Throw In,Santiago Cazorla González,11386.0,Left Defensive Midfield,136,Arsenal,1,['4d74ad4e-ab86-4983-8dda-e64717d90e76'],18,,,,,,,,,,,,,,,,,,,Arsenal,1,00:19:18.411,Pass,
,,,,,,,,,,,,,,,,,,0.890115,,,,,,,,,,,,,,,2e36e9f3-4675-48da-be34-b83a2ac2fdfc,2945,,,"[83.2, 17.3]",3754129,64,,,,-1.2780832,,Right Foot,,,,"[87.6, 2.7]",Ground Pass,,15.248607,,,,Ignacio Monreal Eraso,3498.0,,,,,,,2,From Throw In,Aaron Ramsey,3517.0,Right Wing,136,Arsenal,1,['51757c45-5454-417f-9859-27a81a6ce0af'],20,,,,,,,,,,,,,,,,,,,Arsenal,1,00:19:20.494,Pass,
,,,,,,,,,,,,,,,,,,0.735366,,,,,,,,,,,,,,,77094529-bcb7-45ce-accf-2abb32823b2d,2948,,,"[87.0, 3.1]",3754129,64,,,,-0.026309717,,Right Foot,,,,"[94.6, 2.9]",Ground Pass,,7.602631,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,136,Arsenal,1,['29718b64-16aa-4f7d-9c43-be1a2b66daa9'],22,,,,,,,,,,,,,,,,,,,Arsenal,1,00:19:22.304,Pass,
,,,,,,,,,,,,,,,,,,0.862883,,,,,,,,,,,,,,,7410b6df-ebbd-4962-a1e2-6e85b1383fc8,2952,,,"[93.0, 7.0]",3754129,64,,,,0.7027142,,Right Foot,,,,"[102.8, 15.3]",Ground Pass,,12.842507,,,,Aaron Ramsey,3517.0,,,,,,,2,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,136,Arsenal,1,['d923307f-b350-454d-94f8-a057880e56d3'],24,,,,,,,,,,,,,,,,,,,Arsenal,1,00:19:24.386,Pass,
,,,,,,,,,,,,,,,,,,0.935532,,,,,,,,,,,,,,,150926ba-ec4a-4e58-a725-033f1fcd3b02,2955,,,"[106.4, 12.9]",3754129,64,,,,-1.6921483,,Right Foot,,,,"[105.4, 4.7]",Ground Pass,,8.260751,,,,Ignacio Monreal Eraso,3498.0,,,,,,,2,From Throw In,Aaron Ramsey,3517.0,Right Wing,136,Arsenal,1,['06678338-8177-49e0-a92f-537cfcd6cecd'],26,,,,,,,,,,,,,,,,,,,Arsenal,1,00:19:26.399,Pass,
,,,,,,,,,,,,,,,,,,0.699101,,,,,,,,,,,,,,,a1561788-03ff-4307-91e7-d2c543e34cff,2958,,,"[105.4, 4.7]",3754129,64,,,,1.925502,,Left Foot,,,,"[99.4, 20.9]",Ground Pass,,17.275415,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,2,From Throw In,Ignacio Monreal Eraso,3498.0,Left Back,136,Arsenal,1,['ec2474db-39c5-46bd-a468-b95352f369ac'],27,,,,,,,,,,,,,,,,,,,Arsenal,1,00:19:27.374,Pass,
,,,,,,,,,,,,,,,,,,0.558226,,,,,,,,,,,,,,,bc1dc075-503f-4135-9753-b162bc066bcd,2961,,,"[100.5, 20.9]",3754129,64,,,,-0.02352507,,Right Foot,,,,"[109.0, 20.7]",Ground Pass,,8.502353,,,,Aaron Ramsey,3517.0,,,,,,,2,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,136,Arsenal,1,['c36c169e-4cea-4531-b36f-dbf53e727030'],29,,,,,,,,,,,,,,,,,,,Arsenal,1,00:19:29.068,Pass,
,,,,,,,,,,,,,,,,,,1.655516,,,,,,,,,,,,,,,6e8f839e-eb8c-4cbe-b71d-79b458bd8be8,2965,,,"[115.0, 25.5]",3754129,64,,,,1.6639327,,Left Foot,True,True,,"[113.3, 43.7]",Ground Pass,,18.279222,,Incomplete,,Olivier Giroud,3604.0,,,,,,,2,From Throw In,Aaron Ramsey,3517.0,Right Wing,136,Arsenal,1,"['7a0eac6f-9d38-4f17-aae4-e9c2bf3433cf', 'f3ecafe6-62f0-4599-a3e2-bb333cf17f4c']",31,,,,,,,,,,,,,,,,,,,Arsenal,1,00:19:31.531,Pass,
,,,,,,,,,,,,,,,,,,3.84551,,,,,,,,,,,,,,,34f1a236-20af-4e5d-9c0d-479f3f00323b,2971,,,"[48.7, 60.0]",3754129,64,True,,,-1.4616429,,Right Foot,,,,"[55.1, 1.6]",Low Pass,,58.749638,,,,Joe Gomez,3495.0,,,True,,,Free Kick,2,From Free Kick,James Philip Milner,3473.0,Right Center Midfield,137,Liverpool,24,['345ca99c-7689-454c-a723-4831d63dc4fa'],58,,,,,,,,,,,,,,,,,,,Liverpool,24,00:19:58.111,Pass,
,,,,,,,,,,,,,,,,,,1.667967,,,,,,,,,,,,,,,5a99359f-f168-45a9-826f-5dfea6e82561,2973,,,"[57.6, 3.6]",3754129,65,,,,2.7069225,,Right Foot,,,,"[40.8, 11.4]",Ground Pass,,18.522419,,,,Dejan Lovren,3471.0,,,,,,,2,From Free Kick,Joe Gomez,3495.0,Left Back,137,Liverpool,24,['fb1e0927-9d37-48b2-bdb3-9128d5f8c7c2'],5,,,,,,,,,,,,,,,,,,,Liverpool,24,00:20:05.181,Pass,
