bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.296577,,,,,,,,,,,,81242cd6-00d7-4ee7-997a-2c42205d8489,73,,,"[47.3, 4.2]",3754343,1,,,,,2.9441972,,Right Foot,,"[38.8, 5.9]",,Ground Pass,,8.668333,,,Alberto Moreno Pérez,3515.0,,,,,,Recovery,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,6,Liverpool,24,['9a725269-b589-47fb-9aba-6cab26981b2a'],37,,,,,,,,,,,,,,,,,Liverpool,24,00:01:37.978,Pass,
,,,,,,,,,,,,,,,,,,0.689348,,,,,,,,,,,,47cd410a-2072-410a-b332-27973f286c97,76,,,"[39.9, 5.9]",3754343,1,,,,,1.2998495,,Left Foot,,"[44.4, 22.1]",,Ground Pass,,16.813387,,,Jordan Brian Henderson,3532.0,,,,,,,1,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,6,Liverpool,24,['51784d06-0d78-4e09-8c8e-803349327cd0'],39,,,,,,,,,,,,,,,,,Liverpool,24,00:01:39.585,Pass,
,,,,,,,,,,,,,,,,,,1.689849,,,,,,,,,,,,a1591f4d-002a-44be-9026-52dfd907a1dd,80,,,"[44.4, 24.5]",3754343,1,,,,,0.705052,,Right Foot,,"[65.2, 42.2]",,High Pass,,27.31172,Incomplete,,,,,,,,,,1,Regular Play,Jordan Brian Henderson,3532.0,Right Defensive Midfield,6,Liverpool,24,['fcd53fc8-7c7c-40b3-877d-63c7c0d4e73f'],41,,,,,,,,,,,,,,,,,Liverpool,24,00:01:41.090,Pass,
,,,,,,,,,,,,,,,,,,1.446519,,,,,,,,,,,,fcd53fc8-7c7c-40b3-877d-63c7c0d4e73f,81,,,"[54.9, 37.9]",3754343,1,,,,,-1.0796328,,Left Foot,,"[57.2, 33.6]",,Ground Pass,,4.876474,Incomplete,,Marc Albrighton,3307.0,,,,,,Recovery,1,Regular Play,Christian Fuchs,3812.0,Left Back,6,Liverpool,24,"['30c0a394-bd83-4d09-8026-7fedb45354a3', '7ccd828b-bf7c-4554-beec-dca942bedfde', 'a1591f4d-002a-44be-9026-52dfd907a1dd']",42,,,,,,,,,,,,,,,,,Leicester City,22,00:01:42.779,Pass,
,,,,,,,,,,,,,,,,,,1.090993,,,,,,,,,,,,c2b88727-2c39-425b-8882-71821f7d7d42,85,,,"[87.0, 77.1]",3754343,1,,,,,0.05258306,,Right Foot,,"[98.4, 77.7]",,Ground Pass,,11.415778,Incomplete,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,Regular Play,Adam David Lallana,4090.0,Right Wing,6,Liverpool,24,"['04ed8337-829a-4631-bac7-cb81e4e8067a', 'c57649ea-ecd4-4642-b562-f6c071334e01']",49,,,,,,,,,,,,,,,,,Liverpool,24,00:01:49.505,Pass,
,,,,,,,,,,,,,,,,,,1.031201,,,,,,,,,,,,14c5862b-e4c4-429d-a019-bef1ed2042d5,88,,,"[99.5, 80.0]",3754343,1,,,,,-2.773364,,,,"[86.8, 75.1]",,Low Pass,,13.612494,,,Jordan Brian Henderson,3532.0,,,,,,Throw-in,1,From Throw In,Adam David Lallana,4090.0,Right Wing,7,Liverpool,24,['8756e764-446f-41c6-8c1c-748c20186d8f'],53,,,,,,,,,,,,,,,,,Liverpool,24,00:01:53.587,Pass,
,,,,,,,,,,,,,,,,,,0.743674,,,,,,,,,,,,67db9cf2-907a-4029-84ce-d4f1136aadc2,91,,,"[87.2, 74.7]",3754343,1,,,,,0.19021864,,Right Foot,,"[103.3, 77.8]",,Ground Pass,,16.395731,,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,From Throw In,Jordan Brian Henderson,3532.0,Right Defensive Midfield,7,Liverpool,24,['663f3e1a-5fa5-4867-acd8-137111b2eebf'],57,,,,,,,,,,,,,,,,,Liverpool,24,00:01:57.061,Pass,
,,,,,,,,,,,,,,,,,,0.618729,,,,,,,,,,,,32bd85bd-8cfd-4a85-ba49-b6505ab60264,93,,,"[103.6, 78.0]",3754343,1,,,,,-2.1244776,,Right Foot,,"[100.2, 72.5]",,Ground Pass,,6.4660654,Incomplete,,Adam David Lallana,4090.0,,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,7,Liverpool,24,"['bcfff65b-9df0-4c40-9724-fa1cd5d27e1a', 'fd2d8d65-c549-4818-b262-8d11e27cd4aa']",57,,,,,,,,,,,,,,,,,Liverpool,24,00:01:57.805,Pass,
,,,,,,,,,,,,,,,,,,0.733005,,,,,,,,,,,,530e8e2b-2541-43ea-9e30-f67e2dd858c9,96,,,"[10.2, 13.3]",3754343,1,,,,,-1.2047398,,Left Foot,,"[12.5, 7.3]",,Low Pass,,6.4257298,,,Marc Albrighton,3307.0,,,,,,Recovery,1,Regular Play,Robert Huth,40123.0,Left Center Back,8,Leicester City,22,['6059be4f-7a05-41f3-af89-1e6b2e751c62'],59,,,,,,,,,,,,,,,,,Leicester City,22,00:01:59.538,Pass,
,,,,,,,,,,,,,,,,,,1.433115,,,,,,,,,,,,955f9595-9b81-4da0-8a86-1b5a482019fb,99,,,"[13.9, 10.4]",3754343,2,,,,,-2.1198215,,Right Foot,,"[8.7, 1.9]",,Low Pass,,9.964437,,,Christian Fuchs,3812.0,,,,,,,1,Regular Play,Marc Albrighton,3307.0,Left Midfield,8,Leicester City,22,['cb7d3caf-b16d-402c-ba34-541621e3765d'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:02:00.881,Pass,
,,,,,,,,,,,,,,,,,,0.139027,,,,,,,,,,,,1870a315-1926-45e9-b15d-7ef7bfefd6c4,102,,,"[9.4, 1.0]",3754343,2,,,,,0.32175055,,Left Foot,,"[12.7, 2.1]",,High Pass,,3.4785054,Incomplete,,,,,,,,,,1,Regular Play,Christian Fuchs,3812.0,Left Back,8,Leicester City,22,['3c40a48c-4cd3-4432-8286-678d17633ba6'],2,,,,,,,,,,,,,,,,,Leicester City,22,00:02:02.314,Pass,
,,,,,,,,,,,,,,,,,,1.879358,,,,,,,,,,,,c76a62eb-1148-4b88-ba93-fbaa481fe2fe,104,,,"[29.5, 0.1]",3754343,2,,,,,0.08572687,,,,"[55.1, 2.3]",,High Pass,,25.694357,,,Shinji Okazaki,3810.0,,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,9,Leicester City,22,['824dc691-b964-4732-9340-697992e58b72'],19,,,,,,,,,,,,,,,,,Leicester City,22,00:02:19.414,Pass,
,,,,,,,,,,,,,,,,,,0.884354,,,,,,,,,,,,a2a3c6ff-0d39-4b0d-b314-93ec04f85e1e,106,,,"[56.1, 2.3]",3754343,2,,,,,0.039978687,,Head,,"[63.6, 2.6]",,Low Pass,,7.5059977,,,Jamie Vardy,10960.0,,,,,,,1,From Throw In,Shinji Okazaki,3810.0,Right Center Forward,9,Leicester City,22,['4efa37cf-bfc8-42e2-8d48-70faf8887198'],21,,,,,,,,,,,,,,,,,Leicester City,22,00:02:21.293,Pass,
