50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c1c0d642-177b-4d7b-8c9b-5dcc17c1b7b6,1,,,3754316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3483, 'name': 'Mamadou Sakho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3515, 'name': 'Alberto Moreno Pérez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3532, 'name': 'Jordan Brian Henderson'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 4090, 'name': 'Adam David Lallana'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 10931, 'name': 'Joe Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 3535, 'name': 'Roberto Firmino Barbosa de Oliveira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Liverpool,24,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ab20963c-9db2-477a-ac9d-270b8bef70e2,2,,,3754316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 22281, 'name': 'Duncan Watmore'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 41}, {'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ab10fd07-d69a-43ac-9625-5f840328d783,3,,,3754316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,['a3d19eea-3fcb-45f6-addf-0a4db9522f8b'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a3d19eea-3fcb-45f6-addf-0a4db9522f8b,4,,,3754316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool,24,['ab10fd07-d69a-43ac-9625-5f840328d783'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,450f77e3-b5dc-44a1-931c-1d212bbdc3f2,1802,,,3754316,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Sunderland,41,['1d12bef4-80df-4284-aeb8-68421d1f5017'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1d12bef4-80df-4284-aeb8-68421d1f5017,1803,,,3754316,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,82,Sunderland,41,['450f77e3-b5dc-44a1-931c-1d212bbdc3f2'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.325258,,,,,,,,,,,,,0aab694e-fa96-43c6-b7ee-334205bf0185,5,,"[60.0, 40.0]",3754316,0,,,,1.3854483,,Right Foot,,,,"[60.3, 41.6]",,Ground Pass,,1.627882,,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,Kick Off,1,From Kick Off,Adam David Lallana,4090.0,Center Attacking Midfield,2,Liverpool,24,['9596181d-54e4-4010-906b-e055940d0fdc'],0,,,,,,,,,,,,,,,,,Liverpool,24,00:00:00.592,Pass,
,,,,,,,,,,,,,,,,0.900999,,,,,,,,,,,,,2e65c666-ea1d-4f8f-a903-20d9afc70ac6,8,,"[60.7, 41.7]",3754316,0,,,,-2.8059542,,Right Foot,,,,"[47.8, 37.2]",,Ground Pass,,13.662357,,,,,Emre Can,3493.0,,,,,,,1,From Kick Off,Roberto Firmino Barbosa de Oliveira,3535.0,Center Forward,2,Liverpool,24,['aeb401df-2c32-435d-8154-51bbab6e32f0'],1,,,,,,,,,,,,,,,,,Liverpool,24,00:00:01.038,Pass,
,,,,,,,,,,,,,,,,1.143371,,,,,,,,,,,,,5becc73c-ec73-4b27-b331-576b9e81fcf2,11,,"[47.2, 40.3]",3754316,0,,,,2.4496713,,Right Foot,,,,"[33.2, 51.9]",,Ground Pass,,18.181309,,,,,Dejan Lovren,3471.0,,,,,,,1,From Kick Off,Emre Can,3493.0,Left Defensive Midfield,2,Liverpool,24,['0c4f63f3-a1fe-4e1c-8e89-02771b751c74'],3,,,,,,,,,,,,,,,,,Liverpool,24,00:00:03.468,Pass,
,,,,,,,,,,,,,,,,1.708483,,,,,,,,,,,,,6593403d-c503-40fc-8dcd-aa37bc0a8eac,14,,"[33.5, 52.2]",3754316,0,,,,-1.6768485,,Right Foot,,,,"[30.2, 21.2]",,Ground Pass,,31.17515,,,,,Mamadou Sakho,3483.0,,,,,,,1,From Kick Off,Dejan Lovren,3471.0,Right Center Back,2,Liverpool,24,['e1da11a9-dd76-4fdf-b645-cb6a980012a9'],4,,,,,,,,,,,,,,,,,Liverpool,24,00:00:04.651,Pass,
,,,,,,,,,,,,,,,,0.912029,,,,,,,,,,,,,363c07d5-8a23-41e1-a021-70f041e46316,17,,"[33.5, 22.0]",3754316,0,,,,0.594911,,Left Foot,,,,"[46.8, 31.0]",,Ground Pass,,16.058954,,,,,Emre Can,3493.0,,,,,,,1,From Kick Off,Mamadou Sakho,3483.0,Left Center Back,2,Liverpool,24,['6d855270-4945-46cb-b7ec-7be41354ee79'],7,,,,,,,,,,,,,,,,,Liverpool,24,00:00:07.624,Pass,
,,,,,,,,,,,,,,,,1.296127,,,,,,,,,,,,,02c52b9b-7d88-4b59-bea7-361b2c38df30,20,,"[54.0, 26.8]",3754316,0,,,,-1.598262,,Right Foot,,,,"[53.5, 8.6]",,Ground Pass,,18.206867,,,,,Joe Allen,10931.0,,,,,,,1,From Kick Off,Emre Can,3493.0,Left Defensive Midfield,2,Liverpool,24,['9d0d0e7b-9854-40fa-bf61-9f51c5792b1e'],10,,,,,,,,,,,,,,,,,Liverpool,24,00:00:10.099,Pass,
,,,,,,,,,,,,,,,,0.834732,,,,,,,,,,,,,e2035ae9-6ad3-4e77-bd7a-2f25f2c31ea6,23,,"[53.6, 8.6]",3754316,0,,,,-0.49039707,,Right Foot,,,,"[65.4, 2.3]",,Ground Pass,,13.3764715,,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,From Kick Off,Joe Allen,10931.0,Left Wing,2,Liverpool,24,['e3874dde-b562-48e1-9dc6-f20ebb2463dc'],11,,,,,,,,,,,,,,,,,Liverpool,24,00:00:11.667,Pass,
,,,,,,,,,,,,,,,,2.638021,,,,,,,,,,,,,fd43a6ae-360e-469a-96d1-fa86dc8546f5,32,,"[56.1, 3.1]",3754316,0,True,,,1.6756732,,Right Foot,,,,"[53.9, 24.0]",,Ground Pass,,21.01547,,,,,Jordan Brian Henderson,3532.0,,,,,,Free Kick,1,From Free Kick,Mamadou Sakho,3483.0,Left Center Back,3,Liverpool,24,['8cefb48c-d52b-49f7-836f-3995f87dd466'],26,,,,,,,,,,,,,,,,,Liverpool,24,00:00:26.623,Pass,
,,,,,,,,,,,,,,,,1.814275,,,,,,,,,,,,,31916ea4-664b-4a0d-86af-0533864069ed,34,,"[52.9, 24.3]",3754316,0,True,,,1.6247122,,Right Foot,,,,"[51.2, 55.8]",,Ground Pass,,31.54584,,,,,Dejan Lovren,3471.0,,,,,,,1,From Free Kick,Jordan Brian Henderson,3532.0,Right Defensive Midfield,3,Liverpool,24,['47464609-dafe-4e30-8309-8b40846dc8f7'],29,,,,,,,,,,,,,,,,,Liverpool,24,00:00:29.966,Pass,
,,,,,,,,,,,,,,,,0.925946,,,,,,,,,,,,,8eb485c0-671e-4b7d-a3a7-6da53d21e750,36,,"[54.0, 64.8]",3754316,0,,,,-0.088007376,,Right Foot,,,,"[74.4, 63.0]",,Ground Pass,,20.479258,,,,,James Philip Milner,3473.0,,,,,,,1,From Free Kick,Dejan Lovren,3471.0,Right Center Back,3,Liverpool,24,['45753e17-73c6-4d58-a067-7707e08d5c07'],32,,,,,,,,,,,,,,,,,Liverpool,24,00:00:32.613,Pass,
,,,,,,,,,,,,,,,,2.047368,,,,,,,,,,,,,320a8805-43a5-4f90-8e1a-f992569ff50e,39,,"[74.6, 63.4]",3754316,0,,,,2.3251967,,Right Foot,,,,"[62.1, 76.7]",,Ground Pass,,18.252123,,,,,Dejan Lovren,3471.0,,,,,,,1,From Free Kick,James Philip Milner,3473.0,Right Wing,3,Liverpool,24,['db1bb79d-c57c-4262-aa34-688283a901ee'],33,,,,,,,,,,,,,,,,,Liverpool,24,00:00:33.619,Pass,
,,,,,,,,,,,,,,,,1.052933,,,,,,,,,,,,,f6df61d3-1e4f-4657-8e62-000d5c32b078,42,,"[62.1, 76.7]",3754316,0,,,,-0.5880026,,Right Foot,,,,"[86.4, 60.5]",,Ground Pass,,29.204966,,,,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,,1,From Free Kick,Dejan Lovren,3471.0,Right Center Back,3,Liverpool,24,['5a61a887-5f60-4fa2-a90a-5dd3dbb11425'],35,,,,,,,,,,,,,,,,,Liverpool,24,00:00:35.746,Pass,
,,,,,,,,,,,,,,,,0.796542,,,,,,,,,,,,,ad80385e-c694-4adb-8aef-cf0d8befb926,47,,"[80.4, 60.9]",3754316,0,,,,2.7334435,,Right Foot,,,,"[69.3, 65.7]",,Low Pass,,12.093387,,,,,James Philip Milner,3473.0,,,,,,,1,From Free Kick,Roberto Firmino Barbosa de Oliveira,3535.0,Center Forward,3,Liverpool,24,['a925707c-60f2-4dd2-8b81-a853adaa9dcf'],37,,,,,,,,,,,,,,,,,Liverpool,24,00:00:37.948,Pass,
,,,,,,,,,,,,,,,,1.685136,,,,,,,,,,,,,229a77ce-7cd5-4750-a4b4-d4620f85a0d6,50,,"[69.3, 65.7]",3754316,0,,,,-0.91444796,,Left Foot,,,,"[86.4, 43.5]",,High Pass,,28.022312,,,Incomplete,,Jordan Brian Henderson,3532.0,,,,,,,1,From Free Kick,James Philip Milner,3473.0,Right Wing,3,Liverpool,24,"['cc550bb5-1e54-45c0-b6a6-ad8ae32606f2', 'f535a3cd-c740-487f-880e-647b328f997c']",38,,,,,,,,,,,,,,,,,Liverpool,24,00:00:38.785,Pass,
,,,,,,,,,,,,,,,,2.264691,,,,,,,,,,,,,f535a3cd-c740-487f-880e-647b328f997c,52,,"[33.7, 36.6]",3754316,0,,,,0.21214375,,Head,,,,"[53.2, 40.8]",,High Pass,,19.94718,,,Incomplete,,Duncan Watmore,22281.0,,,,,,Recovery,1,From Free Kick,Lee Cattermole,10783.0,Right Center Midfield,3,Liverpool,24,"['229a77ce-7cd5-4750-a4b4-d4620f85a0d6', '6d19b6b4-e5bd-44ae-9d70-ac31771696d9', 'ff551314-eedd-46c2-bcf5-5f06961e0a9b']",40,,,,,,,,,,,,,,,,,Sunderland,41,00:00:40.470,Pass,
,,,,,,,,,,,,,,,,3.468203,,,,,,,,,,,,,ff551314-eedd-46c2-bcf5-5f06961e0a9b,55,,"[66.9, 39.3]",3754316,0,,,,-2.067581,,Left Foot,,,,"[47.6, 3.7]",,Ground Pass,,40.49506,,,,,Alberto Moreno Pérez,3515.0,,,,,,Recovery,1,From Free Kick,Joe Allen,10931.0,Left Wing,3,Liverpool,24,"['31397ed3-8929-4803-90bb-ab2bbca4b3ea', '7a5e15cb-bebe-47db-8d98-0a062570addf', 'f535a3cd-c740-487f-880e-647b328f997c']",42,,,,,,,,,,,,,,,,,Liverpool,24,00:00:42.735,Pass,True
,,,,,,,,,,,,,,,,1.753364,,,,,,,,,,,,,d73deec5-3c39-42f1-a6ee-a574c3e56067,58,,"[47.6, 3.7]",3754316,0,,,,2.1103349,,Left Foot,,,,"[37.6, 20.4]",,Ground Pass,,19.465097,,,,,Mamadou Sakho,3483.0,,,,,,,1,From Free Kick,Alberto Moreno Pérez,3515.0,Left Back,3,Liverpool,24,['719bfdb4-fdd2-4f69-bb5a-7dad355cd31e'],47,,,,,,,,,,,,,,,,,Liverpool,24,00:00:47.894,Pass,
,,,,,,,,,,,,,,,,1.27229,,,,,,,,,,,,,50867b7e-df45-46f8-af8e-5f8673639c7a,61,,"[39.7, 20.4]",3754316,0,,,,1.394966,,Left Foot,,,,"[43.2, 40.1]",,Ground Pass,,20.0085,,,,,Jordan Brian Henderson,3532.0,,,,,,,1,From Free Kick,Mamadou Sakho,3483.0,Left Center Back,3,Liverpool,24,['82821a36-df6a-448d-ab5d-bef0ecf18200'],50,,,,,,,,,,,,,,,,,Liverpool,24,00:00:50.383,Pass,
,,,,,,,,,,,,,,,,0.959278,,,,,,,,,,,,,b4eff679-4c3d-435d-a226-a2b9b9b88069,64,,"[43.2, 40.1]",3754316,0,,,,-1.3521274,,Right Foot,,,,"[46.6, 24.8]",,Ground Pass,,15.673225,,,,,Emre Can,3493.0,,,,,,,1,From Free Kick,Jordan Brian Henderson,3532.0,Right Defensive Midfield,3,Liverpool,24,['2012619f-cb77-4d59-bac9-b3366a9ce142'],52,,,,,,,,,,,,,,,,,Liverpool,24,00:00:52.060,Pass,
,,,,,,,,,,,,,,,,1.338495,,,,,,,,,,,,,c203149b-c940-4e84-8be2-7f06f066414a,67,,"[48.7, 24.0]",3754316,0,,,,-1.1586299,,Right Foot,,,,"[58.1, 2.5]",,Ground Pass,,23.46508,,,,,Alberto Moreno Pérez,3515.0,,,,,,,1,From Free Kick,Emre Can,3493.0,Left Defensive Midfield,3,Liverpool,24,['5637ce90-e3f9-4845-896c-7ad163002070'],54,,,,,,,,,,,,,,,,,Liverpool,24,00:00:54.394,Pass,
,,,,,,,,,,,,,,,,1.391859,,,,,,,,,,,,,b32a7360-c435-4b8c-b8f4-3f2ac17f9c8d,70,,"[58.1, 2.5]",3754316,0,,,,1.7823479,,Left Foot,,,,"[54.9, 17.4]",,Ground Pass,,15.239751,,,,,Emre Can,3493.0,,,,,,,1,From Free Kick,Alberto Moreno Pérez,3515.0,Left Back,3,Liverpool,24,['a8e28973-c052-4ef9-aa17-cdb833b21a9c'],56,,,,,,,,,,,,,,,,,Liverpool,24,00:00:56.288,Pass,
,,,,,,,,,,,,,,,,1.322525,,,,,,,,,,,,,569bac7a-e341-4389-b5f4-890240e04308,73,,"[61.0, 21.8]",3754316,0,,,,1.7900702,,Left Foot,,,,"[57.1, 39.3]",,Ground Pass,,17.929306,,,,,Jordan Brian Henderson,3532.0,,,,,,,1,From Free Kick,Emre Can,3493.0,Left Defensive Midfield,3,Liverpool,24,['94eb6550-3f8e-48be-af3e-f4cd01d13afa'],59,,,,,,,,,,,,,,,,,Liverpool,24,00:00:59.557,Pass,
,,,,,,,,,,,,,,,,1.38854,,,,,,,,,,,,,bf9ae3b5-c932-402b-a061-36c96b4b8a22,76,,"[57.1, 44.9]",3754316,1,,,,1.3531457,,Right Foot,,,,"[61.7, 65.7]",,Ground Pass,,21.302582,,,,,Dejan Lovren,3471.0,,,,,,,1,From Free Kick,Jordan Brian Henderson,3532.0,Right Defensive Midfield,3,Liverpool,24,['10560d13-167f-4187-8e39-89181acc5bef'],2,,,,,,,,,,,,,,,,,Liverpool,24,00:01:02.860,Pass,
,,,,,,,,,,,,,,,,1.126197,,,,,,,,,,,,,1222e6ec-0ebf-4cc4-979f-61a71a9a7346,79,,"[61.3, 65.8]",3754316,1,,,,0.7853982,,Right Foot,,,,"[74.9, 79.4]",,Ground Pass,,19.233305,,,Out,,Nathaniel Edwin Clyne,4590.0,,,,,,,1,From Free Kick,Dejan Lovren,3471.0,Right Center Back,3,Liverpool,24,['40807094-69f3-4ab5-a858-6c5b8a0f26f1'],4,,,,,,,,,,,,,,,,,Liverpool,24,00:01:04.796,Pass,
,,,,,,,,,,,,,,,,1.832966,,,,,,,,,,,,,e0cba390-0fe9-493e-8428-0fcb476aa73a,81,,"[46.9, 0.1]",3754316,1,,,,0.324513,,,,,,"[68.6, 7.4]",,High Pass,,22.894978,,,Incomplete,,Jermain Defoe,3337.0,,,,,,Throw-in,1,From Throw In,Patrick van Aanholt,3321.0,Left Back,4,Sunderland,41,"['81cc0df6-2227-4459-ad8d-a6343a86fd0c', '8e0ebce7-a098-4f2f-80e9-360cf7f31198']",28,,,,,,,,,,,,,,,,,Sunderland,41,00:01:28.369,Pass,
,,,,,,,,,,,,,,,,3.620266,,,,,,,,,,,,,81cc0df6-2227-4459-ad8d-a6343a86fd0c,83,,"[51.5, 72.7]",3754316,1,,,,-0.7853982,,Head,,,,"[75.8, 48.4]",,High Pass,,34.36539,,,,,Joe Allen,10931.0,,,,,,Recovery,1,From Throw In,Emre Can,3493.0,Left Defensive Midfield,4,Sunderland,41,"['ad4d8efa-a7e0-4f31-92bb-7a6999fdcfc6', 'e0cba390-0fe9-493e-8428-0fcb476aa73a']",30,,,,,,,,,,,,,,,,,Liverpool,24,00:01:30.202,Pass,
,,,,,,,,,,,,,,,,1.207116,,,,,,,,,,,,,aa96696c-5171-47c1-aa1c-daa51a24a62a,85,,"[77.0, 48.6]",3754316,1,,,,1.6951513,,Head,,,,"[76.2, 55.0]",,Low Pass,,6.449806,,,Incomplete,,Roberto Firmino Barbosa de Oliveira,3535.0,,,,,,,1,From Throw In,Joe Allen,10931.0,Left Wing,4,Sunderland,41,"['73320b66-d4a3-41d1-bb8d-e3c16dfd36a0', '8e56b728-90c0-4763-87cd-0c16384d2c92']",33,,,,,,,,,,,,,,,,,Liverpool,24,00:01:33.942,Pass,
,,,,,,,,,,True,,,,,,1.35461,,,,,,,,,,,,,8e56b728-90c0-4763-87cd-0c16384d2c92,88,,"[43.9, 25.1]",3754316,1,,,,-3.0633216,,Right Foot,,,,"[33.7, 24.3]",,High Pass,,10.231324,,,,,John O''Shea,16890.0,,,,,,Interception,1,From Throw In,Lee Cattermole,10783.0,Right Center Midfield,4,Sunderland,41,"['aa96696c-5171-47c1-aa1c-daa51a24a62a', 'be9148dc-35fa-47d6-931e-2104d0cf09d4', 'd74b1758-2409-4789-9e89-a5b11edf782f']",35,,,,,,,,,,,,,,,,,Sunderland,41,00:01:35.149,Pass,True
,,,,,,,,,,,,,,,,2.227745,,,,,,,,,,,,,cafd0b44-bf6c-455a-8d5e-7622a2994710,90,,"[33.7, 24.5]",3754316,1,,,,-0.02803004,,Right Foot,,,,"[76.5, 23.3]",,High Pass,,42.81682,,,Incomplete,,Jermain Defoe,3337.0,,,,,,,1,From Throw In,John O''Shea,16890.0,Left Center Back,4,Sunderland,41,"['4b824ee0-8f8b-4a41-be47-79cd19307314', 'b810a2e9-9e8a-4411-a929-f8a276ecbd5d']",36,,,,,,,,,,,,,,,,,Sunderland,41,00:01:36.504,Pass,
,,,,,,,,,,,,,,,,1.889671,,,,,,,,,,,,,4b824ee0-8f8b-4a41-be47-79cd19307314,92,,"[43.6, 56.8]",3754316,1,,,,-1.8895884,,Head,,,,"[36.9, 36.5]",,Low Pass,,21.37709,,,,,Mamadou Sakho,3483.0,,,,,,Recovery,1,Regular Play,Dejan Lovren,3471.0,Right Center Back,5,Liverpool,24,"['cafd0b44-bf6c-455a-8d5e-7622a2994710', 'dc95e9d3-16d6-4d6e-b721-43119e7e2f9c']",38,,,,,,,,,,,,,,,,,Liverpool,24,00:01:38.732,Pass,
,,,,,,,,,,,,,,,,0.944868,,,,,,,,,,,,,90aa61d0-e99c-40d2-81d1-d34329d23de2,95,,"[38.7, 35.9]",3754316,1,,,,0.37255427,,Left Foot,,,,"[47.4, 39.3]",,Ground Pass,,9.340771,,,,,Emre Can,3493.0,,,,,,,1,Regular Play,Mamadou Sakho,3483.0,Left Center Back,5,Liverpool,24,['6f4dd30a-c914-47d1-adc7-cafd15e2b47c'],42,,,,,,,,,,,,,,,,,Liverpool,24,00:01:42.470,Pass,
,,,,,,,,,,,,,,,,0.981483,,,,,,,,,,,,,f8908c20-1ffb-4479-b6fa-75690045e7c3,98,,"[46.0, 34.3]",3754316,1,,,,-2.1501224,,Right Foot,,,,"[39.0, 23.6]",,Ground Pass,,12.786321,,,,,Mamadou Sakho,3483.0,,,,,,,1,Regular Play,Emre Can,3493.0,Left Defensive Midfield,5,Liverpool,24,['d99528e6-cfab-4e93-be61-f1e9933e90d9'],44,,,,,,,,,,,,,,,,,Liverpool,24,00:01:44.981,Pass,
,,,,,,,,,,,,,,,,0.878081,,,,,,,,,,,,,3c272309-a0ef-4887-aa47-c3373db5f9f1,101,,"[39.4, 21.6]",3754316,1,,,,0.5059504,,Left Foot,,,,"[46.8, 25.7]",,Ground Pass,,8.459906,,,,,Emre Can,3493.0,,,,,,,1,Regular Play,Mamadou Sakho,3483.0,Left Center Back,5,Liverpool,24,['3ff9929d-05f8-45da-abf2-095004bfda3f'],46,,,,,,,,,,,,,,,,,Liverpool,24,00:01:46.710,Pass,
,,,,,,,,,,,,,,,,0.987232,,,,,,,,,,,,,6c250279-0e73-48d9-b1a1-b47778bfa004,104,,"[48.8, 32.3]",3754316,1,,,,1.7631919,,Right Foot,,,,"[47.3, 40.0]",,Ground Pass,,7.8447433,,,,,Jordan Brian Henderson,3532.0,,,,,,,1,Regular Play,Emre Can,3493.0,Left Defensive Midfield,5,Liverpool,24,['e558f3a5-4bb6-403d-9c20-e0674712befb'],49,,,,,,,,,,,,,,,,,Liverpool,24,00:01:49.022,Pass,
,,,,,,,,,,,,,,,,0.855369,,,,,,,,,,,,,64e6106e-d633-41e0-ada1-f258faaddb6c,107,,"[47.4, 42.1]",3754316,1,,,,0.6753791,,Right Foot,,,,"[66.5, 57.4]",,Low Pass,,24.472433,,,,,James Philip Milner,3473.0,,,,,,,1,Regular Play,Jordan Brian Henderson,3532.0,Right Defensive Midfield,5,Liverpool,24,['20822f54-9eac-4a4e-b131-5851039b5c65'],51,,,,,,,,,,,,,,,,,Liverpool,24,00:01:51.397,Pass,
,,,,,,,,,,,,,,,,1.738457,,,,,,,,,,,,,b5a82299-6faa-4154-8c69-1b3c6c891903,111,,"[66.5, 57.0]",3754316,1,,,,2.4653928,,Right Foot,,,,"[49.8, 70.4]",,Ground Pass,,21.411446,,,,,Dejan Lovren,3471.0,,,,,,,1,Regular Play,James Philip Milner,3473.0,Right Wing,5,Liverpool,24,"['722be872-3cc9-4d7e-80a8-a888a588f353', '78b6d929-5840-4da0-b472-ddcbf6be77ed']",53,,,,,,,,,,,,,,,,,Liverpool,24,00:01:53.357,Pass,True
,,,,,,,,,,,,,,,,0.623221,,,,,,,,,,,,,f5609e74-86c9-43d9-bd50-889b0590d62a,114,,"[49.8, 70.7]",3754316,1,,,,-1.6751775,,Right Foot,,,,"[48.7, 60.2]",,Ground Pass,,10.557462,,,,,Jordan Brian Henderson,3532.0,,,,,,,1,Regular Play,Dejan Lovren,3471.0,Right Center Back,5,Liverpool,24,['7ad14717-5e25-48e6-beb6-707dc1d9c931'],56,,,,,,,,,,,,,,,,,Liverpool,24,00:01:56.291,Pass,
,,,,,,,,,,,,,,,,1.034662,,,,,,,,,,,,,467d1dc8-0547-4b70-8f0f-ca699e617e75,117,,"[46.8, 63.4]",3754316,1,,,,0.10191837,,Right Foot,,,,"[73.2, 66.1]",,Low Pass,,26.537708,,,Incomplete,,James Philip Milner,3473.0,,,,,,,1,Regular Play,Jordan Brian Henderson,3532.0,Right Defensive Midfield,5,Liverpool,24,"['5f6877c0-cf8d-4713-921d-763661cf626d', 'b2652919-7714-42ab-86fa-bd033e743d28']",58,,,,,,,,,,,,,,,,,Liverpool,24,00:01:58.207,Pass,
,,,,,,,,,,,,,,,,1.13631,,,,,,,,,,,,,b2652919-7714-42ab-86fa-bd033e743d28,119,,"[46.9, 14.0]",3754316,1,,,,-0.61466295,,Left Foot,,,,"[58.8, 5.6]",,Ground Pass,,14.566056,,,,,Wahbi Khazri,3196.0,,,,,,Recovery,1,Regular Play,Yann Gérard M''Vila,4429.0,Left Center Midfield,6,Sunderland,41,"['467d1dc8-0547-4b70-8f0f-ca699e617e75', '6d83079a-12a5-42d0-8548-3cfb8a8b5610']",59,,,,,,,,,,,,,,,,,Sunderland,41,00:01:59.242,Pass,
